236,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-09-21 18:07:00,1
2019-09-21 18:12:00,1
2019-09-21 19:30:00,1
2019-09-21 19:38:00,1
2019-09-21 19:50:00,1
2019-09-21 20:00:00,1
2019-09-21 20:06:00,1
2019-09-21 20:24:00,1
2019-09-21 20:36:00,1
2019-09-21 20:43:00,1
2019-09-21 21:05:00,1
2019-09-21 21:07:00,1
2019-09-21 21:19:00,1
2019-09-21 21:41:00,1
2019-09-21 21:46:00,1
2019-09-21 21:50:00,1
2019-09-21 21:54:00,1
2019-09-21 21:57:00,1
2019-09-21 22:00:00,1
2019-09-21 22:02:00,1
2019-09-21 22:03:00,1
2019-09-21 22:07:00,1
2019-09-21 22:11:00,1
2019-09-21 22:14:00,1
2019-09-21 22:15:00,1
2019-09-21 22:17:00,1
2019-09-21 22:20:00,1
2019-09-21 22:21:00,1
2019-09-21 22:24:00,1
2019-09-21 22:26:00,2
2019-09-21 22:28:00,1
2019-09-21 22:29:00,1
2019-09-21 22:33:00,1
2019-09-21 22:35:00,1
2019-09-21 22:39:00,1
2019-09-21 22:44:00,1
2019-09-21 22:47:00,1
2019-09-21 22:48:00,1
2019-09-21 22:50:00,1
2019-09-21 22:51:00,1
2019-09-21 22:52:00,1
2019-09-21 22:56:00,1
2019-09-21 22:59:00,1
2019-09-21 23:01:00,1
2019-09-21 23:05:00,1
2019-09-21 23:08:00,3
2019-09-21 23:09:00,2
2019-09-21 23:12:00,1
2019-09-21 23:13:00,1
2019-09-21 23:14:00,1
2019-09-21 23:17:00,1
2019-09-21 23:19:00,1
2019-09-21 23:22:00,1
2019-09-21 23:23:00,1
2019-09-21 23:24:00,1
2019-09-21 23:25:00,1
2019-09-21 23:27:00,1
2019-09-21 23:31:00,1
2019-09-21 23:33:00,1
2019-09-21 23:34:00,1
2019-09-21 23:35:00,1
2019-09-21 23:36:00,1
2019-09-21 23:37:00,1
2019-09-21 23:38:00,2
2019-09-21 23:40:00,1
2019-09-21 23:41:00,2
2019-09-21 23:42:00,2
2019-09-21 23:44:00,1
2019-09-21 23:45:00,1
2019-09-21 23:46:00,1
2019-09-21 23:47:00,1
2019-09-21 23:48:00,2
2019-09-21 23:49:00,1
2019-09-21 23:51:00,1
2019-09-21 23:53:00,1
2019-09-21 23:56:00,1
2019-09-21 23:57:00,1
2019-09-21 23:58:00,1
