107236,"SELECT TOP # s.ra, s.dec, s.specobjid, s.z, s.zErr, s.zWarning, s.sciencePrimary, s.class, s.subclass, p.type FROM ..SpecObj as s LEFT JOIN ..PhotoObj AS p ON s.bestObjID=p.objID JOIN dbo.fGetNearbySpecObjEq(#,#,#) AS b ON b.SpecobjID = S.SpecobjID"
2019-03-02 15:11:00,58
2019-03-02 15:12:00,57
2019-03-02 15:13:00,55
2019-03-02 15:14:00,60
2019-03-02 15:15:00,60
2019-03-02 15:16:00,80
2019-03-02 15:17:00,91
2019-03-02 15:18:00,83
2019-03-02 15:19:00,87
2019-03-02 15:20:00,102
2019-03-02 15:21:00,89
2019-03-02 15:22:00,69
2019-03-02 15:23:00,71
2019-03-02 15:24:00,56
2019-03-02 15:25:00,68
2019-03-02 15:26:00,65
2019-03-02 15:27:00,75
2019-03-02 15:28:00,61
2019-03-02 15:29:00,71
2019-03-02 15:30:00,59
2019-03-02 15:31:00,69
2019-03-02 15:32:00,78
2019-03-02 15:33:00,72
2019-03-02 15:34:00,56
2019-03-02 15:35:00,58
2019-03-02 15:36:00,58
2019-03-02 15:37:00,65
2019-03-02 15:38:00,75
2019-03-02 15:39:00,75
2019-03-02 15:40:00,58
2019-03-02 15:41:00,76
2019-03-02 15:42:00,80
2019-03-02 15:43:00,78
2019-03-02 15:44:00,59
2019-03-02 15:45:00,80
2019-03-02 15:46:00,80
2019-03-02 15:47:00,133
2019-03-02 15:48:00,137
2019-03-02 15:49:00,109
2019-03-02 15:50:00,153
2019-03-02 15:51:00,83
2019-03-02 15:52:00,137
2019-03-02 15:53:00,121
2019-03-02 15:54:00,121
2019-03-02 15:55:00,111
2019-03-02 15:56:00,147
2019-03-02 15:57:00,137
2019-03-02 15:58:00,95
2019-03-02 15:59:00,91
2019-03-02 16:00:00,101
2019-03-02 16:01:00,77
2019-03-02 16:02:00,65
2019-03-02 16:03:00,101
2019-03-02 16:04:00,72
2019-03-02 16:05:00,65
2019-03-02 16:06:00,37
2019-03-02 16:07:00,82
2019-03-02 16:08:00,61
2019-03-02 16:09:00,59
2019-03-02 16:10:00,55
2019-03-02 16:11:00,57
2019-03-02 16:12:00,61
2019-03-02 16:13:00,79
2019-03-02 16:14:00,97
2019-03-02 16:15:00,93
2019-03-02 16:16:00,87
2019-03-02 16:17:00,69
2019-03-02 16:18:00,67
2019-03-02 16:19:00,75
2019-03-02 16:20:00,83
2019-03-02 16:21:00,75
2019-03-02 16:22:00,67
2019-03-02 16:23:00,55
2019-03-02 16:24:00,68
2019-03-02 16:25:00,61
2019-03-02 16:26:00,56
2019-03-02 16:27:00,64
2019-03-02 16:28:00,72
2019-03-02 16:29:00,81
2019-03-02 16:30:00,82
2019-03-02 16:31:00,61
2019-03-02 16:32:00,64
2019-03-02 16:33:00,69
2019-03-02 16:34:00,58
2019-03-02 16:35:00,58
2019-03-02 16:36:00,78
2019-03-02 16:37:00,78
2019-03-02 16:38:00,79
2019-03-02 16:39:00,61
2019-03-02 16:40:00,69
2019-03-02 16:41:00,97
2019-03-02 16:42:00,63
2019-03-02 16:43:00,67
2019-03-02 16:44:00,67
2019-03-02 16:45:00,67
2019-03-02 16:46:00,61
2019-03-02 16:47:00,81
2019-03-02 16:48:00,86
2019-03-02 16:49:00,111
2019-03-02 16:50:00,93
2019-03-02 16:51:00,75
2019-03-02 16:52:00,73
2019-03-02 16:53:00,92
2019-03-02 16:54:00,83
2019-03-02 16:55:00,117
2019-03-02 16:56:00,133
2019-03-02 16:57:00,151
2019-03-02 16:58:00,149
2019-03-02 16:59:00,101
2019-03-02 17:00:00,99
2019-03-02 17:01:00,113
2019-03-02 17:02:00,167
2019-03-02 17:03:00,108
2019-03-02 17:04:00,133
2019-03-02 17:05:00,111
2019-03-02 17:06:00,85
2019-03-02 17:07:00,117
2019-03-02 17:08:00,78
2019-03-02 17:09:00,133
2019-03-02 17:10:00,75
2019-03-02 17:11:00,71
2019-03-02 17:12:00,73
2019-03-02 17:13:00,82
2019-03-02 17:14:00,103
2019-03-02 17:15:00,109
2019-03-02 17:16:00,135
2019-03-02 17:17:00,99
2019-03-02 17:18:00,96
2019-03-02 17:19:00,93
2019-03-02 17:20:00,55
2019-03-02 17:21:00,63
2019-03-02 17:22:00,91
2019-03-02 17:23:00,121
2019-03-02 17:24:00,133
2019-03-02 17:25:00,115
2019-03-02 17:26:00,127
2019-03-02 17:27:00,121
2019-03-02 17:28:00,118
2019-03-02 17:29:00,133
2019-03-02 17:30:00,139
2019-03-02 17:31:00,169
2019-03-02 17:32:00,143
2019-03-02 17:33:00,123
2019-03-02 17:34:00,105
2019-03-02 17:35:00,75
2019-03-02 17:36:00,67
2019-03-02 17:37:00,73
2019-03-02 17:38:00,71
2019-03-02 17:39:00,121
2019-03-02 17:40:00,73
2019-03-02 17:41:00,85
2019-03-02 17:42:00,83
2019-03-02 17:43:00,93
2019-03-02 17:44:00,155
2019-03-02 17:45:00,101
2019-03-02 17:46:00,104
2019-03-02 17:47:00,99
2019-03-02 17:48:00,91
2019-03-02 17:49:00,65
2019-03-02 17:50:00,83
2019-03-02 17:51:00,79
2019-03-02 17:52:00,72
2019-03-02 17:53:00,71
2019-03-02 17:54:00,84
2019-03-02 17:55:00,93
2019-03-02 17:56:00,141
2019-03-02 17:57:00,89
2019-03-02 17:58:00,65
2019-03-02 17:59:00,69
2019-03-02 18:00:00,92
2019-03-02 18:01:00,83
2019-03-02 18:02:00,93
2019-03-02 18:03:00,91
2019-03-02 18:04:00,91
2019-03-02 18:05:00,100
2019-03-02 18:06:00,103
2019-03-02 18:07:00,142
2019-03-02 18:08:00,141
2019-03-02 18:09:00,111
2019-03-02 18:10:00,99
2019-03-02 18:11:00,67
2019-03-02 18:12:00,63
2019-03-02 18:13:00,62
2019-03-02 18:14:00,60
2019-03-02 18:15:00,57
2019-03-02 18:16:00,62
2019-03-02 18:17:00,56
2019-03-02 18:18:00,62
2019-03-02 18:19:00,70
2019-03-02 18:20:00,63
2019-03-02 18:21:00,64
2019-03-02 18:22:00,69
2019-03-02 18:23:00,69
2019-03-02 18:24:00,66
2019-03-02 18:25:00,65
2019-03-02 18:26:00,70
2019-03-02 18:27:00,75
2019-03-02 18:28:00,85
2019-03-02 18:29:00,119
2019-03-02 18:30:00,119
2019-03-02 18:31:00,109
2019-03-02 18:32:00,75
2019-03-02 18:33:00,69
2019-03-02 18:34:00,65
2019-03-02 18:35:00,65
2019-03-02 18:36:00,64
2019-03-02 18:37:00,72
2019-03-02 18:38:00,59
2019-03-02 18:39:00,61
2019-03-02 18:40:00,75
2019-03-02 18:41:00,57
2019-03-02 18:42:00,62
2019-03-02 18:43:00,63
2019-03-02 18:44:00,61
2019-03-02 18:45:00,61
2019-03-02 18:46:00,66
2019-03-02 18:47:00,62
2019-03-02 18:48:00,58
2019-03-02 18:49:00,69
2019-03-02 18:50:00,59
2019-03-02 18:51:00,67
2019-03-02 18:52:00,81
2019-03-02 18:53:00,69
2019-03-02 18:54:00,71
2019-03-02 18:55:00,58
2019-03-02 18:56:00,70
2019-03-02 18:57:00,69
2019-03-02 18:58:00,61
2019-03-02 18:59:00,64
2019-03-02 19:00:00,56
2019-03-02 19:01:00,61
2019-03-02 19:02:00,59
2019-03-02 19:03:00,66
2019-03-02 19:04:00,67
2019-03-02 19:05:00,64
2019-03-02 19:06:00,69
2019-03-02 19:07:00,67
2019-03-02 19:08:00,67
2019-03-02 19:09:00,65
2019-03-02 19:10:00,68
2019-03-02 19:11:00,59
2019-03-02 19:12:00,73
2019-03-02 19:13:00,82
2019-03-02 19:14:00,121
2019-03-02 19:15:00,86
2019-03-02 19:16:00,87
2019-03-02 19:17:00,88
2019-03-02 19:18:00,100
2019-03-02 19:19:00,115
2019-03-02 19:20:00,127
2019-03-02 19:21:00,107
2019-03-02 19:22:00,89
2019-03-02 19:23:00,129
2019-03-02 19:24:00,87
2019-03-02 19:25:00,93
2019-03-02 19:26:00,82
2019-03-02 19:27:00,63
2019-03-02 19:28:00,58
2019-03-02 19:29:00,61
2019-03-02 19:30:00,59
2019-03-02 19:31:00,57
2019-03-02 19:32:00,57
2019-03-02 19:33:00,71
2019-03-02 19:34:00,55
2019-03-02 19:35:00,58
2019-03-02 19:36:00,57
2019-03-02 19:37:00,61
2019-03-02 19:38:00,58
2019-03-02 19:39:00,70
2019-03-02 19:40:00,74
2019-03-02 19:41:00,81
2019-03-02 19:42:00,69
2019-03-02 19:43:00,84
2019-03-02 19:44:00,73
2019-03-02 19:45:00,75
2019-03-02 19:46:00,72
2019-03-02 19:47:00,75
2019-03-02 19:48:00,79
2019-03-02 19:49:00,76
2019-03-02 19:50:00,77
2019-03-02 19:51:00,71
2019-03-02 19:52:00,73
2019-03-02 19:53:00,75
2019-03-02 19:54:00,73
2019-03-02 19:55:00,79
2019-03-02 19:56:00,76
2019-03-02 19:57:00,88
2019-03-02 19:58:00,60
2019-03-02 19:59:00,57
2019-03-02 20:00:00,58
2019-03-02 20:01:00,66
2019-03-02 20:02:00,59
2019-03-02 20:03:00,56
2019-03-02 20:04:00,59
2019-03-02 20:05:00,75
2019-03-02 20:06:00,65
2019-03-02 20:07:00,63
2019-03-02 20:08:00,59
2019-03-02 20:09:00,64
2019-03-02 20:10:00,82
2019-03-02 20:11:00,97
2019-03-02 20:12:00,71
2019-03-02 20:13:00,84
2019-03-02 20:14:00,72
2019-03-02 20:15:00,71
2019-03-02 20:16:00,75
2019-03-02 20:17:00,61
2019-03-02 20:18:00,79
2019-03-02 20:19:00,84
2019-03-02 20:20:00,79
2019-03-02 20:21:00,75
2019-03-02 20:22:00,93
2019-03-02 20:23:00,90
2019-03-02 20:24:00,70
2019-03-02 20:25:00,66
2019-03-02 20:26:00,71
2019-03-02 20:27:00,67
2019-03-02 20:28:00,67
2019-03-02 20:29:00,80
2019-03-02 20:30:00,115
2019-03-02 20:31:00,107
2019-03-02 20:32:00,79
2019-03-02 20:33:00,79
2019-03-02 20:34:00,77
2019-03-02 20:35:00,82
2019-03-02 20:36:00,79
2019-03-02 20:37:00,69
2019-03-02 20:38:00,87
2019-03-02 20:39:00,100
2019-03-02 20:40:00,83
2019-03-02 20:41:00,81
2019-03-02 20:42:00,92
2019-03-02 20:43:00,62
2019-03-02 20:44:00,64
2019-03-02 20:45:00,72
2019-03-02 20:46:00,66
2019-03-02 20:47:00,65
2019-03-02 20:48:00,79
2019-03-02 20:49:00,69
2019-03-02 20:50:00,57
2019-03-02 20:51:00,60
2019-03-02 20:52:00,60
2019-03-02 20:53:00,71
2019-03-02 20:54:00,90
2019-03-02 20:55:00,104
2019-03-02 20:56:00,79
2019-03-02 20:57:00,81
2019-03-02 20:58:00,105
2019-03-02 20:59:00,101
2019-03-02 21:00:00,87
2019-03-02 21:01:00,70
2019-03-02 21:02:00,91
2019-03-02 21:03:00,89
2019-03-02 21:04:00,127
2019-03-02 21:05:00,117
2019-03-02 21:06:00,77
2019-03-02 21:07:00,77
2019-03-02 21:08:00,63
2019-03-02 21:09:00,68
2019-03-02 21:10:00,75
2019-03-02 21:11:00,76
2019-03-02 21:12:00,57
2019-03-02 21:13:00,67
2019-03-02 21:14:00,79
2019-03-02 21:15:00,92
2019-03-02 21:16:00,61
2019-03-02 21:17:00,56
2019-03-02 21:18:00,58
2019-03-02 21:19:00,56
2019-03-02 21:20:00,59
2019-03-02 21:21:00,56
2019-03-02 21:22:00,64
2019-03-02 21:23:00,63
2019-03-02 21:24:00,62
2019-03-02 21:25:00,67
2019-03-02 21:26:00,77
2019-03-02 21:27:00,57
2019-03-02 21:28:00,62
2019-03-02 21:29:00,61
2019-03-02 21:30:00,59
2019-03-02 21:31:00,57
2019-03-02 21:32:00,58
2019-03-02 21:33:00,56
2019-03-02 21:34:00,57
2019-03-02 21:35:00,56
2019-03-02 21:36:00,61
2019-03-02 21:37:00,57
2019-03-02 21:38:00,55
2019-03-02 21:39:00,61
2019-03-02 21:40:00,56
2019-03-02 21:41:00,65
2019-03-02 21:42:00,62
2019-03-02 21:43:00,56
2019-03-02 21:44:00,60
2019-03-02 21:45:00,72
2019-03-02 21:46:00,107
2019-03-02 21:47:00,101
2019-03-02 21:48:00,97
2019-03-02 21:49:00,73
2019-03-02 21:50:00,111
2019-03-02 21:51:00,69
2019-03-02 21:52:00,81
2019-03-02 21:53:00,95
2019-03-02 21:54:00,69
2019-03-02 21:55:00,55
2019-03-02 21:56:00,65
2019-03-02 21:57:00,63
2019-03-02 21:58:00,62
2019-03-02 21:59:00,62
2019-03-02 22:00:00,71
2019-03-02 22:01:00,59
2019-03-02 22:02:00,73
2019-03-02 22:03:00,58
2019-03-02 22:04:00,61
2019-03-02 22:05:00,64
2019-03-02 22:06:00,28
2019-03-02 22:07:00,65
2019-03-02 22:08:00,57
2019-03-02 22:09:00,49
2019-03-02 22:10:00,73
2019-03-02 22:11:00,56
2019-03-02 22:12:00,63
2019-03-02 22:13:00,57
2019-03-02 22:14:00,66
2019-03-02 22:15:00,62
2019-03-02 22:16:00,60
2019-03-02 22:17:00,61
2019-03-02 22:18:00,67
2019-03-02 22:19:00,81
2019-03-02 22:20:00,75
2019-03-02 22:21:00,75
2019-03-02 22:22:00,57
2019-03-02 22:23:00,53
2019-03-02 22:24:00,52
2019-03-02 22:25:00,62
2019-03-02 22:26:00,63
2019-03-02 22:27:00,58
2019-03-02 22:28:00,61
2019-03-02 22:29:00,71
2019-03-02 22:30:00,77
2019-03-02 22:31:00,68
2019-03-02 22:32:00,57
2019-03-02 22:33:00,73
2019-03-02 22:34:00,57
2019-03-02 22:35:00,59
2019-03-02 22:36:00,58
2019-03-02 22:37:00,50
2019-03-02 22:38:00,57
2019-03-02 22:39:00,65
2019-03-02 22:40:00,62
2019-03-02 22:41:00,55
2019-03-02 22:42:00,66
2019-03-02 22:43:00,68
2019-03-02 22:44:00,58
2019-03-02 22:45:00,57
2019-03-02 22:46:00,60
2019-03-02 22:47:00,60
2019-03-02 22:48:00,61
2019-03-02 22:49:00,50
2019-03-02 22:50:00,67
2019-03-02 22:51:00,58
2019-03-02 22:52:00,48
2019-03-02 22:53:00,57
2019-03-02 22:54:00,51
2019-03-02 22:55:00,56
2019-03-02 22:56:00,62
2019-03-02 22:57:00,62
2019-03-02 22:58:00,73
2019-03-02 22:59:00,77
2019-03-02 23:00:00,72
2019-03-02 23:01:00,65
2019-03-02 23:02:00,44
2019-03-02 23:03:00,68
2019-03-02 23:04:00,71
2019-03-02 23:05:00,79
2019-03-02 23:06:00,75
2019-03-02 23:07:00,59
2019-03-02 23:08:00,56
2019-03-02 23:09:00,56
2019-03-02 23:10:00,73
2019-03-02 23:11:00,71
2019-03-02 23:12:00,58
2019-03-02 23:13:00,63
2019-03-02 23:14:00,62
2019-03-02 23:15:00,57
2019-03-02 23:16:00,62
2019-03-02 23:17:00,61
2019-03-02 23:18:00,58
2019-03-02 23:19:00,51
2019-03-02 23:20:00,45
2019-03-02 23:21:00,57
2019-03-02 23:22:00,56
2019-03-02 23:23:00,58
2019-03-02 23:24:00,56
2019-03-02 23:25:00,58
2019-03-02 23:26:00,62
2019-03-02 23:27:00,62
2019-03-02 23:28:00,66
2019-03-02 23:29:00,61
2019-03-02 23:30:00,69
2019-03-02 23:31:00,56
2019-03-02 23:32:00,66
2019-03-02 23:33:00,75
2019-03-02 23:34:00,107
2019-03-02 23:35:00,74
2019-03-02 23:36:00,93
2019-03-02 23:37:00,83
2019-03-02 23:38:00,73
2019-03-02 23:39:00,70
2019-03-02 23:40:00,53
2019-03-02 23:41:00,65
2019-03-02 23:42:00,57
2019-03-02 23:43:00,54
2019-03-02 23:44:00,45
2019-03-02 23:45:00,55
2019-03-02 23:46:00,62
2019-03-02 23:47:00,76
2019-03-02 23:48:00,55
2019-03-02 23:49:00,52
2019-03-02 23:50:00,66
2019-03-02 23:51:00,65
2019-03-02 23:52:00,59
2019-03-02 23:53:00,62
2019-03-02 23:54:00,61
2019-03-02 23:55:00,54
2019-03-02 23:56:00,54
2019-03-02 23:57:00,66
2019-03-02 23:58:00,70
2019-03-02 23:59:00,73
