35287,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-02 23:31:00,3
2019-03-02 23:32:00,29
2019-03-02 23:33:00,9
2019-03-02 23:34:00,5
2019-03-02 23:35:00,4
2019-03-02 23:36:00,6
2019-03-02 23:37:00,3
2019-03-02 23:38:00,10
2019-03-02 23:39:00,5
2019-03-02 23:40:00,6
2019-03-02 23:41:00,4
2019-03-02 23:42:00,7
2019-03-02 23:43:00,4
2019-03-02 23:44:00,5
2019-03-02 23:45:00,5
2019-03-02 23:46:00,5
2019-03-02 23:47:00,68
2019-03-02 23:48:00,657
2019-03-02 23:49:00,44
2019-03-02 23:50:00,451
2019-03-02 23:51:00,341
2019-03-02 23:52:00,145
2019-03-02 23:57:00,229
2019-03-02 23:58:00,54
2019-03-02 23:59:00,6
