1545,"SELECT p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.clean, p.flags, z.z as photoz, z.zErr as photozErr, s.specObjID as specObjID, s.z_noqso as specz_noqso, s.zErr_noqso as speczErr_noqso, s.zWarning_noqso as speczWarning_noqso, s.class, dbo.fPhotoFlagsN (p.flags) as note from Galaxy as p LEFT OUTER JOIN photoz as z ON z.ObjID = p.ObjID LEFT OUTER JOIN specObjAll as s ON s.bestObjID = p.ObjID WHERE ( (flags & #) ! =#) AND ( (flags & #) = #) AND ( (flags & #) = #) AND ( (flags & #) ! =#) AND # < = p.ra and p.ra < = # and # < = p.dec and p.dec < = #"
2019-05-31 11:49:00,5
2019-05-31 11:50:00,5
2019-05-31 11:51:00,5
2019-05-31 11:52:00,4
2019-05-31 11:53:00,1
2019-05-31 11:54:00,4
2019-05-31 11:55:00,3
2019-05-31 11:56:00,2
2019-05-31 11:57:00,3
2019-05-31 11:58:00,6
2019-05-31 11:59:00,4
2019-05-31 12:00:00,5
2019-05-31 12:01:00,6
2019-05-31 12:02:00,4
2019-05-31 12:03:00,5
2019-05-31 12:04:00,5
2019-05-31 12:05:00,1
2019-05-31 12:06:00,2
2019-05-31 12:07:00,2
2019-05-31 12:08:00,4
2019-05-31 12:09:00,5
2019-05-31 12:10:00,6
2019-05-31 12:11:00,6
2019-05-31 12:12:00,5
2019-05-31 12:13:00,6
2019-05-31 12:14:00,5
2019-05-31 12:15:00,5
2019-05-31 12:16:00,6
2019-05-31 12:17:00,6
2019-05-31 12:18:00,5
2019-05-31 12:19:00,6
2019-05-31 12:20:00,5
2019-05-31 12:21:00,6
2019-05-31 12:22:00,5
2019-05-31 12:23:00,5
2019-05-31 12:24:00,5
2019-05-31 12:25:00,6
2019-05-31 12:26:00,5
2019-05-31 12:27:00,5
2019-05-31 12:28:00,6
2019-05-31 12:29:00,5
2019-05-31 12:30:00,6
2019-05-31 12:31:00,5
2019-05-31 12:32:00,5
2019-05-31 12:33:00,5
2019-05-31 12:34:00,3
2019-05-31 12:35:00,3
2019-05-31 12:36:00,5
2019-05-31 12:37:00,1
2019-05-31 12:38:00,2
2019-05-31 12:39:00,3
2019-05-31 12:40:00,2
2019-05-31 12:41:00,4
2019-05-31 12:42:00,1
2019-05-31 12:43:00,1
2019-05-31 12:44:00,2
2019-05-31 12:45:00,3
2019-05-31 12:46:00,2
2019-05-31 12:47:00,3
2019-05-31 12:48:00,4
2019-05-31 12:49:00,4
2019-05-31 12:50:00,3
2019-05-31 12:51:00,4
2019-05-31 12:52:00,5
2019-05-31 12:53:00,4
2019-05-31 12:54:00,3
2019-05-31 12:55:00,4
2019-05-31 12:56:00,4
2019-05-31 12:57:00,4
2019-05-31 12:58:00,4
2019-05-31 12:59:00,4
2019-05-31 13:00:00,5
2019-05-31 13:01:00,4
2019-05-31 13:02:00,3
2019-05-31 13:03:00,2
2019-05-31 13:04:00,2
2019-05-31 13:05:00,4
2019-05-31 13:06:00,3
2019-05-31 13:07:00,4
2019-05-31 13:08:00,3
2019-05-31 13:09:00,4
2019-05-31 13:10:00,4
2019-05-31 13:11:00,3
2019-05-31 13:12:00,3
2019-05-31 13:13:00,3
2019-05-31 13:14:00,4
2019-05-31 13:15:00,2
2019-05-31 13:16:00,2
2019-05-31 13:17:00,4
2019-05-31 13:18:00,4
2019-05-31 13:19:00,5
2019-05-31 13:20:00,4
2019-05-31 13:21:00,4
2019-05-31 13:22:00,1
2019-05-31 13:23:00,2
2019-05-31 13:24:00,3
2019-05-31 13:25:00,1
2019-05-31 13:26:00,4
2019-05-31 13:27:00,3
2019-05-31 13:28:00,3
2019-05-31 13:29:00,4
2019-05-31 13:30:00,4
2019-05-31 13:31:00,2
2019-05-31 13:32:00,5
2019-05-31 13:33:00,2
2019-05-31 13:34:00,5
2019-05-31 13:35:00,3
2019-05-31 13:36:00,2
2019-05-31 13:37:00,1
2019-05-31 13:38:00,1
2019-05-31 13:40:00,1
2019-05-31 13:41:00,3
2019-05-31 13:42:00,5
2019-05-31 13:43:00,3
2019-05-31 13:44:00,5
2019-05-31 13:45:00,4
2019-05-31 13:46:00,3
2019-05-31 13:47:00,6
2019-05-31 13:48:00,1
2019-05-31 13:49:00,1
2019-05-31 13:50:00,1
2019-05-31 13:51:00,2
2019-05-31 13:52:00,3
2019-05-31 13:53:00,3
2019-05-31 13:54:00,4
2019-05-31 13:55:00,3
2019-05-31 13:56:00,3
2019-05-31 13:57:00,3
2019-05-31 13:58:00,2
2019-05-31 13:59:00,2
2019-05-31 14:00:00,3
2019-05-31 14:01:00,1
2019-05-31 14:02:00,1
2019-05-31 14:03:00,1
2019-05-31 14:04:00,1
2019-05-31 14:05:00,1
2019-05-31 14:06:00,2
2019-05-31 14:07:00,2
2019-05-31 14:08:00,1
2019-05-31 14:09:00,1
2019-05-31 14:11:00,1
2019-05-31 14:12:00,3
2019-05-31 14:13:00,3
2019-05-31 14:14:00,6
2019-05-31 14:15:00,4
2019-05-31 14:16:00,4
2019-05-31 14:17:00,5
2019-05-31 14:18:00,6
2019-05-31 14:19:00,6
2019-05-31 14:20:00,6
2019-05-31 14:21:00,6
2019-05-31 14:22:00,2
2019-05-31 14:23:00,4
2019-05-31 14:24:00,5
2019-05-31 14:25:00,1
2019-05-31 14:26:00,1
2019-05-31 14:27:00,1
2019-05-31 14:28:00,1
2019-05-31 14:29:00,1
2019-05-31 14:30:00,5
2019-05-31 14:31:00,2
2019-05-31 14:32:00,5
2019-05-31 14:33:00,5
2019-05-31 14:34:00,3
2019-05-31 14:35:00,4
2019-05-31 14:36:00,5
2019-05-31 14:37:00,4
2019-05-31 14:38:00,4
2019-05-31 14:39:00,3
2019-05-31 14:40:00,6
2019-05-31 14:41:00,2
2019-05-31 14:42:00,2
2019-05-31 14:43:00,2
2019-05-31 14:44:00,4
2019-05-31 14:45:00,3
2019-05-31 14:46:00,5
2019-05-31 14:47:00,5
2019-05-31 14:48:00,5
2019-05-31 14:49:00,6
2019-05-31 14:50:00,4
2019-05-31 14:51:00,3
2019-05-31 14:52:00,5
2019-05-31 14:53:00,2
2019-05-31 14:54:00,3
2019-05-31 14:55:00,3
2019-05-31 14:56:00,5
2019-05-31 14:57:00,6
2019-05-31 14:58:00,2
2019-05-31 14:59:00,2
2019-05-31 15:00:00,5
2019-05-31 15:01:00,2
2019-05-31 15:02:00,4
2019-05-31 15:03:00,4
2019-05-31 15:04:00,3
2019-05-31 15:05:00,3
2019-05-31 15:06:00,4
2019-05-31 15:07:00,3
2019-05-31 15:08:00,5
2019-05-31 15:09:00,5
2019-05-31 15:10:00,4
2019-05-31 15:11:00,4
2019-05-31 15:12:00,5
2019-05-31 15:13:00,4
2019-05-31 15:14:00,2
2019-05-31 15:15:00,2
2019-05-31 15:16:00,1
2019-05-31 15:17:00,4
2019-05-31 15:18:00,3
2019-05-31 15:19:00,2
2019-05-31 15:20:00,3
2019-05-31 15:21:00,6
2019-05-31 15:22:00,3
2019-05-31 15:23:00,1
2019-05-31 15:24:00,1
2019-05-31 15:25:00,1
2019-05-31 15:26:00,1
2019-05-31 15:27:00,4
2019-05-31 15:28:00,1
2019-05-31 15:30:00,1
2019-05-31 15:31:00,1
2019-05-31 15:32:00,2
2019-05-31 15:33:00,3
2019-05-31 15:34:00,2
2019-05-31 15:35:00,2
2019-05-31 15:36:00,4
2019-05-31 15:37:00,1
2019-05-31 15:38:00,1
2019-05-31 15:39:00,1
2019-05-31 15:40:00,4
2019-05-31 15:41:00,5
2019-05-31 15:42:00,3
2019-05-31 15:43:00,2
2019-05-31 15:44:00,1
2019-05-31 15:45:00,3
2019-05-31 15:46:00,2
2019-05-31 15:47:00,2
2019-05-31 15:48:00,1
2019-05-31 15:49:00,3
2019-05-31 15:50:00,4
2019-05-31 15:51:00,7
2019-05-31 15:52:00,2
2019-05-31 15:53:00,3
2019-05-31 15:54:00,4
2019-05-31 15:55:00,5
2019-05-31 15:56:00,2
2019-05-31 15:57:00,2
2019-05-31 15:58:00,6
2019-05-31 15:59:00,1
2019-05-31 16:00:00,1
2019-05-31 16:01:00,1
2019-05-31 16:02:00,2
2019-05-31 16:03:00,1
2019-05-31 16:04:00,2
2019-05-31 16:05:00,2
2019-05-31 16:06:00,2
2019-05-31 16:07:00,5
2019-05-31 16:08:00,2
2019-05-31 16:09:00,3
2019-05-31 16:10:00,2
2019-05-31 16:11:00,1
2019-05-31 16:12:00,1
2019-05-31 16:13:00,1
2019-05-31 16:14:00,2
2019-05-31 16:15:00,7
2019-05-31 16:16:00,5
2019-05-31 16:17:00,3
2019-05-31 16:18:00,2
2019-05-31 16:19:00,2
2019-05-31 16:20:00,2
2019-05-31 16:21:00,4
2019-05-31 16:22:00,7
2019-05-31 16:23:00,4
2019-05-31 16:24:00,3
2019-05-31 16:25:00,4
2019-05-31 16:26:00,2
2019-05-31 16:27:00,2
2019-05-31 16:28:00,8
2019-05-31 16:29:00,4
2019-05-31 16:30:00,4
2019-05-31 16:31:00,4
2019-05-31 16:32:00,2
2019-05-31 16:33:00,3
2019-05-31 16:34:00,10
2019-05-31 16:35:00,2
2019-05-31 16:36:00,4
2019-05-31 16:37:00,9
2019-05-31 16:38:00,10
2019-05-31 16:39:00,10
2019-05-31 16:40:00,10
2019-05-31 16:41:00,9
2019-05-31 16:42:00,8
2019-05-31 16:43:00,7
2019-05-31 16:44:00,6
2019-05-31 16:45:00,8
2019-05-31 16:46:00,9
2019-05-31 16:47:00,8
2019-05-31 16:48:00,2
2019-05-31 16:49:00,2
2019-05-31 16:50:00,6
2019-05-31 16:51:00,7
2019-05-31 16:52:00,9
2019-05-31 16:53:00,9
2019-05-31 16:54:00,9
2019-05-31 16:55:00,6
2019-05-31 16:56:00,5
2019-05-31 16:57:00,5
2019-05-31 16:58:00,6
2019-05-31 16:59:00,7
2019-05-31 17:00:00,7
2019-05-31 17:01:00,3
2019-05-31 17:02:00,5
2019-05-31 17:03:00,8
2019-05-31 17:04:00,6
2019-05-31 17:05:00,7
2019-05-31 17:06:00,8
2019-05-31 17:07:00,4
2019-05-31 17:08:00,8
2019-05-31 17:09:00,4
2019-05-31 17:10:00,6
2019-05-31 17:11:00,5
2019-05-31 17:12:00,8
2019-05-31 17:13:00,3
2019-05-31 17:14:00,5
2019-05-31 17:15:00,9
2019-05-31 17:16:00,4
2019-05-31 17:17:00,9
2019-05-31 17:18:00,4
2019-05-31 17:19:00,2
2019-05-31 17:20:00,7
2019-05-31 17:21:00,6
2019-05-31 17:22:00,2
2019-05-31 17:23:00,3
2019-05-31 17:24:00,4
2019-05-31 17:25:00,2
2019-05-31 17:26:00,3
2019-05-31 17:27:00,4
2019-05-31 17:28:00,6
2019-05-31 17:29:00,1
2019-05-31 17:30:00,2
2019-05-31 17:31:00,1
2019-05-31 17:32:00,3
2019-05-31 17:33:00,5
2019-05-31 17:34:00,5
2019-05-31 17:35:00,6
2019-05-31 17:36:00,3
2019-05-31 17:37:00,4
2019-05-31 17:38:00,3
2019-05-31 17:39:00,2
2019-05-31 17:40:00,2
2019-05-31 17:41:00,3
2019-05-31 17:42:00,2
2019-05-31 17:43:00,3
2019-05-31 17:44:00,5
2019-05-31 17:45:00,5
2019-05-31 17:46:00,4
2019-05-31 17:47:00,4
2019-05-31 17:48:00,4
