646,"SELECT TOP # obj.run, obj.camCol, str (obj.field, #) as field, str (obj.rowc, #, #) as rowc, str (obj.colc, #, #) as colc, str (dbo.fObj (obj.objId) , #) as id, str (obj.psfMag_g - #*obj.extinction_g, #, #) as g, str (obj.psfMag_r - #*obj.extinction_r, #, #) as r, str (obj.psfMag_i - #*obj.extinction_i, #, #) as i, str (obj.psfMag_z - #*obj.extinction_z, #, #) as z, str (#*distance, #, #) as D, dbo.fField (neighborObjId) as nfield, str (dbo.fObj (neighborObjId) , #) as nid FROM (SELECT obj.objId, run, camCol, field, rowc, colc, psfMag_u, extinction_u, psfMag_g, extinction_g, psfMag_r, extinction_r, psfMag_i, extinction_i, psfMag_z, extinction_z, NN.neighborObjId, NN.distance FROM PhotoObj as obj JOIN neighbors as NN on obj.objId = NN.objId WHERE #*NN.distance between # and # and NN.mode = # and NN.neighborMode = # and run = # and camCol = # and obj.type = # and (obj.flags & #) = # and nchild = # and obj.psfMag_i < # and (g - r between # and # and r - i between # and #) ) as obj JOIN PhotoObj as nobj on nobj.objId = obj.neighborObjId WHERE nobj.run = obj.run and (abs (obj.psfMag_g - nobj.psfMag_g) < # or abs (obj.psfMag_r - nobj.psfMag_r) < # or abs (obj.psfMag_i - nobj.psfMag_i) < #)"
2019-05-01 03:16:00,1
2019-05-01 13:01:00,1
2019-05-02 17:41:00,1
2019-05-03 01:51:00,1
2019-05-03 23:30:00,1
2019-05-05 05:49:00,1
2019-05-05 12:07:00,1
2019-05-05 21:14:00,1
2019-05-06 07:12:00,1
2019-05-06 08:02:00,1
2019-05-06 09:07:00,1
2019-05-06 14:54:00,1
2019-05-10 17:47:00,1
2019-05-10 18:01:00,1
2019-05-10 18:08:00,1
2019-05-10 22:00:00,1
2019-05-11 05:17:00,1
2019-05-11 06:46:00,1
2019-05-11 07:41:00,1
2019-05-11 12:19:00,1
2019-05-12 06:10:00,1
2019-05-13 02:36:00,1
2019-05-13 22:26:00,1
2019-05-14 07:38:00,1
2019-05-14 14:04:00,1
2019-05-14 16:52:00,1
2019-05-14 19:40:00,1
2019-05-15 22:23:00,1
2019-05-16 17:48:00,1
2019-05-17 03:59:00,1
2019-05-17 04:21:00,1
2019-05-17 04:40:00,1
2019-05-19 10:22:00,1
2019-05-20 17:29:00,1
2019-05-20 18:38:00,1
2019-05-21 02:35:00,1
2019-05-21 02:39:00,1
2019-05-21 03:26:00,1
2019-05-21 10:18:00,1
2019-05-23 02:35:00,1
2019-05-23 06:28:00,1
2019-05-23 12:31:00,1
2019-05-23 16:58:00,1
2019-05-24 06:40:00,1
2019-05-24 17:31:00,1
2019-05-24 19:09:00,1
2019-05-24 19:56:00,1
2019-05-24 20:26:00,1
2019-05-24 23:57:00,1
2019-05-25 02:34:00,1
2019-05-28 20:42:00,1
2019-05-29 03:58:00,1
2019-05-29 12:08:00,1
2019-05-29 20:57:00,1
2019-05-29 23:42:00,1
2019-05-30 02:49:00,1
2019-05-30 07:20:00,1
2019-05-30 16:11:00,1
2019-05-30 21:14:00,1
2019-05-31 01:18:00,1
2019-06-01 18:16:00,1
2019-06-02 10:16:00,1
2019-06-03 21:50:00,1
2019-06-04 08:14:00,1
2019-06-04 23:21:00,1
2019-06-05 17:46:00,1
2019-06-06 07:33:00,1
2019-06-07 03:23:00,1
2019-06-07 14:23:00,1
2019-06-09 05:11:00,1
2019-06-11 00:06:00,1
2019-06-11 01:06:00,1
2019-06-11 02:09:00,1
2019-06-11 15:03:00,1
2019-06-11 16:50:00,1
2019-06-12 15:53:00,1
2019-06-14 05:59:00,1
2019-06-14 22:26:00,1
2019-06-15 06:52:00,1
2019-06-15 11:43:00,1
2019-06-15 15:16:00,1
2019-06-15 22:26:00,1
2019-06-16 16:56:00,1
2019-06-17 10:54:00,1
2019-06-17 12:43:00,1
2019-06-17 17:20:00,1
2019-06-17 20:07:00,1
2019-06-19 01:32:00,1
2019-06-19 12:04:00,1
2019-06-19 12:52:00,1
2019-06-19 13:54:00,1
2019-06-22 05:43:00,1
2019-06-23 03:57:00,1
2019-06-23 03:59:00,1
2019-06-23 15:46:00,1
2019-06-23 15:59:00,1
2019-06-23 17:09:00,1
2019-06-24 12:02:00,1
2019-06-24 12:33:00,1
2019-06-24 14:06:00,1
2019-06-24 23:02:00,1
2019-06-25 05:21:00,1
2019-06-25 09:01:00,1
2019-06-25 16:24:00,1
2019-06-25 23:44:00,1
2019-06-27 01:59:00,1
2019-06-27 08:33:00,1
2019-06-27 11:29:00,1
2019-06-27 20:28:00,1
2019-06-28 03:45:00,1
2019-06-28 06:21:00,1
2019-06-28 12:06:00,1
2019-06-28 12:23:00,1
2019-06-28 14:01:00,1
2019-06-29 14:27:00,1
2019-07-01 08:08:00,1
2019-07-01 09:56:00,1
2019-07-02 14:34:00,1
2019-07-02 18:03:00,1
2019-07-02 23:52:00,1
2019-07-03 09:15:00,1
2019-07-03 10:04:00,1
2019-07-05 13:59:00,1
2019-07-06 08:18:00,1
2019-07-06 23:42:00,1
2019-07-07 10:37:00,1
2019-07-08 04:50:00,1
2019-07-08 13:02:00,1
2019-07-08 17:05:00,1
2019-07-12 02:41:00,1
2019-07-12 10:12:00,1
2019-07-12 20:02:00,1
2019-07-12 21:09:00,1
2019-07-13 04:15:00,1
2019-07-14 00:19:00,1
2019-07-14 01:31:00,1
2019-07-14 07:43:00,1
2019-07-14 07:45:00,1
2019-07-14 12:49:00,1
2019-07-14 17:32:00,1
2019-07-16 05:54:00,1
2019-07-16 09:06:00,1
2019-07-16 13:19:00,1
2019-07-17 08:55:00,1
2019-07-18 09:46:00,1
2019-07-18 23:16:00,1
2019-07-19 22:11:00,1
2019-07-19 23:20:00,1
2019-07-20 03:55:00,1
2019-07-21 02:40:00,1
2019-07-21 18:08:00,1
2019-07-22 07:42:00,1
2019-07-22 13:34:00,1
2019-07-24 12:58:00,1
2019-07-24 16:38:00,1
2019-07-25 20:17:00,1
2019-07-27 02:30:00,1
2019-07-28 07:54:00,1
2019-07-28 19:51:00,1
2019-07-29 08:23:00,1
2019-07-29 13:54:00,1
2019-07-30 02:13:00,1
2019-07-30 11:40:00,1
2019-07-31 18:12:00,1
2019-08-04 07:38:00,1
2019-08-04 20:56:00,1
2019-08-04 21:17:00,1
2019-08-05 03:27:00,1
2019-08-05 14:25:00,1
2019-08-05 20:33:00,1
2019-08-08 15:46:00,1
2019-08-08 18:20:00,1
2019-08-10 01:16:00,1
2019-08-10 23:49:00,1
2019-08-12 14:55:00,1
2019-08-12 16:13:00,1
2019-08-13 14:52:00,1
2019-08-13 18:57:00,1
2019-08-15 05:09:00,1
2019-08-16 11:44:00,1
2019-08-17 16:38:00,1
2019-08-20 23:51:00,1
2019-08-21 11:57:00,1
2019-08-23 14:15:00,1
2019-08-23 14:25:00,1
2019-08-23 19:53:00,1
2019-08-23 22:01:00,1
2019-08-25 22:55:00,1
2019-08-26 22:01:00,1
2019-08-27 22:00:00,1
2019-08-27 23:24:00,1
2019-08-30 04:36:00,1
2019-08-31 13:11:00,1
2019-08-31 15:55:00,1
2019-09-01 04:34:00,1
2019-09-01 07:03:00,1
2019-09-01 07:59:00,1
2019-09-01 14:10:00,1
2019-09-01 17:23:00,1
2019-09-02 09:19:00,1
2019-09-02 13:09:00,1
2019-09-03 15:44:00,1
2019-09-04 06:07:00,1
2019-09-05 23:07:00,1
2019-09-07 04:36:00,1
2019-09-07 16:54:00,1
2019-09-07 17:55:00,1
2019-09-08 06:20:00,1
2019-09-08 09:37:00,1
2019-09-08 15:09:00,1
2019-09-09 02:51:00,1
2019-09-10 07:20:00,1
2019-09-11 12:10:00,1
2019-09-11 21:46:00,1
2019-09-12 05:43:00,1
2019-09-12 06:47:00,1
2019-09-12 07:48:00,1
2019-09-14 10:06:00,1
2019-09-15 12:51:00,1
2019-09-16 12:53:00,1
2019-09-17 02:21:00,1
2019-09-17 10:18:00,1
2019-09-17 14:21:00,1
2019-09-18 10:55:00,1
2019-09-18 13:24:00,1
2019-09-18 13:35:00,1
2019-09-18 18:32:00,1
2019-09-18 21:16:00,1
2019-09-19 00:23:00,1
2019-09-19 08:27:00,1
2019-09-19 14:59:00,1
2019-09-20 00:29:00,1
2019-09-20 01:07:00,1
2019-09-20 03:14:00,1
2019-09-20 08:49:00,1
2019-09-21 12:25:00,1
2019-09-21 23:39:00,1
2019-09-22 15:17:00,1
2019-09-22 22:01:00,1
2019-09-23 04:21:00,1
2019-09-23 05:11:00,1
2019-09-23 05:20:00,1
2019-09-23 18:22:00,1
2019-09-24 10:02:00,1
2019-09-24 16:37:00,1
2019-09-25 01:56:00,1
2019-09-25 06:20:00,1
2019-09-25 17:26:00,1
2019-09-26 04:19:00,1
2019-09-26 05:22:00,1
2019-09-26 18:53:00,1
2019-09-27 14:25:00,1
2019-09-27 20:51:00,1
2019-09-28 14:43:00,1
2019-09-28 21:25:00,1
2019-09-29 03:55:00,1
2019-09-29 04:37:00,1
2019-09-29 21:41:00,1
2019-09-29 22:45:00,1
2019-09-30 07:28:00,1
2019-09-30 10:33:00,1
2019-10-02 06:13:00,1
2019-10-02 08:58:00,1
2019-10-02 16:27:00,1
2019-10-03 14:29:00,1
2019-10-03 18:05:00,1
2019-10-03 20:50:00,1
2019-10-04 10:55:00,1
2019-10-04 16:40:00,1
2019-10-07 06:30:00,1
2019-10-08 01:36:00,1
2019-10-08 02:49:00,1
2019-10-08 19:45:00,1
2019-10-09 10:56:00,1
2019-10-09 16:25:00,1
2019-10-10 05:04:00,1
2019-10-10 08:00:00,1
2019-10-11 02:12:00,1
2019-10-11 16:30:00,1
2019-10-12 02:03:00,1
2019-10-12 03:26:00,1
2019-10-13 01:46:00,1
2019-10-13 03:40:00,1
2019-10-13 12:11:00,1
2019-10-13 12:32:00,1
2019-10-13 20:39:00,1
2019-10-14 00:24:00,1
2019-10-14 02:48:00,1
2019-10-16 23:07:00,1
2019-10-17 03:56:00,1
2019-10-17 07:36:00,1
2019-10-17 12:03:00,1
2019-10-17 16:47:00,1
2019-10-19 09:40:00,1
2019-10-20 16:28:00,1
2019-10-21 02:32:00,1
2019-10-21 07:21:00,1
2019-10-22 01:41:00,1
2019-10-22 04:39:00,1
2019-10-22 11:12:00,1
2019-10-22 19:11:00,1
2019-10-22 20:09:00,1
2019-10-23 00:16:00,1
2019-10-23 20:04:00,1
2019-10-24 01:25:00,1
2019-10-24 11:31:00,1
2019-10-24 12:22:00,1
2019-10-24 12:57:00,1
2019-10-24 13:59:00,1
2019-10-24 14:32:00,1
2019-10-25 15:36:00,1
2019-10-26 04:32:00,1
2019-10-28 01:49:00,1
2019-10-28 12:46:00,2
2019-10-30 10:05:00,1
2019-11-01 07:06:00,1
2019-11-01 23:06:00,1
2019-11-02 02:54:00,1
2019-11-02 07:47:00,1
2019-11-02 10:23:00,1
2019-11-04 12:52:00,1
2019-11-05 03:33:00,1
2019-11-06 09:21:00,1
2019-11-07 06:24:00,1
2019-11-08 17:05:00,1
2019-11-08 20:07:00,1
2019-11-09 08:14:00,1
2019-11-09 15:46:00,1
2019-11-10 04:50:00,1
2019-11-10 11:21:00,1
2019-11-10 13:39:00,1
2019-11-10 16:42:00,1
2019-11-10 16:44:00,1
2019-11-10 16:45:00,1
2019-11-13 04:46:00,1
2019-11-13 15:43:00,1
2019-11-13 19:04:00,1
2019-11-13 20:24:00,1
2019-11-14 04:01:00,1
2019-11-14 09:39:00,1
2019-11-14 11:44:00,1
2019-11-14 18:27:00,1
2019-11-14 19:09:00,1
2019-11-15 01:33:00,1
2019-11-15 01:57:00,1
2019-11-15 20:04:00,1
2019-11-16 03:59:00,1
2019-11-16 04:30:00,1
2019-11-16 11:44:00,1
2019-11-17 08:20:00,1
2019-11-17 16:29:00,1
2019-11-17 17:15:00,1
2019-11-18 01:42:00,1
2019-11-18 13:51:00,1
2019-11-18 20:42:00,1
2019-11-19 04:44:00,1
2019-11-19 13:51:00,1
2019-11-19 17:13:00,1
2019-11-19 18:22:00,1
2019-11-21 08:37:00,1
2019-11-21 15:49:00,1
2019-11-22 07:53:00,1
2019-11-22 13:09:00,1
2019-11-23 05:47:00,1
2019-11-23 14:36:00,1
2019-11-24 13:45:00,1
2019-11-25 05:58:00,1
2019-11-27 02:57:00,1
2019-11-27 05:19:00,1
2019-11-27 08:42:00,1
2019-11-27 12:09:00,1
2019-11-27 14:20:00,1
2019-11-28 19:49:00,1
2019-11-28 23:47:00,1
2019-11-29 14:13:00,1
2019-11-30 00:11:00,1
2019-11-30 23:34:00,1
2019-12-01 00:35:00,1
2019-12-01 05:38:00,1
2019-12-01 13:51:00,1
2019-12-01 18:06:00,1
2019-12-04 07:53:00,1
2019-12-04 08:37:00,1
2019-12-04 20:29:00,1
2019-12-04 23:23:00,1
2019-12-05 00:09:00,1
2019-12-05 00:27:00,1
2019-12-05 01:00:00,1
2019-12-05 01:16:00,1
2019-12-05 08:35:00,1
2019-12-05 10:07:00,1
2019-12-05 11:07:00,1
2019-12-05 13:23:00,1
2019-12-05 20:14:00,1
2019-12-06 08:55:00,1
2019-12-06 10:20:00,4
2019-12-06 11:29:00,1
2019-12-06 12:03:00,1
2019-12-06 19:49:00,1
2019-12-06 20:52:00,1
2019-12-07 13:57:00,1
2019-12-07 14:22:00,1
2019-12-07 20:52:00,1
2019-12-07 21:29:00,1
2019-12-07 22:52:00,1
2019-12-08 08:08:00,1
2019-12-08 17:00:00,1
2019-12-08 17:27:00,1
2019-12-08 21:46:00,1
2019-12-09 02:03:00,1
2019-12-09 06:17:00,1
2019-12-09 10:54:00,1
2019-12-09 17:47:00,1
2019-12-09 20:03:00,1
2019-12-10 04:53:00,1
2019-12-10 13:10:00,1
2019-12-11 10:47:00,1
2019-12-11 23:42:00,1
2019-12-12 00:28:00,1
2019-12-12 03:55:00,1
2019-12-12 05:20:00,1
2019-12-12 13:02:00,1
2019-12-13 09:28:00,1
2019-12-13 10:25:00,1
2019-12-13 11:43:00,1
2019-12-13 12:50:00,1
2019-12-13 19:19:00,1
2019-12-15 03:28:00,1
2019-12-17 05:18:00,1
2019-12-17 09:05:00,1
2019-12-17 20:42:00,1
2019-12-18 09:22:00,1
2019-12-18 10:09:00,1
2019-12-18 11:04:00,1
2019-12-19 19:20:00,1
2019-12-20 09:32:00,1
2019-12-20 17:20:00,1
2019-12-21 05:05:00,1
2019-12-22 10:11:00,1
2019-12-23 08:03:00,1
2019-12-23 10:01:00,1
2019-12-24 01:37:00,1
2019-12-24 01:57:00,1
2019-12-25 01:11:00,1
2019-12-25 02:24:00,1
2019-12-25 04:16:00,1
2019-12-26 03:10:00,1
2019-12-26 13:43:00,1
2019-12-26 15:20:00,1
2019-12-26 16:21:00,1
2019-12-27 05:21:00,1
2019-12-27 11:49:00,1
2019-12-27 17:37:00,1
2019-12-27 19:24:00,1
2019-12-29 18:53:00,1
2019-12-30 05:29:00,1
2019-12-30 06:14:00,1
2019-12-30 17:25:00,1
2019-12-30 18:55:00,1
2019-12-31 12:18:00,1
