1351,"SELECT (htmID / power (#, #) ) as htm_# , avg (ra) as ra, avg (dec) as [dec], count (*) as pop FROM Galaxy WHERE (#*u - #*g - #*i) < # and r < # group by (htmID /power (#, #) )"
2019-01-24 12:41:00,1
2019-01-25 08:04:00,1
2019-01-25 11:25:00,1
2019-01-25 11:27:00,1
2019-01-25 13:39:00,1
2019-01-25 13:41:00,1
2019-01-25 13:44:00,1
2019-01-25 14:15:00,1
2019-01-25 15:52:00,1
2019-01-26 10:35:00,1
2019-01-26 20:12:00,1
2019-01-26 20:21:00,1
2019-01-27 09:46:00,1
2019-01-27 21:40:00,1
2019-01-28 14:00:00,1
2019-01-28 14:32:00,1
2019-01-28 23:39:00,1
2019-01-29 00:43:00,1
2019-01-29 07:10:00,1
2019-01-30 09:27:00,1
2019-01-30 15:47:00,1
2019-01-30 15:48:00,4
2019-01-30 15:49:00,3
2019-01-30 15:50:00,4
2019-01-30 15:51:00,3
2019-01-30 15:52:00,4
2019-01-30 15:53:00,2
2019-01-30 21:12:00,1
2019-01-30 23:10:00,1
2019-01-31 01:31:00,1
2019-01-31 03:48:00,1
2019-01-31 04:32:00,1
2019-01-31 08:37:00,1
2019-01-31 13:15:00,1
2019-01-31 20:00:00,2
2019-01-31 20:01:00,1
2019-01-31 22:54:00,1
2019-02-01 05:02:00,1
2019-02-01 07:29:00,1
2019-02-01 21:17:00,1
2019-02-02 07:46:00,1
2019-02-02 14:38:00,1
2019-02-03 23:50:00,1
2019-02-04 00:36:00,1
2019-02-04 13:36:00,1
2019-02-04 14:09:00,1
2019-02-05 07:00:00,1
2019-02-06 06:30:00,1
2019-02-06 15:15:00,1
2019-02-06 20:51:00,1
2019-02-07 05:13:00,1
2019-02-07 12:25:00,1
2019-02-08 01:30:00,1
2019-02-08 04:25:00,1
2019-02-08 05:55:00,1
2019-02-08 17:00:00,1
2019-02-08 18:07:00,1
2019-02-08 22:11:00,1
2019-02-09 17:29:00,1
2019-02-09 18:50:00,1
2019-02-10 05:45:00,1
2019-02-10 09:40:00,1
2019-02-10 18:46:00,1
2019-02-11 02:43:00,1
2019-02-11 05:16:00,1
2019-02-11 11:10:00,1
2019-02-11 21:34:00,1
2019-02-11 22:16:00,1
2019-02-11 22:36:00,1
2019-02-12 15:18:00,1
2019-02-12 18:49:00,1
2019-02-12 19:04:00,1
2019-02-13 03:32:00,1
2019-02-13 12:27:00,1
2019-02-14 10:54:00,1
2019-02-14 12:07:00,1
2019-02-14 12:17:00,1
2019-02-14 12:49:00,1
2019-02-15 17:00:00,1
2019-02-16 03:36:00,1
2019-02-16 07:16:00,1
2019-02-17 04:00:00,1
2019-02-17 10:49:00,1
2019-02-17 14:43:00,1
2019-02-17 17:09:00,1
2019-02-17 22:27:00,1
2019-02-17 22:57:00,1
2019-02-18 03:27:00,1
2019-02-18 10:17:00,1
2019-02-18 22:26:00,1
2019-02-18 23:23:00,1
2019-02-19 08:07:00,1
2019-02-19 18:41:00,1
2019-02-19 18:42:00,1
2019-02-19 18:43:00,1
2019-02-20 04:04:00,1
2019-02-21 07:39:00,1
2019-02-21 13:06:00,1
2019-02-22 06:57:00,1
2019-02-22 10:21:00,1
2019-02-22 11:15:00,1
2019-02-22 19:46:00,1
2019-02-23 18:49:00,1
2019-02-24 11:49:00,1
2019-02-25 03:23:00,1
2019-02-25 10:00:00,1
2019-02-25 10:02:00,1
2019-02-25 11:37:00,1
2019-02-25 18:07:00,1
2019-02-26 01:27:00,1
2019-02-26 06:17:00,1
2019-02-27 06:18:00,1
2019-02-27 15:17:00,1
2019-02-27 19:45:00,1
2019-02-27 22:19:00,1
2019-02-28 01:48:00,1
2019-02-28 03:26:00,1
2019-02-28 06:39:00,1
2019-02-28 08:01:00,1
2019-02-28 15:10:00,1
2019-02-28 18:07:00,1
2019-02-28 18:08:00,2
2019-03-01 01:29:00,1
2019-03-01 01:54:00,1
2019-03-01 02:24:00,1
2019-03-01 03:41:00,1
2019-03-01 08:50:00,1
2019-03-01 10:07:00,1
2019-03-01 12:53:00,1
2019-03-01 18:34:00,1
2019-03-01 21:15:00,1
2019-03-01 22:26:00,1
2019-03-01 23:31:00,1
2019-03-02 00:54:00,1
2019-03-02 02:03:00,1
2019-03-02 06:32:00,1
2019-03-02 22:33:00,1
2019-03-03 02:21:00,1
2019-03-04 22:01:00,1
2019-03-04 23:01:00,1
2019-03-05 06:33:00,1
2019-03-05 06:37:00,1
2019-03-05 07:22:00,1
2019-03-05 08:49:00,1
2019-03-05 12:48:00,1
2019-03-06 14:03:00,1
2019-03-06 15:39:00,1
2019-03-06 21:36:00,1
2019-03-06 21:38:00,1
2019-03-06 21:41:00,1
2019-03-06 21:46:00,1
2019-03-07 07:31:00,1
2019-03-07 07:48:00,1
2019-03-07 11:07:00,1
2019-03-07 11:58:00,1
2019-03-07 12:00:00,1
2019-03-07 12:02:00,1
2019-03-07 12:03:00,2
2019-03-07 14:20:00,1
2019-03-07 14:21:00,1
2019-03-08 09:34:00,1
2019-03-08 11:20:00,1
2019-03-08 14:33:00,1
2019-03-08 20:43:00,1
2019-03-08 22:34:00,1
2019-03-09 02:03:00,1
2019-03-10 01:51:00,1
2019-03-10 14:16:00,1
2019-03-10 17:29:00,1
2019-03-10 18:10:00,1
2019-03-11 02:16:00,1
2019-03-11 07:56:00,1
2019-03-11 16:47:00,1
2019-03-12 18:52:00,1
2019-03-12 22:47:00,1
2019-03-13 03:01:00,1
2019-03-13 10:35:00,1
2019-03-14 07:09:00,1
2019-03-14 10:11:00,1
2019-03-14 10:25:00,1
2019-03-14 17:47:00,1
2019-03-15 01:30:00,1
2019-03-15 03:23:00,1
2019-03-15 03:55:00,1
2019-03-15 04:15:00,1
2019-03-15 04:18:00,1
2019-03-15 15:22:00,1
2019-03-15 15:41:00,1
2019-03-15 17:51:00,1
2019-03-16 05:15:00,1
2019-03-17 08:14:00,1
2019-03-17 18:03:00,1
2019-03-17 22:04:00,1
2019-03-18 13:39:00,1
2019-03-19 02:36:00,1
2019-03-19 13:56:00,4
2019-03-19 13:57:00,4
2019-03-19 13:58:00,3
2019-03-19 13:59:00,4
2019-03-19 14:00:00,3
2019-03-19 14:01:00,3
2019-03-19 17:42:00,1
2019-03-19 23:32:00,1
2019-03-20 06:54:00,1
2019-03-20 13:11:00,1
2019-03-21 00:49:00,1
2019-03-21 10:54:00,1
2019-03-21 16:52:00,1
2019-03-21 18:13:00,1
2019-03-21 20:27:00,1
2019-03-21 20:34:00,1
2019-03-22 12:28:00,1
2019-03-22 16:58:00,1
2019-03-22 17:38:00,1
2019-03-23 04:40:00,1
2019-03-23 08:33:00,2
2019-03-24 03:23:00,1
2019-03-24 07:08:00,1
2019-03-25 01:30:00,1
2019-03-25 05:12:00,1
2019-03-25 05:19:00,1
2019-03-25 09:31:00,1
2019-03-25 20:07:00,1
2019-03-25 20:08:00,1
2019-03-26 09:04:00,1
2019-03-26 10:05:00,1
2019-03-26 19:51:00,1
2019-03-26 20:23:00,1
2019-03-27 19:15:00,1
2019-03-27 21:01:00,1
2019-03-28 05:31:00,1
2019-03-28 16:11:00,1
2019-03-28 17:11:00,1
2019-03-28 17:56:00,1
2019-03-28 19:51:00,1
2019-03-28 22:18:00,1
2019-03-28 23:54:00,1
2019-03-29 21:57:00,1
2019-03-30 00:02:00,1
2019-03-30 03:35:00,1
2019-03-30 09:08:00,1
2019-03-30 11:27:00,1
2019-03-30 15:45:00,1
2019-03-30 23:06:00,1
2019-03-31 12:55:00,1
2019-04-01 06:20:00,1
2019-04-01 11:39:00,1
2019-04-01 18:20:00,1
2019-04-01 19:26:00,1
2019-04-01 20:31:00,1
2019-04-01 22:14:00,1
2019-04-02 10:07:00,1
2019-04-03 04:05:00,1
2019-04-03 05:01:00,1
2019-04-04 12:53:00,1
2019-04-05 06:31:00,1
2019-04-05 08:21:00,1
2019-04-05 09:36:00,1
2019-04-05 11:25:00,1
2019-04-05 19:08:00,1
2019-04-06 05:44:00,1
2019-04-06 10:21:00,1
2019-04-07 00:17:00,1
2019-04-07 06:33:00,1
2019-04-07 06:56:00,1
2019-04-07 13:35:00,1
2019-04-07 14:42:00,1
2019-04-07 15:28:00,1
2019-04-07 15:30:00,1
2019-04-07 15:33:00,1
2019-04-07 15:38:00,1
2019-04-07 15:47:00,1
2019-04-08 14:38:00,1
2019-04-08 15:29:00,1
2019-04-08 15:40:00,1
2019-04-08 18:43:00,1
2019-04-08 20:11:00,1
2019-04-09 12:22:00,1
2019-04-09 21:11:00,1
2019-04-09 21:17:00,1
2019-04-09 21:19:00,1
2019-04-10 00:34:00,1
2019-04-10 10:55:00,1
2019-04-10 14:52:00,2
2019-04-10 14:53:00,2
2019-04-10 14:54:00,1
2019-04-10 21:09:00,1
2019-04-11 04:02:00,1
2019-04-11 12:28:00,1
2019-04-11 22:48:00,1
2019-04-13 08:55:00,1
2019-04-13 10:26:00,1
2019-04-13 14:00:00,1
2019-04-13 15:02:00,1
2019-04-14 07:15:00,1
2019-04-14 09:38:00,1
2019-04-14 11:58:00,1
2019-04-14 17:42:00,1
2019-04-14 22:17:00,1
2019-04-15 12:26:00,1
2019-04-15 22:06:00,1
2019-04-15 22:14:00,1
2019-04-16 07:06:00,1
2019-04-16 18:39:00,1
2019-04-17 02:41:00,1
2019-04-17 12:12:00,1
2019-04-17 22:50:00,1
2019-04-17 22:51:00,1
2019-04-18 05:29:00,1
2019-04-18 09:01:00,1
2019-04-18 09:14:00,1
2019-04-18 11:19:00,1
2019-04-18 14:10:00,1
2019-04-18 21:22:00,1
2019-04-18 21:52:00,1
2019-04-19 00:44:00,1
2019-04-19 01:34:00,1
2019-04-19 01:42:00,1
2019-04-19 09:54:00,1
2019-04-19 19:04:00,1
2019-04-20 16:16:00,1
2019-04-20 20:40:00,1
2019-04-21 09:10:00,1
2019-04-21 10:27:00,1
2019-04-21 10:30:00,1
2019-04-21 10:31:00,1
2019-04-21 12:21:00,1
2019-04-21 16:57:00,1
2019-04-21 17:01:00,1
2019-04-21 18:10:00,1
2019-04-22 09:21:00,1
2019-04-22 13:54:00,1
2019-04-22 22:33:00,1
2019-04-23 10:10:00,1
2019-04-23 17:07:00,1
2019-04-23 23:46:00,1
2019-04-25 10:06:00,1
2019-04-25 14:01:00,1
2019-04-26 07:30:00,1
2019-04-27 06:52:00,1
2019-04-27 21:01:00,1
2019-04-28 01:20:00,1
2019-04-28 02:53:00,1
2019-04-28 06:00:00,1
2019-04-28 09:20:00,1
2019-04-28 13:33:00,1
2019-04-29 03:40:00,1
2019-04-29 18:19:00,1
2019-04-30 02:43:00,1
2019-04-30 08:11:00,1
2019-04-30 09:58:00,1
2019-05-01 04:03:00,2
2019-05-01 04:04:00,1
2019-05-01 14:40:00,1
2019-05-02 10:50:00,1
2019-05-02 17:52:00,1
2019-05-03 04:38:00,1
2019-05-03 14:44:00,1
2019-05-03 17:24:00,1
2019-05-03 20:46:00,1
2019-05-03 23:31:00,1
2019-05-03 23:33:00,1
2019-05-03 23:37:00,1
2019-05-03 23:42:00,1
2019-05-03 23:51:00,1
2019-05-04 00:08:00,1
2019-05-04 01:20:00,1
2019-05-04 11:56:00,1
2019-05-04 11:59:00,1
2019-05-04 15:49:00,1
2019-05-05 06:36:00,1
2019-05-05 14:03:00,1
2019-05-06 07:13:00,1
2019-05-06 08:05:00,1
2019-05-06 09:08:00,1
2019-05-06 14:58:00,1
2019-05-07 17:48:00,1
2019-05-08 16:12:00,1
2019-05-09 04:52:00,1
2019-05-10 16:21:00,1
2019-05-11 05:18:00,1
2019-05-11 06:58:00,1
2019-05-11 10:25:00,1
2019-05-11 17:43:00,1
2019-05-12 07:02:00,1
2019-05-12 20:12:00,1
2019-05-13 02:23:00,1
2019-05-13 02:42:00,1
2019-05-13 08:39:00,1
2019-05-13 22:33:00,1
2019-05-14 00:17:00,1
2019-05-14 07:39:00,1
2019-05-14 16:23:00,1
2019-05-14 19:41:00,1
2019-05-15 22:25:00,1
2019-05-15 23:53:00,1
2019-05-16 00:39:00,1
2019-05-16 15:44:00,1
2019-05-17 02:02:00,1
2019-05-17 04:03:00,1
2019-05-17 04:22:00,1
2019-05-17 04:41:00,1
2019-05-17 05:07:00,1
2019-05-17 05:10:00,1
2019-05-18 20:30:00,1
2019-05-18 21:19:00,1
2019-05-19 10:24:00,1
2019-05-19 21:31:00,1
2019-05-20 14:33:00,1
2019-05-20 17:30:00,1
2019-05-20 18:41:00,1
2019-05-21 02:42:00,1
2019-05-21 02:44:00,1
2019-05-21 03:29:00,1
2019-05-21 10:19:00,1
2019-05-22 07:48:00,1
2019-05-22 23:06:00,1
2019-05-22 23:28:00,1
2019-05-23 04:26:00,1
2019-05-23 06:31:00,1
2019-05-23 09:57:00,1
2019-05-23 11:26:00,1
2019-05-23 12:32:00,1
2019-05-23 13:27:00,1
2019-05-23 16:59:00,1
2019-05-24 02:10:00,1
2019-05-24 08:52:00,1
2019-05-24 13:27:00,1
2019-05-24 17:32:00,1
2019-05-24 19:12:00,1
2019-05-24 20:02:00,1
2019-05-24 20:28:00,1
2019-05-24 23:58:00,1
2019-05-25 02:36:00,1
2019-05-27 12:13:00,1
2019-05-28 09:56:00,1
2019-05-28 20:43:00,1
2019-05-29 04:01:00,1
2019-05-29 12:10:00,1
2019-05-29 18:36:00,3
2019-05-30 01:00:00,1
2019-05-30 02:50:00,1
2019-05-30 07:29:00,1
2019-05-30 16:12:00,1
2019-05-30 21:17:00,1
2019-05-31 01:22:00,1
2019-05-31 02:39:00,1
2019-05-31 02:40:00,1
2019-06-01 06:06:00,1
2019-06-01 14:04:00,1
2019-06-02 20:38:00,1
2019-06-03 07:11:00,1
2019-06-03 16:32:00,1
2019-06-04 03:02:00,1
2019-06-04 08:20:00,1
2019-06-04 17:49:00,1
2019-06-05 02:06:00,1
2019-06-05 03:54:00,1
2019-06-05 17:49:00,1
2019-06-06 07:34:00,1
2019-06-06 16:32:00,1
2019-06-07 02:14:00,1
2019-06-07 04:07:00,1
2019-06-07 04:09:00,1
2019-06-07 04:56:00,1
2019-06-07 14:24:00,1
2019-06-07 15:09:00,2
2019-06-07 15:10:00,4
2019-06-07 15:11:00,3
2019-06-07 15:14:00,1
2019-06-07 15:16:00,1
2019-06-08 09:11:00,1
2019-06-08 14:42:00,1
2019-06-08 15:38:00,1
2019-06-09 08:56:00,1
2019-06-09 12:36:00,1
2019-06-09 15:14:00,1
2019-06-09 21:10:00,1
2019-06-09 21:29:00,1
2019-06-09 23:08:00,1
2019-06-10 07:49:00,1
2019-06-10 12:57:00,1
2019-06-10 13:00:00,1
2019-06-10 17:14:00,1
2019-06-10 18:55:00,1
2019-06-10 20:59:00,1
2019-06-10 21:18:00,1
2019-06-11 00:09:00,1
2019-06-11 01:10:00,1
2019-06-11 01:12:00,1
2019-06-11 02:10:00,1
2019-06-11 15:06:00,1
2019-06-11 16:59:00,1
2019-06-12 03:46:00,1
2019-06-12 16:01:00,1
2019-06-13 01:31:00,1
2019-06-14 01:26:00,2
2019-06-14 01:27:00,1
2019-06-14 06:03:00,1
2019-06-14 22:27:00,1
2019-06-14 22:29:00,1
2019-06-14 22:32:00,1
2019-06-14 22:37:00,1
2019-06-14 22:46:00,1
2019-06-14 23:03:00,1
2019-06-15 09:18:00,1
2019-06-15 11:44:00,1
2019-06-15 15:17:00,1
2019-06-16 02:58:00,1
2019-06-16 04:25:00,1
2019-06-16 15:00:00,1
2019-06-16 16:59:00,1
2019-06-17 05:27:00,1
2019-06-17 09:01:00,1
2019-06-17 09:48:00,1
2019-06-17 10:50:00,1
2019-06-17 11:42:00,1
2019-06-17 21:42:00,1
2019-06-18 11:10:00,1
2019-06-18 11:39:00,1
2019-06-18 13:04:00,1
2019-06-18 16:06:00,1
2019-06-18 16:25:00,1
2019-06-18 20:28:00,1
2019-06-18 21:47:00,1
2019-06-19 04:41:00,1
2019-06-19 08:35:00,1
2019-06-19 12:09:00,1
2019-06-19 13:52:00,1
2019-06-19 17:16:00,1
2019-06-20 00:07:00,1
2019-06-20 02:41:00,1
2019-06-20 03:44:00,1
2019-06-20 03:46:00,1
2019-06-20 09:45:00,1
2019-06-21 00:46:00,1
2019-06-21 06:19:00,1
2019-06-21 06:38:00,1
2019-06-23 04:04:00,1
2019-06-23 04:06:00,1
2019-06-23 04:09:00,1
2019-06-23 04:14:00,1
2019-06-23 04:23:00,1
2019-06-23 16:00:00,1
2019-06-23 17:12:00,1
2019-06-23 19:06:00,1
2019-06-23 20:24:00,1
2019-06-23 23:20:00,3
2019-06-23 23:21:00,1
2019-06-23 23:54:00,1
2019-06-24 12:02:00,1
2019-06-24 16:53:00,1
2019-06-24 17:54:00,1
2019-06-24 19:30:00,1
2019-06-24 20:07:00,1
2019-06-24 21:14:00,1
2019-06-24 22:28:00,1
2019-06-25 02:53:00,1
2019-06-25 09:03:00,1
2019-06-25 11:37:00,1
2019-06-25 12:24:00,1
2019-06-25 19:29:00,1
2019-06-26 00:01:00,1
2019-06-26 07:35:00,1
2019-06-27 02:01:00,1
2019-06-27 08:34:00,1
2019-06-27 20:28:00,1
2019-06-27 20:29:00,1
2019-06-28 03:46:00,1
2019-06-28 06:23:00,1
2019-06-28 12:11:00,1
2019-06-28 12:25:00,1
2019-06-28 13:00:00,1
2019-06-29 02:45:00,1
2019-06-29 04:35:00,1
2019-06-29 05:32:00,1
2019-06-29 14:28:00,1
2019-06-29 23:28:00,1
2019-06-30 10:28:00,1
2019-07-01 00:37:00,1
2019-07-01 00:39:00,1
2019-07-01 08:09:00,1
2019-07-01 09:57:00,1
2019-07-01 09:59:00,1
2019-07-01 10:03:00,1
2019-07-01 10:08:00,1
2019-07-01 10:17:00,1
2019-07-01 12:55:00,1
2019-07-01 21:23:00,1
2019-07-02 01:24:00,1
2019-07-02 08:40:00,1
2019-07-02 08:41:00,1
2019-07-02 14:35:00,1
2019-07-02 14:37:00,1
2019-07-02 14:41:00,1
2019-07-02 14:46:00,1
2019-07-02 14:55:00,1
2019-07-02 15:12:00,2
2019-07-02 18:05:00,1
2019-07-02 19:38:00,1
2019-07-02 19:58:00,1
2019-07-03 09:18:00,1
2019-07-03 14:17:00,1
2019-07-03 15:04:00,1
2019-07-03 17:19:00,1
2019-07-04 06:24:00,1
2019-07-05 21:04:00,1
2019-07-05 21:33:00,1
2019-07-05 22:00:00,1
2019-07-05 22:31:00,1
2019-07-06 01:17:00,1
2019-07-06 05:59:00,1
2019-07-06 09:39:00,1
2019-07-06 23:46:00,1
2019-07-07 01:09:00,1
2019-07-07 10:41:00,1
2019-07-08 04:53:00,1
2019-07-08 13:03:00,1
2019-07-08 17:06:00,1
2019-07-11 12:39:00,1
2019-07-11 23:19:00,1
2019-07-12 02:44:00,1
2019-07-12 10:13:00,1
2019-07-12 13:58:00,1
2019-07-12 19:07:00,1
2019-07-12 21:10:00,1
2019-07-13 00:30:00,1
2019-07-13 04:18:00,1
2019-07-13 18:16:00,1
2019-07-13 19:11:00,1
2019-07-14 01:32:00,1
2019-07-14 07:48:00,1
2019-07-14 08:30:00,1
2019-07-14 11:25:00,1
2019-07-14 17:36:00,1
2019-07-14 20:37:00,1
2019-07-14 20:38:00,1
2019-07-14 20:41:00,1
2019-07-14 22:02:00,1
2019-07-15 04:34:00,1
2019-07-15 16:09:00,1
2019-07-17 03:41:00,1
2019-07-17 23:49:00,1
2019-07-18 09:49:00,1
2019-07-18 16:04:00,1
2019-07-18 23:17:00,1
2019-07-18 23:19:00,1
2019-07-18 23:22:00,1
2019-07-18 23:27:00,1
2019-07-18 23:36:00,1
2019-07-18 23:53:00,1
2019-07-19 03:36:00,1
2019-07-19 06:29:00,1
2019-07-19 22:18:00,1
2019-07-19 23:24:00,1
2019-07-19 23:27:00,1
2019-07-19 23:30:00,1
2019-07-19 23:35:00,1
2019-07-19 23:44:00,1
2019-07-20 00:01:00,1
2019-07-20 00:16:00,1
2019-07-20 03:56:00,1
2019-07-20 04:24:00,1
2019-07-20 05:24:00,1
2019-07-20 13:45:00,1
2019-07-20 14:07:00,1
2019-07-20 15:10:00,1
2019-07-21 06:49:00,1
2019-07-21 12:43:00,1
2019-07-21 18:12:00,1
2019-07-22 01:16:00,1
2019-07-22 01:18:00,1
2019-07-22 01:19:00,1
2019-07-22 05:22:00,1
2019-07-22 12:00:00,1
2019-07-23 01:42:00,1
2019-07-23 08:42:00,1
2019-07-23 15:10:00,1
2019-07-24 02:04:00,1
2019-07-24 08:02:00,1
2019-07-25 23:00:00,1
2019-07-27 19:26:00,1
2019-07-27 22:00:00,1
2019-07-27 23:57:00,1
2019-07-28 04:07:00,1
2019-07-28 07:19:00,1
2019-07-28 07:57:00,1
2019-07-28 18:07:00,1
2019-07-28 19:52:00,1
2019-07-29 02:00:00,1
2019-07-29 04:23:00,1
2019-07-29 11:25:00,1
2019-07-29 23:07:00,1
2019-07-30 02:14:00,1
2019-07-31 20:45:00,1
2019-08-01 00:00:00,1
2019-08-01 01:45:00,1
2019-08-01 03:01:00,1
2019-08-01 05:58:00,1
2019-08-01 12:41:00,1
2019-08-01 12:47:00,1
2019-08-04 07:40:00,1
2019-08-04 07:41:00,1
2019-08-04 12:44:00,1
2019-08-04 14:08:00,1
2019-08-04 14:09:00,1
2019-08-04 20:59:00,1
2019-08-04 21:20:00,1
2019-08-05 03:28:00,1
2019-08-05 06:56:00,1
2019-08-05 14:26:00,1
2019-08-05 20:34:00,1
2019-08-05 22:33:00,1
2019-08-06 02:35:00,1
2019-08-06 21:17:00,1
2019-08-07 09:31:00,1
2019-08-07 09:38:00,1
2019-08-07 17:49:00,1
2019-08-08 03:21:00,1
2019-08-08 18:32:00,1
2019-08-09 14:52:00,1
2019-08-09 17:48:00,1
2019-08-10 07:22:00,1
2019-08-10 23:47:00,1
2019-08-10 23:50:00,1
2019-08-11 21:06:00,1
2019-08-12 14:58:00,1
2019-08-12 16:15:00,1
2019-08-13 14:59:00,1
2019-08-13 22:50:00,1
2019-08-13 23:19:00,1
2019-08-14 03:11:00,1
2019-08-14 22:42:00,1
2019-08-15 03:41:00,1
2019-08-16 07:01:00,1
2019-08-16 12:48:00,1
2019-08-16 15:08:00,1
2019-08-16 23:19:00,1
2019-08-17 04:27:00,1
2019-08-17 07:18:00,1
2019-08-17 08:47:00,1
2019-08-17 09:09:00,1
2019-08-17 11:58:00,1
2019-08-17 15:37:00,1
2019-08-18 11:45:00,1
2019-08-18 11:47:00,1
2019-08-20 22:59:00,1
2019-08-21 04:36:00,1
2019-08-21 13:43:00,1
2019-08-22 04:36:00,1
2019-08-22 06:40:00,1
2019-08-22 07:33:00,1
2019-08-22 20:47:00,1
2019-08-23 01:37:00,1
2019-08-23 02:17:00,1
2019-08-23 07:52:00,1
2019-08-23 14:26:00,1
2019-08-23 18:43:00,1
2019-08-24 04:38:00,1
2019-08-26 02:01:00,1
2019-08-27 10:03:00,2
2019-08-27 14:45:00,1
2019-08-27 22:03:00,1
2019-08-27 23:26:00,1
2019-08-30 04:36:00,1
2019-08-30 11:07:00,1
2019-08-30 13:09:00,1
2019-08-30 14:37:00,1
2019-08-30 14:38:00,1
2019-08-31 01:15:00,1
2019-08-31 05:44:00,1
2019-08-31 06:05:00,1
2019-08-31 13:15:00,1
2019-08-31 14:21:00,1
2019-08-31 15:59:00,1
2019-09-01 04:35:00,1
2019-09-01 07:05:00,1
2019-09-01 08:00:00,1
2019-09-01 13:12:00,1
2019-09-01 14:11:00,1
2019-09-02 09:23:00,1
2019-09-02 13:11:00,1
2019-09-03 13:08:00,1
2019-09-03 15:51:00,1
2019-09-05 09:32:00,1
2019-09-05 22:27:00,1
2019-09-05 22:38:00,1
2019-09-05 23:08:00,1
2019-09-06 21:50:00,1
2019-09-07 10:26:00,1
2019-09-07 16:56:00,1
2019-09-07 17:56:00,1
2019-09-08 06:26:00,1
2019-09-08 09:40:00,1
2019-09-08 15:12:00,1
2019-09-09 10:16:00,1
2019-09-10 07:20:00,1
2019-09-10 16:15:00,1
2019-09-11 12:16:00,1
2019-09-11 21:47:00,1
2019-09-11 21:49:00,1
2019-09-11 21:52:00,1
2019-09-11 21:57:00,1
2019-09-11 22:23:00,1
2019-09-12 06:48:00,1
2019-09-12 08:26:00,1
2019-09-13 00:26:00,1
2019-09-13 05:00:00,1
2019-09-13 08:53:00,1
2019-09-13 22:13:00,1
2019-09-14 12:14:00,1
2019-09-14 17:52:00,1
2019-09-14 23:53:00,1
2019-09-15 05:53:00,1
2019-09-15 06:54:00,1
2019-09-15 08:01:00,1
2019-09-16 12:55:00,1
2019-09-17 02:23:00,1
2019-09-17 10:19:00,1
2019-09-17 14:27:00,1
2019-09-17 22:45:00,1
2019-09-18 10:56:00,1
2019-09-18 10:58:00,1
2019-09-18 11:01:00,1
2019-09-18 11:06:00,1
2019-09-18 11:15:00,1
2019-09-18 11:32:00,1
2019-09-18 13:27:00,1
2019-09-18 13:37:00,1
2019-09-18 18:35:00,1
2019-09-18 21:22:00,1
2019-09-19 00:26:00,1
2019-09-19 08:28:00,1
2019-09-19 15:05:00,1
2019-09-20 00:30:00,1
2019-09-20 01:12:00,1
2019-09-20 03:28:00,1
2019-09-20 08:50:00,1
2019-09-20 14:07:00,1
2019-09-20 23:57:00,1
2019-09-21 12:26:00,1
2019-09-22 06:08:00,1
2019-09-23 04:22:00,1
2019-09-23 05:14:00,1
2019-09-23 18:27:00,1
2019-09-25 06:21:00,1
2019-09-25 07:17:00,1
2019-09-26 04:22:00,1
2019-09-26 05:23:00,1
2019-09-26 18:54:00,1
