75514,select objid from photoobjall where photoobjall.dec between # and # and photoobjall.ra between # and #
2019-03-14 13:23:00,38
2019-03-14 13:24:00,26
2019-03-14 13:25:00,21
2019-03-14 13:26:00,36
2019-03-14 13:27:00,17
2019-03-14 13:28:00,19
2019-03-14 13:29:00,19
2019-03-14 13:30:00,57
2019-03-14 13:31:00,24
2019-03-14 13:32:00,39
2019-03-14 13:33:00,21
2019-03-14 13:34:00,14
2019-03-14 13:40:00,46
2019-03-14 13:41:00,3
2019-03-14 13:42:00,14
2019-03-14 13:48:00,45
2019-03-14 13:49:00,24
2019-03-14 13:50:00,39
