1040,"SELECT TOP # G.objID, GN.distance FROM Galaxy as G JOIN dbo.fGetNearbyObjEq (#., #, #) AS GN ON G.objID = GN.objID ORDER BY distance"
2019-02-17 09:37:00,1
2019-02-18 00:07:00,1
2019-02-18 03:04:00,1
2019-02-18 23:15:00,1
2019-02-19 05:47:00,1
2019-02-19 13:28:00,1
2019-02-19 20:52:00,1
2019-02-20 01:00:00,1
2019-02-21 06:41:00,1
2019-02-21 12:54:00,1
2019-02-23 01:32:00,1
2019-02-23 03:09:00,1
2019-02-23 08:28:00,1
2019-02-23 13:19:00,1
2019-02-24 11:50:00,1
2019-02-25 17:56:00,1
2019-02-26 01:18:00,1
2019-02-27 19:47:00,1
2019-02-27 22:22:00,1
2019-02-28 01:39:00,1
2019-02-28 03:29:00,1
2019-02-28 07:54:00,1
2019-02-28 10:54:00,1
2019-02-28 12:44:00,1
2019-02-28 17:40:00,1
2019-02-28 22:17:00,1
2019-02-28 22:55:00,1
2019-03-01 00:46:00,1
2019-03-01 01:07:00,1
2019-03-01 01:38:00,1
2019-03-01 03:03:00,1
2019-03-01 10:05:00,1
2019-03-01 12:55:00,1
2019-03-01 16:26:00,1
2019-03-01 18:09:00,1
2019-03-01 21:11:00,2
2019-03-01 21:12:00,1
2019-03-01 22:29:00,1
2019-03-02 00:10:00,1
2019-03-02 02:05:00,1
2019-03-02 12:10:00,1
2019-03-02 22:35:00,1
2019-03-03 02:16:00,1
2019-03-03 07:36:00,1
2019-03-04 01:37:00,1
2019-03-04 12:22:00,1
2019-03-04 22:44:00,1
2019-03-05 07:26:00,1
2019-03-05 08:52:00,1
2019-03-05 14:07:00,1
2019-03-05 23:41:00,1
2019-03-06 13:09:00,1
2019-03-06 13:44:00,1
2019-03-06 18:47:00,1
2019-03-06 20:48:00,1
2019-03-07 04:05:00,1
2019-03-07 04:14:00,1
2019-03-07 10:52:00,1
2019-03-07 11:56:00,1
2019-03-08 11:07:00,1
2019-03-08 14:25:00,1
2019-03-08 20:27:00,1
2019-03-08 22:23:00,1
2019-03-09 01:55:00,1
2019-03-09 09:04:00,1
2019-03-09 14:55:00,1
2019-03-10 01:02:00,1
2019-03-10 01:43:00,1
2019-03-10 05:04:00,1
2019-03-10 18:10:00,1
2019-03-11 01:20:00,1
2019-03-11 02:05:00,1
2019-03-11 07:49:00,1
2019-03-11 16:41:00,1
2019-03-12 04:15:00,1
2019-03-13 02:45:00,1
2019-03-13 04:59:00,1
2019-03-13 05:06:00,1
2019-03-13 10:29:00,1
2019-03-13 13:29:00,1
2019-03-13 20:42:00,1
2019-03-14 01:01:00,1
2019-03-14 04:00:00,1
2019-03-14 08:06:00,1
2019-03-14 10:13:00,1
2019-03-14 10:21:00,1
2019-03-14 22:51:00,1
2019-03-14 22:56:00,1
2019-03-15 01:28:00,1
2019-03-15 02:44:00,1
2019-03-15 03:27:00,1
2019-03-15 17:21:00,1
2019-03-16 11:57:00,1
2019-03-16 15:29:00,1
2019-03-17 17:31:00,1
2019-03-17 21:49:00,1
2019-03-17 23:39:00,1
2019-03-18 15:10:00,1
2019-03-19 00:39:00,1
2019-03-19 13:40:00,2
2019-03-19 17:28:00,1
2019-03-20 00:18:00,1
2019-03-20 12:58:00,1
2019-03-20 23:03:00,1
2019-03-21 11:36:00,1
2019-03-21 16:38:00,1
2019-03-22 15:41:00,1
2019-03-23 03:58:00,1
2019-03-23 07:55:00,1
2019-03-23 19:41:00,1
2019-03-24 18:37:00,1
2019-03-25 01:22:00,1
2019-03-25 04:52:00,1
2019-03-25 05:02:00,1
2019-03-25 09:27:00,1
2019-03-25 23:00:00,1
2019-03-26 06:55:00,1
2019-03-26 08:50:00,1
2019-03-26 09:50:00,1
2019-03-26 20:25:00,1
2019-03-26 20:55:00,1
2019-03-26 21:07:00,1
2019-03-26 21:10:00,1
2019-03-26 21:13:00,1
2019-03-26 21:16:00,2
2019-03-27 05:19:00,1
2019-03-27 18:45:00,1
2019-03-28 16:13:00,1
2019-03-28 17:50:00,1
2019-03-28 18:51:00,1
2019-03-28 19:54:00,1
2019-03-28 22:14:00,1
2019-03-29 23:52:00,1
2019-03-30 08:57:00,1
2019-03-30 12:24:00,1
2019-03-31 12:43:00,1
2019-03-31 13:22:00,1
2019-03-31 20:05:00,1
2019-04-01 06:21:00,1
2019-04-01 08:16:00,1
2019-04-01 09:22:00,1
2019-04-01 09:53:00,1
2019-04-01 18:23:00,1
2019-04-01 19:16:00,1
2019-04-01 20:22:00,1
2019-04-01 22:15:00,1
2019-04-02 09:57:00,1
2019-04-02 21:34:00,1
2019-04-04 12:46:00,1
2019-04-05 08:01:00,1
2019-04-05 12:49:00,1
2019-04-05 15:30:00,2
2019-04-06 16:46:00,1
2019-04-07 03:06:00,1
2019-04-07 14:37:00,1
2019-04-07 14:40:00,1
2019-04-08 15:31:00,1
2019-04-08 18:46:00,1
2019-04-09 02:48:00,1
2019-04-09 04:02:00,1
2019-04-09 12:24:00,1
2019-04-09 21:13:00,1
2019-04-09 21:19:00,1
2019-04-09 21:20:00,1
2019-04-10 00:35:00,1
2019-04-10 04:09:00,1
2019-04-10 08:01:00,1
2019-04-10 16:10:00,2
2019-04-11 06:18:00,1
2019-04-12 23:23:00,1
2019-04-12 23:36:00,1
2019-04-13 09:33:00,1
2019-04-13 14:43:00,1
2019-04-14 10:48:00,1
2019-04-14 11:47:00,1
2019-04-14 17:03:00,1
2019-04-15 12:10:00,1
2019-04-15 21:53:00,1
2019-04-16 02:57:00,1
2019-04-16 06:52:00,1
2019-04-16 11:23:00,1
2019-04-16 17:55:00,1
2019-04-16 18:40:00,1
2019-04-17 15:41:00,1
2019-04-17 15:43:00,1
2019-04-18 00:05:00,1
2019-04-18 05:35:00,1
2019-04-18 08:49:00,1
2019-04-18 09:05:00,1
2019-04-18 14:03:00,1
2019-04-18 21:10:00,1
2019-04-18 21:53:00,1
2019-04-18 23:37:00,1
2019-04-19 00:35:00,1
2019-04-19 01:36:00,1
2019-04-19 09:56:00,1
2019-04-19 19:05:00,1
2019-04-19 20:15:00,1
2019-04-20 20:31:00,1
2019-04-21 06:21:00,1
2019-04-21 06:24:00,1
2019-04-21 15:46:00,1
2019-04-22 03:10:00,1
2019-04-22 08:53:00,1
2019-04-22 13:45:00,1
2019-04-22 22:17:00,1
2019-04-23 23:16:00,1
2019-04-24 11:41:00,1
2019-04-24 11:42:00,2
2019-04-24 11:45:00,2
2019-04-24 11:46:00,2
2019-04-24 11:47:00,2
2019-04-24 11:53:00,1
2019-04-24 16:56:00,1
2019-04-25 15:00:00,1
2019-04-27 06:42:00,1
2019-04-28 02:46:00,1
2019-04-28 05:50:00,1
2019-04-28 06:46:00,1
2019-04-28 09:11:00,1
2019-04-28 13:27:00,1
2019-04-28 23:04:00,1
2019-04-29 19:25:00,1
2019-04-30 09:48:00,1
2019-04-30 15:46:00,1
2019-05-01 03:02:00,1
2019-05-01 14:46:00,1
2019-05-01 21:00:00,1
2019-05-01 21:44:00,1
2019-05-02 07:12:00,1
2019-05-02 10:57:00,1
2019-05-02 12:46:00,1
2019-05-02 12:52:00,1
2019-05-02 17:37:00,1
2019-05-02 21:04:00,1
2019-05-02 21:32:00,1
2019-05-03 04:40:00,1
2019-05-03 14:46:00,1
2019-05-03 17:25:00,1
2019-05-03 23:24:00,1
2019-05-04 20:16:00,1
2019-05-05 04:06:00,1
2019-05-06 07:05:00,1
2019-05-06 07:59:00,1
2019-05-06 09:04:00,1
2019-05-06 14:47:00,1
2019-05-07 13:50:00,1
2019-05-10 12:43:00,1
2019-05-10 16:23:00,1
2019-05-10 20:59:00,1
2019-05-11 05:14:00,1
2019-05-11 06:43:00,1
2019-05-11 14:31:00,1
2019-05-11 18:26:00,1
2019-05-13 02:30:00,1
2019-05-13 08:33:00,1
2019-05-13 22:19:00,1
2019-05-14 07:34:00,1
2019-05-14 19:38:00,1
2019-05-15 22:19:00,1
2019-05-15 23:55:00,1
2019-05-16 00:40:00,1
2019-05-16 22:10:00,1
2019-05-17 03:53:00,1
2019-05-17 04:15:00,1
2019-05-17 04:28:00,1
2019-05-18 20:32:00,1
2019-05-18 21:20:00,1
2019-05-18 21:57:00,1
2019-05-19 10:21:00,1
2019-05-20 07:02:00,1
2019-05-20 17:14:00,1
2019-05-20 18:31:00,1
2019-05-21 01:09:00,1
2019-05-21 02:31:00,1
2019-05-21 02:34:00,1
2019-05-21 03:21:00,1
2019-05-21 04:55:00,1
2019-05-21 10:11:00,1
2019-05-23 04:25:00,1
2019-05-23 06:23:00,1
2019-05-23 08:13:00,1
2019-05-23 09:58:00,1
2019-05-23 12:20:00,1
2019-05-23 13:29:00,1
2019-05-23 16:54:00,1
2019-05-24 02:12:00,1
2019-05-24 08:54:00,1
2019-05-24 13:29:00,1
2019-05-24 15:49:00,1
2019-05-24 17:26:00,1
2019-05-24 19:05:00,1
2019-05-24 19:48:00,1
2019-05-24 20:22:00,1
2019-05-24 23:56:00,1
2019-05-25 02:29:00,1
2019-05-27 07:46:00,1
2019-05-27 12:06:00,1
2019-05-28 20:36:00,1
2019-05-29 03:54:00,1
2019-05-29 12:05:00,1
2019-05-29 15:45:00,1
2019-05-30 02:44:00,1
2019-05-30 16:02:00,1
2019-05-30 21:08:00,1
2019-05-31 01:14:00,1
2019-05-31 07:34:00,1
2019-06-01 13:08:00,1
2019-06-01 20:42:00,1
2019-06-04 00:37:00,1
2019-06-04 08:01:00,1
2019-06-04 08:08:00,1
2019-06-04 13:58:00,1
2019-06-05 17:39:00,1
2019-06-06 07:22:00,1
2019-06-07 14:19:00,1
2019-06-07 21:19:00,1
2019-06-09 14:37:00,1
2019-06-10 21:02:00,1
2019-06-10 21:19:00,1
2019-06-11 00:04:00,1
2019-06-11 01:04:00,1
2019-06-11 02:03:00,1
2019-06-11 14:54:00,1
2019-06-11 16:44:00,1
2019-06-12 15:11:00,1
2019-06-13 16:34:00,1
2019-06-13 18:47:00,1
2019-06-14 05:53:00,1
2019-06-14 22:18:00,1
2019-06-14 22:23:00,1
2019-06-15 09:21:00,1
2019-06-15 11:36:00,1
2019-06-15 15:01:00,1
2019-06-16 13:08:00,1
2019-06-16 16:51:00,1
2019-06-17 06:09:00,1
2019-06-17 09:50:00,1
2019-06-18 03:17:00,1
2019-06-18 11:41:00,1
2019-06-18 13:06:00,1
2019-06-18 14:39:00,1
2019-06-19 03:55:00,1
2019-06-19 11:37:00,1
2019-06-20 00:08:00,1
2019-06-20 03:49:00,1
2019-06-20 15:59:00,1
2019-06-21 00:48:00,1
2019-06-21 06:33:00,1
2019-06-21 19:09:00,1
2019-06-21 23:44:00,1
2019-06-22 04:32:00,1
2019-06-22 15:54:00,1
2019-06-23 03:27:00,1
2019-06-23 15:50:00,1
2019-06-24 01:03:00,1
2019-06-24 11:59:00,1
2019-06-24 19:12:00,1
2019-06-25 08:49:00,1
2019-06-25 12:25:00,1
2019-06-25 16:08:00,1
2019-06-25 19:23:00,1
2019-06-25 21:40:00,1
2019-06-25 23:54:00,1
2019-06-26 02:42:00,1
2019-06-27 01:52:00,1
2019-06-27 08:28:00,1
2019-06-27 20:24:00,1
2019-06-28 03:34:00,1
2019-06-28 06:14:00,1
2019-06-28 12:00:00,1
2019-06-28 12:21:00,1
2019-06-29 05:33:00,1
2019-06-29 14:19:00,1
2019-06-30 21:51:00,1
2019-07-01 08:05:00,1
2019-07-01 09:52:00,1
2019-07-01 12:21:00,1
2019-07-01 14:33:00,1
2019-07-01 16:07:00,1
2019-07-01 21:24:00,1
2019-07-02 01:27:00,1
2019-07-02 08:35:00,2
2019-07-02 14:28:00,1
2019-07-02 15:14:00,1
2019-07-02 17:58:00,1
2019-07-02 19:40:00,1
2019-07-03 09:09:00,1
2019-07-03 14:20:00,1
2019-07-06 00:54:00,1
2019-07-06 01:45:00,1
2019-07-06 01:53:00,1
2019-07-06 04:38:00,1
2019-07-06 07:21:00,1
2019-07-06 08:11:00,1
2019-07-06 23:37:00,1
2019-07-07 10:32:00,1
2019-07-08 04:47:00,1
2019-07-08 12:33:00,1
2019-07-08 17:03:00,1
2019-07-09 12:53:00,1
2019-07-11 09:44:00,1
2019-07-11 16:00:00,1
2019-07-12 02:38:00,1
2019-07-12 10:10:00,1
2019-07-12 17:15:00,1
2019-07-12 19:09:00,1
2019-07-13 04:13:00,1
2019-07-13 18:57:00,1
2019-07-14 01:27:00,1
2019-07-14 04:01:00,1
2019-07-14 07:40:00,1
2019-07-14 08:31:00,1
2019-07-14 17:28:00,1
2019-07-14 19:31:00,2
2019-07-16 01:05:00,1
2019-07-17 15:17:00,1
2019-07-17 20:04:00,1
2019-07-18 06:40:00,1
2019-07-18 09:43:00,1
2019-07-18 15:06:00,1
2019-07-18 23:13:00,1
2019-07-19 09:05:00,1
2019-07-19 14:50:00,1
2019-07-19 16:50:00,1
2019-07-19 22:04:00,1
2019-07-19 23:14:00,1
2019-07-20 00:17:00,1
2019-07-20 03:52:00,1
2019-07-20 04:19:00,1
2019-07-20 05:25:00,1
2019-07-21 06:50:00,1
2019-07-21 18:01:00,1
2019-07-22 05:25:00,1
2019-07-22 11:19:00,1
2019-07-22 15:48:00,1
2019-07-23 15:03:00,1
2019-07-23 16:49:00,1
2019-07-23 18:23:00,1
2019-07-24 02:05:00,1
2019-07-24 08:06:00,1
2019-07-24 14:25:00,1
2019-07-25 03:24:00,1
2019-07-25 05:08:00,1
2019-07-25 18:31:00,1
2019-07-25 23:02:00,1
2019-07-26 01:57:00,1
2019-07-26 18:53:00,1
2019-07-27 02:01:00,1
2019-07-27 02:29:00,1
2019-07-27 18:51:00,1
2019-07-27 23:06:00,1
2019-07-27 23:55:00,1
2019-07-28 07:50:00,1
2019-07-28 19:47:00,1
2019-07-29 13:13:00,1
2019-07-30 02:10:00,1
2019-07-30 15:15:00,1
2019-07-31 20:16:00,1
2019-08-01 00:42:00,1
2019-08-01 22:52:00,1
2019-08-03 02:34:00,1
2019-08-03 04:07:00,2
2019-08-04 05:59:00,1
2019-08-04 18:29:00,1
2019-08-04 20:54:00,1
2019-08-04 21:12:00,1
2019-08-05 03:23:00,1
2019-08-05 08:02:00,1
2019-08-05 14:23:00,1
2019-08-05 20:27:00,1
2019-08-05 20:40:00,1
2019-08-06 02:36:00,1
2019-08-06 21:20:00,1
2019-08-07 10:51:00,1
2019-08-07 10:53:00,1
2019-08-07 22:08:00,1
2019-08-08 18:08:00,1
2019-08-09 14:50:00,1
2019-08-09 17:46:00,1
2019-08-10 22:32:00,1
2019-08-10 23:45:00,1
2019-08-12 14:51:00,1
2019-08-12 16:09:00,1
2019-08-13 09:58:00,2
2019-08-13 14:46:00,1
2019-08-13 18:56:00,1
2019-08-14 22:44:00,1
2019-08-15 03:45:00,1
2019-08-15 07:48:00,1
2019-08-16 07:03:00,1
2019-08-16 11:39:00,1
2019-08-16 15:25:00,1
2019-08-16 23:25:00,1
2019-08-17 09:10:00,1
2019-08-18 00:21:00,1
2019-08-18 10:58:00,1
2019-08-20 23:01:00,1
2019-08-21 04:39:00,1
2019-08-22 07:35:00,1
2019-08-23 07:26:00,1
2019-08-23 07:55:00,1
2019-08-23 14:23:00,1
2019-08-24 02:46:00,1
2019-08-27 21:56:00,1
2019-08-27 23:18:00,1
2019-08-28 17:28:00,1
2019-08-29 14:05:00,1
2019-08-30 04:34:00,1
2019-08-30 09:01:00,1
2019-08-30 11:09:00,1
2019-08-30 14:34:00,1
2019-08-31 05:46:00,1
2019-08-31 13:06:00,1
2019-08-31 15:48:00,1
2019-08-31 21:11:00,1
2019-08-31 22:59:00,1
2019-09-01 04:06:00,1
2019-09-01 04:25:00,1
2019-09-01 06:57:00,1
2019-09-01 07:46:00,1
2019-09-01 10:52:00,1
2019-09-01 14:07:00,1
2019-09-01 19:13:00,1
2019-09-02 09:02:00,1
2019-09-02 13:04:00,1
2019-09-03 15:34:00,1
2019-09-03 23:10:00,1
2019-09-04 18:04:00,1
2019-09-05 07:18:00,1
2019-09-05 22:29:00,1
2019-09-05 22:42:00,1
2019-09-05 22:48:00,1
2019-09-05 22:50:00,1
2019-09-06 14:38:00,1
2019-09-06 21:52:00,1
2019-09-07 10:30:00,1
2019-09-07 16:52:00,1
2019-09-07 17:48:00,1
2019-09-08 06:09:00,1
2019-09-08 06:14:00,1
2019-09-08 09:32:00,1
2019-09-08 15:05:00,1
2019-09-09 14:49:00,1
2019-09-10 07:15:00,1
2019-09-10 12:10:00,2
2019-09-10 12:15:00,2
2019-09-10 12:18:00,1
2019-09-11 12:07:00,1
2019-09-11 21:42:00,1
2019-09-12 06:45:00,1
2019-09-12 07:45:00,1
2019-09-12 23:39:00,1
2019-09-13 00:04:00,1
2019-09-13 00:28:00,1
2019-09-13 05:04:00,1
2019-09-13 17:48:00,1
2019-09-14 17:54:00,1
2019-09-14 21:17:00,2
2019-09-14 23:55:00,1
2019-09-15 05:44:00,1
2019-09-15 06:55:00,1
2019-09-15 08:02:00,1
2019-09-16 12:44:00,1
2019-09-17 02:19:00,1
2019-09-17 10:11:00,1
2019-09-17 14:13:00,1
2019-09-18 10:48:00,1
2019-09-18 13:20:00,1
2019-09-18 13:28:00,1
2019-09-18 18:18:00,1
2019-09-18 18:19:00,1
2019-09-18 18:26:00,1
2019-09-18 21:10:00,1
2019-09-19 00:19:00,1
2019-09-19 08:21:00,1
2019-09-19 08:31:00,1
2019-09-19 14:53:00,1
2019-09-20 00:25:00,1
2019-09-20 01:03:00,1
2019-09-20 08:45:00,1
2019-09-20 21:13:00,1
2019-09-21 12:19:00,1
2019-09-22 03:19:00,1
2019-09-23 04:14:00,1
2019-09-23 05:09:00,1
2019-09-23 14:41:00,1
2019-09-23 18:18:00,1
2019-09-24 19:34:00,1
2019-09-24 19:36:00,1
2019-09-24 19:49:00,1
2019-09-25 03:22:00,1
2019-09-25 06:07:00,1
2019-09-25 07:12:00,1
2019-09-26 04:15:00,1
2019-09-26 05:19:00,1
2019-09-26 09:52:00,1
2019-09-26 18:46:00,1
2019-09-26 20:58:00,1
2019-09-27 10:55:00,1
2019-09-27 13:44:00,1
2019-09-27 14:19:00,1
2019-09-27 23:54:00,1
2019-09-28 04:43:00,1
2019-09-28 14:43:00,1
2019-09-29 03:49:00,1
2019-09-29 18:33:00,1
2019-09-29 21:38:00,1
2019-09-29 22:43:00,1
2019-09-30 01:44:00,1
2019-09-30 07:48:00,1
2019-09-30 10:24:00,1
2019-09-30 18:06:00,1
2019-10-02 00:32:00,1
2019-10-02 06:06:00,1
2019-10-02 08:57:00,1
2019-10-03 14:23:00,1
2019-10-03 17:59:00,1
2019-10-03 18:19:00,1
2019-10-03 20:46:00,1
2019-10-04 01:30:00,1
2019-10-04 02:11:00,1
2019-10-04 03:15:00,1
2019-10-04 10:50:00,1
2019-10-04 16:27:00,1
2019-10-06 23:49:00,1
2019-10-07 06:27:00,1
2019-10-07 08:05:00,1
2019-10-07 10:08:00,1
2019-10-08 01:27:00,1
2019-10-08 02:45:00,1
2019-10-08 03:59:00,1
2019-10-08 19:42:00,1
2019-10-08 20:24:00,1
2019-10-09 10:55:00,1
2019-10-09 16:22:00,1
2019-10-10 02:02:00,1
2019-10-10 04:58:00,1
2019-10-10 07:56:00,1
2019-10-10 21:50:00,1
2019-10-11 02:09:00,1
2019-10-12 11:59:00,1
2019-10-13 01:58:00,1
2019-10-13 12:10:00,1
2019-10-14 00:21:00,1
2019-10-14 02:25:00,1
2019-10-15 15:34:00,1
2019-10-15 16:55:00,1
2019-10-15 21:35:00,1
2019-10-16 06:41:00,1
2019-10-16 23:02:00,1
2019-10-17 05:20:00,1
2019-10-17 08:32:00,1
2019-10-17 11:55:00,1
2019-10-17 16:40:00,1
2019-10-19 09:47:00,1
2019-10-19 17:32:00,1
2019-10-20 04:19:00,1
2019-10-21 00:17:00,1
2019-10-21 02:30:00,1
2019-10-21 07:15:00,1
2019-10-21 12:50:00,1
2019-10-21 19:16:00,1
2019-10-21 19:46:00,1
2019-10-22 03:48:00,1
2019-10-22 04:34:00,1
2019-10-22 07:09:00,1
2019-10-22 10:01:00,1
2019-10-22 17:12:00,1
2019-10-22 19:09:00,1
2019-10-22 20:06:00,1
2019-10-22 20:21:00,1
2019-10-22 20:58:00,1
2019-10-22 21:09:00,1
2019-10-22 21:30:00,1
2019-10-23 00:09:00,1
2019-10-23 14:48:00,1
2019-10-23 20:01:00,1
2019-10-24 09:06:00,1
2019-10-24 09:42:00,1
2019-10-24 11:25:00,1
2019-10-24 12:56:00,1
2019-10-24 13:56:00,1
2019-10-24 16:30:00,1
2019-10-24 18:29:00,1
2019-10-24 21:26:00,1
2019-10-24 21:37:00,1
2019-10-25 00:12:00,1
2019-10-25 00:35:00,1
2019-10-25 00:43:00,1
2019-10-25 04:33:00,1
2019-10-26 04:29:00,1
2019-10-26 08:12:00,1
2019-10-26 16:14:00,1
2019-10-26 16:17:00,1
2019-10-26 16:18:00,1
2019-10-26 18:02:00,1
2019-10-26 19:34:00,1
2019-10-27 10:08:00,1
2019-10-28 23:28:00,1
2019-10-29 03:56:00,1
2019-10-29 03:58:00,1
2019-10-29 12:39:00,1
2019-10-29 16:31:00,1
2019-10-29 19:47:00,1
2019-10-29 19:58:00,1
2019-10-30 01:51:00,1
2019-10-30 09:56:00,1
2019-10-30 20:51:00,1
2019-10-30 23:41:00,1
2019-10-31 04:05:00,1
2019-10-31 23:42:00,1
2019-11-01 05:25:00,1
2019-11-01 07:01:00,1
2019-11-01 23:01:00,1
2019-11-02 00:59:00,1
2019-11-02 02:49:00,1
2019-11-02 03:45:00,1
2019-11-02 07:02:00,1
2019-11-02 07:43:00,1
2019-11-02 19:47:00,1
2019-11-02 21:33:00,1
2019-11-03 08:40:00,1
2019-11-04 09:20:00,1
2019-11-04 12:44:00,1
2019-11-04 16:22:00,1
2019-11-05 03:26:00,1
2019-11-06 02:59:00,1
2019-11-07 06:15:00,1
2019-11-07 16:55:00,2
2019-11-08 17:02:00,1
2019-11-08 20:03:00,1
2019-11-09 08:12:00,1
2019-11-09 14:14:00,1
2019-11-09 15:42:00,1
2019-11-10 11:20:00,1
2019-11-10 13:33:00,1
2019-11-12 02:07:00,1
2019-11-12 03:14:00,1
2019-11-12 03:17:00,2
2019-11-12 03:19:00,1
2019-11-12 14:51:00,1
2019-11-13 04:44:00,1
2019-11-13 15:42:00,1
2019-11-13 19:02:00,1
2019-11-14 00:31:00,1
2019-11-14 02:50:00,1
2019-11-14 13:33:00,1
2019-11-14 15:29:00,1
2019-11-14 15:30:00,2
2019-11-14 15:33:00,1
2019-11-14 15:35:00,1
2019-11-14 15:39:00,1
2019-11-14 15:46:00,1
2019-11-14 15:47:00,3
2019-11-14 16:00:00,1
2019-11-14 16:01:00,1
2019-11-14 16:02:00,1
2019-11-14 16:14:00,3
2019-11-14 16:15:00,1
2019-11-14 16:21:00,1
2019-11-14 16:22:00,1
2019-11-14 16:24:00,1
2019-11-14 18:20:00,1
2019-11-14 19:06:00,1
2019-11-15 00:35:00,1
2019-11-15 01:25:00,1
2019-11-15 01:54:00,1
2019-11-15 13:20:00,1
2019-11-15 19:23:00,1
2019-11-15 22:56:00,1
2019-11-16 01:32:00,1
2019-11-16 03:54:00,1
2019-11-16 04:26:00,1
2019-11-16 08:09:00,1
2019-11-16 11:30:00,1
2019-11-16 20:16:00,1
2019-11-18 13:24:00,1
2019-11-18 16:40:00,1
2019-11-18 20:36:00,1
2019-11-19 02:26:00,1
2019-11-19 06:45:00,1
2019-11-19 09:43:00,1
2019-11-19 17:11:00,1
2019-11-19 18:19:00,1
2019-11-20 04:41:00,1
2019-11-20 12:27:00,1
2019-11-21 05:53:00,1
2019-11-21 15:48:00,1
2019-11-21 19:54:00,1
2019-11-21 20:05:00,1
2019-11-22 02:52:00,1
2019-11-22 07:50:00,1
2019-11-22 13:02:00,1
2019-11-22 18:38:00,1
2019-11-23 00:28:00,1
2019-11-23 05:42:00,1
2019-11-23 11:17:00,1
2019-11-23 14:29:00,1
2019-11-24 12:34:00,1
2019-11-24 18:17:00,1
2019-11-25 17:54:00,1
2019-11-27 05:15:00,1
2019-11-27 12:01:00,1
2019-11-27 15:22:00,1
2019-11-28 23:26:00,1
2019-11-29 23:58:00,1
2019-11-30 23:30:00,1
2019-12-01 05:34:00,1
