513,"SELECT TOP # run, camCol, rerun, field, objID, ra, dec FROM Galaxy WHERE ( (flags & (dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) )) > # and (flags & (dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) )) ! = dbo.fPhotoFlags (#) and (flags & (dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) )) = # and petroMag_i > # and (petroMag_r > # or petroR5#_r > #) and (petroMag_r > # and g > # and r > # and i > #) and ( (petroMag_r-extinction_r) < # and (petroMag_r - extinction_r < (# + (#/#) * (dered_g - dered_r) + # * (dered_r - dered_i) - # * #) ) and ( (dered_r - dered_i - (dered_g - dered_r) /# - #) < #) and ( (dered_r - dered_i - (dered_g - dered_r) /# - #) > #) and ( (petroMag_r - extinction_r + # * LOG1# (# * # * petroR5#_r * petroR5#_r) ) < #) ) or ( (petroMag_r - extinction_r < #) and ( (dered_r - dered_i - (dered_g - dered_r) /# - #) > (# - # * (dered_g - dered_r) )) and ( (dered_g - dered_r) > (# + # * (dered_r - dered_i) )) ) and ( (petroMag_r - extinction_r + # * LOG1# (# * # * petroR5#_r * petroR5#_r) ) < #) )"
2019-02-11 22:21:00,1
2019-02-12 01:57:00,1
2019-02-12 17:28:00,1
2019-02-12 19:49:00,1
2019-02-12 19:56:00,1
2019-02-13 14:36:00,1
2019-02-14 14:37:00,1
2019-02-16 08:49:00,1
2019-02-16 19:07:00,1
2019-02-17 18:38:00,1
2019-02-17 20:47:00,1
2019-02-18 00:10:00,1
2019-02-19 00:12:00,1
2019-02-19 12:00:00,1
2019-02-19 17:10:00,1
2019-02-19 18:24:00,1
2019-02-20 01:07:00,1
2019-02-20 11:49:00,1
2019-02-21 11:55:00,1
2019-02-21 18:07:00,1
2019-02-25 06:00:00,1
2019-02-26 00:26:00,1
2019-02-26 02:55:00,1
2019-02-26 10:52:00,1
2019-02-27 17:12:00,1
2019-02-28 06:16:00,1
2019-02-28 07:00:00,1
2019-02-28 08:57:00,1
2019-02-28 17:31:00,1
2019-03-01 22:07:00,1
2019-03-02 09:37:00,1
2019-03-02 13:32:00,1
2019-03-03 05:03:00,1
2019-03-04 17:55:00,1
2019-03-04 22:56:00,1
2019-03-05 11:24:00,1
2019-03-06 14:41:00,1
2019-03-06 16:30:00,1
2019-03-06 17:38:00,1
2019-03-06 17:56:00,1
2019-03-07 10:06:00,1
2019-03-07 14:07:00,1
2019-03-08 21:59:00,1
2019-03-09 00:53:00,1
2019-03-09 02:54:00,1
2019-03-09 12:10:00,1
2019-03-11 00:54:00,1
2019-03-11 11:15:00,1
2019-03-12 00:42:00,1
2019-03-12 16:28:00,1
2019-03-13 05:15:00,1
2019-03-13 07:50:00,1
2019-03-13 22:27:00,1
2019-03-13 23:09:00,1
2019-03-14 14:31:00,1
2019-03-15 01:34:00,1
2019-03-15 02:17:00,1
2019-03-15 12:48:00,1
2019-03-15 19:25:00,1
2019-03-17 12:13:00,1
2019-03-18 12:46:00,1
2019-03-20 10:39:00,1
2019-03-20 15:22:00,1
2019-03-20 17:11:00,1
2019-03-21 10:19:00,1
2019-03-22 09:46:00,1
2019-03-23 19:35:00,1
2019-03-24 14:26:00,1
2019-03-25 02:23:00,1
2019-03-25 12:33:00,1
2019-03-25 15:41:00,1
2019-03-26 03:59:00,1
2019-03-26 11:10:00,1
2019-03-26 11:31:00,1
2019-03-27 07:39:00,1
2019-03-28 10:42:00,1
2019-03-28 18:43:00,1
2019-03-30 09:59:00,1
2019-03-31 02:02:00,1
2019-03-31 17:57:00,1
2019-03-31 22:00:00,1
2019-04-01 20:13:00,1
2019-04-02 12:21:00,1
2019-04-04 13:43:00,1
2019-04-07 02:59:00,1
2019-04-07 17:06:00,1
2019-04-09 04:32:00,1
2019-04-10 10:45:00,1
2019-04-12 10:54:00,1
2019-04-13 11:50:00,1
2019-04-14 02:20:00,1
2019-04-14 11:58:00,1
2019-04-14 13:03:00,1
2019-04-15 19:13:00,1
2019-04-16 03:01:00,1
2019-04-18 03:15:00,1
2019-04-18 10:09:00,2
2019-04-18 16:28:00,1
2019-04-18 23:43:00,1
2019-04-21 00:51:00,1
2019-04-22 11:58:00,1
2019-04-22 19:48:00,1
2019-04-22 23:36:00,1
2019-04-24 02:10:00,1
2019-04-24 11:07:00,1
2019-04-24 11:46:00,1
2019-04-25 11:01:00,1
2019-04-25 12:27:00,1
2019-04-26 06:56:00,1
2019-04-26 08:34:00,1
2019-04-27 09:00:00,1
2019-04-28 03:51:00,1
2019-04-28 10:19:00,1
2019-04-28 11:21:00,1
2019-04-29 22:55:00,1
2019-04-30 11:47:00,1
2019-04-30 19:29:00,1
2019-05-02 14:59:00,1
2019-05-02 16:41:00,1
2019-05-02 22:45:00,1
2019-05-04 00:58:00,1
2019-05-04 11:44:00,1
2019-05-05 01:45:00,1
2019-05-05 13:52:00,1
2019-05-06 08:51:00,1
2019-05-06 17:13:00,1
2019-05-10 07:08:00,1
2019-05-10 22:28:00,1
2019-05-11 07:44:00,1
2019-05-11 16:48:00,1
2019-05-13 10:06:00,1
2019-05-13 17:58:00,1
2019-05-13 20:14:00,1
2019-05-14 00:16:00,1
2019-05-14 00:56:00,1
2019-05-14 08:30:00,1
2019-05-14 16:18:00,1
2019-05-15 19:59:00,2
2019-05-15 23:13:00,1
2019-05-16 15:47:00,1
2019-05-17 04:59:00,1
2019-05-17 05:09:00,1
2019-05-20 19:33:00,1
2019-05-21 05:32:00,1
2019-05-21 06:54:00,1
2019-05-21 12:25:00,1
2019-05-21 19:19:00,1
2019-05-22 04:50:00,1
2019-05-22 10:19:00,1
2019-05-22 12:27:00,1
2019-05-22 12:28:00,1
2019-05-22 12:29:00,1
2019-05-22 22:40:00,1
2019-05-23 07:54:00,1
2019-05-23 09:02:00,1
2019-05-23 23:41:00,1
2019-05-24 20:03:00,1
2019-05-24 22:18:00,1
2019-05-24 23:38:00,1
2019-05-25 00:01:00,1
2019-05-25 07:26:00,1
2019-05-29 03:03:00,1
2019-05-29 04:47:00,1
2019-05-30 04:15:00,1
2019-05-30 14:10:00,1
2019-05-30 23:27:00,1
2019-05-31 01:51:00,1
2019-05-31 03:30:00,1
2019-05-31 17:58:00,1
2019-06-01 01:16:00,1
2019-06-01 10:51:00,1
2019-06-01 20:26:00,1
2019-06-02 13:24:00,1
2019-06-03 13:49:00,1
2019-06-03 16:43:00,1
2019-06-04 14:45:00,1
2019-06-05 18:39:00,1
2019-06-07 01:57:00,1
2019-06-11 01:58:00,1
2019-06-11 16:16:00,1
2019-06-11 17:24:00,1
2019-06-12 03:49:00,1
2019-06-12 08:28:00,1
2019-06-14 08:22:00,1
2019-06-14 11:13:00,1
2019-06-15 00:01:00,1
2019-06-15 23:00:00,1
2019-06-16 17:53:00,1
2019-06-16 19:25:00,1
2019-06-17 16:15:00,1
2019-06-17 23:19:00,1
2019-06-18 13:36:00,1
2019-06-19 13:54:00,1
2019-06-21 22:46:00,1
2019-06-22 06:08:00,1
2019-06-22 16:47:00,1
2019-06-22 17:34:00,1
2019-06-23 18:01:00,1
2019-06-25 15:51:00,1
2019-06-25 23:37:00,1
2019-06-27 03:05:00,1
2019-06-27 03:07:00,1
2019-06-27 10:40:00,1
2019-06-27 20:31:00,1
2019-06-29 00:28:00,1
2019-06-29 16:46:00,1
2019-06-30 15:27:00,1
2019-07-01 10:19:00,1
2019-07-02 16:03:00,1
2019-07-02 19:01:00,1
2019-07-03 10:15:00,1
2019-07-05 12:26:00,1
2019-07-05 21:40:00,1
2019-07-06 03:27:00,1
2019-07-06 07:30:00,1
2019-07-06 07:38:00,1
2019-07-07 02:03:00,1
2019-07-07 22:03:00,1
2019-07-08 05:47:00,1
2019-07-10 21:02:00,1
2019-07-10 21:06:00,1
2019-07-11 07:19:00,1
2019-07-11 11:23:00,1
2019-07-12 03:33:00,1
2019-07-12 04:08:00,1
2019-07-13 05:04:00,1
2019-07-14 02:24:00,1
2019-07-14 09:56:00,1
2019-07-14 19:50:00,1
2019-07-18 12:04:00,1
2019-07-19 00:38:00,1
2019-07-20 00:36:00,1
2019-07-20 03:03:00,1
2019-07-20 05:19:00,1
2019-07-20 09:39:00,1
2019-07-22 01:58:00,1
2019-07-23 05:04:00,1
2019-07-24 17:43:00,1
2019-07-25 00:06:00,1
2019-07-25 20:44:00,1
2019-07-28 08:46:00,1
2019-07-28 17:53:00,1
2019-07-28 22:10:00,1
2019-07-30 04:14:00,1
2019-07-30 09:34:00,1
2019-07-31 08:47:00,1
2019-08-01 20:57:00,1
2019-08-04 21:47:00,1
2019-08-04 23:30:00,1
2019-08-06 12:22:00,1
2019-08-06 21:18:00,1
2019-08-08 20:52:00,1
2019-08-11 01:15:00,1
2019-08-11 22:47:00,1
2019-08-11 22:48:00,2
2019-08-11 23:45:00,1
2019-08-12 17:09:00,1
2019-08-12 20:42:00,1
2019-08-13 17:06:00,1
2019-08-16 02:16:00,1
2019-08-16 09:04:00,1
2019-08-16 15:16:00,1
2019-08-17 12:31:00,1
2019-08-19 05:45:00,1
2019-08-23 02:54:00,1
2019-08-23 10:48:00,1
2019-08-23 11:46:00,1
2019-08-23 14:30:00,1
2019-08-27 22:59:00,1
2019-08-28 00:23:00,1
2019-08-29 09:51:00,1
2019-08-30 03:16:00,1
2019-08-30 11:23:00,1
2019-08-30 14:37:00,1
2019-08-30 16:15:00,1
2019-08-31 18:47:00,1
2019-08-31 21:00:00,1
2019-09-01 08:38:00,1
2019-09-02 05:16:00,1
2019-09-02 12:14:00,1
2019-09-02 18:21:00,1
2019-09-03 19:35:00,1
2019-09-05 22:42:00,1
2019-09-07 17:42:00,1
2019-09-08 08:51:00,1
2019-09-08 11:48:00,1
2019-09-08 17:33:00,1
2019-09-10 08:28:00,1
2019-09-11 19:04:00,1
2019-09-11 23:08:00,1
2019-09-12 09:13:00,1
2019-09-13 19:55:00,1
2019-09-16 18:02:00,1
2019-09-17 12:33:00,1
2019-09-17 17:21:00,1
2019-09-18 12:24:00,1
2019-09-18 14:17:00,1
2019-09-18 17:34:00,1
2019-09-18 17:55:00,1
2019-09-18 19:25:00,1
2019-09-18 23:49:00,1
2019-09-19 02:46:00,1
2019-09-19 17:41:00,1
2019-09-19 18:34:00,1
2019-09-20 00:55:00,1
2019-09-20 06:22:00,1
2019-09-20 10:51:00,1
2019-09-21 13:20:00,1
2019-09-23 06:01:00,1
2019-09-24 00:12:00,1
2019-09-25 05:14:00,1
2019-09-26 05:10:00,1
2019-09-28 05:21:00,1
2019-09-28 23:26:00,1
2019-09-29 08:45:00,1
2019-09-29 22:31:00,1
2019-10-02 07:19:00,1
2019-10-03 14:18:00,1
2019-10-03 16:49:00,1
2019-10-03 20:16:00,1
2019-10-04 13:41:00,1
2019-10-05 12:01:00,1
2019-10-07 15:46:00,1
2019-10-07 21:36:00,1
2019-10-08 03:45:00,1
2019-10-08 19:50:00,1
2019-10-09 17:24:00,1
2019-10-10 00:34:00,1
2019-10-10 07:16:00,1
2019-10-10 14:14:00,1
2019-10-11 04:26:00,1
2019-10-12 10:13:00,1
2019-10-13 02:01:00,1
2019-10-13 05:28:00,1
2019-10-13 17:06:00,1
2019-10-14 03:17:00,1
2019-10-14 05:02:00,1
2019-10-14 21:51:00,1
2019-10-17 01:11:00,1
2019-10-17 13:07:00,1
2019-10-17 19:34:00,1
2019-10-21 02:37:00,1
2019-10-21 11:01:00,1
2019-10-21 22:16:00,1
2019-10-22 07:29:00,1
2019-10-23 00:04:00,1
2019-10-23 11:03:00,1
2019-10-23 21:38:00,1
2019-10-24 01:36:00,1
2019-10-24 09:00:00,1
2019-10-24 15:22:00,1
2019-10-26 05:56:00,1
2019-10-29 16:43:00,1
2019-10-30 10:12:00,1
2019-11-01 09:25:00,1
2019-11-02 00:18:00,1
2019-11-02 07:18:00,1
2019-11-02 10:45:00,1
2019-11-02 10:47:00,1
2019-11-04 13:59:00,1
2019-11-05 05:53:00,1
2019-11-08 19:17:00,1
2019-11-08 21:14:00,1
2019-11-09 10:13:00,1
2019-11-09 16:42:00,1
2019-11-10 11:26:00,1
2019-11-11 20:45:00,1
2019-11-11 22:44:00,1
2019-11-13 19:18:00,1
2019-11-13 23:47:00,1
2019-11-14 19:47:00,1
2019-11-14 20:35:00,1
2019-11-15 02:54:00,1
2019-11-15 04:15:00,1
2019-11-16 06:57:00,1
2019-11-16 07:14:00,1
2019-11-16 13:05:00,1
2019-11-16 16:47:00,1
2019-11-16 23:02:00,1
2019-11-17 19:32:00,1
2019-11-17 22:23:00,1
2019-11-18 19:25:00,1
2019-11-18 23:43:00,1
2019-11-19 19:23:00,1
2019-11-20 01:45:00,1
2019-11-22 08:56:00,1
2019-11-22 15:49:00,1
2019-11-23 16:59:00,1
2019-11-24 19:10:00,1
2019-11-25 10:06:00,1
2019-11-27 10:02:00,1
2019-11-27 12:51:00,1
2019-11-29 02:46:00,1
2019-11-30 02:48:00,1
2019-11-30 11:30:00,1
2019-11-30 13:48:00,1
2019-12-01 00:29:00,1
2019-12-01 08:40:00,1
2019-12-01 20:22:00,1
2019-12-03 03:32:00,1
2019-12-05 00:16:00,1
2019-12-05 01:06:00,1
2019-12-05 03:01:00,1
2019-12-05 11:00:00,1
2019-12-05 11:03:00,1
2019-12-05 15:08:00,3
2019-12-05 20:57:00,3
2019-12-06 14:00:00,1
2019-12-06 20:30:00,1
2019-12-07 13:17:00,1
2019-12-07 14:08:00,1
2019-12-07 21:36:00,1
2019-12-07 22:16:00,1
2019-12-07 22:51:00,1
2019-12-08 07:06:00,2
2019-12-08 08:06:00,1
2019-12-08 16:03:00,1
2019-12-08 16:52:00,1
2019-12-09 00:47:00,1
2019-12-09 02:03:00,1
2019-12-09 07:11:00,3
2019-12-09 09:53:00,1
2019-12-09 10:54:00,1
2019-12-09 18:59:00,1
2019-12-09 19:26:00,1
2019-12-09 20:02:00,1
2019-12-09 21:42:00,1
2019-12-11 10:39:00,1
2019-12-11 16:39:00,1
2019-12-12 00:47:00,1
2019-12-12 02:30:00,1
2019-12-12 06:47:00,1
2019-12-12 15:05:00,1
2019-12-13 10:28:00,1
2019-12-13 12:30:00,1
2019-12-13 13:33:00,1
2019-12-13 13:49:00,1
2019-12-13 23:20:00,1
2019-12-14 09:58:00,1
2019-12-14 21:13:00,1
2019-12-15 07:11:00,1
2019-12-15 09:18:00,1
2019-12-18 10:57:00,1
2019-12-20 17:24:00,1
2019-12-21 08:13:00,1
2019-12-22 14:09:00,1
2019-12-23 08:53:00,1
2019-12-23 17:29:00,1
2019-12-24 00:35:00,1
2019-12-24 18:52:00,1
2019-12-25 05:08:00,1
2019-12-25 05:48:00,1
2019-12-26 03:14:00,1
2019-12-26 15:23:00,1
2019-12-26 18:22:00,1
2019-12-27 07:27:00,1
2019-12-27 13:16:00,1
2019-12-28 07:28:00,1
2019-12-29 14:25:00,1
2019-12-30 07:00:00,1
2019-12-30 18:10:00,1
