1116,"SELECT TOP # sp.objID, sp.ra, sp.dec, sp.mjd, px.taiBegin, px.taiEnd, sp.fiberID, sp.z FROM specPhoto AS sp JOIN plateX AS px ON sp.plateID = px.plateID WHERE (sp.class = #) AND sp.z > #"
2019-11-02 01:00:00,1
2019-11-02 02:52:00,1
2019-11-02 07:03:00,1
2019-11-02 07:46:00,1
2019-11-02 21:21:00,1
2019-11-02 21:32:00,1
2019-11-04 07:05:00,1
2019-11-04 08:09:00,1
2019-11-04 10:14:00,1
2019-11-04 12:48:00,1
2019-11-04 16:23:00,1
2019-11-04 16:24:00,1
2019-11-05 02:33:00,1
2019-11-05 03:30:00,1
2019-11-05 07:19:00,1
2019-11-07 06:16:00,1
2019-11-08 03:31:00,1
2019-11-08 17:03:00,1
2019-11-08 20:05:00,1
2019-11-09 06:30:00,1
2019-11-09 08:13:00,1
2019-11-09 15:40:00,1
2019-11-09 15:44:00,1
2019-11-10 11:20:00,1
2019-11-10 13:34:00,1
2019-11-13 04:45:00,1
2019-11-13 18:54:00,1
2019-11-13 19:03:00,1
2019-11-14 14:48:00,1
2019-11-14 15:00:00,1
2019-11-14 18:24:00,1
2019-11-14 18:38:00,1
2019-11-14 19:08:00,1
2019-11-15 01:29:00,1
2019-11-15 01:55:00,1
2019-11-15 03:39:00,1
2019-11-15 21:32:00,1
2019-11-16 03:57:00,1
2019-11-16 04:28:00,1
2019-11-16 09:05:00,1
2019-11-16 10:36:00,1
2019-11-16 11:38:00,1
2019-11-16 15:40:00,1
2019-11-17 10:30:00,1
2019-11-18 20:38:00,1
2019-11-19 11:12:00,1
2019-11-19 17:12:00,1
2019-11-19 18:20:00,2
2019-11-20 04:42:00,1
2019-11-20 09:45:00,1
2019-11-20 12:27:00,1
2019-11-21 00:42:00,1
2019-11-21 15:48:00,1
2019-11-21 15:49:00,1
2019-11-21 20:05:00,1
2019-11-22 07:51:00,1
2019-11-22 13:06:00,1
2019-11-22 18:38:00,1
2019-11-23 00:29:00,1
2019-11-23 05:43:00,1
2019-11-23 14:34:00,1
2019-11-24 12:36:00,1
2019-11-26 02:59:00,1
2019-11-26 08:37:00,1
2019-11-26 20:58:00,1
2019-11-27 05:17:00,1
2019-11-27 12:05:00,1
2019-11-27 18:40:00,1
2019-11-27 22:43:00,1
2019-11-28 04:06:00,1
2019-11-28 23:29:00,1
2019-11-29 01:18:00,1
2019-11-29 08:11:00,1
2019-11-29 09:01:00,1
2019-11-30 00:00:00,1
2019-11-30 02:51:00,1
2019-11-30 22:40:00,1
2019-11-30 23:32:00,1
2019-12-01 05:36:00,1
2019-12-01 13:51:00,1
2019-12-01 18:03:00,1
2019-12-02 06:07:00,1
2019-12-03 01:05:00,1
2019-12-03 04:08:00,1
2019-12-03 08:23:00,1
2019-12-03 08:25:00,1
2019-12-03 18:05:00,1
2019-12-04 07:47:00,1
2019-12-04 08:36:00,1
2019-12-04 10:55:00,1
2019-12-04 11:10:00,1
2019-12-04 19:40:00,1
2019-12-04 20:27:00,1
2019-12-04 23:17:00,1
2019-12-05 00:08:00,1
2019-12-05 00:26:00,1
2019-12-05 00:59:00,1
2019-12-05 01:15:00,1
2019-12-05 02:10:00,1
2019-12-05 08:34:00,1
2019-12-05 10:04:00,1
2019-12-05 11:02:00,1
2019-12-05 11:07:00,1
2019-12-05 12:53:00,1
2019-12-05 19:08:00,1
2019-12-05 19:52:00,1
2019-12-05 20:13:00,1
2019-12-06 06:08:00,1
2019-12-06 10:09:00,1
2019-12-06 14:19:00,1
2019-12-06 15:09:00,1
2019-12-06 19:17:00,1
2019-12-06 19:41:00,1
2019-12-06 23:08:00,1
2019-12-07 01:59:00,1
2019-12-07 02:10:00,1
2019-12-07 09:31:00,1
2019-12-07 19:17:00,1
2019-12-07 19:55:00,1
2019-12-07 20:51:00,1
2019-12-08 03:58:00,1
2019-12-08 12:52:00,1
2019-12-08 21:51:00,1
2019-12-09 06:16:00,1
2019-12-09 06:47:00,1
2019-12-09 15:42:00,1
2019-12-09 17:28:00,1
2019-12-09 17:44:00,1
2019-12-10 07:05:00,1
2019-12-11 10:04:00,1
2019-12-11 12:13:00,1
2019-12-11 23:39:00,1
2019-12-12 00:25:00,1
2019-12-12 05:16:00,1
2019-12-12 12:59:00,1
2019-12-12 14:03:00,2
2019-12-12 20:13:00,1
2019-12-13 06:32:00,1
2019-12-13 09:25:00,1
2019-12-13 10:22:00,1
2019-12-13 11:42:00,1
2019-12-13 12:47:00,1
2019-12-14 13:39:00,1
2019-12-15 04:51:00,1
2019-12-16 20:30:00,1
2019-12-16 22:26:00,1
2019-12-17 00:15:00,1
2019-12-17 17:40:00,1
2019-12-18 01:00:00,1
2019-12-18 01:28:00,1
2019-12-18 09:17:00,1
2019-12-18 10:08:00,1
2019-12-18 11:04:00,1
2019-12-19 19:19:00,1
2019-12-20 08:59:00,1
2019-12-20 09:34:00,1
2019-12-20 17:20:00,1
2019-12-21 04:54:00,1
2019-12-21 17:17:00,1
2019-12-22 04:12:00,2
2019-12-22 10:10:00,1
2019-12-22 14:55:00,1
2019-12-22 17:17:00,1
2019-12-23 08:01:00,1
2019-12-23 16:34:00,1
2019-12-23 22:31:00,1
2019-12-25 01:10:00,1
2019-12-25 02:19:00,1
2019-12-25 04:14:00,1
2019-12-25 12:40:00,1
2019-12-26 03:09:00,1
2019-12-26 12:50:00,1
2019-12-26 15:19:00,1
2019-12-26 16:19:00,1
2019-12-27 05:19:00,1
2019-12-27 11:46:00,1
2019-12-27 17:26:00,1
2019-12-27 19:51:00,1
2019-12-28 14:09:00,1
2019-12-28 23:28:00,1
2019-12-29 06:51:00,1
2019-12-30 05:23:00,1
2019-12-30 06:13:00,1
2019-12-31 00:02:00,1
