939,"SELECT TOP # t.thingid, t.ndetect, d.objid, p.psfMag_r, p.psfMagerr_r FROM thingIndex AS t JOIN detectionindex AS d ON t.thingid = d.thingid JOIN Star AS p ON d.objid = p.objid WHERE t.ndetect > #"
2019-02-14 12:46:00,1
2019-02-14 14:40:00,1
2019-02-14 18:51:00,1
2019-02-16 16:49:00,1
2019-02-18 00:23:00,1
2019-02-18 03:06:00,1
2019-02-19 00:13:00,1
2019-02-19 12:46:00,1
2019-02-20 01:40:00,1
2019-02-21 12:12:00,1
2019-02-21 12:38:00,1
2019-02-21 15:39:00,1
2019-02-21 18:10:00,1
2019-02-24 11:52:00,1
2019-02-25 20:50:00,1
2019-02-26 00:27:00,1
2019-02-26 02:57:00,1
2019-02-26 09:39:00,1
2019-02-27 09:45:00,1
2019-02-27 19:50:00,1
2019-02-27 22:29:00,1
2019-02-28 03:34:00,1
2019-02-28 06:21:00,1
2019-02-28 07:03:00,1
2019-02-28 08:58:00,1
2019-02-28 10:39:00,1
2019-03-01 00:49:00,1
2019-03-01 05:52:00,1
2019-03-01 10:23:00,1
2019-03-01 12:58:00,1
2019-03-01 22:08:00,1
2019-03-01 22:33:00,1
2019-03-01 23:19:00,1
2019-03-02 02:08:00,1
2019-03-02 13:03:00,1
2019-03-02 15:12:00,1
2019-03-02 22:38:00,1
2019-03-03 05:03:00,1
2019-03-03 20:58:00,1
2019-03-04 12:02:00,1
2019-03-04 22:55:00,1
2019-03-05 07:33:00,1
2019-03-05 08:54:00,1
2019-03-06 16:31:00,1
2019-03-06 16:41:00,1
2019-03-07 10:08:00,1
2019-03-07 14:08:00,1
2019-03-08 04:21:00,1
2019-03-08 11:15:00,1
2019-03-08 14:30:00,1
2019-03-08 17:01:00,1
2019-03-08 22:01:00,1
2019-03-09 00:54:00,1
2019-03-09 12:14:00,1
2019-03-09 13:54:00,1
2019-03-09 21:52:00,1
2019-03-10 00:05:00,1
2019-03-10 02:25:00,1
2019-03-10 02:41:00,1
2019-03-10 18:12:00,1
2019-03-11 00:18:00,1
2019-03-11 00:32:00,1
2019-03-11 03:09:00,1
2019-03-11 07:52:00,1
2019-03-11 11:17:00,1
2019-03-11 17:10:00,1
2019-03-13 07:51:00,1
2019-03-14 08:48:00,1
2019-03-14 11:12:00,1
2019-03-14 14:31:00,1
2019-03-15 01:34:00,1
2019-03-15 19:32:00,1
2019-03-17 19:38:00,1
2019-03-17 21:58:00,1
2019-03-18 00:31:00,1
2019-03-18 02:38:00,1
2019-03-18 14:09:00,1
2019-03-19 16:48:00,2
2019-03-20 15:23:00,1
2019-03-21 00:38:00,1
2019-03-21 01:14:00,1
2019-03-21 13:32:00,1
2019-03-21 16:47:00,1
2019-03-22 19:18:00,1
2019-03-22 22:37:00,1
2019-03-23 00:44:00,1
2019-03-23 19:38:00,1
2019-03-25 02:25:00,1
2019-03-25 04:59:00,1
2019-03-25 05:10:00,1
2019-03-25 10:21:00,1
2019-03-25 12:34:00,1
2019-03-26 07:41:00,1
2019-03-26 08:31:00,1
2019-03-26 11:12:00,1
2019-03-26 11:33:00,1
2019-03-26 15:42:00,1
2019-03-26 17:29:00,1
2019-03-26 19:55:00,1
2019-03-26 20:29:00,1
2019-03-26 20:57:00,1
2019-03-27 08:42:00,1
2019-03-27 19:46:00,1
2019-03-28 16:15:00,1
2019-03-28 18:43:00,1
2019-03-28 19:58:00,1
2019-03-28 23:18:00,1
2019-03-28 23:49:00,1
2019-03-29 00:59:00,1
2019-03-29 23:59:00,1
2019-03-30 10:00:00,1
2019-03-30 19:56:00,1
2019-03-31 13:35:00,1
2019-03-31 17:59:00,1
2019-03-31 21:15:00,1
2019-04-01 06:23:00,1
2019-04-01 18:25:00,1
2019-04-01 20:14:00,1
2019-04-01 20:28:00,1
2019-04-01 22:18:00,1
2019-04-02 09:57:00,1
2019-04-02 12:21:00,1
2019-04-03 17:52:00,1
2019-04-03 20:22:00,1
2019-04-04 13:43:00,1
2019-04-04 20:03:00,1
2019-04-05 11:33:00,1
2019-04-05 17:20:00,1
2019-04-06 08:38:00,1
2019-04-06 19:26:00,1
2019-04-07 15:03:00,1
2019-04-07 19:13:00,1
2019-04-08 15:36:00,1
2019-04-08 18:49:00,1
2019-04-09 12:27:00,1
2019-04-09 20:58:00,1
2019-04-09 21:16:00,1
2019-04-09 21:21:00,1
2019-04-09 21:23:00,1
2019-04-10 00:37:00,1
2019-04-10 15:59:00,2
2019-04-10 19:26:00,1
2019-04-11 18:12:00,1
2019-04-13 08:04:00,1
2019-04-13 14:55:00,1
2019-04-14 01:31:00,1
2019-04-14 13:05:00,1
2019-04-15 02:00:00,1
2019-04-15 15:16:00,1
2019-04-15 19:14:00,1
2019-04-16 03:01:00,1
2019-04-16 07:01:00,1
2019-04-16 18:44:00,1
2019-04-16 18:45:00,1
2019-04-18 05:48:00,1
2019-04-18 10:09:00,1
2019-04-18 10:10:00,2
2019-04-18 11:04:00,1
2019-04-18 16:30:00,1
2019-04-18 21:56:00,1
2019-04-18 23:44:00,1
2019-04-19 00:40:00,1
2019-04-19 01:40:00,1
2019-04-19 10:01:00,1
2019-04-19 19:07:00,1
2019-04-19 23:25:00,1
2019-04-20 20:36:00,1
2019-04-21 07:02:00,1
2019-04-22 11:59:00,1
2019-04-22 12:10:00,1
2019-04-22 19:55:00,1
2019-04-22 23:38:00,1
2019-04-24 02:13:00,1
2019-04-25 15:52:00,1
2019-04-26 15:45:00,1
2019-04-27 08:46:00,1
2019-04-27 09:01:00,1
2019-04-28 03:52:00,1
2019-04-28 04:53:00,1
2019-04-28 08:02:00,1
2019-04-28 10:19:00,1
2019-04-28 11:21:00,1
2019-04-28 13:21:00,1
2019-04-28 16:46:00,1
2019-04-29 05:02:00,1
2019-04-30 11:48:00,1
2019-04-30 23:54:00,1
2019-05-01 03:07:00,1
2019-05-01 14:59:00,1
2019-05-01 22:22:00,1
2019-05-02 11:14:00,1
2019-05-02 20:53:00,1
2019-05-02 22:46:00,1
2019-05-03 04:42:00,1
2019-05-03 14:47:00,1
2019-05-03 17:27:00,1
2019-05-04 00:59:00,1
2019-05-06 07:10:00,1
2019-05-06 08:52:00,1
2019-05-06 09:59:00,1
2019-05-06 17:15:00,1
2019-05-07 09:35:00,1
2019-05-09 00:29:00,1
2019-05-09 07:53:00,1
2019-05-09 13:02:00,1
2019-05-10 00:50:00,1
2019-05-10 16:24:00,1
2019-05-10 18:06:00,1
2019-05-11 06:10:00,1
2019-05-11 07:45:00,1
2019-05-11 12:10:00,1
2019-05-12 05:41:00,1
2019-05-12 14:53:00,1
2019-05-13 09:04:00,1
2019-05-13 10:07:00,1
2019-05-14 00:57:00,1
2019-05-14 08:31:00,1
2019-05-14 09:09:00,1
2019-05-14 22:05:00,1
2019-05-15 23:15:00,1
2019-05-15 23:58:00,1
2019-05-16 00:42:00,1
2019-05-16 04:34:00,1
2019-05-16 16:27:00,1
2019-05-17 04:36:00,1
2019-05-17 05:01:00,1
2019-05-17 05:10:00,1
2019-05-17 14:33:00,1
2019-05-18 20:34:00,1
2019-05-18 21:23:00,1
2019-05-18 22:01:00,1
2019-05-19 11:16:00,1
2019-05-20 17:25:00,1
2019-05-20 19:35:00,1
2019-05-21 05:33:00,1
2019-05-21 06:55:00,1
2019-05-21 10:33:00,1
2019-05-21 12:26:00,1
2019-05-21 19:19:00,1
2019-05-22 09:23:00,1
2019-05-22 10:53:00,1
2019-05-23 04:23:00,1
2019-05-23 09:03:00,1
2019-05-23 10:00:00,1
2019-05-23 12:28:00,1
2019-05-23 13:33:00,1
2019-05-23 17:49:00,1
2019-05-23 23:41:00,1
2019-05-24 02:15:00,1
2019-05-24 08:56:00,1
2019-05-24 13:31:00,1
2019-05-24 21:20:00,1
2019-05-24 22:19:00,1
2019-05-24 23:40:00,1
2019-05-25 00:01:00,1
2019-05-25 07:31:00,1
2019-05-26 21:43:00,1
2019-05-27 12:41:00,1
2019-05-28 10:35:00,1
2019-05-29 03:03:00,1
2019-05-29 04:48:00,1
2019-05-29 13:02:00,1
2019-05-30 04:16:00,1
2019-05-30 16:08:00,1
2019-05-30 17:49:00,1
2019-05-30 23:28:00,1
2019-05-31 03:31:00,1
2019-05-31 17:58:00,1
2019-05-31 20:54:00,1
2019-06-01 19:43:00,1
2019-06-01 22:04:00,1
2019-06-03 08:28:00,1
2019-06-03 12:26:00,1
2019-06-04 14:46:00,1
2019-06-05 18:41:00,1
2019-06-06 07:30:00,1
2019-06-07 09:34:00,1
2019-06-07 15:19:00,1
2019-06-09 00:43:00,1
2019-06-10 21:05:00,1
2019-06-10 21:22:00,1
2019-06-11 00:56:00,1
2019-06-11 01:58:00,1
2019-06-11 02:07:00,1
2019-06-11 16:46:00,1
2019-06-11 17:26:00,1
2019-06-13 06:37:00,1
2019-06-13 06:39:00,1
2019-06-14 08:23:00,1
2019-06-15 00:01:00,1
2019-06-15 09:26:00,1
2019-06-15 11:41:00,1
2019-06-15 15:13:00,1
2019-06-16 02:23:00,1
2019-06-16 09:27:00,1
2019-06-16 14:42:00,1
2019-06-16 17:58:00,1
2019-06-17 09:52:00,1
2019-06-17 11:24:00,1
2019-06-18 11:50:00,1
2019-06-18 12:59:00,1
2019-06-18 13:12:00,1
2019-06-18 14:46:00,1
2019-06-19 12:45:00,1
2019-06-19 14:02:00,1
2019-06-20 00:01:00,1
2019-06-20 00:11:00,1
2019-06-20 03:54:00,1
2019-06-20 09:39:00,1
2019-06-21 00:52:00,1
2019-06-21 07:00:00,1
2019-06-22 14:21:00,1
2019-06-22 16:24:00,1
2019-06-23 15:56:00,1
2019-06-23 17:08:00,1
2019-06-23 18:02:00,1
2019-06-23 22:39:00,1
2019-06-24 12:48:00,1
2019-06-25 00:04:00,1
2019-06-25 08:58:00,1
2019-06-25 12:33:00,1
2019-06-25 16:18:00,1
2019-06-25 23:38:00,1
2019-06-27 03:06:00,1
2019-06-27 06:35:00,1
2019-06-27 10:41:00,1
2019-06-27 20:14:00,1
2019-06-28 03:41:00,1
2019-06-28 13:09:00,1
2019-06-29 03:07:00,1
2019-06-29 05:35:00,1
2019-06-29 16:46:00,1
2019-06-30 04:23:00,1
2019-07-01 01:41:00,1
2019-07-01 10:20:00,1
2019-07-01 21:26:00,1
2019-07-02 01:30:00,1
2019-07-02 15:17:00,1
2019-07-02 16:04:00,1
2019-07-02 19:02:00,1
2019-07-02 19:44:00,1
2019-07-03 10:16:00,1
2019-07-03 14:22:00,1
2019-07-04 09:57:00,1
2019-07-05 14:03:00,1
2019-07-06 02:15:00,1
2019-07-06 08:13:00,1
2019-07-07 02:04:00,1
2019-07-07 03:41:00,1
2019-07-07 22:03:00,1
2019-07-08 05:50:00,1
2019-07-08 12:54:00,1
2019-07-08 17:54:00,1
2019-07-08 19:06:00,1
2019-07-12 02:33:00,1
2019-07-12 03:33:00,1
2019-07-12 11:00:00,1
2019-07-12 19:14:00,1
2019-07-12 21:07:00,1
2019-07-13 03:26:00,1
2019-07-13 05:04:00,1
2019-07-14 02:25:00,1
2019-07-14 08:17:00,1
2019-07-14 09:56:00,1
2019-07-14 12:33:00,1
2019-07-14 13:57:00,1
2019-07-14 19:51:00,1
2019-07-16 04:42:00,1
2019-07-17 11:26:00,1
2019-07-18 04:56:00,1
2019-07-18 12:05:00,1
2019-07-19 00:38:00,1
2019-07-20 00:21:00,1
2019-07-20 00:37:00,1
2019-07-20 03:04:00,1
2019-07-20 04:47:00,1
2019-07-20 05:20:00,1
2019-07-20 05:30:00,1
2019-07-21 01:34:00,1
2019-07-21 02:14:00,1
2019-07-21 06:37:00,1
2019-07-21 06:54:00,1
2019-07-21 12:51:00,1
2019-07-22 01:59:00,1
2019-07-22 05:30:00,1
2019-07-22 08:06:00,1
2019-07-22 17:38:00,1
2019-07-23 10:08:00,1
2019-07-23 15:42:00,1
2019-07-24 02:10:00,1
2019-07-24 08:12:00,1
2019-07-25 05:12:00,1
2019-07-25 14:41:00,1
2019-07-25 19:51:00,1
2019-07-25 23:06:00,1
2019-07-26 08:57:00,1
2019-07-26 17:14:00,1
2019-07-26 17:28:00,1
2019-07-26 19:07:00,1
2019-07-28 00:20:00,1
2019-07-28 01:41:00,1
2019-07-28 08:47:00,1
2019-07-28 22:11:00,1
2019-07-29 13:04:00,1
2019-07-30 02:33:00,1
2019-07-30 03:08:00,1
2019-07-30 04:15:00,1
2019-07-30 13:24:00,1
2019-07-30 17:53:00,1
2019-07-30 18:12:00,1
2019-07-31 01:46:00,1
2019-08-01 00:27:00,1
2019-08-01 19:50:00,1
2019-08-02 00:37:00,1
2019-08-02 13:23:00,1
2019-08-02 18:17:00,1
2019-08-03 07:23:00,1
2019-08-04 21:48:00,1
2019-08-04 23:31:00,1
2019-08-05 04:22:00,1
2019-08-05 15:18:00,1
2019-08-05 20:31:00,1
2019-08-06 02:37:00,1
2019-08-08 16:26:00,1
2019-08-08 20:53:00,1
2019-08-09 14:59:00,1
2019-08-09 17:57:00,1
2019-08-11 01:16:00,1
2019-08-11 21:43:00,1
2019-08-12 01:20:00,1
2019-08-12 17:10:00,1
2019-08-12 20:43:00,1
2019-08-13 09:28:00,1
2019-08-13 17:07:00,1
2019-08-13 19:15:00,1
2019-08-14 10:57:00,1
2019-08-14 15:44:00,1
2019-08-14 22:47:00,1
2019-08-15 03:51:00,1
2019-08-16 07:06:00,1
2019-08-16 15:17:00,1
2019-08-16 23:39:00,1
2019-08-17 09:14:00,1
2019-08-18 12:02:00,1
2019-08-19 03:29:00,1
2019-08-19 04:52:00,1
2019-08-19 09:00:00,1
2019-08-20 23:05:00,1
2019-08-21 04:44:00,1
2019-08-22 07:39:00,1
2019-08-23 01:42:00,1
2019-08-23 03:03:00,1
2019-08-23 08:00:00,1
2019-08-23 10:40:00,1
2019-08-23 14:30:00,1
2019-08-23 20:23:00,1
2019-08-23 22:57:00,1
2019-08-25 01:06:00,1
2019-08-25 08:41:00,1
2019-08-26 04:19:00,1
2019-08-27 23:00:00,1
2019-08-28 00:24:00,1
2019-08-28 13:33:00,1
2019-08-28 14:16:00,1
2019-08-29 15:20:00,1
2019-08-30 05:28:00,1
2019-08-30 11:13:00,1
2019-08-30 13:11:00,1
2019-08-30 14:02:00,1
2019-08-31 04:56:00,1
2019-08-31 08:41:00,1
2019-08-31 18:49:00,1
2019-08-31 21:01:00,1
2019-09-01 04:32:00,1
2019-09-01 06:40:00,1
2019-09-01 07:56:00,1
2019-09-01 08:40:00,1
2019-09-01 17:08:00,1
2019-09-02 12:15:00,1
2019-09-02 18:23:00,1
2019-09-03 19:37:00,1
2019-09-05 06:05:00,1
2019-09-05 22:34:00,1
2019-09-05 23:02:00,1
2019-09-06 21:58:00,1
2019-09-07 06:01:00,1
2019-09-07 10:36:00,1
2019-09-07 17:42:00,1
2019-09-07 17:53:00,1
2019-09-08 01:00:00,1
2019-09-08 08:52:00,1
2019-09-08 11:48:00,1
2019-09-08 17:34:00,1
2019-09-09 12:21:00,1
2019-09-10 08:28:00,1
2019-09-11 19:04:00,1
2019-09-11 23:09:00,1
2019-09-12 07:41:00,1
2019-09-12 08:52:00,1
2019-09-12 09:14:00,1
2019-09-13 00:34:00,1
2019-09-13 05:09:00,1
2019-09-14 14:48:00,1
2019-09-14 17:55:00,1
2019-09-14 23:59:00,1
2019-09-15 06:25:00,1
2019-09-15 07:00:00,1
2019-09-15 08:03:00,1
2019-09-16 12:51:00,1
2019-09-17 03:10:00,1
2019-09-17 09:33:00,1
2019-09-17 12:34:00,1
2019-09-17 17:23:00,1
2019-09-18 12:25:00,1
2019-09-18 13:47:00,1
2019-09-18 14:19:00,1
2019-09-18 17:56:00,1
2019-09-18 19:28:00,1
2019-09-18 23:51:00,1
2019-09-19 02:47:00,1
2019-09-19 17:42:00,1
2019-09-19 18:34:00,1
2019-09-19 21:52:00,1
2019-09-20 00:56:00,1
2019-09-20 03:10:00,1
2019-09-20 06:22:00,1
2019-09-20 10:52:00,1
2019-09-21 07:48:00,1
2019-09-21 13:21:00,1
2019-09-22 01:48:00,1
2019-09-23 04:19:00,1
2019-09-23 06:01:00,1
2019-09-23 13:16:00,1
2019-09-24 00:12:00,1
2019-09-24 09:18:00,1
2019-09-25 06:16:00,1
2019-09-25 07:44:00,1
2019-09-26 03:56:00,1
2019-09-26 05:11:00,1
2019-09-26 06:16:00,1
2019-09-26 18:51:00,1
2019-09-27 08:22:00,1
2019-09-27 14:23:00,1
2019-09-27 23:57:00,1
2019-09-28 04:49:00,1
2019-09-28 12:09:00,1
2019-09-29 03:31:00,1
2019-09-29 19:13:00,1
2019-09-29 22:32:00,1
2019-09-29 23:40:00,1
2019-09-30 01:47:00,1
2019-09-30 07:53:00,1
2019-09-30 10:31:00,1
2019-10-01 03:15:00,1
2019-10-01 18:48:00,1
2019-10-01 23:26:00,1
2019-10-02 07:20:00,1
2019-10-02 09:51:00,1
2019-10-03 12:18:00,1
2019-10-03 16:52:00,1
2019-10-03 20:18:00,1
2019-10-03 21:39:00,1
2019-10-03 23:00:00,1
2019-10-04 01:04:00,1
2019-10-04 01:34:00,1
2019-10-04 13:42:00,1
2019-10-04 16:36:00,1
2019-10-07 04:01:00,1
2019-10-07 07:19:00,1
2019-10-07 21:01:00,1
2019-10-08 01:33:00,1
2019-10-08 03:45:00,1
2019-10-08 19:35:00,1
2019-10-08 19:50:00,1
2019-10-09 11:49:00,1
2019-10-09 17:24:00,1
2019-10-10 03:47:00,1
2019-10-10 07:17:00,1
2019-10-10 09:04:00,1
2019-10-10 14:14:00,1
2019-10-11 00:24:00,1
2019-10-11 04:27:00,1
2019-10-11 15:49:00,1
2019-10-12 03:06:00,1
2019-10-13 01:42:00,1
2019-10-13 12:59:00,1
2019-10-14 01:35:00,1
2019-10-14 03:18:00,1
2019-10-14 04:43:00,1
2019-10-14 05:02:00,1
2019-10-17 01:12:00,1
2019-10-17 05:12:00,1
2019-10-17 13:08:00,1
2019-10-17 19:35:00,1
2019-10-18 13:20:00,1
2019-10-18 15:20:00,1
2019-10-18 19:24:00,1
2019-10-19 09:55:00,1
2019-10-19 10:19:00,1
2019-10-19 16:07:00,1
2019-10-19 17:36:00,1
2019-10-20 04:31:00,1
2019-10-21 00:22:00,1
2019-10-21 02:37:00,1
2019-10-21 08:39:00,1
2019-10-21 09:14:00,1
2019-10-21 11:03:00,1
2019-10-21 13:03:00,1
2019-10-22 03:53:00,1
2019-10-22 06:24:00,1
2019-10-22 07:30:00,1
2019-10-22 10:07:00,1
2019-10-22 11:54:00,1
2019-10-22 14:21:00,1
2019-10-22 19:57:00,1
2019-10-22 20:00:00,1
2019-10-22 20:26:00,1
2019-10-22 21:01:00,1
2019-10-22 21:14:00,1
2019-10-22 21:33:00,1
2019-10-23 00:05:00,1
2019-10-23 00:13:00,1
2019-10-23 03:32:00,1
2019-10-23 08:10:00,1
2019-10-23 14:54:00,1
2019-10-23 21:39:00,1
2019-10-24 01:35:00,1
2019-10-24 09:47:00,1
2019-10-24 11:29:00,1
2019-10-24 13:50:00,1
2019-10-24 15:22:00,1
2019-10-24 16:29:00,1
2019-10-24 16:34:00,1
2019-10-24 20:21:00,1
2019-10-24 21:28:00,1
2019-10-24 21:38:00,1
2019-10-24 22:29:00,1
2019-10-25 00:13:00,1
2019-10-25 00:36:00,1
2019-10-25 00:45:00,1
2019-10-25 18:08:00,1
2019-10-25 18:52:00,1
2019-10-26 05:56:00,1
2019-10-26 18:03:00,1
2019-10-26 19:35:00,1
2019-10-27 10:09:00,1
2019-10-29 16:20:00,1
2019-10-30 10:03:00,1
2019-10-30 20:53:00,1
2019-10-30 23:45:00,1
2019-10-31 04:09:00,1
2019-11-01 03:34:00,1
2019-11-01 05:29:00,1
2019-11-01 09:26:00,1
2019-11-02 00:19:00,1
2019-11-02 00:53:00,1
2019-11-02 01:06:00,1
2019-11-02 07:07:00,1
2019-11-02 07:22:00,1
2019-11-02 10:49:00,1
2019-11-02 19:57:00,1
2019-11-02 20:59:00,1
2019-11-03 15:12:00,1
2019-11-04 14:01:00,1
2019-11-04 16:47:00,1
2019-11-05 05:55:00,1
2019-11-07 06:21:00,1
2019-11-08 19:18:00,1
2019-11-08 21:15:00,1
2019-11-09 06:59:00,1
2019-11-09 10:14:00,1
2019-11-09 16:42:00,1
2019-11-10 11:27:00,1
2019-11-10 13:37:00,1
2019-11-11 04:01:00,1
2019-11-12 15:10:00,1
2019-11-13 05:34:00,1
2019-11-13 19:18:00,1
2019-11-14 03:11:00,1
2019-11-14 06:11:00,1
2019-11-14 07:43:00,1
2019-11-14 09:36:00,1
2019-11-14 11:49:00,1
2019-11-14 15:19:00,1
2019-11-14 15:20:00,1
2019-11-14 15:21:00,4
2019-11-14 15:22:00,2
2019-11-14 15:46:00,1
2019-11-14 16:08:00,1
2019-11-14 16:45:00,1
2019-11-14 16:48:00,1
2019-11-14 18:44:00,1
2019-11-14 18:46:00,3
2019-11-14 18:51:00,1
2019-11-14 18:52:00,6
2019-11-14 19:30:00,1
2019-11-14 20:37:00,1
2019-11-15 02:53:00,1
2019-11-15 02:55:00,1
2019-11-15 04:16:00,1
2019-11-16 06:57:00,1
2019-11-16 07:14:00,1
2019-11-17 00:50:00,1
2019-11-17 17:15:00,1
2019-11-18 04:52:00,1
2019-11-18 08:54:00,1
2019-11-18 23:43:00,1
2019-11-19 18:15:00,1
2019-11-19 19:24:00,1
2019-11-20 04:47:00,1
2019-11-20 12:33:00,1
2019-11-20 15:43:00,1
2019-11-21 15:47:00,1
2019-11-21 20:09:00,1
2019-11-22 00:31:00,1
2019-11-22 08:57:00,1
2019-11-22 15:51:00,1
2019-11-22 18:41:00,1
2019-11-23 00:32:00,1
2019-11-23 05:46:00,1
2019-11-23 16:59:00,1
2019-11-24 19:10:00,1
2019-11-27 10:03:00,1
2019-11-27 12:52:00,1
2019-11-28 18:38:00,1
2019-11-29 02:46:00,1
2019-11-29 14:33:00,1
2019-11-30 02:49:00,1
2019-12-01 00:30:00,1
2019-12-01 02:24:00,1
2019-12-01 05:01:00,1
2019-12-01 08:40:00,1
2019-12-01 20:23:00,1
2019-12-03 01:09:00,1
2019-12-03 04:16:00,1
2019-12-03 08:08:00,1
2019-12-03 08:15:00,1
2019-12-03 08:28:00,1
2019-12-04 07:51:00,1
2019-12-04 09:22:00,1
2019-12-04 11:15:00,1
2019-12-04 11:28:00,1
2019-12-04 21:58:00,1
2019-12-04 23:21:00,1
2019-12-05 00:17:00,1
2019-12-05 01:07:00,1
2019-12-05 01:50:00,1
2019-12-05 03:02:00,1
2019-12-05 05:10:00,1
2019-12-05 11:02:00,1
2019-12-05 11:03:00,1
2019-12-05 11:06:00,1
2019-12-05 11:12:00,1
2019-12-05 15:38:00,1
2019-12-05 19:11:00,1
2019-12-05 21:03:00,1
2019-12-05 21:04:00,1
2019-12-05 21:06:00,1
2019-12-06 07:38:00,1
2019-12-06 11:53:00,1
2019-12-06 13:55:00,1
2019-12-06 19:46:00,1
2019-12-06 21:47:00,1
2019-12-06 23:55:00,1
2019-12-07 21:37:00,1
2019-12-09 02:48:00,1
2019-12-09 07:19:00,1
2019-12-09 21:43:00,1
2019-12-10 12:26:00,1
2019-12-10 13:47:00,1
2019-12-11 10:40:00,1
2019-12-11 18:57:00,1
2019-12-12 00:48:00,1
2019-12-12 02:31:00,1
2019-12-12 06:48:00,1
2019-12-12 15:06:00,1
2019-12-13 10:30:00,1
2019-12-13 12:31:00,1
2019-12-13 13:33:00,1
2019-12-13 13:50:00,1
2019-12-14 04:35:00,1
2019-12-14 10:31:00,1
2019-12-14 13:38:00,1
2019-12-14 13:41:00,1
2019-12-14 13:42:00,1
2019-12-14 13:48:00,2
2019-12-14 13:50:00,1
2019-12-15 15:32:00,1
2019-12-16 22:54:00,1
2019-12-17 00:26:00,1
2019-12-18 01:02:00,1
2019-12-18 01:30:00,1
2019-12-18 09:20:00,1
2019-12-18 10:57:00,1
2019-12-18 13:54:00,1
2019-12-18 14:59:00,1
2019-12-19 20:09:00,1
2019-12-20 09:10:00,1
2019-12-20 17:24:00,1
2019-12-21 05:01:00,1
2019-12-21 09:01:00,1
2019-12-21 09:32:00,1
2019-12-22 04:26:00,1
2019-12-22 06:50:00,2
2019-12-22 14:09:00,1
2019-12-22 15:22:00,1
2019-12-23 08:55:00,1
2019-12-23 21:57:00,1
2019-12-23 23:50:00,1
2019-12-24 03:26:00,1
2019-12-25 02:14:00,1
2019-12-25 05:08:00,1
2019-12-25 05:50:00,1
2019-12-26 03:14:00,1
2019-12-26 15:23:00,1
2019-12-26 18:23:00,1
2019-12-27 07:27:00,1
2019-12-27 13:17:00,1
2019-12-27 17:32:00,1
2019-12-28 23:54:00,1
2019-12-29 01:28:00,1
2019-12-29 06:54:00,1
