1131,"SELECT TOP # r.run, r.rerun, f.camCol, f.field, p.objID, p.ra, p.dec, p.modelMag_r, f.psfWidth_r FROM PhotoTag AS p JOIN Field AS f ON f.fieldid = p.fieldid JOIN Run AS r ON f.run = r.run WHERE mode = # and f.psfWidth_r > # and p.modelMag_r < #. and r.stripe = #"
2019-02-14 13:20:00,1
2019-02-16 10:19:00,1
2019-02-16 13:58:00,1
2019-02-16 18:13:00,1
2019-02-16 20:42:00,1
2019-02-17 06:32:00,1
2019-02-17 17:41:00,1
2019-02-18 00:10:00,1
2019-02-18 03:04:00,1
2019-02-18 07:16:00,1
2019-02-18 23:15:00,1
2019-02-19 21:16:00,1
2019-02-20 01:58:00,1
2019-02-21 12:54:00,1
2019-02-22 12:06:00,1
2019-02-24 11:50:00,1
2019-02-24 13:14:00,1
2019-02-24 17:45:00,1
2019-02-25 04:31:00,1
2019-02-25 10:30:00,1
2019-02-25 17:57:00,1
2019-02-26 01:18:00,1
2019-02-26 01:44:00,1
2019-02-26 04:40:00,1
2019-02-26 15:58:00,1
2019-02-27 18:58:00,1
2019-02-27 19:46:00,1
2019-02-27 22:21:00,1
2019-02-28 01:40:00,1
2019-02-28 03:29:00,1
2019-02-28 07:54:00,1
2019-03-01 00:50:00,1
2019-03-01 01:11:00,1
2019-03-01 01:44:00,1
2019-03-01 03:07:00,1
2019-03-01 10:05:00,1
2019-03-01 11:14:00,1
2019-03-01 12:54:00,1
2019-03-01 18:13:00,1
2019-03-01 21:11:00,1
2019-03-01 22:29:00,1
2019-03-02 02:05:00,1
2019-03-02 11:58:00,1
2019-03-02 15:46:00,1
2019-03-02 19:19:00,1
2019-03-02 22:35:00,1
2019-03-03 02:16:00,1
2019-03-03 05:19:00,1
2019-03-03 06:42:00,1
2019-03-03 09:14:00,1
2019-03-03 11:01:00,1
2019-03-04 16:03:00,1
2019-03-04 22:45:00,1
2019-03-05 07:26:00,1
2019-03-05 08:52:00,1
2019-03-06 08:48:00,1
2019-03-06 13:45:00,1
2019-03-06 15:53:00,1
2019-03-06 20:29:00,1
2019-03-06 20:49:00,1
2019-03-07 10:53:00,1
2019-03-08 11:07:00,1
2019-03-08 12:34:00,1
2019-03-08 14:25:00,1
2019-03-08 20:28:00,1
2019-03-08 22:24:00,1
2019-03-09 01:35:00,1
2019-03-09 01:55:00,1
2019-03-09 07:27:00,1
2019-03-09 09:25:00,1
2019-03-10 01:44:00,1
2019-03-10 18:10:00,1
2019-03-11 01:40:00,1
2019-03-11 02:05:00,1
2019-03-11 07:50:00,1
2019-03-11 15:26:00,1
2019-03-11 16:42:00,1
2019-03-11 21:25:00,1
2019-03-11 23:10:00,1
2019-03-12 04:49:00,1
2019-03-12 20:27:00,1
2019-03-13 02:46:00,1
2019-03-14 06:15:00,1
2019-03-14 06:19:00,2
2019-03-14 10:13:00,1
2019-03-15 01:28:00,1
2019-03-15 02:47:00,1
2019-03-15 03:31:00,1
2019-03-15 13:22:00,1
2019-03-15 17:10:00,1
2019-03-15 17:24:00,1
2019-03-16 05:55:00,1
2019-03-16 12:35:00,1
2019-03-16 22:04:00,1
2019-03-17 12:42:00,1
2019-03-17 18:47:00,1
2019-03-17 21:50:00,1
2019-03-17 22:18:00,1
2019-03-18 14:07:00,1
2019-03-19 06:44:00,1
2019-03-19 10:33:00,1
2019-03-19 13:41:00,2
2019-03-19 17:28:00,1
2019-03-20 12:59:00,1
2019-03-21 01:24:00,1
2019-03-21 16:38:00,1
2019-03-23 15:38:00,1
2019-03-24 20:13:00,1
2019-03-24 22:21:00,1
2019-03-24 23:36:00,1
2019-03-25 01:23:00,1
2019-03-25 04:53:00,1
2019-03-25 05:03:00,1
2019-03-25 07:44:00,1
2019-03-25 09:28:00,2
2019-03-25 10:46:00,1
2019-03-26 08:50:00,1
2019-03-26 09:51:00,1
2019-03-26 13:52:00,1
2019-03-26 20:25:00,1
2019-03-26 20:55:00,1
2019-03-27 17:03:00,1
2019-03-27 18:53:00,1
2019-03-28 16:13:00,1
2019-03-28 17:51:00,1
2019-03-28 18:51:00,1
2019-03-28 19:54:00,1
2019-03-28 22:14:00,1
2019-03-29 23:53:00,1
2019-03-30 01:06:00,1
2019-03-30 08:57:00,1
2019-03-31 12:44:00,1
2019-03-31 20:07:00,1
2019-04-01 02:51:00,1
2019-04-01 06:21:00,1
2019-04-01 18:23:00,1
2019-04-01 19:16:00,1
2019-04-01 20:22:00,1
2019-04-01 22:15:00,1
2019-04-02 01:20:00,1
2019-04-02 07:56:00,1
2019-04-02 09:58:00,1
2019-04-03 04:49:00,1
2019-04-03 18:52:00,1
2019-04-04 12:46:00,1
2019-04-05 01:56:00,1
2019-04-05 08:41:00,1
2019-04-05 14:51:00,1
2019-04-05 19:05:00,1
2019-04-05 20:29:00,1
2019-04-05 20:30:00,1
2019-04-05 23:13:00,1
2019-04-06 03:00:00,1
2019-04-07 14:37:00,1
2019-04-07 14:41:00,1
2019-04-08 15:31:00,1
2019-04-08 18:46:00,1
2019-04-09 02:50:00,1
2019-04-09 07:08:00,1
2019-04-09 08:22:00,1
2019-04-09 12:24:00,1
2019-04-09 17:47:00,1
2019-04-09 21:13:00,1
2019-04-09 21:19:00,1
2019-04-09 21:20:00,1
2019-04-10 00:35:00,1
2019-04-10 13:42:00,2
2019-04-11 02:49:00,1
2019-04-13 05:28:00,1
2019-04-13 14:44:00,1
2019-04-14 11:47:00,1
2019-04-14 15:52:00,1
2019-04-15 12:11:00,1
2019-04-15 21:53:00,1
2019-04-16 06:52:00,1
2019-04-16 07:40:00,1
2019-04-16 08:40:00,1
2019-04-16 08:41:00,1
2019-04-16 10:08:00,1
2019-04-16 18:40:00,1
2019-04-17 02:43:00,1
2019-04-17 09:44:00,1
2019-04-17 11:46:00,1
2019-04-17 20:42:00,1
2019-04-18 05:34:00,1
2019-04-18 08:50:00,1
2019-04-18 09:06:00,1
2019-04-18 14:03:00,1
2019-04-18 21:10:00,1
2019-04-18 21:53:00,1
2019-04-18 23:29:00,1
2019-04-19 00:35:00,1
2019-04-19 01:36:00,1
2019-04-19 09:56:00,1
2019-04-19 19:05:00,1
2019-04-19 23:06:00,1
2019-04-20 20:31:00,1
2019-04-22 08:55:00,1
2019-04-22 13:46:00,1
2019-04-22 16:43:00,1
2019-04-22 22:18:00,1
2019-04-23 02:23:00,1
2019-04-23 10:05:00,1
2019-04-23 23:17:00,1
2019-04-24 11:42:00,6
2019-04-24 11:43:00,1
2019-04-24 11:44:00,1
2019-04-24 11:46:00,1
2019-04-24 11:50:00,1
2019-04-24 11:53:00,1
2019-04-24 21:27:00,1
2019-04-25 01:33:00,1
2019-04-25 13:11:00,1
2019-04-25 15:19:00,1
2019-04-25 16:59:00,1
2019-04-27 04:30:00,1
2019-04-27 06:42:00,1
2019-04-27 18:23:00,1
2019-04-28 02:46:00,1
2019-04-28 02:55:00,1
2019-04-28 05:50:00,1
2019-04-28 09:12:00,1
2019-04-28 11:36:00,1
2019-04-28 13:27:00,1
2019-04-30 00:59:00,1
2019-04-30 04:47:00,1
2019-04-30 09:25:00,1
2019-04-30 09:48:00,1
2019-04-30 18:06:00,1
2019-05-01 03:04:00,1
2019-05-01 04:05:00,1
2019-05-01 14:45:00,1
2019-05-02 10:56:00,1
2019-05-02 17:38:00,1
2019-05-03 04:39:00,1
2019-05-03 04:40:00,1
2019-05-03 14:46:00,1
2019-05-03 17:25:00,1
2019-05-03 23:24:00,1
2019-05-05 01:14:00,1
2019-05-06 07:05:00,1
2019-05-06 07:59:00,1
2019-05-06 09:04:00,1
2019-05-06 14:48:00,1
2019-05-06 19:27:00,1
2019-05-07 13:21:00,1
2019-05-07 13:22:00,1
2019-05-07 13:42:00,2
2019-05-07 13:57:00,1
2019-05-08 01:56:00,1
2019-05-08 06:53:00,1
2019-05-08 20:17:00,1
2019-05-09 07:54:00,1
2019-05-10 01:25:00,1
2019-05-10 11:54:00,1
2019-05-10 16:22:00,1
2019-05-11 05:15:00,1
2019-05-11 06:44:00,1
2019-05-12 12:26:00,1
2019-05-13 02:30:00,1
2019-05-13 08:33:00,1
2019-05-13 14:13:00,1
2019-05-13 14:15:00,1
2019-05-13 22:20:00,1
2019-05-13 23:22:00,1
2019-05-14 07:34:00,1
2019-05-14 14:20:00,1
2019-05-14 14:29:00,1
2019-05-14 17:24:00,1
2019-05-14 19:38:00,1
2019-05-15 22:19:00,1
2019-05-15 23:54:00,1
2019-05-15 23:55:00,1
2019-05-16 00:40:00,1
2019-05-16 16:27:00,1
2019-05-17 03:53:00,1
2019-05-17 04:16:00,1
2019-05-17 04:28:00,1
2019-05-17 05:40:00,1
2019-05-18 20:32:00,1
2019-05-18 21:20:00,1
2019-05-18 21:57:00,1
2019-05-19 04:16:00,1
2019-05-19 10:21:00,1
2019-05-19 23:31:00,1
2019-05-20 05:21:00,1
2019-05-20 17:14:00,1
2019-05-20 18:31:00,1
2019-05-21 02:32:00,1
2019-05-21 02:34:00,1
2019-05-21 03:21:00,1
2019-05-21 08:34:00,1
2019-05-21 10:12:00,1
2019-05-22 09:03:00,1
2019-05-22 15:38:00,1
2019-05-22 22:32:00,1
2019-05-23 04:23:00,1
2019-05-23 06:23:00,1
2019-05-23 09:58:00,1
2019-05-23 12:20:00,1
2019-05-23 13:29:00,1
2019-05-23 16:54:00,1
2019-05-24 02:11:00,1
2019-05-24 05:53:00,1
2019-05-24 08:54:00,1
2019-05-24 13:29:00,1
2019-05-24 15:01:00,1
2019-05-24 17:26:00,1
2019-05-24 19:49:00,1
2019-05-24 20:22:00,1
2019-05-24 23:56:00,1
2019-05-25 02:29:00,1
2019-05-26 04:06:00,1
2019-05-26 21:23:00,1
2019-05-27 04:11:00,1
2019-05-27 12:06:00,1
2019-05-28 20:37:00,1
2019-05-29 03:55:00,1
2019-05-29 05:58:00,1
2019-05-29 12:05:00,1
2019-05-29 15:46:00,1
2019-05-30 00:04:00,1
2019-05-30 02:44:00,1
2019-05-30 16:02:00,1
2019-05-30 21:08:00,1
2019-05-31 01:15:00,1
2019-06-01 00:37:00,1
2019-06-02 21:56:00,1
2019-06-03 01:51:00,1
2019-06-03 03:13:00,1
2019-06-04 08:09:00,1
2019-06-05 17:40:00,1
2019-06-06 02:57:00,1
2019-06-06 07:22:00,1
2019-06-06 11:34:00,1
2019-06-06 20:21:00,1
2019-06-07 14:20:00,1
2019-06-07 22:41:00,1
2019-06-08 15:24:00,1
2019-06-10 18:54:00,1
2019-06-10 21:02:00,1
2019-06-10 21:19:00,1
2019-06-11 00:04:00,1
2019-06-11 01:04:00,1
2019-06-11 02:04:00,1
2019-06-11 05:36:00,1
2019-06-11 14:55:00,1
2019-06-11 16:25:00,1
2019-06-12 15:09:00,1
2019-06-12 15:14:00,1
2019-06-13 04:00:00,1
2019-06-14 01:11:00,1
2019-06-14 05:53:00,1
2019-06-14 14:21:00,1
2019-06-14 22:19:00,1
2019-06-15 09:20:00,1
2019-06-15 09:33:00,1
2019-06-15 11:37:00,1
2019-06-15 15:01:00,1
2019-06-16 16:52:00,1
2019-06-16 19:01:00,1
2019-06-17 06:09:00,1
2019-06-17 08:46:00,1
2019-06-17 09:50:00,1
2019-06-17 11:31:00,1
2019-06-17 12:32:00,1
2019-06-18 02:47:00,1
2019-06-18 11:40:00,1
2019-06-18 11:41:00,1
2019-06-18 13:06:00,1
2019-06-18 14:39:00,1
2019-06-18 15:36:00,1
2019-06-18 17:36:00,1
2019-06-19 11:39:00,1
2019-06-19 13:15:00,1
2019-06-20 00:08:00,1
2019-06-20 03:48:00,1
2019-06-21 00:48:00,1
2019-06-21 05:45:00,1
2019-06-21 06:33:00,1
2019-06-21 07:38:00,1
2019-06-22 01:02:00,1
2019-06-22 03:34:00,1
2019-06-23 03:30:00,1
2019-06-23 03:32:00,1
2019-06-23 04:44:00,1
2019-06-23 08:20:00,1
2019-06-23 12:00:00,1
2019-06-23 15:50:00,1
2019-06-23 17:06:00,1
2019-06-23 20:33:00,1
2019-06-24 11:59:00,1
2019-06-24 15:26:00,1
2019-06-25 02:38:00,1
2019-06-25 08:31:00,1
2019-06-25 08:50:00,1
2019-06-25 12:25:00,1
2019-06-25 15:58:00,1
2019-06-25 22:32:00,1
2019-06-25 23:58:00,1
2019-06-26 04:29:00,1
2019-06-27 01:53:00,1
2019-06-27 08:29:00,1
2019-06-27 20:10:00,1
2019-06-28 03:34:00,1
2019-06-28 05:59:00,1
2019-06-28 06:14:00,1
2019-06-28 12:01:00,1
2019-06-28 12:21:00,1
2019-06-28 20:37:00,1
2019-06-29 05:33:00,1
2019-06-29 09:44:00,1
2019-06-29 14:19:00,1
2019-06-29 18:25:00,1
2019-06-30 12:12:00,1
2019-06-30 23:03:00,1
2019-07-01 08:05:00,1
2019-07-01 09:53:00,1
2019-07-01 21:24:00,1
2019-07-02 01:26:00,1
2019-07-02 14:29:00,1
2019-07-02 15:14:00,1
2019-07-02 17:28:00,1
2019-07-02 17:58:00,1
2019-07-02 19:40:00,1
2019-07-03 09:09:00,1
2019-07-03 13:48:00,1
2019-07-03 14:19:00,1
2019-07-04 05:49:00,1
2019-07-05 12:20:00,1
2019-07-05 22:04:00,1
2019-07-05 22:29:00,1
2019-07-05 22:47:00,1
2019-07-06 07:49:00,1
2019-07-06 23:37:00,1
2019-07-07 08:17:00,1
2019-07-07 10:33:00,1
2019-07-07 13:18:00,1
2019-07-08 01:59:00,1
2019-07-08 04:48:00,1
2019-07-08 12:33:00,1
2019-07-08 17:03:00,1
2019-07-09 01:29:00,1
2019-07-09 01:44:00,1
2019-07-10 08:05:00,1
2019-07-12 01:49:00,1
2019-07-12 02:38:00,1
2019-07-12 10:10:00,1
2019-07-12 15:44:00,1
2019-07-12 17:15:00,1
2019-07-12 19:09:00,1
2019-07-13 04:13:00,1
2019-07-13 04:17:00,1
2019-07-14 01:27:00,1
2019-07-14 01:59:00,1
2019-07-14 06:15:00,1
2019-07-14 07:40:00,1
2019-07-14 08:31:00,1
2019-07-14 17:28:00,1
2019-07-14 19:37:00,1
2019-07-14 21:11:00,1
2019-07-15 18:33:00,1
2019-07-16 15:57:00,1
2019-07-17 05:43:00,1
2019-07-17 10:32:00,1
2019-07-18 09:43:00,1
2019-07-18 21:23:00,1
2019-07-18 23:13:00,1
2019-07-19 22:05:00,1
2019-07-19 23:15:00,1
2019-07-20 00:17:00,1
2019-07-20 03:52:00,1
2019-07-20 04:19:00,1
2019-07-20 05:25:00,1
2019-07-20 16:16:00,1
2019-07-20 17:08:00,1
2019-07-21 06:50:00,1
2019-07-21 08:44:00,1
2019-07-21 18:01:00,1
2019-07-22 05:25:00,1
2019-07-22 16:26:00,1
2019-07-23 15:03:00,1
2019-07-24 02:05:00,1
2019-07-24 08:06:00,1
2019-07-24 21:00:00,1
2019-07-24 21:59:00,1
2019-07-25 05:07:00,1
2019-07-25 07:00:00,1
2019-07-25 10:36:00,1
2019-07-25 11:12:00,1
2019-07-25 15:48:00,1
2019-07-25 23:02:00,1
2019-07-26 05:12:00,1
2019-07-26 21:35:00,1
2019-07-26 23:15:00,1
2019-07-27 01:47:00,1
2019-07-27 17:42:00,1
2019-07-27 20:17:00,1
2019-07-28 05:22:00,1
2019-07-28 07:50:00,1
2019-07-28 08:34:00,1
2019-07-28 19:47:00,1
2019-07-29 21:25:00,1
2019-07-30 01:39:00,1
2019-07-30 02:10:00,1
2019-07-30 08:39:00,1
2019-07-30 13:02:00,1
2019-07-30 21:43:00,1
2019-07-31 02:56:00,1
2019-07-31 08:58:00,1
2019-07-31 13:08:00,1
2019-07-31 13:45:00,1
2019-08-02 02:29:00,1
2019-08-02 04:21:00,1
2019-08-02 06:23:00,1
2019-08-02 15:24:00,1
2019-08-02 18:51:00,1
2019-08-03 02:06:00,1
2019-08-04 20:54:00,1
2019-08-04 21:13:00,1
2019-08-05 03:23:00,1
2019-08-05 14:23:00,1
2019-08-05 20:27:00,1
2019-08-06 02:36:00,1
2019-08-06 21:22:00,1
2019-08-06 22:02:00,1
2019-08-07 01:14:00,1
2019-08-08 18:09:00,1
2019-08-09 00:49:00,1
2019-08-09 14:51:00,1
2019-08-09 17:46:00,1
2019-08-09 19:54:00,1
2019-08-10 20:21:00,1
2019-08-10 23:45:00,1
2019-08-11 19:37:00,1
2019-08-12 14:51:00,1
2019-08-12 16:09:00,1
2019-08-12 18:49:00,1
2019-08-13 09:58:00,1
2019-08-13 13:55:00,1
2019-08-13 14:46:00,1
2019-08-13 14:59:00,1
2019-08-13 18:56:00,1
2019-08-14 15:46:00,1
2019-08-14 22:43:00,1
2019-08-15 03:45:00,1
2019-08-15 20:25:00,1
2019-08-16 07:03:00,1
2019-08-16 11:40:00,1
2019-08-16 16:54:00,1
2019-08-16 23:25:00,1
2019-08-17 09:10:00,1
2019-08-17 09:41:00,1
2019-08-17 23:33:00,1
2019-08-20 08:30:00,1
2019-08-20 23:01:00,1
2019-08-21 03:19:00,1
2019-08-21 04:39:00,1
2019-08-21 04:50:00,1
2019-08-21 13:56:00,1
2019-08-22 07:35:00,1
2019-08-22 14:25:00,1
2019-08-22 21:47:00,1
2019-08-23 01:39:00,1
2019-08-23 07:55:00,1
2019-08-23 12:53:00,1
2019-08-23 14:23:00,1
2019-08-24 04:11:00,1
2019-08-24 12:32:00,1
2019-08-25 00:42:00,1
2019-08-25 03:18:00,1
2019-08-25 05:40:00,1
2019-08-25 17:58:00,1
2019-08-25 22:18:00,1
2019-08-27 21:56:00,1
2019-08-27 23:19:00,1
2019-08-28 05:46:00,1
2019-08-28 10:43:00,1
2019-08-29 00:52:00,1
2019-08-30 00:58:00,1
2019-08-30 04:34:00,1
2019-08-30 09:56:00,1
2019-08-30 11:09:00,1
2019-08-30 14:00:00,1
2019-08-31 05:46:00,1
2019-08-31 13:07:00,1
2019-08-31 15:49:00,1
2019-09-01 04:25:00,1
2019-09-01 06:57:00,1
2019-09-01 07:46:00,1
2019-09-01 14:07:00,1
2019-09-02 03:14:00,1
2019-09-02 09:04:00,1
2019-09-02 10:39:00,1
2019-09-02 13:05:00,1
2019-09-02 18:17:00,1
2019-09-03 15:35:00,1
2019-09-04 10:22:00,1
2019-09-05 05:19:00,1
2019-09-05 22:29:00,1
2019-09-05 22:42:00,1
2019-09-05 22:49:00,1
2019-09-06 21:52:00,1
2019-09-07 10:29:00,1
2019-09-07 16:52:00,1
2019-09-07 17:48:00,1
2019-09-08 06:15:00,1
2019-09-08 09:32:00,1
2019-09-08 15:06:00,1
2019-09-08 20:21:00,1
2019-09-09 15:05:00,1
2019-09-10 04:52:00,1
2019-09-10 07:16:00,1
2019-09-10 12:15:00,1
2019-09-10 12:17:00,2
2019-09-11 12:07:00,1
2019-09-11 21:42:00,1
2019-09-12 06:45:00,1
2019-09-12 07:45:00,1
2019-09-12 16:35:00,1
2019-09-13 00:28:00,1
2019-09-13 05:04:00,1
2019-09-13 07:14:00,1
2019-09-13 22:47:00,1
2019-09-14 17:54:00,1
2019-09-14 21:21:00,2
2019-09-14 23:55:00,1
2019-09-15 05:44:00,1
2019-09-15 08:02:00,1
2019-09-15 13:02:00,1
2019-09-16 12:44:00,1
2019-09-17 02:19:00,1
2019-09-17 10:11:00,1
2019-09-17 14:13:00,1
2019-09-18 10:49:00,1
2019-09-18 12:57:00,1
2019-09-18 13:20:00,1
2019-09-18 13:28:00,1
2019-09-18 18:26:00,1
2019-09-18 21:10:00,1
2019-09-19 00:19:00,1
2019-09-19 04:07:00,1
2019-09-19 05:45:00,1
2019-09-19 08:22:00,1
2019-09-19 14:53:00,1
2019-09-19 23:51:00,1
2019-09-20 00:25:00,1
2019-09-20 01:03:00,1
2019-09-20 03:25:00,1
2019-09-20 08:46:00,1
2019-09-20 13:38:00,1
2019-09-20 22:03:00,1
2019-09-20 22:58:00,1
2019-09-21 12:20:00,1
2019-09-21 13:06:00,1
2019-09-21 23:51:00,1
2019-09-22 00:15:00,1
2019-09-22 06:21:00,1
2019-09-23 04:14:00,1
2019-09-23 04:22:00,1
2019-09-23 05:09:00,1
2019-09-23 18:19:00,1
2019-09-23 22:34:00,1
2019-09-24 12:57:00,1
2019-09-24 19:36:00,1
2019-09-25 03:22:00,1
2019-09-25 03:23:00,1
2019-09-25 06:08:00,1
2019-09-25 07:12:00,1
2019-09-25 19:21:00,1
2019-09-26 01:10:00,1
2019-09-26 04:15:00,1
2019-09-26 05:20:00,1
2019-09-26 18:46:00,1
2019-09-27 04:27:00,1
2019-09-27 10:56:00,1
2019-09-27 14:19:00,1
2019-09-27 23:53:00,1
2019-09-28 04:43:00,1
2019-09-28 14:43:00,1
2019-09-28 22:26:00,1
2019-09-29 03:49:00,1
2019-09-29 18:34:00,1
2019-09-29 21:38:00,1
2019-09-29 22:43:00,1
2019-09-30 01:44:00,1
2019-09-30 02:10:00,2
2019-09-30 07:48:00,1
2019-09-30 10:25:00,1
2019-09-30 18:41:00,1
2019-10-01 07:06:00,1
2019-10-01 12:49:00,1
2019-10-01 18:27:00,1
2019-10-02 06:07:00,1
2019-10-02 08:16:00,1
2019-10-02 08:57:00,1
2019-10-03 14:24:00,1
2019-10-03 17:59:00,1
2019-10-03 20:46:00,1
2019-10-04 07:34:00,1
2019-10-04 08:52:00,1
2019-10-04 10:50:00,1
2019-10-04 16:27:00,1
2019-10-05 04:56:00,1
2019-10-06 04:24:00,1
2019-10-07 06:27:00,1
2019-10-07 09:41:00,1
2019-10-08 01:27:00,1
2019-10-08 02:45:00,1
2019-10-08 19:42:00,1
2019-10-09 01:48:00,1
2019-10-09 10:55:00,1
2019-10-09 16:22:00,1
2019-10-10 04:58:00,1
2019-10-10 07:56:00,1
2019-10-11 02:09:00,1
2019-10-11 19:17:00,1
2019-10-12 08:25:00,1
2019-10-13 01:53:00,1
2019-10-13 10:39:00,1
2019-10-13 12:10:00,1
2019-10-13 20:00:00,1
2019-10-14 00:21:00,1
2019-10-14 02:45:00,1
2019-10-14 12:44:00,1
2019-10-15 15:26:00,1
2019-10-15 16:02:00,1
2019-10-16 06:50:00,1
2019-10-16 12:03:00,1
2019-10-16 22:25:00,1
2019-10-16 23:02:00,1
2019-10-17 11:55:00,1
2019-10-17 16:41:00,1
2019-10-18 14:00:00,1
2019-10-18 17:16:00,1
2019-10-18 17:40:00,1
2019-10-19 09:47:00,1
2019-10-19 10:40:00,1
2019-10-19 17:32:00,1
2019-10-21 00:16:00,1
2019-10-21 02:30:00,1
2019-10-21 07:15:00,1
2019-10-21 15:02:00,1
2019-10-21 19:23:00,1
2019-10-21 19:52:00,1
2019-10-22 03:48:00,1
2019-10-22 04:34:00,1
2019-10-22 05:24:00,1
2019-10-22 06:43:00,1
2019-10-22 10:01:00,1
2019-10-22 17:12:00,1
2019-10-22 19:09:00,1
2019-10-22 20:06:00,1
2019-10-22 20:21:00,1
2019-10-22 20:58:00,1
2019-10-22 21:09:00,1
2019-10-22 21:11:00,1
2019-10-22 21:30:00,1
2019-10-23 00:09:00,1
2019-10-23 14:48:00,1
2019-10-23 20:01:00,1
2019-10-23 20:22:00,1
2019-10-24 09:42:00,1
2019-10-24 11:25:00,1
2019-10-24 12:56:00,1
2019-10-24 13:25:00,1
2019-10-24 13:56:00,1
2019-10-24 14:56:00,1
2019-10-24 15:36:00,1
2019-10-24 16:30:00,1
2019-10-24 21:26:00,1
2019-10-24 21:37:00,1
2019-10-25 00:12:00,1
2019-10-25 00:35:00,1
2019-10-25 00:43:00,1
2019-10-26 01:59:00,1
2019-10-26 04:29:00,1
2019-10-26 18:02:00,1
2019-10-26 19:34:00,1
2019-10-26 22:01:00,1
2019-10-27 10:08:00,1
2019-10-27 14:53:00,1
2019-10-28 01:44:00,1
2019-10-29 16:31:00,1
2019-10-30 02:25:00,1
2019-10-30 09:57:00,1
2019-10-30 20:51:00,1
2019-10-30 23:41:00,1
2019-10-31 00:45:00,1
2019-10-31 04:04:00,1
2019-10-31 19:02:00,1
2019-10-31 19:03:00,1
2019-11-01 05:25:00,1
2019-11-01 07:01:00,1
2019-11-01 23:01:00,1
2019-11-02 00:59:00,1
2019-11-02 02:49:00,1
2019-11-02 03:45:00,1
2019-11-02 07:02:00,1
2019-11-02 07:43:00,1
2019-11-02 21:34:00,1
2019-11-03 17:11:00,1
2019-11-04 09:20:00,1
