2265,SELECT #
2019-01-24 13:30:00,1
2019-01-25 12:21:00,1
2019-01-25 12:31:00,1
2019-01-25 12:32:00,1
2019-01-25 12:38:00,1
2019-01-27 12:09:00,1
2019-01-28 15:14:00,1
2019-01-28 15:17:00,1
2019-01-28 15:35:00,1
2019-01-31 10:40:00,1
2019-01-31 18:36:00,1
2019-01-31 18:37:00,1
2019-01-31 18:39:00,1
2019-01-31 18:40:00,1
2019-01-31 19:02:00,1
2019-02-01 04:58:00,1
2019-02-01 06:08:00,1
2019-02-01 06:16:00,1
2019-02-01 06:25:00,1
2019-02-01 13:15:00,1
2019-02-03 10:44:00,1
2019-02-03 12:11:00,1
2019-02-03 12:40:00,1
2019-02-03 14:41:00,1
2019-02-04 07:06:00,1
2019-02-04 11:00:00,1
2019-02-04 11:04:00,1
2019-02-04 11:47:00,1
2019-02-04 11:51:00,1
2019-02-04 11:59:00,1
2019-02-04 12:51:00,1
2019-02-04 12:52:00,1
2019-02-04 13:18:00,1
2019-02-04 13:22:00,1
2019-02-05 11:27:00,1
2019-02-05 12:07:00,1
2019-02-06 14:28:00,1
2019-02-07 05:00:00,1
2019-02-07 05:51:00,1
2019-02-07 06:07:00,1
2019-02-07 15:15:00,1
2019-02-08 00:28:00,1
2019-02-08 00:30:00,1
2019-02-08 00:35:00,1
2019-02-08 11:14:00,1
2019-02-09 00:34:00,1
2019-02-09 00:39:00,1
2019-02-10 15:49:00,1
2019-02-11 04:08:00,1
2019-02-11 04:09:00,1
2019-02-11 04:13:00,1
2019-02-11 04:15:00,1
2019-02-11 04:31:00,1
2019-02-11 04:32:00,1
2019-02-11 11:02:00,1
2019-02-11 11:03:00,1
2019-02-11 11:05:00,1
2019-02-11 12:33:00,1
2019-02-11 15:28:00,1
2019-02-11 16:51:00,1
2019-02-11 16:58:00,1
2019-02-11 17:54:00,1
2019-02-12 00:14:00,1
2019-02-12 10:54:00,1
2019-02-12 11:36:00,1
2019-02-12 11:39:00,1
2019-02-12 11:42:00,2
2019-02-12 11:43:00,1
2019-02-12 11:44:00,1
2019-02-12 11:45:00,1
2019-02-12 11:46:00,2
2019-02-12 11:48:00,1
2019-02-12 11:49:00,2
2019-02-12 11:51:00,3
2019-02-12 11:54:00,1
2019-02-12 12:00:00,1
2019-02-12 12:04:00,1
2019-02-12 12:27:00,1
2019-02-13 14:51:00,1
2019-02-13 15:01:00,1
2019-02-14 07:03:00,1
2019-02-14 10:20:00,1
2019-02-14 10:22:00,1
2019-02-14 12:13:00,1
2019-02-14 13:51:00,1
2019-02-14 13:53:00,1
2019-02-15 10:48:00,1
2019-02-15 11:13:00,1
2019-02-15 15:21:00,1
2019-02-15 15:31:00,1
2019-02-15 15:33:00,1
2019-02-15 15:34:00,1
2019-02-15 15:36:00,1
2019-02-15 15:44:00,1
2019-02-15 17:49:00,1
2019-02-15 17:56:00,1
2019-02-17 03:56:00,1
2019-02-18 02:01:00,1
2019-02-18 02:03:00,1
2019-02-18 04:22:00,1
2019-02-18 04:31:00,1
2019-02-18 05:51:00,1
2019-02-18 05:54:00,1
2019-02-18 06:41:00,1
2019-02-18 11:00:00,1
2019-02-18 11:02:00,1
2019-02-18 11:06:00,1
2019-02-18 11:58:00,1
2019-02-18 12:01:00,1
2019-02-20 06:03:00,1
2019-02-20 15:00:00,1
2019-02-20 15:33:00,1
2019-02-21 10:46:00,1
2019-02-21 11:06:00,1
2019-02-21 13:25:00,1
2019-02-21 14:13:00,1
2019-02-21 15:39:00,2
2019-02-21 16:03:00,1
2019-02-21 16:07:00,1
2019-02-21 16:25:00,1
2019-02-22 08:23:00,1
2019-02-22 08:45:00,1
2019-02-22 08:47:00,1
2019-02-22 09:09:00,1
2019-02-22 11:01:00,1
2019-02-22 11:49:00,1
2019-02-22 11:55:00,1
2019-02-23 00:14:00,1
2019-02-23 00:26:00,1
2019-02-23 03:23:00,2
2019-02-24 03:22:00,1
2019-02-24 12:47:00,2
2019-02-24 18:38:00,1
2019-02-24 19:19:00,1
2019-02-25 06:03:00,1
2019-02-25 08:48:00,1
2019-02-25 09:23:00,1
2019-02-25 09:25:00,1
2019-02-25 09:38:00,1
2019-02-25 11:34:00,1
2019-02-25 11:35:00,1
2019-02-25 15:18:00,1
2019-02-25 21:37:00,1
2019-02-26 13:42:00,1
2019-02-26 13:54:00,1
2019-02-26 17:42:00,1
2019-02-26 17:58:00,2
2019-02-27 10:40:00,1
2019-02-27 15:08:00,1
2019-03-01 00:42:00,1
2019-03-01 05:50:00,1
2019-03-01 05:51:00,1
2019-03-01 17:02:00,1
2019-03-01 17:05:00,1
2019-03-01 17:08:00,2
2019-03-01 17:13:00,1
2019-03-01 18:12:00,1
2019-03-01 18:45:00,1
2019-03-02 06:00:00,1
2019-03-03 10:22:00,1
2019-03-03 10:26:00,1
2019-03-03 18:30:00,1
2019-03-03 19:06:00,1
2019-03-04 06:40:00,1
2019-03-04 11:22:00,1
2019-03-04 11:25:00,1
2019-03-04 11:57:00,1
2019-03-04 12:28:00,1
2019-03-04 13:06:00,1
2019-03-04 13:08:00,1
2019-03-05 05:44:00,1
2019-03-05 10:17:00,1
2019-03-05 10:38:00,1
2019-03-05 11:51:00,1
2019-03-05 11:57:00,1
2019-03-05 13:29:00,1
2019-03-05 14:23:00,1
2019-03-06 04:26:00,1
2019-03-06 05:15:00,1
2019-03-06 07:11:00,1
2019-03-06 07:34:00,1
2019-03-06 12:08:00,1
2019-03-06 17:18:00,1
2019-03-06 17:20:00,1
2019-03-06 17:38:00,1
2019-03-07 13:18:00,1
2019-03-08 08:19:00,1
2019-03-09 04:16:00,1
2019-03-09 06:28:00,1
2019-03-09 08:24:00,1
2019-03-10 08:21:00,1
2019-03-10 08:29:00,1
2019-03-10 08:41:00,1
2019-03-10 17:45:00,1
2019-03-11 05:04:00,1
2019-03-11 10:06:00,1
2019-03-11 16:49:00,1
2019-03-11 16:51:00,1
2019-03-12 07:43:00,1
2019-03-12 09:27:00,1
2019-03-12 09:32:00,1
2019-03-12 15:28:00,1
2019-03-12 15:31:00,1
2019-03-12 15:35:00,1
2019-03-13 07:11:00,1
2019-03-13 11:43:00,1
2019-03-13 11:47:00,1
2019-03-14 02:05:00,1
2019-03-14 02:06:00,1
2019-03-14 02:08:00,2
2019-03-14 07:13:00,1
2019-03-14 07:44:00,1
2019-03-14 07:46:00,1
2019-03-14 12:31:00,1
2019-03-14 14:44:00,1
2019-03-14 14:45:00,1
2019-03-14 15:24:00,1
2019-03-15 05:15:00,1
2019-03-15 14:19:00,1
2019-03-15 14:56:00,1
2019-03-15 15:24:00,1
2019-03-15 15:35:00,1
2019-03-15 15:43:00,1
2019-03-17 05:49:00,1
2019-03-18 15:00:00,1
2019-03-18 15:15:00,2
2019-03-19 04:56:00,1
2019-03-19 06:32:00,1
2019-03-19 07:05:00,1
2019-03-19 08:10:00,1
2019-03-19 08:15:00,1
2019-03-19 08:22:00,1
2019-03-19 10:07:00,1
2019-03-20 04:56:00,1
2019-03-20 05:09:00,1
2019-03-20 08:23:00,1
2019-03-20 08:41:00,1
2019-03-20 08:52:00,1
2019-03-20 12:19:00,1
2019-03-20 12:46:00,1
2019-03-20 17:46:00,1
2019-03-21 02:05:00,1
2019-03-21 02:06:00,1
2019-03-21 02:10:00,1
2019-03-21 02:11:00,1
2019-03-21 02:12:00,1
2019-03-21 02:14:00,1
2019-03-21 02:15:00,1
2019-03-21 02:26:00,1
2019-03-21 03:18:00,1
2019-03-21 03:35:00,1
2019-03-21 03:55:00,1
2019-03-21 09:23:00,1
2019-03-21 14:45:00,1
2019-03-21 16:12:00,1
2019-03-21 18:03:00,1
2019-03-21 18:27:00,2
2019-03-21 18:42:00,1
2019-03-22 14:10:00,1
2019-03-22 14:49:00,2
2019-03-22 15:31:00,1
2019-03-22 15:38:00,1
2019-03-22 16:24:00,1
2019-03-22 16:31:00,1
2019-03-22 17:20:00,1
2019-03-23 09:13:00,1
2019-03-24 07:44:00,1
2019-03-25 10:36:00,1
2019-03-25 11:02:00,1
2019-03-25 11:31:00,1
2019-03-25 11:32:00,1
2019-03-25 11:33:00,2
2019-03-25 11:36:00,1
2019-03-25 12:47:00,1
2019-03-25 12:51:00,1
2019-03-25 13:59:00,1
2019-03-25 14:00:00,1
2019-03-25 14:49:00,1
2019-03-25 17:25:00,1
2019-03-26 01:35:00,1
2019-03-26 01:41:00,1
2019-03-26 03:44:00,1
2019-03-26 03:45:00,1
2019-03-26 04:33:00,1
2019-03-26 06:51:00,1
2019-03-26 08:32:00,1
2019-03-26 08:53:00,1
2019-03-26 08:56:00,1
2019-03-26 14:07:00,1
2019-03-26 14:16:00,1
2019-03-26 18:03:00,1
2019-03-27 01:41:00,1
2019-03-27 01:47:00,1
2019-03-27 06:55:00,1
2019-03-27 07:50:00,1
2019-03-27 07:55:00,1
2019-03-27 07:58:00,1
2019-03-27 09:38:00,1
2019-03-27 11:15:00,1
2019-03-27 11:46:00,1
2019-03-27 11:49:00,1
2019-03-28 08:27:00,1
2019-03-28 08:29:00,1
2019-03-29 06:12:00,1
2019-03-29 06:13:00,1
2019-03-29 06:31:00,1
2019-03-29 10:17:00,1
2019-03-29 10:36:00,1
2019-03-29 10:37:00,3
2019-03-29 10:40:00,4
2019-03-29 10:41:00,1
2019-03-29 10:55:00,1
2019-03-29 12:11:00,1
2019-03-29 12:51:00,1
2019-03-29 17:07:00,1
2019-03-29 19:28:00,1
2019-03-29 19:38:00,1
2019-03-29 19:44:00,1
2019-03-31 07:25:00,1
2019-04-01 01:55:00,1
2019-04-01 03:49:00,1
2019-04-01 08:22:00,1
2019-04-01 11:53:00,1
2019-04-01 11:56:00,1
2019-04-01 12:24:00,1
2019-04-01 16:35:00,2
2019-04-01 18:27:00,1
2019-04-01 18:40:00,1
2019-04-02 02:43:00,1
2019-04-02 03:20:00,1
2019-04-02 04:33:00,1
2019-04-02 06:59:00,1
2019-04-02 08:11:00,1
2019-04-02 12:50:00,1
2019-04-02 15:20:00,1
2019-04-02 15:22:00,1
2019-04-02 16:25:00,1
2019-04-03 06:00:00,1
2019-04-03 06:21:00,1
2019-04-03 06:32:00,1
2019-04-03 08:23:00,2
2019-04-03 09:02:00,1
2019-04-03 09:13:00,1
2019-04-03 09:35:00,1
2019-04-03 10:47:00,1
2019-04-03 10:50:00,1
2019-04-03 11:58:00,1
2019-04-03 12:00:00,1
2019-04-03 13:34:00,2
2019-04-03 14:58:00,1
2019-04-03 15:43:00,2
2019-04-03 15:44:00,1
2019-04-03 15:45:00,1
2019-04-03 15:47:00,1
2019-04-03 18:42:00,1
2019-04-04 06:36:00,1
2019-04-04 10:46:00,1
2019-04-05 12:04:00,1
2019-04-05 17:47:00,1
2019-04-05 17:51:00,2
2019-04-06 07:15:00,1
2019-04-06 07:51:00,1
2019-04-06 07:53:00,1
2019-04-06 08:14:00,1
2019-04-07 05:15:00,1
2019-04-07 05:22:00,1
2019-04-07 05:27:00,1
2019-04-07 08:02:00,1
2019-04-07 08:39:00,1
2019-04-07 16:20:00,1
2019-04-07 16:43:00,1
2019-04-08 15:12:00,1
2019-04-08 15:15:00,1
2019-04-08 15:16:00,1
2019-04-09 03:12:00,1
2019-04-09 13:28:00,1
2019-04-09 19:01:00,1
2019-04-09 19:13:00,1
2019-04-09 19:30:00,1
2019-04-10 02:42:00,1
2019-04-10 02:46:00,1
2019-04-10 11:18:00,1
2019-04-10 15:16:00,1
2019-04-10 15:58:00,1
2019-04-11 05:38:00,2
2019-04-11 05:44:00,1
2019-04-11 06:38:00,1
2019-04-11 14:43:00,1
2019-04-11 16:11:00,1
2019-04-11 16:54:00,1
2019-04-11 17:07:00,1
2019-04-11 17:17:00,1
2019-04-11 18:40:00,1
2019-04-12 00:59:00,1
2019-04-12 01:00:00,2
2019-04-12 04:44:00,1
2019-04-12 05:02:00,1
2019-04-12 07:18:00,1
2019-04-12 07:47:00,1
2019-04-12 07:52:00,1
2019-04-12 17:06:00,1
2019-04-12 18:30:00,1
2019-04-12 18:31:00,1
2019-04-13 13:49:00,1
2019-04-13 14:13:00,1
2019-04-15 01:28:00,1
2019-04-15 03:10:00,1
2019-04-15 03:19:00,2
2019-04-15 18:54:00,1
2019-04-16 00:29:00,1
2019-04-16 08:54:00,1
2019-04-16 08:58:00,1
2019-04-16 12:15:00,1
2019-04-16 12:17:00,3
2019-04-16 12:18:00,5
2019-04-16 12:19:00,2
2019-04-16 12:20:00,2
2019-04-16 12:22:00,3
2019-04-16 12:30:00,1
2019-04-16 13:25:00,1
2019-04-16 14:48:00,1
2019-04-16 16:20:00,1
2019-04-17 06:13:00,1
2019-04-17 11:11:00,1
2019-04-17 13:04:00,2
2019-04-17 13:05:00,1
2019-04-17 13:06:00,1
2019-04-17 14:03:00,1
2019-04-17 14:06:00,1
2019-04-18 01:48:00,1
2019-04-18 06:30:00,1
2019-04-18 09:31:00,1
2019-04-18 09:52:00,1
2019-04-19 07:43:00,1
2019-04-19 08:58:00,1
2019-04-19 10:24:00,1
2019-04-19 10:39:00,1
2019-04-19 14:17:00,1
2019-04-19 14:32:00,2
2019-04-20 05:10:00,1
2019-04-20 12:19:00,1
2019-04-22 06:17:00,1
2019-04-22 16:00:00,1
2019-04-22 19:17:00,1
2019-04-23 01:40:00,1
2019-04-23 01:53:00,1
2019-04-23 02:01:00,1
2019-04-23 02:03:00,1
2019-04-23 06:51:00,1
2019-04-23 06:52:00,1
2019-04-23 06:53:00,1
2019-04-23 07:07:00,1
2019-04-23 07:10:00,1
2019-04-23 07:43:00,1
2019-04-23 07:44:00,1
2019-04-23 08:07:00,1
2019-04-23 08:12:00,1
2019-04-23 10:17:00,1
2019-04-23 13:21:00,1
2019-04-23 13:33:00,1
2019-04-23 13:36:00,1
2019-04-23 13:39:00,1
2019-04-23 15:52:00,1
2019-04-23 16:08:00,1
2019-04-24 04:31:00,1
2019-04-24 07:59:00,1
2019-04-24 13:23:00,1
2019-04-25 04:29:00,1
2019-04-25 05:37:00,1
2019-04-25 06:13:00,1
2019-04-25 06:15:00,1
2019-04-25 07:34:00,1
2019-04-25 07:35:00,1
2019-04-25 12:56:00,3
2019-04-25 13:03:00,1
2019-04-25 13:16:00,1
2019-04-26 04:09:00,1
2019-04-26 11:03:00,1
2019-04-26 15:21:00,1
2019-04-26 15:22:00,4
2019-04-26 15:23:00,1
2019-04-27 09:03:00,1
2019-04-27 11:15:00,1
2019-04-28 06:11:00,1
2019-04-28 07:47:00,1
2019-04-28 16:06:00,1
2019-04-28 16:08:00,1
2019-04-29 03:27:00,1
2019-04-29 03:57:00,1
2019-04-29 13:18:00,1
2019-04-30 07:26:00,2
2019-04-30 09:10:00,1
2019-04-30 14:04:00,1
2019-04-30 14:12:00,1
2019-04-30 15:04:00,1
2019-05-01 10:42:00,1
2019-05-01 14:08:00,1
2019-05-02 14:08:00,2
2019-05-02 14:09:00,1
2019-05-02 15:10:00,1
2019-05-02 16:20:00,1
2019-05-02 16:22:00,1
2019-05-03 16:54:00,1
2019-05-04 09:09:00,1
2019-05-04 09:23:00,1
2019-05-04 09:32:00,1
2019-05-04 09:37:00,1
2019-05-07 04:47:00,1
2019-05-07 04:53:00,1
2019-05-07 04:55:00,1
2019-05-07 05:34:00,1
2019-05-07 06:28:00,1
2019-05-07 07:29:00,1
2019-05-07 08:34:00,1
2019-05-07 08:35:00,1
2019-05-07 08:39:00,1
2019-05-07 08:41:00,1
2019-05-07 11:44:00,1
2019-05-07 15:25:00,1
2019-05-08 10:20:00,1
2019-05-08 14:38:00,1
2019-05-08 15:52:00,1
2019-05-08 18:39:00,1
2019-05-09 01:12:00,1
2019-05-09 01:13:00,1
2019-05-09 09:45:00,1
2019-05-09 12:23:00,1
2019-05-09 12:26:00,1
2019-05-09 13:15:00,1
2019-05-09 13:18:00,1
2019-05-09 17:20:00,1
2019-05-10 05:48:00,1
2019-05-10 13:42:00,1
2019-05-10 14:38:00,1
2019-05-10 14:52:00,1
2019-05-12 07:27:00,1
2019-05-12 08:01:00,1
2019-05-12 08:50:00,1
2019-05-12 09:45:00,1
2019-05-13 04:15:00,1
2019-05-13 06:08:00,1
2019-05-13 06:10:00,1
2019-05-13 07:03:00,1
2019-05-13 07:33:00,1
2019-05-13 07:59:00,1
2019-05-13 08:19:00,1
2019-05-13 13:23:00,1
2019-05-13 15:13:00,1
2019-05-13 15:16:00,1
2019-05-13 15:17:00,1
2019-05-13 16:02:00,1
2019-05-14 03:28:00,1
2019-05-14 03:57:00,1
2019-05-14 03:59:00,1
2019-05-14 04:02:00,1
2019-05-14 04:04:00,1
2019-05-14 04:05:00,1
2019-05-14 04:06:00,1
2019-05-14 04:08:00,1
2019-05-14 04:09:00,1
2019-05-14 04:13:00,1
2019-05-14 04:16:00,1
2019-05-14 04:18:00,1
2019-05-14 04:20:00,1
2019-05-14 04:23:00,1
2019-05-14 04:25:00,1
2019-05-14 04:28:00,1
2019-05-14 04:31:00,1
2019-05-14 04:33:00,1
2019-05-14 04:36:00,1
2019-05-14 04:38:00,1
2019-05-14 04:39:00,1
2019-05-14 04:41:00,1
2019-05-14 04:42:00,1
2019-05-14 05:19:00,1
2019-05-14 08:31:00,1
2019-05-14 13:46:00,1
2019-05-14 14:03:00,1
2019-05-14 14:04:00,1
2019-05-14 14:18:00,1
2019-05-14 14:57:00,2
2019-05-14 16:01:00,1
2019-05-14 16:08:00,1
2019-05-14 16:16:00,1
2019-05-14 19:32:00,1
2019-05-15 06:17:00,1
2019-05-15 07:01:00,1
2019-05-15 07:14:00,1
2019-05-15 07:15:00,1
2019-05-15 07:54:00,1
2019-05-15 09:07:00,1
2019-05-15 09:15:00,1
2019-05-15 11:10:00,1
2019-05-15 11:58:00,1
2019-05-15 11:59:00,1
2019-05-15 12:05:00,1
2019-05-15 12:11:00,1
2019-05-15 12:29:00,1
2019-05-16 06:21:00,1
2019-05-16 06:37:00,1
2019-05-16 08:05:00,1
2019-05-16 08:16:00,1
2019-05-16 11:07:00,1
2019-05-16 11:59:00,1
2019-05-16 13:28:00,1
2019-05-16 13:32:00,1
2019-05-16 14:34:00,1
2019-05-17 07:15:00,1
2019-05-17 07:18:00,2
2019-05-17 17:11:00,1
2019-05-17 17:17:00,1
2019-05-21 08:04:00,1
2019-05-21 12:17:00,1
2019-05-21 12:29:00,1
2019-05-21 12:31:00,1
2019-05-21 12:34:00,1
2019-05-21 14:06:00,1
2019-05-21 14:45:00,1
2019-05-21 14:59:00,1
2019-05-21 16:23:00,1
2019-05-21 16:55:00,1
2019-05-22 18:38:00,1
2019-05-22 18:42:00,1
2019-05-22 19:09:00,1
2019-05-22 19:11:00,1
2019-05-23 00:56:00,1
2019-05-23 01:00:00,1
2019-05-23 01:39:00,1
2019-05-23 07:19:00,1
2019-05-23 08:47:00,1
2019-05-23 08:49:00,1
2019-05-23 08:52:00,1
2019-05-23 08:53:00,1
2019-05-23 10:01:00,1
2019-05-23 10:03:00,1
2019-05-23 10:04:00,1
2019-05-23 10:05:00,1
2019-05-23 11:43:00,1
2019-05-23 13:07:00,1
2019-05-23 18:25:00,1
2019-05-24 06:19:00,1
2019-05-24 06:29:00,1
2019-05-24 06:30:00,1
2019-05-24 06:32:00,1
2019-05-24 06:44:00,1
2019-05-24 17:44:00,1
2019-05-24 17:47:00,1
2019-05-24 17:50:00,1
2019-05-25 10:40:00,1
2019-05-25 10:41:00,1
2019-05-25 10:42:00,1
2019-05-25 10:46:00,1
2019-05-25 10:48:00,1
2019-05-25 10:52:00,1
2019-05-25 10:53:00,2
2019-05-25 10:54:00,1
2019-05-25 10:58:00,1
2019-05-25 11:00:00,1
2019-05-25 11:07:00,1
2019-05-25 11:09:00,2
2019-05-25 11:10:00,1
2019-05-25 11:11:00,1
2019-05-25 11:15:00,1
2019-05-25 11:16:00,1
2019-05-25 11:17:00,1
2019-05-25 11:18:00,1
2019-05-25 11:19:00,1
2019-05-25 11:20:00,1
2019-05-25 11:21:00,2
2019-05-25 11:22:00,1
2019-05-25 11:23:00,2
2019-05-25 11:24:00,1
2019-05-25 11:25:00,2
2019-05-25 11:26:00,2
2019-05-25 11:27:00,2
2019-05-25 11:28:00,1
2019-05-25 11:29:00,2
2019-05-25 11:30:00,2
2019-05-25 11:35:00,1
2019-05-27 04:23:00,1
2019-05-27 10:22:00,1
2019-05-27 10:26:00,1
2019-05-27 11:00:00,1
2019-05-27 11:03:00,1
2019-05-27 18:38:00,1
2019-05-27 18:39:00,1
2019-05-27 19:01:00,1
2019-05-28 09:15:00,1
2019-05-28 09:20:00,1
2019-05-28 09:24:00,1
2019-05-28 09:30:00,1
2019-05-28 09:52:00,1
2019-05-28 10:12:00,2
2019-05-28 10:14:00,1
2019-05-28 10:15:00,3
2019-05-28 10:16:00,1
2019-05-28 10:17:00,2
2019-05-28 10:18:00,1
2019-05-28 10:19:00,1
2019-05-28 10:20:00,2
2019-05-28 10:21:00,1
2019-05-28 10:28:00,1
2019-05-28 10:29:00,1
2019-05-28 10:30:00,2
2019-05-28 10:31:00,1
2019-05-28 10:36:00,1
2019-05-28 10:37:00,1
2019-05-28 10:38:00,2
2019-05-28 10:40:00,1
2019-05-28 10:43:00,1
2019-05-28 10:44:00,2
2019-05-28 10:45:00,1
2019-05-28 10:48:00,1
2019-05-28 10:50:00,2
2019-05-28 10:51:00,1
2019-05-28 10:52:00,2
2019-05-28 10:53:00,2
2019-05-28 10:54:00,1
2019-05-28 10:55:00,1
2019-05-28 10:56:00,1
2019-05-28 10:57:00,2
2019-05-28 10:58:00,2
2019-05-28 10:59:00,1
2019-05-28 11:00:00,2
2019-05-28 11:01:00,1
2019-05-28 11:05:00,2
2019-05-28 11:06:00,1
2019-05-28 11:07:00,2
2019-05-28 11:08:00,1
2019-05-28 11:09:00,1
2019-05-28 11:10:00,1
2019-05-28 11:11:00,1
2019-05-28 11:12:00,2
2019-05-28 11:13:00,1
2019-05-28 11:14:00,1
2019-05-28 11:15:00,1
2019-05-28 11:16:00,2
2019-05-28 11:17:00,1
2019-05-28 11:18:00,2
2019-05-28 11:19:00,2
2019-05-28 11:20:00,1
2019-05-28 11:21:00,1
2019-05-28 11:30:00,1
2019-05-28 11:31:00,1
2019-05-28 11:32:00,1
2019-05-28 11:34:00,1
2019-05-28 11:48:00,1
2019-05-28 12:28:00,1
2019-05-28 12:36:00,1
2019-05-28 12:51:00,1
2019-05-28 12:56:00,1
2019-05-28 12:59:00,1
2019-05-28 13:03:00,2
2019-05-28 13:04:00,1
2019-05-28 13:06:00,1
2019-05-28 13:18:00,2
2019-05-28 13:21:00,1
2019-05-28 13:22:00,2
2019-05-28 16:34:00,1
2019-05-29 02:20:00,1
2019-05-29 03:13:00,1
2019-05-29 04:31:00,1
2019-05-29 08:16:00,1
2019-05-29 11:56:00,1
2019-05-29 12:58:00,1
2019-05-29 13:01:00,1
2019-05-29 14:57:00,2
2019-05-29 15:02:00,1
2019-05-29 15:06:00,1
2019-05-29 15:14:00,1
2019-05-29 15:18:00,1
2019-05-29 15:21:00,1
2019-05-29 15:28:00,1
2019-05-29 15:32:00,1
2019-05-29 15:42:00,1
2019-05-29 15:50:00,1
2019-05-29 15:58:00,1
2019-05-29 16:15:00,1
2019-05-29 16:17:00,1
2019-05-29 16:21:00,1
2019-05-29 16:31:00,1
2019-05-29 16:38:00,1
2019-05-29 16:47:00,2
2019-05-29 16:53:00,1
2019-05-29 17:13:00,1
2019-05-30 01:03:00,1
2019-05-30 02:10:00,1
2019-05-30 06:13:00,1
2019-05-30 08:50:00,1
2019-05-31 02:16:00,1
2019-05-31 19:36:00,1
2019-05-31 19:42:00,1
2019-06-01 00:05:00,3
2019-06-01 00:06:00,1
2019-06-01 01:16:00,2
2019-06-01 15:17:00,1
2019-06-01 15:19:00,1
2019-06-02 09:46:00,1
2019-06-02 17:35:00,2
2019-06-02 18:31:00,1
2019-06-02 18:32:00,1
2019-06-03 09:38:00,1
2019-06-03 09:57:00,1
2019-06-03 11:33:00,1
2019-06-03 12:37:00,1
2019-06-03 13:19:00,1
2019-06-03 13:26:00,1
2019-06-03 13:56:00,1
2019-06-03 14:03:00,1
2019-06-03 14:06:00,1
2019-06-03 14:07:00,1
2019-06-03 14:10:00,1
2019-06-03 14:19:00,1
2019-06-03 14:26:00,1
2019-06-04 07:36:00,1
2019-06-05 09:34:00,1
2019-06-05 09:57:00,1
2019-06-05 12:54:00,1
2019-06-05 17:23:00,1
2019-06-05 17:24:00,1
2019-06-05 17:37:00,1
2019-06-05 17:38:00,1
2019-06-06 03:51:00,1
2019-06-06 03:57:00,1
2019-06-06 03:59:00,1
2019-06-06 10:43:00,1
2019-06-06 10:52:00,1
2019-06-07 06:41:00,1
2019-06-07 07:05:00,1
2019-06-07 07:07:00,1
2019-06-07 07:31:00,1
2019-06-07 07:32:00,1
2019-06-07 13:37:00,1
2019-06-10 08:43:00,1
2019-06-10 08:59:00,1
2019-06-10 10:10:00,1
2019-06-10 12:08:00,1
2019-06-11 02:02:00,1
2019-06-11 07:01:00,1
2019-06-11 07:13:00,1
2019-06-11 15:11:00,1
2019-06-11 15:13:00,1
2019-06-11 15:40:00,1
2019-06-12 13:27:00,1
2019-06-12 13:29:00,1
2019-06-12 13:54:00,1
2019-06-12 15:08:00,1
2019-06-12 15:16:00,1
2019-06-12 15:38:00,2
2019-06-12 15:39:00,1
2019-06-12 18:48:00,1
2019-06-13 03:41:00,1
2019-06-13 03:42:00,1
2019-06-13 03:43:00,2
2019-06-13 11:02:00,1
2019-06-13 13:23:00,1
2019-06-13 13:24:00,1
2019-06-13 13:26:00,1
2019-06-13 13:27:00,1
2019-06-13 15:28:00,1
2019-06-13 17:40:00,1
2019-06-14 03:09:00,1
2019-06-14 13:26:00,1
2019-06-14 13:45:00,1
