1107,"SELECT count (*) as #, sum (case when (Type = #) then # else # end) as #, sum (case when (Type = #) then # else # end) as #, sum (case when (Type not IN () ) then # else # end) as # FROM PhotoPrimary WHERE ( (u - g > #) or (u > #) ) and (i between # and #) and (g - r > #) and ( (r - i < # + # * (g - r - #) ) or (g - r > #) ) and (i - z < #)"
2019-03-11 16:44:00,1
2019-03-11 21:05:00,1
2019-03-11 21:54:00,1
2019-03-13 02:55:00,1
2019-03-13 02:57:00,1
2019-03-13 03:00:00,1
2019-03-13 07:25:00,1
2019-03-14 10:21:00,1
2019-03-14 10:23:00,1
2019-03-15 01:30:00,1
2019-03-15 02:56:00,1
2019-03-15 03:21:00,1
2019-03-15 04:12:00,1
2019-03-15 14:26:00,1
2019-03-15 17:49:00,1
2019-03-16 05:36:00,1
2019-03-16 14:19:00,1
2019-03-16 16:43:00,1
2019-03-17 11:39:00,1
2019-03-17 22:03:00,1
2019-03-19 13:54:00,2
2019-03-19 13:55:00,3
2019-03-19 17:38:00,1
2019-03-19 17:40:00,1
2019-03-19 21:57:00,1
2019-03-20 13:07:00,1
2019-03-20 13:10:00,1
2019-03-21 08:02:00,1
2019-03-21 16:51:00,1
2019-03-22 13:07:00,1
2019-03-22 14:33:00,1
2019-03-23 10:52:00,1
2019-03-24 02:12:00,1
2019-03-25 01:30:00,1
2019-03-25 02:11:00,1
2019-03-25 05:09:00,1
2019-03-25 05:11:00,1
2019-03-25 05:18:00,1
2019-03-25 09:29:00,1
2019-03-25 16:38:00,1
2019-03-26 08:47:00,1
2019-03-26 09:01:00,1
2019-03-26 09:03:00,1
2019-03-26 10:02:00,1
2019-03-26 10:04:00,1
2019-03-26 16:15:00,1
2019-03-26 21:08:00,1
2019-03-26 21:15:00,1
2019-03-26 21:20:00,3
2019-03-26 21:21:00,3
2019-03-26 21:22:00,2
2019-03-27 06:33:00,1
2019-03-27 19:12:00,1
2019-03-28 17:54:00,1
2019-03-28 17:56:00,1
2019-03-28 22:16:00,1
2019-03-28 22:36:00,1
2019-03-28 23:52:00,1
2019-03-29 11:00:00,1
2019-03-30 00:02:00,1
2019-03-30 00:10:00,1
2019-03-30 00:36:00,1
2019-03-30 09:05:00,1
2019-03-30 09:07:00,1
2019-03-30 10:05:00,1
2019-03-31 00:58:00,1
2019-03-31 05:06:00,1
2019-03-31 12:50:00,1
2019-03-31 12:52:00,1
2019-03-31 12:55:00,1
2019-03-31 20:11:00,1
2019-04-01 19:24:00,1
2019-04-01 19:26:00,1
2019-04-01 20:31:00,1
2019-04-02 10:07:00,1
2019-04-02 12:43:00,1
2019-04-04 12:51:00,1
2019-04-04 12:53:00,1
2019-04-05 02:52:00,1
2019-04-05 05:10:00,1
2019-04-06 01:41:00,1
2019-04-06 17:36:00,1
2019-04-07 14:39:00,1
2019-04-07 14:50:00,1
2019-04-07 14:52:00,1
2019-04-07 14:56:00,1
2019-04-07 14:59:00,1
2019-04-07 15:01:00,1
2019-04-07 15:10:00,1
2019-04-07 15:27:00,1
2019-04-07 15:59:00,1
2019-04-09 02:07:00,1
2019-04-09 02:29:00,1
2019-04-09 11:31:00,1
2019-04-10 02:21:00,2
2019-04-11 18:06:00,1
2019-04-13 09:31:00,1
2019-04-13 15:01:00,1
2019-04-13 18:53:00,1
2019-04-13 21:03:00,1
2019-04-14 11:57:00,1
2019-04-15 12:20:00,1
2019-04-15 12:22:00,1
2019-04-15 12:25:00,1
2019-04-15 22:00:00,1
2019-04-15 22:02:00,1
2019-04-16 07:05:00,1
2019-04-16 20:15:00,1
2019-04-16 20:18:00,1
2019-04-18 09:01:00,1
2019-04-18 09:14:00,1
2019-04-18 10:56:00,1
2019-04-18 14:10:00,1
2019-04-18 21:17:00,1
2019-04-18 21:19:00,1
2019-04-18 21:22:00,1
2019-04-19 00:43:00,1
2019-04-20 10:59:00,1
2019-04-20 20:39:00,1
2019-04-21 17:41:00,1
2019-04-22 02:59:00,1
2019-04-22 03:36:00,1
2019-04-22 09:16:00,1
2019-04-22 09:19:00,1
2019-04-22 13:51:00,1
2019-04-22 13:53:00,1
2019-04-22 22:31:00,1
2019-04-23 23:44:00,1
2019-04-23 23:46:00,1
2019-04-24 11:51:00,1
2019-04-26 05:03:00,1
2019-04-26 06:17:00,1
2019-04-27 06:47:00,1
2019-04-27 06:49:00,1
2019-04-27 06:52:00,1
2019-04-27 19:24:00,1
2019-04-28 00:21:00,1
2019-04-28 02:52:00,1
2019-04-28 05:55:00,1
2019-04-28 05:57:00,1
2019-04-28 06:00:00,1
2019-04-28 09:17:00,1
2019-04-28 09:19:00,1
2019-04-28 11:04:00,1
2019-04-28 13:26:00,1
2019-04-29 00:40:00,1
2019-04-29 05:55:00,1
2019-04-30 09:57:00,1
2019-04-30 15:01:00,1
2019-04-30 17:01:00,1
2019-05-01 20:28:00,1
2019-05-02 17:42:00,1
2019-05-02 17:44:00,1
2019-05-02 17:47:00,1
2019-05-02 17:52:00,1
2019-05-03 10:23:00,1
2019-05-03 17:10:00,1
2019-05-03 23:31:00,1
2019-05-04 22:33:00,1
2019-05-06 07:12:00,1
2019-05-06 08:02:00,1
2019-05-06 08:04:00,1
2019-05-06 09:07:00,1
2019-05-06 14:54:00,1
2019-05-06 14:56:00,1
2019-05-07 00:48:00,1
2019-05-08 16:54:00,1
2019-05-09 00:03:00,1
2019-05-09 20:01:00,1
2019-05-10 11:29:00,1
2019-05-11 03:12:00,1
2019-05-11 05:18:00,1
2019-05-11 06:47:00,1
2019-05-11 06:49:00,1
2019-05-11 06:52:00,1
2019-05-11 06:57:00,1
2019-05-12 08:15:00,1
2019-05-13 02:36:00,1
2019-05-13 02:39:00,1
2019-05-13 02:42:00,1
2019-05-13 08:36:00,1
2019-05-13 21:46:00,1
2019-05-13 22:27:00,1
2019-05-13 22:29:00,1
2019-05-13 22:32:00,1
2019-05-14 04:42:00,1
2019-05-14 07:39:00,1
2019-05-14 19:40:00,1
2019-05-15 02:04:00,1
2019-05-15 22:23:00,1
2019-05-15 22:25:00,1
2019-05-17 04:00:00,1
2019-05-17 04:02:00,1
2019-05-17 04:21:00,1
2019-05-17 04:40:00,1
2019-05-17 10:13:00,1
2019-05-19 10:23:00,1
2019-05-20 17:29:00,1
2019-05-20 18:38:00,1
2019-05-20 18:40:00,1
2019-05-21 02:36:00,1
2019-05-21 02:38:00,1
2019-05-21 02:41:00,2
2019-05-21 02:44:00,1
2019-05-21 03:26:00,1
2019-05-21 03:28:00,1
2019-05-21 08:11:00,1
2019-05-21 10:19:00,1
2019-05-22 00:01:00,1
2019-05-22 17:25:00,1
2019-05-23 04:23:00,1
2019-05-23 06:29:00,1
2019-05-23 06:31:00,1
2019-05-23 12:31:00,1
2019-05-23 16:58:00,1
2019-05-24 17:31:00,1
2019-05-24 19:10:00,1
2019-05-24 19:12:00,1
2019-05-24 19:57:00,1
2019-05-24 19:59:00,1
2019-05-24 20:02:00,1
2019-05-24 20:26:00,1
2019-05-24 23:57:00,1
2019-05-25 02:35:00,1
2019-05-27 12:10:00,1
2019-05-28 20:42:00,1
2019-05-29 03:59:00,1
2019-05-29 04:01:00,1
2019-05-29 12:08:00,1
2019-05-30 02:49:00,1
2019-05-30 16:11:00,1
2019-05-30 21:15:00,1
2019-05-30 21:17:00,1
2019-05-31 01:19:00,1
2019-05-31 01:21:00,1
2019-05-31 12:44:00,1
2019-05-31 18:31:00,1
2019-06-02 11:30:00,1
2019-06-03 10:49:00,1
2019-06-03 22:25:00,1
2019-06-04 08:15:00,1
2019-06-04 08:17:00,1
2019-06-04 08:20:00,1
2019-06-05 17:47:00,1
2019-06-05 17:49:00,1
2019-06-06 07:33:00,1
2019-06-07 14:23:00,1
2019-06-08 21:04:00,1
2019-06-11 00:06:00,1
2019-06-11 00:08:00,1
2019-06-11 01:06:00,1
2019-06-11 01:08:00,1
2019-06-11 02:09:00,1
2019-06-11 15:03:00,1
2019-06-11 16:21:00,1
2019-06-11 16:29:00,1
2019-06-12 15:59:00,1
2019-06-13 16:21:00,1
2019-06-14 06:00:00,1
2019-06-14 06:03:00,1
2019-06-14 08:34:00,1
2019-06-14 19:41:00,1
2019-06-14 22:26:00,1
2019-06-15 11:43:00,1
2019-06-15 15:17:00,1
2019-06-16 16:57:00,1
2019-06-16 16:59:00,1
2019-06-17 05:31:00,1
2019-06-17 08:12:00,1
2019-06-17 09:00:00,1
2019-06-17 09:21:00,1
2019-06-19 12:07:00,1
2019-06-19 14:30:00,1
2019-06-21 06:35:00,1
2019-06-21 18:29:00,1
2019-06-22 05:59:00,1
2019-06-22 13:24:00,1
2019-06-22 13:38:00,1
2019-06-23 15:59:00,1
2019-06-23 17:10:00,1
2019-06-23 17:12:00,1
2019-06-24 07:22:00,1
2019-06-24 12:02:00,1
2019-06-24 23:55:00,1
2019-06-25 09:02:00,1
2019-06-25 15:56:00,1
2019-06-26 00:21:00,1
2019-06-26 07:42:00,1
2019-06-26 20:59:00,1
2019-06-27 02:00:00,1
2019-06-27 08:34:00,1
2019-06-28 02:10:00,1
2019-06-28 03:45:00,1
2019-06-28 06:22:00,1
2019-06-28 12:07:00,1
2019-06-28 12:10:00,1
2019-06-28 12:24:00,1
2019-06-28 23:12:00,1
2019-06-29 14:27:00,1
2019-06-29 20:11:00,1
2019-07-01 08:08:00,1
2019-07-01 09:57:00,1
2019-07-02 14:35:00,1
2019-07-02 18:04:00,1
2019-07-03 06:50:00,1
2019-07-03 09:16:00,1
2019-07-03 09:18:00,1
2019-07-03 22:05:00,1
2019-07-05 10:39:00,1
2019-07-05 20:20:00,1
2019-07-06 01:52:00,1
2019-07-06 07:40:00,1
2019-07-06 23:43:00,1
2019-07-06 23:45:00,1
2019-07-07 10:38:00,1
2019-07-07 10:40:00,1
2019-07-08 04:51:00,1
2019-07-08 04:53:00,1
2019-07-08 12:15:00,1
2019-07-08 13:02:00,1
2019-07-09 01:20:00,1
2019-07-09 09:19:00,1
2019-07-09 19:21:00,1
2019-07-11 05:56:00,1
2019-07-11 05:57:00,1
2019-07-11 12:54:00,1
2019-07-11 22:48:00,1
2019-07-12 02:42:00,1
2019-07-12 02:44:00,1
2019-07-12 10:12:00,1
2019-07-12 21:09:00,1
2019-07-13 04:16:00,1
2019-07-13 04:18:00,1
2019-07-13 07:43:00,1
2019-07-13 12:18:00,1
2019-07-14 01:32:00,1
2019-07-14 07:46:00,1
2019-07-14 07:48:00,1
2019-07-14 17:33:00,1
2019-07-14 17:35:00,1
2019-07-14 23:27:00,1
2019-07-15 13:02:00,1
2019-07-15 13:55:00,1
2019-07-16 02:17:00,1
2019-07-16 06:22:00,1
2019-07-16 21:16:00,1
2019-07-17 08:56:00,1
2019-07-18 09:46:00,1
2019-07-18 09:48:00,1
2019-07-18 23:17:00,1
2019-07-19 22:12:00,1
2019-07-19 22:14:00,1
2019-07-19 22:17:00,1
2019-07-19 23:21:00,1
2019-07-19 23:23:00,1
2019-07-20 03:56:00,1
2019-07-20 04:21:00,1
2019-07-21 01:49:00,1
2019-07-21 18:09:00,1
2019-07-21 18:11:00,1
2019-07-23 15:07:00,1
2019-07-26 16:56:00,1
2019-07-28 04:23:00,1
2019-07-28 07:55:00,1
2019-07-28 07:57:00,1
2019-07-28 08:20:00,1
2019-07-28 12:06:00,1
2019-07-28 19:52:00,1
2019-07-30 02:13:00,1
2019-07-30 14:51:00,1
2019-07-31 01:25:00,1
2019-07-31 02:45:00,1
2019-08-01 04:43:00,1
2019-08-04 07:38:00,1
2019-08-04 07:42:00,1
2019-08-04 09:43:00,1
2019-08-04 09:44:00,4
2019-08-04 09:45:00,12
2019-08-04 20:57:00,1
2019-08-04 20:59:00,1
2019-08-04 21:18:00,1
2019-08-04 21:20:00,1
2019-08-05 03:27:00,1
2019-08-05 14:25:00,1
2019-08-05 18:55:00,1
2019-08-05 20:34:00,1
2019-08-05 23:35:00,2
2019-08-06 21:19:00,1
2019-08-07 23:03:00,1
2019-08-08 18:22:00,1
2019-08-08 18:24:00,1
2019-08-08 18:27:00,1
2019-08-08 18:32:00,1
2019-08-09 14:52:00,1
2019-08-09 17:47:00,1
2019-08-10 04:55:00,1
2019-08-10 23:50:00,1
2019-08-11 22:02:00,1
2019-08-11 23:50:00,1
2019-08-12 14:56:00,1
2019-08-12 14:58:00,1
2019-08-12 16:14:00,1
2019-08-12 23:15:00,1
2019-08-13 14:53:00,1
2019-08-13 14:55:00,1
2019-08-13 14:58:00,1
2019-08-13 18:58:00,1
2019-08-15 10:58:00,1
2019-08-15 11:01:00,1
2019-08-16 01:33:00,1
2019-08-16 11:44:00,1
2019-08-16 11:46:00,1
2019-08-16 12:47:00,1
2019-08-16 13:27:00,1
2019-08-16 21:44:00,1
2019-08-18 22:07:00,1
2019-08-20 13:56:00,1
2019-08-23 14:25:00,1
2019-08-24 07:24:00,1
2019-08-25 06:30:00,1
2019-08-25 14:34:00,1
2019-08-25 17:36:00,1
2019-08-26 16:05:00,1
2019-08-27 05:00:00,1
2019-08-27 07:54:00,1
2019-08-27 22:00:00,1
2019-08-27 22:03:00,1
2019-08-27 23:25:00,1
2019-08-29 00:01:00,1
2019-08-29 23:42:00,1
2019-08-30 04:36:00,1
2019-08-30 07:08:00,1
2019-08-30 13:09:00,1
2019-08-30 14:35:00,3
2019-08-30 14:36:00,2
2019-08-30 14:37:00,1
2019-08-31 13:12:00,1
2019-08-31 13:14:00,1
2019-08-31 15:56:00,1
2019-08-31 15:58:00,1
2019-09-01 04:34:00,1
2019-09-01 07:04:00,1
2019-09-01 08:00:00,1
2019-09-01 14:10:00,1
2019-09-02 09:23:00,1
2019-09-02 13:09:00,1
2019-09-02 13:11:00,1
2019-09-03 15:46:00,1
2019-09-03 15:48:00,1
2019-09-03 15:51:00,1
2019-09-03 21:44:00,1
2019-09-05 23:07:00,1
2019-09-06 16:51:00,1
2019-09-07 16:54:00,1
2019-09-07 16:56:00,1
2019-09-07 17:55:00,1
2019-09-08 06:20:00,1
2019-09-08 06:22:00,1
2019-09-08 06:25:00,1
2019-09-08 09:37:00,1
2019-09-08 09:39:00,1
2019-09-08 15:09:00,1
2019-09-08 15:11:00,1
2019-09-10 05:40:00,1
2019-09-10 07:20:00,1
2019-09-11 12:11:00,1
2019-09-11 12:13:00,1
2019-09-11 12:16:00,1
2019-09-11 21:46:00,1
2019-09-11 23:07:00,1
2019-09-12 06:47:00,1
2019-09-12 07:49:00,1
2019-09-12 07:51:00,1
2019-09-12 07:54:00,1
2019-09-12 07:59:00,1
2019-09-12 08:08:00,1
2019-09-12 08:25:00,1
2019-09-13 07:27:00,1
2019-09-13 09:23:00,1
2019-09-13 20:31:00,1
2019-09-15 05:50:00,1
2019-09-16 12:54:00,1
2019-09-17 02:22:00,1
2019-09-17 10:19:00,1
2019-09-17 14:21:00,1
2019-09-17 14:23:00,1
2019-09-17 14:27:00,1
2019-09-18 10:55:00,1
2019-09-18 13:25:00,1
2019-09-18 13:27:00,1
2019-09-18 13:36:00,1
2019-09-18 18:32:00,1
2019-09-18 18:34:00,1
2019-09-18 21:17:00,1
2019-09-18 21:19:00,1
2019-09-18 21:22:00,1
2019-09-19 00:24:00,1
2019-09-19 00:26:00,1
2019-09-19 08:28:00,1
2019-09-19 08:56:00,1
2019-09-19 14:59:00,1
2019-09-19 15:01:00,1
2019-09-19 15:04:00,1
2019-09-19 23:04:00,1
2019-09-20 00:30:00,1
2019-09-20 01:07:00,1
2019-09-20 01:09:00,1
2019-09-20 01:12:00,1
2019-09-20 07:35:00,1
2019-09-20 08:50:00,1
2019-09-20 16:26:00,1
2019-09-21 01:10:00,1
2019-09-21 10:15:00,1
2019-09-21 12:25:00,1
2019-09-21 20:02:00,1
2019-09-22 05:24:00,1
2019-09-22 16:11:00,1
2019-09-23 01:27:00,1
2019-09-23 04:21:00,1
2019-09-23 05:12:00,1
2019-09-23 05:14:00,1
2019-09-23 12:33:00,1
2019-09-23 18:22:00,1
2019-09-23 18:24:00,1
2019-09-23 18:27:00,1
2019-09-24 08:07:00,1
2019-09-24 20:28:00,1
2019-09-25 06:20:00,1
2019-09-25 07:14:00,1
2019-09-25 13:02:00,1
2019-09-25 17:06:00,1
2019-09-25 18:16:00,1
2019-09-26 04:20:00,1
2019-09-26 04:22:00,1
2019-09-26 05:22:00,1
2019-09-26 18:53:00,1
2019-09-27 07:01:00,1
2019-09-27 14:26:00,1
2019-09-27 17:58:00,1
2019-09-28 03:04:00,1
2019-09-28 12:48:00,1
2019-09-28 14:43:00,1
2019-09-28 23:04:00,1
2019-09-29 03:56:00,1
2019-09-29 07:47:00,1
2019-09-29 18:42:00,1
2019-09-29 20:47:00,1
2019-09-29 21:43:00,1
2019-09-29 21:45:00,1
2019-09-29 22:45:00,1
2019-09-30 01:58:00,1
2019-09-30 10:34:00,1
2019-10-01 14:18:00,1
2019-10-01 19:10:00,1
2019-10-02 06:14:00,1
2019-10-02 06:16:00,1
2019-10-02 08:58:00,1
2019-10-02 23:13:00,1
2019-10-03 14:30:00,1
2019-10-03 14:32:00,1
2019-10-03 18:06:00,1
2019-10-03 18:08:00,1
2019-10-03 20:51:00,1
2019-10-04 00:46:00,1
2019-10-04 10:55:00,1
2019-10-04 10:58:00,1
2019-10-04 11:01:00,1
2019-10-04 11:06:00,1
2019-10-04 11:15:00,1
2019-10-04 11:32:00,1
2019-10-04 16:40:00,1
2019-10-05 03:56:00,1
2019-10-05 05:39:00,1
2019-10-07 06:30:00,1
2019-10-08 01:36:00,1
2019-10-08 02:50:00,1
2019-10-08 02:52:00,1
2019-10-08 19:45:00,1
2019-10-09 10:57:00,1
2019-10-09 16:26:00,1
2019-10-09 16:28:00,1
2019-10-10 05:04:00,1
2019-10-10 08:01:00,1
2019-10-10 08:03:00,1
2019-10-11 02:13:00,1
2019-10-13 01:57:00,1
2019-10-13 11:01:00,1
2019-10-13 12:11:00,1
2019-10-14 00:25:00,1
2019-10-14 00:27:00,1
2019-10-14 00:30:00,1
2019-10-14 01:42:00,1
2019-10-14 02:49:00,1
2019-10-14 02:51:00,1
2019-10-15 00:19:00,1
2019-10-15 15:19:00,1
2019-10-16 12:32:00,1
2019-10-16 17:57:00,1
2019-10-16 23:07:00,1
2019-10-17 00:38:00,1
2019-10-17 12:04:00,1
2019-10-17 13:35:00,1
2019-10-17 16:48:00,1
2019-10-17 16:50:00,1
2019-10-17 16:53:00,1
2019-10-18 11:16:00,1
2019-10-19 09:11:00,1
2019-10-19 19:14:00,1
2019-10-20 23:36:00,1
2019-10-21 02:32:00,1
2019-10-21 07:22:00,1
2019-10-21 20:52:00,1
2019-10-22 04:49:00,1
2019-10-22 04:58:00,1
2019-10-22 06:30:00,1
2019-10-22 17:54:00,1
2019-10-22 19:12:00,1
2019-10-22 20:09:00,1
2019-10-22 23:16:00,1
2019-10-22 23:19:00,1
2019-10-23 00:16:00,1
2019-10-23 08:06:00,1
2019-10-23 20:05:00,1
2019-10-24 09:40:00,1
2019-10-24 11:13:00,1
2019-10-24 11:31:00,1
2019-10-24 12:57:00,1
2019-10-24 13:59:00,1
2019-10-24 14:01:00,1
2019-10-24 14:04:00,1
2019-10-24 14:09:00,1
2019-10-24 14:18:00,1
2019-10-24 14:35:00,1
2019-10-25 00:59:00,1
2019-10-26 04:33:00,1
2019-10-26 12:33:00,1
2019-10-27 10:15:00,1
2019-10-28 16:36:00,1
2019-10-29 16:34:00,1
2019-10-29 17:18:00,1
2019-10-29 17:57:00,1
2019-10-31 08:08:00,1
2019-11-01 07:08:00,1
2019-11-01 23:07:00,1
2019-11-02 02:56:00,1
2019-11-02 02:58:00,1
2019-11-02 07:48:00,1
2019-11-02 07:50:00,1
2019-11-02 07:53:00,1
2019-11-02 07:58:00,1
2019-11-02 21:19:00,1
2019-11-02 22:02:00,1
2019-11-02 22:42:00,1
2019-11-04 02:18:00,1
2019-11-04 04:30:00,1
2019-11-04 12:53:00,1
2019-11-04 16:24:00,1
2019-11-05 03:34:00,1
2019-11-05 03:36:00,1
2019-11-07 06:24:00,1
2019-11-08 17:05:00,1
2019-11-08 17:07:00,1
2019-11-08 17:10:00,1
2019-11-08 20:08:00,1
2019-11-08 20:10:00,1
2019-11-09 08:15:00,1
2019-11-09 15:47:00,1
2019-11-10 11:21:00,1
2019-11-10 13:39:00,1
2019-11-13 04:46:00,1
2019-11-13 19:05:00,1
2019-11-13 19:07:00,1
2019-11-14 05:52:00,1
2019-11-14 08:32:00,1
2019-11-14 18:30:00,1
2019-11-14 19:09:00,5
2019-11-15 01:34:00,1
2019-11-15 01:36:00,1
2019-11-15 01:39:00,1
2019-11-15 01:58:00,1
2019-11-15 02:00:00,1
2019-11-15 16:07:00,1
2019-11-15 21:50:00,1
2019-11-15 22:53:00,1
2019-11-16 03:59:00,1
2019-11-16 04:01:00,1
2019-11-16 04:04:00,1
2019-11-16 04:31:00,1
2019-11-16 07:24:00,1
2019-11-16 11:45:00,1
2019-11-16 11:47:00,1
2019-11-17 08:35:00,1
2019-11-17 16:34:00,1
2019-11-18 02:44:00,1
2019-11-18 09:26:00,1
2019-11-18 20:43:00,1
2019-11-18 20:45:00,1
2019-11-18 20:49:00,1
2019-11-19 17:13:00,1
2019-11-19 18:22:00,1
2019-11-19 18:24:00,1
2019-11-19 18:27:00,1
2019-11-19 18:32:00,1
2019-11-20 07:47:00,1
2019-11-22 07:54:00,1
2019-11-22 07:56:00,1
2019-11-22 07:59:00,1
2019-11-22 09:58:00,1
2019-11-22 13:10:00,1
2019-11-22 13:12:00,1
2019-11-22 13:16:00,1
2019-11-23 05:48:00,1
