1204,"SELECT TOP # objID, ra , dec FROM PhotoPrimary WHERE ra > # and ra < # AND dec > # and dec < #"
2019-06-12 08:18:00,1
2019-06-12 15:07:00,1
2019-06-13 03:53:00,1
2019-06-13 13:41:00,1
2019-06-14 05:53:00,1
2019-06-14 07:03:00,1
2019-06-14 09:38:00,1
2019-06-14 22:18:00,1
2019-06-15 09:20:00,1
2019-06-15 11:36:00,1
2019-06-15 15:00:00,1
2019-06-15 20:03:00,1
2019-06-16 08:44:00,1
2019-06-16 16:50:00,1
2019-06-17 06:09:00,1
2019-06-17 09:50:00,1
2019-06-18 11:41:00,1
2019-06-18 13:06:00,1
2019-06-18 14:39:00,1
2019-06-19 06:54:00,1
2019-06-19 11:06:00,1
2019-06-19 11:34:00,1
2019-06-19 12:26:00,1
2019-06-20 00:08:00,1
2019-06-20 03:48:00,1
2019-06-20 07:36:00,1
2019-06-20 07:40:00,3
2019-06-20 07:41:00,1
2019-06-20 07:43:00,1
2019-06-21 00:47:00,1
2019-06-21 06:33:00,1
2019-06-21 23:44:00,1
2019-06-23 03:21:00,1
2019-06-23 03:23:00,1
2019-06-23 15:50:00,1
2019-06-23 15:52:00,1
2019-06-23 17:05:00,1
2019-06-23 23:13:00,1
2019-06-23 23:22:00,1
2019-06-24 04:32:00,1
2019-06-24 11:26:00,1
2019-06-24 11:59:00,1
2019-06-24 14:04:00,1
2019-06-24 20:18:00,1
2019-06-25 08:49:00,1
2019-06-25 11:00:00,1
2019-06-25 12:25:00,1
2019-06-25 15:51:00,1
2019-06-25 16:15:00,1
2019-06-25 19:19:00,1
2019-06-26 10:07:00,1
2019-06-26 18:20:00,1
2019-06-27 01:52:00,1
2019-06-27 02:19:00,1
2019-06-27 08:23:00,1
2019-06-27 08:28:00,1
2019-06-27 20:27:00,1
2019-06-28 03:34:00,1
2019-06-28 04:13:00,1
2019-06-28 06:13:00,1
2019-06-28 11:59:00,1
2019-06-28 12:21:00,1
2019-06-29 05:33:00,1
2019-06-29 14:19:00,1
2019-07-01 08:04:00,1
2019-07-01 09:51:00,1
2019-07-01 21:24:00,1
2019-07-02 01:26:00,1
2019-07-02 07:54:00,1
2019-07-02 08:33:00,2
2019-07-02 14:27:00,1
2019-07-02 15:13:00,1
2019-07-02 17:58:00,1
2019-07-02 19:40:00,1
2019-07-03 09:08:00,1
2019-07-03 14:19:00,1
2019-07-04 17:59:00,1
2019-07-05 12:38:00,1
2019-07-06 07:30:00,1
2019-07-06 23:36:00,1
2019-07-07 10:32:00,1
2019-07-08 04:47:00,1
2019-07-08 12:32:00,1
2019-07-08 17:03:00,1
2019-07-09 06:01:00,1
2019-07-09 06:03:00,2
2019-07-09 06:04:00,1
2019-07-09 06:05:00,1
2019-07-10 12:18:00,1
2019-07-10 14:48:00,1
2019-07-12 02:38:00,1
2019-07-12 08:43:00,1
2019-07-12 10:10:00,1
2019-07-12 15:06:00,1
2019-07-12 17:15:00,1
2019-07-12 19:09:00,1
2019-07-13 04:13:00,1
2019-07-13 09:58:00,1
2019-07-13 14:34:00,1
2019-07-13 21:03:00,2
2019-07-13 21:07:00,2
2019-07-13 21:08:00,3
2019-07-13 21:09:00,1
2019-07-14 01:27:00,1
2019-07-14 07:40:00,1
2019-07-14 08:31:00,1
2019-07-14 16:44:00,1
2019-07-14 17:28:00,1
2019-07-14 19:27:00,1
2019-07-14 19:28:00,1
2019-07-14 20:35:00,1
2019-07-15 10:37:00,1
2019-07-15 21:54:00,1
2019-07-16 06:25:00,1
2019-07-18 09:43:00,1
2019-07-18 11:27:00,1
2019-07-18 23:13:00,1
2019-07-19 05:33:00,1
2019-07-19 19:18:00,1
2019-07-19 22:03:00,1
2019-07-19 23:14:00,1
2019-07-20 00:17:00,1
2019-07-20 03:51:00,1
2019-07-20 04:19:00,1
2019-07-20 05:25:00,1
2019-07-21 06:50:00,1
2019-07-21 18:00:00,1
2019-07-22 05:24:00,1
2019-07-23 15:03:00,1
2019-07-24 02:05:00,1
2019-07-24 08:06:00,1
2019-07-25 05:07:00,1
2019-07-25 23:02:00,1
2019-07-28 07:49:00,1
2019-07-28 19:47:00,1
2019-07-28 19:55:00,1
2019-07-28 21:17:00,1
2019-07-29 03:08:00,1
2019-07-29 14:21:00,1
2019-07-30 02:10:00,1
2019-07-30 02:29:00,1
2019-07-30 16:26:00,1
2019-07-30 21:11:00,1
2019-07-31 00:44:00,1
2019-07-31 01:36:00,1
2019-08-01 20:58:00,1
2019-08-02 12:19:00,1
2019-08-03 09:40:00,1
2019-08-03 15:17:00,1
2019-08-03 17:31:00,1
2019-08-04 02:32:00,1
2019-08-04 07:29:00,1
2019-08-04 20:53:00,1
2019-08-04 21:12:00,1
2019-08-05 03:23:00,1
2019-08-05 14:23:00,1
2019-08-05 15:04:00,1
2019-08-05 20:27:00,1
2019-08-06 02:36:00,1
2019-08-06 14:45:00,1
2019-08-06 21:22:00,1
2019-08-07 09:53:00,1
2019-08-07 09:54:00,5
2019-08-07 10:50:00,2
2019-08-08 02:31:00,1
2019-08-08 18:08:00,1
2019-08-09 06:21:00,1
2019-08-09 13:13:00,1
2019-08-09 14:50:00,1
2019-08-09 17:46:00,1
2019-08-10 23:44:00,1
2019-08-11 10:39:00,4
2019-08-11 11:48:00,1
2019-08-11 22:46:00,1
2019-08-12 14:51:00,1
2019-08-12 16:09:00,1
2019-08-13 08:53:00,1
2019-08-13 08:54:00,1
2019-08-13 08:55:00,1
2019-08-13 14:46:00,1
2019-08-13 18:56:00,1
2019-08-14 10:38:00,1
2019-08-14 16:06:00,1
2019-08-14 21:01:00,1
2019-08-14 22:43:00,1
2019-08-15 03:45:00,1
2019-08-16 07:02:00,1
2019-08-16 11:39:00,1
2019-08-16 23:24:00,1
2019-08-17 09:10:00,1
2019-08-18 10:07:00,1
2019-08-19 07:45:00,1
2019-08-19 18:21:00,1
2019-08-20 15:15:00,1
2019-08-20 23:01:00,1
2019-08-21 04:39:00,1
2019-08-22 07:35:00,1
2019-08-23 01:38:00,1
2019-08-23 07:54:00,1
2019-08-23 14:23:00,1
2019-08-24 10:20:00,1
2019-08-24 12:28:00,1
2019-08-24 13:43:00,1
2019-08-25 17:21:00,1
2019-08-26 16:14:00,1
2019-08-27 21:55:00,1
2019-08-27 23:18:00,1
2019-08-28 17:27:00,1
2019-08-29 09:30:00,1
2019-08-30 04:33:00,1
2019-08-30 11:09:00,1
2019-08-30 18:48:00,1
2019-08-31 05:46:00,1
2019-08-31 13:06:00,1
2019-08-31 15:48:00,1
2019-09-01 04:24:00,1
2019-09-01 06:56:00,1
2019-09-01 07:45:00,1
2019-09-01 10:22:00,1
2019-09-01 12:25:00,1
2019-09-01 14:06:00,1
2019-09-02 00:19:00,1
2019-09-02 09:02:00,1
2019-09-02 13:04:00,1
2019-09-03 15:34:00,1
2019-09-04 16:03:00,1
2019-09-05 01:22:00,1
2019-09-05 02:12:00,1
2019-09-05 07:33:00,1
2019-09-05 22:29:00,1
2019-09-05 22:40:00,1
2019-09-05 22:48:00,1
2019-09-06 06:21:00,1
2019-09-06 06:47:00,1
2019-09-06 08:02:00,1
2019-09-06 19:42:00,1
2019-09-06 21:52:00,1
2019-09-07 10:29:00,1
2019-09-07 16:51:00,1
2019-09-07 17:48:00,1
2019-09-08 06:14:00,1
2019-09-08 09:32:00,1
2019-09-08 15:05:00,1
2019-09-09 06:32:00,1
2019-09-09 13:46:00,1
2019-09-09 14:21:00,1
2019-09-09 16:50:00,1
2019-09-10 07:15:00,1
2019-09-10 12:10:00,1
2019-09-10 12:11:00,2
2019-09-11 12:07:00,1
2019-09-11 19:29:00,1
2019-09-11 21:41:00,1
2019-09-12 06:45:00,1
2019-09-12 07:45:00,1
2019-09-12 23:55:00,1
2019-09-13 00:27:00,1
2019-09-13 05:04:00,1
2019-09-13 20:07:00,1
2019-09-14 17:53:00,1
2019-09-14 21:16:00,2
2019-09-14 23:55:00,1
2019-09-15 05:43:00,1
2019-09-15 06:55:00,1
2019-09-15 08:02:00,1
2019-09-16 12:44:00,1
2019-09-16 19:15:00,1
2019-09-17 02:18:00,1
2019-09-17 10:10:00,1
2019-09-17 14:12:00,1
2019-09-18 10:47:00,1
2019-09-18 11:55:00,1
2019-09-18 13:20:00,1
2019-09-18 13:28:00,1
2019-09-18 18:24:00,1
2019-09-18 21:10:00,1
2019-09-19 00:18:00,1
2019-09-19 03:28:00,1
2019-09-19 08:21:00,1
2019-09-19 08:32:00,1
2019-09-19 09:13:00,1
2019-09-19 14:45:00,1
2019-09-19 14:53:00,1
2019-09-20 00:24:00,1
2019-09-20 01:02:00,1
2019-09-20 08:45:00,1
2019-09-21 12:19:00,1
2019-09-23 04:13:00,1
2019-09-23 05:08:00,1
2019-09-23 06:11:00,1
2019-09-23 08:32:00,1
2019-09-23 18:18:00,1
2019-09-23 22:13:00,1
2019-09-24 01:12:00,1
2019-09-24 19:05:00,1
2019-09-24 19:33:00,1
2019-09-24 19:48:00,1
2019-09-25 03:22:00,1
2019-09-25 06:07:00,1
2019-09-25 07:11:00,1
2019-09-25 10:44:00,1
2019-09-26 04:14:00,1
2019-09-26 05:19:00,1
2019-09-26 18:46:00,1
2019-09-27 14:18:00,1
2019-09-27 23:53:00,1
2019-09-28 01:16:00,1
2019-09-28 01:40:00,1
2019-09-28 04:42:00,1
2019-09-28 14:43:00,1
2019-09-28 15:18:00,1
2019-09-28 23:48:00,1
2019-09-29 03:48:00,1
2019-09-29 18:33:00,1
2019-09-29 21:38:00,1
2019-09-29 22:43:00,1
2019-09-30 01:43:00,1
2019-09-30 07:47:00,1
2019-09-30 10:24:00,1
2019-10-01 19:46:00,1
2019-10-02 05:53:00,1
2019-10-02 06:06:00,1
2019-10-02 08:57:00,1
2019-10-03 14:23:00,1
2019-10-03 15:18:00,1
2019-10-03 17:58:00,1
2019-10-03 20:45:00,1
2019-10-03 23:12:00,1
2019-10-04 03:12:00,1
2019-10-04 03:18:00,1
2019-10-04 10:50:00,1
2019-10-04 16:27:00,1
2019-10-04 17:19:00,1
2019-10-05 17:32:00,2
2019-10-07 06:27:00,1
2019-10-07 08:32:00,1
2019-10-07 10:20:00,1
2019-10-07 11:14:00,1
2019-10-07 11:56:00,1
2019-10-08 01:27:00,1
2019-10-08 02:44:00,1
2019-10-08 19:14:00,1
2019-10-08 19:42:00,1
2019-10-08 20:17:00,1
2019-10-08 20:21:00,1
2019-10-09 10:54:00,1
2019-10-09 16:21:00,1
2019-10-10 04:58:00,1
2019-10-10 07:55:00,1
2019-10-10 12:53:00,1
2019-10-11 02:08:00,1
2019-10-12 04:00:00,1
2019-10-12 10:53:00,1
2019-10-12 13:04:00,1
2019-10-13 01:56:00,1
2019-10-13 12:09:00,1
2019-10-14 00:21:00,1
2019-10-14 02:24:00,1
2019-10-14 21:48:00,1
2019-10-15 06:32:00,1
2019-10-15 11:17:00,2
2019-10-15 11:41:00,1
2019-10-15 13:10:00,1
2019-10-15 15:14:00,1
2019-10-15 15:55:00,1
2019-10-15 21:00:00,1
2019-10-16 20:54:00,1
2019-10-16 23:01:00,1
2019-10-17 05:17:00,1
2019-10-17 11:55:00,1
2019-10-17 16:40:00,1
2019-10-18 06:30:00,1
2019-10-18 18:58:00,1
2019-10-19 09:47:00,1
2019-10-19 17:32:00,1
2019-10-21 00:16:00,1
2019-10-21 02:29:00,1
2019-10-21 07:14:00,1
2019-10-21 12:46:00,1
2019-10-21 17:50:00,1
2019-10-21 19:22:00,1
2019-10-22 00:24:00,1
2019-10-22 02:46:00,1
2019-10-22 03:47:00,1
2019-10-22 04:34:00,1
2019-10-22 05:19:00,1
2019-10-22 10:01:00,1
2019-10-22 14:32:00,1
2019-10-22 19:09:00,1
2019-10-22 20:06:00,1
2019-10-22 20:21:00,1
2019-10-22 20:58:00,1
2019-10-22 21:09:00,1
2019-10-22 21:30:00,1
2019-10-23 00:09:00,1
2019-10-23 14:48:00,1
2019-10-23 15:17:00,1
2019-10-23 15:35:00,1
2019-10-23 20:00:00,1
2019-10-23 20:58:00,1
2019-10-24 09:41:00,1
2019-10-24 09:59:00,1
2019-10-24 11:25:00,1
2019-10-24 12:56:00,1
2019-10-24 13:56:00,1
2019-10-24 16:30:00,1
2019-10-24 20:00:00,1
2019-10-24 21:26:00,1
2019-10-24 21:37:00,1
2019-10-25 00:11:00,1
2019-10-25 00:35:00,1
2019-10-25 00:43:00,1
2019-10-25 16:31:00,1
2019-10-25 22:22:00,1
2019-10-26 00:46:00,1
2019-10-26 04:29:00,1
2019-10-26 18:02:00,1
2019-10-26 19:34:00,1
2019-10-26 22:36:00,1
2019-10-27 10:08:00,1
2019-10-28 20:26:00,1
2019-10-29 16:31:00,1
2019-10-30 09:56:00,1
2019-10-30 19:00:00,1
2019-10-30 20:51:00,1
2019-10-30 23:41:00,1
2019-10-31 04:04:00,1
2019-10-31 19:02:00,1
2019-10-31 19:03:00,1
2019-11-01 05:25:00,1
2019-11-01 07:01:00,1
2019-11-01 12:24:00,1
2019-11-01 12:25:00,1
2019-11-01 23:01:00,1
2019-11-02 00:59:00,1
2019-11-02 02:49:00,1
2019-11-02 07:02:00,1
2019-11-02 07:20:00,1
2019-11-02 07:43:00,1
2019-11-02 21:34:00,1
2019-11-03 17:41:00,1
2019-11-04 09:20:00,1
2019-11-04 12:44:00,1
