751,"SELECT TOP # objId, z, zErr, absMagR FROM Photoz WHERE z BETWEEN # and # and photoErrorClass = # and nnCount> # and zErr BETWEEN # and #"
2019-06-11 17:16:00,1
2019-06-12 07:03:00,1
2019-06-12 12:55:00,1
2019-06-14 08:16:00,1
2019-06-14 23:18:00,1
2019-06-15 09:28:00,1
2019-06-15 15:21:00,1
2019-06-17 09:52:00,1
2019-06-17 17:06:00,1
2019-06-18 11:51:00,1
2019-06-18 13:14:00,1
2019-06-18 14:48:00,1
2019-06-18 16:13:00,1
2019-06-19 13:44:00,1
2019-06-20 00:11:00,1
2019-06-20 03:55:00,1
2019-06-21 00:53:00,1
2019-06-21 06:56:00,1
2019-06-21 09:50:00,1
2019-06-22 19:53:00,1
2019-06-22 22:33:00,1
2019-06-23 14:01:00,1
2019-06-23 16:36:00,1
2019-06-23 19:04:00,1
2019-06-23 23:02:00,1
2019-06-25 12:34:00,1
2019-06-25 16:14:00,1
2019-06-25 23:42:00,1
2019-06-27 03:03:00,1
2019-06-27 05:56:00,1
2019-06-27 10:02:00,1
2019-06-27 20:30:00,1
2019-06-29 05:35:00,1
2019-06-29 16:36:00,1
2019-06-29 19:23:00,1
2019-06-30 08:53:00,1
2019-06-30 17:15:00,1
2019-07-01 10:14:00,1
2019-07-01 21:27:00,1
2019-07-02 01:31:00,1
2019-07-02 15:18:00,1
2019-07-02 15:23:00,1
2019-07-02 18:59:00,1
2019-07-02 19:45:00,1
2019-07-03 10:13:00,1
2019-07-03 14:23:00,1
2019-07-04 02:16:00,1
2019-07-06 08:11:00,1
2019-07-07 01:49:00,1
2019-07-07 21:54:00,1
2019-07-08 10:58:00,1
2019-07-09 01:29:00,1
2019-07-09 10:25:00,1
2019-07-09 17:19:00,1
2019-07-09 17:30:00,1
2019-07-11 01:12:00,1
2019-07-11 16:47:00,1
2019-07-12 19:14:00,1
2019-07-13 05:56:00,1
2019-07-13 07:14:00,1
2019-07-14 02:23:00,1
2019-07-14 08:17:00,1
2019-07-14 09:51:00,1
2019-07-14 19:45:00,1
2019-07-14 22:19:00,1
2019-07-16 11:30:00,1
2019-07-17 10:49:00,1
2019-07-18 11:57:00,1
2019-07-18 13:40:00,1
2019-07-19 00:00:00,1
2019-07-20 00:23:00,1
2019-07-20 00:31:00,1
2019-07-20 02:00:00,1
2019-07-20 04:42:00,1
2019-07-20 05:18:00,1
2019-07-20 05:31:00,1
2019-07-20 22:51:00,1
2019-07-21 06:54:00,1
2019-07-22 01:50:00,1
2019-07-22 05:31:00,1
2019-07-22 17:18:00,1
2019-07-23 15:36:00,1
2019-07-24 02:11:00,1
2019-07-24 05:47:00,1
2019-07-24 08:14:00,1
2019-07-25 05:13:00,1
2019-07-25 14:45:00,1
2019-07-25 23:07:00,1
2019-07-25 23:19:00,1
2019-07-27 07:24:00,1
2019-07-27 20:35:00,1
2019-07-28 22:03:00,1
2019-07-29 00:47:00,1
2019-07-29 01:14:00,1
2019-07-29 02:34:00,1
2019-07-29 03:12:00,1
2019-07-29 03:48:00,1
2019-07-29 23:30:00,2
2019-07-30 03:36:00,1
2019-07-30 12:07:00,1
2019-07-30 21:13:00,1
2019-08-01 01:08:00,1
2019-08-01 19:44:00,1
2019-08-01 20:58:00,1
2019-08-02 01:25:00,1
2019-08-02 19:07:00,1
2019-08-02 20:44:00,1
2019-08-02 21:32:00,1
2019-08-04 23:26:00,1
2019-08-06 02:37:00,1
2019-08-07 16:29:00,1
2019-08-08 20:47:00,1
2019-08-09 06:20:00,1
2019-08-09 14:58:00,1
2019-08-09 17:55:00,1
2019-08-11 01:13:00,1
2019-08-11 07:56:00,1
2019-08-11 22:02:00,1
2019-08-11 22:03:00,3
2019-08-12 02:33:00,1
2019-08-12 17:03:00,1
2019-08-12 17:08:00,1
2019-08-13 17:01:00,1
2019-08-13 19:10:00,1
2019-08-13 19:14:00,1
2019-08-14 00:21:00,1
2019-08-14 10:04:00,1
2019-08-14 22:48:00,1
2019-08-15 03:53:00,1
2019-08-16 07:07:00,1
2019-08-16 14:55:00,1
2019-08-16 23:43:00,1
2019-08-17 09:15:00,1
2019-08-17 16:09:00,1
2019-08-19 10:30:00,1
2019-08-20 23:06:00,1
2019-08-21 04:46:00,1
2019-08-22 07:40:00,1
2019-08-22 20:38:00,1
2019-08-23 01:43:00,1
2019-08-23 08:00:00,1
2019-08-23 14:29:00,1
2019-08-26 14:18:00,1
2019-08-27 22:57:00,1
2019-08-28 00:21:00,1
2019-08-28 01:42:00,1
2019-08-28 19:43:00,1
2019-08-29 06:22:00,1
2019-08-30 00:16:00,1
2019-08-30 11:13:00,1
2019-08-30 14:27:00,1
2019-08-31 08:41:00,1
2019-08-31 10:20:00,1
2019-08-31 18:39:00,1
2019-08-31 20:52:00,1
2019-09-01 08:35:00,1
2019-09-02 11:34:00,1
2019-09-03 19:21:00,1
2019-09-05 21:50:00,1
2019-09-05 22:35:00,1
2019-09-06 21:59:00,1
2019-09-07 10:37:00,1
2019-09-08 08:38:00,1
2019-09-08 11:44:00,1
2019-09-08 17:11:00,1
2019-09-08 23:50:00,1
2019-09-10 03:37:00,1
2019-09-10 08:26:00,1
2019-09-10 15:13:00,1
2019-09-11 14:17:00,1
2019-09-11 22:31:00,1
2019-09-13 00:20:00,1
2019-09-13 00:35:00,1
2019-09-13 05:10:00,1
2019-09-14 17:55:00,1
2019-09-15 00:00:00,1
2019-09-15 06:20:00,1
2019-09-15 07:01:00,1
2019-09-15 08:04:00,1
2019-09-16 19:21:00,1
2019-09-17 11:48:00,1
2019-09-17 16:42:00,1
2019-09-18 11:44:00,1
2019-09-18 13:25:00,1
2019-09-18 18:32:00,1
2019-09-18 19:24:00,1
2019-09-18 23:36:00,1
2019-09-19 00:55:00,1
2019-09-19 02:25:00,1
2019-09-19 05:10:00,1
2019-09-19 10:38:00,1
2019-09-19 17:20:00,1
2019-09-20 00:53:00,1
2019-09-20 06:08:00,1
2019-09-20 10:13:00,1
2019-09-21 13:19:00,1
2019-09-22 18:55:00,1
2019-09-23 14:12:00,1
2019-09-23 17:28:00,1
2019-09-23 20:30:00,1
2019-09-24 08:17:00,1
2019-09-24 10:46:00,1
2019-09-25 03:49:00,1
2019-09-25 07:40:00,1
2019-09-25 10:18:00,1
2019-09-25 10:19:00,2
2019-09-25 10:22:00,6
2019-09-26 03:22:00,1
2019-09-26 04:39:00,1
2019-09-27 03:45:00,1
2019-09-27 23:58:00,1
2019-09-28 04:50:00,1
2019-09-29 05:56:00,1
2019-09-29 19:08:00,1
2019-09-30 01:48:00,1
2019-09-30 07:55:00,1
2019-10-02 07:17:00,1
2019-10-03 16:42:00,1
2019-10-04 00:51:00,1
2019-10-04 01:59:00,1
2019-10-04 13:37:00,1
2019-10-05 23:38:00,1
2019-10-08 19:17:00,1
2019-10-08 19:49:00,1
2019-10-09 17:23:00,1
2019-10-09 21:55:00,1
2019-10-10 07:11:00,1
2019-10-10 13:52:00,1
2019-10-11 04:22:00,1
2019-10-11 06:49:00,1
2019-10-12 07:12:00,1
2019-10-12 08:59:00,1
2019-10-14 02:53:00,1
2019-10-14 04:59:00,1
2019-10-16 05:57:00,1
2019-10-16 21:36:00,1
2019-10-17 00:33:00,1
2019-10-17 05:10:00,1
2019-10-17 13:05:00,1
2019-10-17 19:16:00,1
2019-10-19 09:58:00,1
2019-10-19 17:38:00,1
2019-10-21 00:23:00,1
2019-10-21 02:36:00,1
2019-10-21 11:00:00,1
2019-10-22 03:55:00,1
2019-10-22 06:12:00,1
2019-10-22 07:08:00,1
2019-10-22 10:09:00,1
2019-10-22 16:49:00,1
2019-10-22 20:26:00,1
2019-10-23 03:40:00,1
2019-10-23 04:27:00,1
2019-10-23 05:58:00,1
2019-10-23 14:55:00,1
2019-10-23 14:56:00,1
2019-10-23 21:00:00,1
2019-10-24 00:52:00,1
2019-10-24 09:48:00,1
2019-10-24 13:03:00,1
2019-10-24 16:35:00,1
2019-10-24 20:03:00,1
2019-10-24 21:28:00,1
2019-10-24 21:38:00,1
2019-10-24 23:08:00,1
2019-10-25 00:13:00,1
2019-10-25 00:36:00,1
2019-10-25 00:46:00,1
2019-10-25 11:55:00,1
2019-10-26 05:54:00,1
2019-10-26 18:04:00,1
2019-10-26 19:35:00,1
2019-10-27 05:05:00,1
2019-10-27 10:09:00,1
2019-10-29 09:26:00,1
2019-10-29 16:23:00,1
2019-10-30 19:44:00,1
2019-10-30 20:53:00,1
2019-10-30 23:46:00,1
2019-10-31 04:10:00,1
2019-11-01 05:30:00,1
2019-11-01 09:13:00,1
2019-11-02 00:16:00,1
2019-11-02 01:09:00,1
2019-11-02 06:36:00,1
2019-11-02 07:08:00,1
2019-11-02 10:03:00,1
2019-11-02 20:57:00,1
2019-11-04 02:10:00,1
2019-11-04 13:57:00,1
2019-11-04 16:43:00,1
2019-11-04 17:55:00,1
2019-11-05 05:47:00,1
2019-11-06 10:58:00,1
2019-11-07 08:29:00,1
2019-11-08 19:13:00,1
2019-11-08 21:13:00,1
2019-11-08 21:15:00,1
2019-11-09 09:35:00,1
2019-11-09 16:41:00,1
2019-11-10 11:26:00,1
2019-11-12 00:07:00,1
2019-11-12 00:15:00,2
2019-11-12 00:17:00,1
2019-11-12 18:54:00,1
2019-11-14 01:45:00,1
2019-11-14 02:14:00,1
2019-11-14 19:57:00,1
2019-11-15 02:52:00,1
2019-11-15 03:53:00,1
2019-11-15 14:39:00,1
2019-11-16 06:16:00,1
2019-11-16 06:36:00,1
2019-11-16 11:29:00,1
2019-11-16 13:03:00,1
2019-11-16 17:13:00,1
2019-11-17 03:43:00,1
2019-11-17 16:42:00,1
2019-11-17 22:24:00,1
2019-11-18 23:03:00,1
2019-11-18 23:32:00,1
2019-11-19 08:30:00,1
2019-11-19 08:53:00,1
2019-11-19 10:54:00,1
2019-11-19 12:52:00,1
2019-11-20 04:49:00,1
2019-11-20 12:35:00,1
2019-11-21 20:11:00,1
2019-11-22 08:54:00,1
2019-11-22 15:26:00,1
2019-11-22 16:59:00,1
2019-11-22 18:42:00,1
2019-11-23 00:32:00,1
2019-11-23 16:52:00,1
2019-11-24 17:47:00,1
2019-11-27 09:49:00,1
2019-11-27 12:50:00,1
2019-11-29 02:22:00,1
2019-11-30 02:36:00,1
2019-12-01 00:28:00,1
2019-12-01 08:01:00,1
2019-12-01 19:03:00,1
2019-12-01 20:17:00,1
2019-12-03 01:11:00,1
2019-12-03 08:06:00,1
2019-12-03 08:29:00,1
2019-12-03 08:36:00,1
2019-12-04 11:16:00,1
2019-12-04 11:26:00,1
2019-12-05 00:31:00,1
2019-12-05 10:30:00,1
2019-12-05 10:59:00,1
2019-12-05 11:13:00,1
2019-12-05 15:03:00,1
2019-12-05 19:04:00,1
2019-12-05 19:12:00,1
2019-12-05 20:54:00,1
2019-12-07 13:22:00,1
2019-12-07 21:24:00,1
2019-12-09 07:07:00,1
2019-12-09 21:34:00,1
2019-12-11 08:28:00,1
2019-12-11 10:44:00,1
2019-12-12 00:45:00,1
2019-12-12 02:28:00,1
2019-12-12 06:45:00,1
2019-12-12 15:03:00,1
2019-12-13 10:27:00,1
2019-12-13 12:28:00,1
2019-12-13 13:31:00,1
2019-12-13 13:47:00,1
2019-12-14 10:29:00,1
2019-12-14 21:14:00,1
2019-12-15 06:26:00,1
2019-12-16 07:56:00,1
2019-12-16 22:22:00,1
2019-12-16 22:49:00,1
2019-12-17 00:25:00,1
2019-12-18 01:02:00,1
2019-12-18 01:31:00,1
2019-12-20 09:09:00,1
2019-12-20 17:23:00,1
2019-12-22 06:33:00,1
2019-12-22 06:35:00,4
2019-12-22 06:36:00,9
2019-12-22 15:17:00,1
2019-12-23 23:01:00,1
2019-12-25 05:06:00,1
2019-12-25 05:46:00,1
2019-12-26 03:14:00,1
2019-12-26 15:22:00,1
2019-12-26 17:44:00,1
2019-12-27 07:25:00,1
2019-12-27 13:15:00,1
2019-12-27 21:21:00,2
2019-12-28 07:16:00,1
2019-12-28 23:53:00,1
2019-12-30 00:36:00,1
2019-12-31 00:04:00,1
