306,"SELECT TOP # s.apogee_id, s.ra, s.dec, s.glon, s.glat, s.vhelio_avg, s.vscatter, a.teff, a.teff_err, a.logg, a.logg_err, a.param_m_h, a.param_m_h_err, a.param_alpha_m, a.param_alpha_m_err, dbo.fApogeeAspcapFlagN (a.aspxcapflag) , dbo.fApogeeStarFlagN (s.starflag) FROM apogeeStar s JOIN aspcapStar a on a.apstar_id = s.apstar_id WHERE (a.aspxcapflag & dbo.fApogeeAspcapFlag (#) ) = # and s.commiss = # and (s.apogee_target2 & (dbo.fApogeeTarget2 (#) ) ! = #)"
2019-07-01 10:22:00,1
2019-07-02 16:06:00,1
2019-07-05 23:15:00,1
2019-07-07 02:06:00,1
2019-07-07 22:06:00,1
2019-07-14 09:58:00,1
2019-07-14 19:52:00,1
2019-07-15 17:27:00,1
2019-07-18 06:01:00,1
2019-07-18 12:06:00,1
2019-07-19 00:40:00,1
2019-07-20 00:41:00,1
2019-07-20 01:47:00,1
2019-07-20 03:05:00,1
2019-07-20 04:48:00,1
2019-07-22 02:03:00,1
2019-07-23 15:43:00,1
2019-07-26 15:13:00,1
2019-07-28 10:36:00,1
2019-07-28 22:13:00,1
2019-07-29 10:29:00,1
2019-07-30 04:16:00,1
2019-07-31 01:53:00,1
2019-08-04 21:50:00,1
2019-08-04 23:34:00,1
2019-08-07 14:38:00,1
2019-08-08 20:57:00,1
2019-08-09 17:58:00,1
2019-08-10 05:45:00,1
2019-08-11 14:14:00,1
2019-08-12 20:47:00,1
2019-08-13 17:09:00,1
2019-08-13 19:16:00,1
2019-08-14 13:02:00,1
2019-08-14 13:22:00,1
2019-08-16 15:18:00,1
2019-08-17 21:40:00,1
2019-08-18 17:50:00,1
2019-08-23 12:13:00,1
2019-08-23 14:31:00,1
2019-08-24 11:18:00,1
2019-08-25 00:41:00,1
2019-08-25 04:41:00,1
2019-08-28 22:29:00,1
2019-08-30 04:27:00,1
2019-08-31 18:52:00,1
2019-08-31 21:04:00,1
2019-09-02 12:18:00,1
2019-09-03 19:40:00,1
2019-09-05 01:30:00,1
2019-09-08 08:55:00,1
2019-09-08 11:49:00,1
2019-09-08 17:35:00,1
2019-09-11 19:07:00,1
2019-09-11 23:11:00,1
2019-09-15 06:30:00,1
2019-09-17 13:06:00,1
2019-09-17 17:27:00,1
2019-09-18 12:29:00,1
2019-09-18 23:54:00,1
2019-09-19 02:49:00,1
2019-09-19 17:45:00,1
2019-09-19 18:37:00,1
2019-09-20 03:11:00,1
2019-09-20 06:25:00,1
2019-09-20 10:54:00,1
2019-09-21 09:55:00,1
2019-09-22 13:14:00,1
2019-09-24 00:15:00,1
2019-09-24 10:57:00,1
2019-09-25 07:20:00,1
2019-09-25 07:45:00,1
2019-09-29 06:40:00,1
2019-09-29 19:15:00,1
2019-10-03 16:56:00,1
2019-10-04 13:44:00,1
2019-10-08 19:52:00,1
2019-10-10 07:19:00,1
2019-10-10 14:16:00,1
2019-10-11 04:28:00,1
2019-10-12 09:35:00,1
2019-10-13 08:56:00,1
2019-10-14 03:19:00,1
2019-10-14 05:04:00,1
2019-10-16 11:59:00,1
2019-10-17 01:15:00,1
2019-10-17 19:38:00,1
2019-10-19 09:29:00,1
2019-10-21 02:39:00,1
2019-10-22 07:31:00,1
2019-10-23 07:01:00,1
2019-10-23 18:25:00,1
2019-10-23 21:41:00,1
2019-10-25 00:27:00,1
2019-10-28 20:26:00,1
2019-10-29 16:22:00,1
2019-10-29 23:02:00,1
2019-11-01 09:29:00,1
2019-11-02 07:26:00,1
2019-11-02 10:52:00,1
2019-11-02 20:58:00,1
2019-11-04 16:48:00,1
2019-11-05 05:59:00,1
2019-11-08 19:20:00,1
2019-11-09 10:15:00,1
2019-11-10 11:28:00,1
2019-11-13 05:22:00,1
2019-11-14 09:41:00,1
2019-11-14 20:03:00,1
2019-11-14 20:04:00,1
2019-11-14 20:07:00,1
2019-11-14 20:38:00,1
2019-11-15 04:19:00,1
2019-11-15 07:14:00,1
2019-11-15 18:09:00,1
2019-11-16 06:59:00,1
2019-11-16 07:16:00,1
2019-11-18 11:10:00,1
2019-11-18 15:20:00,1
2019-11-18 23:47:00,1
2019-11-19 17:12:00,1
2019-11-22 15:56:00,1
2019-11-23 17:01:00,1
2019-11-24 20:08:00,1
2019-11-25 18:07:00,1
2019-11-27 10:06:00,1
2019-11-29 03:02:00,1
2019-11-30 02:58:00,1
2019-12-01 08:42:00,1
2019-12-01 20:25:00,1
2019-12-02 07:34:00,1
2019-12-04 11:27:00,1
2019-12-05 15:38:00,1
2019-12-05 21:12:00,1
2019-12-06 22:54:00,1
2019-12-07 21:38:00,1
2019-12-09 02:10:00,1
2019-12-09 07:20:00,1
2019-12-09 21:46:00,1
2019-12-10 13:08:00,1
2019-12-11 10:42:00,1
2019-12-12 02:32:00,1
2019-12-12 15:09:00,1
2019-12-13 12:32:00,1
2019-12-13 13:34:00,1
2019-12-14 10:30:00,1
2019-12-15 01:48:00,1
2019-12-16 22:56:00,1
2019-12-20 09:10:00,1
2019-12-20 11:38:00,1
2019-12-20 17:24:00,1
2019-12-22 06:54:00,2
2019-12-22 15:24:00,1
2019-12-23 22:22:00,1
2019-12-24 01:01:00,1
2019-12-24 03:16:00,1
2019-12-25 05:53:00,1
2019-12-25 11:22:00,1
2019-12-26 03:15:00,1
2019-12-26 06:58:00,1
2019-12-26 15:24:00,1
2019-12-26 18:25:00,1
2019-12-27 07:31:00,1
2019-12-28 23:56:00,1
2019-12-30 01:22:00,1
2019-12-30 01:26:00,1
2019-12-30 01:27:00,1
2019-12-30 01:29:00,2
