9919,"SELECT DISTINCT po.objid AS phot_id, po.ra AS phot_ra, po.dec AS phot_dec, po.modelmag_i AS modmag_i FROM PhotoPrimary po WHERE (po.clean = # OR ( ((po.flags & #) ! = #) AND ( (po.flags & #) = #) AND ( ((po.flags & #) = #) OR (po.psfmagerr_i < = #) ) AND ( ((po.flags & #) = #) OR (po.flags & #) = #) )) AND (po.calibStatus_i & #) ! = # AND po.modelmagerr_i < = # AND po.modelmagerr_i > # AND po.modelmag_i > # AND po.extinction_i < = # AND po.ra BETWEEN # AND #"
2019-08-05 20:08:00,1
2019-08-05 20:09:00,1
2019-08-05 20:10:00,2
2019-08-05 20:11:00,1
2019-08-05 20:12:00,2
2019-08-05 20:13:00,1
2019-08-05 20:14:00,2
2019-08-05 20:15:00,1
2019-08-05 20:16:00,2
2019-08-05 20:17:00,1
2019-08-05 20:18:00,1
2019-08-05 20:19:00,2
2019-08-05 20:20:00,1
2019-08-05 20:21:00,1
2019-08-05 20:22:00,1
2019-08-05 20:23:00,2
2019-08-05 20:24:00,1
2019-08-05 20:25:00,1
2019-08-05 20:26:00,1
2019-08-05 20:27:00,2
2019-08-05 20:28:00,1
2019-08-05 20:29:00,1
2019-08-05 20:30:00,1
2019-08-05 20:31:00,1
2019-08-05 20:32:00,2
2019-08-05 20:33:00,1
2019-08-05 20:34:00,1
2019-08-05 20:35:00,2
2019-08-05 20:36:00,1
2019-08-05 20:37:00,1
2019-08-05 20:38:00,1
2019-08-05 20:39:00,1
2019-08-05 20:40:00,2
2019-08-05 20:41:00,1
2019-08-05 20:42:00,1
2019-08-05 20:43:00,1
2019-08-05 20:44:00,2
2019-08-05 20:45:00,1
2019-08-05 20:46:00,1
2019-08-05 20:47:00,1
2019-08-05 20:48:00,2
2019-08-05 20:49:00,1
2019-08-05 20:50:00,1
2019-08-05 20:51:00,1
2019-08-05 20:52:00,2
2019-08-05 20:53:00,1
2019-08-05 20:54:00,1
2019-08-05 20:55:00,1
2019-08-05 20:56:00,2
2019-08-05 20:57:00,1
2019-08-05 20:58:00,2
2019-08-05 20:59:00,1
2019-08-05 21:00:00,1
2019-08-05 21:01:00,1
2019-08-05 21:02:00,2
2019-08-05 21:03:00,1
2019-08-05 21:04:00,1
2019-08-05 21:05:00,1
2019-08-05 21:06:00,1
2019-08-05 21:07:00,2
2019-08-05 21:08:00,1
2019-08-05 21:09:00,1
2019-08-05 21:10:00,1
2019-08-05 21:11:00,2
2019-08-05 21:12:00,1
2019-08-05 21:13:00,1
2019-08-05 21:14:00,1
2019-08-05 21:15:00,1
