259,"SELECT u.up_name as [name], # + cast (p.objId as varchar (#) ) + #+ cast (p.objId as varchar (#) ) + # as objID, p.ra, p.dec, dbo.fPhotoTypeN (p.type) as type, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z FROM #x x, #upload u, PhotoTag p WHERE u.up_id = x.up_id and x.objID = p.objID and p.mode = # ORDER BY x.up_id"
2019-07-29 23:16:00,1
2019-07-31 02:29:00,1
2019-08-05 08:02:00,1
2019-08-09 14:12:00,1
2019-08-14 07:45:00,1
2019-08-16 06:45:00,1
2019-08-16 21:03:00,1
2019-08-16 23:01:00,1
2019-08-16 23:39:00,1
2019-08-19 04:54:00,1
2019-08-19 16:27:00,1
2019-08-20 01:07:00,1
2019-08-21 16:44:00,1
2019-08-27 04:59:00,1
2019-08-27 20:46:00,1
2019-08-31 03:56:00,1
2019-09-01 06:07:00,1
2019-09-04 00:16:00,1
2019-09-06 18:54:00,1
2019-09-07 03:35:00,1
2019-09-07 16:36:00,1
2019-09-09 10:32:00,1
2019-09-10 17:09:00,1
2019-09-11 00:13:00,1
2019-09-12 10:21:00,1
2019-09-12 10:59:00,1
2019-09-14 08:21:00,1
2019-09-15 08:24:00,1
2019-09-16 12:13:00,1
2019-09-17 11:04:00,1
2019-09-17 18:33:00,1
2019-09-17 18:42:00,1
2019-09-18 02:37:00,1
2019-09-18 03:28:00,1
2019-09-19 01:15:00,1
2019-09-19 02:44:00,1
2019-09-19 08:06:00,1
2019-09-19 10:33:00,1
2019-09-25 11:36:00,1
2019-09-26 05:49:00,1
2019-09-28 15:44:00,1
2019-09-29 09:49:00,1
2019-10-05 10:26:00,1
2019-10-07 17:19:00,1
2019-10-08 09:36:00,1
2019-10-09 16:15:00,1
2019-10-10 03:52:00,1
2019-10-11 18:43:00,1
2019-10-17 20:41:00,1
2019-10-21 20:55:00,1
2019-10-22 07:26:00,1
2019-10-22 08:19:00,1
2019-10-30 08:26:00,1
2019-11-03 05:55:00,1
2019-11-03 22:29:00,1
2019-11-04 12:22:00,1
2019-11-05 05:22:00,1
2019-11-06 07:57:00,1
2019-11-08 02:39:00,1
2019-11-09 17:59:00,1
2019-11-10 00:45:00,1
2019-11-10 02:00:00,1
2019-11-13 08:11:00,1
2019-11-13 11:40:00,1
2019-11-13 21:21:00,1
2019-11-14 23:36:00,1
2019-11-15 07:55:00,1
2019-11-16 09:34:00,1
2019-11-16 17:13:00,1
2019-11-17 05:52:00,1
2019-11-17 06:14:00,1
2019-11-17 18:22:00,1
2019-11-21 12:41:00,1
2019-11-21 15:37:00,1
2019-11-21 19:58:00,1
2019-11-21 22:17:00,1
2019-11-23 17:41:00,1
2019-11-24 01:37:00,1
2019-11-24 01:47:00,1
2019-11-25 11:28:00,1
2019-11-25 13:33:00,1
2019-11-26 06:31:00,1
2019-11-26 17:36:00,1
2019-11-27 02:02:00,1
2019-11-27 09:53:00,1
2019-11-28 01:02:00,1
2019-11-28 05:22:00,1
2019-11-28 22:26:00,1
2019-11-30 21:22:00,1
2019-12-02 16:36:00,1
2019-12-04 16:32:00,1
2019-12-06 08:57:00,1
2019-12-07 02:42:00,1
2019-12-08 00:34:00,1
2019-12-09 02:19:00,1
2019-12-09 15:34:00,1
2019-12-10 10:31:00,1
2019-12-10 10:47:00,1
2019-12-11 09:53:00,1
2019-12-13 04:03:00,1
2019-12-13 18:29:00,1
2019-12-18 03:05:00,1
2019-12-18 03:54:00,1
2019-12-18 18:03:00,1
2019-12-18 21:58:00,1
2019-12-19 00:26:00,1
2019-12-19 12:52:00,1
2019-12-19 18:16:00,1
2019-12-19 19:52:00,1
2019-12-21 20:57:00,1
2019-12-27 09:11:00,1
2019-12-28 07:16:00,1
2019-12-29 09:30:00,1
