184,"SELECT TOP # star.apogee_id, star.ra, star.dec, star.glon, star.glat, star.vhelio_avg, star.vscatter, obj.j, obj.h, obj.k, obj.ak_targ, obj.ak_targ_method, obj.ak_wise, aspcap.teff, aspcap.logg, aspcap.metals FROM apogeeStar star JOIN aspcapStar aspcap on aspcap.apstar_id = star.apstar_id JOIN apogeeObject obj on aspcap.target_id = obj.target_id WHERE (aspcap.aspxcapflag & dbo.fApogeeAspcapFlag (#) ) = # and aspcap.teff > # and (star.vhelio_avg > #) and (star.starflag & dbo.fApogeeStarFlag (#) ) = # and star.nvisits > # order by aspcap.apogee_id"
2019-05-13 14:51:00,1
2019-05-14 08:33:00,1
2019-05-15 23:17:00,1
2019-05-17 05:05:00,1
2019-05-17 05:12:00,1
2019-05-20 19:39:00,1
2019-05-21 06:58:00,1
2019-05-24 20:09:00,1
2019-05-25 07:39:00,1
2019-05-29 04:50:00,1
2019-05-30 04:19:00,1
2019-05-31 17:31:00,1
2019-05-31 18:00:00,1
2019-06-02 01:42:00,1
2019-06-04 11:52:00,1
2019-06-05 18:44:00,1
2019-06-11 01:59:00,1
2019-06-16 18:01:00,1
2019-06-17 03:06:00,1
2019-06-19 14:21:00,1
2019-06-20 10:43:00,1
2019-06-23 18:04:00,1
2019-06-23 21:04:00,1
2019-06-24 21:29:00,1
2019-06-27 03:11:00,1
2019-06-27 20:17:00,1
2019-07-01 12:56:00,1
2019-07-02 19:05:00,1
2019-07-03 10:20:00,1
2019-07-04 09:21:00,1
2019-07-05 21:26:00,1
2019-07-07 22:56:00,1
2019-07-08 05:58:00,1
2019-07-12 03:36:00,1
2019-07-13 05:06:00,1
2019-07-14 02:27:00,1
2019-07-14 17:52:00,1
2019-07-20 05:23:00,1
2019-07-25 21:34:00,1
2019-07-28 08:50:00,1
2019-08-04 21:50:00,1
2019-08-09 15:00:00,1
2019-08-11 01:18:00,1
2019-08-12 17:12:00,1
2019-08-19 07:59:00,1
2019-08-27 23:05:00,1
2019-08-28 00:27:00,1
2019-08-30 14:02:00,1
2019-09-01 08:44:00,1
2019-09-01 08:47:00,1
2019-09-02 02:45:00,1
2019-09-02 18:26:00,1
2019-09-07 07:15:00,1
2019-09-07 17:44:00,1
2019-09-10 08:31:00,1
2019-09-12 09:15:00,1
2019-09-18 08:37:00,1
2019-09-18 14:22:00,1
2019-09-18 18:02:00,1
2019-09-18 19:29:00,1
2019-09-19 18:49:00,1
2019-09-20 00:59:00,1
2019-09-21 13:24:00,1
2019-09-23 06:04:00,1
2019-09-26 05:12:00,1
2019-09-29 22:34:00,1
2019-10-02 07:24:00,1
2019-10-03 20:22:00,1
2019-10-08 03:49:00,1
2019-10-09 17:26:00,1
2019-10-15 12:39:00,1
2019-10-17 13:12:00,1
2019-10-21 07:55:00,1
2019-10-21 11:07:00,1
2019-10-22 17:23:00,1
2019-10-23 00:05:00,1
2019-10-23 00:36:00,1
2019-10-24 15:23:00,1
2019-10-26 05:57:00,1
2019-11-02 00:23:00,1
2019-11-04 14:05:00,1
2019-11-08 21:17:00,1
2019-11-09 16:45:00,1
2019-11-13 19:19:00,1
2019-11-14 01:02:00,1
2019-11-14 02:07:00,1
2019-11-15 02:57:00,1
2019-11-16 04:05:00,1
2019-11-16 13:12:00,1
2019-11-17 09:31:00,1
2019-11-18 14:14:00,1
2019-11-19 19:25:00,1
2019-11-22 09:00:00,1
2019-11-27 12:57:00,1
2019-12-01 00:33:00,1
2019-12-02 15:29:00,1
2019-12-05 00:17:00,1
2019-12-05 01:08:00,1
2019-12-05 03:03:00,1
2019-12-05 11:04:00,1
2019-12-05 11:05:00,1
2019-12-06 22:10:00,1
2019-12-12 00:52:00,1
2019-12-12 10:55:00,1
2019-12-12 15:50:00,1
2019-12-13 10:33:00,1
2019-12-13 13:53:00,1
2019-12-18 10:58:00,1
2019-12-21 14:46:00,1
2019-12-22 14:09:00,1
2019-12-23 08:57:00,1
2019-12-25 05:11:00,1
2019-12-26 11:05:00,1
2019-12-27 13:20:00,1
2019-12-30 07:02:00,1
2019-12-30 21:10:00,1
2019-12-30 21:19:00,1
2019-12-31 07:42:00,1
