1036,"SELECT TOP # g, run, rerun, camcol, field, objID FROM Galaxy WHERE ( (g < = #) and (u - g > = #) and (u - g < #) and (g - r > = #) and (g - r < #) and (r - i > = #) and (r - i < #) and (i - z > = #) and (i - z < #) )"
2019-08-20 13:47:00,1
2019-08-20 17:03:00,1
2019-08-20 23:01:00,1
2019-08-21 04:39:00,1
2019-08-21 18:58:00,1
2019-08-22 07:35:00,1
2019-08-22 21:16:00,1
2019-08-22 21:47:00,1
2019-08-22 22:47:00,1
2019-08-23 01:38:00,1
2019-08-23 07:54:00,1
2019-08-23 14:26:00,1
2019-08-24 01:10:00,1
2019-08-25 11:49:00,1
2019-08-27 22:42:00,1
2019-08-28 00:07:00,1
2019-08-28 19:22:00,1
2019-08-28 20:29:00,1
2019-08-29 03:25:00,1
2019-08-29 23:59:00,1
2019-08-30 04:22:00,1
2019-08-30 05:30:00,1
2019-08-30 10:18:00,1
2019-08-30 11:09:00,1
2019-08-30 13:10:00,1
2019-08-30 14:36:00,1
2019-08-30 14:38:00,1
2019-08-30 18:08:00,1
2019-08-31 05:46:00,1
2019-08-31 13:54:00,1
2019-08-31 17:47:00,1
2019-09-01 05:15:00,1
2019-09-01 05:17:00,1
2019-09-01 07:47:00,1
2019-09-01 08:41:00,1
2019-09-01 08:43:00,1
2019-09-01 17:13:00,1
2019-09-01 23:27:00,1
2019-09-02 10:03:00,1
2019-09-02 18:12:00,1
2019-09-03 07:35:00,1
2019-09-03 16:32:00,1
2019-09-05 06:34:00,1
2019-09-05 22:29:00,1
2019-09-05 22:44:00,1
2019-09-05 23:53:00,1
2019-09-06 21:52:00,1
2019-09-07 03:41:00,1
2019-09-07 10:29:00,1
2019-09-07 15:51:00,1
2019-09-07 17:35:00,1
2019-09-07 18:36:00,1
2019-09-07 18:38:00,1
2019-09-08 07:06:00,1
2019-09-08 07:20:00,1
2019-09-08 09:20:00,1
2019-09-08 10:19:00,1
2019-09-08 15:50:00,1
2019-09-09 18:37:00,1
2019-09-10 08:00:00,1
2019-09-10 21:49:00,1
2019-09-11 04:30:00,1
2019-09-11 12:54:00,1
2019-09-11 22:25:00,1
2019-09-12 07:43:00,1
2019-09-12 09:05:00,1
2019-09-13 00:27:00,1
2019-09-13 05:04:00,1
2019-09-14 02:06:00,1
2019-09-14 02:27:00,1
2019-09-14 17:53:00,1
2019-09-14 23:55:00,1
2019-09-15 06:01:00,1
2019-09-15 06:55:00,1
2019-09-15 08:02:00,1
2019-09-16 13:37:00,1
2019-09-17 02:00:00,1
2019-09-17 02:36:00,1
2019-09-17 03:14:00,1
2019-09-17 10:23:00,1
2019-09-17 15:08:00,1
2019-09-18 11:36:00,1
2019-09-18 13:44:00,1
2019-09-18 14:07:00,1
2019-09-18 14:18:00,1
2019-09-18 19:13:00,1
2019-09-18 22:02:00,1
2019-09-19 09:09:00,1
2019-09-19 15:45:00,1
2019-09-20 00:35:00,1
2019-09-20 01:52:00,1
2019-09-20 03:48:00,1
2019-09-20 08:53:00,1
2019-09-21 10:41:00,1
2019-09-21 13:06:00,1
2019-09-21 14:16:00,1
2019-09-21 14:27:00,1
2019-09-22 06:50:00,1
2019-09-23 05:02:00,1
2019-09-23 05:04:00,1
2019-09-23 05:10:00,1
2019-09-23 05:53:00,1
2019-09-23 12:27:00,1
2019-09-23 19:06:00,1
2019-09-25 02:41:00,1
2019-09-25 07:05:00,1
2019-09-25 07:23:00,1
2019-09-25 10:24:00,1
2019-09-26 05:01:00,1
2019-09-26 06:19:00,1
2019-09-26 06:55:00,1
2019-09-26 19:35:00,1
2019-09-27 08:59:00,1
2019-09-27 15:06:00,1
2019-09-27 15:08:00,1
2019-09-27 23:53:00,1
2019-09-28 04:42:00,1
2019-09-28 13:03:00,1
2019-09-28 14:47:00,1
2019-09-28 20:47:00,1
2019-09-29 08:23:00,1
2019-09-29 10:48:00,1
2019-09-29 12:23:00,1
2019-09-29 18:53:00,1
2019-09-29 22:24:00,1
2019-09-29 23:42:00,1
2019-09-30 01:43:00,1
2019-09-30 07:47:00,1
2019-09-30 11:15:00,1
2019-10-01 14:20:00,1
2019-10-02 06:55:00,1
2019-10-02 09:53:00,1
2019-10-03 02:40:00,1
2019-10-03 12:55:00,1
2019-10-03 15:12:00,1
2019-10-03 18:48:00,1
2019-10-03 21:43:00,1
2019-10-04 12:12:00,1
2019-10-04 17:24:00,1
2019-10-04 22:19:00,1
2019-10-06 11:07:00,1
2019-10-06 14:41:00,1
2019-10-06 20:23:00,1
2019-10-07 07:24:00,1
2019-10-08 02:18:00,1
2019-10-08 02:20:00,1
2019-10-08 03:33:00,1
2019-10-08 18:41:00,1
2019-10-08 19:46:00,1
2019-10-09 11:52:00,1
2019-10-09 17:07:00,1
2019-10-10 05:44:00,1
2019-10-10 08:42:00,1
2019-10-11 01:08:00,1
2019-10-11 02:52:00,1
2019-10-11 04:28:00,1
2019-10-12 00:11:00,1
2019-10-12 03:28:00,1
2019-10-12 12:59:00,1
2019-10-13 01:53:00,1
2019-10-13 02:00:00,1
2019-10-13 13:01:00,1
2019-10-13 22:20:00,1
2019-10-14 01:09:00,1
2019-10-14 03:30:00,1
2019-10-14 18:10:00,1
2019-10-15 10:07:00,1
2019-10-16 23:11:00,1
2019-10-17 12:46:00,1
2019-10-17 17:41:00,1
2019-10-18 08:38:00,1
2019-10-18 11:40:00,1
2019-10-18 16:27:00,1
2019-10-18 21:41:00,1
2019-10-19 09:47:00,1
2019-10-19 17:31:00,1
2019-10-21 00:16:00,1
2019-10-21 02:33:00,1
2019-10-21 08:04:00,1
2019-10-21 14:58:00,1
2019-10-21 22:04:00,1
2019-10-22 03:47:00,1
2019-10-22 05:38:00,1
2019-10-22 10:01:00,1
2019-10-22 11:01:00,1
2019-10-22 20:03:00,1
2019-10-22 20:22:00,1
2019-10-22 20:58:00,1
2019-10-22 21:09:00,1
2019-10-22 21:30:00,1
2019-10-22 23:58:00,1
2019-10-23 00:55:00,1
2019-10-23 03:52:00,1
2019-10-23 14:48:00,1
2019-10-23 20:44:00,1
2019-10-24 05:31:00,1
2019-10-24 06:35:00,1
2019-10-24 09:41:00,1
2019-10-24 10:28:00,1
2019-10-24 12:10:00,1
2019-10-24 13:53:00,1
2019-10-24 14:09:00,1
2019-10-24 15:14:00,1
2019-10-24 16:30:00,1
2019-10-24 21:26:00,1
2019-10-24 21:37:00,1
2019-10-24 21:51:00,1
2019-10-25 00:11:00,1
2019-10-25 00:28:00,1
2019-10-25 00:35:00,1
2019-10-25 00:43:00,1
2019-10-25 06:18:00,1
2019-10-25 13:56:00,1
2019-10-26 05:12:00,1
2019-10-26 18:02:00,1
2019-10-26 19:34:00,1
2019-10-27 04:18:00,1
2019-10-27 10:08:00,1
2019-10-27 22:55:00,1
2019-10-29 05:06:00,1
2019-10-29 15:35:00,1
2019-10-29 16:32:00,1
2019-10-30 10:46:00,1
2019-10-30 20:51:00,1
2019-10-30 23:41:00,1
2019-10-31 04:04:00,1
2019-10-31 09:27:00,1
2019-11-01 05:25:00,1
2019-11-01 07:47:00,1
2019-11-01 23:48:00,1
2019-11-02 00:58:00,1
2019-11-02 03:38:00,1
2019-11-02 07:02:00,1
2019-11-02 08:37:00,1
2019-11-02 21:35:00,1
2019-11-04 13:36:00,1
2019-11-04 16:29:00,1
2019-11-05 04:16:00,1
2019-11-05 23:29:00,1
2019-11-05 23:30:00,2
2019-11-06 09:11:00,1
2019-11-07 03:32:00,1
2019-11-07 07:04:00,1
2019-11-07 14:23:00,1
2019-11-08 17:49:00,1
2019-11-08 19:31:00,1
2019-11-08 20:49:00,1
2019-11-09 06:52:00,1
2019-11-09 07:11:00,1
2019-11-09 08:17:00,1
2019-11-09 16:28:00,1
2019-11-10 11:23:00,1
2019-11-10 14:19:00,1
2019-11-11 21:40:00,2
2019-11-13 05:36:00,1
2019-11-13 18:34:00,1
2019-11-13 19:10:00,1
2019-11-13 22:24:00,1
2019-11-14 05:38:00,1
2019-11-14 18:34:00,1
2019-11-14 19:57:00,1
2019-11-15 02:20:00,1
2019-11-15 02:39:00,1
2019-11-15 02:55:00,1
2019-11-15 14:26:00,1
2019-11-15 16:04:00,1
2019-11-15 23:56:00,1
2019-11-16 03:52:00,1
2019-11-16 04:45:00,1
2019-11-16 05:16:00,1
2019-11-16 12:42:00,1
2019-11-17 11:42:00,1
2019-11-18 03:25:00,1
2019-11-18 19:04:00,1
2019-11-18 21:32:00,1
2019-11-19 12:08:00,1
2019-11-19 14:36:00,1
2019-11-19 18:16:00,1
2019-11-19 19:17:00,1
2019-11-20 04:41:00,1
2019-11-20 12:26:00,1
2019-11-20 15:43:00,1
2019-11-21 20:05:00,1
2019-11-21 23:47:00,1
2019-11-22 03:34:00,1
2019-11-22 08:39:00,1
2019-11-22 13:56:00,1
2019-11-22 18:37:00,1
2019-11-22 19:57:00,1
2019-11-23 00:28:00,1
2019-11-23 06:27:00,1
2019-11-23 15:17:00,1
2019-11-24 15:24:00,1
2019-11-24 20:01:00,1
2019-11-25 08:35:00,1
2019-11-27 06:05:00,1
2019-11-27 08:53:00,1
2019-11-27 12:27:00,1
2019-11-27 18:19:00,1
2019-11-28 06:07:00,1
2019-11-29 00:42:00,1
2019-11-29 18:11:00,1
2019-11-30 01:04:00,1
2019-11-30 15:16:00,1
2019-12-01 00:17:00,1
2019-12-01 06:23:00,1
2019-12-01 13:52:00,1
2019-12-01 18:46:00,1
2019-12-02 07:28:00,1
2019-12-03 01:04:00,1
2019-12-03 08:21:00,1
2019-12-03 09:15:00,1
2019-12-03 14:26:00,1
2019-12-04 08:32:00,1
2019-12-04 09:24:00,1
2019-12-04 10:57:00,1
