755,"SELECT TOP # modelMag_u, modelMag_g, objID FROM Galaxy WHERE (Flags & (dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) + dbo.fPhotoFlags (#) )) = # and petroRad_r < # and ( (modelMag_u - modelMag_g) - (psfMag_u - psfMag_g) ) < #"
2019-03-19 16:26:00,2
2019-03-20 15:18:00,1
2019-03-20 21:18:00,1
2019-03-21 13:27:00,1
2019-03-21 15:45:00,2
2019-03-21 16:48:00,1
2019-03-22 17:58:00,1
2019-03-23 04:02:00,1
2019-03-24 08:38:00,1
2019-03-25 02:22:00,1
2019-03-25 05:13:00,1
2019-03-25 10:23:00,1
2019-03-25 12:30:00,1
2019-03-26 05:50:00,1
2019-03-26 11:09:00,1
2019-03-26 11:27:00,1
2019-03-27 05:50:00,1
2019-03-27 19:41:00,1
2019-03-28 17:21:00,1
2019-03-28 18:42:00,1
2019-03-28 23:19:00,1
2019-03-28 23:50:00,1
2019-03-30 00:00:00,1
2019-03-30 09:58:00,1
2019-03-31 13:59:00,1
2019-03-31 17:51:00,1
2019-03-31 21:17:00,1
2019-04-01 20:12:00,1
2019-04-01 20:28:00,1
2019-04-02 12:17:00,1
2019-04-02 18:24:00,1
2019-04-03 23:51:00,1
2019-04-04 00:28:00,1
2019-04-04 12:58:00,1
2019-04-04 13:42:00,1
2019-04-05 02:30:00,1
2019-04-05 03:41:00,1
2019-04-05 19:13:00,1
2019-04-06 12:51:00,1
2019-04-07 15:00:00,1
2019-04-07 17:05:00,1
2019-04-09 02:01:00,1
2019-04-09 07:19:00,1
2019-04-10 14:38:00,2
2019-04-10 16:50:00,1
2019-04-10 20:23:00,1
2019-04-11 11:26:00,1
2019-04-13 12:55:00,1
2019-04-13 14:57:00,1
2019-04-14 13:01:00,1
2019-04-15 15:25:00,1
2019-04-15 19:10:00,1
2019-04-16 00:24:00,1
2019-04-16 07:02:00,1
2019-04-17 06:25:00,1
2019-04-17 15:17:00,1
2019-04-18 10:08:00,2
2019-04-18 16:16:00,1
2019-04-18 23:36:00,1
2019-04-19 00:41:00,1
2019-04-19 22:59:00,1
2019-04-20 00:29:00,1
2019-04-20 20:38:00,1
2019-04-21 02:41:00,1
2019-04-22 01:16:00,1
2019-04-22 11:54:00,1
2019-04-22 14:54:00,1
2019-04-22 23:34:00,1
2019-04-23 07:22:00,1
2019-04-24 02:06:00,1
2019-04-25 06:49:00,1
2019-04-25 22:03:00,1
2019-04-26 11:12:00,1
2019-04-26 12:24:00,1
2019-04-27 05:20:00,1
2019-04-27 08:57:00,1
2019-04-28 03:50:00,1
2019-04-28 10:15:00,1
2019-04-28 11:19:00,1
2019-04-28 20:29:00,1
2019-04-28 20:33:00,1
2019-04-29 06:39:00,1
2019-04-30 11:46:00,1
2019-05-01 08:12:00,1
2019-05-01 11:03:00,1
2019-05-02 22:33:00,1
2019-05-03 20:05:00,1
2019-05-04 00:20:00,1
2019-05-04 05:48:00,1
2019-05-06 07:10:00,1
2019-05-06 08:50:00,1
2019-05-06 10:00:00,1
2019-05-06 17:09:00,1
2019-05-07 19:08:00,4
2019-05-08 07:01:00,1
2019-05-08 15:43:00,1
2019-05-09 21:39:00,1
2019-05-10 08:13:00,1
2019-05-10 23:14:00,1
2019-05-10 23:32:00,1
2019-05-11 02:50:00,1
2019-05-11 06:10:00,1
2019-05-11 07:44:00,1
2019-05-12 09:06:00,1
2019-05-12 14:46:00,1
2019-05-12 15:23:00,1
2019-05-13 05:18:00,2
2019-05-13 09:00:00,1
2019-05-13 09:54:00,1
2019-05-13 20:35:00,1
2019-05-14 00:44:00,1
2019-05-14 08:29:00,1
2019-05-14 17:10:00,1
2019-05-14 22:08:00,1
2019-05-15 21:11:00,1
2019-05-15 23:12:00,1
2019-05-17 04:38:00,1
2019-05-17 04:57:00,1
2019-05-17 05:08:00,1
2019-05-17 12:46:00,1
2019-05-17 17:21:00,1
2019-05-19 11:16:00,1
2019-05-20 17:26:00,1
2019-05-20 19:32:00,1
2019-05-21 05:20:00,1
2019-05-21 06:53:00,1
2019-05-21 10:56:00,1
2019-05-21 12:21:00,1
2019-05-23 04:23:00,1
2019-05-23 08:58:00,1
2019-05-23 12:29:00,1
2019-05-23 18:21:00,1
2019-05-24 20:01:00,1
2019-05-24 21:20:00,1
2019-05-24 22:14:00,1
2019-05-24 23:01:00,1
2019-05-25 00:01:00,1
2019-05-25 07:25:00,1
2019-05-26 21:17:00,1
2019-05-27 12:37:00,1
2019-05-29 02:59:00,1
2019-05-29 04:46:00,1
2019-05-29 13:03:00,1
2019-05-30 04:15:00,1
2019-05-30 16:09:00,1
2019-05-30 23:23:00,1
2019-05-31 03:26:00,1
2019-05-31 17:57:00,1
2019-06-01 04:20:00,1
2019-06-01 08:15:00,1
2019-06-01 23:23:00,1
2019-06-01 23:47:00,1
2019-06-02 08:55:00,1
2019-06-04 03:14:00,1
2019-06-04 10:59:00,1
2019-06-04 14:07:00,1
2019-06-05 08:11:00,1
2019-06-05 18:38:00,1
2019-06-06 07:31:00,1
2019-06-07 15:19:00,1
2019-06-09 01:14:00,1
2019-06-11 00:56:00,1
2019-06-11 01:57:00,1
2019-06-11 02:08:00,1
2019-06-11 16:15:00,1
2019-06-11 17:17:00,1
2019-06-13 06:17:00,1
2019-06-14 07:05:00,1
2019-06-14 08:18:00,1
2019-06-14 14:56:00,1
2019-06-14 23:23:00,1
2019-06-15 00:16:00,1
2019-06-15 01:48:00,1
2019-06-15 11:41:00,1
2019-06-15 15:14:00,1
2019-06-15 19:43:00,1
2019-06-16 17:52:00,1
2019-06-17 11:32:00,1
2019-06-18 04:28:00,1
2019-06-19 13:50:00,1
2019-06-20 04:40:00,1
2019-06-20 15:53:00,1
2019-06-21 05:57:00,1
2019-06-21 06:57:00,1
2019-06-21 07:03:00,1
2019-06-21 20:36:00,1
2019-06-21 23:39:00,1
2019-06-21 23:47:00,1
2019-06-22 23:25:00,1
2019-06-23 15:57:00,1
2019-06-23 17:15:00,1
2019-06-23 18:00:00,1
2019-06-24 05:31:00,1
2019-06-24 08:47:00,1
2019-06-24 12:49:00,1
2019-06-25 08:59:00,1
2019-06-25 13:39:00,1
2019-06-25 15:50:00,1
2019-06-26 00:12:00,1
2019-06-27 03:04:00,1
2019-06-27 05:02:00,1
2019-06-27 10:03:00,1
2019-06-27 20:05:00,1
2019-06-28 03:42:00,1
2019-06-28 13:10:00,1
2019-06-29 16:39:00,1
2019-07-01 10:15:00,1
2019-07-02 02:49:00,1
2019-07-02 15:25:00,1
2019-07-02 19:00:00,1
2019-07-03 10:14:00,1
2019-07-04 00:22:00,1
2019-07-05 13:38:00,1
2019-07-06 02:27:00,1
2019-07-06 03:28:00,1
2019-07-06 06:36:00,1
2019-07-06 07:28:00,1
2019-07-07 01:51:00,1
2019-07-07 21:56:00,1
2019-07-08 05:45:00,1
2019-07-08 12:56:00,1
2019-07-08 17:54:00,1
2019-07-11 04:26:00,1
2019-07-11 05:56:00,1
2019-07-11 22:41:00,1
2019-07-12 03:32:00,1
2019-07-12 11:01:00,1
2019-07-12 21:07:00,1
2019-07-13 05:03:00,1
2019-07-13 15:29:00,1
2019-07-14 02:23:00,1
2019-07-14 07:01:00,1
2019-07-14 09:52:00,1
2019-07-14 19:46:00,1
2019-07-15 00:04:00,1
2019-07-16 13:21:00,1
2019-07-18 11:58:00,1
2019-07-19 00:01:00,1
2019-07-20 00:33:00,1
2019-07-20 01:27:00,1
2019-07-20 02:01:00,1
2019-07-20 04:43:00,1
2019-07-20 04:59:00,1
2019-07-20 05:19:00,1
2019-07-22 01:51:00,1
2019-07-22 02:35:00,1
2019-07-22 15:43:00,1
2019-07-23 15:38:00,1
2019-07-25 04:21:00,1
2019-07-27 01:52:00,1
2019-07-27 12:37:00,1
2019-07-28 00:36:00,1
2019-07-28 08:45:00,1
2019-07-28 20:20:00,1
2019-07-28 22:04:00,1
2019-07-29 16:06:00,1
2019-07-30 02:01:00,1
2019-07-30 03:37:00,1
2019-07-30 12:10:00,1
2019-07-31 02:38:00,1
2019-07-31 02:40:00,1
2019-07-31 17:57:00,1
2019-08-04 21:46:00,1
2019-08-04 23:26:00,1
2019-08-05 04:24:00,1
2019-08-05 15:19:00,1
2019-08-05 20:32:00,1
2019-08-06 21:22:00,1
2019-08-08 20:48:00,1
2019-08-09 11:42:00,1
2019-08-09 14:58:00,1
2019-08-09 17:56:00,1
2019-08-10 08:29:00,1
2019-08-10 09:59:00,1
2019-08-11 01:14:00,1
2019-08-11 16:34:00,1
2019-08-12 00:45:00,1
2019-08-12 17:03:00,1
2019-08-12 17:08:00,1
2019-08-13 17:02:00,1
2019-08-13 19:14:00,2
2019-08-15 19:47:00,1
2019-08-16 14:56:00,1
2019-08-17 03:18:00,1
2019-08-18 00:45:00,1
2019-08-18 22:48:00,1
2019-08-20 12:15:00,1
2019-08-20 23:17:00,1
2019-08-22 16:05:00,1
2019-08-23 13:38:00,1
2019-08-23 14:30:00,1
2019-08-23 20:31:00,1
2019-08-24 20:14:00,1
2019-08-25 05:31:00,1
2019-08-25 09:48:00,2
2019-08-25 10:31:00,1
2019-08-25 17:22:00,1
2019-08-27 22:58:00,1
2019-08-28 00:22:00,1
2019-08-28 00:25:00,1
2019-08-28 21:47:00,1
2019-08-29 12:15:00,1
2019-08-30 05:28:00,1
2019-08-30 14:02:00,1
2019-08-31 18:41:00,1
2019-08-31 19:35:00,1
2019-08-31 20:53:00,1
2019-09-01 00:12:00,1
2019-09-01 04:32:00,1
2019-09-01 07:57:00,1
2019-09-01 08:37:00,1
2019-09-01 10:22:00,1
2019-09-01 17:09:00,1
2019-09-02 11:36:00,1
2019-09-02 18:20:00,1
2019-09-03 19:23:00,1
2019-09-05 23:03:00,1
2019-09-06 01:55:00,1
2019-09-06 10:39:00,1
2019-09-06 20:54:00,1
2019-09-07 17:41:00,1
2019-09-07 17:54:00,1
2019-09-08 00:50:00,1
2019-09-08 08:40:00,1
2019-09-08 11:44:00,1
2019-09-08 17:12:00,1
2019-09-10 07:25:00,1
2019-09-10 08:27:00,1
2019-09-10 17:48:00,1
2019-09-11 14:18:00,1
2019-09-11 22:31:00,1
2019-09-12 04:53:00,1
2019-09-12 07:41:00,1
2019-09-12 09:12:00,1
2019-09-13 23:12:00,1
2019-09-15 06:21:00,1
2019-09-16 12:52:00,1
2019-09-17 03:11:00,1
2019-09-17 11:49:00,1
2019-09-17 16:43:00,1
2019-09-18 09:30:00,1
2019-09-18 11:45:00,1
2019-09-18 14:16:00,1
2019-09-18 14:26:00,1
2019-09-18 19:25:00,1
2019-09-18 23:37:00,1
2019-09-19 02:26:00,1
2019-09-19 10:39:00,1
2019-09-19 17:21:00,1
2019-09-20 00:53:00,1
2019-09-20 01:37:00,1
2019-09-20 03:37:00,1
2019-09-20 06:08:00,1
2019-09-20 10:13:00,1
2019-09-21 13:19:00,1
2019-09-22 15:46:00,1
2019-09-23 04:19:00,1
2019-09-23 06:00:00,1
2019-09-23 16:42:00,1
2019-09-23 20:31:00,1
2019-09-25 01:15:00,1
2019-09-25 04:49:00,1
2019-09-25 06:17:00,1
2019-09-25 07:41:00,1
2019-09-26 05:09:00,1
2019-09-26 06:17:00,1
2019-09-26 18:51:00,1
2019-09-27 09:49:00,1
2019-09-27 14:24:00,1
2019-09-28 15:14:00,1
2019-09-29 19:09:00,1
2019-09-29 22:18:00,1
2019-09-29 22:30:00,1
2019-09-29 23:40:00,1
2019-09-30 10:32:00,1
2019-10-02 07:18:00,1
2019-10-02 09:52:00,1
2019-10-03 16:45:00,1
2019-10-03 20:15:00,1
2019-10-03 21:41:00,1
2019-10-04 06:08:00,1
2019-10-04 13:38:00,1
2019-10-04 16:38:00,1
2019-10-05 06:42:00,1
2019-10-06 14:27:00,1
2019-10-07 00:16:00,1
2019-10-07 04:27:00,1
2019-10-07 07:21:00,1
2019-10-07 19:24:00,1
2019-10-08 01:35:00,1
2019-10-08 03:44:00,1
2019-10-08 19:49:00,1
2019-10-09 11:50:00,1
2019-10-09 17:23:00,1
2019-10-09 18:04:00,1
2019-10-10 07:12:00,1
2019-10-10 13:53:00,1
2019-10-11 04:22:00,1
2019-10-12 22:56:00,1
2019-10-13 01:51:00,1
2019-10-13 08:53:00,1
2019-10-13 12:59:00,1
2019-10-14 01:07:00,1
2019-10-14 02:56:00,1
2019-10-14 05:00:00,1
2019-10-14 12:07:00,1
2019-10-14 18:01:00,1
2019-10-16 23:43:00,1
2019-10-17 00:33:00,1
2019-10-17 07:46:00,1
2019-10-17 13:06:00,1
2019-10-17 19:30:00,1
2019-10-18 04:41:00,1
2019-10-19 01:00:00,1
2019-10-19 04:53:00,1
2019-10-19 08:13:00,1
2019-10-19 10:29:00,1
2019-10-20 05:37:00,1
2019-10-20 21:49:00,1
2019-10-21 02:37:00,1
2019-10-21 03:05:00,1
2019-10-21 11:00:00,1
2019-10-21 14:46:00,1
2019-10-22 07:09:00,1
2019-10-22 10:41:00,1
2019-10-22 20:01:00,1
2019-10-22 21:33:00,1
2019-10-22 23:29:00,1
2019-10-23 00:03:00,1
2019-10-23 00:13:00,1
2019-10-23 11:36:00,1
2019-10-23 21:01:00,1
2019-10-24 06:50:00,1
2019-10-24 11:29:00,1
2019-10-24 12:24:00,1
2019-10-24 13:51:00,1
2019-10-24 15:21:00,1
2019-10-25 02:17:00,1
2019-10-25 18:21:00,1
2019-10-26 05:55:00,1
2019-10-29 16:35:00,1
2019-10-29 17:30:00,1
2019-10-30 10:03:00,1
2019-11-01 09:13:00,1
2019-11-02 00:17:00,1
2019-11-02 06:39:00,1
2019-11-02 10:07:00,1
2019-11-02 13:09:00,1
2019-11-02 18:16:00,1
2019-11-02 21:20:00,1
2019-11-04 13:58:00,1
2019-11-04 16:43:00,1
2019-11-05 05:49:00,1
2019-11-05 08:48:00,1
2019-11-05 21:53:00,1
2019-11-06 09:19:00,1
2019-11-07 06:21:00,1
2019-11-07 10:44:00,1
2019-11-07 16:17:00,1
2019-11-08 19:14:00,1
2019-11-08 21:14:00,1
2019-11-09 02:37:00,1
2019-11-09 09:36:00,1
2019-11-09 16:41:00,1
2019-11-09 22:18:00,1
2019-11-10 08:31:00,1
2019-11-10 11:26:00,1
2019-11-10 13:37:00,1
2019-11-10 19:14:00,1
2019-11-12 22:37:00,1
2019-11-13 03:45:00,1
2019-11-13 05:34:00,1
2019-11-13 19:17:00,1
2019-11-13 20:44:00,1
2019-11-14 08:02:00,1
2019-11-14 18:57:00,1
2019-11-14 19:45:00,1
2019-11-14 19:58:00,1
2019-11-15 01:19:00,1
2019-11-15 02:52:00,1
2019-11-15 03:54:00,1
2019-11-16 00:24:00,1
2019-11-16 02:46:00,1
2019-11-16 06:07:00,1
2019-11-16 06:18:00,1
2019-11-16 06:36:00,1
2019-11-16 13:03:00,1
2019-11-17 01:14:00,1
2019-11-17 05:56:00,1
2019-11-17 10:41:00,1
2019-11-18 07:22:00,1
2019-11-18 13:43:00,1
2019-11-18 22:06:00,1
2019-11-18 23:05:00,1
2019-11-19 18:15:00,1
2019-11-19 19:22:00,1
2019-11-22 08:55:00,1
2019-11-22 15:27:00,1
2019-11-23 05:46:00,1
2019-11-23 16:52:00,1
2019-11-24 18:48:00,1
2019-11-24 18:50:00,1
2019-11-24 18:53:00,1
2019-11-24 18:58:00,1
2019-11-26 10:04:00,1
2019-11-27 09:50:00,1
2019-11-27 12:50:00,1
2019-11-29 02:39:00,1
2019-11-30 02:45:00,1
2019-11-30 03:31:00,1
2019-11-30 04:53:00,1
2019-12-01 00:28:00,1
2019-12-01 08:02:00,1
2019-12-01 13:57:00,1
2019-12-01 20:18:00,1
2019-12-02 22:07:00,1
2019-12-04 07:51:00,1
2019-12-04 09:22:00,1
2019-12-04 10:55:00,1
2019-12-04 11:51:00,1
2019-12-04 13:43:00,1
2019-12-04 23:22:00,1
2019-12-05 00:15:00,1
2019-12-05 00:58:00,1
2019-12-05 01:05:00,1
2019-12-05 01:50:00,1
2019-12-05 03:00:00,1
2019-12-05 05:10:00,1
2019-12-05 10:30:00,1
2019-12-05 11:00:00,1
2019-12-05 11:06:00,1
2019-12-05 15:04:00,1
2019-12-05 20:54:00,1
2019-12-05 20:55:00,1
2019-12-06 13:25:00,1
2019-12-06 19:47:00,1
2019-12-06 23:40:00,1
2019-12-07 01:41:00,1
2019-12-07 21:24:00,1
2019-12-09 07:08:00,2
2019-12-09 21:35:00,1
2019-12-09 22:19:00,1
2019-12-10 13:58:00,1
2019-12-11 11:35:00,1
2019-12-11 14:45:00,1
2019-12-12 00:46:00,1
2019-12-12 02:28:00,1
2019-12-12 06:46:00,1
2019-12-12 15:04:00,1
2019-12-13 10:27:00,1
2019-12-13 12:29:00,1
2019-12-13 13:31:00,1
2019-12-13 13:48:00,1
2019-12-14 13:39:00,1
2019-12-15 01:24:00,1
2019-12-15 15:22:00,1
2019-12-16 11:37:00,1
2019-12-16 22:50:00,1
2019-12-18 09:21:00,1
2019-12-18 10:56:00,1
2019-12-18 13:54:00,1
2019-12-19 20:09:00,1
2019-12-20 05:02:00,1
2019-12-20 09:10:00,1
2019-12-20 17:23:00,1
2019-12-21 05:02:00,1
2019-12-22 06:40:00,2
2019-12-22 14:08:00,1
2019-12-22 15:18:00,1
2019-12-23 08:52:00,1
2019-12-23 22:10:00,1
2019-12-23 23:20:00,1
2019-12-25 02:15:00,1
2019-12-25 05:07:00,1
2019-12-25 05:47:00,1
2019-12-26 03:14:00,1
2019-12-26 15:23:00,1
2019-12-26 17:44:00,1
2019-12-27 02:52:00,1
2019-12-27 05:49:00,1
2019-12-27 07:26:00,1
2019-12-27 13:15:00,1
2019-12-27 17:35:00,1
2019-12-28 23:53:00,1
2019-12-30 05:26:00,1
2019-12-30 07:00:00,1
2019-12-30 07:32:00,1
