2765,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, IS# (fp.nfirstmatch, #) FROM (SELECT run, sum (primaryArea) AS runarea, #e6*avg (power (cast (#. as float) , #*sky_r) ) as avg_sky_muJy FROM Field GROUP BY run) AS fld LEFT OUTER JOIN (SELECT p.run, count (*) AS nfirstmatch FROM FIRST AS fm INNER JOIN photoprimary as p ON p.objid = fm.objid GROUP BY p.run) AS fp ON fld.run = fp.run ORDER BY fld.run"
2019-01-20 18:42:00,1
2019-01-20 18:51:00,1
2019-01-20 19:08:00,1
2019-01-21 02:40:00,1
2019-01-21 16:59:00,1
2019-01-22 00:49:00,1
2019-01-22 06:20:00,1
2019-01-22 07:14:00,1
2019-01-22 08:16:00,1
2019-01-22 08:18:00,1
2019-01-22 08:21:00,1
2019-01-22 08:26:00,1
2019-01-22 08:35:00,1
2019-01-22 08:52:00,1
2019-01-22 13:11:00,1
2019-01-22 13:13:00,1
2019-01-22 13:16:00,1
2019-01-22 13:21:00,1
2019-01-22 13:30:00,1
2019-01-22 13:47:00,1
2019-01-22 14:07:00,1
2019-01-22 14:27:00,1
2019-01-22 20:47:00,1
2019-01-23 23:26:00,1
2019-01-24 10:30:00,1
2019-01-24 12:46:00,1
2019-01-24 12:48:00,1
2019-01-24 12:51:00,1
2019-01-24 12:56:00,1
2019-01-24 13:22:00,1
2019-01-25 11:40:00,1
2019-01-25 11:49:00,1
2019-01-25 14:18:00,1
2019-01-25 14:20:00,1
2019-01-25 16:25:00,1
2019-01-25 16:30:00,1
2019-01-25 16:39:00,1
2019-01-25 16:56:00,1
2019-01-26 10:38:00,1
2019-01-26 10:40:00,1
2019-01-26 10:43:00,1
2019-01-26 10:48:00,1
2019-01-26 13:01:00,1
2019-01-26 13:18:00,1
2019-01-26 20:34:00,1
2019-01-26 20:51:00,1
2019-01-27 14:10:00,1
2019-01-27 14:19:00,1
2019-01-27 14:36:00,1
2019-01-27 15:04:00,1
2019-01-27 21:44:00,1
2019-01-27 21:46:00,1
2019-01-27 21:49:00,1
2019-01-27 21:54:00,1
2019-01-27 22:21:00,1
2019-01-28 14:07:00,1
2019-01-28 14:12:00,1
2019-01-28 14:21:00,1
2019-01-28 14:38:00,2
2019-01-28 14:40:00,1
2019-01-28 14:43:00,1
2019-01-28 14:49:00,1
2019-01-28 14:58:00,1
2019-01-28 15:15:00,1
2019-01-29 00:44:00,1
2019-01-29 00:46:00,1
2019-01-29 00:49:00,1
2019-01-29 00:54:00,1
2019-01-29 01:20:00,1
2019-01-29 07:12:00,1
2019-01-29 20:36:00,1
2019-01-29 22:19:00,1
2019-01-30 01:25:00,1
2019-01-30 05:36:00,1
2019-01-30 09:29:00,1
2019-01-30 16:07:00,1
2019-01-30 16:09:00,1
2019-01-30 16:11:00,1
2019-01-30 16:13:00,1
2019-01-30 16:15:00,1
2019-01-30 16:17:00,1
2019-01-30 16:19:00,1
2019-01-30 16:21:00,1
2019-01-30 16:22:00,1
2019-01-30 16:24:00,1
2019-01-30 16:30:00,1
2019-01-30 16:33:00,1
2019-01-30 16:35:00,1
2019-01-30 16:37:00,1
2019-01-30 20:22:00,1
2019-01-30 21:19:00,1
2019-01-30 21:24:00,1
2019-01-30 21:33:00,1
2019-01-30 23:10:00,1
2019-02-01 07:32:00,1
2019-02-01 21:23:00,1
2019-02-01 21:28:00,1
2019-02-01 21:37:00,1
2019-02-01 21:54:00,1
2019-02-02 07:50:00,1
2019-02-02 07:53:00,1
2019-02-02 07:58:00,1
2019-02-02 08:08:00,1
2019-02-02 08:25:00,1
2019-02-02 14:44:00,1
2019-02-02 14:46:00,1
2019-02-02 14:49:00,1
2019-02-02 14:54:00,1
2019-02-02 15:21:00,1
2019-02-04 13:39:00,1
2019-02-04 14:11:00,1
2019-02-06 08:08:00,1
2019-02-07 05:28:00,1
2019-02-07 07:54:00,1
2019-02-07 20:07:00,1
2019-02-08 00:01:00,1
2019-02-08 00:42:00,1
2019-02-08 01:31:00,1
2019-02-08 04:27:00,1
2019-02-08 04:29:00,1
2019-02-08 04:32:00,1
2019-02-08 04:38:00,1
2019-02-08 04:44:00,1
2019-02-08 04:47:00,1
2019-02-08 07:47:00,1
2019-02-08 17:06:00,1
2019-02-08 17:11:00,1
2019-02-08 17:20:00,1
2019-02-08 17:37:00,1
2019-02-08 18:11:00,1
2019-02-09 00:13:00,1
2019-02-09 17:33:00,1
2019-02-10 05:52:00,1
2019-02-10 09:42:00,1
2019-02-11 08:32:00,1
2019-02-11 11:13:00,1
2019-02-11 21:35:00,1
2019-02-11 21:37:00,1
2019-02-11 21:40:00,1
2019-02-11 21:45:00,1
2019-02-11 21:54:00,1
2019-02-11 22:11:00,1
2019-02-11 22:17:00,1
2019-02-11 22:37:00,1
2019-02-11 22:39:00,1
2019-02-11 22:42:00,1
2019-02-11 22:47:00,1
2019-02-11 22:56:00,1
2019-02-11 23:13:00,1
2019-02-12 08:28:00,1
2019-02-12 15:25:00,1
2019-02-12 15:30:00,1
2019-02-12 15:39:00,1
2019-02-12 15:56:00,1
2019-02-12 18:51:00,1
2019-02-12 18:53:00,1
2019-02-12 18:56:00,1
2019-02-12 19:06:00,1
2019-02-12 19:16:00,1
2019-02-12 19:26:00,1
2019-02-12 19:27:00,1
2019-02-12 19:43:00,1
2019-02-13 12:29:00,1
2019-02-13 12:31:00,1
2019-02-13 12:34:00,1
2019-02-13 12:39:00,1
2019-02-13 12:48:00,1
2019-02-13 20:17:00,1
2019-02-14 11:00:00,1
2019-02-14 12:10:00,1
2019-02-14 12:20:00,1
2019-02-14 12:22:00,1
2019-02-14 12:25:00,1
2019-02-14 12:30:00,1
2019-02-14 12:39:00,1
2019-02-14 12:57:00,1
2019-02-15 04:30:00,1
2019-02-15 21:23:00,1
2019-02-15 22:25:00,1
2019-02-16 16:25:00,1
2019-02-17 07:21:00,1
2019-02-17 12:22:00,1
2019-02-18 03:06:00,1
2019-02-18 11:07:00,1
2019-02-18 23:24:00,1
2019-02-18 23:26:00,1
2019-02-18 23:29:00,1
2019-02-18 23:35:00,1
2019-02-18 23:44:00,1
2019-02-19 00:01:00,1
2019-02-19 08:24:00,1
2019-02-20 00:59:00,1
2019-02-20 20:59:00,1
2019-02-21 13:07:00,1
2019-02-21 13:09:00,1
2019-02-21 13:12:00,1
2019-02-21 13:17:00,1
2019-02-21 13:26:00,1
2019-02-21 13:43:00,1
2019-02-22 05:31:00,1
2019-02-22 10:23:00,1
2019-02-23 14:50:00,1
2019-02-23 19:42:00,1
2019-02-23 23:41:00,1
2019-02-24 04:39:00,1
2019-02-24 10:38:00,1
2019-02-24 11:51:00,1
2019-02-24 23:37:00,1
2019-02-25 15:29:00,1
2019-02-25 18:14:00,1
2019-02-25 18:19:00,1
2019-02-25 18:28:00,1
2019-02-25 18:45:00,1
2019-02-26 01:29:00,1
2019-02-26 01:31:00,1
2019-02-26 01:34:00,1
2019-02-26 01:39:00,1
2019-02-26 01:48:00,1
2019-02-26 02:05:00,1
2019-02-27 16:48:00,1
2019-02-27 19:49:00,1
2019-02-27 22:27:00,1
2019-02-28 01:49:00,1
2019-02-28 01:51:00,1
2019-02-28 01:54:00,1
2019-02-28 01:59:00,1
2019-02-28 02:08:00,1
2019-02-28 02:25:00,1
2019-02-28 03:32:00,1
2019-02-28 08:09:00,1
2019-02-28 08:14:00,1
2019-02-28 08:23:00,1
2019-02-28 08:40:00,1
2019-03-01 01:40:00,1
2019-03-01 01:43:00,1
2019-03-01 01:46:00,1
2019-03-01 01:52:00,1
2019-03-01 02:02:00,1
2019-03-01 02:08:00,1
2019-03-01 02:32:00,1
2019-03-01 03:49:00,1
2019-03-01 03:52:00,1
2019-03-01 03:55:00,1
2019-03-01 04:01:00,1
2019-03-01 04:11:00,1
2019-03-01 04:28:00,1
2019-03-01 08:52:00,1
2019-03-01 10:39:00,1
2019-03-01 11:25:00,1
2019-03-01 12:57:00,1
2019-03-01 18:38:00,1
2019-03-01 18:40:00,1
2019-03-01 18:44:00,1
2019-03-01 18:49:00,1
2019-03-01 18:58:00,1
2019-03-01 21:17:00,1
2019-03-01 21:22:00,1
2019-03-01 21:27:00,1
2019-03-01 21:36:00,1
2019-03-01 21:53:00,1
2019-03-01 22:12:00,1
2019-03-01 22:32:00,1
2019-03-02 22:37:00,1
2019-03-03 02:22:00,1
2019-03-03 02:24:00,1
2019-03-03 02:27:00,1
2019-03-03 02:32:00,1
2019-03-03 02:41:00,1
2019-03-03 02:58:00,1
2019-03-03 07:25:00,1
2019-03-03 12:59:00,1
2019-03-03 23:46:00,1
2019-03-04 23:08:00,1
2019-03-04 23:12:00,1
2019-03-05 06:28:00,1
2019-03-05 06:35:00,1
2019-03-05 07:30:00,1
2019-03-05 08:53:00,1
2019-03-05 13:42:00,1
2019-03-05 21:02:00,1
2019-03-05 21:43:00,1
2019-03-06 06:06:00,1
2019-03-06 13:00:00,1
2019-03-06 14:17:00,1
2019-03-06 14:26:00,1
2019-03-06 14:44:00,1
2019-03-07 07:56:00,1
2019-03-07 08:01:00,1
2019-03-07 08:10:00,1
2019-03-07 08:27:00,1
2019-03-07 11:11:00,1
2019-03-07 11:13:00,1
2019-03-07 11:16:00,1
2019-03-07 11:21:00,1
2019-03-07 11:30:00,1
2019-03-07 13:09:00,1
2019-03-07 13:49:00,1
2019-03-08 11:21:00,1
2019-03-08 11:23:00,1
2019-03-08 11:26:00,1
2019-03-08 13:02:00,1
2019-03-08 13:54:00,1
2019-03-08 14:20:00,1
2019-03-08 14:35:00,1
2019-03-08 14:37:00,1
2019-03-08 14:40:00,1
2019-03-08 14:45:00,1
2019-03-08 20:15:00,1
2019-03-08 20:32:00,1
2019-03-08 20:49:00,1
2019-03-08 20:51:00,1
2019-03-08 20:55:00,1
2019-03-08 21:00:00,1
2019-03-08 21:09:00,1
2019-03-08 21:26:00,1
2019-03-08 22:41:00,1
2019-03-08 22:46:00,1
2019-03-08 22:56:00,1
2019-03-08 23:13:00,1
2019-03-09 02:07:00,1
2019-03-09 02:09:00,1
2019-03-09 02:12:00,1
2019-03-09 02:17:00,1
2019-03-09 02:26:00,1
2019-03-10 01:52:00,1
2019-03-10 01:54:00,1
2019-03-10 02:11:00,1
2019-03-10 02:28:00,1
2019-03-10 10:58:00,1
2019-03-10 18:11:00,1
2019-03-11 02:17:00,1
2019-03-11 02:19:00,1
2019-03-11 02:22:00,1
2019-03-11 02:27:00,1
2019-03-11 02:36:00,1
2019-03-11 02:53:00,1
2019-03-11 03:50:00,1
2019-03-11 07:57:00,1
2019-03-11 08:07:00,1
2019-03-11 08:16:00,1
2019-03-11 08:33:00,1
2019-03-11 15:22:00,1
2019-03-11 16:48:00,1
2019-03-11 16:56:00,1
2019-03-13 03:08:00,1
2019-03-13 03:13:00,1
2019-03-13 03:22:00,1
2019-03-13 03:39:00,1
2019-03-13 09:23:00,1
2019-03-14 08:55:00,1
2019-03-14 09:22:00,1
2019-03-14 10:33:00,1
2019-03-14 10:38:00,1
2019-03-14 10:47:00,1
2019-03-14 12:56:00,1
2019-03-14 21:16:00,1
2019-03-15 03:34:00,1
2019-03-15 04:28:00,1
2019-03-15 04:31:00,1
2019-03-15 04:35:00,1
2019-03-15 04:41:00,1
2019-03-15 17:57:00,1
2019-03-15 18:00:00,1
2019-03-15 18:09:00,1
2019-03-15 18:19:00,1
2019-03-15 18:36:00,1
2019-03-16 05:20:00,1
2019-03-16 05:51:00,1
2019-03-17 04:49:00,1
2019-03-17 07:26:00,1
2019-03-17 22:06:00,1
2019-03-17 22:08:00,1
2019-03-18 00:02:00,1
2019-03-18 00:07:00,1
2019-03-18 00:16:00,1
2019-03-18 00:33:00,1
2019-03-18 15:13:00,1
2019-03-18 15:18:00,1
2019-03-18 15:26:00,1
2019-03-18 23:58:00,1
2019-03-19 04:14:00,1
2019-03-19 10:59:00,1
2019-03-19 14:06:00,1
2019-03-19 14:08:00,1
2019-03-19 14:10:00,1
2019-03-19 14:14:00,1
2019-03-19 14:15:00,1
2019-03-19 14:17:00,1
2019-03-19 14:19:00,1
2019-03-19 14:21:00,1
2019-03-19 14:23:00,1
2019-03-19 14:25:00,1
2019-03-19 14:27:00,1
2019-03-19 14:28:00,1
2019-03-19 14:30:00,1
2019-03-19 14:31:00,1
2019-03-19 14:35:00,1
2019-03-19 14:41:00,1
2019-03-19 14:42:00,1
2019-03-19 14:44:00,1
2019-03-19 17:51:00,1
2019-03-19 17:56:00,1
2019-03-19 18:23:00,1
2019-03-20 06:55:00,1
2019-03-20 13:17:00,1
2019-03-20 13:22:00,1
2019-03-20 13:31:00,1
2019-03-20 13:48:00,1
2019-03-21 12:56:00,1
2019-03-21 15:46:00,1
2019-03-21 16:53:00,1
2019-03-21 16:55:00,1
2019-03-21 20:25:00,1
2019-03-21 20:30:00,1
2019-03-21 20:39:00,1
2019-03-21 20:56:00,1
2019-03-22 20:51:00,1
2019-03-23 04:43:00,1
2019-03-23 21:27:00,1
2019-03-25 01:32:00,1
2019-03-25 01:34:00,1
2019-03-25 01:37:00,1
2019-03-25 01:42:00,1
2019-03-25 01:51:00,1
2019-03-25 02:08:00,1
2019-03-25 05:19:00,1
2019-03-25 05:22:00,1
2019-03-25 05:24:00,2
2019-03-25 05:27:00,1
2019-03-25 05:32:00,1
2019-03-25 05:33:00,1
2019-03-25 05:41:00,1
2019-03-25 05:58:00,1
2019-03-25 09:05:00,1
2019-03-25 09:08:00,1
2019-03-25 09:33:00,1
2019-03-25 09:35:00,1
2019-03-25 09:38:00,1
2019-03-25 09:45:00,1
2019-03-25 09:48:00,1
2019-03-25 09:53:00,1
2019-03-25 10:10:00,1
2019-03-25 10:59:00,1
2019-03-25 22:27:00,1
2019-03-26 05:05:00,1
2019-03-26 09:26:00,1
2019-03-26 09:43:00,1
2019-03-26 10:10:00,1
2019-03-26 10:13:00,1
2019-03-26 10:16:00,1
2019-03-26 10:21:00,1
2019-03-26 10:30:00,1
2019-03-26 10:31:00,1
2019-03-26 10:48:00,1
2019-03-26 19:54:00,1
2019-03-26 20:28:00,1
2019-03-26 20:56:00,1
2019-03-26 21:07:00,1
2019-03-26 21:22:00,2
2019-03-26 21:24:00,1
2019-03-26 23:46:00,1
2019-03-28 16:14:00,1
2019-03-28 17:58:00,1
2019-03-28 18:08:00,1
2019-03-28 18:17:00,1
2019-03-28 18:34:00,1
2019-03-28 20:14:00,1
2019-03-28 21:45:00,1
2019-03-28 22:19:00,1
2019-03-28 22:21:00,1
2019-03-28 22:24:00,1
2019-03-28 22:29:00,1
2019-03-28 22:44:00,1
2019-03-28 23:01:00,1
2019-03-28 23:55:00,1
2019-03-28 23:57:00,1
2019-03-29 00:14:00,1
2019-03-29 00:31:00,1
2019-03-29 00:35:00,1
2019-03-29 14:51:00,1
2019-03-29 15:01:00,1
2019-03-30 00:06:00,1
2019-03-30 00:09:00,1
2019-03-30 00:14:00,1
2019-03-30 00:23:00,1
2019-03-30 00:40:00,1
2019-03-30 09:09:00,1
2019-03-30 09:11:00,1
2019-03-30 09:15:00,1
2019-03-30 09:20:00,1
2019-03-30 09:46:00,1
2019-03-31 13:07:00,1
2019-03-31 13:16:00,1
2019-03-31 13:33:00,1
2019-03-31 20:13:00,1
2019-03-31 20:18:00,1
2019-03-31 20:23:00,1
2019-03-31 20:32:00,1
2019-03-31 20:49:00,1
2019-04-01 06:23:00,1
2019-04-01 16:26:00,1
2019-04-01 16:28:00,1
2019-04-01 16:31:00,1
2019-04-01 18:24:00,1
2019-04-01 19:28:00,1
2019-04-01 19:30:00,1
2019-04-01 19:33:00,1
2019-04-01 19:38:00,1
2019-04-01 19:47:00,1
2019-04-01 20:32:00,1
2019-04-01 20:34:00,1
2019-04-01 20:37:00,1
2019-04-01 22:17:00,1
2019-04-02 10:14:00,1
2019-04-02 10:19:00,1
2019-04-02 10:28:00,1
2019-04-02 10:45:00,1
2019-04-04 12:55:00,1
2019-04-04 13:05:00,1
2019-04-04 13:14:00,1
2019-04-04 13:31:00,1
2019-04-04 18:36:00,1
2019-04-04 18:39:00,1
2019-04-04 21:58:00,1
2019-04-04 23:58:00,1
2019-04-05 01:40:00,1
2019-04-05 01:42:00,1
2019-04-05 05:42:00,1
2019-04-05 09:25:00,1
2019-04-05 09:28:00,1
2019-04-05 15:06:00,1
2019-04-05 15:09:00,1
2019-04-06 00:51:00,1
2019-04-06 01:27:00,1
2019-04-06 03:21:00,1
2019-04-06 06:05:00,1
2019-04-06 06:07:00,1
2019-04-06 22:50:00,1
2019-04-06 22:52:00,1
2019-04-07 00:09:00,1
2019-04-07 00:11:00,1
2019-04-07 00:29:00,1
2019-04-07 00:32:00,1
2019-04-07 06:49:00,1
2019-04-07 14:44:00,1
2019-04-07 16:07:00,1
2019-04-07 16:09:00,1
2019-04-07 16:12:00,1
2019-04-07 16:17:00,1
2019-04-07 16:26:00,1
2019-04-07 16:43:00,1
2019-04-08 05:37:00,1
2019-04-08 11:33:00,1
2019-04-08 15:35:00,1
2019-04-08 21:02:00,1
2019-04-09 01:48:00,1
2019-04-09 05:59:00,1
2019-04-09 12:26:00,1
2019-04-09 13:30:00,1
2019-04-09 13:33:00,1
2019-04-09 13:35:00,1
2019-04-09 21:15:00,1
2019-04-09 21:20:00,1
2019-04-10 00:36:00,1
2019-04-10 02:07:00,1
2019-04-10 02:08:00,2
2019-04-10 02:09:00,2
2019-04-10 14:50:00,1
2019-04-10 14:52:00,1
2019-04-10 14:55:00,1
2019-04-10 15:33:00,1
2019-04-10 15:35:00,1
2019-04-10 15:38:00,1
2019-04-10 17:31:00,1
2019-04-10 17:34:00,1
2019-04-10 17:36:00,1
2019-04-11 00:38:00,1
2019-04-11 00:40:00,1
2019-04-11 00:43:00,1
2019-04-11 03:16:00,1
2019-04-11 03:19:00,1
2019-04-11 03:21:00,1
2019-04-12 02:41:00,1
2019-04-12 02:44:00,1
2019-04-12 02:46:00,1
2019-04-12 08:19:00,1
2019-04-12 08:21:00,1
2019-04-12 08:24:00,1
2019-04-12 20:37:00,1
2019-04-12 20:40:00,1
2019-04-12 20:42:00,1
2019-04-13 05:28:00,1
2019-04-13 05:31:00,1
2019-04-13 05:33:00,1
2019-04-13 12:17:00,1
2019-04-13 12:20:00,1
2019-04-13 12:22:00,1
2019-04-13 13:44:00,1
2019-04-13 13:46:00,1
2019-04-13 13:49:00,1
2019-04-13 15:06:00,1
2019-04-13 15:09:00,1
2019-04-13 15:14:00,1
2019-04-13 15:23:00,1
2019-04-13 15:40:00,1
2019-04-14 00:25:00,1
2019-04-14 00:27:00,1
2019-04-14 00:30:00,1
2019-04-14 07:03:00,1
2019-04-14 09:44:00,1
2019-04-14 12:06:00,1
2019-04-14 12:12:00,1
2019-04-14 12:21:00,1
2019-04-14 12:38:00,1
2019-04-15 06:27:00,1
2019-04-15 08:06:00,1
2019-04-15 08:09:00,1
2019-04-15 11:05:00,1
2019-04-15 12:33:00,1
2019-04-15 12:38:00,1
2019-04-15 12:47:00,1
2019-04-15 21:56:00,1
2019-04-15 21:58:00,1
2019-04-15 22:12:00,1
2019-04-15 22:17:00,1
2019-04-15 22:26:00,1
2019-04-15 22:43:00,1
2019-04-15 22:50:00,1
2019-04-16 00:28:00,1
2019-04-16 07:07:00,1
2019-04-16 07:09:00,1
2019-04-16 07:12:00,1
2019-04-16 07:17:00,1
2019-04-16 07:27:00,1
2019-04-16 07:44:00,1
2019-04-16 18:43:00,1
2019-04-17 01:05:00,1
2019-04-17 01:08:00,1
2019-04-17 02:06:00,1
2019-04-17 13:42:00,1
2019-04-17 13:44:00,1
2019-04-17 13:47:00,1
2019-04-17 15:34:00,1
2019-04-17 15:36:00,1
2019-04-17 15:39:00,1
2019-04-17 17:26:00,1
2019-04-18 05:45:00,1
2019-04-18 05:58:00,1
2019-04-18 09:06:00,1
2019-04-18 09:08:00,1
2019-04-18 09:11:00,1
2019-04-18 09:28:00,1
2019-04-18 09:37:00,1
2019-04-18 09:42:00,1
2019-04-18 09:54:00,1
2019-04-18 10:37:00,1
2019-04-18 11:04:00,1
2019-04-18 14:12:00,1
2019-04-18 14:14:00,1
2019-04-18 14:17:00,1
2019-04-18 14:22:00,1
2019-04-18 14:31:00,1
2019-04-18 14:48:00,1
2019-04-18 21:29:00,1
2019-04-18 21:34:00,1
2019-04-18 21:43:00,1
2019-04-18 21:55:00,1
2019-04-18 22:00:00,1
2019-04-19 00:45:00,1
2019-04-19 00:47:00,1
2019-04-19 00:50:00,1
2019-04-19 00:55:00,1
2019-04-19 01:21:00,1
2019-04-19 01:39:00,1
2019-04-19 09:59:00,1
2019-04-19 19:06:00,1
2019-04-20 20:42:00,1
2019-04-20 20:44:00,1
2019-04-20 20:47:00,1
2019-04-20 20:52:00,1
2019-04-20 21:01:00,1
2019-04-20 21:18:00,1
2019-04-21 19:11:00,1
2019-04-21 19:14:00,1
2019-04-21 19:16:00,1
2019-04-22 09:26:00,1
2019-04-22 09:29:00,1
2019-04-22 09:32:00,1
2019-04-22 09:37:00,1
2019-04-22 09:38:00,1
2019-04-22 09:47:00,1
2019-04-22 10:05:00,1
2019-04-22 11:05:00,1
2019-04-22 13:55:00,1
2019-04-22 13:57:00,1
2019-04-22 14:05:00,1
2019-04-22 14:14:00,1
2019-04-22 14:31:00,1
2019-04-22 22:37:00,1
2019-04-22 22:39:00,1
2019-04-22 22:43:00,1
2019-04-22 22:48:00,1
2019-04-22 22:57:00,1
2019-04-22 23:14:00,1
2019-04-23 23:51:00,1
2019-04-23 23:54:00,1
2019-04-23 23:59:00,1
2019-04-24 00:09:00,1
2019-04-24 00:26:00,2
2019-04-24 00:28:00,1
2019-04-24 00:31:00,1
2019-04-25 09:50:00,1
2019-04-25 10:06:00,1
2019-04-26 04:30:00,1
2019-04-26 09:57:00,1
2019-04-26 15:53:00,1
2019-04-27 04:08:00,1
2019-04-27 07:13:00,1
2019-04-27 07:30:00,1
2019-04-28 02:54:00,1
2019-04-28 02:56:00,1
2019-04-28 03:13:00,1
2019-04-28 03:30:00,1
2019-04-28 06:07:00,1
2019-04-28 06:12:00,1
2019-04-28 06:21:00,1
2019-04-28 08:45:00,1
2019-04-28 09:22:00,1
2019-04-28 09:24:00,1
2019-04-28 09:27:00,1
2019-04-28 09:32:00,1
2019-04-28 09:41:00,1
2019-04-28 09:58:00,1
2019-04-28 13:30:00,1
2019-04-29 03:36:00,1
2019-04-29 20:11:00,1
2019-04-30 03:22:00,1
2019-04-30 10:07:00,1
2019-04-30 10:12:00,1
2019-04-30 10:21:00,1
2019-04-30 10:38:00,1
2019-05-01 14:57:00,1
2019-05-01 22:45:00,1
2019-05-02 04:31:00,1
2019-05-02 20:34:00,1
2019-05-02 20:39:00,1
2019-05-02 20:48:00,1
2019-05-02 21:05:00,1
2019-05-03 04:41:00,1
2019-05-03 14:47:00,1
2019-05-03 17:26:00,1
2019-05-04 00:10:00,1
2019-05-04 15:45:00,1
2019-05-05 06:49:00,1
2019-05-06 06:59:00,1
2019-05-06 07:13:00,1
2019-05-06 07:16:00,1
2019-05-06 07:19:00,1
2019-05-06 07:24:00,1
2019-05-06 07:33:00,1
2019-05-06 07:50:00,1
2019-05-06 08:06:00,1
2019-05-06 08:08:00,1
2019-05-06 08:11:00,1
2019-05-06 08:16:00,1
2019-05-06 08:25:00,1
2019-05-06 08:42:00,1
2019-05-06 09:11:00,1
2019-05-06 09:13:00,1
2019-05-06 09:16:00,1
2019-05-06 09:21:00,1
2019-05-06 09:30:00,1
2019-05-06 09:47:00,1
2019-05-06 15:10:00,1
2019-05-06 15:19:00,1
2019-05-06 15:36:00,1
2019-05-08 11:59:00,1
2019-05-10 16:23:00,1
2019-05-11 03:06:00,1
2019-05-11 05:19:00,1
2019-05-11 05:21:00,1
2019-05-11 05:24:00,1
2019-05-11 05:29:00,1
2019-05-11 05:38:00,1
2019-05-11 05:55:00,1
2019-05-11 07:10:00,1
2019-05-11 07:19:00,1
2019-05-11 07:36:00,1
2019-05-12 13:28:00,1
2019-05-13 02:49:00,1
2019-05-13 02:54:00,1
2019-05-13 03:20:00,1
2019-05-13 08:40:00,1
2019-05-13 22:39:00,1
2019-05-13 22:44:00,1
2019-05-13 22:54:00,1
2019-05-13 23:11:00,1
2019-05-14 07:28:00,1
2019-05-14 07:40:00,1
2019-05-14 08:17:00,1
2019-05-14 19:42:00,1
2019-05-14 19:44:00,1
2019-05-14 19:47:00,1
2019-05-14 19:52:00,1
2019-05-14 20:01:00,1
2019-05-14 20:18:00,1
2019-05-15 22:26:00,1
2019-05-15 22:28:00,1
2019-05-15 22:31:00,1
2019-05-15 22:36:00,1
2019-05-15 22:45:00,1
