943,"SELECT TOP # G.ObjID, G.u, G.g, G.r, G.i, G.z FROM Galaxy AS G JOIN Star AS S ON G.parentID = S.parentID WHERE G.parentID > #"
2019-02-09 15:29:00,1
2019-02-09 17:30:00,1
2019-02-10 02:35:00,1
2019-02-10 05:47:00,1
2019-02-10 09:40:00,1
2019-02-10 12:39:00,1
2019-02-10 18:03:00,1
2019-02-10 18:33:00,1
2019-02-11 04:53:00,1
2019-02-11 11:10:00,1
2019-02-11 22:18:00,1
2019-02-11 22:26:00,1
2019-02-11 22:32:00,1
2019-02-12 16:44:00,1
2019-02-12 19:42:00,1
2019-02-12 19:52:00,1
2019-02-13 13:51:00,1
2019-02-13 20:47:00,1
2019-02-14 10:59:00,1
2019-02-14 12:08:00,1
2019-02-14 12:42:00,1
2019-02-14 13:44:00,1
2019-02-14 22:07:00,1
2019-02-15 04:25:00,1
2019-02-16 12:09:00,1
2019-02-16 20:50:00,1
2019-02-17 03:20:00,1
2019-02-17 07:01:00,1
2019-02-17 09:27:00,1
2019-02-18 03:04:00,1
2019-02-19 00:08:00,1
2019-02-19 12:45:00,1
2019-02-19 21:28:00,1
2019-02-20 10:07:00,1
2019-02-20 23:57:00,1
2019-02-21 01:48:00,1
2019-02-21 14:47:00,1
2019-02-22 05:56:00,1
2019-02-22 08:21:00,1
2019-02-22 13:59:00,1
2019-02-24 04:01:00,1
2019-02-24 11:50:00,1
2019-02-24 23:33:00,1
2019-02-25 04:38:00,1
2019-02-25 04:39:00,10
2019-02-25 07:11:00,1
2019-02-25 23:41:00,1
2019-02-26 01:51:00,1
2019-02-26 02:50:00,1
2019-02-27 19:46:00,1
2019-02-27 22:20:00,1
2019-02-28 03:28:00,1
2019-02-28 06:15:00,1
2019-02-28 08:51:00,1
2019-03-01 10:18:00,1
2019-03-01 12:54:00,1
2019-03-01 16:04:00,1
2019-03-01 20:52:00,1
2019-03-01 22:04:00,1
2019-03-01 22:16:00,1
2019-03-01 22:27:00,1
2019-03-01 22:42:00,1
2019-03-02 01:14:00,1
2019-03-02 02:04:00,1
2019-03-02 22:34:00,1
2019-03-03 03:45:00,1
2019-03-03 05:05:00,1
2019-03-03 10:46:00,11
2019-03-04 11:39:00,1
2019-03-04 22:52:00,1
2019-03-05 06:22:00,1
2019-03-05 07:23:00,1
2019-03-05 08:51:00,1
2019-03-05 19:36:00,1
2019-03-05 23:42:00,1
2019-03-06 07:58:00,1
2019-03-06 12:21:00,1
2019-03-06 15:44:00,1
2019-03-06 17:40:00,1
2019-03-07 09:14:00,1
2019-03-07 14:02:00,1
2019-03-08 11:14:00,1
2019-03-08 14:29:00,1
2019-03-08 21:49:00,1
2019-03-09 00:06:00,1
2019-03-09 12:00:00,1
2019-03-10 02:39:00,1
2019-03-10 18:10:00,1
2019-03-11 03:08:00,1
2019-03-11 08:39:00,1
2019-03-11 12:30:00,1
2019-03-11 17:02:00,1
2019-03-13 07:05:00,1
2019-03-13 09:32:00,1
2019-03-13 12:53:00,1
2019-03-14 00:08:00,1
2019-03-14 01:42:00,1
2019-03-14 06:54:00,1
2019-03-14 13:45:00,1
2019-03-15 01:32:00,1
2019-03-15 12:54:00,1
2019-03-15 19:02:00,1
2019-03-16 08:00:00,1
2019-03-17 21:56:00,1
2019-03-19 09:53:00,1
2019-03-19 15:13:00,1
2019-03-19 15:14:00,2
2019-03-19 15:16:00,1
2019-03-19 15:18:00,2
2019-03-19 15:24:00,6
2019-03-20 14:38:00,1
2019-03-21 01:16:00,1
2019-03-21 16:45:00,1
2019-03-22 10:25:00,1
2019-03-23 05:37:00,1
2019-03-24 00:23:00,1
2019-03-24 17:37:00,1
2019-03-25 02:18:00,1
2019-03-25 05:06:00,1
2019-03-25 10:20:00,1
2019-03-25 11:48:00,1
2019-03-25 16:47:00,1
2019-03-25 21:06:00,1
2019-03-26 10:42:00,1
2019-03-26 11:04:00,1
2019-03-26 20:25:00,1
2019-03-26 20:55:00,1
2019-03-27 19:34:00,1
2019-03-28 05:30:00,1
2019-03-28 16:12:00,1
2019-03-28 18:40:00,1
2019-03-28 19:52:00,1
2019-03-28 23:16:00,1
2019-03-28 23:48:00,1
2019-03-29 23:57:00,1
2019-03-30 00:54:00,1
2019-03-30 09:53:00,1
2019-03-30 17:12:00,1
2019-03-31 04:38:00,1
2019-03-31 17:06:00,1
2019-03-31 21:14:00,1
2019-04-01 06:21:00,1
2019-04-01 18:22:00,1
2019-04-01 20:10:00,1
2019-04-01 20:26:00,1
2019-04-01 22:15:00,1
2019-04-02 11:37:00,1
2019-04-02 15:28:00,1
2019-04-03 05:51:00,1
2019-04-04 13:39:00,1
2019-04-06 03:39:00,1
2019-04-06 18:09:00,1
2019-04-06 23:39:00,1
2019-04-07 14:55:00,1
2019-04-07 16:35:00,1
2019-04-07 17:02:00,1
2019-04-07 20:50:00,1
2019-04-07 21:06:00,1
2019-04-08 15:30:00,1
2019-04-08 18:45:00,1
2019-04-09 07:39:00,1
2019-04-09 09:43:00,1
2019-04-09 12:23:00,1
2019-04-09 12:49:00,1
2019-04-09 21:12:00,1
2019-04-09 21:19:00,2
2019-04-10 00:35:00,1
2019-04-10 12:24:00,2
2019-04-12 20:08:00,1
2019-04-13 14:52:00,1
2019-04-14 12:54:00,1
2019-04-15 13:53:00,1
2019-04-15 23:37:00,1
2019-04-16 03:07:00,1
2019-04-16 06:59:00,1
2019-04-16 15:06:00,1
2019-04-16 18:40:00,1
2019-04-17 18:51:00,1
2019-04-18 05:32:00,1
2019-04-18 10:03:00,1
2019-04-18 10:04:00,1
2019-04-18 15:34:00,1
2019-04-18 21:53:00,1
2019-04-18 22:56:00,1
2019-04-19 00:39:00,1
2019-04-19 01:35:00,1
2019-04-19 09:55:00,1
2019-04-19 19:05:00,1
2019-04-20 08:39:00,1
2019-04-20 20:35:00,1
2019-04-21 06:40:00,1
2019-04-21 09:07:00,1
2019-04-22 11:02:00,1
2019-04-22 14:49:00,1
2019-04-22 23:29:00,1
2019-04-24 01:19:00,1
2019-04-24 11:46:00,1
2019-04-24 17:10:00,1
2019-04-24 21:24:00,1
2019-04-25 07:57:00,1
2019-04-27 05:55:00,1
2019-04-27 08:17:00,1
2019-04-28 03:47:00,1
2019-04-28 09:35:00,1
2019-04-28 10:40:00,1
2019-04-28 10:46:00,1
2019-04-28 13:27:00,1
2019-04-29 05:59:00,1
2019-04-29 06:31:00,1
2019-04-30 06:56:00,1
2019-04-30 11:30:00,1
2019-05-01 14:43:00,1
2019-05-02 10:53:00,1
2019-05-02 21:53:00,1
2019-05-03 04:36:00,1
2019-05-03 04:39:00,1
2019-05-03 10:05:00,1
2019-05-03 14:45:00,1
2019-05-03 17:24:00,1
2019-05-04 00:16:00,1
2019-05-06 07:09:00,1
2019-05-06 08:48:00,1
2019-05-06 09:57:00,1
2019-05-06 11:25:00,1
2019-05-06 16:26:00,1
2019-05-06 23:41:00,1
2019-05-10 05:03:00,1
2019-05-10 07:27:00,1
2019-05-10 16:22:00,1
2019-05-11 06:08:00,1
2019-05-11 07:41:00,1
2019-05-13 03:30:00,1
2019-05-13 04:10:00,1
2019-05-13 08:07:00,1
2019-05-13 08:54:00,1
2019-05-13 16:05:00,1
2019-05-14 00:00:00,1
2019-05-14 08:27:00,1
2019-05-14 22:04:00,1
2019-05-15 23:09:00,1
2019-05-15 23:55:00,1
2019-05-16 00:39:00,1
2019-05-16 14:56:00,1
2019-05-16 16:20:00,1
2019-05-17 04:34:00,1
2019-05-17 04:53:00,1
2019-05-17 05:06:00,1
2019-05-18 20:32:00,1
2019-05-18 21:20:00,1
2019-05-18 21:57:00,1
2019-05-19 11:15:00,1
2019-05-19 11:51:00,1
2019-05-19 12:38:00,1
2019-05-20 17:22:00,1
2019-05-20 19:27:00,1
2019-05-21 04:38:00,1
2019-05-21 06:48:00,1
2019-05-21 10:16:00,1
2019-05-21 11:42:00,1
2019-05-22 21:15:00,1
2019-05-23 04:23:00,1
2019-05-23 05:21:00,1
2019-05-23 08:13:00,1
2019-05-23 09:58:00,1
2019-05-23 12:25:00,1
2019-05-23 13:28:00,1
2019-05-23 17:42:00,1
2019-05-24 02:11:00,1
2019-05-24 08:54:00,1
2019-05-24 13:28:00,1
2019-05-24 18:18:00,1
2019-05-24 19:56:00,1
2019-05-24 21:18:00,1
2019-05-24 21:34:00,1
2019-05-25 00:00:00,1
2019-05-25 03:23:00,1
2019-05-27 12:33:00,1
2019-05-28 22:21:00,1
2019-05-29 04:44:00,1
2019-05-29 13:00:00,1
2019-05-30 04:12:00,1
2019-05-30 16:07:00,1
2019-05-30 22:43:00,1
2019-05-31 02:46:00,1
2019-05-31 11:22:00,1
2019-05-31 11:49:00,1
2019-05-31 17:53:00,1
2019-06-01 17:47:00,1
2019-06-01 21:36:00,1
2019-06-02 15:28:00,1
2019-06-03 21:48:00,1
2019-06-04 13:26:00,1
2019-06-05 18:34:00,1
2019-06-05 23:07:00,1
2019-06-06 07:28:00,1
2019-06-07 15:16:00,1
2019-06-08 05:00:00,1
2019-06-10 21:01:00,1
2019-06-10 21:19:00,1
2019-06-10 23:22:00,1
2019-06-11 00:55:00,1
2019-06-11 01:55:00,1
2019-06-11 02:07:00,1
2019-06-11 16:35:00,1
2019-06-11 16:55:00,1
2019-06-12 17:35:00,1
2019-06-13 04:57:00,1
2019-06-13 08:39:00,1
2019-06-14 06:03:00,1
2019-06-14 07:35:00,1
2019-06-14 13:54:00,1
2019-06-14 23:16:00,1
2019-06-15 09:19:00,1
2019-06-15 11:40:00,1
2019-06-15 15:10:00,1
2019-06-15 21:27:00,1
2019-06-16 00:43:00,1
2019-06-16 06:47:00,1
2019-06-16 17:44:00,1
2019-06-17 09:50:00,1
2019-06-17 10:07:00,1
2019-06-17 10:43:00,1
2019-06-18 00:42:00,1
2019-06-18 11:40:00,1
2019-06-18 13:05:00,1
2019-06-18 14:38:00,1
2019-06-19 01:09:00,1
2019-06-19 13:27:00,1
2019-06-20 00:07:00,1
2019-06-20 03:47:00,1
2019-06-20 09:54:00,1
2019-06-21 00:47:00,1
2019-06-21 06:52:00,1
2019-06-23 11:26:00,1
2019-06-23 15:55:00,1
2019-06-23 16:19:00,1
2019-06-23 17:57:00,1
2019-06-23 21:26:00,1
2019-06-23 22:43:00,1
2019-06-24 12:46:00,1
2019-06-24 22:08:00,1
2019-06-24 22:17:00,1
2019-06-25 08:56:00,1
2019-06-25 12:24:00,1
2019-06-25 15:15:00,1
2019-06-25 19:24:00,1
2019-06-25 23:49:00,1
2019-06-27 03:00:00,1
2019-06-27 09:20:00,1
2019-06-27 20:28:00,1
2019-06-28 03:39:00,1
2019-06-28 13:08:00,1
2019-06-29 05:33:00,1
2019-06-29 15:57:00,1
2019-06-29 19:02:00,1
2019-06-30 06:58:00,1
2019-07-01 09:35:00,1
2019-07-01 12:25:00,1
2019-07-01 21:23:00,1
2019-07-02 01:26:00,1
2019-07-02 15:13:00,1
2019-07-02 15:20:00,1
2019-07-02 18:56:00,1
2019-07-02 19:40:00,1
2019-07-03 10:10:00,1
2019-07-03 14:19:00,1
2019-07-03 21:18:00,1
2019-07-04 18:26:00,1
2019-07-05 15:01:00,1
2019-07-05 21:53:00,1
2019-07-05 22:01:00,1
2019-07-06 00:14:00,1
2019-07-07 01:09:00,1
2019-07-07 21:15:00,1
2019-07-08 05:38:00,1
2019-07-08 12:51:00,1
2019-07-08 17:53:00,1
2019-07-11 12:49:00,1
2019-07-12 03:29:00,1
2019-07-12 10:59:00,1
2019-07-12 11:38:00,1
2019-07-12 19:08:00,1
2019-07-12 21:05:00,1
2019-07-12 21:44:00,1
2019-07-13 05:01:00,1
2019-07-14 02:21:00,1
2019-07-14 08:31:00,1
2019-07-14 09:12:00,1
2019-07-14 18:13:00,1
2019-07-14 19:06:00,1
2019-07-15 00:26:00,1
2019-07-15 08:30:00,1
2019-07-18 11:18:00,1
2019-07-18 18:42:00,1
2019-07-18 23:58:00,1
2019-07-19 14:37:00,1
2019-07-19 22:36:00,1
2019-07-19 23:50:00,1
2019-07-20 00:17:00,1
2019-07-20 01:21:00,1
2019-07-20 04:38:00,1
2019-07-20 05:15:00,1
2019-07-20 05:25:00,1
2019-07-21 06:49:00,1
2019-07-21 23:49:00,1
2019-07-22 01:09:00,1
2019-07-22 05:24:00,1
2019-07-22 17:04:00,1
2019-07-23 11:32:00,1
2019-07-23 15:32:00,1
2019-07-24 02:05:00,1
2019-07-24 08:04:00,1
2019-07-24 19:21:00,1
2019-07-25 05:07:00,1
2019-07-25 13:24:00,1
2019-07-25 19:11:00,1
2019-07-25 23:01:00,1
2019-07-26 01:28:00,1
2019-07-27 15:38:00,1
2019-07-27 21:27:00,1
2019-07-28 08:42:00,1
2019-07-28 21:23:00,1
2019-07-29 04:36:00,1
2019-07-29 05:58:00,1
2019-07-29 14:03:00,1
2019-07-29 18:03:00,1
2019-07-30 02:57:00,1
2019-07-30 09:25:00,1
2019-07-31 23:56:00,1
2019-08-01 09:36:00,1
2019-08-01 14:20:00,1
2019-08-02 00:52:00,1
2019-08-04 19:53:00,1
2019-08-04 21:43:00,1
2019-08-04 22:46:00,1
2019-08-05 04:17:00,1
2019-08-05 15:17:00,1
2019-08-05 20:30:00,1
2019-08-06 02:36:00,1
2019-08-06 03:46:00,1
2019-08-06 21:24:00,1
2019-08-08 08:43:00,1
2019-08-08 20:06:00,1
2019-08-09 14:57:00,1
2019-08-09 17:53:00,1
2019-08-11 01:10:00,1
2019-08-11 22:50:00,1
2019-08-12 16:23:00,1
2019-08-12 17:06:00,1
2019-08-13 16:21:00,1
2019-08-13 19:08:00,2
2019-08-14 06:56:00,1
2019-08-14 14:01:00,1
2019-08-14 21:46:00,1
2019-08-14 22:43:00,1
2019-08-15 03:43:00,1
2019-08-16 07:02:00,1
2019-08-16 14:16:00,1
2019-08-16 20:00:00,1
2019-08-16 23:21:00,1
2019-08-17 09:09:00,1
2019-08-17 10:18:00,1
2019-08-18 16:27:00,1
2019-08-19 19:13:00,1
2019-08-20 23:01:00,1
2019-08-21 04:37:00,1
2019-08-22 07:34:00,1
2019-08-22 13:49:00,1
2019-08-22 16:59:00,1
2019-08-23 01:38:00,1
2019-08-23 07:07:00,1
2019-08-23 07:53:00,1
2019-08-23 12:44:00,1
2019-08-23 14:28:00,1
2019-08-23 19:40:00,1
2019-08-23 23:08:00,1
2019-08-25 09:38:00,1
2019-08-27 13:09:00,1
2019-08-27 22:54:00,1
2019-08-28 00:18:00,1
2019-08-30 05:27:00,1
2019-08-30 11:08:00,1
2019-08-30 11:27:00,1
2019-08-30 13:10:00,1
2019-08-30 17:58:00,1
2019-08-31 05:45:00,1
2019-08-31 14:51:00,1
2019-08-31 18:29:00,1
2019-08-31 21:33:00,1
2019-09-01 04:30:00,1
2019-09-01 07:53:00,1
2019-09-01 08:31:00,1
2019-09-01 17:06:00,1
2019-09-02 10:54:00,1
2019-09-02 18:17:00,1
2019-09-03 18:40:00,1
2019-09-04 04:36:00,1
2019-09-04 12:58:00,1
2019-09-05 06:30:00,1
2019-09-05 22:28:00,1
2019-09-05 22:42:00,1
2019-09-05 22:58:00,1
2019-09-06 21:14:00,1
2019-09-06 21:51:00,1
2019-09-07 10:28:00,1
2019-09-07 17:39:00,1
2019-09-07 17:52:00,1
2019-09-08 07:57:00,1
2019-09-08 11:05:00,1
2019-09-08 16:32:00,1
2019-09-10 08:24:00,1
2019-09-11 13:38:00,1
2019-09-11 22:28:00,1
2019-09-12 02:14:00,1
2019-09-12 07:40:00,1
2019-09-12 09:10:00,1
2019-09-12 11:08:00,1
2019-09-13 00:27:00,1
2019-09-13 05:02:00,1
2019-09-13 10:43:00,1
2019-09-14 17:53:00,1
2019-09-14 23:54:00,1
2019-09-15 06:16:00,1
2019-09-15 06:55:00,1
2019-09-15 08:01:00,1
2019-09-16 12:49:00,1
2019-09-16 18:02:00,1
2019-09-17 03:08:00,1
2019-09-17 11:07:00,1
2019-09-17 11:08:00,1
2019-09-17 16:01:00,1
2019-09-18 11:41:00,1
2019-09-18 14:12:00,1
2019-09-18 14:22:00,1
2019-09-18 19:21:00,1
2019-09-18 22:54:00,1
2019-09-19 01:45:00,1
2019-09-19 09:58:00,1
2019-09-19 16:38:00,1
2019-09-20 00:50:00,1
2019-09-20 03:18:00,1
2019-09-20 05:28:00,1
2019-09-20 09:34:00,1
2019-09-21 12:35:00,1
2019-09-21 13:16:00,1
2019-09-22 09:01:00,1
2019-09-23 04:18:00,1
2019-09-23 05:57:00,1
2019-09-23 09:53:00,1
2019-09-23 19:51:00,1
2019-09-23 19:59:00,1
2019-09-25 06:14:00,1
2019-09-25 06:59:00,1
2019-09-25 07:36:00,1
2019-09-25 17:45:00,1
2019-09-26 05:05:00,1
2019-09-26 06:15:00,1
2019-09-26 11:18:00,1
2019-09-26 18:50:00,1
2019-09-27 08:48:00,1
2019-09-27 14:22:00,1
2019-09-27 18:55:00,1
2019-09-27 23:53:00,1
2019-09-28 04:41:00,1
2019-09-29 19:04:00,1
2019-09-29 22:28:00,1
2019-09-29 23:38:00,1
2019-09-30 01:43:00,1
2019-09-30 07:47:00,1
2019-09-30 10:29:00,1
2019-09-30 13:27:00,1
2019-10-01 14:06:00,1
2019-10-02 07:14:00,1
2019-10-02 09:50:00,1
2019-10-03 06:17:00,1
2019-10-03 15:59:00,1
2019-10-03 20:11:00,1
2019-10-03 21:37:00,1
2019-10-03 23:05:00,1
2019-10-03 23:21:00,1
2019-10-04 02:48:00,1
2019-10-04 12:58:00,1
2019-10-04 16:35:00,1
2019-10-07 07:16:00,1
2019-10-08 01:32:00,1
2019-10-08 03:40:00,1
2019-10-08 19:48:00,1
2019-10-09 11:48:00,1
2019-10-09 17:21:00,1
2019-10-10 01:57:00,1
2019-10-10 06:31:00,1
2019-10-10 13:13:00,1
2019-10-11 03:42:00,1
2019-10-11 05:08:00,1
2019-10-13 01:56:00,1
2019-10-13 10:37:00,1
2019-10-13 10:59:00,1
2019-10-13 12:58:00,1
2019-10-14 01:54:00,1
2019-10-14 04:20:00,1
2019-10-14 07:18:00,1
2019-10-15 21:15:00,1
2019-10-15 21:38:00,1
2019-10-16 17:23:00,1
2019-10-16 23:53:00,1
2019-10-17 03:43:00,1
2019-10-17 05:18:00,1
2019-10-17 13:00:00,1
2019-10-17 18:36:00,1
2019-10-18 06:02:00,1
2019-10-18 13:12:00,1
2019-10-19 09:24:00,1
2019-10-19 09:46:00,1
2019-10-19 17:31:00,1
2019-10-20 02:49:00,1
2019-10-21 00:16:00,1
2019-10-21 02:35:00,1
2019-10-21 10:57:00,1
2019-10-21 12:49:00,1
2019-10-22 03:47:00,1
2019-10-22 04:35:00,1
2019-10-22 05:58:00,1
2019-10-22 06:29:00,1
2019-10-22 10:01:00,1
2019-10-22 13:13:00,1
2019-10-22 13:33:00,1
2019-10-22 13:34:00,1
2019-10-22 19:59:00,1
2019-10-22 20:19:00,1
2019-10-22 20:58:00,1
2019-10-22 21:09:00,1
2019-10-22 21:30:00,1
2019-10-23 00:01:00,1
2019-10-23 00:12:00,1
2019-10-23 08:11:00,1
2019-10-23 14:47:00,1
2019-10-23 16:34:00,1
2019-10-23 20:58:00,1
2019-10-24 09:41:00,1
2019-10-24 11:28:00,1
2019-10-24 13:49:00,1
2019-10-24 15:19:00,1
2019-10-24 15:34:00,1
2019-10-24 16:29:00,1
2019-10-24 21:26:00,1
2019-10-24 21:36:00,1
2019-10-24 21:51:00,1
2019-10-25 00:11:00,1
2019-10-25 00:35:00,1
2019-10-25 00:43:00,1
2019-10-26 05:53:00,1
2019-10-26 17:09:00,1
2019-10-26 18:01:00,1
2019-10-26 19:33:00,1
2019-10-26 21:54:00,1
2019-10-27 10:08:00,1
2019-10-29 16:16:00,1
2019-10-29 16:36:00,1
2019-10-30 10:01:00,1
2019-10-30 20:50:00,1
2019-10-30 23:40:00,1
2019-10-31 01:52:00,1
2019-10-31 04:03:00,1
2019-11-01 05:24:00,1
2019-11-01 08:33:00,1
2019-11-01 11:14:00,1
2019-11-02 00:14:00,1
2019-11-02 00:58:00,1
2019-11-02 05:41:00,1
2019-11-02 07:01:00,1
2019-11-02 08:41:00,1
2019-11-02 09:22:00,1
2019-11-02 21:36:00,1
2019-11-03 19:28:00,1
2019-11-04 03:27:00,1
2019-11-04 13:54:00,1
2019-11-04 16:39:00,1
2019-11-05 05:06:00,1
2019-11-07 06:19:00,1
2019-11-08 18:34:00,1
2019-11-08 21:12:00,1
2019-11-09 08:57:00,1
2019-11-09 16:39:00,1
2019-11-10 11:24:00,1
2019-11-10 13:36:00,1
2019-11-13 05:33:00,1
2019-11-13 10:17:00,1
2019-11-13 17:52:00,1
2019-11-13 19:15:00,1
2019-11-14 10:06:00,1
2019-11-14 19:17:00,1
2019-11-14 19:44:00,1
2019-11-14 20:00:00,1
2019-11-14 21:13:00,1
2019-11-15 02:50:00,1
2019-11-15 03:13:00,1
2019-11-16 05:36:00,1
2019-11-16 05:57:00,1
2019-11-16 10:38:00,1
2019-11-16 12:58:00,1
2019-11-17 05:39:00,1
2019-11-17 16:58:00,1
2019-11-18 04:21:00,1
2019-11-18 14:01:00,1
2019-11-18 16:10:00,1
2019-11-18 22:20:00,1
2019-11-19 01:29:00,1
2019-11-19 18:13:00,1
2019-11-19 19:21:00,1
2019-11-20 04:40:00,1
2019-11-20 12:25:00,1
2019-11-21 20:04:00,1
2019-11-22 08:51:00,1
2019-11-22 11:12:00,2
2019-11-22 13:33:00,1
2019-11-22 14:44:00,1
2019-11-22 18:36:00,1
2019-11-23 00:27:00,1
2019-11-23 05:45:00,1
2019-11-23 16:11:00,1
2019-11-23 22:56:00,1
2019-11-24 17:08:00,1
2019-11-25 17:46:00,1
2019-11-27 06:51:00,1
2019-11-27 10:39:00,1
2019-11-27 12:46:00,1
2019-11-28 02:01:00,1
2019-11-28 02:34:00,1
2019-11-28 08:15:00,1
2019-11-29 01:43:00,1
2019-11-30 01:57:00,1
2019-12-01 00:25:00,1
2019-12-01 07:23:00,1
2019-12-01 13:54:00,1
2019-12-01 19:37:00,1
2019-12-03 01:04:00,1
2019-12-03 03:33:00,1
2019-12-03 03:37:00,1
2019-12-03 07:46:00,1
2019-12-03 08:19:00,1
2019-12-04 07:50:00,1
2019-12-04 09:21:00,1
2019-12-04 10:57:00,1
2019-12-04 11:08:00,1
2019-12-04 23:20:00,1
2019-12-05 00:13:00,1
2019-12-05 01:03:00,1
2019-12-05 01:48:00,1
2019-12-05 02:59:00,1
2019-12-05 05:08:00,1
2019-12-05 10:29:00,1
2019-12-05 10:57:00,1
2019-12-05 11:05:00,2
2019-12-05 14:29:00,1
2019-12-05 19:06:00,1
2019-12-05 20:41:00,1
2019-12-05 20:45:00,1
2019-12-06 19:45:00,1
2019-12-06 21:54:00,1
2019-12-07 14:09:00,1
2019-12-07 21:23:00,1
2019-12-09 06:53:00,1
2019-12-09 06:57:00,1
2019-12-09 20:53:00,1
2019-12-10 13:03:00,1
2019-12-11 08:25:00,1
2019-12-11 10:56:00,1
2019-12-12 00:42:00,1
2019-12-12 01:48:00,1
2019-12-12 04:41:00,1
2019-12-12 05:45:00,1
2019-12-12 06:13:00,1
2019-12-12 06:43:00,1
2019-12-12 14:24:00,1
2019-12-13 10:24:00,1
2019-12-13 11:48:00,1
2019-12-13 12:56:00,1
2019-12-13 13:45:00,1
2019-12-14 13:41:00,1
2019-12-14 18:16:00,1
2019-12-16 22:45:00,1
2019-12-17 00:23:00,1
2019-12-18 00:58:00,1
2019-12-18 01:27:00,1
2019-12-18 02:54:00,1
2019-12-18 02:57:00,1
2019-12-18 05:22:00,1
2019-12-18 09:20:00,1
2019-12-18 10:54:00,1
2019-12-18 13:49:00,1
2019-12-19 16:51:00,1
2019-12-19 20:07:00,1
2019-12-20 07:57:00,1
2019-12-20 09:07:00,1
2019-12-20 09:58:00,1
2019-12-20 17:22:00,1
2019-12-21 04:59:00,1
2019-12-21 21:38:00,1
2019-12-22 05:31:00,1
2019-12-22 05:32:00,5
2019-12-22 05:34:00,1
2019-12-22 14:06:00,1
2019-12-22 15:13:00,1
2019-12-23 08:50:00,1
2019-12-23 22:59:00,1
2019-12-23 23:41:00,1
2019-12-25 02:13:00,1
2019-12-25 05:04:00,1
2019-12-25 05:05:00,1
2019-12-26 03:13:00,1
2019-12-26 15:22:00,1
2019-12-26 17:04:00,1
2019-12-27 06:45:00,1
2019-12-27 13:13:00,1
2019-12-27 17:32:00,1
2019-12-28 23:46:00,1
2019-12-29 06:51:00,1
2019-12-29 18:16:00,1
2019-12-30 05:25:00,1
2019-12-30 06:58:00,1
2019-12-31 00:00:00,1
2019-12-31 15:34:00,1
