278,"SELECT TOP # a.apogee_id, cast (str (a.glon, #, #) as float) glon, cast (str (a.glat, #, #) as float) glat, a.snr, a.vhelio_avg, a.vscatter, q.teff, q.logg, q.m_h, q.alpha_m FROM apogeeStar as a JOIN dbo.fGetNearbyApogeeStarEq (#, #, #) AS b ON b.apstar_id = a.apstar_id JOIN apogeeObject as o ON a.apogee_id = o.apogee_id JOIN aspcapStar as q ON a.apstar_id = q.apstar_id"
2019-10-16 19:24:00,1
2019-10-17 14:41:00,1
2019-10-17 18:44:00,1
2019-10-19 08:28:00,1
2019-10-20 09:46:00,1
2019-10-21 01:31:00,1
2019-10-21 02:59:00,1
2019-10-21 14:54:00,1
2019-10-21 15:30:00,1
2019-10-21 19:09:00,1
2019-10-22 10:55:00,1
2019-10-22 22:00:00,1
2019-10-23 01:08:00,1
2019-10-24 09:54:00,1
2019-10-27 08:55:00,1
2019-11-02 00:38:00,1
2019-11-02 01:16:00,1
2019-11-02 12:48:00,1
2019-11-02 18:13:00,1
2019-11-04 07:21:00,1
2019-11-04 12:30:00,1
2019-11-04 23:27:00,1
2019-11-04 23:28:00,1
2019-11-05 02:40:00,1
2019-11-07 09:24:00,1
2019-11-09 13:24:00,1
2019-11-15 00:52:00,1
2019-11-15 03:43:00,1
2019-11-21 18:43:00,1
2019-11-21 18:54:00,1
2019-11-21 19:06:00,2
2019-11-21 20:11:00,1
2019-11-22 18:45:00,1
2019-11-24 11:13:00,1
2019-11-28 11:48:00,1
2019-11-29 03:58:00,1
2019-11-29 10:25:00,1
2019-12-01 13:42:00,1
2019-12-04 04:13:00,1
2019-12-04 04:15:00,1
2019-12-04 06:43:00,1
2019-12-05 10:07:00,1
2019-12-05 11:18:00,1
2019-12-05 22:26:00,1
2019-12-07 14:56:00,1
2019-12-07 22:26:00,1
2019-12-08 14:20:00,1
2019-12-08 14:26:00,2
2019-12-09 16:07:00,1
2019-12-09 21:21:00,1
2019-12-10 00:16:00,1
2019-12-10 01:41:00,1
2019-12-10 06:04:00,2
2019-12-11 12:32:00,1
2019-12-11 20:18:00,1
2019-12-12 16:53:00,1
2019-12-13 00:03:00,1
2019-12-13 06:22:00,1
2019-12-15 01:25:00,1
2019-12-15 01:26:00,1
2019-12-15 01:31:00,1
2019-12-15 08:22:00,2
2019-12-15 08:23:00,1
2019-12-15 08:26:00,2
2019-12-15 09:15:00,2
2019-12-15 09:16:00,1
2019-12-18 03:23:00,1
2019-12-18 09:06:00,1
2019-12-20 00:33:00,1
2019-12-20 09:17:00,1
2019-12-22 16:03:00,1
2019-12-26 03:32:00,1
2019-12-26 09:00:00,1
2019-12-27 00:40:00,1
2019-12-27 16:58:00,1
2019-12-29 23:07:00,1
2019-12-30 06:24:00,1
