1588,"SELECT p.ra, p.dec, p.raErr, p.decErr, p.objId, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoModeN (mode) as mode, nChild, dbo.fPhotoTypeN (p.type) as type, clean, flags, psfMag_u, psfMag_g, psfMag_r, psfMag_i, psfMag_z, psfMagErr_u, psfMagErr_g, psfMagErr_r, psfMagErr_i, psfMagErr_z, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, extinction_u, extinction_g, extinction_r, extinction_i, extinction_z, mjd from PhotoObj as p JOIN dbo.fGetObjFromRectEq (#, #, #, #) AS R ON P.objID = R.objID"
2019-01-31 19:37:00,5
2019-01-31 19:38:00,3
2019-01-31 19:39:00,2
2019-01-31 19:40:00,5
2019-01-31 19:41:00,2
2019-01-31 19:42:00,2
2019-01-31 19:43:00,2
2019-01-31 19:44:00,4
2019-01-31 19:45:00,2
2019-01-31 19:47:00,4
2019-01-31 19:48:00,1
2019-01-31 19:50:00,3
2019-01-31 19:51:00,2
2019-01-31 19:52:00,1
2019-01-31 19:53:00,4
2019-01-31 19:54:00,1
2019-01-31 19:57:00,3
2019-01-31 19:59:00,1
2019-01-31 20:00:00,3
2019-01-31 20:01:00,3
2019-01-31 20:03:00,1
2019-01-31 20:04:00,1
2019-01-31 20:33:00,1
2019-01-31 20:35:00,3
2019-01-31 20:36:00,1
2019-01-31 20:37:00,1
2019-01-31 20:38:00,3
2019-01-31 20:39:00,2
2019-01-31 20:40:00,1
2019-01-31 20:41:00,2
2019-01-31 20:43:00,1
2019-01-31 20:44:00,1
2019-01-31 20:45:00,2
2019-01-31 20:48:00,1
2019-01-31 20:49:00,6
2019-01-31 20:50:00,1
2019-01-31 20:51:00,1
2019-01-31 20:53:00,1
2019-01-31 20:54:00,1
2019-01-31 20:56:00,1
2019-01-31 20:57:00,2
2019-01-31 20:58:00,1
2019-01-31 21:02:00,1
2019-01-31 21:03:00,1
2019-01-31 21:05:00,1
2019-01-31 21:10:00,1
2019-01-31 21:29:00,1
2019-01-31 21:30:00,4
2019-01-31 21:31:00,2
2019-01-31 21:32:00,2
2019-01-31 21:33:00,2
2019-01-31 21:34:00,1
2019-01-31 21:35:00,1
2019-01-31 21:36:00,3
2019-01-31 21:37:00,2
2019-01-31 21:39:00,4
2019-01-31 21:41:00,1
2019-01-31 21:42:00,1
2019-01-31 21:43:00,2
2019-01-31 21:44:00,1
2019-01-31 21:47:00,1
2019-01-31 21:48:00,1
2019-01-31 21:49:00,1
2019-01-31 21:50:00,1
2019-01-31 21:54:00,1
2019-01-31 22:59:00,1
2019-02-01 00:45:00,1
2019-02-01 01:16:00,1
2019-02-01 03:27:00,1
2019-02-01 03:30:00,1
2019-02-01 03:32:00,1
2019-02-01 04:13:00,1
2019-02-01 04:31:00,1
2019-02-01 10:34:00,1
2019-02-01 10:35:00,1
2019-02-01 10:36:00,1
2019-02-01 10:41:00,1
2019-02-01 10:42:00,1
2019-02-01 16:38:00,1
2019-02-01 19:21:00,1
2019-02-01 19:31:00,1
2019-02-01 19:43:00,1
2019-02-01 21:04:00,1
2019-02-01 21:29:00,1
2019-02-02 00:48:00,1
2019-02-02 17:45:00,1
2019-02-02 18:05:00,1
2019-02-02 18:16:00,1
2019-02-03 16:14:00,1
2019-02-03 21:40:00,1
2019-02-03 22:02:00,1
2019-02-03 22:11:00,1
2019-02-03 22:20:00,1
2019-02-03 23:53:00,1
2019-02-04 00:09:00,1
2019-02-04 00:13:00,1
2019-02-04 00:58:00,1
2019-02-04 01:03:00,1
2019-02-04 01:08:00,1
2019-02-04 01:14:00,1
2019-02-04 01:30:00,1
2019-02-04 01:31:00,1
2019-02-04 01:39:00,1
2019-02-04 02:28:00,1
2019-02-04 02:30:00,1
2019-02-04 02:35:00,1
2019-02-04 02:43:00,1
2019-02-04 03:02:00,1
2019-02-04 03:55:00,1
2019-02-04 03:59:00,1
2019-02-04 04:39:00,1
2019-02-04 05:38:00,1
2019-02-04 05:39:00,2
2019-02-05 03:26:00,1
2019-02-06 02:15:00,1
2019-02-06 02:29:00,1
2019-02-06 03:07:00,1
2019-02-06 03:20:00,1
2019-02-06 23:04:00,1
2019-02-08 18:59:00,1
2019-02-09 05:48:00,1
2019-02-10 04:38:00,1
2019-02-10 18:35:00,1
2019-02-10 18:50:00,1
2019-02-10 18:58:00,1
2019-02-10 20:06:00,1
2019-02-11 01:21:00,1
2019-02-11 22:32:00,1
2019-02-12 01:18:00,1
2019-02-12 03:03:00,1
2019-02-13 02:44:00,1
2019-02-13 02:46:00,1
2019-02-13 03:03:00,1
2019-02-13 03:26:00,1
2019-02-14 03:07:00,1
2019-02-14 04:33:00,1
2019-02-14 04:36:00,1
2019-02-15 01:51:00,1
2019-02-15 03:13:00,1
2019-02-15 03:26:00,1
2019-02-15 03:41:00,1
2019-02-15 18:54:00,1
2019-02-15 19:09:00,1
2019-02-15 19:15:00,1
2019-02-16 04:56:00,1
2019-02-17 19:56:00,1
2019-02-17 20:04:00,1
2019-02-17 22:09:00,1
2019-02-19 03:32:00,1
2019-02-19 03:37:00,1
2019-02-19 03:44:00,1
2019-02-19 03:46:00,1
2019-02-19 04:27:00,1
2019-02-19 04:53:00,1
2019-02-19 05:25:00,1
2019-02-19 16:04:00,1
2019-02-19 17:02:00,1
2019-02-19 17:03:00,1
2019-02-19 18:41:00,1
2019-02-19 21:17:00,1
2019-02-20 03:58:00,1
2019-02-20 04:08:00,1
2019-02-20 04:15:00,1
2019-02-20 04:46:00,1
2019-02-20 04:52:00,1
2019-02-20 05:04:00,1
2019-02-20 05:26:00,1
2019-02-20 05:36:00,1
2019-02-20 05:38:00,1
2019-02-20 05:39:00,1
2019-02-20 05:40:00,1
2019-02-20 22:50:00,1
2019-02-21 02:30:00,1
2019-02-21 02:49:00,1
2019-02-21 03:09:00,1
2019-02-21 03:30:00,1
2019-02-21 03:41:00,1
2019-02-21 04:07:00,1
2019-02-21 04:17:00,1
2019-02-21 04:43:00,1
2019-02-21 05:31:00,1
2019-02-21 06:03:00,1
2019-02-21 06:08:00,1
2019-02-21 06:11:00,1
2019-02-21 06:18:00,1
2019-02-21 18:51:00,1
2019-02-21 19:12:00,1
2019-02-21 19:24:00,1
2019-02-21 19:35:00,2
2019-02-21 19:59:00,1
2019-02-22 04:01:00,1
2019-02-22 04:03:00,1
2019-02-22 04:19:00,1
2019-02-22 04:24:00,1
2019-02-22 06:38:00,1
2019-02-22 22:09:00,1
2019-02-22 22:33:00,1
2019-02-23 02:40:00,1
2019-02-24 00:54:00,1
2019-02-24 02:11:00,1
2019-02-24 02:40:00,1
2019-02-24 03:46:00,1
2019-02-24 03:55:00,1
2019-02-24 03:59:00,1
2019-02-24 04:32:00,1
2019-02-24 05:10:00,1
2019-02-24 05:21:00,1
2019-02-24 05:39:00,1
2019-02-24 17:33:00,1
2019-02-24 17:46:00,1
2019-02-24 18:13:00,1
2019-02-24 18:15:00,1
2019-02-24 19:05:00,1
2019-02-24 19:19:00,1
2019-02-25 02:04:00,1
2019-02-25 02:17:00,1
2019-02-25 02:54:00,1
2019-02-25 03:02:00,1
2019-02-25 03:20:00,1
2019-02-25 03:30:00,1
2019-02-25 03:45:00,1
2019-02-25 04:19:00,1
2019-02-25 04:33:00,1
2019-02-25 04:35:00,1
2019-02-25 13:24:00,1
2019-02-26 01:23:00,1
2019-02-26 03:18:00,1
2019-02-26 03:50:00,1
2019-02-26 05:36:00,1
2019-02-26 17:47:00,1
2019-02-26 18:04:00,1
2019-02-26 18:10:00,1
2019-02-27 02:40:00,1
2019-02-27 03:05:00,1
2019-02-27 03:07:00,1
2019-02-27 03:27:00,1
2019-02-27 03:29:00,1
2019-02-27 03:55:00,1
2019-02-27 04:17:00,1
2019-02-28 03:05:00,1
2019-02-28 05:25:00,1
2019-02-28 05:49:00,1
2019-02-28 06:18:00,1
2019-03-01 01:59:00,1
2019-03-01 02:15:00,1
2019-03-01 04:29:00,1
2019-03-01 05:13:00,1
2019-03-01 05:33:00,1
2019-03-01 20:59:00,1
2019-03-02 01:58:00,1
2019-03-02 03:07:00,1
2019-03-02 03:58:00,1
2019-03-02 04:15:00,1
2019-03-03 01:39:00,1
2019-03-03 03:47:00,1
2019-03-03 03:52:00,1
2019-03-03 04:39:00,1
2019-03-03 04:55:00,1
2019-03-03 05:02:00,1
2019-03-03 06:05:00,1
2019-03-03 06:28:00,1
2019-03-03 21:54:00,1
2019-03-03 21:57:00,1
2019-03-03 22:06:00,1
2019-03-04 01:45:00,2
2019-03-04 03:12:00,1
2019-03-04 03:18:00,1
2019-03-04 03:51:00,1
2019-03-04 04:02:00,1
2019-03-05 02:17:00,1
2019-03-05 02:26:00,1
2019-03-05 02:41:00,1
2019-03-05 02:42:00,1
2019-03-05 02:43:00,1
2019-03-05 03:57:00,1
2019-03-05 04:06:00,1
2019-03-05 04:31:00,1
2019-03-06 01:21:00,1
2019-03-06 01:28:00,1
2019-03-06 01:41:00,1
2019-03-07 01:27:00,1
2019-03-07 03:37:00,1
2019-03-07 03:43:00,1
2019-03-07 04:08:00,1
2019-03-07 04:28:00,1
2019-03-07 04:31:00,1
2019-03-07 17:17:00,1
2019-03-08 03:59:00,1
2019-03-08 04:08:00,1
2019-03-08 04:22:00,1
2019-03-09 01:22:00,1
2019-03-09 04:21:00,1
2019-03-10 00:56:00,1
2019-03-10 01:14:00,1
2019-03-10 01:34:00,1
2019-03-10 03:33:00,1
2019-03-10 04:47:00,1
2019-03-10 05:44:00,1
2019-03-10 08:53:00,1
2019-03-10 19:48:00,1
2019-03-10 20:03:00,1
2019-03-10 20:10:00,1
2019-03-10 21:09:00,1
2019-03-11 02:05:00,1
2019-03-11 02:49:00,1
2019-03-11 02:55:00,1
2019-03-11 02:59:00,1
2019-03-11 03:11:00,1
2019-03-11 12:19:00,1
2019-03-11 14:36:00,1
2019-03-11 18:53:00,1
2019-03-11 19:03:00,1
2019-03-11 19:04:00,1
2019-03-12 01:43:00,1
2019-03-12 01:54:00,1
2019-03-12 03:57:00,1
2019-03-12 16:01:00,1
2019-03-12 17:30:00,1
2019-03-13 03:37:00,1
2019-03-13 03:41:00,1
2019-03-13 04:06:00,1
2019-03-14 01:15:00,1
2019-03-14 01:19:00,1
2019-03-14 01:49:00,1
2019-03-15 01:14:00,1
2019-03-15 01:31:00,1
2019-03-15 01:43:00,1
2019-03-15 02:57:00,1
2019-03-15 17:07:00,1
2019-03-16 02:05:00,1
2019-03-16 02:20:00,1
2019-03-16 03:24:00,1
2019-03-16 18:51:00,1
2019-03-16 19:04:00,1
2019-03-17 01:00:00,1
2019-03-17 03:07:00,1
2019-03-17 03:29:00,1
2019-03-17 03:35:00,1
2019-03-17 16:38:00,1
2019-03-17 22:49:00,1
2019-03-17 22:57:00,1
2019-03-17 23:21:00,1
2019-03-17 23:43:00,1
2019-03-18 00:43:00,1
2019-03-18 00:51:00,1
2019-03-18 02:00:00,1
2019-03-18 11:44:00,1
2019-03-18 19:49:00,1
2019-03-19 02:15:00,1
2019-03-19 03:03:00,1
2019-03-19 03:12:00,1
2019-03-19 03:19:00,1
2019-03-19 04:57:00,2
2019-03-19 05:09:00,2
2019-03-19 05:10:00,1
2019-03-19 05:15:00,2
2019-03-19 05:17:00,1
2019-03-19 05:28:00,1
2019-03-19 05:32:00,1
2019-03-19 05:36:00,1
2019-03-19 05:38:00,1
2019-03-19 05:40:00,1
2019-03-19 05:42:00,1
2019-03-19 05:58:00,1
2019-03-19 05:59:00,1
2019-03-19 06:04:00,1
2019-03-19 23:10:00,1
2019-03-19 23:28:00,1
2019-03-20 00:39:00,1
2019-03-20 02:16:00,1
2019-03-20 03:27:00,1
2019-03-20 16:03:00,1
2019-03-20 16:05:00,1
2019-03-21 00:49:00,1
2019-03-21 00:57:00,1
2019-03-21 02:58:00,1
2019-03-22 02:18:00,1
2019-03-22 03:06:00,1
2019-03-22 03:18:00,1
2019-03-22 03:47:00,1
2019-03-22 03:58:00,1
2019-03-22 15:35:00,1
2019-03-22 15:36:00,1
2019-03-22 18:55:00,1
2019-03-23 00:45:00,1
2019-03-23 01:38:00,1
2019-03-23 01:46:00,1
2019-03-23 02:55:00,1
2019-03-23 04:24:00,1
2019-03-23 04:34:00,1
2019-03-23 04:43:00,1
2019-03-23 04:54:00,1
2019-03-23 05:05:00,1
2019-03-24 01:53:00,1
2019-03-24 01:59:00,1
2019-03-24 02:04:00,1
2019-03-24 03:11:00,1
2019-03-24 03:13:00,1
2019-03-24 04:11:00,1
2019-03-25 02:09:00,1
2019-03-25 03:01:00,1
2019-03-25 04:42:00,2
2019-03-26 15:19:00,1
2019-03-27 00:36:00,1
2019-03-27 01:25:00,1
2019-03-28 00:52:00,1
2019-03-28 01:03:00,1
2019-03-28 03:10:00,1
2019-03-28 03:22:00,1
2019-03-28 03:29:00,1
2019-03-29 00:43:00,1
2019-03-29 01:44:00,1
2019-03-29 01:50:00,1
2019-03-29 17:32:00,1
2019-03-30 01:41:00,1
2019-03-30 02:06:00,1
2019-03-30 02:44:00,1
2019-03-30 03:05:00,1
2019-03-30 03:17:00,1
2019-03-31 03:59:00,1
2019-04-01 05:33:00,1
2019-04-01 05:34:00,1
2019-04-02 01:34:00,1
2019-04-02 02:52:00,1
2019-04-02 03:02:00,1
2019-04-03 04:23:00,1
2019-04-04 03:14:00,1
2019-04-04 03:50:00,2
2019-04-05 01:57:00,1
2019-04-05 18:24:00,1
2019-04-05 18:36:00,1
2019-04-06 00:35:00,1
2019-04-06 00:53:00,1
2019-04-06 03:19:00,1
2019-04-07 01:12:00,1
2019-04-07 01:42:00,1
2019-04-07 02:31:00,1
2019-04-07 02:47:00,1
2019-04-07 04:07:00,1
2019-04-08 02:45:00,1
2019-04-08 07:20:00,1
2019-04-08 10:37:00,1
2019-04-08 20:57:00,2
2019-04-08 21:37:00,1
2019-04-09 02:52:00,1
2019-04-09 14:59:00,1
2019-04-09 16:54:00,1
2019-04-09 16:55:00,1
2019-04-09 17:17:00,1
2019-04-09 18:46:00,1
2019-04-10 01:17:00,2
2019-04-10 01:18:00,1
2019-04-10 01:19:00,4
2019-04-10 01:20:00,1
2019-04-10 01:21:00,4
2019-04-10 01:22:00,6
2019-04-10 01:23:00,1
2019-04-10 01:24:00,5
2019-04-10 01:57:00,5
2019-04-10 02:04:00,1
2019-04-10 02:06:00,2
2019-04-10 02:13:00,1
2019-04-11 17:19:00,1
2019-04-12 16:45:00,1
2019-04-12 16:49:00,1
2019-04-12 17:00:00,1
2019-04-12 17:08:00,1
2019-04-12 17:15:00,1
2019-04-12 18:26:00,1
2019-04-13 02:43:00,1
2019-04-13 03:57:00,1
2019-04-15 17:28:00,1
2019-04-16 00:14:00,1
2019-04-16 01:30:00,1
2019-04-16 01:46:00,1
2019-04-16 01:57:00,1
2019-04-16 02:08:00,1
2019-04-16 02:35:00,1
2019-04-16 11:21:00,1
2019-04-16 23:54:00,1
2019-04-17 00:00:00,1
2019-04-17 01:44:00,1
2019-04-17 13:29:00,1
2019-04-17 13:31:00,1
2019-04-17 13:32:00,1
2019-04-17 13:36:00,1
2019-04-18 02:13:00,1
2019-04-19 01:53:00,1
2019-04-19 01:57:00,1
2019-04-19 02:11:00,1
2019-04-19 02:17:00,1
2019-04-19 02:22:00,1
2019-04-20 01:58:00,1
2019-04-21 01:32:00,2
2019-04-21 01:33:00,1
2019-04-21 01:55:00,1
2019-04-21 02:12:00,1
2019-04-21 02:51:00,1
2019-04-22 02:59:00,1
2019-04-24 21:20:00,1
2019-04-25 02:22:00,1
2019-04-25 14:31:00,1
2019-04-25 14:53:00,1
2019-04-26 02:54:00,1
2019-04-28 03:04:00,1
2019-04-28 03:19:00,1
2019-04-29 02:32:00,1
2019-04-29 02:57:00,1
2019-04-29 03:13:00,1
2019-04-29 03:17:00,1
2019-04-29 07:35:00,1
2019-04-29 23:58:00,1
2019-04-30 02:48:00,1
2019-05-01 00:18:00,1
2019-05-02 01:24:00,1
2019-05-02 01:30:00,1
2019-05-02 01:43:00,1
2019-05-02 01:59:00,1
2019-05-02 17:51:00,1
2019-05-02 23:20:00,1
2019-05-02 23:39:00,1
2019-05-03 02:15:00,1
2019-05-03 02:29:00,1
2019-05-03 03:01:00,1
2019-05-03 15:08:00,1
2019-05-04 01:13:00,1
2019-05-04 01:36:00,1
2019-05-04 01:51:00,1
2019-05-04 22:37:00,1
2019-05-04 22:57:00,1
2019-05-05 01:14:00,1
2019-05-05 02:06:00,1
2019-05-07 03:27:00,1
2019-05-07 03:34:00,1
2019-05-08 01:35:00,1
2019-05-08 02:23:00,1
2019-05-08 03:48:00,1
2019-05-08 04:04:00,1
2019-05-08 16:40:00,1
2019-05-08 17:01:00,1
2019-05-08 17:39:00,1
2019-05-08 17:58:00,1
2019-05-09 02:15:00,1
2019-05-09 17:48:00,1
2019-05-09 18:21:00,1
2019-05-09 18:28:00,1
2019-05-09 23:35:00,1
2019-05-10 03:56:00,1
2019-05-10 17:04:00,1
2019-05-10 17:48:00,1
2019-05-10 21:02:00,1
2019-05-10 22:50:00,1
2019-05-11 04:22:00,2
2019-05-11 18:57:00,1
2019-05-12 00:47:00,1
2019-05-12 00:51:00,1
2019-05-12 03:03:00,1
2019-05-12 03:04:00,1
2019-05-12 03:07:00,2
2019-05-12 19:38:00,1
2019-05-13 02:31:00,1
2019-05-13 02:32:00,1
2019-05-13 02:34:00,1
2019-05-13 02:35:00,1
2019-05-13 19:42:00,1
2019-05-14 01:24:00,1
2019-05-14 02:34:00,1
2019-05-14 02:53:00,1
2019-05-14 02:55:00,1
2019-05-14 19:49:00,1
2019-05-15 00:53:00,1
2019-05-15 01:22:00,1
2019-05-15 01:23:00,1
2019-05-15 01:27:00,1
2019-05-15 02:47:00,1
2019-05-15 03:00:00,1
2019-05-15 03:08:00,1
2019-05-15 03:09:00,1
2019-05-15 03:11:00,1
2019-05-15 03:17:00,1
2019-05-15 03:58:00,1
2019-05-15 05:11:00,1
2019-05-15 18:17:00,1
2019-05-16 02:01:00,1
2019-05-16 04:13:00,1
2019-05-17 01:48:00,1
2019-05-17 01:56:00,1
2019-05-17 03:16:00,1
2019-05-19 03:28:00,1
2019-05-19 04:43:00,1
2019-05-19 04:50:00,1
2019-05-20 01:12:00,1
2019-05-20 01:22:00,1
2019-05-20 02:15:00,1
2019-05-20 02:18:00,1
2019-05-20 02:37:00,1
2019-05-20 02:42:00,1
2019-05-21 01:33:00,1
2019-05-21 01:36:00,1
2019-05-21 01:51:00,1
2019-05-21 02:07:00,1
2019-05-21 02:37:00,1
2019-05-21 17:40:00,1
2019-05-21 17:44:00,1
2019-05-21 18:30:00,1
2019-05-22 02:15:00,1
2019-05-22 02:18:00,1
2019-05-22 03:09:00,1
2019-05-22 03:27:00,1
2019-05-22 03:41:00,1
2019-05-22 03:47:00,1
2019-05-22 04:02:00,1
2019-05-23 02:32:00,1
2019-05-23 03:12:00,1
2019-05-24 00:25:00,1
2019-05-24 01:34:00,1
2019-05-24 02:12:00,1
2019-05-24 02:24:00,1
2019-05-24 02:26:00,1
2019-05-24 15:58:00,1
2019-05-25 02:56:00,1
2019-05-25 03:05:00,1
2019-05-25 03:15:00,1
2019-05-26 04:45:00,1
2019-05-26 05:15:00,1
2019-05-26 16:56:00,1
2019-05-26 17:10:00,1
2019-05-26 17:48:00,1
2019-05-27 00:55:00,1
2019-05-27 01:45:00,1
2019-05-27 02:07:00,1
2019-05-27 02:40:00,1
2019-05-27 02:52:00,1
2019-05-27 03:03:00,1
2019-05-28 02:09:00,1
2019-05-28 02:13:00,1
2019-05-28 23:17:00,1
2019-05-29 00:30:00,1
2019-05-29 13:05:00,1
2019-05-30 04:15:00,1
2019-05-30 04:17:00,1
2019-05-30 15:47:00,1
2019-05-30 15:48:00,2
2019-06-01 02:25:00,2
2019-06-01 03:49:00,1
2019-06-01 04:32:00,1
2019-06-02 02:38:00,1
2019-06-02 02:47:00,1
2019-06-02 03:48:00,1
2019-06-02 03:49:00,1
2019-06-03 01:37:00,1
2019-06-03 01:44:00,1
2019-06-03 02:11:00,1
2019-06-03 17:26:00,1
2019-06-03 21:28:00,1
2019-06-04 02:57:00,1
2019-06-05 03:10:00,1
2019-06-05 03:12:00,1
2019-06-05 17:53:00,1
2019-06-05 17:55:00,1
2019-06-05 18:02:00,1
2019-06-06 02:41:00,1
2019-06-06 04:11:00,1
2019-06-06 04:31:00,1
2019-06-06 19:22:00,1
2019-06-06 19:28:00,1
2019-06-06 19:54:00,1
2019-06-07 15:38:00,1
2019-06-09 03:27:00,1
2019-06-09 19:52:00,1
2019-06-10 03:25:00,1
2019-06-10 04:44:00,1
2019-06-12 05:08:00,1
2019-06-13 18:02:00,1
2019-06-14 00:28:00,1
2019-06-15 04:20:00,1
2019-06-15 17:47:00,1
2019-06-16 02:11:00,1
2019-06-16 04:45:00,1
2019-06-16 17:20:00,1
2019-06-16 18:22:00,1
2019-06-16 18:24:00,1
2019-06-16 18:37:00,1
2019-06-17 01:47:00,1
2019-06-18 02:03:00,1
2019-06-18 02:58:00,1
2019-06-18 03:27:00,1
2019-06-19 01:50:00,1
2019-06-19 02:34:00,1
2019-06-20 18:24:00,1
2019-06-21 03:08:00,1
2019-06-21 03:24:00,1
2019-06-21 04:33:00,1
2019-06-21 17:19:00,1
2019-06-21 17:37:00,1
2019-06-23 00:40:00,1
2019-06-23 04:04:00,1
2019-06-23 06:43:00,1
2019-06-23 21:20:00,1
2019-06-23 21:29:00,1
2019-06-23 21:32:00,1
2019-06-26 02:13:00,1
2019-06-26 18:18:00,1
2019-06-26 18:19:00,1
2019-06-26 18:21:00,1
2019-06-26 18:25:00,1
2019-06-26 18:26:00,1
2019-06-26 18:32:00,1
2019-06-26 18:39:00,2
2019-06-26 18:44:00,1
2019-06-26 18:53:00,1
2019-06-26 19:10:00,2
2019-06-26 19:18:00,1
2019-06-26 19:54:00,1
2019-06-26 21:43:00,1
2019-06-27 02:57:00,1
2019-06-27 04:22:00,1
2019-06-27 17:46:00,1
2019-06-27 17:52:00,1
2019-06-27 18:38:00,1
2019-06-27 18:39:00,1
2019-06-27 18:41:00,1
2019-06-27 18:43:00,1
2019-06-27 18:47:00,1
2019-06-27 18:48:00,1
2019-06-27 19:03:00,1
2019-06-27 19:57:00,1
2019-06-27 20:01:00,1
2019-06-27 20:25:00,1
2019-06-27 20:26:00,1
2019-06-27 20:32:00,1
2019-06-28 04:47:00,1
2019-06-28 04:52:00,1
2019-06-28 05:01:00,1
2019-06-28 05:26:00,1
2019-06-28 20:30:00,1
2019-06-29 03:34:00,1
2019-06-29 03:51:00,1
2019-06-29 04:03:00,1
2019-06-29 17:55:00,1
2019-06-29 19:43:00,1
2019-06-29 21:38:00,1
2019-06-30 02:01:00,1
2019-06-30 02:30:00,1
2019-06-30 04:37:00,1
2019-06-30 04:44:00,1
2019-06-30 23:54:00,1
2019-07-01 02:09:00,1
2019-07-01 04:25:00,1
2019-07-01 04:27:00,1
2019-07-01 04:28:00,1
2019-07-01 04:29:00,1
2019-07-01 04:30:00,1
2019-07-01 04:32:00,1
2019-07-01 04:33:00,1
2019-07-01 04:34:00,2
2019-07-01 04:36:00,1
2019-07-01 04:37:00,1
2019-07-01 04:38:00,1
2019-07-01 04:40:00,1
2019-07-01 04:41:00,1
2019-07-01 04:42:00,1
2019-07-01 04:43:00,1
2019-07-01 04:44:00,1
2019-07-01 04:46:00,1
2019-07-01 04:47:00,1
2019-07-01 04:49:00,1
2019-07-01 04:50:00,1
2019-07-01 04:51:00,1
2019-07-01 04:53:00,1
2019-07-01 04:56:00,1
2019-07-01 04:57:00,1
2019-07-01 04:59:00,1
2019-07-01 05:02:00,1
2019-07-01 05:06:00,1
2019-07-01 05:07:00,1
2019-07-01 05:09:00,1
2019-07-01 05:10:00,1
2019-07-01 05:13:00,1
2019-07-01 19:02:00,1
2019-07-01 20:28:00,1
2019-07-01 20:32:00,1
2019-07-02 03:37:00,1
2019-07-02 03:40:00,1
2019-07-02 04:40:00,1
