50041,"select psf2GSigma1_u, psf2GSigma1_g, psf2GSigma1_r, psf2GSigma1_i, psf2GSigma1_z, psf2GSigma2_u, psf2GSigma2_g, psf2GSigma2_r, psf2GSigma2_i, psf2GSigma2_z, psf2GB_u, psf2GB_g, psf2GB_r, psf2GB_i, psf2GB_z, psfWidth_u, psfWidth_g, psfWidth_r, psfWidth_i, psfWidth_z from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-12 13:56:00,26
2019-02-12 13:57:00,18
2019-02-12 13:58:00,11
2019-02-12 13:59:00,4
2019-02-12 14:00:00,12
2019-02-12 14:01:00,15
2019-02-12 14:02:00,6
2019-02-12 14:03:00,10
2019-02-12 14:04:00,9
2019-02-12 14:05:00,6
2019-02-12 14:06:00,11
2019-02-12 14:07:00,11
2019-02-12 14:08:00,8
2019-02-12 14:09:00,8
2019-02-12 14:10:00,9
2019-02-12 14:11:00,9
2019-02-12 14:12:00,11
2019-02-12 14:13:00,6
2019-02-12 14:14:00,9
2019-02-12 14:15:00,8
2019-02-12 14:16:00,11
2019-02-12 14:17:00,9
2019-02-12 14:18:00,8
2019-02-12 14:19:00,9
2019-02-12 14:20:00,10
2019-02-12 14:21:00,8
2019-02-12 14:22:00,8
2019-02-12 14:23:00,9
2019-02-12 14:24:00,7
2019-02-12 14:25:00,8
2019-02-12 14:26:00,8
2019-02-12 14:27:00,10
2019-02-12 14:28:00,8
2019-02-12 14:29:00,11
2019-02-12 14:30:00,8
2019-02-12 14:31:00,8
2019-02-12 14:32:00,10
2019-02-12 14:33:00,12
2019-02-12 14:34:00,9
2019-02-12 14:35:00,10
2019-02-12 14:36:00,10
2019-02-12 14:37:00,8
2019-02-12 14:38:00,8
2019-02-12 14:39:00,9
2019-02-12 14:40:00,9
2019-02-12 14:41:00,6
2019-02-12 14:42:00,7
2019-02-12 14:43:00,10
2019-02-12 14:44:00,7
2019-02-12 14:45:00,11
2019-02-12 14:46:00,8
2019-02-12 14:47:00,8
2019-02-12 14:48:00,9
2019-02-12 14:49:00,6
2019-02-12 14:50:00,4
2019-02-12 14:51:00,7
2019-02-12 14:52:00,5
2019-02-12 14:53:00,10
2019-02-12 14:54:00,12
2019-02-12 14:55:00,12
2019-02-12 14:56:00,10
2019-02-12 14:57:00,13
2019-02-12 14:58:00,9
2019-02-12 14:59:00,11
2019-02-12 15:00:00,11
2019-02-12 15:01:00,11
2019-02-12 15:02:00,12
2019-02-12 15:03:00,10
2019-02-12 15:04:00,9
2019-02-12 15:05:00,9
2019-02-12 15:06:00,9
2019-02-12 15:07:00,12
2019-02-12 15:08:00,11
2019-02-12 15:09:00,8
2019-02-12 15:10:00,8
2019-02-12 15:11:00,8
2019-02-12 15:12:00,3
2019-02-12 15:13:00,4
2019-02-12 15:14:00,8
2019-02-12 15:20:00,4
2019-02-12 15:21:00,17
2019-02-12 15:22:00,25
2019-02-12 15:23:00,25
2019-02-12 15:24:00,11
2019-02-12 15:25:00,14
2019-02-12 15:26:00,15
2019-02-12 15:27:00,23
2019-02-12 15:28:00,8
2019-02-12 15:29:00,17
2019-02-12 15:30:00,12
2019-02-12 15:31:00,23
2019-02-12 15:32:00,10
2019-02-12 15:33:00,11
2019-02-12 15:34:00,12
2019-02-12 15:35:00,8
2019-02-12 15:36:00,9
2019-02-12 15:37:00,8
2019-02-12 15:38:00,17
2019-02-12 15:39:00,31
2019-02-12 15:40:00,28
2019-02-12 15:41:00,10
2019-02-12 15:42:00,14
2019-02-12 15:43:00,11
2019-02-12 15:44:00,12
2019-02-12 15:45:00,12
2019-02-12 15:46:00,10
2019-02-12 15:47:00,18
2019-02-12 15:48:00,6
2019-02-12 15:49:00,11
2019-02-12 15:50:00,10
2019-02-12 15:51:00,13
2019-02-12 15:52:00,9
2019-02-12 15:53:00,10
2019-02-12 15:54:00,11
2019-02-12 15:55:00,15
2019-02-12 15:56:00,5
2019-02-12 15:57:00,11
2019-02-12 15:58:00,11
2019-02-12 15:59:00,9
2019-02-12 16:00:00,11
2019-02-12 16:01:00,9
2019-02-12 16:02:00,20
2019-02-12 16:03:00,7
2019-02-12 16:04:00,5
2019-02-12 16:05:00,14
2019-02-12 16:06:00,7
2019-02-12 16:07:00,10
2019-02-12 16:08:00,11
2019-02-12 16:09:00,14
2019-02-12 16:10:00,7
2019-02-12 16:11:00,14
2019-02-12 16:12:00,6
2019-02-12 16:14:00,13
2019-02-12 16:15:00,15
2019-02-12 16:16:00,15
2019-02-12 16:17:00,6
2019-02-12 16:18:00,24
2019-02-12 16:19:00,17
2019-02-12 16:20:00,18
2019-02-12 16:21:00,24
2019-02-12 16:22:00,16
2019-02-12 16:23:00,17
2019-02-12 16:24:00,19
2019-02-12 16:25:00,21
2019-02-12 16:26:00,1
2019-02-12 16:27:00,1
2019-02-12 16:28:00,12
2019-02-12 16:29:00,11
2019-02-12 16:30:00,13
2019-02-12 16:31:00,7
2019-02-12 16:32:00,15
2019-02-12 16:33:00,17
2019-02-12 16:34:00,4
2019-02-12 16:35:00,12
2019-02-12 16:36:00,6
2019-02-12 16:37:00,12
2019-02-12 16:38:00,8
2019-02-12 16:41:00,10
2019-02-12 16:42:00,11
2019-02-12 16:43:00,9
2019-02-12 16:44:00,11
2019-02-12 16:45:00,13
2019-02-12 16:46:00,15
2019-02-12 16:47:00,3
2019-02-12 16:48:00,13
2019-02-12 16:49:00,10
2019-02-12 16:50:00,12
2019-02-12 16:51:00,11
2019-02-12 16:52:00,13
2019-02-12 16:53:00,9
2019-02-12 16:54:00,8
2019-02-12 16:55:00,7
2019-02-12 16:57:00,12
2019-02-12 16:58:00,10
2019-02-12 16:59:00,9
2019-02-12 17:00:00,12
2019-02-12 17:01:00,14
2019-02-12 17:02:00,3
2019-02-12 17:03:00,11
2019-02-12 17:06:00,12
2019-02-12 17:07:00,14
2019-02-12 17:08:00,11
2019-02-12 17:09:00,11
2019-02-12 17:10:00,7
2019-02-12 17:11:00,16
2019-02-12 17:12:00,10
2019-02-12 17:13:00,12
2019-02-12 17:14:00,10
2019-02-12 17:15:00,18
2019-02-12 17:16:00,6
2019-02-12 17:17:00,11
2019-02-12 17:18:00,9
2019-02-12 17:19:00,12
2019-02-12 17:20:00,13
2019-02-12 17:21:00,17
2019-02-12 17:22:00,13
2019-02-12 17:23:00,12
2019-02-12 17:24:00,20
2019-02-12 17:25:00,17
2019-02-12 17:26:00,10
2019-02-12 17:27:00,31
2019-02-12 17:28:00,6
2019-02-12 17:29:00,10
2019-02-12 17:31:00,5
2019-02-12 17:32:00,11
2019-02-12 17:33:00,16
2019-02-12 17:34:00,4
2019-02-12 17:35:00,13
2019-02-12 17:36:00,5
2019-02-12 17:37:00,10
2019-02-12 17:38:00,12
2019-02-12 17:39:00,11
2019-02-12 17:40:00,14
2019-02-12 17:41:00,9
2019-02-12 17:42:00,17
2019-02-12 17:43:00,11
2019-02-12 17:44:00,11
2019-02-12 17:45:00,15
2019-02-12 17:46:00,6
2019-02-12 17:47:00,12
2019-02-12 17:48:00,13
2019-02-12 17:49:00,10
2019-02-12 17:50:00,13
2019-02-12 17:51:00,13
2019-02-12 17:52:00,10
2019-02-12 17:53:00,5
2019-02-12 17:57:00,5
2019-02-12 17:58:00,9
2019-02-12 18:00:00,6
2019-02-12 18:01:00,8
2019-02-12 18:02:00,14
2019-02-12 18:03:00,11
2019-02-12 18:04:00,11
2019-02-12 18:05:00,14
2019-02-12 18:06:00,10
2019-02-12 18:07:00,6
2019-02-12 18:08:00,14
2019-02-12 18:09:00,9
2019-02-12 18:10:00,15
2019-02-12 18:11:00,7
2019-02-12 18:12:00,13
2019-02-12 18:13:00,9
2019-02-12 18:14:00,9
2019-02-12 18:15:00,14
2019-02-12 18:16:00,11
2019-02-12 18:17:00,10
2019-02-12 18:18:00,11
2019-02-12 18:19:00,12
2019-02-12 18:20:00,11
2019-02-12 18:21:00,14
2019-02-12 18:22:00,12
2019-02-12 18:23:00,6
2019-02-12 18:24:00,12
2019-02-12 18:25:00,10
2019-02-12 18:26:00,10
2019-02-12 18:27:00,9
2019-02-12 18:28:00,14
2019-02-12 18:29:00,5
2019-02-12 18:30:00,10
2019-02-12 18:31:00,14
2019-02-12 18:32:00,3
2019-02-12 18:34:00,13
2019-02-12 18:35:00,6
2019-02-12 18:36:00,14
2019-02-12 18:37:00,12
2019-02-12 18:38:00,9
2019-02-12 18:39:00,7
2019-02-12 18:40:00,13
2019-02-12 18:41:00,11
2019-02-12 18:42:00,12
2019-02-12 18:43:00,15
2019-02-12 18:44:00,12
2019-02-12 18:45:00,9
2019-02-12 18:46:00,12
2019-02-12 18:47:00,14
2019-02-12 18:48:00,9
2019-02-12 18:49:00,8
2019-02-12 18:50:00,12
2019-02-12 18:51:00,16
2019-02-12 18:52:00,1
2019-02-12 18:53:00,7
2019-02-12 18:54:00,6
2019-02-12 18:55:00,1
2019-02-12 18:56:00,3
2019-02-12 18:57:00,4
2019-02-12 18:58:00,8
2019-02-12 19:00:00,2
2019-02-12 19:01:00,5
2019-02-12 19:02:00,4
2019-02-12 19:03:00,2
2019-02-12 19:04:00,9
2019-02-12 19:05:00,2
2019-02-12 19:06:00,11
2019-02-12 19:07:00,5
2019-02-12 19:08:00,9
2019-02-12 19:09:00,4
2019-02-12 19:10:00,2
2019-02-12 19:11:00,9
2019-02-12 19:12:00,1
2019-02-12 19:13:00,4
2019-02-12 19:14:00,3
2019-02-12 19:16:00,10
2019-02-12 19:18:00,2
2019-02-12 19:19:00,3
2019-02-12 19:20:00,5
2019-02-12 19:21:00,10
2019-02-12 19:23:00,11
2019-02-12 19:24:00,10
2019-02-12 19:25:00,10
2019-02-12 19:26:00,3
2019-02-12 19:27:00,10
2019-02-12 19:28:00,3
2019-02-12 19:29:00,6
2019-02-12 19:30:00,1
2019-02-12 19:31:00,4
2019-02-12 19:32:00,6
2019-02-12 19:33:00,8
2019-02-12 19:34:00,11
2019-02-12 19:35:00,12
2019-02-12 19:36:00,8
2019-02-12 19:37:00,12
2019-02-12 19:38:00,11
2019-02-12 19:39:00,11
2019-02-12 19:40:00,10
2019-02-12 19:41:00,5
2019-02-12 19:42:00,11
2019-02-12 19:43:00,12
2019-02-12 19:44:00,3
2019-02-12 19:45:00,13
2019-02-12 19:46:00,1
2019-02-12 19:47:00,9
2019-02-12 19:48:00,13
2019-02-12 19:49:00,9
2019-02-12 19:50:00,7
2019-02-12 19:51:00,13
2019-02-12 19:52:00,12
2019-02-12 19:53:00,1
2019-02-12 19:54:00,8
2019-02-12 19:55:00,8
2019-02-12 19:56:00,13
2019-02-12 19:57:00,11
2019-02-12 19:58:00,10
2019-02-12 19:59:00,2
2019-02-12 20:01:00,12
2019-02-12 20:02:00,14
2019-02-12 20:03:00,7
2019-02-12 20:04:00,8
2019-02-12 20:05:00,12
2019-02-12 20:06:00,11
2019-02-12 20:07:00,10
2019-02-12 20:08:00,5
2019-02-12 20:09:00,4
2019-02-12 20:10:00,10
2019-02-12 20:11:00,13
2019-02-12 20:12:00,14
2019-02-12 20:14:00,1
2019-02-12 20:16:00,6
2019-02-12 20:17:00,11
2019-02-12 20:18:00,13
2019-02-12 20:19:00,12
2019-02-12 20:20:00,7
2019-02-12 20:21:00,16
2019-02-12 20:22:00,6
2019-02-12 20:23:00,12
2019-02-12 20:24:00,7
2019-02-12 20:25:00,16
2019-02-12 20:26:00,6
2019-02-12 20:27:00,12
2019-02-12 20:28:00,9
2019-02-12 20:29:00,9
2019-02-12 20:30:00,10
2019-02-12 20:31:00,5
2019-02-12 20:32:00,13
2019-02-12 20:33:00,13
2019-02-12 20:34:00,17
2019-02-12 20:35:00,5
2019-02-12 20:36:00,11
2019-02-12 20:37:00,10
2019-02-12 20:38:00,11
2019-02-12 20:39:00,12
2019-02-12 20:40:00,11
2019-02-12 20:41:00,14
2019-02-12 20:42:00,10
2019-02-12 20:43:00,12
2019-02-12 20:44:00,10
2019-02-12 20:45:00,9
2019-02-12 20:46:00,9
2019-02-12 20:47:00,6
2019-02-12 20:48:00,9
2019-02-12 20:49:00,10
2019-02-12 20:50:00,10
2019-02-12 20:51:00,5
2019-02-12 20:52:00,12
2019-02-12 20:53:00,8
2019-02-12 20:54:00,13
2019-02-12 20:55:00,12
2019-02-12 20:56:00,9
2019-02-12 20:57:00,15
2019-02-12 20:58:00,10
2019-02-12 20:59:00,15
2019-02-12 21:00:00,5
2019-02-12 21:01:00,12
2019-02-12 21:02:00,12
2019-02-12 21:03:00,11
2019-02-12 21:04:00,9
2019-02-12 21:05:00,11
2019-02-12 21:06:00,14
2019-02-12 21:07:00,13
2019-02-12 21:08:00,8
2019-02-12 21:09:00,13
2019-02-12 21:10:00,2
2019-02-12 21:11:00,12
2019-02-12 21:12:00,12
2019-02-12 21:13:00,13
2019-02-12 21:14:00,13
2019-02-12 21:15:00,7
2019-02-12 21:16:00,11
2019-02-12 21:17:00,12
2019-02-12 21:18:00,7
2019-02-12 21:19:00,13
2019-02-12 21:20:00,10
2019-02-12 21:21:00,13
2019-02-12 21:22:00,15
2019-02-12 21:23:00,5
2019-02-12 21:24:00,14
2019-02-12 21:25:00,10
2019-02-12 21:26:00,6
2019-02-12 21:27:00,10
2019-02-12 21:28:00,8
2019-02-12 21:29:00,11
2019-02-12 21:30:00,13
2019-02-12 21:31:00,12
2019-02-12 21:32:00,10
2019-02-12 21:33:00,12
2019-02-12 21:34:00,11
2019-02-12 21:35:00,11
2019-02-12 21:36:00,9
2019-02-12 21:37:00,7
2019-02-12 21:38:00,13
2019-02-12 21:40:00,2
2019-02-12 21:41:00,8
2019-02-12 21:42:00,13
2019-02-12 21:43:00,14
2019-02-12 21:44:00,11
2019-02-12 21:45:00,7
2019-02-12 21:46:00,11
2019-02-12 21:47:00,12
2019-02-12 21:48:00,13
2019-02-12 21:49:00,8
2019-02-12 21:50:00,15
2019-02-12 21:51:00,7
2019-02-12 21:52:00,8
2019-02-12 21:53:00,15
2019-02-12 21:54:00,13
2019-02-12 21:55:00,10
2019-02-12 21:56:00,12
2019-02-12 21:57:00,1
2019-02-12 21:58:00,11
2019-02-12 21:59:00,11
2019-02-12 22:00:00,11
2019-02-12 22:01:00,13
2019-02-12 22:02:00,6
2019-02-12 22:03:00,14
2019-02-12 22:04:00,16
2019-02-12 22:05:00,7
2019-02-12 22:06:00,9
2019-02-12 22:07:00,11
2019-02-12 22:08:00,18
2019-02-12 22:09:00,6
2019-02-12 22:10:00,7
2019-02-12 22:11:00,15
2019-02-12 22:12:00,8
2019-02-12 22:13:00,7
2019-02-12 22:14:00,11
2019-02-12 22:15:00,12
2019-02-12 22:16:00,10
2019-02-12 22:17:00,13
2019-02-12 22:18:00,9
2019-02-12 22:19:00,16
2019-02-12 22:20:00,7
2019-02-12 22:21:00,11
2019-02-12 22:22:00,14
2019-02-12 22:23:00,11
2019-02-12 22:24:00,17
2019-02-12 22:25:00,12
2019-02-12 22:26:00,11
2019-02-12 22:27:00,8
2019-02-12 22:28:00,14
2019-02-12 22:29:00,11
2019-02-12 22:30:00,11
2019-02-12 22:31:00,2
2019-02-12 22:33:00,10
2019-02-12 22:34:00,11
2019-02-12 22:35:00,11
2019-02-12 22:36:00,8
2019-02-12 22:37:00,8
2019-02-12 22:38:00,15
2019-02-12 22:39:00,7
2019-02-12 22:40:00,15
2019-02-12 22:41:00,8
2019-02-12 22:42:00,7
2019-02-12 22:43:00,15
2019-02-12 22:44:00,13
2019-02-12 22:45:00,9
2019-02-12 22:46:00,10
2019-02-12 22:47:00,8
2019-02-12 22:48:00,15
2019-02-12 22:49:00,6
2019-02-12 22:50:00,9
2019-02-12 22:51:00,13
2019-02-12 22:52:00,10
2019-02-12 22:53:00,10
2019-02-12 22:54:00,12
2019-02-12 22:55:00,7
2019-02-12 22:56:00,12
2019-02-12 22:57:00,16
2019-02-12 22:58:00,10
2019-02-12 22:59:00,7
2019-02-12 23:00:00,12
2019-02-12 23:01:00,12
2019-02-12 23:02:00,8
2019-02-12 23:03:00,7
2019-02-12 23:04:00,12
2019-02-12 23:05:00,16
2019-02-12 23:06:00,8
2019-02-12 23:07:00,16
2019-02-12 23:08:00,8
2019-02-12 23:09:00,16
2019-02-12 23:10:00,8
2019-02-12 23:11:00,7
2019-02-12 23:12:00,11
2019-02-12 23:13:00,2
2019-02-12 23:14:00,3
2019-02-12 23:15:00,12
2019-02-12 23:16:00,8
2019-02-12 23:17:00,8
2019-02-12 23:18:00,8
2019-02-12 23:19:00,12
2019-02-12 23:20:00,9
2019-02-12 23:21:00,9
2019-02-12 23:22:00,13
2019-02-12 23:23:00,9
2019-02-12 23:24:00,12
2019-02-12 23:25:00,13
2019-02-12 23:26:00,6
2019-02-12 23:27:00,14
2019-02-12 23:28:00,9
2019-02-12 23:29:00,16
2019-02-12 23:30:00,6
2019-02-12 23:31:00,13
2019-02-12 23:32:00,9
2019-02-12 23:33:00,13
2019-02-12 23:34:00,13
2019-02-12 23:35:00,14
2019-02-12 23:36:00,5
2019-02-12 23:37:00,9
2019-02-12 23:38:00,9
2019-02-12 23:39:00,15
2019-02-12 23:40:00,11
2019-02-12 23:41:00,12
2019-02-12 23:42:00,11
2019-02-12 23:43:00,14
2019-02-12 23:44:00,7
2019-02-12 23:45:00,15
2019-02-12 23:46:00,12
2019-02-12 23:47:00,6
2019-02-12 23:48:00,11
2019-02-12 23:49:00,10
2019-02-12 23:50:00,15
2019-02-12 23:51:00,6
2019-02-12 23:52:00,11
2019-02-12 23:53:00,10
2019-02-12 23:54:00,11
2019-02-12 23:55:00,12
2019-02-12 23:56:00,9
2019-02-12 23:57:00,10
2019-02-12 23:58:00,13
2019-02-12 23:59:00,14
2019-02-13 00:00:00,10
2019-02-13 00:01:00,7
2019-02-13 00:02:00,1
2019-02-13 00:03:00,11
2019-02-13 00:04:00,8
2019-02-13 00:05:00,13
2019-02-13 00:06:00,8
2019-02-13 00:07:00,10
2019-02-13 00:08:00,8
2019-02-13 00:09:00,2
2019-02-13 00:10:00,2
2019-02-13 00:11:00,11
2019-02-13 00:12:00,15
2019-02-13 00:13:00,8
2019-02-13 00:14:00,14
2019-02-13 00:15:00,12
2019-02-13 00:16:00,5
2019-02-13 00:17:00,5
2019-02-13 00:18:00,8
2019-02-13 00:19:00,14
2019-02-13 00:20:00,11
2019-02-13 00:21:00,12
2019-02-13 00:22:00,10
2019-02-13 00:23:00,17
2019-02-13 00:24:00,6
2019-02-13 00:25:00,12
2019-02-13 00:26:00,8
2019-02-13 00:27:00,15
2019-02-13 00:28:00,9
2019-02-13 00:29:00,8
2019-02-13 00:30:00,12
2019-02-13 00:31:00,11
2019-02-13 00:32:00,8
2019-02-13 00:33:00,12
2019-02-13 00:34:00,8
2019-02-13 00:35:00,13
2019-02-13 00:36:00,7
2019-02-13 00:37:00,12
2019-02-13 00:38:00,10
2019-02-13 00:39:00,14
2019-02-13 00:40:00,12
2019-02-13 00:41:00,2
2019-02-13 00:42:00,1
2019-02-13 00:44:00,12
2019-02-13 00:45:00,13
2019-02-13 00:46:00,11
2019-02-13 00:47:00,13
2019-02-13 00:48:00,9
2019-02-13 00:49:00,8
2019-02-13 00:50:00,12
2019-02-13 00:51:00,7
2019-02-13 00:52:00,9
2019-02-13 00:53:00,15
2019-02-13 00:54:00,8
2019-02-13 00:55:00,10
2019-02-13 00:56:00,11
2019-02-13 00:57:00,1
2019-02-13 00:58:00,10
2019-02-13 00:59:00,10
2019-02-13 01:00:00,10
2019-02-13 01:01:00,12
2019-02-13 01:02:00,14
2019-02-13 01:03:00,11
2019-02-13 01:04:00,7
2019-02-13 01:05:00,12
2019-02-13 01:06:00,8
2019-02-13 01:07:00,19
2019-02-13 01:08:00,6
2019-02-13 01:09:00,10
2019-02-13 01:10:00,16
2019-02-13 01:11:00,7
2019-02-13 01:12:00,11
2019-02-13 01:13:00,9
2019-02-13 01:14:00,13
2019-02-13 01:15:00,13
2019-02-13 01:16:00,7
2019-02-13 01:17:00,11
2019-02-13 01:18:00,11
2019-02-13 01:19:00,8
2019-02-13 01:20:00,12
2019-02-13 01:21:00,14
2019-02-13 01:22:00,8
2019-02-13 01:23:00,9
2019-02-13 01:24:00,10
2019-02-13 01:25:00,15
2019-02-13 01:26:00,9
2019-02-13 01:27:00,11
2019-02-13 01:28:00,12
2019-02-13 01:29:00,13
2019-02-13 01:30:00,11
2019-02-13 01:31:00,14
2019-02-13 01:32:00,13
2019-02-13 01:33:00,12
2019-02-13 01:34:00,6
2019-02-13 01:35:00,11
2019-02-13 01:36:00,13
2019-02-13 01:37:00,4
2019-02-13 01:39:00,10
2019-02-13 01:40:00,10
2019-02-13 01:42:00,11
2019-02-13 01:43:00,11
2019-02-13 01:44:00,14
2019-02-13 01:45:00,8
2019-02-13 01:46:00,12
2019-02-13 01:47:00,10
2019-02-13 01:48:00,13
2019-02-13 01:49:00,6
2019-02-13 01:50:00,10
2019-02-13 01:51:00,12
2019-02-13 01:52:00,15
2019-02-13 01:53:00,6
2019-02-13 01:54:00,12
2019-02-13 01:55:00,18
2019-02-13 01:56:00,4
2019-02-13 01:57:00,12
2019-02-13 01:58:00,11
2019-02-13 01:59:00,11
2019-02-13 02:00:00,12
2019-02-13 02:01:00,17
2019-02-13 02:02:00,10
2019-02-13 02:03:00,7
2019-02-13 02:04:00,14
2019-02-13 02:05:00,12
2019-02-13 02:06:00,11
2019-02-13 02:07:00,9
2019-02-13 02:08:00,8
2019-02-13 02:09:00,9
2019-02-13 02:10:00,8
2019-02-13 02:11:00,9
2019-02-13 02:12:00,15
2019-02-13 02:13:00,11
2019-02-13 02:14:00,14
2019-02-13 02:15:00,5
2019-02-13 02:16:00,11
2019-02-13 02:17:00,12
2019-02-13 02:18:00,14
2019-02-13 02:19:00,7
2019-02-13 02:20:00,10
2019-02-13 02:21:00,14
2019-02-13 02:22:00,11
2019-02-13 02:23:00,11
2019-02-13 02:24:00,15
2019-02-13 02:25:00,5
2019-02-13 02:27:00,10
2019-02-13 02:28:00,11
2019-02-13 02:29:00,10
2019-02-13 02:30:00,15
2019-02-13 02:31:00,9
2019-02-13 02:32:00,10
