15204,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.psfMagErr_u, p.psfMagErr_g, p.psfMagErr_r, p.psfMagErr_i, p.psfMagErr_z, p.petroR5#_u, p.petroR5#_g, p.petroR5#_r, p.petroR5#_i, p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u, p.modelMagErr_g, p.modelMagErr_r, p.modelMagErr_i, p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq (#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-08-15 07:08:00,3
2019-08-15 07:09:00,4
2019-08-15 07:10:00,4
2019-08-15 07:11:00,4
2019-08-15 07:12:00,4
2019-08-15 07:13:00,4
2019-08-15 07:14:00,2
2019-08-15 07:15:00,4
2019-08-15 07:16:00,4
2019-08-15 07:17:00,3
2019-08-15 07:18:00,2
2019-08-15 07:19:00,4
2019-08-15 07:20:00,4
2019-08-15 07:21:00,3
2019-08-15 07:22:00,4
2019-08-15 07:23:00,4
2019-08-15 07:24:00,4
2019-08-15 07:25:00,4
2019-08-15 07:26:00,4
2019-08-15 07:27:00,4
2019-08-15 07:28:00,4
2019-08-15 07:29:00,4
2019-08-15 07:30:00,4
2019-08-15 07:31:00,3
2019-08-15 07:32:00,4
2019-08-15 07:33:00,4
2019-08-15 07:34:00,4
2019-08-15 07:35:00,4
2019-08-15 07:36:00,3
2019-08-15 07:44:00,1
2019-08-15 07:45:00,3
2019-08-15 07:46:00,4
2019-08-15 07:47:00,4
2019-08-15 07:48:00,4
2019-08-15 07:49:00,4
2019-08-15 07:50:00,3
2019-08-15 07:51:00,5
2019-08-15 07:52:00,3
2019-08-15 07:53:00,4
2019-08-15 07:54:00,4
2019-08-15 07:55:00,4
2019-08-15 07:56:00,4
2019-08-15 07:57:00,4
2019-08-15 07:58:00,4
2019-08-15 07:59:00,4
2019-08-15 08:00:00,4
2019-08-15 08:01:00,4
2019-08-15 08:02:00,3
2019-08-23 05:10:00,1
2019-08-23 05:12:00,1
2019-08-23 05:16:00,2
2019-08-23 05:17:00,4
2019-08-23 05:18:00,2
2019-08-23 05:25:00,2
2019-08-23 12:28:00,1
2019-08-23 12:31:00,1
2019-08-23 12:32:00,4
2019-08-23 12:33:00,3
2019-08-23 12:34:00,3
2019-08-23 12:35:00,3
2019-08-23 12:36:00,3
2019-08-23 12:37:00,2
2019-08-23 12:38:00,2
2019-08-23 12:39:00,5
2019-08-23 12:40:00,3
2019-08-23 12:41:00,3
2019-08-23 12:42:00,4
2019-08-23 12:43:00,3
2019-08-23 12:44:00,2
2019-08-23 12:45:00,4
2019-08-23 12:46:00,4
2019-08-23 12:47:00,3
2019-08-23 12:48:00,4
2019-08-23 12:49:00,3
2019-08-23 12:50:00,4
2019-08-23 12:51:00,3
2019-08-23 12:52:00,3
2019-08-23 12:53:00,4
2019-08-23 12:54:00,3
2019-08-23 12:55:00,3
2019-08-23 12:56:00,2
2019-08-23 12:57:00,2
2019-08-23 12:58:00,3
2019-08-23 12:59:00,3
2019-08-23 13:00:00,4
2019-08-23 13:01:00,3
2019-08-23 13:02:00,3
2019-08-23 13:03:00,4
2019-08-23 13:04:00,3
2019-08-23 13:05:00,4
2019-08-23 13:06:00,3
2019-08-23 13:07:00,4
2019-08-23 13:08:00,3
2019-08-23 13:09:00,4
2019-08-23 13:10:00,3
2019-08-23 13:11:00,3
2019-08-23 13:12:00,3
2019-08-23 13:13:00,3
2019-08-23 13:14:00,3
2019-08-23 13:15:00,4
2019-08-23 13:16:00,3
2019-08-23 13:17:00,2
2019-08-23 13:18:00,4
2019-08-23 13:19:00,3
2019-08-23 13:20:00,3
2019-08-23 13:21:00,4
2019-08-23 13:22:00,2
2019-08-23 13:23:00,4
2019-08-23 13:24:00,3
2019-08-23 13:25:00,2
2019-08-23 13:26:00,3
2019-08-23 13:27:00,3
2019-08-23 13:28:00,3
2019-08-23 13:29:00,3
2019-08-23 13:30:00,3
2019-08-23 13:31:00,3
2019-08-23 13:32:00,3
2019-08-23 13:33:00,3
2019-08-23 13:34:00,4
2019-08-23 13:35:00,3
2019-08-23 13:36:00,3
2019-08-23 13:37:00,3
2019-08-23 13:38:00,3
2019-08-23 13:39:00,3
2019-08-23 13:40:00,3
2019-08-23 13:41:00,3
2019-08-23 13:42:00,3
2019-08-23 13:43:00,3
2019-08-23 13:44:00,4
2019-08-23 13:45:00,4
2019-08-23 13:46:00,3
2019-08-23 13:47:00,5
2019-08-23 13:48:00,3
2019-08-23 13:51:00,2
2019-08-23 13:52:00,2
2019-08-23 13:53:00,3
2019-08-23 13:54:00,3
2019-08-23 13:55:00,3
2019-08-23 13:56:00,5
2019-08-23 13:57:00,3
2019-08-23 13:58:00,3
2019-08-23 13:59:00,2
2019-08-23 14:00:00,3
2019-08-23 14:01:00,3
2019-08-23 14:02:00,5
2019-08-23 14:03:00,1
2019-08-23 14:17:00,1
2019-08-23 14:18:00,3
2019-08-23 14:19:00,1
2019-08-23 14:20:00,2
2019-08-23 14:21:00,2
2019-08-23 14:22:00,2
2019-08-23 14:23:00,2
2019-08-23 14:24:00,3
2019-08-23 14:25:00,2
2019-08-23 14:26:00,5
2019-08-23 14:27:00,2
2019-08-23 14:28:00,2
2019-08-23 14:29:00,3
2019-08-23 14:30:00,2
2019-08-23 14:31:00,4
2019-08-23 14:32:00,2
2019-08-23 14:33:00,3
2019-08-23 14:34:00,2
2019-08-23 14:35:00,3
2019-08-23 14:36:00,2
2019-08-23 14:37:00,2
2019-08-23 14:38:00,3
2019-08-23 14:39:00,2
2019-08-23 14:40:00,3
2019-08-23 14:41:00,2
2019-08-23 14:42:00,3
2019-08-23 14:43:00,2
2019-08-23 14:44:00,3
2019-08-23 14:45:00,1
2019-08-23 14:46:00,2
2019-08-23 14:47:00,1
2019-08-23 14:48:00,4
2019-08-23 14:49:00,2
2019-08-23 14:50:00,2
2019-08-23 14:51:00,2
2019-08-23 14:52:00,3
2019-08-23 14:53:00,2
2019-08-23 14:54:00,3
2019-08-23 14:55:00,3
2019-08-23 14:56:00,2
2019-08-23 14:57:00,3
2019-08-23 14:58:00,3
2019-08-23 14:59:00,2
2019-08-23 15:00:00,3
2019-08-23 15:01:00,3
2019-08-23 15:02:00,2
2019-08-23 15:03:00,3
2019-08-23 15:04:00,2
2019-08-23 15:05:00,2
2019-08-23 15:06:00,3
2019-08-23 15:07:00,2
2019-08-23 15:08:00,3
2019-08-23 15:09:00,3
2019-08-23 15:10:00,2
2019-08-23 15:11:00,3
2019-08-23 15:12:00,4
2019-08-23 15:13:00,3
2019-08-23 15:14:00,4
2019-08-23 15:15:00,3
2019-08-23 15:16:00,3
2019-08-23 15:17:00,4
2019-08-23 15:18:00,3
2019-08-23 15:19:00,2
2019-08-23 15:20:00,3
2019-08-23 15:21:00,3
2019-08-23 15:22:00,3
2019-08-23 15:23:00,3
2019-08-23 15:24:00,4
2019-08-23 15:25:00,2
2019-08-23 15:26:00,3
2019-08-23 15:27:00,4
2019-08-23 15:28:00,4
2019-08-23 15:29:00,2
2019-08-23 15:30:00,2
2019-08-23 15:31:00,5
2019-08-23 15:32:00,3
2019-08-23 15:33:00,3
2019-08-23 15:34:00,3
2019-08-23 15:35:00,3
2019-08-23 15:36:00,3
2019-08-23 15:37:00,3
2019-08-23 15:38:00,3
2019-08-23 15:39:00,4
2019-08-23 15:40:00,3
2019-08-23 15:41:00,1
2019-08-23 15:42:00,3
2019-08-23 15:43:00,3
2019-08-23 15:44:00,3
2019-08-23 15:45:00,3
2019-08-23 15:46:00,2
2019-08-23 15:47:00,2
2019-08-23 15:48:00,2
2019-08-23 15:49:00,2
2019-08-23 15:50:00,3
2019-08-23 15:51:00,2
2019-08-23 15:52:00,2
2019-08-23 15:53:00,3
2019-08-23 15:54:00,3
2019-08-23 15:55:00,3
2019-08-23 15:56:00,2
2019-08-23 15:57:00,3
2019-08-23 15:58:00,3
2019-08-23 15:59:00,4
2019-08-23 16:00:00,3
2019-08-23 16:01:00,3
2019-08-23 16:02:00,3
2019-08-23 16:03:00,4
2019-08-23 16:04:00,3
2019-08-23 16:05:00,3
2019-08-23 16:06:00,2
2019-08-23 16:07:00,2
2019-08-23 16:08:00,4
2019-08-23 16:09:00,3
2019-08-23 16:18:00,1
2019-08-23 16:19:00,2
2019-08-23 16:20:00,2
2019-08-23 16:21:00,2
2019-08-23 16:22:00,2
2019-08-23 16:23:00,2
2019-08-23 16:24:00,2
2019-08-23 16:25:00,2
2019-08-23 16:26:00,2
2019-08-23 16:27:00,4
2019-08-23 16:28:00,4
2019-08-23 16:29:00,2
2019-08-23 16:30:00,2
2019-08-23 16:31:00,3
2019-08-23 16:32:00,2
2019-08-23 17:20:00,2
2019-08-23 17:21:00,3
2019-08-23 17:22:00,3
2019-08-23 17:23:00,4
2019-08-23 17:25:00,1
2019-08-23 17:26:00,5
2019-08-23 17:27:00,6
2019-08-23 17:28:00,4
2019-08-23 17:29:00,3
2019-08-23 17:30:00,6
2019-08-23 17:31:00,4
2019-08-23 17:32:00,3
2019-08-23 17:33:00,3
2019-08-23 17:34:00,3
2019-08-23 17:35:00,3
2019-08-23 17:36:00,3
2019-08-23 17:37:00,3
2019-08-23 17:38:00,3
2019-08-23 17:39:00,3
2019-08-23 17:40:00,3
2019-08-23 17:41:00,3
2019-08-23 17:42:00,1
2019-08-23 18:02:00,4
2019-08-23 18:03:00,3
2019-08-23 18:04:00,3
2019-08-23 18:05:00,3
2019-08-23 18:06:00,2
2019-08-23 18:07:00,5
2019-08-23 18:08:00,3
2019-08-23 18:09:00,3
2019-08-23 18:10:00,3
2019-08-23 18:11:00,3
2019-08-23 18:12:00,3
2019-08-23 18:13:00,3
2019-08-23 18:14:00,4
2019-08-23 18:15:00,3
2019-08-23 18:16:00,4
2019-08-23 18:17:00,5
2019-08-23 18:18:00,3
2019-08-23 18:19:00,3
2019-08-23 18:20:00,3
2019-08-23 18:21:00,3
2019-08-23 18:22:00,3
2019-08-23 18:23:00,2
2019-08-23 18:25:00,3
2019-08-23 18:26:00,3
2019-08-23 18:27:00,4
2019-08-23 18:28:00,3
2019-08-23 18:29:00,2
2019-08-23 18:30:00,3
2019-08-23 18:31:00,2
2019-08-23 18:32:00,3
2019-08-23 18:33:00,4
2019-08-23 18:34:00,4
2019-08-23 18:35:00,3
2019-08-23 18:36:00,2
2019-08-23 18:37:00,2
2019-08-23 18:38:00,3
2019-08-23 18:39:00,4
2019-08-23 18:40:00,3
2019-08-23 18:41:00,4
2019-08-23 18:42:00,3
2019-08-23 18:43:00,3
2019-08-23 18:44:00,3
2019-08-23 18:45:00,2
2019-08-23 18:46:00,4
2019-08-23 18:47:00,3
2019-08-23 18:48:00,3
2019-08-23 18:49:00,3
2019-08-23 18:50:00,4
2019-08-23 18:51:00,4
2019-08-23 18:52:00,4
2019-08-23 18:53:00,3
2019-08-23 18:54:00,3
2019-08-23 18:55:00,3
2019-08-23 18:56:00,3
2019-08-23 18:57:00,3
2019-08-23 18:58:00,3
2019-08-23 18:59:00,2
2019-08-23 19:00:00,2
2019-08-23 19:01:00,2
2019-08-23 19:02:00,4
2019-08-23 19:03:00,3
2019-08-23 19:04:00,1
2019-08-23 19:05:00,2
2019-08-23 19:17:00,5
2019-08-23 19:18:00,6
2019-08-23 19:19:00,2
2019-08-23 19:20:00,6
2019-08-23 19:21:00,6
2019-08-23 19:22:00,5
2019-08-23 19:23:00,3
2019-08-23 19:24:00,2
2019-08-23 19:25:00,2
2019-08-23 19:26:00,2
2019-08-23 19:27:00,6
2019-08-23 19:28:00,4
2019-08-23 19:29:00,6
2019-08-23 19:30:00,5
2019-08-23 19:31:00,5
2019-08-23 19:32:00,5
2019-08-23 19:33:00,6
2019-08-23 19:34:00,5
2019-08-23 19:35:00,7
2019-08-23 19:36:00,6
2019-08-23 19:37:00,7
2019-08-23 19:38:00,2
2019-08-23 19:39:00,3
2019-08-23 19:40:00,1
2019-08-23 19:41:00,6
2019-08-23 19:42:00,2
2019-08-23 19:43:00,4
2019-08-23 19:44:00,1
2019-08-23 19:45:00,4
2019-08-23 19:46:00,1
2019-08-23 19:47:00,3
2019-08-23 19:48:00,6
2019-08-23 19:49:00,4
2019-08-23 19:50:00,5
2019-08-23 19:51:00,7
2019-08-23 19:52:00,2
2019-08-23 19:53:00,2
2019-08-23 19:54:00,6
2019-08-23 19:55:00,6
2019-08-23 19:56:00,6
2019-08-23 19:57:00,4
2019-08-23 19:58:00,6
2019-08-23 19:59:00,6
2019-08-23 20:00:00,6
2019-08-23 20:01:00,2
2019-08-23 20:02:00,4
2019-08-23 20:03:00,7
2019-08-23 20:04:00,5
2019-08-23 20:05:00,6
2019-08-23 20:06:00,6
2019-08-23 20:07:00,6
2019-08-23 20:08:00,6
2019-08-23 20:09:00,4
2019-08-23 20:10:00,5
2019-08-23 20:11:00,5
2019-08-23 20:12:00,4
2019-08-23 20:15:00,1
2019-08-23 20:16:00,3
2019-08-23 20:17:00,3
2019-08-23 20:18:00,3
2019-08-23 20:20:00,1
2019-08-23 20:21:00,2
2019-08-23 20:22:00,4
2019-08-23 20:23:00,2
2019-08-23 20:24:00,1
2019-08-23 20:25:00,3
2019-08-23 20:26:00,5
2019-08-23 20:27:00,3
2019-08-23 20:28:00,4
2019-08-23 20:29:00,2
2019-08-23 20:30:00,2
2019-08-23 20:31:00,3
2019-08-23 20:32:00,4
2019-08-23 20:33:00,3
2019-08-23 20:34:00,2
2019-08-23 20:35:00,1
2019-08-23 20:36:00,2
2019-08-23 20:37:00,4
2019-08-23 20:38:00,4
2019-08-23 20:39:00,2
2019-08-23 20:40:00,3
2019-08-23 20:41:00,4
2019-08-23 20:42:00,3
2019-08-23 20:43:00,3
2019-08-23 20:44:00,5
2019-08-23 20:45:00,5
2019-08-23 20:46:00,5
2019-08-23 20:47:00,4
2019-08-23 20:48:00,3
2019-08-23 20:49:00,3
2019-08-23 20:50:00,4
2019-08-23 20:51:00,1
2019-08-23 20:52:00,5
2019-08-23 20:53:00,4
2019-08-23 20:54:00,2
2019-08-23 20:55:00,4
2019-08-23 20:56:00,2
2019-08-23 20:57:00,3
2019-08-23 20:58:00,3
2019-08-23 20:59:00,2
2019-08-23 21:00:00,3
2019-08-23 21:01:00,3
2019-08-23 21:02:00,4
2019-08-23 21:03:00,5
2019-08-23 21:04:00,5
2019-08-23 21:05:00,5
2019-08-23 21:06:00,5
2019-08-23 21:07:00,1
2019-08-23 21:09:00,2
2019-08-23 21:10:00,8
2019-08-23 21:11:00,6
2019-08-23 21:12:00,7
2019-08-23 21:13:00,6
2019-08-23 21:14:00,7
2019-08-23 21:15:00,7
2019-08-23 21:16:00,4
2019-08-23 21:17:00,5
2019-08-23 21:18:00,3
2019-08-23 21:19:00,5
2019-08-23 21:20:00,6
2019-08-23 21:21:00,6
2019-08-23 21:22:00,3
2019-08-23 21:24:00,2
2019-08-23 21:25:00,4
2019-08-23 21:31:00,5
2019-08-23 21:32:00,4
2019-08-23 21:33:00,4
2019-08-23 21:34:00,4
2019-08-23 21:35:00,3
2019-08-23 21:36:00,4
2019-08-23 21:37:00,4
2019-08-23 21:38:00,3
2019-08-23 21:39:00,4
2019-08-23 21:40:00,4
2019-08-23 21:42:00,6
2019-08-23 21:43:00,5
2019-08-23 21:44:00,7
2019-08-23 21:45:00,9
2019-08-23 21:46:00,19
2019-08-23 21:47:00,21
2019-08-23 21:48:00,23
2019-08-23 21:49:00,12
2019-08-23 21:50:00,23
2019-08-23 21:51:00,22
2019-08-23 21:52:00,26
2019-08-23 21:53:00,22
2019-08-23 21:54:00,23
2019-08-23 21:55:00,23
2019-08-23 21:56:00,21
2019-08-23 21:57:00,20
2019-08-23 21:58:00,23
2019-08-23 21:59:00,19
2019-08-23 22:00:00,14
2019-08-23 22:01:00,17
2019-08-23 22:02:00,14
2019-08-23 22:03:00,17
2019-08-23 22:04:00,16
2019-08-23 22:05:00,18
2019-08-23 22:06:00,12
2019-08-23 22:07:00,12
2019-08-23 22:08:00,14
2019-08-23 22:09:00,15
2019-08-23 22:10:00,7
2019-08-23 22:11:00,2
2019-08-23 22:12:00,11
2019-08-23 22:13:00,15
2019-08-23 22:14:00,5
2019-08-29 19:25:00,1
2019-08-29 19:33:00,1
2019-09-04 19:51:00,1
2019-09-04 20:17:00,3
2019-09-04 20:29:00,1
2019-09-05 14:31:00,1
2019-09-05 18:19:00,1
2019-09-05 18:23:00,2
2019-09-05 18:25:00,1
2019-09-05 18:27:00,3
2019-09-05 18:32:00,1
2019-09-05 18:34:00,2
2019-09-05 18:37:00,1
2019-09-05 18:38:00,5
2019-09-05 18:42:00,1
2019-09-05 18:46:00,2
2019-09-05 18:47:00,3
2019-09-09 21:08:00,1
2019-09-09 21:09:00,3
2019-09-09 21:10:00,1
2019-09-09 21:11:00,1
2019-09-09 21:12:00,2
2019-09-09 21:13:00,2
2019-09-09 21:14:00,2
2019-09-09 21:16:00,1
2019-09-09 21:17:00,3
2019-09-09 21:18:00,3
2019-09-09 21:19:00,3
2019-09-09 21:20:00,2
2019-09-09 21:21:00,3
2019-09-09 21:22:00,3
2019-09-09 21:23:00,1
2019-09-09 21:24:00,3
2019-09-09 21:25:00,3
2019-09-09 21:26:00,3
2019-09-09 21:27:00,2
2019-09-09 21:28:00,2
2019-09-09 21:29:00,1
2019-09-09 21:30:00,3
2019-09-09 21:31:00,2
2019-09-09 21:32:00,3
2019-09-09 21:33:00,3
2019-09-09 21:34:00,2
2019-09-09 21:35:00,3
2019-09-09 21:36:00,3
2019-09-09 21:37:00,3
2019-09-09 21:38:00,3
2019-09-09 21:39:00,4
2019-09-09 21:40:00,3
2019-09-09 21:41:00,4
2019-09-09 21:42:00,4
2019-09-09 21:43:00,3
2019-09-09 21:44:00,3
2019-09-09 21:45:00,4
2019-09-09 21:46:00,4
2019-09-09 21:47:00,4
2019-09-09 21:48:00,4
2019-09-09 21:49:00,3
2019-09-09 21:50:00,4
2019-09-09 21:51:00,3
2019-09-09 21:52:00,3
2019-09-09 21:53:00,2
2019-09-09 21:54:00,3
2019-09-09 21:55:00,4
2019-09-09 21:56:00,4
2019-09-09 21:57:00,3
2019-09-09 21:58:00,3
2019-09-09 21:59:00,4
2019-09-09 22:00:00,4
2019-09-09 22:01:00,4
2019-09-09 22:02:00,4
2019-09-09 22:03:00,4
2019-09-09 22:04:00,3
2019-09-09 22:05:00,4
2019-09-09 22:06:00,3
2019-09-09 22:07:00,5
2019-09-09 22:08:00,3
2019-09-09 22:09:00,4
2019-09-09 22:10:00,5
2019-09-09 22:11:00,4
2019-09-09 22:12:00,4
2019-09-09 22:13:00,4
2019-09-09 22:14:00,4
2019-09-09 22:15:00,3
2019-09-09 22:16:00,3
2019-09-09 22:17:00,4
2019-09-09 22:18:00,3
2019-09-09 22:19:00,1
2019-09-09 22:20:00,3
2019-09-09 22:21:00,3
2019-09-09 22:22:00,1
2019-09-09 22:23:00,3
2019-09-09 22:24:00,1
2019-09-09 22:25:00,3
2019-09-09 22:26:00,2
2019-09-09 22:27:00,2
2019-09-09 22:28:00,3
2019-09-09 22:29:00,3
2019-09-09 22:30:00,4
2019-09-09 22:31:00,2
2019-09-09 22:32:00,4
2019-09-09 22:50:00,1
2019-09-09 22:51:00,3
2019-09-09 22:52:00,2
2019-09-09 22:53:00,1
2019-09-09 22:54:00,2
2019-09-09 22:55:00,1
2019-09-09 22:56:00,2
2019-09-09 22:57:00,4
2019-09-09 22:58:00,3
2019-09-09 22:59:00,2
2019-09-09 23:00:00,2
2019-09-09 23:01:00,2
2019-09-09 23:02:00,3
2019-09-09 23:04:00,2
2019-09-09 23:05:00,4
2019-09-09 23:06:00,1
2019-09-09 23:07:00,1
2019-09-09 23:08:00,2
2019-09-09 23:09:00,2
2019-09-09 23:10:00,3
2019-09-09 23:12:00,3
2019-09-09 23:13:00,5
2019-09-09 23:14:00,1
2019-09-09 23:19:00,2
2019-09-09 23:20:00,3
2019-09-09 23:21:00,3
2019-09-09 23:23:00,3
2019-09-09 23:24:00,2
2019-09-09 23:25:00,3
2019-09-09 23:26:00,3
2019-09-09 23:27:00,3
2019-09-09 23:28:00,3
2019-09-09 23:29:00,4
2019-09-09 23:30:00,4
2019-09-09 23:31:00,3
2019-09-09 23:32:00,4
2019-09-09 23:33:00,3
2019-09-09 23:34:00,2
2019-09-09 23:35:00,1
2019-09-09 23:36:00,1
2019-09-09 23:37:00,1
2019-09-09 23:38:00,2
2019-09-09 23:39:00,1
2019-09-09 23:41:00,1
2019-09-09 23:42:00,2
2019-09-09 23:43:00,1
2019-09-09 23:44:00,1
2019-09-09 23:45:00,3
2019-09-09 23:46:00,4
2019-09-09 23:47:00,2
2019-09-09 23:48:00,4
2019-09-09 23:49:00,2
2019-09-09 23:51:00,3
2019-09-09 23:52:00,4
2019-09-09 23:53:00,5
2019-09-09 23:54:00,4
2019-09-09 23:55:00,3
2019-09-09 23:56:00,1
2019-09-09 23:57:00,3
2019-09-11 02:38:00,1
2019-09-11 02:43:00,1
2019-09-11 02:44:00,1
2019-09-11 02:45:00,2
2019-09-11 02:46:00,1
2019-09-11 02:47:00,2
2019-09-11 02:48:00,3
2019-09-11 02:49:00,2
2019-09-11 02:50:00,2
2019-09-11 02:51:00,2
2019-09-11 02:52:00,2
2019-09-11 02:53:00,2
2019-09-11 02:54:00,2
2019-09-11 02:55:00,2
2019-09-11 02:56:00,2
2019-09-11 02:57:00,2
2019-09-11 02:58:00,3
2019-09-11 02:59:00,3
2019-09-11 06:44:00,1
2019-09-11 06:45:00,4
2019-09-11 06:46:00,4
2019-09-11 06:47:00,4
2019-09-11 06:48:00,5
2019-09-11 06:49:00,5
2019-09-11 06:50:00,3
2019-09-11 06:51:00,4
2019-09-11 06:52:00,4
2019-09-11 06:53:00,5
2019-09-11 06:54:00,3
2019-09-11 06:55:00,3
2019-09-11 06:56:00,3
2019-09-11 06:57:00,4
2019-09-11 06:58:00,4
2019-09-11 06:59:00,5
2019-09-11 07:00:00,5
2019-09-11 07:01:00,5
2019-09-11 07:02:00,3
2019-09-11 07:03:00,4
2019-09-11 07:04:00,4
2019-09-11 07:05:00,5
2019-09-11 07:06:00,5
2019-09-11 07:07:00,3
2019-09-11 07:08:00,3
2019-09-11 07:09:00,4
2019-09-11 07:10:00,3
2019-09-11 07:11:00,4
2019-09-11 07:12:00,3
2019-09-11 07:13:00,4
2019-09-11 07:14:00,5
2019-09-11 07:15:00,3
2019-09-11 07:16:00,4
2019-09-11 07:17:00,5
2019-09-11 07:18:00,4
2019-09-11 07:19:00,5
2019-09-11 07:20:00,3
2019-09-11 07:21:00,4
2019-09-11 07:22:00,2
2019-09-11 07:23:00,5
2019-09-11 07:24:00,5
2019-09-11 07:25:00,3
2019-09-11 07:26:00,4
2019-09-11 07:27:00,4
2019-09-11 07:28:00,5
2019-09-11 07:29:00,4
2019-09-11 07:30:00,4
2019-09-11 07:31:00,4
2019-09-11 07:32:00,4
2019-09-11 07:33:00,4
2019-09-11 07:34:00,4
2019-09-11 07:35:00,4
2019-09-11 07:36:00,5
2019-09-11 07:37:00,3
2019-09-11 07:38:00,5
2019-09-11 07:39:00,4
2019-09-11 07:40:00,5
2019-09-11 07:41:00,5
2019-09-11 07:42:00,3
2019-09-11 07:43:00,4
2019-09-11 07:44:00,5
2019-09-11 07:45:00,6
2019-09-11 07:46:00,4
2019-09-11 07:47:00,4
2019-09-11 07:48:00,4
2019-09-11 07:49:00,4
2019-09-11 07:50:00,3
2019-09-11 07:51:00,5
2019-09-11 07:52:00,5
2019-09-11 07:53:00,4
2019-09-11 07:54:00,4
2019-09-11 07:55:00,4
2019-09-11 07:56:00,4
2019-09-11 07:57:00,4
2019-09-11 07:58:00,3
2019-09-11 07:59:00,5
2019-09-11 08:00:00,4
2019-09-11 08:01:00,4
2019-09-11 08:02:00,2
2019-09-11 08:03:00,4
2019-09-11 08:04:00,4
2019-09-11 08:05:00,4
2019-09-11 08:06:00,5
2019-09-11 08:07:00,4
2019-09-11 08:08:00,2
2019-09-11 08:09:00,4
2019-09-11 08:10:00,4
2019-09-11 08:11:00,4
2019-09-11 08:12:00,4
2019-09-11 08:13:00,4
2019-09-11 08:14:00,4
2019-09-11 08:15:00,5
2019-09-11 08:16:00,5
2019-09-11 08:17:00,7
2019-09-11 08:18:00,8
2019-09-11 08:19:00,4
2019-09-11 08:20:00,4
2019-09-11 08:21:00,4
2019-09-11 08:22:00,5
2019-09-11 08:23:00,2
2019-09-11 08:24:00,4
2019-09-11 08:25:00,5
2019-09-11 08:26:00,5
2019-09-11 08:27:00,4
2019-09-11 08:28:00,5
2019-09-11 08:29:00,3
2019-09-11 08:30:00,4
2019-09-11 08:31:00,4
2019-09-11 08:32:00,4
2019-09-11 08:33:00,3
2019-09-11 08:34:00,4
2019-09-11 08:35:00,3
2019-09-11 08:36:00,4
2019-09-11 08:37:00,3
2019-09-11 08:38:00,5
2019-09-11 08:39:00,4
2019-09-11 08:40:00,4
2019-09-11 08:41:00,3
2019-09-11 08:42:00,4
2019-09-11 08:43:00,5
2019-09-11 08:44:00,4
2019-09-11 08:45:00,4
2019-09-11 08:46:00,5
2019-09-11 08:47:00,3
2019-09-11 08:48:00,4
2019-09-11 08:49:00,4
2019-09-11 08:50:00,3
2019-09-11 08:51:00,3
2019-09-11 08:52:00,4
2019-09-11 08:53:00,2
2019-09-11 08:54:00,3
2019-09-11 08:55:00,3
2019-09-11 08:56:00,4
2019-09-11 08:57:00,3
2019-09-11 08:58:00,3
2019-09-11 08:59:00,3
2019-09-11 09:00:00,2
2019-09-11 09:01:00,3
2019-09-11 09:02:00,5
2019-09-11 09:03:00,4
2019-09-11 09:04:00,4
2019-09-11 09:05:00,3
2019-09-11 09:06:00,3
2019-09-11 09:07:00,3
2019-09-11 09:08:00,3
2019-09-11 09:09:00,4
2019-09-11 09:10:00,3
2019-09-11 09:11:00,3
2019-09-11 09:12:00,3
2019-09-11 09:13:00,3
2019-09-11 09:14:00,3
2019-09-11 09:15:00,3
2019-09-11 09:16:00,4
2019-09-11 09:17:00,3
2019-09-11 09:18:00,3
2019-09-11 09:19:00,3
2019-09-11 09:20:00,3
2019-09-11 09:21:00,3
2019-09-11 09:22:00,3
2019-09-11 09:23:00,3
2019-09-11 09:24:00,3
2019-09-11 09:25:00,3
2019-09-11 09:26:00,3
2019-09-11 09:27:00,3
2019-09-11 09:28:00,3
2019-09-11 09:29:00,3
2019-09-11 09:30:00,3
2019-09-11 09:31:00,3
2019-09-11 09:32:00,3
2019-09-11 09:33:00,4
2019-09-11 09:34:00,2
2019-09-11 09:35:00,3
2019-09-11 09:36:00,3
2019-09-11 09:37:00,3
2019-09-11 09:38:00,3
2019-09-11 09:39:00,3
2019-09-11 09:40:00,3
2019-09-11 09:41:00,1
2019-09-11 09:42:00,3
2019-09-11 09:43:00,3
2019-09-11 09:44:00,3
2019-09-11 09:45:00,3
2019-09-11 09:46:00,4
2019-09-11 09:47:00,3
2019-09-11 09:48:00,3
2019-09-11 09:49:00,2
2019-09-11 09:50:00,4
2019-09-11 09:51:00,2
2019-09-11 09:52:00,5
2019-09-11 09:53:00,3
2019-09-11 09:54:00,3
2019-09-11 09:55:00,3
2019-09-11 09:56:00,3
2019-09-11 09:57:00,4
2019-09-11 09:58:00,5
2019-09-11 09:59:00,3
2019-09-11 10:00:00,3
2019-09-11 10:01:00,3
2019-09-11 10:02:00,3
2019-09-11 10:03:00,3
