1706,select * from zooSpec where objid = #
2019-02-14 05:33:00,3
2019-02-14 22:05:00,1
2019-02-15 00:46:00,1
2019-02-16 10:02:00,1
2019-02-19 03:35:00,1
2019-02-19 15:25:00,1
2019-02-20 20:22:00,5
2019-02-21 18:30:00,12
2019-02-21 19:01:00,1
2019-02-24 21:16:00,1
2019-02-25 17:07:00,1
2019-02-26 02:20:00,1
2019-02-26 14:18:00,1
2019-03-02 03:10:00,1
2019-03-12 04:26:00,4
2019-03-13 23:25:00,4
2019-03-14 01:16:00,1
2019-03-18 05:38:00,1
2019-03-26 20:11:00,1
2019-03-28 01:03:00,1
2019-03-29 23:00:00,1
2019-03-29 23:02:00,1
2019-03-29 23:04:00,1
2019-03-29 23:06:00,1
2019-04-01 23:59:00,1
2019-04-02 16:46:00,1
2019-04-02 20:12:00,1
2019-04-04 18:21:00,1
2019-04-07 23:38:00,1
2019-04-08 02:11:00,1
2019-04-17 04:11:00,3
2019-04-17 07:24:00,4
2019-04-17 07:25:00,4
2019-04-18 17:42:00,1
2019-04-20 01:44:00,1
2019-04-20 12:28:00,1
2019-04-21 01:11:00,1
2019-04-21 15:18:00,1
2019-04-22 10:41:00,1
2019-04-22 11:30:00,2
2019-04-22 11:31:00,6
2019-04-22 23:45:00,1
2019-04-23 13:50:00,2
2019-04-23 16:12:00,1
2019-04-26 12:23:00,1
2019-04-28 09:42:00,1
2019-04-30 11:48:00,1
2019-05-01 01:52:00,1
2019-05-03 15:11:00,1
2019-05-05 04:42:00,3
2019-05-05 04:44:00,1
2019-05-08 08:19:00,1
2019-05-10 01:00:00,1
2019-05-10 04:15:00,1
2019-05-14 21:37:00,7
2019-05-14 21:38:00,10
2019-05-15 20:20:00,1
2019-05-15 22:54:00,1
2019-05-15 23:23:00,1
2019-05-18 14:08:00,1
2019-05-22 20:22:00,1
2019-05-25 12:28:00,1
2019-05-29 16:59:00,1
2019-05-31 02:15:00,2
2019-05-31 03:24:00,2
2019-05-31 17:06:00,1
2019-06-02 06:54:00,1
2019-06-02 10:24:00,1
2019-06-02 12:21:00,1
2019-06-02 17:13:00,1
2019-06-02 19:45:00,1
2019-06-03 09:01:00,1
2019-06-03 17:33:00,4
2019-06-04 03:32:00,1
2019-06-04 08:23:00,1
2019-06-04 12:20:00,1
2019-06-04 19:20:00,1
2019-06-04 21:50:00,1
2019-06-05 09:03:00,1
2019-06-05 16:35:00,1
2019-06-05 19:00:00,1
2019-06-06 02:28:00,1
2019-06-06 06:55:00,1
2019-06-06 09:26:00,1
2019-06-06 10:21:00,1
2019-06-06 12:11:00,1
2019-06-06 16:27:00,1
2019-06-06 17:37:00,1
2019-06-06 17:38:00,1
2019-06-06 20:10:00,1
2019-06-06 20:48:00,1
2019-06-06 23:34:00,1
2019-06-07 03:07:00,1
2019-06-07 10:01:00,1
2019-06-07 15:41:00,1
2019-06-07 19:11:00,1
2019-06-07 22:22:00,1
2019-06-07 23:15:00,1
2019-06-08 01:46:00,1
2019-06-08 03:50:00,1
2019-06-08 07:22:00,1
2019-06-08 10:04:00,1
2019-06-08 10:56:00,1
2019-06-08 12:52:00,1
2019-06-08 14:51:00,1
2019-06-08 17:06:00,1
2019-06-08 21:26:00,1
2019-06-08 22:58:00,1
2019-06-09 03:22:00,1
2019-06-09 17:40:00,1
2019-06-09 20:14:00,1
2019-06-09 23:24:00,1
2019-06-09 23:36:00,1
2019-06-10 00:10:00,1
2019-06-10 01:51:00,1
2019-06-10 02:49:00,1
2019-06-10 02:52:00,1
2019-06-10 10:22:00,1
2019-06-10 11:15:00,1
2019-06-10 13:11:00,1
2019-06-10 15:43:00,1
2019-06-10 17:24:00,1
2019-06-10 18:35:00,1
2019-06-10 21:45:00,1
2019-06-10 23:46:00,1
2019-06-11 03:41:00,1
2019-06-11 03:51:00,1
2019-06-11 07:24:00,1
2019-06-11 13:34:00,1
2019-06-11 14:53:00,1
2019-06-11 18:11:00,1
2019-06-11 21:42:00,1
2019-06-11 23:41:00,1
2019-06-12 03:53:00,1
2019-06-12 05:45:00,1
2019-06-12 07:45:00,1
2019-06-12 08:30:00,1
2019-06-12 09:09:00,1
2019-06-12 15:56:00,1
2019-06-13 01:05:00,1
2019-06-13 08:45:00,1
2019-06-13 15:56:00,1
2019-06-13 17:03:00,1
2019-06-13 17:04:00,1
2019-06-13 17:42:00,1
2019-06-13 17:48:00,1
2019-06-13 18:29:00,1
2019-06-13 19:24:00,1
2019-06-13 21:40:00,1
2019-06-14 01:10:00,1
2019-06-14 01:15:00,1
2019-06-14 02:54:00,1
2019-06-14 03:31:00,1
2019-06-14 06:06:00,1
2019-06-14 06:51:00,1
2019-06-14 07:30:00,1
2019-06-14 15:37:00,1
2019-06-14 22:49:00,1
2019-06-14 23:55:00,1
2019-06-15 00:55:00,2
2019-06-15 01:58:00,1
2019-06-15 02:34:00,1
2019-06-15 03:53:00,1
2019-06-15 08:09:00,1
2019-06-15 14:13:00,1
2019-06-15 14:30:00,1
2019-06-15 19:20:00,1
2019-06-16 00:00:00,1
2019-06-16 00:48:00,1
2019-06-16 02:43:00,1
2019-06-16 03:28:00,1
2019-06-16 04:02:00,1
2019-06-16 04:12:00,1
2019-06-16 07:37:00,1
2019-06-16 09:47:00,1
2019-06-16 10:47:00,1
2019-06-16 11:04:00,1
2019-06-16 21:28:00,1
2019-06-16 21:30:00,1
2019-06-17 00:53:00,1
2019-06-17 02:14:00,1
2019-06-17 02:30:00,1
2019-06-17 05:39:00,1
2019-06-17 11:32:00,1
2019-06-17 12:56:00,1
2019-06-17 19:34:00,1
2019-06-18 08:01:00,1
2019-06-18 08:45:00,1
2019-06-18 08:56:00,1
2019-06-18 13:14:00,1
2019-06-18 16:10:00,1
2019-06-19 05:27:00,1
2019-06-19 09:26:00,1
2019-06-19 10:08:00,1
2019-06-19 20:57:00,1
2019-06-19 22:44:00,1
2019-06-19 23:06:00,1
2019-06-20 09:40:00,1
2019-06-20 12:06:00,1
2019-06-20 13:22:00,1
2019-06-20 13:24:00,1
2019-06-20 13:31:00,1
2019-06-20 13:33:00,1
2019-06-20 13:34:00,1
2019-06-20 13:41:00,1
2019-06-20 13:54:00,1
2019-06-20 14:05:00,1
2019-06-20 14:38:00,1
2019-06-20 22:32:00,1
2019-06-22 08:43:00,1
2019-06-22 10:43:00,1
2019-06-22 11:14:00,1
2019-06-23 08:12:00,1
2019-06-24 23:27:00,1
2019-06-26 00:21:00,1
2019-06-26 08:59:00,1
2019-06-27 08:01:00,1
2019-06-27 10:38:00,1
2019-06-27 16:06:00,1
2019-06-28 08:26:00,1
2019-06-28 08:45:00,1
2019-06-28 08:53:00,1
2019-06-28 09:29:00,1
2019-06-28 14:34:00,1
2019-06-28 19:18:00,1
2019-06-29 09:43:00,1
2019-06-29 10:43:00,1
2019-06-29 13:29:00,1
2019-06-29 14:06:00,1
2019-06-29 18:28:00,1
2019-06-30 02:15:00,1
2019-06-30 08:00:00,1
2019-06-30 08:51:00,1
2019-06-30 15:52:00,1
2019-06-30 22:15:00,1
2019-07-01 09:27:00,1
2019-07-01 10:37:00,1
2019-07-01 14:30:00,1
2019-07-02 08:40:00,1
2019-07-02 08:51:00,1
2019-07-02 12:57:00,1
2019-07-02 19:30:00,1
2019-07-03 12:54:00,1
2019-07-03 19:25:00,1
2019-07-04 12:36:00,1
2019-07-04 13:53:00,1
2019-07-04 15:22:00,1
2019-07-05 00:44:00,1
2019-07-05 00:45:00,1
2019-07-05 00:46:00,1
2019-07-05 00:48:00,1
2019-07-05 00:51:00,1
2019-07-05 00:53:00,1
2019-07-05 00:54:00,1
2019-07-05 00:59:00,1
2019-07-05 01:08:00,1
2019-07-05 01:12:00,1
2019-07-05 01:35:00,1
2019-07-05 02:34:00,1
2019-07-05 02:51:00,1
2019-07-05 03:40:00,1
2019-07-05 04:06:00,1
2019-07-05 05:58:00,1
2019-07-05 08:49:00,1
2019-07-05 10:54:00,1
2019-07-05 20:38:00,1
2019-07-06 06:21:00,1
2019-07-06 10:13:00,1
2019-07-06 10:38:00,1
2019-07-06 10:41:00,1
2019-07-06 11:05:00,11
2019-07-08 04:27:00,1
2019-07-08 06:10:00,1
2019-07-09 04:15:00,1
2019-07-09 16:44:00,1
2019-07-10 01:06:00,1
2019-07-10 04:41:00,1
2019-07-10 05:01:00,1
2019-07-10 06:07:00,1
2019-07-10 06:49:00,1
2019-07-10 07:22:00,1
2019-07-10 18:12:00,1
2019-07-10 19:56:00,1
2019-07-10 22:34:00,1
2019-07-10 23:05:00,1
2019-07-10 23:48:00,1
2019-07-10 23:49:00,1
2019-07-11 01:45:00,1
2019-07-11 03:04:00,4
2019-07-11 03:05:00,3
2019-07-11 08:17:00,1
2019-07-11 08:49:00,1
2019-07-11 12:13:00,1
2019-07-11 13:18:00,1
2019-07-11 16:31:00,1
2019-07-11 20:02:00,1
2019-07-11 20:50:00,1
2019-07-11 22:16:00,1
2019-07-12 05:53:00,1
2019-07-12 07:37:00,3
2019-07-12 14:32:00,1
2019-07-15 21:51:00,1
2019-07-16 13:55:00,1
2019-07-16 14:15:00,1
2019-07-16 16:07:00,1
2019-07-16 16:39:00,1
2019-07-16 18:05:00,1
2019-07-16 18:56:00,1
2019-07-16 18:58:00,1
2019-07-16 20:31:00,1
2019-07-16 21:46:00,1
2019-07-16 23:27:00,1
2019-07-17 10:06:00,1
2019-07-17 10:20:00,1
2019-07-17 16:48:00,1
2019-07-17 17:01:00,1
2019-07-17 17:45:00,1
2019-07-17 17:46:00,1
2019-07-17 19:14:00,1
2019-07-17 21:05:00,1
2019-07-17 21:36:00,1
2019-07-17 22:53:00,1
2019-07-18 00:59:00,1
2019-07-18 01:16:00,1
2019-07-18 11:06:00,1
2019-07-18 12:33:00,1
2019-07-18 13:14:00,1
2019-07-18 14:58:00,1
2019-07-18 19:02:00,1
2019-07-18 19:28:00,1
2019-07-18 19:37:00,1
2019-07-18 22:18:00,1
2019-07-18 23:51:00,1
2019-07-19 00:10:00,1
2019-07-19 00:29:00,1
2019-07-19 04:33:00,1
2019-07-19 05:02:00,1
2019-07-19 05:59:00,1
2019-07-19 06:10:00,1
2019-07-19 06:49:00,1
2019-07-19 10:17:00,1
2019-07-19 10:19:00,1
2019-07-19 10:21:00,1
2019-07-19 10:24:00,1
2019-07-19 11:24:00,1
2019-07-19 12:57:00,1
2019-07-19 12:59:00,1
2019-07-19 13:03:00,1
2019-07-19 13:21:00,1
2019-07-19 13:29:00,1
2019-07-19 13:33:00,1
2019-07-19 13:40:00,1
2019-07-19 14:06:00,1
2019-07-19 15:37:00,1
2019-07-19 15:44:00,1
2019-07-19 16:12:00,1
2019-07-19 16:47:00,1
2019-07-19 16:52:00,1
2019-07-19 17:25:00,1
2019-07-19 18:03:00,1
2019-07-19 18:12:00,1
2019-07-19 19:07:00,1
2019-07-19 19:22:00,1
2019-07-19 20:34:00,1
2019-07-19 22:00:00,1
2019-07-19 22:55:00,1
2019-07-19 23:10:00,1
2019-07-20 03:18:00,1
2019-07-20 03:28:00,1
2019-07-20 04:10:00,1
2019-07-20 07:37:00,1
2019-07-20 09:48:00,1
2019-07-20 10:00:00,1
2019-07-20 11:18:00,1
2019-07-20 13:49:00,1
2019-07-20 15:28:00,1
2019-07-20 15:53:00,1
2019-07-20 17:24:00,1
2019-07-20 18:18:00,1
2019-07-20 18:19:00,1
2019-07-20 19:45:00,1
2019-07-21 02:17:00,1
2019-07-21 02:59:00,1
2019-07-21 03:32:00,1
2019-07-21 04:01:00,1
2019-07-21 04:52:00,1
2019-07-21 05:24:00,1
2019-07-21 07:01:00,1
2019-07-21 07:37:00,1
2019-07-21 08:33:00,1
2019-07-21 10:21:00,1
2019-07-21 11:56:00,1
2019-07-21 19:58:00,1
2019-07-21 23:44:00,1
2019-07-22 00:35:00,1
2019-07-22 03:44:00,1
2019-07-22 03:54:00,1
2019-07-22 04:01:00,1
2019-07-22 04:44:00,1
2019-07-22 06:20:00,1
2019-07-22 11:03:00,1
2019-07-22 14:07:00,1
2019-07-22 15:37:00,1
2019-07-22 18:35:00,1
2019-07-22 18:54:00,1
2019-07-22 19:34:00,1
2019-07-22 22:06:00,1
2019-07-22 22:44:00,1
2019-07-22 22:55:00,1
2019-07-23 00:32:00,1
2019-07-23 02:50:00,1
2019-07-23 05:39:00,1
2019-07-23 10:31:00,1
2019-07-23 10:47:00,1
2019-07-23 11:12:00,1
2019-07-23 11:31:00,1
2019-07-23 12:21:00,1
2019-07-23 15:04:00,1
2019-07-23 15:57:00,1
2019-07-23 20:22:00,1
2019-07-23 21:36:00,1
2019-07-24 02:14:00,3
2019-07-24 02:15:00,3
2019-07-24 11:42:00,1
2019-07-24 13:47:00,1
2019-07-24 14:49:00,1
2019-07-24 17:46:00,1
2019-07-24 20:52:00,1
2019-07-24 22:37:00,1
2019-07-25 01:23:00,1
2019-07-25 05:24:00,1
2019-07-25 06:47:00,1
2019-07-25 07:26:00,1
2019-07-25 11:02:00,1
2019-07-25 11:16:00,1
2019-07-25 12:17:00,1
2019-07-25 16:15:00,1
2019-07-26 01:27:00,1
2019-07-26 02:44:00,1
2019-07-26 04:18:00,1
2019-07-26 04:22:00,1
2019-07-26 04:31:00,1
2019-07-26 05:46:00,1
2019-07-26 12:08:00,1
2019-07-26 13:45:00,1
2019-07-26 15:30:00,1
2019-07-26 15:46:00,1
2019-07-26 16:18:00,1
2019-07-27 02:15:00,1
2019-07-27 05:48:00,1
2019-07-27 07:42:00,1
2019-07-27 16:45:00,1
2019-07-28 02:20:00,1
2019-07-28 09:11:00,1
2019-07-29 02:22:00,1
2019-07-29 04:35:00,1
2019-07-29 07:07:00,1
2019-07-29 10:18:00,1
2019-07-29 20:48:00,1
2019-07-29 22:37:00,1
2019-07-29 22:53:00,1
2019-07-30 11:36:00,1
2019-07-30 15:51:00,1
2019-07-30 16:07:00,1
2019-07-31 01:35:00,1
2019-07-31 03:29:00,1
2019-07-31 08:23:00,1
2019-08-01 09:00:00,1
2019-08-02 10:02:00,1
2019-08-02 19:24:00,1
2019-08-03 09:51:00,1
2019-08-04 07:40:00,1
2019-08-04 10:33:00,1
2019-08-04 14:16:00,1
2019-08-04 16:14:00,1
2019-08-04 20:36:00,1
2019-08-04 21:54:00,1
2019-08-05 13:53:00,1
2019-08-06 12:00:00,1
2019-08-06 12:34:00,1
2019-08-06 18:37:00,1
2019-08-07 01:26:00,1
2019-08-07 18:33:00,1
2019-08-07 22:47:00,1
2019-08-08 02:52:00,1
2019-08-08 03:03:00,1
2019-08-08 05:09:00,1
2019-08-08 09:33:00,1
2019-08-08 09:52:00,1
2019-08-08 11:17:00,1
2019-08-08 12:58:00,1
2019-08-08 13:39:00,1
2019-08-08 21:47:00,1
2019-08-09 09:16:00,1
2019-08-09 22:56:00,1
2019-08-10 00:19:00,1
2019-08-10 11:57:00,1
2019-08-10 12:12:00,1
2019-08-10 12:59:00,1
2019-08-10 13:01:00,1
2019-08-10 13:11:00,1
2019-08-10 13:16:00,1
2019-08-10 13:17:00,1
2019-08-10 13:29:00,1
2019-08-10 13:35:00,1
2019-08-10 13:49:00,1
2019-08-10 14:05:00,1
2019-08-10 15:07:00,1
2019-08-10 17:36:00,1
2019-08-10 18:13:00,1
2019-08-10 19:48:00,1
2019-08-10 20:35:00,1
2019-08-11 13:02:00,1
2019-08-11 20:10:00,1
2019-08-12 14:18:00,2
2019-08-13 12:23:00,1
2019-08-13 18:30:00,1
2019-08-13 22:13:00,1
2019-08-13 22:20:00,1
2019-08-14 11:22:00,1
2019-08-14 13:12:00,1
2019-08-14 16:56:00,1
2019-08-14 17:04:00,1
2019-08-15 01:39:00,1
2019-08-15 01:57:00,1
2019-08-15 20:13:00,1
2019-08-15 21:27:00,1
2019-08-16 06:47:00,1
2019-08-16 12:32:00,1
2019-08-16 14:55:00,1
2019-08-18 08:50:00,1
2019-08-18 11:45:00,1
2019-08-18 12:50:00,1
2019-08-18 17:58:00,1
2019-08-18 22:58:00,1
2019-08-18 23:19:00,1
2019-08-19 04:51:00,1
2019-08-19 13:13:00,1
2019-08-19 15:59:00,1
2019-08-19 21:52:00,1
2019-08-20 13:23:00,1
2019-08-21 08:45:00,1
2019-08-21 12:42:00,1
2019-08-21 17:56:00,1
2019-08-21 19:10:00,1
2019-08-21 22:44:00,1
2019-08-21 23:01:00,1
2019-08-22 03:13:00,3
2019-08-24 20:51:00,1
2019-08-26 12:38:00,1
2019-08-26 14:46:00,1
2019-08-27 03:31:00,1
2019-08-27 17:42:00,1
2019-08-29 15:56:00,17
2019-08-29 18:06:00,2
2019-08-30 20:47:00,1
2019-09-01 01:27:00,1
2019-09-01 19:03:00,1
2019-09-03 09:37:00,1
2019-09-03 17:02:00,1
2019-09-04 01:29:00,1
2019-09-04 19:48:00,1
2019-09-05 00:58:00,1
2019-09-06 11:11:00,1
2019-09-06 22:58:00,1
2019-09-08 06:51:00,1
2019-09-13 14:44:00,1
2019-09-17 16:31:00,1
2019-09-17 18:32:00,1
2019-09-17 21:03:00,1
2019-09-21 04:22:00,1
2019-09-21 12:24:00,1
2019-09-21 18:53:00,1
2019-09-21 23:12:00,1
2019-09-21 23:53:00,1
2019-09-22 01:16:00,1
2019-09-22 02:56:00,1
2019-09-22 06:28:00,1
2019-09-22 06:55:00,1
2019-09-22 11:06:00,1
2019-09-22 11:22:00,1
2019-09-22 13:00:00,1
2019-09-22 22:19:00,1
2019-09-23 06:30:00,1
2019-09-23 08:59:00,1
2019-09-23 10:53:00,1
2019-09-23 10:57:00,1
2019-09-23 13:43:00,1
2019-09-23 15:39:00,1
2019-09-23 21:09:00,1
2019-09-24 01:11:00,1
2019-09-24 01:24:00,1
2019-09-24 02:16:00,1
2019-09-24 06:13:00,1
2019-09-24 08:55:00,1
2019-09-24 10:59:00,2
2019-09-24 11:00:00,9
2019-09-24 13:26:00,2
2019-09-24 17:30:00,1
2019-09-24 18:22:00,1
2019-09-25 10:09:00,1
2019-09-25 14:35:00,1
2019-09-25 15:15:00,1
2019-09-25 17:16:00,1
2019-09-25 19:13:00,1
2019-09-26 02:18:00,1
2019-09-26 09:11:00,1
2019-09-26 11:55:00,1
2019-09-26 13:15:00,1
2019-09-27 00:03:00,1
2019-09-27 01:55:00,1
2019-09-27 02:10:00,1
2019-09-27 03:24:00,1
2019-09-27 06:30:00,1
2019-09-27 08:42:00,1
2019-09-27 09:32:00,1
2019-09-27 13:15:00,1
2019-09-27 14:48:00,1
2019-09-27 19:36:00,1
2019-09-27 20:42:00,1
2019-09-27 21:14:00,1
2019-09-28 02:07:00,1
2019-09-28 03:28:00,1
2019-09-28 03:40:00,1
2019-09-28 03:42:00,1
2019-09-28 04:08:00,1
2019-09-28 07:00:00,1
2019-09-28 07:55:00,1
2019-09-28 10:14:00,1
2019-09-28 10:54:00,1
2019-09-28 12:16:00,1
2019-09-29 01:44:00,1
2019-09-29 03:47:00,1
2019-09-29 04:31:00,1
2019-09-29 05:30:00,1
2019-09-29 06:05:00,1
2019-09-29 09:16:00,1
2019-09-29 10:14:00,1
2019-09-29 10:20:00,1
2019-09-29 10:55:00,1
2019-09-29 12:38:00,1
2019-09-29 12:42:00,1
2019-09-29 15:30:00,8
2019-09-29 17:06:00,1
2019-09-29 17:14:00,1
2019-09-29 17:21:00,1
2019-09-29 17:26:00,1
2019-09-29 18:02:00,1
2019-09-29 18:42:00,1
2019-09-29 19:00:00,1
2019-09-29 21:47:00,1
2019-09-29 22:51:00,1
2019-09-30 00:34:00,1
2019-09-30 00:37:00,1
2019-09-30 04:50:00,1
2019-09-30 05:28:00,1
2019-09-30 06:37:00,1
2019-09-30 09:12:00,2
2019-09-30 15:21:00,1
2019-09-30 18:16:00,1
2019-09-30 22:46:00,1
2019-10-01 00:14:00,1
2019-10-01 08:47:00,1
2019-10-01 12:07:00,1
2019-10-01 12:51:00,1
2019-10-01 14:04:00,1
2019-10-01 14:32:00,1
2019-10-01 14:34:00,1
2019-10-01 18:04:00,1
2019-10-01 18:08:00,1
2019-10-01 18:21:00,1
2019-10-01 18:30:00,1
2019-10-01 19:17:00,1
2019-10-01 20:11:00,1
2019-10-02 02:47:00,1
2019-10-02 05:09:00,1
2019-10-02 09:52:00,1
2019-10-02 13:02:00,1
2019-10-02 18:40:00,1
2019-10-02 20:47:00,1
2019-10-02 22:18:00,1
2019-10-02 22:25:00,1
2019-10-03 03:59:00,1
2019-10-03 04:35:00,1
2019-10-03 10:00:00,1
2019-10-03 14:25:00,1
2019-10-04 00:23:00,1
2019-10-04 02:59:00,1
2019-10-04 10:49:00,1
2019-10-04 15:53:00,1
2019-10-05 01:39:00,1
2019-10-05 04:44:00,1
2019-10-05 05:25:00,1
2019-10-05 07:31:00,1
2019-10-05 17:43:00,1
2019-10-05 21:29:00,1
2019-10-05 23:54:00,1
2019-10-06 04:40:00,1
2019-10-06 06:08:00,1
2019-10-06 13:55:00,1
2019-10-06 17:06:00,1
2019-10-07 00:22:00,1
2019-10-07 08:35:00,1
2019-10-07 09:42:00,1
2019-10-08 06:26:00,1
2019-10-08 20:21:00,1
2019-10-09 07:18:00,1
2019-10-09 13:03:00,1
2019-10-09 14:03:00,1
2019-10-10 02:45:00,1
2019-10-10 15:33:00,1
2019-10-12 10:19:00,1
2019-10-12 12:22:00,2
2019-10-12 12:23:00,10
2019-10-12 14:02:00,3
2019-10-12 16:09:00,3
2019-10-12 16:10:00,14
2019-10-13 23:58:00,1
2019-10-15 01:32:00,1
2019-10-17 02:54:00,1
2019-10-17 09:48:00,1
2019-10-17 17:17:00,1
2019-10-18 03:33:00,1
2019-10-18 04:39:00,1
2019-10-18 08:14:00,1
2019-10-19 14:12:00,1
2019-10-20 04:30:00,2
2019-10-21 06:17:00,1
2019-10-21 07:37:00,1
2019-10-21 14:09:00,1
2019-10-24 22:11:00,1
2019-10-24 22:17:00,1
2019-10-24 23:14:00,1
2019-10-25 07:25:00,1
2019-10-25 08:44:00,1
2019-10-25 20:48:00,1
2019-10-26 08:20:00,1
2019-10-26 21:27:00,1
2019-10-27 07:21:00,1
2019-10-27 08:34:00,2
2019-10-27 10:43:00,1
2019-10-27 10:57:00,1
2019-10-28 02:40:00,1
2019-10-28 06:06:00,1
2019-10-28 06:31:00,1
2019-10-28 06:35:00,1
2019-10-28 06:37:00,1
2019-10-28 06:38:00,1
2019-10-28 06:45:00,1
2019-10-28 07:00:00,1
2019-10-28 07:21:00,1
2019-10-28 07:23:00,1
2019-10-28 07:25:00,1
