250212,"select [indexMapID], [code], [type], [tableName], [fieldList], [foreignKey] from IndexMap where tableName = # order by [indexMapId]"
2019-01-30 15:04:00,84
2019-01-30 17:41:00,42
2019-01-30 17:42:00,84
2019-01-30 17:53:00,18
2019-01-30 20:14:00,1
2019-01-30 20:16:00,1
2019-01-30 20:18:00,1
2019-01-31 01:45:00,2
2019-01-31 01:46:00,13
2019-01-31 01:47:00,13
2019-01-31 01:48:00,10
2019-01-31 01:49:00,14
2019-01-31 01:50:00,9
2019-01-31 01:51:00,12
2019-01-31 01:52:00,12
2019-01-31 01:53:00,5
2019-01-31 03:41:00,18
2019-01-31 04:11:00,42
2019-01-31 04:30:00,42
2019-01-31 05:05:00,42
2019-01-31 05:24:00,18
2019-01-31 06:47:00,42
2019-01-31 11:15:00,18
2019-01-31 12:03:00,42
2019-01-31 16:19:00,42
2019-01-31 16:24:00,1
2019-01-31 16:50:00,42
2019-01-31 16:51:00,84
2019-01-31 16:53:00,42
2019-01-31 16:55:00,42
2019-01-31 17:31:00,35
2019-01-31 17:32:00,7
2019-01-31 19:00:00,24
2019-01-31 19:01:00,18
2019-01-31 20:12:00,42
2019-01-31 21:40:00,42
2019-01-31 22:08:00,42
2019-01-31 23:15:00,42
2019-02-01 00:16:00,18
2019-02-01 03:48:00,18
2019-02-01 07:22:00,18
2019-02-01 07:43:00,18
2019-02-01 07:54:00,42
2019-02-01 09:07:00,42
2019-02-01 09:18:00,18
2019-02-01 10:03:00,42
2019-02-01 13:34:00,18
2019-02-01 13:48:00,42
2019-02-01 14:23:00,18
2019-02-01 14:37:00,18
2019-02-01 18:47:00,42
2019-02-01 19:50:00,3
2019-02-01 19:51:00,13
2019-02-01 19:52:00,11
2019-02-01 19:53:00,10
2019-02-01 19:54:00,13
2019-02-01 19:55:00,11
2019-02-01 19:56:00,13
2019-02-01 19:57:00,9
2019-02-01 19:58:00,7
2019-02-01 20:16:00,18
2019-02-01 21:23:00,42
2019-02-01 21:38:00,93
2019-02-01 21:39:00,75
2019-02-02 00:40:00,42
2019-02-02 01:51:00,18
2019-02-02 02:02:00,42
2019-02-02 02:32:00,77
2019-02-02 07:56:00,84
2019-02-02 08:46:00,42
2019-02-02 08:47:00,1
2019-02-02 09:08:00,42
2019-02-02 11:41:00,42
2019-02-02 14:42:00,18
2019-02-02 20:39:00,18
2019-02-03 03:01:00,1
2019-02-03 03:56:00,42
2019-02-03 08:20:00,18
2019-02-03 09:08:00,42
2019-02-03 09:58:00,18
2019-02-03 10:05:00,42
2019-02-03 13:03:00,42
2019-02-03 15:04:00,42
2019-02-03 17:51:00,42
2019-02-03 23:18:00,42
2019-02-03 23:57:00,18
2019-02-04 00:18:00,1
2019-02-04 01:22:00,42
2019-02-04 06:17:00,42
2019-02-04 07:18:00,42
2019-02-04 08:18:00,42
2019-02-04 08:54:00,42
2019-02-04 08:57:00,42
2019-02-04 09:01:00,42
2019-02-04 09:23:00,18
2019-02-04 10:56:00,1
2019-02-04 11:28:00,42
2019-02-04 16:20:00,42
2019-02-04 16:24:00,42
2019-02-04 17:30:00,42
2019-02-04 19:02:00,42
2019-02-04 19:36:00,1
2019-02-04 19:37:00,2
2019-02-04 20:49:00,42
2019-02-04 21:08:00,42
2019-02-04 21:30:00,1
2019-02-04 22:07:00,42
2019-02-04 23:34:00,42
2019-02-05 07:05:00,42
2019-02-05 07:08:00,42
2019-02-05 12:23:00,18
2019-02-05 15:36:00,42
2019-02-05 17:03:00,42
2019-02-05 19:13:00,42
2019-02-05 23:38:00,42
2019-02-06 00:24:00,18
2019-02-06 02:12:00,18
2019-02-06 02:48:00,18
2019-02-06 09:45:00,42
2019-02-06 10:05:00,42
2019-02-06 10:06:00,10
2019-02-06 11:46:00,42
2019-02-06 13:03:00,42
2019-02-06 14:02:00,42
2019-02-06 15:53:00,9
2019-02-06 15:54:00,33
2019-02-06 16:49:00,42
2019-02-06 20:35:00,42
2019-02-06 21:22:00,18
2019-02-06 21:30:00,18
2019-02-06 22:35:00,18
2019-02-07 02:20:00,42
2019-02-07 02:34:00,42
2019-02-07 02:41:00,18
2019-02-07 03:10:00,60
2019-02-07 03:53:00,85
2019-02-07 05:15:00,42
2019-02-07 10:42:00,42
2019-02-07 11:54:00,1
2019-02-07 11:58:00,36
2019-02-07 11:59:00,6
2019-02-07 13:03:00,42
2019-02-07 15:56:00,42
2019-02-07 16:47:00,1
2019-02-07 17:00:00,42
2019-02-07 17:34:00,42
2019-02-07 19:21:00,1
2019-02-07 19:43:00,42
2019-02-07 21:14:00,42
2019-02-07 21:50:00,42
2019-02-08 01:38:00,42
2019-02-08 04:15:00,18
2019-02-08 07:30:00,18
2019-02-08 09:33:00,84
2019-02-08 09:56:00,42
2019-02-08 10:35:00,42
2019-02-08 12:09:00,42
2019-02-08 12:29:00,2
2019-02-08 13:45:00,42
2019-02-08 15:32:00,18
2019-02-08 16:08:00,42
2019-02-08 16:20:00,1
2019-02-08 16:58:00,42
2019-02-08 17:30:00,2
2019-02-08 17:31:00,40
2019-02-08 17:38:00,18
2019-02-08 17:43:00,1
2019-02-08 17:44:00,54
2019-02-08 17:45:00,29
2019-02-08 17:49:00,1
2019-02-08 18:25:00,42
2019-02-08 20:18:00,18
2019-02-08 20:39:00,42
2019-02-08 23:13:00,42
2019-02-08 23:50:00,78
2019-02-09 00:39:00,1
2019-02-09 01:42:00,42
2019-02-09 02:27:00,18
2019-02-09 03:03:00,42
2019-02-09 03:08:00,1
2019-02-09 04:01:00,42
2019-02-09 04:43:00,18
2019-02-09 05:00:00,42
2019-02-09 08:03:00,42
2019-02-09 08:04:00,18
2019-02-09 08:05:00,18
2019-02-09 08:10:00,42
2019-02-09 08:59:00,1
2019-02-09 09:46:00,18
2019-02-09 10:52:00,42
2019-02-09 11:05:00,42
2019-02-09 12:35:00,42
2019-02-09 14:03:00,42
2019-02-09 14:23:00,18
2019-02-09 16:47:00,42
2019-02-09 17:52:00,42
2019-02-09 19:36:00,42
2019-02-09 19:58:00,42
2019-02-09 20:41:00,42
2019-02-09 20:50:00,42
2019-02-09 22:19:00,18
2019-02-10 00:20:00,18
2019-02-10 00:27:00,42
2019-02-10 00:28:00,1
2019-02-10 00:33:00,18
2019-02-10 01:43:00,42
2019-02-10 05:33:00,42
2019-02-10 08:08:00,42
2019-02-10 08:52:00,42
2019-02-10 10:10:00,42
2019-02-10 11:59:00,18
2019-02-10 12:37:00,42
2019-02-10 13:25:00,84
2019-02-10 15:00:00,42
2019-02-11 00:00:00,18
2019-02-11 00:24:00,1
2019-02-11 01:27:00,1
2019-02-11 04:07:00,42
2019-02-11 04:48:00,42
2019-02-11 05:55:00,42
2019-02-11 06:15:00,42
2019-02-11 06:19:00,42
2019-02-11 06:38:00,42
2019-02-11 07:29:00,42
2019-02-11 10:16:00,42
2019-02-11 10:49:00,18
2019-02-11 11:04:00,42
2019-02-11 11:50:00,18
2019-02-11 11:55:00,18
2019-02-11 13:44:00,43
2019-02-11 13:49:00,1
2019-02-11 13:57:00,42
2019-02-11 14:03:00,1
2019-02-11 15:04:00,42
2019-02-11 16:24:00,42
2019-02-11 17:51:00,42
2019-02-11 18:34:00,10
2019-02-11 18:35:00,32
2019-02-11 19:10:00,42
2019-02-11 19:55:00,42
2019-02-11 21:07:00,42
2019-02-12 01:54:00,1
2019-02-12 02:55:00,42
2019-02-12 03:18:00,1
2019-02-12 03:19:00,101
2019-02-12 05:59:00,42
2019-02-12 10:58:00,1
2019-02-12 11:42:00,42
2019-02-12 12:05:00,84
2019-02-12 12:58:00,42
2019-02-12 13:45:00,42
2019-02-12 14:37:00,42
2019-02-12 15:03:00,42
2019-02-12 20:15:00,42
2019-02-12 21:01:00,2
2019-02-12 21:02:00,10
2019-02-12 21:03:00,5
2019-02-12 21:04:00,3
2019-02-12 21:05:00,8
2019-02-12 21:06:00,5
2019-02-12 21:07:00,4
2019-02-12 21:08:00,3
2019-02-12 21:09:00,3
2019-02-12 21:10:00,3
2019-02-12 21:11:00,8
2019-02-12 21:15:00,42
2019-02-13 00:01:00,18
2019-02-13 02:51:00,42
2019-02-13 03:34:00,42
2019-02-13 04:54:00,18
2019-02-13 05:31:00,1
2019-02-13 05:44:00,42
2019-02-13 06:25:00,3
2019-02-13 06:54:00,42
2019-02-13 09:01:00,1
2019-02-13 09:02:00,3
2019-02-13 09:03:00,2
2019-02-13 09:04:00,1
2019-02-13 10:59:00,2
2019-02-13 11:00:00,2
2019-02-13 11:01:00,1
2019-02-13 11:21:00,18
2019-02-13 13:06:00,18
2019-02-13 13:19:00,2
2019-02-13 13:20:00,3
2019-02-13 13:21:00,3
2019-02-13 13:22:00,3
2019-02-13 13:49:00,42
2019-02-13 15:16:00,42
2019-02-13 15:29:00,1
2019-02-13 15:59:00,1
2019-02-13 16:00:00,3
2019-02-13 16:01:00,1
2019-02-13 16:13:00,18
2019-02-13 16:37:00,18
2019-02-13 16:43:00,42
2019-02-13 19:32:00,18
