956,"SELECT class, count (*) FROM SpecObj GROUP BY class"
2019-04-03 15:39:00,1
2019-04-04 12:49:00,1
2019-04-05 01:07:00,1
2019-04-05 07:14:00,1
2019-04-06 00:02:00,1
2019-04-06 18:48:00,1
2019-04-07 14:39:00,1
2019-04-07 14:47:00,1
2019-04-07 20:52:00,1
2019-04-08 08:57:00,1
2019-04-08 15:39:00,1
2019-04-08 18:51:00,1
2019-04-08 22:40:00,1
2019-04-09 05:39:00,1
2019-04-09 12:29:00,1
2019-04-09 16:17:00,1
2019-04-09 21:19:00,1
2019-04-09 21:22:00,1
2019-04-09 21:25:00,1
2019-04-10 00:38:00,1
2019-04-10 15:29:00,2
2019-04-11 06:39:00,1
2019-04-13 01:04:00,1
2019-04-13 14:46:00,1
2019-04-14 11:53:00,1
2019-04-15 12:16:00,1
2019-04-15 21:55:00,1
2019-04-16 06:55:00,1
2019-04-16 14:53:00,1
2019-04-16 18:47:00,1
2019-04-17 23:30:00,1
2019-04-18 04:08:00,1
2019-04-18 05:53:00,1
2019-04-18 08:58:00,1
2019-04-18 09:11:00,1
2019-04-18 14:07:00,1
2019-04-18 19:18:00,1
2019-04-18 21:14:00,1
2019-04-18 21:57:00,1
2019-04-19 00:36:00,1
2019-04-19 01:44:00,1
2019-04-19 10:04:00,1
2019-04-19 19:09:00,1
2019-04-20 20:33:00,1
2019-04-21 12:15:00,1
2019-04-21 23:57:00,1
2019-04-22 09:07:00,1
2019-04-22 13:48:00,1
2019-04-22 22:27:00,1
2019-04-23 23:40:00,1
2019-04-24 19:44:00,1
2019-04-26 06:40:00,1
2019-04-26 11:05:00,1
2019-04-27 06:45:00,1
2019-04-28 02:49:00,1
2019-04-28 02:51:00,1
2019-04-28 05:53:00,1
2019-04-28 09:15:00,1
2019-04-28 13:27:00,1
2019-04-29 04:50:00,1
2019-04-29 12:01:00,1
2019-04-29 13:40:00,1
2019-04-29 15:31:00,1
2019-04-29 17:46:00,1
2019-04-29 20:29:00,1
2019-04-30 09:54:00,1
2019-04-30 23:04:00,1
2019-05-01 15:08:00,1
2019-05-02 06:21:00,1
2019-05-02 11:23:00,1
2019-05-02 17:40:00,1
2019-05-03 04:44:00,1
2019-05-03 09:07:00,1
2019-05-03 14:48:00,1
2019-05-03 17:29:00,1
2019-05-03 23:28:00,1
2019-05-04 12:43:00,1
2019-05-04 14:22:00,1
2019-05-04 14:33:00,1
2019-05-06 07:06:00,1
2019-05-06 08:01:00,1
2019-05-06 09:06:00,1
2019-05-06 14:52:00,1
2019-05-10 16:25:00,1
2019-05-10 23:43:00,1
2019-05-11 05:16:00,1
2019-05-11 06:46:00,1
2019-05-12 06:02:00,1
2019-05-12 08:40:00,1
2019-05-13 02:34:00,1
2019-05-13 08:35:00,1
2019-05-13 15:06:00,1
2019-05-13 22:24:00,1
2019-05-14 07:37:00,1
2019-05-14 15:09:00,1
2019-05-14 19:39:00,1
2019-05-15 04:52:00,1
2019-05-15 22:21:00,1
2019-05-16 00:00:00,1
2019-05-16 00:44:00,1
2019-05-16 23:02:00,1
2019-05-17 03:56:00,1
2019-05-17 03:57:00,1
2019-05-17 04:19:00,1
2019-05-17 04:30:00,1
2019-05-17 05:10:00,1
2019-05-17 12:40:00,1
2019-05-18 20:36:00,1
2019-05-18 21:25:00,1
2019-05-18 22:03:00,1
2019-05-19 08:52:00,1
2019-05-19 10:22:00,1
2019-05-20 17:17:00,1
2019-05-20 18:36:00,1
2019-05-21 02:34:00,1
2019-05-21 02:37:00,1
2019-05-21 03:24:00,1
2019-05-21 10:17:00,1
2019-05-21 18:20:00,1
2019-05-21 21:31:00,1
2019-05-22 17:53:00,1
2019-05-22 21:10:00,1
2019-05-23 04:25:00,1
2019-05-23 06:26:00,1
2019-05-23 10:03:00,1
2019-05-23 12:22:00,1
2019-05-23 13:36:00,1
2019-05-23 16:57:00,1
2019-05-24 02:16:00,1
2019-05-24 08:57:00,1
2019-05-24 09:25:00,1
2019-05-24 13:35:00,1
2019-05-24 17:29:00,1
2019-05-24 19:07:00,1
2019-05-24 19:54:00,1
2019-05-24 20:25:00,1
2019-05-24 23:57:00,1
2019-05-25 02:32:00,1
2019-05-27 12:09:00,1
2019-05-28 15:14:00,1
2019-05-28 20:40:00,1
2019-05-29 03:57:00,1
2019-05-29 12:07:00,1
2019-05-30 02:48:00,1
2019-05-30 09:52:00,1
2019-05-30 16:04:00,1
2019-05-30 17:30:00,1
2019-05-30 21:02:00,1
2019-05-30 21:11:00,1
2019-05-30 22:50:00,1
2019-05-31 01:17:00,1
2019-05-31 11:26:00,1
2019-06-02 08:58:00,1
2019-06-04 08:12:00,1
2019-06-04 19:22:00,1
2019-06-05 17:44:00,1
2019-06-06 07:24:00,1
2019-06-07 01:43:00,1
2019-06-07 14:22:00,1
2019-06-08 22:28:00,1
2019-06-10 20:22:00,1
2019-06-10 21:07:00,1
2019-06-10 21:24:00,1
2019-06-11 00:05:00,1
2019-06-11 01:05:00,1
2019-06-11 02:05:00,1
2019-06-11 15:00:00,1
2019-06-11 16:14:00,1
2019-06-12 15:40:00,1
2019-06-12 22:28:00,1
2019-06-13 04:20:00,1
2019-06-13 04:23:00,1
2019-06-13 04:26:00,1
2019-06-13 15:31:00,1
2019-06-13 21:07:00,1
2019-06-14 05:57:00,1
2019-06-14 17:50:00,1
2019-06-14 22:25:00,1
2019-06-15 09:30:00,1
2019-06-15 11:38:00,1
2019-06-15 15:04:00,1
2019-06-15 20:14:00,1
2019-06-16 16:50:00,1
2019-06-16 16:55:00,1
2019-06-17 09:53:00,1
2019-06-18 11:53:00,1
2019-06-18 13:17:00,1
2019-06-18 14:51:00,1
2019-06-18 16:16:00,1
2019-06-19 11:55:00,1
2019-06-20 00:13:00,1
2019-06-20 03:45:00,1
2019-06-20 03:58:00,1
2019-06-21 00:54:00,1
2019-06-21 06:34:00,1
2019-06-22 14:47:00,1
2019-06-22 17:41:00,1
2019-06-22 20:56:00,1
2019-06-23 03:27:00,1
2019-06-23 03:29:00,1
2019-06-23 15:52:00,1
2019-06-23 17:08:00,1
2019-06-23 23:00:00,1
2019-06-24 00:46:00,1
2019-06-24 06:59:00,1
2019-06-24 12:01:00,1
2019-06-25 08:52:00,1
2019-06-25 12:35:00,1
2019-06-25 15:49:00,1
2019-06-25 19:10:00,1
2019-06-25 19:42:00,1
2019-06-25 23:38:00,1
2019-06-26 07:04:00,1
2019-06-26 14:03:00,1
2019-06-26 15:53:00,1
2019-06-27 01:57:00,1
2019-06-27 08:32:00,1
2019-06-27 19:59:00,1
2019-06-28 03:22:00,1
2019-06-28 03:36:00,1
2019-06-28 06:19:00,1
2019-06-28 12:04:00,1
2019-06-28 12:23:00,1
2019-06-29 05:36:00,1
2019-06-29 14:26:00,1
2019-07-01 08:07:00,1
2019-07-01 09:55:00,1
2019-07-01 21:28:00,1
2019-07-02 01:33:00,1
2019-07-02 05:33:00,2
2019-07-02 09:36:00,1
2019-07-02 14:33:00,1
2019-07-02 15:20:00,1
2019-07-02 18:01:00,1
2019-07-02 19:47:00,1
2019-07-03 09:13:00,1
2019-07-03 14:24:00,1
2019-07-05 00:34:00,1
2019-07-05 15:40:00,1
2019-07-06 02:05:00,1
2019-07-06 07:27:00,1
2019-07-06 23:40:00,1
2019-07-07 10:36:00,1
2019-07-08 04:49:00,1
2019-07-08 12:37:00,1
2019-07-08 17:04:00,1
2019-07-08 23:29:00,1
2019-07-09 19:34:00,1
2019-07-10 02:01:00,1
2019-07-10 03:03:00,1
2019-07-12 00:47:00,1
2019-07-12 02:41:00,1
2019-07-12 10:11:00,1
2019-07-12 17:16:00,1
2019-07-12 19:16:00,1
2019-07-12 21:57:00,1
2019-07-12 21:59:00,1
2019-07-13 04:14:00,1
2019-07-14 01:30:00,1
2019-07-14 07:42:00,1
2019-07-14 08:17:00,1
2019-07-14 17:31:00,1
2019-07-14 19:21:00,1
2019-07-14 20:03:00,1
2019-07-18 09:45:00,1
2019-07-18 23:15:00,1
2019-07-19 22:09:00,1
2019-07-19 23:18:00,1
2019-07-20 00:24:00,1
2019-07-20 03:54:00,1
2019-07-20 04:21:00,1
2019-07-20 05:32:00,1
2019-07-20 18:33:00,1
2019-07-21 02:14:00,1
2019-07-21 06:55:00,1
2019-07-21 18:06:00,1
2019-07-21 18:08:00,1
2019-07-22 03:51:00,1
2019-07-22 05:32:00,1
2019-07-23 06:49:00,1
2019-07-23 15:06:00,1
2019-07-24 02:13:00,1
2019-07-24 08:17:00,1
2019-07-24 17:34:00,1
2019-07-24 18:51:00,1
2019-07-24 19:15:00,1
2019-07-25 05:14:00,1
2019-07-25 13:20:00,1
2019-07-25 16:14:00,1
2019-07-25 23:08:00,1
2019-07-26 03:28:00,1
2019-07-26 16:18:00,1
2019-07-27 06:30:00,1
2019-07-27 13:23:00,1
2019-07-28 00:56:00,1
2019-07-28 07:53:00,1
2019-07-28 19:50:00,1
2019-07-29 16:24:00,1
2019-07-29 19:36:00,1
2019-07-30 02:12:00,1
2019-07-30 03:08:00,1
2019-07-30 06:10:00,1
2019-07-30 08:00:00,1
2019-07-30 10:07:00,1
2019-07-31 02:34:00,1
2019-07-31 02:35:00,1
2019-08-01 09:02:00,1
2019-08-01 13:28:00,1
2019-08-01 17:45:00,1
2019-08-01 20:07:00,1
2019-08-04 18:23:00,1
2019-08-04 20:56:00,1
2019-08-04 21:16:00,1
2019-08-05 03:25:00,1
2019-08-05 14:24:00,1
2019-08-05 19:06:00,1
2019-08-05 20:28:00,1
2019-08-06 02:39:00,1
2019-08-08 18:17:00,1
2019-08-09 14:51:00,1
2019-08-09 17:47:00,1
2019-08-10 23:48:00,1
2019-08-11 12:01:00,1
2019-08-11 19:57:00,1
2019-08-12 14:54:00,1
2019-08-12 14:58:00,1
2019-08-12 16:12:00,1
2019-08-12 19:53:00,1
2019-08-13 14:51:00,1
2019-08-13 18:57:00,1
2019-08-14 22:52:00,1
2019-08-15 03:55:00,1
2019-08-16 07:08:00,1
2019-08-16 11:43:00,1
2019-08-16 19:21:00,1
2019-08-16 23:48:00,1
2019-08-17 09:17:00,1
2019-08-18 04:08:00,1
2019-08-20 17:14:00,1
2019-08-20 23:08:00,1
2019-08-21 04:48:00,1
2019-08-22 05:49:00,1
2019-08-22 07:41:00,1
2019-08-23 01:44:00,1
2019-08-23 08:02:00,1
2019-08-23 14:25:00,1
2019-08-25 05:05:00,1
2019-08-27 12:34:00,1
2019-08-27 21:59:00,1
2019-08-27 23:23:00,1
2019-08-28 17:43:00,1
2019-08-30 04:35:00,1
2019-08-30 11:15:00,1
2019-08-30 13:43:00,1
2019-08-30 14:00:00,1
2019-08-31 08:42:00,1
2019-08-31 13:10:00,1
2019-08-31 15:53:00,1
2019-09-01 04:26:00,1
2019-09-01 07:01:00,1
2019-09-01 07:49:00,1
2019-09-01 14:09:00,1
2019-09-02 09:10:00,1
2019-09-02 13:07:00,1
2019-09-03 11:12:00,1
2019-09-03 15:40:00,1
2019-09-03 15:59:00,1
2019-09-04 09:41:00,1
2019-09-04 12:37:00,1
2019-09-05 22:36:00,1
2019-09-05 22:53:00,1
2019-09-06 22:00:00,1
2019-09-07 10:40:00,1
2019-09-07 16:53:00,1
2019-09-07 17:49:00,1
2019-09-08 06:18:00,1
2019-09-08 09:35:00,1
2019-09-08 15:08:00,1
2019-09-10 07:18:00,1
2019-09-11 12:09:00,1
2019-09-11 21:45:00,1
2019-09-12 00:24:00,1
2019-09-12 06:46:00,1
2019-09-12 07:47:00,1
2019-09-13 00:38:00,1
2019-09-13 05:11:00,1
2019-09-14 17:55:00,1
2019-09-15 05:48:00,1
2019-09-15 07:04:00,1
2019-09-15 08:04:00,1
2019-09-16 12:45:00,1
2019-09-16 16:50:00,1
2019-09-16 20:05:00,1
2019-09-17 02:20:00,1
2019-09-17 10:15:00,1
2019-09-17 14:19:00,1
2019-09-17 20:11:00,1
2019-09-18 07:07:00,1
2019-09-18 08:23:00,1
2019-09-18 10:53:00,1
2019-09-18 13:23:00,1
2019-09-18 13:28:00,1
2019-09-18 13:32:00,1
2019-09-18 18:29:00,1
2019-09-18 21:14:00,1
2019-09-19 00:22:00,1
2019-09-19 08:25:00,1
2019-09-19 14:20:00,1
2019-09-19 14:58:00,1
2019-09-20 00:28:00,1
2019-09-20 00:39:00,1
2019-09-20 01:05:00,1
2019-09-20 04:18:00,1
2019-09-20 08:48:00,1
2019-09-20 15:13:00,1
2019-09-20 16:07:00,1
2019-09-20 22:14:00,1
2019-09-21 12:23:00,1
2019-09-23 04:15:00,1
2019-09-23 05:10:00,1
2019-09-23 18:21:00,1
2019-09-24 01:11:00,1
2019-09-25 00:53:00,1
2019-09-25 03:25:00,1
2019-09-25 06:10:00,1
2019-09-25 07:13:00,1
2019-09-26 04:18:00,1
2019-09-26 05:21:00,1
2019-09-26 18:47:00,1
2019-09-26 23:25:00,1
2019-09-27 14:20:00,1
2019-09-28 00:00:00,1
2019-09-28 04:51:00,1
2019-09-28 14:43:00,1
2019-09-29 03:53:00,1
2019-09-29 07:44:00,1
2019-09-29 18:41:00,1
2019-09-29 21:41:00,1
2019-09-29 22:44:00,1
2019-09-30 01:49:00,1
2019-09-30 07:57:00,1
2019-09-30 10:26:00,1
2019-10-01 01:58:00,1
2019-10-01 18:43:00,1
2019-10-02 06:11:00,1
2019-10-02 08:58:00,1
2019-10-02 12:47:00,1
2019-10-03 12:42:00,1
2019-10-03 14:27:00,1
2019-10-03 17:16:00,1
2019-10-03 18:03:00,1
2019-10-03 20:47:00,1
2019-10-03 20:48:00,1
2019-10-04 01:07:00,1
2019-10-04 02:29:00,1
2019-10-04 10:54:00,1
2019-10-04 16:30:00,1
2019-10-05 14:30:00,1
2019-10-06 12:51:00,1
2019-10-07 06:29:00,1
2019-10-08 01:29:00,1
2019-10-08 02:49:00,1
2019-10-08 19:44:00,1
2019-10-08 20:59:00,1
2019-10-09 10:55:00,1
2019-10-09 16:24:00,1
2019-10-10 05:02:00,1
2019-10-10 07:59:00,1
2019-10-10 10:34:00,1
2019-10-10 12:53:00,1
2019-10-11 02:11:00,1
2019-10-12 13:48:00,1
2019-10-13 01:48:00,1
2019-10-13 12:10:00,1
2019-10-13 16:03:00,1
2019-10-14 00:24:00,1
2019-10-14 02:47:00,1
2019-10-15 11:19:00,2
2019-10-15 19:47:00,1
2019-10-15 23:05:00,1
2019-10-16 01:40:00,1
2019-10-16 23:06:00,1
2019-10-17 05:07:00,1
2019-10-17 08:22:00,1
2019-10-17 12:01:00,1
2019-10-17 16:45:00,1
2019-10-19 10:01:00,1
2019-10-19 17:40:00,1
2019-10-19 22:59:00,1
2019-10-20 04:34:00,1
2019-10-21 00:25:00,1
2019-10-21 00:51:00,1
2019-10-21 02:17:00,1
2019-10-21 02:31:00,1
2019-10-21 07:19:00,1
2019-10-21 14:17:00,1
2019-10-21 16:54:00,1
2019-10-22 03:58:00,1
2019-10-22 04:38:00,1
2019-10-22 10:11:00,1
2019-10-22 14:09:00,1
2019-10-22 19:10:00,1
2019-10-22 20:08:00,1
2019-10-22 20:28:00,1
2019-10-22 21:02:00,1
2019-10-22 21:12:00,1
2019-10-22 21:33:00,1
2019-10-23 00:10:00,1
2019-10-23 14:56:00,1
2019-10-23 20:03:00,1
2019-10-24 04:09:00,1
2019-10-24 09:49:00,1
2019-10-24 11:26:00,1
2019-10-24 12:57:00,1
2019-10-24 13:58:00,1
2019-10-24 16:37:00,1
2019-10-24 21:28:00,1
2019-10-24 21:39:00,1
2019-10-24 21:54:00,1
2019-10-24 23:49:00,1
2019-10-25 00:13:00,1
2019-10-25 00:37:00,1
2019-10-25 00:48:00,1
2019-10-25 09:22:00,1
2019-10-25 16:17:00,1
2019-10-26 02:44:00,1
2019-10-26 04:31:00,1
2019-10-26 18:06:00,1
2019-10-26 19:36:00,1
2019-10-27 10:11:00,1
2019-10-29 16:10:00,1
2019-10-30 09:58:00,1
2019-10-30 20:53:00,1
2019-10-30 23:48:00,1
2019-10-31 04:12:00,1
2019-11-01 05:31:00,1
2019-11-01 07:06:00,1
2019-11-01 08:09:00,1
2019-11-01 23:05:00,1
2019-11-02 00:52:00,1
2019-11-02 01:11:00,1
2019-11-02 02:53:00,1
2019-11-02 05:09:00,1
2019-11-02 07:10:00,1
2019-11-02 07:46:00,1
2019-11-02 20:33:00,1
2019-11-02 20:55:00,1
2019-11-03 16:13:00,1
2019-11-03 17:42:00,1
2019-11-04 12:50:00,1
2019-11-04 16:23:00,1
2019-11-05 03:31:00,1
2019-11-07 06:17:00,1
2019-11-07 12:39:00,1
2019-11-08 17:04:00,1
2019-11-08 20:06:00,1
2019-11-09 08:14:00,1
2019-11-09 15:45:00,1
2019-11-10 11:21:00,1
2019-11-10 13:34:00,1
2019-11-11 13:14:00,1
2019-11-13 04:45:00,1
2019-11-13 18:29:00,1
2019-11-13 19:03:00,1
2019-11-13 23:44:00,1
2019-11-13 23:47:00,1
2019-11-14 08:41:00,1
2019-11-14 12:24:00,1
2019-11-14 18:24:00,1
2019-11-14 18:26:00,1
2019-11-14 19:08:00,1
2019-11-14 19:36:00,1
2019-11-15 01:31:00,1
2019-11-15 01:56:00,1
2019-11-15 08:33:00,1
2019-11-15 13:51:00,1
2019-11-15 16:22:00,1
2019-11-15 17:07:00,1
2019-11-15 22:32:00,1
2019-11-16 03:58:00,1
2019-11-16 04:29:00,1
2019-11-16 04:55:00,1
2019-11-16 11:41:00,1
2019-11-18 20:41:00,1
2019-11-19 02:01:00,1
2019-11-19 17:12:00,1
2019-11-19 18:21:00,1
2019-11-20 03:22:00,1
2019-11-20 04:50:00,1
2019-11-20 12:38:00,1
2019-11-21 20:12:00,1
2019-11-22 07:52:00,1
2019-11-22 13:08:00,1
2019-11-22 18:43:00,1
2019-11-23 00:35:00,1
2019-11-23 05:43:00,1
2019-11-23 14:34:00,1
2019-11-24 13:44:00,1
2019-11-24 18:20:00,1
2019-11-27 05:18:00,1
2019-11-28 06:31:00,1
2019-11-28 06:47:00,1
2019-11-28 20:44:00,1
2019-11-28 23:46:00,1
2019-11-29 01:56:00,1
2019-11-30 00:10:00,1
2019-11-30 23:33:00,1
2019-12-01 05:37:00,1
2019-12-01 13:51:00,1
2019-12-01 18:04:00,1
2019-12-03 00:02:00,1
2019-12-03 01:13:00,1
2019-12-03 07:55:00,1
2019-12-03 08:01:00,1
2019-12-03 08:32:00,1
2019-12-03 14:45:00,1
2019-12-04 07:48:00,1
2019-12-04 08:36:00,1
2019-12-04 11:18:00,1
2019-12-04 11:21:00,1
2019-12-04 20:28:00,1
2019-12-04 23:18:00,1
2019-12-05 00:08:00,1
2019-12-05 00:26:00,1
2019-12-05 00:59:00,1
2019-12-05 01:15:00,1
2019-12-05 08:35:00,1
2019-12-05 10:05:00,1
2019-12-05 11:02:00,1
2019-12-05 11:15:00,1
2019-12-05 12:53:00,1
2019-12-05 13:39:00,1
2019-12-05 19:15:00,1
2019-12-05 20:13:00,1
2019-12-06 19:41:00,1
2019-12-06 21:22:00,1
2019-12-07 20:52:00,1
2019-12-09 06:17:00,1
2019-12-09 17:45:00,1
2019-12-09 18:56:00,1
2019-12-10 04:39:00,1
2019-12-11 08:36:00,1
2019-12-11 10:40:00,1
2019-12-11 23:40:00,1
2019-12-12 00:26:00,1
2019-12-12 05:18:00,1
2019-12-12 06:09:00,1
2019-12-12 10:01:00,1
2019-12-12 13:01:00,1
2019-12-13 09:26:00,1
2019-12-13 10:23:00,1
2019-12-13 11:42:00,1
2019-12-13 12:49:00,1
2019-12-14 03:35:00,1
2019-12-14 06:16:00,1
2019-12-14 10:27:00,1
2019-12-14 12:33:00,1
2019-12-14 12:44:00,1
2019-12-16 03:01:00,1
2019-12-16 12:23:00,1
2019-12-16 22:27:00,1
2019-12-17 00:23:00,1
2019-12-17 04:15:00,1
2019-12-17 17:41:00,1
2019-12-18 01:04:00,1
2019-12-18 01:31:00,1
2019-12-18 09:18:00,1
2019-12-18 10:09:00,1
2019-12-18 11:04:00,1
2019-12-19 19:20:00,1
2019-12-20 08:59:00,1
2019-12-20 09:33:00,1
2019-12-20 12:47:00,1
2019-12-20 15:15:00,1
2019-12-20 17:20:00,1
2019-12-21 04:55:00,1
2019-12-21 17:17:00,1
2019-12-22 04:13:00,2
2019-12-22 10:11:00,1
2019-12-22 14:55:00,1
2019-12-22 23:32:00,1
2019-12-23 08:02:00,1
2019-12-23 19:04:00,1
