548,"SELECT TOP # photoobj.run, photoobj.camcol, photoobj.field, photoobj.obj, photoobj.psfmag_u, photoobj.psfmag_g, photoobj.psfmag_r, photoobj.psfmag_i, photoobj.psfmag_z, photoobj.ra as photoobj_ra, photoobj.dec as photoobj_dec, star.apstar_id, star.ra as star_ra, star.dec as star_dec, aspcap.teff, aspcap.param_m_h, aspcap.logg FROM apogeeStar AS star CROSS APPLY dbo.fGetNearestObjEq (star.ra, star.dec, #) AS near JOIN photoobj ON near.objid = photoobj.objid JOIN aspcapStar as aspcap ON star.apstar_id = aspcap.apstar_id WHERE star.glat > #. and aspcap.teff > #"
2019-02-07 22:18:00,1
2019-02-08 18:13:00,1
2019-02-08 22:20:00,1
2019-02-09 01:06:00,1
2019-02-09 04:35:00,1
2019-02-09 18:50:00,1
2019-02-10 03:09:00,1
2019-02-10 05:21:00,1
2019-02-10 05:52:00,1
2019-02-10 05:55:00,1
2019-02-10 09:44:00,1
2019-02-11 11:15:00,1
2019-02-12 01:40:00,1
2019-02-12 18:10:00,1
2019-02-13 06:56:00,1
2019-02-13 15:55:00,2
2019-02-13 16:30:00,1
2019-02-14 12:12:00,1
2019-02-14 15:28:00,1
2019-02-14 18:52:00,1
2019-02-14 22:24:00,1
2019-02-17 14:24:00,1
2019-02-18 03:07:00,1
2019-02-19 18:28:00,1
2019-02-20 03:50:00,1
2019-02-21 01:43:00,1
2019-02-21 15:53:00,1
2019-02-21 18:51:00,1
2019-02-21 20:18:00,1
2019-02-22 07:07:00,1
2019-02-23 01:31:00,1
2019-02-26 01:09:00,1
2019-02-27 19:52:00,1
2019-02-27 22:32:00,1
2019-02-28 03:35:00,1
2019-02-28 07:45:00,1
2019-02-28 17:54:00,1
2019-03-01 08:05:00,1
2019-03-01 10:26:00,1
2019-03-01 12:59:00,1
2019-03-01 17:22:00,1
2019-03-01 22:35:00,1
2019-03-02 02:10:00,1
2019-03-03 02:52:00,1
2019-03-03 05:43:00,1
2019-03-03 23:41:00,1
2019-03-05 07:35:00,1
2019-03-05 08:54:00,1
2019-03-06 13:59:00,1
2019-03-06 17:17:00,1
2019-03-07 10:58:00,1
2019-03-08 13:56:00,1
2019-03-09 01:38:00,1
2019-03-10 18:13:00,1
2019-03-11 17:15:00,1
2019-03-13 02:15:00,1
2019-03-13 08:33:00,1
2019-03-13 15:19:00,1
2019-03-14 15:14:00,1
2019-03-15 01:37:00,1
2019-03-15 18:06:00,1
2019-03-16 14:18:00,1
2019-03-18 14:00:00,1
2019-03-19 17:12:00,1
2019-03-19 17:13:00,5
2019-03-19 17:15:00,5
2019-03-19 17:17:00,2
2019-03-19 17:19:00,1
2019-03-20 05:44:00,1
2019-03-20 21:17:00,1
2019-03-21 05:03:00,1
2019-03-22 07:28:00,1
2019-03-23 23:59:00,1
2019-03-25 13:16:00,1
2019-03-26 08:35:00,1
2019-03-26 12:20:00,1
2019-03-26 19:55:00,1
2019-03-26 20:30:00,1
2019-03-26 20:58:00,1
2019-03-27 19:53:00,1
2019-03-28 16:16:00,1
2019-03-28 20:00:00,1
2019-03-30 17:52:00,1
2019-03-31 18:40:00,1
2019-04-01 18:26:00,1
2019-04-01 22:19:00,1
2019-04-02 13:01:00,1
2019-04-04 21:17:00,1
2019-04-07 05:47:00,1
2019-04-07 15:08:00,1
2019-04-08 15:38:00,1
2019-04-08 18:50:00,1
2019-04-09 18:58:00,1
2019-04-09 21:17:00,1
2019-04-09 21:22:00,1
2019-04-09 21:23:00,1
2019-04-09 22:53:00,1
2019-04-10 00:37:00,1
2019-04-10 18:15:00,1
2019-04-11 02:53:00,2
2019-04-11 05:42:00,1
2019-04-15 20:01:00,1
2019-04-16 03:42:00,1
2019-04-16 18:46:00,1
2019-04-17 18:13:00,1
2019-04-17 21:30:00,1
2019-04-18 17:16:00,1
2019-04-18 21:56:00,1
2019-04-19 00:26:00,1
2019-04-19 01:42:00,1
2019-04-19 19:07:00,1
2019-04-19 22:56:00,1
2019-04-21 04:33:00,1
2019-04-22 12:43:00,1
2019-04-23 06:31:00,2
2019-04-24 03:05:00,1
2019-04-26 15:48:00,1
2019-04-27 10:36:00,1
2019-04-27 11:55:00,1
2019-04-28 11:01:00,1
2019-04-28 12:03:00,1
2019-04-28 13:26:00,1
2019-04-28 22:26:00,1
2019-04-29 08:27:00,1
2019-04-30 07:12:00,1
2019-05-01 15:05:00,1
2019-05-02 11:21:00,1
2019-05-02 21:55:00,1
2019-05-02 23:27:00,1
2019-05-03 14:48:00,1
2019-05-03 17:28:00,1
2019-05-04 22:49:00,1
2019-05-06 20:06:00,1
2019-05-09 13:13:00,1
2019-05-10 16:25:00,1
2019-05-11 11:51:00,1
2019-05-12 03:27:00,1
2019-05-13 09:09:00,1
2019-05-13 10:52:00,1
2019-05-13 17:19:00,1
2019-05-13 22:36:00,1
2019-05-14 01:41:00,1
2019-05-14 01:43:00,1
2019-05-15 23:58:00,1
2019-05-16 00:43:00,1
2019-05-17 15:40:00,1
2019-05-18 20:35:00,1
2019-05-18 21:24:00,1
2019-05-18 22:02:00,1
2019-05-19 12:33:00,1
2019-05-21 06:14:00,1
2019-05-21 13:08:00,1
2019-05-21 18:31:00,1
2019-05-21 20:03:00,1
2019-05-21 22:01:00,1
2019-05-22 08:22:00,1
2019-05-22 08:56:00,1
2019-05-23 02:50:00,1
2019-05-23 04:26:00,1
2019-05-23 09:52:00,1
2019-05-23 10:01:00,1
2019-05-23 13:34:00,1
2019-05-24 00:25:00,1
2019-05-24 08:57:00,1
2019-05-24 13:33:00,1
2019-05-24 23:00:00,1
2019-05-25 00:04:00,1
2019-05-25 00:23:00,1
2019-05-27 12:47:00,1
2019-05-29 03:45:00,1
2019-05-30 20:09:00,1
2019-05-30 22:13:00,1
2019-05-31 00:09:00,1
2019-05-31 04:13:00,1
2019-06-04 15:27:00,1
2019-06-10 21:06:00,1
2019-06-10 21:22:00,1
2019-06-12 05:18:00,1
2019-06-13 12:54:00,1
2019-06-13 21:24:00,1
2019-06-14 09:08:00,1
2019-06-15 00:09:00,1
2019-06-15 09:28:00,1
2019-06-16 19:44:00,1
2019-06-17 11:28:00,1
2019-06-18 11:52:00,1
2019-06-18 13:15:00,1
2019-06-18 14:48:00,1
2019-06-18 14:49:00,1
2019-06-19 03:06:00,1
2019-06-20 00:12:00,1
2019-06-20 03:56:00,1
2019-06-21 07:08:00,1
2019-06-21 11:30:00,1
2019-06-23 15:59:00,1
2019-06-24 00:51:00,1
2019-06-25 12:34:00,1
2019-06-25 23:37:00,1
2019-06-26 05:20:00,1
2019-06-26 11:57:00,1
2019-06-27 03:05:00,1
2019-06-27 04:41:00,1
2019-06-27 11:23:00,1
2019-06-29 05:31:00,1
2019-06-29 17:28:00,1
2019-06-29 17:52:00,1
2019-07-01 11:02:00,1
2019-07-01 21:27:00,1
2019-07-02 01:32:00,1
2019-07-02 03:24:00,1
2019-07-02 15:18:00,1
2019-07-02 16:09:00,1
2019-07-02 19:45:00,1
2019-07-05 21:12:00,2
2019-07-05 21:57:00,1
2019-07-07 02:45:00,1
2019-07-07 15:51:00,1
2019-07-07 22:44:00,1
2019-07-09 05:45:00,1
2019-07-11 11:21:00,1
2019-07-12 19:15:00,1
2019-07-14 18:30:00,1
2019-07-14 20:31:00,1
2019-07-15 06:33:00,1
2019-07-16 23:10:00,1
2019-07-18 12:44:00,1
2019-07-18 14:46:00,1
2019-07-19 00:41:00,1
2019-07-20 00:23:00,1
2019-07-20 01:21:00,1
2019-07-20 03:45:00,1
2019-07-20 04:52:00,1
2019-07-20 05:31:00,1
2019-07-22 02:44:00,1
2019-07-22 05:32:00,1
2019-07-23 03:56:00,1
2019-07-23 15:48:00,1
2019-07-24 02:12:00,1
2019-07-24 08:15:00,1
2019-07-25 20:09:00,1
2019-07-25 23:08:00,1
2019-07-27 07:12:00,1
2019-07-27 19:37:00,1
2019-07-28 02:40:00,1
2019-07-28 22:53:00,1
2019-07-29 00:27:00,1
2019-07-29 09:48:00,1
2019-07-29 19:12:00,1
2019-07-29 20:50:00,1
2019-07-29 23:20:00,1
2019-07-30 11:44:00,1
2019-07-30 17:37:00,1
2019-07-30 19:27:00,1
2019-07-31 05:16:00,1
2019-07-31 18:56:00,1
2019-08-01 22:21:00,1
2019-08-04 21:07:00,1
2019-08-04 21:09:00,1
2019-08-05 00:14:00,1
2019-08-05 21:24:00,1
2019-08-06 02:38:00,1
2019-08-09 08:42:00,1
2019-08-09 17:59:00,1
2019-08-10 11:39:00,1
2019-08-11 15:20:00,1
2019-08-12 03:57:00,1
2019-08-12 21:28:00,1
2019-08-13 17:49:00,1
2019-08-13 19:08:00,2
2019-08-14 22:51:00,1
2019-08-15 03:54:00,1
2019-08-16 15:57:00,1
2019-08-16 23:46:00,1
2019-08-17 09:16:00,1
2019-08-17 17:18:00,1
2019-08-18 06:07:00,1
2019-08-18 11:53:00,1
2019-08-19 11:51:00,1
2019-08-21 04:46:00,1
2019-08-21 05:12:00,1
2019-08-23 01:44:00,1
2019-08-23 08:01:00,1
2019-08-23 14:33:00,1
2019-08-24 12:15:00,1
2019-08-25 00:35:00,1
2019-08-25 05:27:00,1
2019-08-25 13:20:00,1
2019-08-26 16:12:00,1
2019-08-30 11:14:00,1
2019-08-30 13:12:00,1
2019-08-31 19:33:00,1
2019-08-31 21:44:00,1
2019-09-01 20:18:00,1
2019-09-02 12:58:00,1
2019-09-03 20:22:00,1
2019-09-06 21:59:00,1
2019-09-07 10:38:00,1
2019-09-07 18:58:00,1
2019-09-08 09:35:00,1
2019-09-08 10:36:00,1
2019-09-08 12:28:00,1
2019-09-08 18:14:00,1
2019-09-09 18:03:00,1
2019-09-11 19:45:00,1
2019-09-11 23:13:00,1
2019-09-13 00:36:00,1
2019-09-13 05:11:00,1
2019-09-13 21:38:00,2
2019-09-14 17:55:00,1
2019-09-15 00:01:00,1
2019-09-15 06:35:00,1
2019-09-15 07:02:00,1
2019-09-15 08:04:00,1
2019-09-15 08:53:00,1
2019-09-16 15:45:00,1
2019-09-16 21:21:00,1
2019-09-17 00:03:00,1
2019-09-17 14:06:00,1
2019-09-17 18:08:00,1
2019-09-18 12:32:00,1
2019-09-19 00:34:00,1
2019-09-19 03:28:00,1
2019-09-19 18:25:00,1
2019-09-19 19:16:00,1
2019-09-20 03:09:00,1
2019-09-20 07:05:00,1
2019-09-20 11:33:00,1
2019-09-20 19:46:00,1
2019-09-22 19:04:00,1
2019-09-24 00:54:00,1
2019-09-24 16:01:00,1
2019-09-25 07:48:00,1
2019-09-27 23:35:00,1
2019-09-28 04:50:00,1
2019-09-29 08:40:00,1
2019-09-29 19:22:00,1
2019-09-30 01:48:00,1
2019-09-30 07:55:00,1
2019-10-03 16:57:00,1
2019-10-03 17:37:00,1
2019-10-04 04:07:00,1
2019-10-04 14:23:00,1
2019-10-05 01:27:00,1
2019-10-08 19:53:00,1
2019-10-09 23:57:00,1
2019-10-10 07:59:00,1
2019-10-10 14:55:00,1
2019-10-11 05:08:00,1
2019-10-12 00:04:00,1
2019-10-13 09:03:00,1
2019-10-14 00:59:00,1
2019-10-14 05:42:00,1
2019-10-14 07:15:00,1
2019-10-16 11:28:00,1
2019-10-17 05:51:00,1
2019-10-17 20:18:00,1
2019-10-19 10:00:00,1
2019-10-19 10:24:00,1
2019-10-19 17:38:00,1
2019-10-21 02:40:00,1
2019-10-22 03:56:00,1
2019-10-22 08:10:00,1
2019-10-22 10:09:00,1
2019-10-22 13:22:00,1
2019-10-22 15:56:00,1
2019-10-22 20:26:00,1
2019-10-23 21:42:00,1
2019-10-24 09:48:00,1
2019-10-24 11:06:00,1
2019-10-24 16:36:00,1
2019-10-24 21:38:00,1
2019-10-25 00:36:00,1
2019-10-25 00:46:00,1
2019-10-26 18:04:00,1
2019-10-26 19:35:00,1
2019-10-27 10:09:00,1
2019-10-29 16:25:00,1
2019-10-29 21:48:00,1
2019-10-30 23:46:00,1
2019-10-31 04:11:00,1
2019-11-01 10:09:00,1
2019-11-02 01:10:00,1
2019-11-02 07:09:00,1
2019-11-02 08:09:00,1
2019-11-02 11:33:00,1
2019-11-02 21:28:00,1
2019-11-04 16:52:00,1
2019-11-05 02:36:00,1
2019-11-05 06:42:00,1
2019-11-08 19:59:00,1
2019-11-09 10:54:00,1
2019-11-10 04:43:00,1
2019-11-10 11:29:00,1
2019-11-11 11:52:00,1
2019-11-12 19:12:00,1
2019-11-13 21:16:00,1
2019-11-14 18:49:00,1
2019-11-14 20:14:00,1
2019-11-15 00:28:00,1
2019-11-15 04:59:00,1
2019-11-15 08:10:00,1
2019-11-16 07:39:00,1
2019-11-16 07:55:00,1
2019-11-17 07:12:00,1
2019-11-19 00:25:00,1
2019-11-19 04:32:00,1
2019-11-19 08:35:00,1
2019-11-20 04:49:00,1
2019-11-20 12:36:00,1
2019-11-21 09:09:00,1
2019-11-22 16:39:00,1
2019-11-22 18:42:00,1
2019-11-23 00:33:00,1
2019-11-23 15:04:00,1
2019-11-23 17:43:00,1
2019-11-24 20:47:00,1
2019-11-27 10:47:00,1
2019-11-27 18:43:00,1
2019-11-28 06:15:00,1
2019-11-28 06:29:00,1
2019-11-28 09:09:00,1
2019-11-29 03:54:00,1
2019-11-30 03:43:00,1
2019-12-01 11:55:00,1
2019-12-01 21:06:00,1
2019-12-03 01:11:00,1
2019-12-03 08:30:00,1
2019-12-04 11:21:00,1
2019-12-04 11:25:00,1
2019-12-05 06:49:00,1
2019-12-05 11:14:00,1
2019-12-05 16:12:00,1
2019-12-05 19:01:00,1
2019-12-05 19:13:00,1
2019-12-05 21:19:00,1
2019-12-07 21:39:00,1
2019-12-09 01:42:00,1
2019-12-09 07:30:00,1
2019-12-09 22:26:00,1
2019-12-10 13:53:00,1
2019-12-11 12:34:00,1
2019-12-11 19:51:00,1
2019-12-12 02:37:00,1
2019-12-12 15:14:00,1
2019-12-13 12:37:00,1
2019-12-13 14:05:00,1
2019-12-14 10:27:00,1
2019-12-14 18:01:00,1
2019-12-16 23:01:00,1
2019-12-18 01:02:00,1
2019-12-20 09:12:00,1
2019-12-20 17:25:00,1
2019-12-22 07:09:00,1
2019-12-22 07:10:00,2
2019-12-22 07:11:00,1
2019-12-22 15:29:00,1
2019-12-22 23:42:00,1
2019-12-24 00:08:00,1
2019-12-24 01:10:00,1
2019-12-24 01:31:00,1
2019-12-24 09:52:00,1
2019-12-25 05:59:00,1
2019-12-26 03:16:00,1
2019-12-26 06:59:00,1
2019-12-26 10:39:00,1
2019-12-26 15:24:00,1
2019-12-27 00:16:00,1
2019-12-27 06:02:00,1
2019-12-27 07:37:00,1
2019-12-29 00:01:00,1
2019-12-30 05:22:00,1
2019-12-31 00:05:00,1
