11260,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i, p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq (#, #, #) n where p.objID = n.objID AND p.type = #"
2019-01-03 03:09:00,1
2019-01-03 03:23:00,1
2019-01-03 03:38:00,1
2019-01-03 03:52:00,1
2019-01-03 04:06:00,1
2019-01-03 04:20:00,1
2019-01-03 04:35:00,1
2019-01-03 04:44:00,1
2019-01-03 04:46:00,1
2019-01-03 04:49:00,1
2019-01-03 04:58:00,1
2019-01-03 04:59:00,1
2019-01-03 05:01:00,1
2019-01-03 05:07:00,1
2019-01-03 05:08:00,1
2019-01-03 05:09:00,1
2019-01-03 05:10:00,1
2019-01-03 05:11:00,1
2019-01-03 05:13:00,1
2019-01-03 05:20:00,1
2019-01-03 05:21:00,1
2019-01-03 08:42:00,1
2019-01-03 08:46:00,1
2019-01-03 08:48:00,1
2019-01-03 08:52:00,1
2019-01-03 08:58:00,1
2019-01-03 09:02:00,1
2019-01-04 18:00:00,1
2019-01-04 18:01:00,1
2019-01-04 18:04:00,1
2019-01-04 18:05:00,1
2019-01-04 18:07:00,1
2019-01-04 18:09:00,1
2019-01-04 18:11:00,1
2019-01-04 18:14:00,1
2019-01-04 18:16:00,1
2019-01-04 18:17:00,1
2019-01-04 18:21:00,1
2019-01-04 18:23:00,1
2019-01-04 18:28:00,1
2019-01-04 18:30:00,1
2019-01-04 18:32:00,1
2019-01-04 18:41:00,1
2019-01-04 18:42:00,1
2019-01-04 18:45:00,1
2019-01-04 18:48:00,1
2019-01-04 18:52:00,1
2019-01-04 18:54:00,1
2019-01-04 18:55:00,1
2019-01-04 18:59:00,1
2019-01-04 19:03:00,1
2019-01-04 19:09:00,2
2019-01-04 19:10:00,1
2019-01-04 19:11:00,1
2019-01-04 19:12:00,1
2019-01-04 19:13:00,1
2019-01-04 19:14:00,1
2019-01-04 19:15:00,1
2019-01-04 19:16:00,1
2019-01-04 19:17:00,2
2019-01-04 19:34:00,1
2019-01-04 19:41:00,1
2019-01-04 19:48:00,1
2019-01-04 21:38:00,1
2019-01-04 21:42:00,1
2019-01-04 21:46:00,1
2019-01-05 00:56:00,1
2019-01-05 00:57:00,1
2019-01-05 01:14:00,1
2019-01-05 01:19:00,1
2019-01-05 01:21:00,1
2019-01-05 01:43:00,1
2019-01-05 01:45:00,1
2019-01-05 02:10:00,1
2019-01-05 02:12:00,1
2019-01-05 02:13:00,1
2019-01-05 02:22:00,1
2019-01-05 02:23:00,1
2019-01-05 02:26:00,1
2019-01-05 02:28:00,1
2019-01-05 02:30:00,1
2019-01-05 02:32:00,1
2019-01-05 02:34:00,1
2019-01-05 02:36:00,1
2019-01-05 02:41:00,1
2019-01-05 02:45:00,1
2019-01-05 02:47:00,1
2019-01-05 02:49:00,1
2019-01-05 02:54:00,1
2019-01-05 02:59:00,1
2019-01-05 03:02:00,1
2019-01-05 03:07:00,1
2019-01-05 03:11:00,1
2019-01-05 03:15:00,1
2019-01-05 03:18:00,1
2019-01-05 03:20:00,1
2019-01-05 04:56:00,1
2019-01-05 04:57:00,1
2019-01-05 05:04:00,2
2019-01-05 05:06:00,2
2019-01-05 05:08:00,1
2019-01-05 05:15:00,1
2019-01-05 05:16:00,1
2019-01-05 05:17:00,1
2019-01-05 05:19:00,1
2019-01-06 00:54:00,1
2019-01-06 00:56:00,1
2019-01-06 00:59:00,1
2019-01-06 01:02:00,1
2019-01-06 01:03:00,1
2019-01-06 01:06:00,1
2019-01-06 01:07:00,1
2019-01-06 01:09:00,1
2019-01-06 01:11:00,1
2019-01-06 01:21:00,1
2019-01-06 01:23:00,1
2019-01-06 01:25:00,1
2019-01-06 01:42:00,1
2019-01-06 01:44:00,1
2019-01-06 02:00:00,1
2019-01-06 02:01:00,1
2019-01-06 02:03:00,1
2019-01-06 02:06:00,1
2019-01-06 02:08:00,1
2019-01-06 02:09:00,1
2019-01-06 02:14:00,1
2019-01-06 02:15:00,1
2019-01-06 02:18:00,1
2019-01-06 02:19:00,1
2019-01-06 05:00:00,1
2019-01-06 05:01:00,1
2019-01-06 05:02:00,1
2019-01-06 05:09:00,1
2019-01-06 05:10:00,1
2019-01-06 05:11:00,1
2019-01-06 05:12:00,1
2019-01-06 05:13:00,1
2019-01-06 05:20:00,1
2019-01-06 05:21:00,1
2019-01-06 05:22:00,1
2019-01-07 05:59:00,1
2019-01-07 06:00:00,1
2019-01-07 06:05:00,1
2019-01-07 06:07:00,1
2019-01-07 06:09:00,1
2019-01-07 06:13:00,1
2019-01-07 06:15:00,1
2019-01-07 06:19:00,1
2019-01-07 06:21:00,1
2019-01-07 06:22:00,1
2019-01-07 06:26:00,1
2019-01-07 06:27:00,1
2019-01-07 06:30:00,1
2019-01-07 06:31:00,1
2019-01-07 06:33:00,1
2019-01-07 06:45:00,1
2019-01-07 06:46:00,1
2019-01-07 06:57:00,1
2019-01-07 06:58:00,1
2019-01-07 07:00:00,1
2019-01-07 07:04:00,1
2019-01-07 07:08:00,1
2019-01-07 07:09:00,1
2019-01-07 07:11:00,1
2019-01-07 07:12:00,1
2019-01-07 07:13:00,1
2019-01-07 07:14:00,1
2019-01-07 07:15:00,1
2019-01-07 07:16:00,1
2019-01-07 07:17:00,1
2019-01-07 07:18:00,1
2019-01-07 07:19:00,1
2019-01-07 07:20:00,2
2019-01-07 07:49:00,1
2019-01-07 07:53:00,1
2019-01-07 08:00:00,1
2019-01-07 08:03:00,1
2019-01-07 08:08:00,1
2019-01-07 08:16:00,1
2019-01-07 08:20:00,1
2019-01-07 08:37:00,1
2019-01-07 08:41:00,1
2019-01-07 08:45:00,1
2019-01-07 08:53:00,1
2019-01-07 08:58:00,1
2019-01-07 09:12:00,1
2019-01-07 09:14:00,1
2019-01-07 09:20:00,1
2019-01-08 01:47:00,1
2019-01-08 01:49:00,1
2019-01-08 01:57:00,1
2019-01-08 02:06:00,1
2019-01-08 02:08:00,1
2019-01-08 02:12:00,1
2019-01-08 02:20:00,1
2019-01-08 02:22:00,1
2019-01-08 02:24:00,1
2019-01-08 02:33:00,1
2019-01-08 02:37:00,1
2019-01-08 02:45:00,1
2019-01-08 02:55:00,1
2019-01-08 02:59:00,1
2019-01-08 03:09:00,1
2019-01-08 03:11:00,1
2019-01-08 03:13:00,1
2019-01-08 03:16:00,1
2019-01-08 03:18:00,1
2019-01-08 03:21:00,1
2019-01-08 03:22:00,1
2019-01-08 03:24:00,1
2019-01-08 03:27:00,1
2019-01-08 03:29:00,1
2019-01-08 03:31:00,1
2019-01-08 03:33:00,1
2019-01-08 03:35:00,1
2019-01-08 03:38:00,1
2019-01-08 03:42:00,1
2019-01-08 03:47:00,1
2019-01-08 03:52:00,1
2019-01-08 03:57:00,1
2019-01-08 04:02:00,1
2019-01-08 04:07:00,1
2019-01-08 04:14:00,1
2019-01-08 04:19:00,1
2019-01-08 04:24:00,1
2019-01-08 04:27:00,1
2019-01-08 04:30:00,1
2019-01-08 04:57:00,1
2019-01-08 04:59:00,1
2019-01-08 05:06:00,1
2019-01-08 05:07:00,1
2019-01-08 05:09:00,2
2019-01-08 05:11:00,1
2019-01-08 05:12:00,1
2019-01-08 05:19:00,1
2019-01-08 05:20:00,1
2019-01-08 05:21:00,1
2019-01-08 06:33:00,1
2019-01-08 06:37:00,1
2019-01-08 06:40:00,1
2019-01-08 06:51:00,1
2019-01-08 06:58:00,1
2019-01-08 07:04:00,1
2019-01-09 00:55:00,1
2019-01-09 00:57:00,1
2019-01-09 01:00:00,1
2019-01-09 01:02:00,1
2019-01-09 01:03:00,1
2019-01-09 01:06:00,1
2019-01-09 01:07:00,1
2019-01-09 01:09:00,1
2019-01-09 01:11:00,1
2019-01-09 01:21:00,1
2019-01-09 01:26:00,1
2019-01-09 01:27:00,1
2019-01-09 01:45:00,1
2019-01-09 01:47:00,1
2019-01-09 02:09:00,1
2019-01-09 02:14:00,1
2019-01-09 02:16:00,1
2019-01-09 02:18:00,1
2019-01-09 02:20:00,1
2019-01-09 02:22:00,1
2019-01-09 02:23:00,1
2019-01-09 02:25:00,1
2019-01-09 02:27:00,1
2019-01-09 02:29:00,1
2019-01-09 05:00:00,1
2019-01-09 05:01:00,1
2019-01-09 05:02:00,1
2019-01-09 05:04:00,1
2019-01-09 05:12:00,1
2019-01-09 05:13:00,1
2019-01-09 05:14:00,1
2019-01-09 05:15:00,1
2019-01-09 05:16:00,1
2019-01-09 05:17:00,1
2019-01-09 05:25:00,1
2019-01-09 06:47:00,1
2019-01-09 06:53:00,1
2019-01-09 06:58:00,1
2019-01-10 03:47:00,1
2019-01-10 03:48:00,1
2019-01-10 04:06:00,1
2019-01-10 04:08:00,1
2019-01-10 04:09:00,1
2019-01-10 04:27:00,1
2019-01-10 04:28:00,1
2019-01-10 04:32:00,1
2019-01-10 04:34:00,1
2019-01-10 04:35:00,1
2019-01-10 04:38:00,1
2019-01-10 04:40:00,1
2019-01-10 04:42:00,1
2019-01-10 04:44:00,1
2019-01-10 04:46:00,1
2019-01-10 04:48:00,1
2019-01-10 04:50:00,1
2019-01-10 04:52:00,1
2019-01-10 04:54:00,1
2019-01-10 04:55:00,1
2019-01-10 04:57:00,1
2019-01-10 04:59:00,1
2019-01-10 05:01:00,1
2019-01-10 05:03:00,1
2019-01-10 05:07:00,1
2019-01-10 05:08:00,1
2019-01-10 05:09:00,1
2019-01-10 05:10:00,1
2019-01-10 05:12:00,1
2019-01-10 05:13:00,1
2019-01-10 05:14:00,1
2019-01-10 05:15:00,1
2019-01-10 05:17:00,1
2019-01-10 05:24:00,1
2019-01-10 05:25:00,1
2019-01-10 07:08:00,1
2019-01-10 07:12:00,1
2019-01-10 07:15:00,1
2019-01-11 00:56:00,1
2019-01-11 00:58:00,1
2019-01-11 01:06:00,1
2019-01-11 01:09:00,1
2019-01-11 01:17:00,1
2019-01-11 01:21:00,1
2019-01-11 01:29:00,1
2019-01-11 01:31:00,1
2019-01-11 01:34:00,1
2019-01-11 01:44:00,1
2019-01-11 01:46:00,1
2019-01-11 01:55:00,1
2019-01-11 02:05:00,1
2019-01-11 02:08:00,1
2019-01-11 02:22:00,1
2019-01-11 02:27:00,1
2019-01-11 02:28:00,1
2019-01-11 02:31:00,1
2019-01-11 02:33:00,1
2019-01-11 02:38:00,1
2019-01-11 02:40:00,1
2019-01-11 02:42:00,1
2019-01-11 02:47:00,1
2019-01-11 02:55:00,1
2019-01-11 03:01:00,1
2019-01-11 03:03:00,1
2019-01-11 03:08:00,1
2019-01-11 03:17:00,1
2019-01-11 03:25:00,1
2019-01-11 03:30:00,1
2019-01-11 03:35:00,1
2019-01-11 03:40:00,1
2019-01-11 03:45:00,1
2019-01-11 03:50:00,1
2019-01-11 03:55:00,1
2019-01-11 04:03:00,1
2019-01-11 04:08:00,1
2019-01-11 04:11:00,1
2019-01-11 04:13:00,1
2019-01-11 04:29:00,1
2019-01-11 04:33:00,1
2019-01-11 04:40:00,1
2019-01-11 04:57:00,1
2019-01-11 05:04:00,1
2019-01-11 05:05:00,1
2019-01-11 05:07:00,1
2019-01-11 05:09:00,1
2019-01-11 05:10:00,1
2019-01-11 05:12:00,1
2019-01-11 05:14:00,1
2019-01-11 05:20:00,1
2019-01-11 05:22:00,2
2019-01-11 07:10:00,1
2019-01-11 07:16:00,1
2019-01-11 07:18:00,1
2019-01-11 07:22:00,1
2019-01-11 07:26:00,1
2019-01-11 07:34:00,1
2019-01-11 08:03:00,1
2019-01-11 08:08:00,1
2019-01-11 08:14:00,1
2019-01-12 00:58:00,1
2019-01-12 01:09:00,1
2019-01-12 01:14:00,1
2019-01-12 01:28:00,1
2019-01-12 01:32:00,1
2019-01-12 01:34:00,1
2019-01-12 02:02:00,1
2019-01-12 02:07:00,1
2019-01-12 02:08:00,1
2019-01-12 02:16:00,1
2019-01-12 02:20:00,1
2019-01-12 02:26:00,1
2019-01-12 02:27:00,1
2019-01-12 02:29:00,1
2019-01-12 02:35:00,1
2019-01-12 02:39:00,1
2019-01-12 02:44:00,1
2019-01-12 02:52:00,1
2019-01-12 03:04:00,1
2019-01-12 03:15:00,1
2019-01-12 03:27:00,1
2019-01-12 03:35:00,1
2019-01-12 03:50:00,1
2019-01-12 04:05:00,1
2019-01-12 04:14:00,1
2019-01-12 04:18:00,1
2019-01-12 04:25:00,1
2019-01-12 04:33:00,1
2019-01-12 04:35:00,1
2019-01-12 04:39:00,1
2019-01-12 05:00:00,1
2019-01-12 05:01:00,1
2019-01-12 05:03:00,1
2019-01-12 05:06:00,1
2019-01-12 05:09:00,1
2019-01-12 05:10:00,1
2019-01-12 05:12:00,1
2019-01-12 05:19:00,2
2019-01-12 05:21:00,1
2019-01-12 05:22:00,1
2019-01-12 05:30:00,1
2019-01-12 05:38:00,1
2019-01-12 05:45:00,1
2019-01-13 00:58:00,1
2019-01-13 00:59:00,1
2019-01-13 01:04:00,1
2019-01-13 01:09:00,1
2019-01-13 01:11:00,1
2019-01-13 01:13:00,1
2019-01-13 01:18:00,1
2019-01-13 01:23:00,1
2019-01-13 01:36:00,1
2019-01-13 01:42:00,1
2019-01-13 01:48:00,1
2019-01-13 05:02:00,2
2019-01-13 05:04:00,1
2019-01-13 05:06:00,1
2019-01-13 05:09:00,1
2019-01-13 05:11:00,1
2019-01-13 05:12:00,1
2019-01-13 05:19:00,1
2019-01-13 05:20:00,1
2019-01-13 05:21:00,1
2019-01-13 05:22:00,1
2019-01-14 01:00:00,1
2019-01-14 01:01:00,1
2019-01-14 01:06:00,1
2019-01-14 01:15:00,1
2019-01-14 01:23:00,1
2019-01-14 01:28:00,1
2019-01-14 01:33:00,1
2019-01-14 01:38:00,1
2019-01-14 03:25:00,1
2019-01-14 03:35:00,1
2019-01-14 03:43:00,1
2019-01-14 03:52:00,1
2019-01-14 04:02:00,1
2019-01-14 04:11:00,1
2019-01-14 04:23:00,1
2019-01-14 04:31:00,1
2019-01-14 04:36:00,1
2019-01-14 04:44:00,1
2019-01-14 04:45:00,1
2019-01-14 04:49:00,1
2019-01-14 04:50:00,1
2019-01-14 04:52:00,1
2019-01-14 04:55:00,1
2019-01-14 04:56:00,1
2019-01-14 04:59:00,1
2019-01-14 05:00:00,1
2019-01-14 05:06:00,1
2019-01-14 05:15:00,1
2019-01-14 05:23:00,1
2019-01-14 05:32:00,1
2019-01-14 05:41:00,1
2019-01-14 05:49:00,1
2019-01-14 05:55:00,1
2019-01-14 05:57:00,1
2019-01-14 06:01:00,1
2019-01-14 06:02:00,1
2019-01-14 06:04:00,1
2019-01-14 06:08:00,1
2019-01-14 06:09:00,1
2019-01-14 06:12:00,1
2019-01-14 06:14:00,1
2019-01-14 06:16:00,1
2019-01-14 06:18:00,1
2019-01-14 06:20:00,1
2019-01-14 06:23:00,1
2019-01-14 06:24:00,1
2019-01-14 06:26:00,1
2019-01-14 06:29:00,1
2019-01-14 06:31:00,1
2019-01-14 06:34:00,1
2019-01-14 06:36:00,1
2019-01-14 06:38:00,1
2019-01-14 06:41:00,1
2019-01-14 06:43:00,1
2019-01-14 06:46:00,1
2019-01-14 06:48:00,1
2019-01-14 06:49:00,1
2019-01-14 06:51:00,1
2019-01-14 06:52:00,1
2019-01-14 06:53:00,1
2019-01-14 06:54:00,2
2019-01-14 06:56:00,2
2019-01-14 06:58:00,1
2019-01-14 06:59:00,2
2019-01-14 08:05:00,1
2019-01-14 08:10:00,1
2019-01-14 08:15:00,1
2019-01-14 08:39:00,1
2019-01-14 08:44:00,1
2019-01-14 08:49:00,1
2019-01-15 01:08:00,1
2019-01-15 01:18:00,1
2019-01-15 01:26:00,1
2019-01-15 01:39:00,1
2019-01-15 01:47:00,1
2019-01-15 02:09:00,1
2019-01-15 02:23:00,1
2019-01-15 02:43:00,1
2019-01-15 02:51:00,1
2019-01-15 02:58:00,1
2019-01-15 03:18:00,1
2019-01-15 03:23:00,1
2019-01-15 03:36:00,1
2019-01-15 03:38:00,1
2019-01-15 03:42:00,1
2019-01-15 03:46:00,1
2019-01-15 03:47:00,1
2019-01-15 03:53:00,1
2019-01-15 03:54:00,1
2019-01-15 03:56:00,1
2019-01-15 04:01:00,1
2019-01-15 04:03:00,1
2019-01-15 04:08:00,1
2019-01-15 04:13:00,1
2019-01-15 04:18:00,1
2019-01-15 04:23:00,1
2019-01-15 04:28:00,1
2019-01-15 04:33:00,1
2019-01-15 04:45:00,1
2019-01-15 04:59:00,1
2019-01-15 05:14:00,1
2019-01-15 05:28:00,1
2019-01-15 05:44:00,1
2019-01-15 05:58:00,1
2019-01-15 06:12:00,1
2019-01-15 06:30:00,1
2019-01-15 06:47:00,1
2019-01-15 06:53:00,1
2019-01-15 06:57:00,1
2019-01-15 07:08:00,1
2019-01-15 07:17:00,1
2019-01-15 07:21:00,1
2019-01-15 07:26:00,1
2019-01-15 07:28:00,1
2019-01-15 07:30:00,1
2019-01-15 07:32:00,1
2019-01-15 07:37:00,1
2019-01-15 07:39:00,1
2019-01-15 07:41:00,1
2019-01-15 07:42:00,1
2019-01-15 07:45:00,1
2019-01-15 07:46:00,1
2019-01-15 07:47:00,1
2019-01-15 07:48:00,1
2019-01-15 07:49:00,1
2019-01-15 07:50:00,1
2019-01-15 07:51:00,1
2019-01-15 07:52:00,1
2019-01-15 07:53:00,1
2019-01-15 07:54:00,1
2019-01-15 07:55:00,1
2019-01-15 07:56:00,1
2019-01-15 08:00:00,1
2019-01-15 08:04:00,1
2019-01-15 08:08:00,1
2019-01-15 08:25:00,1
2019-01-15 08:28:00,1
2019-01-15 08:30:00,1
2019-01-16 01:10:00,1
2019-01-16 01:17:00,1
2019-01-16 01:33:00,1
2019-01-16 01:50:00,1
2019-01-16 02:06:00,1
2019-01-16 02:18:00,1
2019-01-16 02:34:00,1
2019-01-16 02:50:00,1
2019-01-16 03:23:00,1
2019-01-16 03:25:00,1
2019-01-16 03:27:00,1
2019-01-16 03:29:00,1
2019-01-16 03:31:00,1
2019-01-16 03:33:00,1
2019-01-16 03:35:00,1
2019-01-16 03:37:00,1
2019-01-16 03:45:00,1
2019-01-16 04:00:00,1
2019-01-16 04:15:00,1
2019-01-16 04:30:00,1
2019-01-16 04:45:00,1
2019-01-16 05:00:00,1
2019-01-16 05:15:00,1
2019-01-16 05:31:00,1
2019-01-16 05:47:00,1
2019-01-16 05:48:00,1
2019-01-16 05:49:00,1
2019-01-16 05:50:00,1
2019-01-16 05:51:00,1
2019-01-16 05:52:00,1
2019-01-16 05:53:00,1
2019-01-16 05:54:00,1
2019-01-16 05:55:00,1
2019-01-16 05:58:00,1
2019-01-16 05:59:00,1
2019-01-16 06:34:00,1
2019-01-16 06:37:00,1
2019-01-16 06:48:00,1
2019-01-16 09:08:00,1
2019-01-16 09:13:00,1
2019-01-16 09:19:00,1
2019-01-16 09:24:00,1
2019-01-16 09:32:00,1
2019-01-16 09:47:00,1
2019-01-16 10:01:00,1
2019-01-16 10:16:00,1
2019-01-16 10:31:00,1
2019-01-17 00:55:00,1
2019-01-17 01:07:00,1
2019-01-17 01:19:00,1
2019-01-17 01:31:00,1
2019-01-17 01:43:00,1
2019-01-17 01:55:00,1
2019-01-17 02:10:00,1
2019-01-17 02:22:00,1
2019-01-17 02:33:00,1
2019-01-17 02:35:00,1
2019-01-17 02:37:00,1
2019-01-17 02:40:00,1
2019-01-17 02:42:00,1
2019-01-17 02:45:00,1
2019-01-17 02:47:00,1
2019-01-17 02:49:00,1
2019-01-17 02:51:00,1
2019-01-17 02:56:00,1
2019-01-17 03:01:00,1
2019-01-17 03:06:00,1
2019-01-17 03:11:00,1
2019-01-17 03:16:00,1
2019-01-17 03:21:00,1
2019-01-17 03:26:00,1
2019-01-17 04:59:00,1
2019-01-17 05:01:00,1
2019-01-17 05:10:00,1
2019-01-17 05:11:00,1
2019-01-17 05:14:00,1
2019-01-17 05:15:00,1
2019-01-17 05:16:00,1
2019-01-17 05:18:00,1
2019-01-17 05:19:00,1
2019-01-17 05:21:00,1
2019-01-17 05:28:00,1
2019-01-17 06:52:00,1
2019-01-17 06:56:00,1
2019-01-17 07:03:00,1
2019-01-17 08:15:00,1
2019-01-17 08:20:00,1
2019-01-17 08:26:00,1
2019-01-17 08:29:00,1
2019-01-17 08:33:00,1
2019-01-17 08:37:00,1
2019-01-17 08:42:00,1
2019-01-17 08:47:00,1
2019-01-17 08:53:00,1
2019-01-18 00:58:00,1
2019-01-18 01:21:00,1
2019-01-18 01:35:00,1
2019-01-18 01:50:00,1
2019-01-18 02:16:00,1
2019-01-18 02:31:00,1
2019-01-18 02:46:00,1
2019-01-18 03:02:00,1
2019-01-18 03:10:00,1
2019-01-18 03:13:00,1
2019-01-18 03:15:00,1
2019-01-18 03:17:00,1
2019-01-18 03:19:00,1
2019-01-18 03:21:00,1
2019-01-18 03:24:00,1
2019-01-18 03:26:00,1
2019-01-18 03:34:00,1
2019-01-18 03:48:00,1
2019-01-18 04:03:00,1
2019-01-18 04:17:00,1
2019-01-18 04:32:00,1
2019-01-18 04:43:00,1
2019-01-18 04:58:00,1
2019-01-18 05:12:00,1
2019-01-18 05:28:00,2
2019-01-18 05:30:00,2
2019-01-18 05:31:00,1
2019-01-18 05:33:00,2
2019-01-18 05:35:00,2
2019-01-18 05:36:00,1
2019-01-18 05:38:00,1
2019-01-18 06:35:00,1
2019-01-18 06:40:00,1
2019-01-18 06:42:00,1
2019-01-18 07:27:00,1
2019-01-18 07:33:00,1
2019-01-18 07:37:00,1
2019-01-18 09:23:00,1
2019-01-18 09:30:00,1
2019-01-18 09:44:00,1
2019-01-18 09:58:00,1
2019-01-18 10:12:00,1
2019-01-19 01:01:00,1
2019-01-19 01:05:00,1
2019-01-19 01:31:00,1
2019-01-19 01:39:00,1
2019-01-19 01:46:00,1
2019-01-19 01:54:00,1
2019-01-19 01:59:00,1
2019-01-19 02:08:00,1
2019-01-19 02:13:00,1
2019-01-19 02:14:00,1
2019-01-19 02:18:00,1
2019-01-19 02:20:00,1
2019-01-19 02:22:00,1
2019-01-19 02:24:00,1
2019-01-19 02:25:00,1
2019-01-19 02:28:00,1
2019-01-19 02:32:00,1
2019-01-19 02:41:00,1
2019-01-19 02:52:00,1
2019-01-19 03:03:00,1
2019-01-19 03:11:00,1
2019-01-19 03:19:00,1
2019-01-19 03:28:00,1
2019-01-19 03:36:00,1
2019-01-19 03:41:00,1
2019-01-19 03:46:00,1
2019-01-19 03:50:00,1
2019-01-19 05:02:00,1
2019-01-19 05:03:00,1
2019-01-19 05:06:00,1
2019-01-19 05:08:00,1
2019-01-19 05:17:00,2
2019-01-19 05:18:00,1
2019-01-19 05:20:00,2
2019-01-19 05:22:00,1
2019-01-19 05:29:00,1
2019-01-19 05:51:00,1
2019-01-19 05:57:00,1
2019-01-19 06:03:00,1
2019-01-19 06:42:00,1
2019-01-19 06:46:00,1
2019-01-19 06:49:00,1
2019-01-20 00:54:00,1
2019-01-20 01:11:00,1
2019-01-20 01:15:00,1
2019-01-20 01:23:00,1
2019-01-20 01:54:00,1
2019-01-20 02:02:00,1
2019-01-20 02:16:00,1
2019-01-20 02:24:00,1
2019-01-20 02:29:00,1
2019-01-20 02:31:00,1
2019-01-20 02:33:00,1
2019-01-20 02:35:00,1
2019-01-20 02:36:00,1
2019-01-20 02:38:00,1
2019-01-20 02:40:00,1
2019-01-20 02:42:00,1
2019-01-20 02:47:00,1
2019-01-20 02:55:00,1
2019-01-20 03:03:00,1
2019-01-20 03:15:00,1
2019-01-20 03:23:00,1
2019-01-20 03:32:00,1
2019-01-20 03:40:00,1
2019-01-20 03:54:00,1
2019-01-20 04:59:00,1
2019-01-20 05:06:00,1
2019-01-20 05:07:00,1
2019-01-20 05:08:00,1
2019-01-20 05:11:00,1
2019-01-20 05:12:00,1
2019-01-20 05:19:00,2
2019-01-20 05:21:00,1
2019-01-20 05:22:00,1
2019-01-20 05:29:00,1
2019-01-20 08:26:00,1
2019-01-20 08:32:00,1
2019-01-20 08:36:00,1
2019-01-24 00:53:00,1
2019-01-24 00:55:00,1
2019-01-24 01:03:00,1
2019-01-24 01:05:00,1
2019-01-24 01:14:00,1
2019-01-24 01:17:00,1
2019-01-24 01:21:00,1
2019-01-24 01:29:00,1
2019-01-24 01:31:00,1
2019-01-24 01:40:00,1
2019-01-24 01:42:00,1
2019-01-24 01:51:00,1
2019-01-24 02:01:00,1
2019-01-24 02:03:00,1
2019-01-24 02:05:00,1
2019-01-24 02:08:00,1
2019-01-24 02:10:00,1
2019-01-24 02:12:00,1
2019-01-24 02:13:00,1
2019-01-24 02:15:00,1
2019-01-24 02:18:00,1
