949,"SELECT TOP # objID, cModelMag_g FROM Galaxy WHERE cModelMag_g between # and #"
2019-04-04 21:28:00,1
2019-04-05 03:52:00,1
2019-04-05 05:53:00,1
2019-04-05 17:56:00,1
2019-04-06 06:35:00,1
2019-04-06 20:33:00,1
2019-04-07 14:37:00,1
2019-04-07 14:43:00,1
2019-04-08 08:28:00,1
2019-04-08 15:30:00,1
2019-04-08 18:45:00,1
2019-04-08 23:58:00,1
2019-04-09 03:11:00,1
2019-04-09 04:48:00,1
2019-04-09 12:23:00,1
2019-04-09 21:12:00,1
2019-04-09 21:19:00,1
2019-04-09 21:20:00,1
2019-04-10 00:35:00,1
2019-04-11 17:13:00,1
2019-04-12 23:52:00,1
2019-04-13 14:44:00,1
2019-04-14 11:49:00,1
2019-04-14 23:12:00,1
2019-04-15 12:13:00,1
2019-04-15 21:54:00,1
2019-04-16 06:53:00,1
2019-04-16 18:40:00,1
2019-04-18 05:33:00,1
2019-04-18 08:52:00,1
2019-04-18 09:07:00,1
2019-04-18 10:30:00,1
2019-04-18 14:05:00,1
2019-04-18 21:12:00,1
2019-04-18 21:53:00,1
2019-04-19 00:35:00,1
2019-04-19 01:36:00,1
2019-04-19 09:56:00,1
2019-04-19 19:05:00,1
2019-04-20 20:32:00,1
2019-04-22 09:00:00,1
2019-04-22 13:30:00,1
2019-04-22 13:47:00,1
2019-04-22 22:21:00,1
2019-04-23 23:19:00,1
2019-04-25 15:22:00,1
2019-04-26 17:42:00,1
2019-04-27 06:43:00,1
2019-04-27 09:52:00,1
2019-04-28 02:43:00,1
2019-04-28 02:47:00,1
2019-04-28 05:52:00,1
2019-04-28 09:13:00,1
2019-04-28 13:32:00,1
2019-04-29 02:45:00,1
2019-04-29 21:53:00,1
2019-04-30 05:39:00,1
2019-04-30 09:50:00,1
2019-04-30 11:57:00,1
2019-05-01 03:05:00,1
2019-05-01 08:58:00,1
2019-05-01 14:44:00,1
2019-05-01 18:49:00,1
2019-05-02 01:50:00,1
2019-05-02 10:54:00,1
2019-05-02 17:39:00,1
2019-05-03 04:39:00,1
2019-05-03 04:59:00,1
2019-05-03 14:45:00,1
2019-05-03 17:25:00,1
2019-05-03 23:14:00,1
2019-05-03 23:25:00,1
2019-05-04 15:45:00,1
2019-05-06 07:06:00,1
2019-05-06 08:00:00,1
2019-05-06 09:05:00,1
2019-05-06 14:49:00,1
2019-05-07 02:01:00,1
2019-05-07 06:29:00,1
2019-05-07 09:13:00,1
2019-05-09 00:10:00,1
2019-05-10 12:50:00,1
2019-05-10 16:22:00,1
2019-05-10 17:57:00,1
2019-05-11 05:15:00,1
2019-05-11 06:44:00,1
2019-05-12 07:15:00,1
2019-05-12 09:33:00,1
2019-05-12 10:48:00,1
2019-05-13 02:32:00,1
2019-05-13 08:34:00,1
2019-05-13 22:22:00,1
2019-05-14 07:34:00,1
2019-05-14 19:38:00,1
2019-05-15 20:17:00,1
2019-05-15 22:20:00,1
2019-05-15 23:55:00,1
2019-05-16 00:40:00,1
2019-05-17 03:55:00,1
2019-05-17 04:17:00,1
2019-05-17 04:29:00,1
2019-05-17 22:31:00,1
2019-05-18 20:32:00,1
2019-05-18 21:20:00,1
2019-05-18 21:57:00,1
2019-05-19 10:21:00,1
2019-05-20 17:15:00,1
2019-05-20 18:33:00,1
2019-05-21 02:33:00,1
2019-05-21 02:35:00,1
2019-05-21 03:22:00,1
2019-05-21 10:14:00,1
2019-05-21 11:42:00,1
2019-05-22 08:42:00,1
2019-05-23 01:06:00,1
2019-05-23 02:26:00,1
2019-05-23 03:04:00,1
2019-05-23 04:24:00,1
2019-05-23 06:24:00,1
2019-05-23 09:58:00,1
2019-05-23 12:21:00,1
2019-05-23 13:28:00,1
2019-05-23 16:55:00,1
2019-05-23 17:39:00,1
2019-05-24 02:11:00,1
2019-05-24 08:54:00,1
2019-05-24 13:28:00,1
2019-05-24 17:27:00,1
2019-05-24 19:06:00,1
2019-05-24 19:51:00,1
2019-05-24 20:23:00,1
2019-05-24 23:56:00,1
2019-05-25 02:30:00,1
2019-05-27 12:07:00,1
2019-05-27 14:49:00,1
2019-05-28 20:38:00,1
2019-05-29 03:56:00,1
2019-05-29 12:06:00,1
2019-05-30 02:45:00,1
2019-05-30 16:03:00,1
2019-05-30 21:10:00,1
2019-05-31 01:15:00,1
2019-06-01 04:53:00,1
2019-06-01 05:04:00,1
2019-06-01 18:53:00,1
2019-06-01 19:34:00,1
2019-06-03 23:01:00,1
2019-06-04 08:10:00,1
2019-06-05 17:41:00,1
2019-06-06 05:43:00,1
2019-06-06 07:23:00,1
2019-06-06 11:35:00,1
2019-06-07 14:20:00,1
2019-06-08 11:30:00,1
2019-06-09 23:38:00,1
2019-06-10 13:42:00,1
2019-06-10 21:01:00,1
2019-06-10 21:19:00,1
2019-06-11 00:05:00,1
2019-06-11 02:04:00,1
2019-06-11 14:57:00,1
2019-06-11 16:37:00,1
2019-06-12 07:25:00,1
2019-06-12 15:24:00,1
2019-06-14 05:55:00,1
2019-06-14 22:19:00,1
2019-06-15 09:19:00,1
2019-06-15 11:37:00,1
2019-06-15 15:02:00,1
2019-06-15 23:17:00,1
2019-06-16 00:27:00,1
2019-06-16 16:53:00,1
2019-06-17 09:50:00,1
2019-06-18 11:40:00,1
2019-06-18 14:38:00,1
2019-06-18 15:19:00,1
2019-06-18 23:36:00,1
2019-06-19 11:45:00,1
2019-06-20 00:08:00,1
2019-06-20 03:48:00,1
2019-06-21 00:47:00,1
2019-06-21 06:34:00,1
2019-06-21 13:01:00,1
2019-06-21 13:12:00,1
2019-06-21 20:06:00,1
2019-06-23 15:51:00,1
2019-06-23 17:06:00,1
2019-06-24 00:06:00,1
2019-06-24 11:59:00,1
2019-06-24 13:44:00,1
2019-06-24 15:50:00,1
2019-06-24 19:43:00,1
2019-06-24 20:56:00,1
2019-06-25 08:51:00,1
2019-06-25 12:25:00,1
2019-06-25 16:02:00,1
2019-06-25 19:14:00,1
2019-06-26 00:29:00,1
2019-06-26 16:43:00,1
2019-06-27 01:54:00,1
2019-06-27 08:30:00,1
2019-06-27 20:00:00,1
2019-06-28 03:34:00,1
2019-06-28 06:16:00,1
2019-06-28 11:27:00,1
2019-06-28 12:01:00,1
2019-06-28 12:22:00,1
2019-06-28 14:51:00,1
2019-06-29 05:33:00,1
2019-06-29 14:20:00,1
2019-06-29 23:21:00,1
2019-07-01 01:40:00,1
2019-07-01 08:06:00,1
2019-07-01 09:53:00,1
2019-07-01 21:24:00,1
2019-07-02 01:26:00,1
2019-07-02 06:20:00,2
2019-07-02 14:30:00,1
2019-07-02 15:13:00,1
2019-07-02 17:59:00,1
2019-07-02 19:40:00,1
2019-07-03 09:10:00,1
2019-07-03 14:19:00,1
2019-07-05 06:43:00,1
2019-07-05 13:45:00,1
2019-07-05 22:15:00,1
2019-07-06 02:19:00,1
2019-07-06 08:06:00,1
2019-07-06 23:38:00,1
2019-07-07 10:33:00,1
2019-07-08 04:48:00,1
2019-07-08 12:33:00,1
2019-07-08 17:03:00,1
2019-07-10 23:50:00,1
2019-07-11 11:21:00,2
2019-07-11 17:44:00,1
2019-07-11 19:22:00,1
2019-07-12 02:38:00,1
2019-07-12 10:10:00,1
2019-07-12 17:15:00,1
2019-07-12 19:09:00,1
2019-07-13 04:13:00,1
2019-07-13 19:32:00,1
2019-07-14 00:06:00,1
2019-07-14 01:28:00,1
2019-07-14 07:41:00,1
2019-07-14 08:31:00,1
2019-07-14 12:06:00,1
2019-07-14 14:04:00,1
2019-07-14 17:29:00,1
2019-07-14 19:40:00,1
2019-07-15 23:25:00,1
2019-07-16 01:14:00,1
2019-07-16 15:03:00,1
2019-07-18 09:44:00,1
2019-07-18 15:16:00,1
2019-07-18 23:14:00,1
2019-07-19 22:06:00,1
2019-07-19 23:16:00,1
2019-07-20 00:17:00,1
2019-07-20 03:53:00,1
2019-07-20 04:20:00,1
2019-07-20 05:25:00,1
2019-07-20 21:01:00,1
2019-07-21 02:12:00,1
2019-07-21 06:26:00,1
2019-07-21 06:50:00,1
2019-07-21 18:03:00,1
2019-07-22 05:24:00,1
2019-07-22 16:34:00,1
2019-07-22 22:37:00,1
2019-07-23 15:04:00,1
2019-07-24 02:05:00,1
2019-07-24 08:05:00,1
2019-07-25 05:07:00,1
2019-07-25 14:12:00,1
2019-07-25 15:06:00,1
2019-07-25 21:36:00,1
2019-07-25 23:01:00,1
2019-07-26 08:40:00,1
2019-07-26 21:28:00,1
2019-07-27 02:30:00,1
2019-07-28 07:52:00,1
2019-07-28 15:19:00,1
2019-07-28 19:48:00,1
2019-07-28 23:57:00,1
2019-07-29 02:05:00,1
2019-07-29 15:56:00,1
2019-07-30 02:11:00,1
2019-07-30 03:11:00,1
2019-07-30 05:58:00,1
2019-08-01 01:29:00,1
2019-08-01 19:49:00,1
2019-08-02 00:05:00,1
2019-08-03 07:00:00,1
2019-08-04 10:47:00,1
2019-08-04 20:55:00,1
2019-08-04 21:14:00,1
2019-08-04 21:50:00,1
2019-08-05 00:48:00,1
2019-08-05 03:24:00,1
2019-08-05 14:23:00,1
2019-08-05 14:38:00,1
2019-08-05 20:27:00,1
2019-08-06 02:36:00,1
2019-08-06 21:20:00,1
2019-08-08 18:12:00,1
2019-08-09 11:47:00,1
2019-08-09 14:51:00,1
2019-08-09 17:46:00,1
2019-08-10 14:35:00,1
2019-08-10 23:46:00,1
2019-08-11 15:11:00,1
2019-08-12 14:52:00,1
2019-08-12 16:10:00,1
2019-08-13 14:49:00,1
2019-08-13 18:57:00,1
2019-08-13 22:27:00,1
2019-08-14 22:43:00,1
2019-08-15 03:45:00,1
2019-08-16 07:02:00,1
2019-08-16 11:41:00,1
2019-08-16 23:23:00,1
2019-08-17 09:02:00,1
2019-08-17 09:10:00,1
2019-08-19 21:50:00,1
2019-08-20 23:01:00,1
2019-08-21 04:38:00,1
2019-08-22 07:35:00,1
2019-08-23 01:38:00,1
2019-08-23 07:54:00,1
2019-08-23 10:33:00,1
2019-08-23 14:24:00,1
2019-08-23 21:49:00,1
2019-08-25 12:50:00,1
2019-08-27 21:57:00,1
2019-08-27 23:20:00,1
2019-08-29 11:48:00,1
2019-08-30 04:34:00,1
2019-08-30 11:09:00,1
2019-08-31 05:45:00,1
2019-08-31 13:08:00,1
2019-08-31 15:50:00,1
2019-09-01 04:25:00,1
2019-09-01 06:59:00,1
2019-09-01 07:47:00,1
2019-09-01 14:07:00,1
2019-09-02 07:16:00,1
2019-09-02 09:06:00,1
2019-09-02 13:05:00,1
2019-09-02 15:25:00,1
2019-09-03 15:37:00,1
2019-09-05 22:29:00,1
2019-09-05 22:44:00,1
2019-09-05 22:50:00,1
2019-09-06 05:07:00,1
2019-09-06 21:52:00,1
2019-09-07 10:29:00,1
2019-09-07 12:02:00,1
2019-09-07 16:52:00,1
2019-09-07 17:49:00,1
2019-09-08 06:16:00,1
2019-09-08 09:33:00,1
2019-09-08 15:06:00,1
2019-09-09 15:21:00,1
2019-09-10 07:16:00,1
2019-09-11 12:08:00,1
2019-09-11 21:43:00,1
2019-09-12 06:45:00,1
2019-09-12 07:46:00,1
2019-09-13 00:27:00,1
2019-09-13 05:03:00,1
2019-09-13 20:06:00,1
2019-09-13 22:04:00,1
2019-09-14 17:53:00,1
2019-09-14 21:23:00,1
2019-09-14 21:24:00,1
2019-09-14 23:54:00,1
2019-09-15 05:45:00,1
2019-09-15 06:55:00,1
2019-09-15 08:02:00,1
2019-09-16 12:44:00,1
2019-09-17 02:19:00,1
2019-09-17 10:12:00,1
2019-09-17 14:15:00,1
2019-09-18 10:50:00,1
2019-09-18 13:21:00,1
2019-09-18 13:29:00,1
2019-09-18 18:28:00,1
2019-09-18 21:12:00,1
2019-09-19 00:20:00,1
2019-09-19 00:53:00,1
2019-09-19 08:23:00,1
2019-09-19 14:54:00,1
2019-09-20 00:26:00,1
2019-09-20 01:04:00,1
2019-09-20 08:46:00,1
2019-09-21 12:21:00,1
2019-09-21 18:51:00,1
2019-09-23 04:14:00,1
2019-09-23 05:09:00,1
2019-09-23 18:19:00,1
2019-09-24 04:18:00,1
2019-09-24 09:31:00,1
2019-09-25 03:23:00,1
2019-09-25 06:08:00,1
2019-09-25 07:12:00,1
2019-09-26 04:16:00,1
2019-09-26 05:20:00,1
2019-09-26 11:50:00,1
2019-09-26 18:47:00,1
2019-09-26 23:56:00,1
2019-09-27 14:19:00,1
2019-09-27 23:53:00,1
2019-09-28 04:41:00,1
2019-09-28 14:43:00,1
2019-09-29 03:51:00,1
2019-09-29 18:29:00,1
2019-09-29 18:37:00,1
2019-09-29 21:40:00,1
2019-09-29 22:43:00,1
2019-09-30 01:43:00,1
2019-09-30 07:47:00,1
2019-09-30 08:54:00,1
2019-09-30 10:25:00,1
2019-09-30 16:33:00,1
2019-10-02 06:08:00,1
2019-10-02 08:57:00,1
2019-10-03 14:25:00,1
2019-10-03 18:00:00,1
2019-10-03 19:03:00,1
2019-10-03 19:07:00,1
2019-10-03 20:47:00,1
2019-10-04 00:25:00,1
2019-10-04 10:04:00,1
2019-10-04 10:52:00,1
2019-10-04 11:02:00,1
2019-10-04 16:28:00,1
2019-10-05 05:13:00,1
2019-10-07 06:28:00,1
2019-10-08 01:27:00,1
2019-10-08 02:45:00,1
2019-10-08 19:43:00,1
2019-10-09 10:55:00,1
2019-10-09 13:13:00,1
2019-10-09 16:23:00,1
2019-10-09 18:11:00,1
2019-10-10 05:00:00,1
2019-10-10 07:57:00,1
2019-10-11 02:10:00,1
2019-10-11 07:49:00,1
2019-10-12 04:26:00,1
2019-10-13 01:53:00,1
2019-10-13 12:10:00,1
2019-10-14 00:22:00,1
2019-10-14 02:46:00,1
2019-10-15 11:26:00,1
2019-10-15 16:47:00,1
2019-10-15 17:00:00,1
2019-10-16 23:03:00,1
2019-10-17 05:07:00,1
2019-10-17 08:37:00,1
2019-10-17 11:57:00,1
2019-10-17 16:42:00,1
2019-10-18 09:50:00,2
2019-10-19 09:46:00,1
2019-10-19 17:31:00,1
2019-10-20 02:00:00,1
2019-10-20 05:10:00,1
2019-10-21 00:16:00,1
2019-10-21 02:30:00,1
2019-10-21 07:17:00,1
2019-10-21 14:29:00,1
2019-10-22 03:47:00,1
2019-10-22 04:35:00,1
2019-10-22 05:29:00,1
2019-10-22 06:35:00,1
2019-10-22 10:01:00,1
2019-10-22 19:10:00,1
2019-10-22 20:07:00,1
2019-10-22 20:21:00,1
2019-10-22 20:58:00,1
2019-10-22 21:09:00,1
2019-10-22 21:30:00,1
2019-10-23 00:09:00,1
2019-10-23 02:48:00,1
2019-10-23 12:35:00,1
2019-10-23 14:47:00,1
2019-10-23 20:02:00,1
2019-10-24 04:04:00,1
2019-10-24 05:14:00,1
2019-10-24 09:41:00,1
2019-10-24 11:25:00,1
2019-10-24 12:56:00,1
2019-10-24 13:57:00,1
2019-10-24 16:30:00,1
2019-10-24 21:26:00,1
2019-10-24 21:37:00,1
2019-10-24 21:51:00,1
2019-10-25 00:11:00,1
2019-10-25 00:35:00,1
2019-10-25 00:43:00,1
2019-10-25 05:33:00,1
2019-10-25 13:10:00,1
2019-10-26 04:30:00,1
2019-10-26 18:01:00,1
2019-10-26 19:34:00,1
2019-10-27 10:08:00,1
2019-10-28 01:36:00,1
2019-10-29 16:32:00,1
2019-10-30 09:57:00,1
2019-10-30 20:51:00,1
2019-10-30 23:41:00,1
2019-10-31 04:04:00,1
2019-10-31 17:05:00,1
2019-11-01 05:25:00,1
2019-11-01 07:02:00,1
2019-11-01 23:02:00,1
2019-11-02 00:58:00,1
2019-11-02 01:46:00,1
2019-11-02 02:51:00,1
2019-11-02 07:02:00,1
2019-11-02 07:44:00,1
2019-11-02 21:35:00,1
2019-11-03 15:24:00,1
2019-11-04 09:20:00,1
2019-11-04 12:47:00,1
2019-11-04 16:22:00,1
2019-11-04 22:11:00,1
2019-11-05 03:28:00,1
2019-11-05 04:03:00,1
2019-11-06 20:10:00,1
2019-11-07 06:15:00,1
2019-11-07 08:02:00,1
2019-11-08 17:03:00,1
2019-11-08 20:04:00,1
2019-11-08 22:33:00,1
2019-11-09 08:12:00,1
2019-11-09 15:43:00,1
2019-11-10 11:20:00,1
2019-11-10 13:33:00,1
2019-11-12 14:54:00,1
2019-11-13 04:44:00,1
2019-11-13 19:02:00,1
2019-11-14 01:14:00,1
2019-11-14 06:42:00,1
2019-11-14 12:34:00,1
2019-11-14 17:17:00,1
2019-11-14 18:23:00,1
2019-11-14 19:07:00,1
2019-11-14 20:02:00,1
2019-11-15 01:27:00,1
2019-11-15 01:54:00,1
2019-11-15 05:20:00,1
2019-11-15 06:18:00,1
2019-11-15 17:08:00,1
2019-11-16 03:56:00,1
2019-11-16 04:28:00,1
2019-11-16 11:35:00,1
2019-11-17 02:32:00,1
2019-11-17 19:52:00,1
2019-11-18 19:13:00,1
2019-11-18 20:31:00,1
2019-11-18 20:37:00,1
2019-11-19 01:58:00,1
2019-11-19 17:11:00,1
2019-11-19 18:20:00,1
2019-11-20 04:40:00,1
2019-11-20 12:26:00,1
2019-11-21 15:41:00,1
2019-11-21 15:42:00,9
2019-11-21 15:45:00,2
2019-11-21 15:46:00,3
2019-11-21 15:47:00,7
2019-11-21 20:04:00,1
2019-11-22 07:50:00,1
2019-11-22 13:04:00,1
2019-11-22 18:37:00,1
2019-11-22 23:41:00,1
2019-11-23 00:27:00,1
2019-11-23 05:42:00,1
2019-11-23 14:32:00,1
2019-11-24 12:35:00,1
2019-11-27 05:16:00,1
2019-11-27 12:03:00,1
2019-11-28 08:01:00,1
2019-11-28 23:28:00,1
2019-11-29 23:59:00,1
2019-11-30 07:18:00,1
2019-11-30 22:17:00,1
2019-11-30 23:31:00,1
2019-12-01 05:35:00,1
2019-12-01 13:51:00,1
2019-12-01 18:02:00,1
2019-12-02 13:48:00,1
2019-12-02 23:58:00,1
2019-12-03 01:04:00,1
2019-12-03 03:53:00,1
2019-12-03 08:21:00,1
2019-12-03 14:41:00,1
2019-12-03 14:54:00,1
2019-12-03 20:59:00,1
2019-12-04 07:47:00,1
2019-12-04 08:35:00,1
2019-12-04 10:57:00,1
2019-12-04 11:09:00,1
2019-12-04 20:27:00,1
2019-12-04 23:17:00,1
2019-12-05 00:08:00,1
2019-12-05 00:26:00,1
2019-12-05 00:59:00,1
2019-12-05 01:15:00,1
2019-12-05 08:34:00,1
2019-12-05 10:03:00,1
2019-12-05 11:02:00,1
2019-12-05 11:06:00,1
2019-12-05 12:51:00,1
2019-12-05 18:06:00,1
2019-12-05 19:07:00,1
2019-12-05 20:12:00,1
2019-12-06 14:09:00,1
2019-12-06 19:40:00,1
2019-12-06 23:59:00,1
2019-12-07 13:54:00,1
2019-12-07 20:50:00,1
2019-12-09 06:14:00,1
2019-12-09 06:22:00,1
2019-12-09 17:43:00,1
2019-12-10 23:02:00,1
2019-12-11 08:35:00,1
2019-12-11 12:01:00,1
2019-12-11 23:38:00,1
2019-12-12 00:25:00,1
2019-12-12 04:32:00,1
2019-12-12 05:15:00,1
2019-12-12 06:09:00,1
2019-12-12 12:31:00,1
2019-12-13 09:24:00,1
2019-12-13 10:21:00,1
2019-12-13 11:06:00,1
2019-12-13 12:46:00,1
2019-12-14 08:17:00,1
2019-12-14 13:41:00,1
2019-12-15 09:18:00,1
2019-12-15 15:08:00,1
2019-12-16 22:25:00,1
2019-12-17 00:16:00,1
2019-12-17 17:26:00,1
2019-12-18 00:32:00,1
2019-12-18 00:33:00,1
2019-12-18 00:34:00,2
2019-12-18 00:58:00,1
2019-12-18 01:28:00,1
2019-12-18 09:17:00,1
2019-12-18 10:08:00,1
2019-12-18 11:03:00,1
2019-12-19 16:41:00,1
2019-12-19 19:19:00,1
2019-12-19 23:23:00,1
2019-12-20 03:15:00,1
2019-12-20 08:58:00,1
2019-12-20 17:20:00,1
2019-12-21 04:53:00,1
2019-12-21 17:16:00,1
2019-12-22 04:07:00,2
2019-12-22 10:10:00,1
2019-12-22 14:53:00,1
2019-12-22 19:51:00,1
2019-12-23 08:00:00,1
2019-12-24 00:01:00,1
2019-12-24 01:00:00,1
2019-12-25 01:10:00,1
2019-12-25 02:17:00,1
2019-12-25 04:13:00,1
2019-12-25 19:14:00,1
2019-12-26 03:09:00,1
2019-12-26 15:19:00,1
2019-12-26 16:19:00,1
2019-12-27 05:18:00,1
2019-12-27 11:45:00,1
2019-12-27 17:26:00,1
2019-12-28 23:26:00,1
2019-12-29 06:51:00,1
2019-12-30 05:22:00,1
2019-12-30 06:12:00,1
2019-12-30 13:16:00,1
2019-12-31 00:00:00,1
