1010,"SELECT top # objid, ra, dec, psfmag_i-extinction_i AS mag_i, psfmag_r-extinction_r AS mag_r, z FROM SpecPhoto WHERE (class = #)"
2019-03-11 07:52:00,1
2019-03-11 16:43:00,1
2019-03-12 01:34:00,1
2019-03-12 08:43:00,1
2019-03-13 02:51:00,1
2019-03-13 08:48:00,2
2019-03-13 11:12:00,1
2019-03-14 10:17:00,1
2019-03-14 15:08:00,1
2019-03-14 16:15:00,1
2019-03-14 23:34:00,1
2019-03-15 01:29:00,1
2019-03-15 03:01:00,1
2019-03-15 03:50:00,1
2019-03-15 17:35:00,1
2019-03-15 23:09:00,1
2019-03-16 02:27:00,1
2019-03-16 03:35:00,1
2019-03-16 08:31:00,1
2019-03-16 12:58:00,1
2019-03-16 23:47:00,1
2019-03-17 14:23:00,1
2019-03-17 21:51:00,1
2019-03-18 15:28:00,1
2019-03-19 13:50:00,2
2019-03-19 17:32:00,1
2019-03-20 03:55:00,3
2019-03-20 03:56:00,2
2019-03-20 03:57:00,1
2019-03-20 13:02:00,1
2019-03-20 18:24:00,1
2019-03-20 22:50:00,1
2019-03-21 16:40:00,1
2019-03-22 08:39:00,1
2019-03-23 07:22:00,1
2019-03-24 12:54:00,1
2019-03-24 16:11:00,1
2019-03-24 16:23:00,1
2019-03-25 01:26:00,1
2019-03-25 04:57:00,1
2019-03-25 05:06:00,1
2019-03-25 09:28:00,1
2019-03-26 08:55:00,1
2019-03-26 09:57:00,1
2019-03-26 13:16:00,1
2019-03-26 18:19:00,1
2019-03-26 19:57:00,1
2019-03-26 20:33:00,1
2019-03-26 21:00:00,1
2019-03-27 03:18:00,1
2019-03-27 19:00:00,1
2019-03-28 15:10:00,1
2019-03-28 16:19:00,1
2019-03-28 17:52:00,1
2019-03-28 18:53:00,1
2019-03-28 19:14:00,1
2019-03-28 20:03:00,1
2019-03-28 22:15:00,1
2019-03-29 23:54:00,1
2019-03-30 09:00:00,1
2019-03-31 06:12:00,1
2019-03-31 08:05:00,1
2019-03-31 09:04:00,1
2019-03-31 12:47:00,1
2019-03-31 20:08:00,1
2019-04-01 06:27:00,1
2019-04-01 09:14:00,1
2019-04-01 10:47:00,1
2019-04-01 19:19:00,1
2019-04-01 20:24:00,1
2019-04-01 22:23:00,1
2019-04-02 10:00:00,1
2019-04-03 13:19:00,1
2019-04-03 20:13:00,1
2019-04-04 06:57:00,1
2019-04-04 12:49:00,1
2019-04-04 17:51:00,1
2019-04-04 20:26:00,1
2019-04-05 00:38:00,1
2019-04-05 21:18:00,1
2019-04-06 04:08:00,1
2019-04-07 14:38:00,1
2019-04-07 14:45:00,1
2019-04-08 11:50:00,1
2019-04-08 15:41:00,1
2019-04-08 18:53:00,1
2019-04-09 03:25:00,1
2019-04-09 04:37:00,1
2019-04-09 06:34:00,1
2019-04-09 12:31:00,1
2019-04-09 21:23:00,1
2019-04-09 21:24:00,1
2019-04-09 21:29:00,1
2019-04-10 00:39:00,1
2019-04-10 10:58:00,2
2019-04-10 11:04:00,1
2019-04-10 15:47:00,2
2019-04-11 06:32:00,1
2019-04-12 23:22:00,1
2019-04-13 00:16:00,1
2019-04-13 01:45:00,1
2019-04-13 14:45:00,1
2019-04-14 11:52:00,1
2019-04-14 14:32:00,1
2019-04-15 12:15:00,1
2019-04-15 21:54:00,1
2019-04-16 06:54:00,1
2019-04-16 18:49:00,1
2019-04-17 12:58:00,1
2019-04-18 05:58:00,1
2019-04-18 08:57:00,1
2019-04-18 09:10:00,1
2019-04-18 14:06:00,1
2019-04-18 21:14:00,1
2019-04-18 21:59:00,1
2019-04-19 00:36:00,1
2019-04-19 01:46:00,1
2019-04-19 04:01:00,1
2019-04-19 07:49:00,1
2019-04-19 10:06:00,1
2019-04-19 19:10:00,1
2019-04-19 19:32:00,1
2019-04-20 05:34:00,1
2019-04-20 20:33:00,1
2019-04-21 05:55:00,1
2019-04-21 08:50:00,1
2019-04-21 15:51:00,1
2019-04-22 09:05:00,1
2019-04-22 13:48:00,1
2019-04-22 22:25:00,1
2019-04-23 13:23:00,1
2019-04-23 23:40:00,1
2019-04-24 11:45:00,1
2019-04-25 04:58:00,1
2019-04-25 14:53:00,1
2019-04-27 05:22:00,1
2019-04-27 06:45:00,1
2019-04-27 09:36:00,1
2019-04-28 02:47:00,1
2019-04-28 05:53:00,1
2019-04-28 06:10:00,1
2019-04-28 07:59:00,1
2019-04-28 09:14:00,1
2019-04-28 13:22:00,1
2019-04-28 20:58:00,1
2019-04-30 01:24:00,1
2019-04-30 02:16:00,1
2019-04-30 09:53:00,1
2019-05-01 03:07:00,1
2019-05-01 09:46:00,1
2019-05-01 15:13:00,1
2019-05-02 11:29:00,1
2019-05-02 17:39:00,1
2019-05-03 04:45:00,1
2019-05-03 06:03:00,1
2019-05-03 08:15:00,1
2019-05-03 14:49:00,1
2019-05-03 17:30:00,1
2019-05-03 23:27:00,1
2019-05-03 23:55:00,1
2019-05-05 19:51:00,1
2019-05-06 07:06:00,1
2019-05-06 08:01:00,1
2019-05-06 09:06:00,1
2019-05-06 14:51:00,1
2019-05-09 00:33:00,1
2019-05-09 20:26:00,1
2019-05-10 16:32:00,1
2019-05-10 22:13:00,1
2019-05-11 01:22:00,1
2019-05-11 05:16:00,1
2019-05-11 06:45:00,1
2019-05-12 09:00:00,1
2019-05-13 02:33:00,1
2019-05-13 08:35:00,2
2019-05-13 22:23:00,1
2019-05-14 07:36:00,1
2019-05-14 10:17:00,1
2019-05-14 19:39:00,1
2019-05-15 15:17:00,1
2019-05-15 22:21:00,1
2019-05-16 00:02:00,1
2019-05-16 00:49:00,1
2019-05-17 03:57:00,1
2019-05-17 04:18:00,1
2019-05-17 04:30:00,1
2019-05-18 20:37:00,1
2019-05-18 21:27:00,1
2019-05-18 22:05:00,1
2019-05-19 03:10:00,1
2019-05-19 10:22:00,1
2019-05-20 17:16:00,1
2019-05-20 18:34:00,1
2019-05-21 02:33:00,1
2019-05-21 02:37:00,1
2019-05-21 03:23:00,1
2019-05-21 10:15:00,1
2019-05-21 10:59:00,1
2019-05-22 19:54:00,1
2019-05-23 04:24:00,1
2019-05-23 06:25:00,1
2019-05-23 10:04:00,1
2019-05-23 12:21:00,1
2019-05-23 13:37:00,1
2019-05-23 16:56:00,1
2019-05-24 02:18:00,1
2019-05-24 08:58:00,1
2019-05-24 13:36:00,1
2019-05-24 17:28:00,1
2019-05-24 19:07:00,1
2019-05-24 19:53:00,1
2019-05-24 20:24:00,1
2019-05-24 23:57:00,1
2019-05-25 02:32:00,1
2019-05-25 10:51:00,1
2019-05-25 11:36:00,1
2019-05-25 14:09:00,1
2019-05-25 16:28:00,1
2019-05-26 02:14:00,1
2019-05-27 12:09:00,1
2019-05-28 00:46:00,1
2019-05-28 20:40:00,1
2019-05-29 03:57:00,1
2019-05-29 12:07:00,1
2019-05-30 02:47:00,1
2019-05-30 02:48:00,1
2019-05-30 16:04:00,1
2019-05-30 21:11:00,1
2019-05-31 01:16:00,1
2019-05-31 10:22:00,1
2019-06-01 06:13:00,1
2019-06-01 07:19:00,1
2019-06-01 18:11:00,1
2019-06-01 23:38:00,1
2019-06-02 01:55:00,1
2019-06-02 02:21:00,1
2019-06-02 20:52:00,1
2019-06-02 21:18:00,1
2019-06-04 08:11:00,1
2019-06-05 17:43:00,1
2019-06-06 07:24:00,1
2019-06-06 19:38:00,1
2019-06-07 12:22:00,1
2019-06-07 14:21:00,1
2019-06-09 15:55:00,1
2019-06-10 21:09:00,1
2019-06-10 21:26:00,1
2019-06-11 00:05:00,1
2019-06-11 01:05:00,1
2019-06-11 02:04:00,1
2019-06-11 14:59:00,1
2019-06-12 14:46:00,1
2019-06-12 15:33:00,1
2019-06-13 19:22:00,1
2019-06-14 05:56:00,1
2019-06-14 20:39:00,1
2019-06-14 22:20:00,1
2019-06-15 09:32:00,1
2019-06-15 11:21:00,1
2019-06-15 11:38:00,1
2019-06-15 15:03:00,1
2019-06-15 20:41:00,1
2019-06-15 22:22:00,1
2019-06-16 16:55:00,1
2019-06-17 09:57:00,1
2019-06-18 11:56:00,1
2019-06-18 13:20:00,1
2019-06-18 14:54:00,1
2019-06-18 20:28:00,1
2019-06-19 01:33:00,1
2019-06-19 06:21:00,1
2019-06-19 11:51:00,1
2019-06-20 00:15:00,1
2019-06-20 04:00:00,1
2019-06-20 09:22:00,1
2019-06-21 00:56:00,1
2019-06-21 06:34:00,1
2019-06-21 18:19:00,1
2019-06-22 07:35:00,1
2019-06-22 18:04:00,1
2019-06-22 23:14:00,1
2019-06-23 06:43:00,1
2019-06-23 11:02:00,1
2019-06-23 11:21:00,1
2019-06-23 15:33:00,1
2019-06-23 15:52:00,1
2019-06-23 17:07:00,1
2019-06-23 18:58:00,1
2019-06-24 00:47:00,1
2019-06-24 12:00:00,1
2019-06-25 00:13:00,1
2019-06-25 08:52:00,1
2019-06-25 11:17:00,1
2019-06-25 12:37:00,1
2019-06-25 19:19:00,1
2019-06-25 23:38:00,1
2019-06-27 01:56:00,1
2019-06-27 08:31:00,1
2019-06-27 09:02:00,1
2019-06-27 09:59:00,1
2019-06-27 10:00:00,1
2019-06-27 20:22:00,1
2019-06-28 03:35:00,1
2019-06-28 06:18:00,1
2019-06-28 12:03:00,1
2019-06-28 12:22:00,1
2019-06-28 12:46:00,1
2019-06-29 05:38:00,1
2019-06-29 14:00:00,1
2019-06-29 14:21:00,1
2019-06-29 23:31:00,1
2019-06-30 20:55:00,1
2019-07-01 08:07:00,1
2019-07-01 09:54:00,1
2019-07-01 21:30:00,1
2019-07-02 01:35:00,1
2019-07-02 08:33:00,1
2019-07-02 08:34:00,1
2019-07-02 14:32:00,1
2019-07-02 15:21:00,1
2019-07-02 18:01:00,1
2019-07-02 19:49:00,1
2019-07-03 09:12:00,1
2019-07-03 14:26:00,1
2019-07-05 01:19:00,1
2019-07-05 15:14:00,1
2019-07-05 22:01:00,1
2019-07-06 03:25:00,1
2019-07-06 21:48:00,1
2019-07-06 23:39:00,1
2019-07-07 10:34:00,1
2019-07-08 04:49:00,1
2019-07-08 11:07:00,2
2019-07-08 12:36:00,1
2019-07-08 17:04:00,1
2019-07-09 19:39:00,1
2019-07-09 20:56:00,1
2019-07-11 13:05:00,1
2019-07-12 02:40:00,1
2019-07-12 10:11:00,1
2019-07-12 17:16:00,1
2019-07-12 19:18:00,1
2019-07-12 22:15:00,1
2019-07-13 04:14:00,1
2019-07-13 05:50:00,1
2019-07-13 18:03:00,1
2019-07-13 18:18:00,1
2019-07-14 01:29:00,1
2019-07-14 07:42:00,1
2019-07-14 08:19:00,1
2019-07-14 12:46:00,1
2019-07-14 17:30:00,1
2019-07-14 19:49:00,1
2019-07-17 10:47:00,1
2019-07-17 10:49:00,1
2019-07-18 09:44:00,1
2019-07-18 23:15:00,1
2019-07-19 22:08:00,1
2019-07-19 23:17:00,1
2019-07-20 00:26:00,1
2019-07-20 03:54:00,1
2019-07-20 04:20:00,1
2019-07-20 05:34:00,1
2019-07-21 01:46:00,1
2019-07-21 06:58:00,1
2019-07-21 18:05:00,1
2019-07-22 00:00:00,1
2019-07-22 05:36:00,1
2019-07-23 15:06:00,1
2019-07-24 02:16:00,1
2019-07-24 08:19:00,1
2019-07-25 05:16:00,1
2019-07-25 17:03:00,1
2019-07-25 23:10:00,1
2019-07-27 11:35:00,1
2019-07-27 20:59:00,1
2019-07-28 07:53:00,1
2019-07-28 13:29:00,1
2019-07-28 19:49:00,1
2019-07-29 02:05:00,1
2019-07-29 13:28:00,1
2019-07-29 16:33:00,1
2019-07-29 21:58:00,1
2019-07-30 02:11:00,1
2019-07-30 06:41:00,1
2019-07-30 10:23:00,1
2019-07-30 10:30:00,1
2019-07-30 14:30:00,1
2019-07-30 21:30:00,1
2019-07-31 22:35:00,1
2019-08-04 01:47:00,1
2019-08-04 10:56:00,1
2019-08-04 11:01:00,1
2019-08-04 20:55:00,1
2019-08-04 21:15:00,1
2019-08-04 23:11:00,1
2019-08-05 03:25:00,1
2019-08-05 14:24:00,1
2019-08-05 20:27:00,1
2019-08-06 05:13:00,1
2019-08-08 18:15:00,1
2019-08-09 14:51:00,1
2019-08-09 17:47:00,1
2019-08-10 23:47:00,1
2019-08-11 20:10:00,1
2019-08-12 14:53:00,1
2019-08-12 16:12:00,1
2019-08-13 14:50:00,1
2019-08-13 18:57:00,1
2019-08-14 09:44:00,1
2019-08-14 22:54:00,1
2019-08-15 03:58:00,1
2019-08-15 06:27:00,1
2019-08-16 07:10:00,1
2019-08-16 11:42:00,1
2019-08-16 23:54:00,1
2019-08-17 06:28:00,1
2019-08-17 07:23:00,1
2019-08-17 09:20:00,1
2019-08-17 20:18:00,1
2019-08-20 23:10:00,1
2019-08-21 04:51:00,1
2019-08-22 04:30:00,1
2019-08-22 07:44:00,1
2019-08-22 20:15:00,1
2019-08-23 00:44:00,1
2019-08-23 01:46:00,1
2019-08-23 08:05:00,1
2019-08-23 14:24:00,1
2019-08-24 05:18:00,1
2019-08-24 17:09:00,1
2019-08-27 18:22:00,1
2019-08-27 19:26:00,1
2019-08-27 19:27:00,1
2019-08-27 21:58:00,1
2019-08-27 23:22:00,1
2019-08-30 04:34:00,1
2019-08-30 11:00:00,1
2019-08-30 14:00:00,1
2019-08-30 14:35:00,1
2019-08-30 20:27:00,1
2019-08-31 08:44:00,1
2019-08-31 13:09:00,1
2019-08-31 15:52:00,1
2019-09-01 04:26:00,1
2019-09-01 07:00:00,1
2019-09-01 07:48:00,1
2019-09-01 14:08:00,1
2019-09-01 23:10:00,1
2019-09-02 02:57:00,1
2019-09-02 09:09:00,1
2019-09-02 13:06:00,1
2019-09-03 15:39:00,1
2019-09-05 05:01:00,1
2019-09-05 22:18:00,1
2019-09-05 22:39:00,1
2019-09-05 22:52:00,1
2019-09-06 10:10:00,1
2019-09-06 18:53:00,1
2019-09-06 22:02:00,1
2019-09-07 10:43:00,1
2019-09-07 12:20:00,1
2019-09-07 15:57:00,1
2019-09-07 16:53:00,1
2019-09-07 17:49:00,1
2019-09-08 05:25:00,1
2019-09-08 06:17:00,1
2019-09-08 09:34:00,1
2019-09-08 15:07:00,1
2019-09-09 15:25:00,1
2019-09-10 07:18:00,1
2019-09-10 10:14:00,1
2019-09-11 12:09:00,1
2019-09-11 21:44:00,1
2019-09-11 23:32:00,1
2019-09-12 06:46:00,1
2019-09-12 07:47:00,1
2019-09-13 00:40:00,1
2019-09-13 05:14:00,1
2019-09-13 07:44:00,1
2019-09-14 17:56:00,1
2019-09-15 00:03:00,1
2019-09-15 05:47:00,1
2019-09-15 07:06:00,1
2019-09-15 08:05:00,1
2019-09-15 18:58:00,1
2019-09-16 12:45:00,1
2019-09-16 18:47:00,1
2019-09-17 02:20:00,1
2019-09-17 10:14:00,1
2019-09-17 14:18:00,1
2019-09-18 03:49:00,1
2019-09-18 10:52:00,1
2019-09-18 13:23:00,1
2019-09-18 13:30:00,1
2019-09-18 18:29:00,1
2019-09-18 21:13:00,1
2019-09-19 00:21:00,1
2019-09-19 04:09:00,2
2019-09-19 08:25:00,1
2019-09-19 14:57:00,1
2019-09-20 00:27:00,1
2019-09-20 01:04:00,1
2019-09-20 08:48:00,1
2019-09-20 17:43:00,1
2019-09-21 12:23:00,1
2019-09-22 09:03:00,1
2019-09-22 10:48:00,1
2019-09-23 04:14:00,1
2019-09-23 05:10:00,1
2019-09-23 08:53:00,1
2019-09-23 15:00:00,1
2019-09-23 18:20:00,1
2019-09-25 06:09:00,1
2019-09-25 07:13:00,1
2019-09-26 04:17:00,1
2019-09-26 04:39:00,1
2019-09-26 05:21:00,1
2019-09-26 11:49:00,1
2019-09-26 18:47:00,1
2019-09-27 00:41:00,1
2019-09-27 14:20:00,1
2019-09-28 00:02:00,1
2019-09-28 02:45:00,1
2019-09-28 04:42:00,1
2019-09-28 04:54:00,1
2019-09-28 11:21:00,1
2019-09-28 11:34:00,1
2019-09-28 14:43:00,1
2019-09-28 15:56:00,1
2019-09-29 03:52:00,1
2019-09-29 13:10:00,1
2019-09-29 18:41:00,1
2019-09-29 21:40:00,1
2019-09-29 22:43:00,1
2019-09-30 01:51:00,1
2019-09-30 04:54:00,1
2019-09-30 08:00:00,1
2019-09-30 10:26:00,1
2019-10-02 03:15:00,1
2019-10-02 06:10:00,1
2019-10-02 08:57:00,1
2019-10-03 12:39:00,1
2019-10-03 12:40:00,1
2019-10-03 14:26:00,1
2019-10-03 18:02:00,1
2019-10-03 20:48:00,1
2019-10-03 23:02:00,1
2019-10-04 02:17:00,1
2019-10-04 02:32:00,1
2019-10-04 10:53:00,1
2019-10-04 16:29:00,1
2019-10-07 06:29:00,1
2019-10-08 01:29:00,1
2019-10-08 02:46:00,1
2019-10-08 05:52:00,1
2019-10-08 19:43:00,1
2019-10-09 10:55:00,1
2019-10-09 13:38:00,1
2019-10-09 16:24:00,1
2019-10-10 05:01:00,1
2019-10-10 07:58:00,1
2019-10-10 20:24:00,1
2019-10-10 20:25:00,1
2019-10-10 20:29:00,1
2019-10-10 20:56:00,1
2019-10-11 01:38:00,1
2019-10-11 01:42:00,1
2019-10-11 02:11:00,1
2019-10-11 05:08:00,1
2019-10-13 01:59:00,1
2019-10-13 12:10:00,1
2019-10-14 00:23:00,1
2019-10-14 02:47:00,1
2019-10-14 04:14:00,1
2019-10-14 11:43:00,1
2019-10-15 16:56:00,1
2019-10-16 07:16:00,1
2019-10-16 13:19:00,1
2019-10-16 23:05:00,1
2019-10-17 05:18:00,1
2019-10-17 06:18:00,1
2019-10-17 06:21:00,1
2019-10-17 08:29:00,1
2019-10-17 12:00:00,1
2019-10-17 16:44:00,1
2019-10-18 00:21:00,1
2019-10-19 10:04:00,1
2019-10-19 17:43:00,1
2019-10-19 19:21:00,1
2019-10-20 04:18:00,1
2019-10-21 00:27:00,1
2019-10-21 02:31:00,1
2019-10-21 07:18:00,1
2019-10-21 12:51:00,1
2019-10-21 19:49:00,1
2019-10-22 04:02:00,1
2019-10-22 04:36:00,1
2019-10-22 10:52:00,1
2019-10-22 19:10:00,1
2019-10-22 20:07:00,1
2019-10-22 20:31:00,1
2019-10-22 21:03:00,1
2019-10-22 21:14:00,1
2019-10-22 21:34:00,1
2019-10-23 00:10:00,1
2019-10-23 03:25:00,1
2019-10-23 14:58:00,1
2019-10-23 17:14:00,1
2019-10-23 17:16:00,1
2019-10-23 18:15:00,1
2019-10-23 20:03:00,1
2019-10-23 20:38:00,1
2019-10-24 09:53:00,1
2019-10-24 11:25:00,1
2019-10-24 12:57:00,1
2019-10-24 13:57:00,1
2019-10-24 16:32:00,1
2019-10-24 16:39:00,1
2019-10-24 21:30:00,1
2019-10-24 21:40:00,1
2019-10-25 00:14:00,1
2019-10-25 00:38:00,1
2019-10-25 00:48:00,1
2019-10-25 06:34:00,1
2019-10-25 09:00:00,1
2019-10-25 15:21:00,1
2019-10-25 15:32:00,1
2019-10-25 17:44:00,1
2019-10-26 04:31:00,1
2019-10-26 18:08:00,1
2019-10-26 19:37:00,1
2019-10-27 10:12:00,1
2019-10-29 16:30:00,1
2019-10-30 09:58:00,1
2019-10-30 20:55:00,1
2019-10-30 23:49:00,1
2019-10-31 04:15:00,1
2019-10-31 19:02:00,1
2019-10-31 19:03:00,1
2019-11-01 05:34:00,1
2019-11-01 07:03:00,1
2019-11-01 23:04:00,1
2019-11-02 01:14:00,1
2019-11-02 02:52:00,1
2019-11-02 07:12:00,1
2019-11-02 07:46:00,1
2019-11-02 15:50:00,1
2019-11-03 19:29:00,1
2019-11-04 07:16:00,1
2019-11-04 12:49:00,1
2019-11-04 16:23:00,1
2019-11-04 23:10:00,1
2019-11-05 03:30:00,1
2019-11-05 05:01:00,1
2019-11-05 05:05:00,1
2019-11-05 22:48:00,1
2019-11-07 06:16:00,1
2019-11-08 17:03:00,1
2019-11-08 18:47:00,1
2019-11-08 20:06:00,1
2019-11-09 08:13:00,1
2019-11-09 15:44:00,1
2019-11-09 23:32:00,1
2019-11-10 09:57:00,1
2019-11-10 11:20:00,1
2019-11-10 13:34:00,1
2019-11-13 04:30:00,1
2019-11-13 04:45:00,1
2019-11-13 19:03:00,1
2019-11-14 06:51:00,1
2019-11-14 09:43:00,1
2019-11-14 12:10:00,1
2019-11-14 15:33:00,1
2019-11-14 18:25:00,1
2019-11-14 19:08:00,1
2019-11-14 19:57:00,1
2019-11-15 01:29:00,1
2019-11-15 01:55:00,1
2019-11-15 04:04:00,1
2019-11-15 06:41:00,1
2019-11-15 09:13:00,1
2019-11-15 09:23:00,1
2019-11-15 15:17:00,1
2019-11-15 17:57:00,1
2019-11-16 03:57:00,1
2019-11-16 04:29:00,1
2019-11-16 11:39:00,1
2019-11-17 03:17:00,1
2019-11-18 11:17:00,1
2019-11-18 20:38:00,1
2019-11-19 17:12:00,1
2019-11-19 18:21:00,1
2019-11-20 04:53:00,1
2019-11-20 12:40:00,1
2019-11-21 20:15:00,1
2019-11-22 07:51:00,1
2019-11-22 13:07:00,1
2019-11-22 18:44:00,1
2019-11-23 00:38:00,1
2019-11-23 05:43:00,1
2019-11-23 11:41:00,1
2019-11-23 14:34:00,1
2019-11-24 12:36:00,1
2019-11-24 18:19:00,1
2019-11-25 17:30:00,1
2019-11-26 20:08:00,1
2019-11-26 23:42:00,1
2019-11-27 05:17:00,1
2019-11-27 07:20:00,1
2019-11-27 12:05:00,1
2019-11-28 06:47:00,1
2019-11-28 23:46:00,1
2019-11-29 20:33:00,1
2019-11-30 00:10:00,1
2019-11-30 23:33:00,1
2019-12-01 05:37:00,1
2019-12-01 13:51:00,1
2019-12-01 18:04:00,1
2019-12-02 22:37:00,1
2019-12-03 01:16:00,1
2019-12-03 04:08:00,1
2019-12-03 07:54:00,1
2019-12-03 08:22:00,1
2019-12-03 08:35:00,1
2019-12-04 07:48:00,1
2019-12-04 08:36:00,1
2019-12-04 11:19:00,1
2019-12-04 11:20:00,1
2019-12-04 20:28:00,1
2019-12-04 23:18:00,1
2019-12-05 00:08:00,1
2019-12-05 00:26:00,1
2019-12-05 00:30:00,1
2019-12-05 00:59:00,1
2019-12-05 01:15:00,1
2019-12-05 08:35:00,1
2019-12-05 10:04:00,1
2019-12-05 11:02:00,1
2019-12-05 11:17:00,1
2019-12-05 12:53:00,1
2019-12-05 19:17:00,1
2019-12-05 20:13:00,1
2019-12-06 12:19:00,1
2019-12-06 13:14:00,1
2019-12-06 19:41:00,1
