719,"select u.*, p.objId, ltrim (str (p.ra, #, #) ) as ra, ltrim (str (p.dec, #, #) ) as dec, dbo.fPhotoTypeN (p.type) as type from #x x, #upload u, photoTag p where u.up_id = x.up_id and x.objID = p.objID and p.mode = # order by x.up_id"
2019-06-30 04:43:00,1
2019-06-30 12:51:00,1
2019-06-30 13:00:00,1
2019-06-30 23:32:00,1
2019-07-01 00:39:00,1
2019-07-01 00:46:00,1
2019-07-01 02:35:00,1
2019-07-01 14:04:00,1
2019-07-01 16:38:00,1
2019-07-02 04:39:00,1
2019-07-02 06:24:00,1
2019-07-02 10:34:00,1
2019-07-02 22:54:00,1
2019-07-03 08:13:00,1
2019-07-03 09:21:00,1
2019-07-03 17:42:00,1
2019-07-03 20:02:00,1
2019-07-03 22:20:00,1
2019-07-04 04:07:00,1
2019-07-04 18:22:00,1
2019-07-04 18:24:00,1
2019-07-04 20:31:00,1
2019-07-05 07:03:00,1
2019-07-05 12:37:00,1
2019-07-05 13:29:00,1
2019-07-05 20:50:00,1
2019-07-06 00:28:00,1
2019-07-06 06:08:00,1
2019-07-06 07:35:00,1
2019-07-08 04:45:00,1
2019-07-08 13:59:00,1
2019-07-09 00:58:00,1
2019-07-09 15:35:00,1
2019-07-09 17:29:00,1
2019-07-09 20:08:00,1
2019-07-10 07:16:00,1
2019-07-10 14:36:00,1
2019-07-12 10:49:00,1
2019-07-13 10:37:00,1
2019-07-14 01:09:00,1
2019-07-14 14:06:00,1
2019-07-15 00:39:00,1
2019-07-15 16:11:00,1
2019-07-15 18:59:00,1
2019-07-15 19:00:00,1
2019-07-15 19:02:00,1
2019-07-16 13:02:00,1
2019-07-16 18:36:00,1
2019-07-17 05:48:00,1
2019-07-17 07:30:00,1
2019-07-17 09:26:00,1
2019-07-17 13:32:00,1
2019-07-17 16:43:00,1
2019-07-18 02:38:00,1
2019-07-19 09:24:00,1
2019-07-19 15:27:00,1
2019-07-19 16:50:00,1
2019-07-20 07:30:00,1
2019-07-20 09:45:00,1
2019-07-20 18:21:00,1
2019-07-21 14:43:00,1
2019-07-22 10:36:00,1
2019-07-22 15:10:00,1
2019-07-23 00:24:00,1
2019-07-23 07:32:00,1
2019-07-24 04:10:00,1
2019-07-24 12:00:00,1
2019-07-24 16:18:00,1
2019-07-25 12:06:00,1
2019-07-26 07:33:00,1
2019-07-26 23:57:00,1
2019-07-27 00:21:00,1
2019-07-27 01:39:00,1
2019-07-27 05:16:00,1
2019-07-27 05:44:00,1
2019-07-27 11:40:00,1
2019-07-28 00:59:00,1
2019-07-28 05:03:00,1
2019-07-29 02:04:00,1
2019-07-29 05:48:00,1
2019-07-31 04:30:00,1
2019-07-31 17:30:00,1
2019-07-31 18:32:00,1
2019-08-02 04:19:00,1
2019-08-02 18:20:00,1
2019-08-03 09:07:00,1
2019-08-03 13:59:00,1
2019-08-03 16:13:00,1
2019-08-04 06:56:00,1
2019-08-04 10:37:00,1
2019-08-04 12:47:00,1
2019-08-04 15:53:00,1
2019-08-04 16:49:00,1
2019-08-05 15:53:00,1
2019-08-05 22:37:00,1
2019-08-06 14:31:00,1
2019-08-07 04:42:00,1
2019-08-08 09:49:00,1
2019-08-08 14:58:00,1
2019-08-09 17:40:00,1
2019-08-10 16:49:00,1
2019-08-11 01:38:00,1
2019-08-11 14:46:00,1
2019-08-11 17:47:00,1
2019-08-13 01:49:00,1
2019-08-13 05:18:00,1
2019-08-14 01:21:00,1
2019-08-14 14:22:00,1
2019-08-15 07:47:00,1
2019-08-16 11:55:00,1
2019-08-16 14:53:00,1
2019-08-16 16:16:00,1
2019-08-16 23:01:00,1
2019-08-18 00:57:00,1
2019-08-18 22:35:00,1
2019-08-19 02:59:00,1
2019-08-19 06:13:00,1
2019-08-19 18:22:00,1
2019-08-20 07:02:00,1
2019-08-21 09:11:00,1
2019-08-21 12:33:00,1
2019-08-22 02:36:00,1
2019-08-22 22:10:00,1
2019-08-23 17:34:00,1
2019-08-24 00:35:00,1
2019-08-24 02:39:00,1
2019-08-24 04:14:00,1
2019-08-24 09:02:00,1
2019-08-28 11:29:00,1
2019-08-28 16:29:00,1
2019-08-28 20:03:00,1
2019-08-29 03:30:00,1
2019-08-29 17:42:00,1
2019-08-30 04:29:00,1
2019-08-30 12:25:00,1
2019-08-31 18:21:00,1
2019-08-31 22:06:00,1
2019-09-01 09:19:00,1
2019-09-01 14:49:00,1
2019-09-01 20:13:00,1
2019-09-01 21:16:00,1
2019-09-01 23:15:00,1
2019-09-02 06:26:00,1
2019-09-03 02:55:00,1
2019-09-03 08:23:00,1
2019-09-03 09:42:00,1
2019-09-03 12:05:00,1
2019-09-04 18:20:00,1
2019-09-04 21:39:00,1
2019-09-04 22:42:00,1
2019-09-05 05:18:00,1
2019-09-05 10:55:00,1
2019-09-06 15:25:00,1
2019-09-06 19:58:00,1
2019-09-07 12:16:00,1
2019-09-08 03:36:00,1
2019-09-08 18:46:00,1
2019-09-09 05:20:00,1
2019-09-09 11:34:00,1
2019-09-09 18:29:00,1
2019-09-09 21:20:00,1
2019-09-10 00:40:00,1
2019-09-10 08:51:00,1
2019-09-10 17:28:00,1
2019-09-12 12:47:00,1
2019-09-13 03:54:00,1
2019-09-13 08:34:00,1
2019-09-14 11:01:00,1
2019-09-14 11:24:00,1
2019-09-14 17:20:00,1
2019-09-14 17:44:00,2
2019-09-14 18:30:00,1
2019-09-15 07:02:00,1
2019-09-15 14:05:00,1
2019-09-17 08:40:00,1
2019-09-17 09:20:00,1
2019-09-17 10:58:00,1
2019-09-17 13:10:00,1
2019-09-18 14:42:00,1
2019-09-18 15:45:00,1
2019-09-18 18:02:00,1
2019-09-18 23:49:00,1
2019-09-19 01:16:00,1
2019-09-19 02:57:00,1
2019-09-19 13:33:00,1
2019-09-19 14:47:00,1
2019-09-19 17:18:00,1
2019-09-19 19:54:00,1
2019-09-20 00:58:00,1
2019-09-20 02:10:00,1
2019-09-20 09:00:00,1
2019-09-20 11:56:00,1
2019-09-21 00:34:00,1
2019-09-21 01:20:00,1
2019-09-22 12:17:00,1
2019-09-22 13:12:00,1
2019-09-22 14:02:00,1
2019-09-22 14:38:00,1
2019-09-22 22:03:00,1
2019-09-23 01:55:00,1
2019-09-23 04:51:00,1
2019-09-24 16:27:00,1
2019-09-24 17:51:00,1
2019-09-26 15:37:00,1
2019-09-27 02:08:00,1
2019-09-27 03:49:00,1
2019-09-27 08:07:00,1
2019-09-28 09:22:00,1
2019-09-29 19:14:00,1
2019-09-30 00:37:00,1
2019-09-30 18:06:00,1
2019-10-01 03:29:00,1
2019-10-01 22:00:00,1
2019-10-01 22:47:00,1
2019-10-02 02:58:00,1
2019-10-02 10:34:00,1
2019-10-03 03:40:00,1
2019-10-03 04:27:00,1
2019-10-03 11:58:00,1
2019-10-03 13:49:00,1
2019-10-03 14:09:00,1
2019-10-09 05:28:00,1
2019-10-09 06:22:00,1
2019-10-09 10:10:00,1
2019-10-09 13:24:00,1
2019-10-10 09:19:00,1
2019-10-10 11:05:00,1
2019-10-10 21:46:00,1
2019-10-11 20:01:00,1
2019-10-12 00:15:00,1
2019-10-12 13:53:00,1
2019-10-13 01:51:00,1
2019-10-13 01:58:00,1
2019-10-13 06:44:00,1
2019-10-13 08:09:00,1
2019-10-13 09:09:00,1
2019-10-13 20:35:00,1
2019-10-13 21:44:00,1
2019-10-14 10:50:00,1
2019-10-14 23:40:00,1
2019-10-18 09:41:00,1
2019-10-18 20:35:00,1
2019-10-18 20:59:00,1
2019-10-18 21:11:00,1
2019-10-18 23:34:00,1
2019-10-19 07:07:00,1
2019-10-19 20:37:00,1
2019-10-19 22:19:00,1
2019-10-20 06:50:00,1
2019-10-20 07:10:00,1
2019-10-21 17:54:00,1
2019-10-22 07:26:00,1
2019-10-22 11:54:00,1
2019-10-22 14:20:00,1
2019-10-23 05:07:00,1
2019-10-23 21:40:00,1
2019-10-24 10:44:00,1
2019-10-24 15:19:00,1
2019-10-24 20:32:00,1
2019-10-24 20:51:00,1
2019-10-25 00:34:00,1
2019-10-25 03:10:00,1
2019-10-25 16:42:00,1
2019-10-26 08:02:00,1
2019-10-26 20:51:00,1
2019-10-29 08:00:00,1
2019-10-29 18:22:00,1
2019-10-30 02:19:00,1
2019-10-30 08:32:00,1
2019-10-30 11:42:00,1
2019-10-30 19:13:00,1
2019-10-31 03:46:00,1
2019-10-31 08:54:00,1
2019-10-31 09:40:00,1
2019-10-31 12:06:00,1
2019-10-31 14:34:00,1
2019-11-01 20:22:00,1
2019-11-03 02:40:00,1
2019-11-03 08:31:00,1
2019-11-03 17:53:00,1
2019-11-04 06:45:00,1
2019-11-04 10:20:00,1
2019-11-06 02:53:00,1
2019-11-06 13:57:00,1
2019-11-06 20:01:00,1
2019-11-06 22:43:00,1
2019-11-07 01:02:00,1
2019-11-08 01:08:00,1
2019-11-08 11:33:00,1
2019-11-09 03:39:00,1
2019-11-09 19:49:00,1
2019-11-10 00:45:00,1
2019-11-13 19:13:00,1
2019-11-13 19:37:00,1
2019-11-14 06:32:00,1
2019-11-14 06:54:00,1
2019-11-16 04:45:00,1
2019-11-16 05:43:00,1
2019-11-16 10:49:00,1
2019-11-16 13:08:00,1
2019-11-16 15:38:00,1
2019-11-16 23:45:00,1
2019-11-17 04:09:00,1
2019-11-17 05:52:00,1
2019-11-17 11:10:00,1
2019-11-17 14:37:00,1
2019-11-17 14:51:00,1
2019-11-17 19:05:00,1
2019-11-17 19:41:00,1
2019-11-17 22:25:00,1
2019-11-17 23:59:00,1
2019-11-18 05:10:00,1
2019-11-18 15:46:00,1
2019-11-18 16:10:00,1
2019-11-19 16:13:00,1
2019-11-19 23:02:00,1
2019-11-20 04:02:00,1
2019-11-20 10:17:00,1
2019-11-20 19:04:00,1
2019-11-21 04:17:00,1
2019-11-21 19:55:00,1
2019-11-23 00:28:00,1
2019-11-23 02:28:00,1
2019-11-23 11:25:00,1
2019-11-23 13:35:00,1
2019-11-24 01:37:00,1
2019-11-24 02:53:00,1
2019-11-24 21:44:00,1
2019-11-26 00:48:00,1
2019-11-26 03:21:00,1
2019-11-26 05:26:00,1
2019-11-26 05:35:00,1
2019-11-27 00:37:00,1
2019-11-27 06:55:00,1
2019-11-27 08:34:00,1
2019-11-27 13:00:00,1
2019-11-28 00:59:00,1
2019-11-28 04:35:00,1
2019-11-28 12:15:00,1
2019-11-29 06:27:00,1
2019-11-29 09:46:00,1
2019-11-29 13:43:00,1
2019-12-01 01:28:00,1
2019-12-01 07:37:00,1
2019-12-02 02:52:00,1
2019-12-02 15:03:00,1
2019-12-02 15:05:00,1
2019-12-03 13:10:00,1
2019-12-03 23:46:00,1
2019-12-04 04:01:00,1
2019-12-04 14:12:00,1
2019-12-04 18:06:00,1
2019-12-05 02:49:00,1
2019-12-05 03:07:00,1
2019-12-05 03:55:00,1
2019-12-05 08:50:00,1
2019-12-05 11:18:00,1
2019-12-05 21:53:00,1
2019-12-06 05:18:00,1
2019-12-06 20:39:00,1
2019-12-07 12:36:00,1
2019-12-07 21:37:00,1
2019-12-08 06:23:00,1
2019-12-08 08:40:00,1
2019-12-08 10:55:00,1
2019-12-08 20:17:00,1
2019-12-10 10:31:00,1
2019-12-10 22:23:00,1
2019-12-11 21:12:00,1
2019-12-12 11:27:00,1
2019-12-12 23:30:00,1
2019-12-13 00:50:00,1
2019-12-13 08:22:00,1
2019-12-13 10:05:00,1
2019-12-13 21:11:00,1
2019-12-14 01:13:00,1
2019-12-14 04:02:00,1
2019-12-14 05:24:00,1
2019-12-14 05:36:00,1
2019-12-14 19:04:00,1
2019-12-15 03:24:00,1
2019-12-15 08:27:00,1
2019-12-16 03:00:00,1
2019-12-16 11:01:00,1
2019-12-17 05:56:00,1
2019-12-18 09:19:00,1
2019-12-18 18:16:00,1
2019-12-19 16:10:00,1
2019-12-19 18:16:00,1
2019-12-19 21:52:00,1
2019-12-20 22:49:00,1
2019-12-21 17:47:00,1
2019-12-22 10:08:00,1
2019-12-23 03:39:00,1
2019-12-23 08:35:00,1
2019-12-23 16:13:00,1
2019-12-23 21:20:00,1
2019-12-24 01:37:00,1
2019-12-24 06:04:00,1
2019-12-24 15:23:00,1
2019-12-25 13:59:00,1
2019-12-25 17:06:00,1
2019-12-26 16:02:00,1
2019-12-26 16:52:00,1
2019-12-27 00:44:00,1
2019-12-27 05:36:00,1
2019-12-27 13:03:00,1
2019-12-28 02:02:00,1
2019-12-28 09:41:00,1
2019-12-28 10:42:00,1
2019-12-29 12:51:00,1
2019-12-31 01:48:00,1
