818,"SELECT top # so.bestobjid, so.specobjid, so.plate, so.mjd, so.fiberid, sp.teffadop, sp.fehadop, sp.loggadop, sp.snr, sp.flag FROM specobjall so JOIN sppparams sp ON so.specobjid = sp.specobjid and so.sciencePrimary = # WHERE sp.teffadop > # and sp.teffadop < # and fehadop > # and fehadop < # and loggadop > # and loggadop < # and sp.flag like # and sp.snr > #"
2019-04-01 20:28:00,1
2019-04-02 12:15:00,1
2019-04-04 13:41:00,1
2019-04-05 00:48:00,1
2019-04-05 01:46:00,1
2019-04-05 09:26:00,1
2019-04-05 10:00:00,1
2019-04-05 12:24:00,1
2019-04-07 01:02:00,1
2019-04-07 14:59:00,1
2019-04-07 17:03:00,1
2019-04-09 08:01:00,1
2019-04-09 08:16:00,1
2019-04-09 08:54:00,1
2019-04-10 17:52:00,2
2019-04-11 07:12:00,1
2019-04-13 05:09:00,1
2019-04-13 06:11:00,1
2019-04-13 14:55:00,1
2019-04-14 12:59:00,1
2019-04-15 14:34:00,1
2019-04-15 18:04:00,1
2019-04-16 00:23:00,1
2019-04-16 03:50:00,1
2019-04-16 07:01:00,1
2019-04-16 09:19:00,1
2019-04-16 20:42:00,1
2019-04-18 10:07:00,2
2019-04-18 16:14:00,1
2019-04-18 16:39:00,1
2019-04-18 23:35:00,1
2019-04-19 00:40:00,1
2019-04-20 20:36:00,1
2019-04-21 06:22:00,1
2019-04-21 09:02:00,1
2019-04-22 11:48:00,1
2019-04-22 14:53:00,1
2019-04-22 23:33:00,1
2019-04-23 02:11:00,1
2019-04-24 02:02:00,1
2019-04-25 13:13:00,1
2019-04-26 18:17:00,1
2019-04-26 23:23:00,1
2019-04-27 00:06:00,1
2019-04-27 08:56:00,1
2019-04-28 03:50:00,1
2019-04-28 10:14:00,1
2019-04-28 11:18:00,1
2019-04-28 13:39:00,1
2019-04-29 05:35:00,1
2019-04-29 09:38:00,1
2019-04-30 03:41:00,1
2019-04-30 11:23:00,1
2019-04-30 11:45:00,1
2019-05-01 03:36:00,1
2019-05-01 06:05:00,1
2019-05-01 10:07:00,1
2019-05-01 20:02:00,1
2019-05-02 22:32:00,1
2019-05-03 06:15:00,1
2019-05-04 00:18:00,1
2019-05-06 07:10:00,1
2019-05-06 08:49:00,1
2019-05-06 09:58:00,1
2019-05-06 17:07:00,1
2019-05-07 23:59:00,1
2019-05-10 05:04:00,1
2019-05-10 11:18:00,1
2019-05-10 20:30:00,1
2019-05-11 06:10:00,1
2019-05-11 07:43:00,1
2019-05-11 12:37:00,1
2019-05-11 13:07:00,1
2019-05-13 08:59:00,1
2019-05-13 09:52:00,1
2019-05-14 00:41:00,1
2019-05-14 08:29:00,1
2019-05-14 22:05:00,1
2019-05-15 23:11:00,1
2019-05-17 04:36:00,1
2019-05-17 04:56:00,1
2019-05-17 05:08:00,1
2019-05-17 08:39:00,1
2019-05-19 06:37:00,1
2019-05-19 11:16:00,1
2019-05-20 03:40:00,1
2019-05-20 17:24:00,1
2019-05-20 19:30:00,1
2019-05-21 05:19:00,1
2019-05-21 06:52:00,1
2019-05-21 10:55:00,1
2019-05-21 12:20:00,1
2019-05-23 04:24:00,1
2019-05-23 04:33:00,1
2019-05-23 08:50:00,1
2019-05-23 08:56:00,1
2019-05-23 12:28:00,1
2019-05-23 18:20:00,1
2019-05-24 20:00:00,1
2019-05-24 21:20:00,1
2019-05-24 22:13:00,1
2019-05-24 22:57:00,1
2019-05-25 00:01:00,1
2019-05-25 07:24:00,1
2019-05-26 21:19:00,1
2019-05-27 12:37:00,1
2019-05-29 02:58:00,1
2019-05-29 04:46:00,1
2019-05-29 13:02:00,1
2019-05-29 22:12:00,1
2019-05-30 04:13:00,1
2019-05-30 13:39:00,1
2019-05-30 16:08:00,1
2019-05-30 21:27:00,1
2019-05-30 23:22:00,1
2019-05-31 03:25:00,1
2019-05-31 10:46:00,1
2019-05-31 17:56:00,1
2019-06-02 09:20:00,1
2019-06-02 15:01:00,1
2019-06-03 09:27:00,1
2019-06-04 17:33:00,1
2019-06-05 18:37:00,1
2019-06-06 07:30:00,1
2019-06-07 13:44:00,1
2019-06-07 15:18:00,1
2019-06-09 11:04:00,1
2019-06-11 00:56:00,1
2019-06-11 01:56:00,1
2019-06-11 02:07:00,1
2019-06-11 17:15:00,1
2019-06-13 06:08:00,1
2019-06-13 06:10:00,1
2019-06-14 08:16:00,1
2019-06-14 23:18:00,1
2019-06-15 00:25:00,1
2019-06-15 01:30:00,1
2019-06-15 11:41:00,1
2019-06-15 15:12:00,1
2019-06-16 17:50:00,1
2019-06-19 06:28:00,1
2019-06-19 09:05:00,1
2019-06-19 13:40:00,1
2019-06-20 10:13:00,1
2019-06-20 10:54:00,1
2019-06-20 11:58:00,1
2019-06-21 06:56:00,1
2019-06-21 23:56:00,1
2019-06-22 02:23:00,1
2019-06-22 13:40:00,1
2019-06-23 13:06:00,1
2019-06-23 15:56:00,1
2019-06-23 17:59:00,1
2019-06-24 01:04:00,1
2019-06-24 07:08:00,1
2019-06-24 08:44:00,1
2019-06-24 12:48:00,1
2019-06-24 16:42:00,1
2019-06-25 02:46:00,1
2019-06-25 08:58:00,1
2019-06-25 17:24:00,1
2019-06-25 19:34:00,1
2019-06-25 23:38:00,1
2019-06-25 23:55:00,1
2019-06-27 03:03:00,1
2019-06-27 10:02:00,1
2019-06-27 15:46:00,1
2019-06-27 20:00:00,1
2019-06-28 00:19:00,1
2019-06-28 03:41:00,1
2019-06-28 13:09:00,1
2019-06-29 16:36:00,1
2019-06-30 06:54:00,1
2019-06-30 10:32:00,1
2019-07-01 10:14:00,1
2019-07-01 18:08:00,1
2019-07-02 15:23:00,1
2019-07-02 18:59:00,1
2019-07-03 10:13:00,1
2019-07-03 20:36:00,1
2019-07-05 19:16:00,1
2019-07-05 22:03:00,1
2019-07-06 00:03:00,1
2019-07-06 00:35:00,1
2019-07-06 01:35:00,1
2019-07-06 02:36:00,1
2019-07-06 03:01:00,1
2019-07-06 08:06:00,1
2019-07-07 01:49:00,1
2019-07-07 21:54:00,1
2019-07-08 05:42:00,1
2019-07-08 12:54:00,1
2019-07-08 17:54:00,1
2019-07-10 23:54:00,1
2019-07-11 06:00:00,1
2019-07-11 13:38:00,1
2019-07-12 03:30:00,1
2019-07-12 11:00:00,1
2019-07-12 15:39:00,1
2019-07-12 21:07:00,1
2019-07-13 05:02:00,1
2019-07-13 07:23:00,1
2019-07-14 02:23:00,1
2019-07-14 06:16:00,1
2019-07-14 09:51:00,1
2019-07-14 14:30:00,1
2019-07-14 14:39:00,1
2019-07-14 19:44:00,1
2019-07-15 18:50:00,1
2019-07-18 07:25:00,1
2019-07-18 11:57:00,1
2019-07-19 00:00:00,1
2019-07-19 11:01:00,1
2019-07-20 00:31:00,1
2019-07-20 02:00:00,1
2019-07-20 04:42:00,1
2019-07-20 05:17:00,1
2019-07-20 06:26:00,1
2019-07-20 16:32:00,1
2019-07-20 18:38:00,1
2019-07-20 21:03:00,1
2019-07-20 21:45:00,1
2019-07-21 06:07:00,1
2019-07-22 01:49:00,1
2019-07-22 17:16:00,1
2019-07-23 01:28:00,1
2019-07-23 06:16:00,1
2019-07-23 10:15:00,1
2019-07-23 15:36:00,1
2019-07-24 16:07:00,1
2019-07-24 19:08:00,1
2019-07-25 16:53:00,1
2019-07-25 23:36:00,1
2019-07-26 15:11:00,1
2019-07-26 15:24:00,1
2019-07-27 23:07:00,1
2019-07-28 08:44:00,1
2019-07-28 12:24:00,1
2019-07-28 18:54:00,1
2019-07-28 22:02:00,1
2019-07-28 22:04:00,1
2019-07-29 02:59:00,1
2019-07-29 23:32:00,1
2019-07-30 03:36:00,1
2019-07-30 17:35:00,1
2019-07-30 21:51:00,1
2019-07-31 09:27:00,1
2019-07-31 12:23:00,1
2019-08-01 08:53:00,1
2019-08-01 15:48:00,1
2019-08-01 18:58:00,1
2019-08-02 08:06:00,1
2019-08-02 20:10:00,1
2019-08-03 18:11:00,1
2019-08-04 21:45:00,1
2019-08-04 23:25:00,1
2019-08-05 04:21:00,1
2019-08-05 15:18:00,1
2019-08-05 20:31:00,1
2019-08-05 21:55:00,1
2019-08-06 21:22:00,1
2019-08-07 14:09:00,1
2019-08-08 03:11:00,1
2019-08-08 20:46:00,1
2019-08-09 14:58:00,1
2019-08-09 17:55:00,1
2019-08-10 10:57:00,1
2019-08-11 01:13:00,1
2019-08-12 15:45:00,1
2019-08-12 17:02:00,1
2019-08-12 17:08:00,1
2019-08-13 17:01:00,1
2019-08-13 19:10:00,1
2019-08-13 21:02:00,1
2019-08-14 03:31:00,1
2019-08-16 14:55:00,1
2019-08-16 21:07:00,1
2019-08-17 09:25:00,1
2019-08-17 14:00:00,1
2019-08-18 06:03:00,1
2019-08-18 11:37:00,1
2019-08-18 20:56:00,1
2019-08-19 07:39:00,1
2019-08-19 17:32:00,1
2019-08-22 21:51:00,1
2019-08-22 23:25:00,1
2019-08-23 08:16:00,1
2019-08-23 10:18:00,1
2019-08-23 11:19:00,1
2019-08-23 11:28:00,1
2019-08-23 14:29:00,1
2019-08-23 17:35:00,1
2019-08-26 05:40:00,1
2019-08-27 22:57:00,1
2019-08-28 00:21:00,1
2019-08-28 21:01:00,1
2019-08-30 05:28:00,1
2019-08-30 11:04:00,1
2019-08-30 11:05:00,1
2019-08-30 11:09:00,1
2019-08-31 18:38:00,1
2019-08-31 20:52:00,1
2019-09-01 02:37:00,1
2019-09-01 04:32:00,1
2019-09-01 07:55:00,1
2019-09-01 08:35:00,1
2019-09-01 17:08:00,1
2019-09-02 11:34:00,1
2019-09-02 18:19:00,1
2019-09-03 19:20:00,1
2019-09-04 12:06:00,1
2019-09-05 23:01:00,1
2019-09-06 13:31:00,1
2019-09-07 10:19:00,1
2019-09-07 17:40:00,1
2019-09-07 17:53:00,1
2019-09-08 08:38:00,1
2019-09-08 11:43:00,1
2019-09-08 17:11:00,1
2019-09-10 08:26:00,1
2019-09-11 14:17:00,1
2019-09-11 22:30:00,1
2019-09-12 07:41:00,1
2019-09-12 09:11:00,1
2019-09-13 09:17:00,1
2019-09-13 21:41:00,1
2019-09-15 06:20:00,1
2019-09-16 12:51:00,1
2019-09-17 03:10:00,1
2019-09-17 11:47:00,1
2019-09-17 16:41:00,1
2019-09-18 11:44:00,1
2019-09-18 14:14:00,1
2019-09-18 14:23:00,1
2019-09-18 19:24:00,1
2019-09-18 21:26:00,1
2019-09-18 23:35:00,1
2019-09-19 02:25:00,1
2019-09-19 03:07:00,1
2019-09-19 10:38:00,1
2019-09-19 17:18:00,1
2019-09-20 00:53:00,1
2019-09-20 06:07:00,1
2019-09-20 07:04:00,1
2019-09-20 10:12:00,1
2019-09-21 03:46:00,1
2019-09-21 04:43:00,1
2019-09-21 13:18:00,1
2019-09-21 21:05:00,1
2019-09-23 04:19:00,1
2019-09-23 05:59:00,1
2019-09-23 07:23:00,1
2019-09-23 18:25:00,1
2019-09-23 20:30:00,1
2019-09-24 09:43:00,1
2019-09-25 06:16:00,1
2019-09-25 07:40:00,1
2019-09-26 05:08:00,1
2019-09-26 06:16:00,1
2019-09-26 18:51:00,1
2019-09-27 14:23:00,1
2019-09-28 04:37:00,1
2019-09-28 22:15:00,1
2019-09-29 17:20:00,1
2019-09-29 19:08:00,1
2019-09-29 22:30:00,1
2019-09-29 23:39:00,1
2019-09-30 04:02:00,1
2019-09-30 10:31:00,1
2019-10-01 01:46:00,1
2019-10-01 19:06:00,1
2019-10-02 07:16:00,1
2019-10-02 09:51:00,1
2019-10-02 19:04:00,1
2019-10-03 16:41:00,1
2019-10-03 20:14:00,1
2019-10-03 21:39:00,1
2019-10-04 13:36:00,1
2019-10-04 16:36:00,1
2019-10-07 07:18:00,1
2019-10-08 01:33:00,1
2019-10-08 03:41:00,1
2019-10-08 19:49:00,1
2019-10-09 10:42:00,1
2019-10-09 11:49:00,1
2019-10-09 17:23:00,1
2019-10-10 07:10:00,1
2019-10-10 10:53:00,1
2019-10-10 13:52:00,1
2019-10-11 04:21:00,1
2019-10-12 14:13:00,1
2019-10-13 01:47:00,1
2019-10-13 12:59:00,1
2019-10-14 02:52:00,1
2019-10-14 04:59:00,1
2019-10-14 05:51:00,1
2019-10-14 17:51:00,1
2019-10-15 21:34:00,1
2019-10-16 23:50:00,1
2019-10-17 00:32:00,1
2019-10-17 02:39:00,1
2019-10-17 13:04:00,1
2019-10-17 14:13:00,1
2019-10-17 19:16:00,1
2019-10-19 03:29:00,1
2019-10-21 02:36:00,1
2019-10-21 11:00:00,1
2019-10-21 15:51:00,1
2019-10-22 06:08:00,1
2019-10-22 07:07:00,1
2019-10-22 20:00:00,1
2019-10-23 00:03:00,1
2019-10-23 00:13:00,1
2019-10-23 02:52:00,1
2019-10-23 21:00:00,1
2019-10-23 21:26:00,1
2019-10-24 11:29:00,1
2019-10-24 13:50:00,1
2019-10-24 15:20:00,1
2019-10-24 19:34:00,1
2019-10-25 08:33:00,1
2019-10-25 09:58:00,1
2019-10-25 13:05:00,1
2019-10-25 23:26:00,1
2019-10-26 05:54:00,1
2019-10-26 17:44:00,1
2019-10-26 18:29:00,1
2019-10-29 16:18:00,1
2019-10-30 10:02:00,1
2019-11-01 09:12:00,1
2019-11-02 00:16:00,1
2019-11-02 06:35:00,1
2019-11-02 10:03:00,1
2019-11-02 21:18:00,1
2019-11-02 23:48:00,1
2019-11-04 13:57:00,1
2019-11-04 16:43:00,1
2019-11-05 01:54:00,1
2019-11-05 05:47:00,1
2019-11-07 06:21:00,1
2019-11-07 20:45:00,1
2019-11-08 06:20:00,1
2019-11-08 19:13:00,1
2019-11-08 21:13:00,1
2019-11-09 09:35:00,1
2019-11-09 16:40:00,1
2019-11-10 11:25:00,1
2019-11-10 13:37:00,1
2019-11-12 18:22:00,1
2019-11-13 05:34:00,1
2019-11-13 19:16:00,1
2019-11-14 01:36:00,1
2019-11-14 07:12:00,1
2019-11-14 10:32:00,1
2019-11-14 10:38:00,1
2019-11-14 11:30:00,1
2019-11-14 19:57:00,2
2019-11-14 23:43:00,1
2019-11-15 02:52:00,1
2019-11-15 03:53:00,1
2019-11-15 10:25:00,1
2019-11-16 06:16:00,1
2019-11-16 06:36:00,1
2019-11-16 13:02:00,1
2019-11-16 14:19:00,1
2019-11-16 16:46:00,1
2019-11-17 00:24:00,1
2019-11-18 23:02:00,1
2019-11-19 18:15:00,1
2019-11-19 19:22:00,1
2019-11-21 05:50:00,1
2019-11-22 08:54:00,1
2019-11-22 15:25:00,1
2019-11-23 05:46:00,1
2019-11-23 16:51:00,1
2019-11-24 00:52:00,1
2019-11-24 00:57:00,2
2019-11-24 01:17:00,1
2019-11-24 17:47:00,1
2019-11-27 09:49:00,1
2019-11-27 12:49:00,1
2019-11-27 14:46:00,1
2019-11-29 02:22:00,1
2019-11-29 22:48:00,1
2019-11-30 02:36:00,1
2019-12-01 00:27:00,1
2019-12-01 08:01:00,1
2019-12-01 20:17:00,1
2019-12-01 21:43:00,1
2019-12-04 07:51:00,1
2019-12-04 09:22:00,1
2019-12-04 10:43:00,1
2019-12-04 23:21:00,1
2019-12-05 00:14:00,1
2019-12-05 01:05:00,1
2019-12-05 01:49:00,1
2019-12-05 03:00:00,1
2019-12-05 05:09:00,1
2019-12-05 10:30:00,1
2019-12-05 10:59:00,1
2019-12-05 11:06:00,1
2019-12-05 15:03:00,1
2019-12-05 19:00:00,1
2019-12-05 20:54:00,1
2019-12-06 11:13:00,1
2019-12-06 15:17:00,1
2019-12-06 19:46:00,1
2019-12-06 20:38:00,1
2019-12-06 21:28:00,1
2019-12-06 22:11:00,1
2019-12-06 23:18:00,1
2019-12-07 00:38:00,1
2019-12-07 00:42:00,1
2019-12-07 11:29:00,1
2019-12-07 11:35:00,1
2019-12-07 12:13:00,1
2019-12-07 13:47:00,1
2019-12-07 21:24:00,1
2019-12-07 21:29:00,1
2019-12-07 21:32:00,1
2019-12-08 01:37:00,1
2019-12-08 05:56:00,2
2019-12-08 06:01:00,1
2019-12-08 14:38:00,1
2019-12-08 14:52:00,1
2019-12-08 19:48:00,1
2019-12-08 23:41:00,1
2019-12-09 03:16:00,1
2019-12-09 04:46:00,1
2019-12-09 07:07:00,1
2019-12-09 08:48:00,1
2019-12-09 09:07:00,1
2019-12-09 13:51:00,1
2019-12-09 21:33:00,1
2019-12-11 02:13:00,1
2019-12-11 10:42:00,1
2019-12-12 00:44:00,1
2019-12-12 02:27:00,1
2019-12-12 06:45:00,1
2019-12-12 15:03:00,1
2019-12-13 09:56:00,1
2019-12-13 10:26:00,1
2019-12-13 12:28:00,1
2019-12-13 13:31:00,1
2019-12-13 13:47:00,1
2019-12-14 13:37:00,1
2019-12-15 02:43:00,1
2019-12-15 21:13:00,1
2019-12-16 22:49:00,1
2019-12-18 09:20:00,1
2019-12-18 10:55:00,1
2019-12-18 13:54:00,1
2019-12-19 20:09:00,1
2019-12-20 09:09:00,1
2019-12-20 17:23:00,1
2019-12-21 01:55:00,1
2019-12-21 05:01:00,1
2019-12-22 06:20:00,1
2019-12-22 06:21:00,4
2019-12-22 06:23:00,5
2019-12-22 06:25:00,4
2019-12-22 14:07:00,1
2019-12-22 15:17:00,1
2019-12-22 17:19:00,1
2019-12-22 20:04:00,1
2019-12-23 08:51:00,1
2019-12-24 00:18:00,1
2019-12-25 02:14:00,1
2019-12-25 05:06:00,1
2019-12-25 05:45:00,1
2019-12-25 15:20:00,1
2019-12-26 03:13:00,1
2019-12-26 13:38:00,1
2019-12-26 15:22:00,1
2019-12-26 17:43:00,1
2019-12-26 18:48:00,1
2019-12-27 07:25:00,1
2019-12-27 13:15:00,1
2019-12-27 17:32:00,1
2019-12-28 23:53:00,1
2019-12-29 14:21:00,1
2019-12-29 19:09:00,1
2019-12-30 04:57:00,1
2019-12-30 05:26:00,1
2019-12-30 06:59:00,1
2019-12-30 10:46:00,1
2019-12-30 14:15:00,1
2019-12-30 14:27:00,1
2019-12-30 14:52:00,1
2019-12-30 16:49:00,1
2019-12-30 17:37:00,1
2019-12-31 08:36:00,1
