916,"SELECT TOP # objID, ra, dec, psfMag_u, psfMag_g, psfMag_r, psfMag_i, psfMag_z, dbo.fPhotoFlagsN (flags) FROM Galaxy WHERE (flags & (dbo.fPhotoFlags (#) )) ! = #"
2019-03-01 20:45:00,1
2019-03-01 21:14:00,1
2019-03-01 23:37:00,1
2019-03-02 03:42:00,1
2019-03-02 22:23:00,1
2019-03-02 23:32:00,1
2019-03-03 02:19:00,1
2019-03-03 03:58:00,1
2019-03-03 19:54:00,1
2019-03-03 23:02:00,1
2019-03-04 22:48:00,1
2019-03-05 01:16:00,1
2019-03-05 08:11:00,1
2019-03-05 19:16:00,1
2019-03-06 01:08:00,1
2019-03-06 01:10:00,1
2019-03-06 04:51:00,1
2019-03-06 08:19:00,1
2019-03-06 13:53:00,1
2019-03-06 16:04:00,1
2019-03-06 20:56:00,1
2019-03-06 21:02:00,1
2019-03-06 21:47:00,1
2019-03-07 08:22:00,1
2019-03-07 11:01:00,1
2019-03-07 14:44:00,1
2019-03-08 11:09:00,1
2019-03-08 14:26:00,1
2019-03-08 20:37:00,1
2019-03-08 22:31:00,1
2019-03-09 02:01:00,1
2019-03-09 10:47:00,2
2019-03-10 00:07:00,1
2019-03-10 01:47:00,1
2019-03-11 02:14:00,1
2019-03-11 07:38:00,1
2019-03-11 07:52:00,1
2019-03-11 16:07:00,1
2019-03-11 16:43:00,1
2019-03-11 19:23:00,1
2019-03-13 02:53:00,1
2019-03-13 04:14:00,1
2019-03-13 08:06:00,1
2019-03-13 18:02:00,1
2019-03-13 20:01:00,1
2019-03-14 03:13:00,1
2019-03-14 06:21:00,1
2019-03-14 10:18:00,1
2019-03-14 15:21:00,1
2019-03-14 20:26:00,1
2019-03-14 23:53:00,1
2019-03-15 01:29:00,1
2019-03-15 03:09:00,1
2019-03-15 03:57:00,1
2019-03-15 07:50:00,1
2019-03-15 11:52:00,1
2019-03-15 12:15:00,1
2019-03-15 17:40:00,1
2019-03-17 21:52:00,1
2019-03-18 12:42:00,1
2019-03-18 21:27:00,1
2019-03-19 13:52:00,2
2019-03-19 17:35:00,1
2019-03-20 00:39:00,1
2019-03-20 11:05:00,1
2019-03-20 13:03:00,1
2019-03-20 19:35:00,1
2019-03-21 14:37:00,1
2019-03-21 16:41:00,1
2019-03-22 10:27:00,1
2019-03-22 10:52:00,1
2019-03-23 18:25:00,1
2019-03-24 01:04:00,1
2019-03-24 22:23:00,1
2019-03-25 01:28:00,1
2019-03-25 04:59:00,1
2019-03-25 05:07:00,1
2019-03-25 09:29:00,1
2019-03-25 12:04:00,1
2019-03-26 08:57:00,1
2019-03-26 09:58:00,1
2019-03-26 13:34:00,1
2019-03-26 13:47:00,1
2019-03-26 21:00:00,1
2019-03-26 21:13:00,1
2019-03-28 01:58:00,1
2019-03-28 04:40:00,1
2019-03-28 17:53:00,1
2019-03-28 18:53:00,1
2019-03-28 22:16:00,1
2019-03-29 18:10:00,1
2019-03-29 19:24:00,1
2019-03-29 23:54:00,1
2019-03-30 02:57:00,1
2019-03-30 03:38:00,1
2019-03-30 09:02:00,1
2019-03-31 04:57:00,1
2019-03-31 12:47:00,1
2019-03-31 18:59:00,2
2019-03-31 20:08:00,1
2019-04-01 19:20:00,1
2019-04-01 20:24:00,1
2019-04-02 10:01:00,1
2019-04-03 15:02:00,1
2019-04-04 12:49:00,1
2019-04-05 01:56:00,1
2019-04-05 04:13:00,1
2019-04-06 03:40:00,1
2019-04-06 12:45:00,1
2019-04-06 19:04:00,1
2019-04-07 14:39:00,1
2019-04-07 14:48:00,1
2019-04-08 13:49:00,1
2019-04-08 16:45:00,1
2019-04-09 06:49:00,1
2019-04-09 07:10:00,1
2019-04-10 16:36:00,1
2019-04-11 05:05:00,1
2019-04-13 14:46:00,1
2019-04-14 01:07:00,1
2019-04-14 11:54:00,1
2019-04-15 12:16:00,1
2019-04-15 21:14:00,1
2019-04-15 21:59:00,1
2019-04-16 06:55:00,1
2019-04-17 20:34:00,1
2019-04-17 23:00:00,1
2019-04-18 02:02:00,1
2019-04-18 08:58:00,1
2019-04-18 09:11:00,1
2019-04-18 14:08:00,1
2019-04-18 21:15:00,1
2019-04-19 00:36:00,1
2019-04-19 06:48:00,1
2019-04-20 20:33:00,1
2019-04-21 00:43:00,1
2019-04-21 13:31:00,1
2019-04-22 09:09:00,1
2019-04-22 13:49:00,1
2019-04-22 13:57:00,1
2019-04-22 22:28:00,1
2019-04-23 04:49:00,1
2019-04-23 16:07:00,1
2019-04-23 23:01:00,1
2019-04-23 23:41:00,1
2019-04-24 20:07:00,1
2019-04-26 04:27:00,1
2019-04-27 02:15:00,1
2019-04-27 06:46:00,1
2019-04-27 12:10:00,1
2019-04-27 22:19:00,1
2019-04-28 00:50:00,1
2019-04-28 01:08:00,1
2019-04-28 02:29:00,1
2019-04-28 02:51:00,1
2019-04-28 05:53:00,1
2019-04-28 09:15:00,1
2019-04-28 13:22:00,1
2019-04-28 20:04:00,1
2019-04-28 20:57:00,1
2019-04-29 02:11:00,1
2019-04-29 09:44:00,1
2019-04-29 11:58:00,1
2019-04-29 23:35:00,1
2019-04-30 09:04:00,1
2019-04-30 09:54:00,1
2019-04-30 17:50:00,1
2019-05-02 17:40:00,1
2019-05-03 09:19:00,1
2019-05-03 09:22:00,1
2019-05-03 23:29:00,1
2019-05-04 01:12:00,1
2019-05-05 00:53:00,1
2019-05-06 07:06:00,1
2019-05-06 08:01:00,1
2019-05-06 09:06:00,1
2019-05-06 11:42:00,1
2019-05-06 14:52:00,1
2019-05-07 09:59:00,1
2019-05-09 23:10:00,1
2019-05-11 05:17:00,1
2019-05-11 06:46:00,1
2019-05-11 19:11:00,1
2019-05-12 06:57:00,1
2019-05-12 16:11:00,1
2019-05-13 02:34:00,1
2019-05-13 08:35:00,1
2019-05-13 20:31:00,1
2019-05-13 22:25:00,1
2019-05-14 07:37:00,1
2019-05-14 16:47:00,1
2019-05-14 19:39:00,1
2019-05-15 22:22:00,1
2019-05-16 03:27:00,1
2019-05-17 03:58:00,1
2019-05-17 04:20:00,1
2019-05-17 04:31:00,1
2019-05-17 16:23:00,1
2019-05-19 06:04:00,1
2019-05-19 07:14:00,1
2019-05-19 10:22:00,1
2019-05-20 17:17:00,1
2019-05-20 18:36:00,1
2019-05-21 02:34:00,1
2019-05-21 02:38:00,1
2019-05-21 03:24:00,1
2019-05-21 10:17:00,1
2019-05-21 16:15:00,1
2019-05-21 17:41:00,1
2019-05-22 15:31:00,1
2019-05-23 02:10:00,1
2019-05-23 04:23:00,1
2019-05-23 06:27:00,1
2019-05-23 12:22:00,1
2019-05-23 16:57:00,1
2019-05-24 14:04:00,1
2019-05-24 17:30:00,1
2019-05-24 19:08:00,1
2019-05-24 19:54:00,1
2019-05-24 20:25:00,1
2019-05-24 23:57:00,1
2019-05-25 02:33:00,1
2019-05-26 09:07:00,2
2019-05-26 21:53:00,1
2019-05-27 12:09:00,1
2019-05-28 20:41:00,1
2019-05-29 03:57:00,1
2019-05-29 12:07:00,1
2019-05-30 02:48:00,1
2019-05-30 16:04:00,1
2019-05-30 16:15:00,1
2019-05-30 21:12:00,1
2019-05-31 01:17:00,1
2019-05-31 04:29:00,1
2019-05-31 15:56:00,1
2019-06-01 02:40:00,1
2019-06-01 07:36:00,1
2019-06-01 17:48:00,1
2019-06-04 00:20:00,1
2019-06-04 08:13:00,1
2019-06-04 12:17:00,1
2019-06-05 00:58:00,1
2019-06-05 17:45:00,1
2019-06-06 05:47:00,1
2019-06-06 07:24:00,1
2019-06-07 14:22:00,1
2019-06-07 17:07:00,1
2019-06-07 17:50:00,1
2019-06-08 12:34:00,1
2019-06-09 12:29:00,1
2019-06-11 00:06:00,1
2019-06-11 01:06:00,1
2019-06-11 02:05:00,1
2019-06-11 15:01:00,1
2019-06-11 16:49:00,1
2019-06-12 11:53:00,1
2019-06-12 15:43:00,1
2019-06-12 20:35:00,1
2019-06-12 23:58:00,1
2019-06-13 20:11:00,1
2019-06-14 05:58:00,1
2019-06-14 14:48:00,1
2019-06-14 15:51:00,1
2019-06-14 22:25:00,1
2019-06-15 09:07:00,1
2019-06-15 09:35:00,1
2019-06-15 11:38:00,1
2019-06-15 15:04:00,1
2019-06-15 19:46:00,1
2019-06-16 16:56:00,1
2019-06-18 22:26:00,1
2019-06-19 04:01:00,1
2019-06-19 11:57:00,1
2019-06-19 13:55:00,1
2019-06-19 20:06:00,1
2019-06-20 15:30:00,1
2019-06-21 05:51:00,1
2019-06-21 06:35:00,1
2019-06-22 08:33:00,1
2019-06-22 15:04:00,1
2019-06-23 03:47:00,1
2019-06-23 08:56:00,1
2019-06-23 15:52:00,1
2019-06-23 17:08:00,1
2019-06-24 05:23:00,1
2019-06-24 08:01:00,1
2019-06-24 12:01:00,1
2019-06-24 12:43:00,1
2019-06-24 15:28:00,1
2019-06-24 16:23:00,1
2019-06-25 03:43:00,1
2019-06-25 08:05:00,1
2019-06-25 08:53:00,1
2019-06-25 09:54:00,1
2019-06-25 16:23:00,1
2019-06-25 19:28:00,1
2019-06-25 22:19:00,1
2019-06-26 00:02:00,1
2019-06-26 01:04:00,1
2019-06-27 01:58:00,1
2019-06-27 08:32:00,1
2019-06-27 17:52:00,1
2019-06-27 20:11:00,1
2019-06-28 03:36:00,1
2019-06-28 06:19:00,1
2019-06-28 12:05:00,1
2019-06-28 12:22:00,1
2019-06-28 12:23:00,1
2019-06-29 14:27:00,1
2019-06-29 15:27:00,1
2019-06-30 23:25:00,1
2019-07-01 08:07:00,1
2019-07-01 09:55:00,1
2019-07-01 14:51:00,1
2019-07-02 08:40:00,2
2019-07-02 14:33:00,1
2019-07-02 18:02:00,1
2019-07-03 09:13:00,1
2019-07-04 15:29:00,1
2019-07-05 01:28:00,1
2019-07-05 22:04:00,1
2019-07-06 02:06:00,1
2019-07-06 08:17:00,1
2019-07-06 23:41:00,1
2019-07-07 10:37:00,1
2019-07-08 04:50:00,1
2019-07-08 05:33:00,1
2019-07-08 09:05:00,1
2019-07-08 12:37:00,1
2019-07-08 17:04:00,1
2019-07-09 19:34:00,1
2019-07-10 01:29:00,1
2019-07-11 03:03:00,1
2019-07-11 03:40:00,1
2019-07-11 07:24:00,1
2019-07-12 02:41:00,1
2019-07-12 10:11:00,1
2019-07-12 10:37:00,1
2019-07-12 12:05:00,1
2019-07-12 13:34:00,1
2019-07-12 14:13:00,1
2019-07-12 17:16:00,1
2019-07-12 18:06:00,1
2019-07-13 04:15:00,1
2019-07-13 08:44:00,1
2019-07-14 01:30:00,1
2019-07-14 07:43:00,1
2019-07-14 17:31:00,1
2019-07-14 20:03:00,1
2019-07-15 00:27:00,1
2019-07-15 06:06:00,1
2019-07-15 22:04:00,1
2019-07-16 09:02:00,1
2019-07-18 01:34:00,1
2019-07-18 09:45:00,1
2019-07-18 23:15:00,1
2019-07-19 00:09:00,1
2019-07-19 12:40:00,1
2019-07-19 22:10:00,1
2019-07-19 23:18:00,1
2019-07-20 03:54:00,1
2019-07-20 04:21:00,1
2019-07-20 04:40:00,1
2019-07-20 13:47:00,1
2019-07-20 23:08:00,1
2019-07-21 18:07:00,1
2019-07-23 15:06:00,1
2019-07-24 02:57:00,1
2019-07-25 14:25:00,1
2019-07-26 01:29:00,1
2019-07-26 09:37:00,1
2019-07-26 16:05:00,1
2019-07-27 09:13:00,1
2019-07-27 09:54:00,1
2019-07-27 20:38:00,1
2019-07-28 07:54:00,1
2019-07-28 17:48:00,1
2019-07-28 19:07:00,1
2019-07-28 19:50:00,1
2019-07-29 04:55:00,1
2019-07-29 10:42:00,1
2019-07-29 22:02:00,1
2019-07-30 02:12:00,1
2019-07-30 09:36:00,1
2019-07-30 12:25:00,2
2019-07-30 15:27:00,1
2019-07-31 01:23:00,1
2019-07-31 04:37:00,1
2019-07-31 04:41:00,1
2019-08-01 06:13:00,1
2019-08-03 01:26:00,1
2019-08-03 05:52:00,1
2019-08-03 20:37:00,1
2019-08-04 20:56:00,1
2019-08-04 21:16:00,1
2019-08-05 03:26:00,1
2019-08-05 14:24:00,1
2019-08-05 20:28:00,1
2019-08-06 21:20:00,1
2019-08-07 18:40:00,1
2019-08-08 18:18:00,1
2019-08-08 23:10:00,1
2019-08-09 07:01:00,1
2019-08-09 14:51:00,1
2019-08-09 17:47:00,1
2019-08-09 23:43:00,1
2019-08-10 10:44:00,1
2019-08-10 23:48:00,1
2019-08-12 04:31:00,1
2019-08-12 14:54:00,1
2019-08-12 16:12:00,1
2019-08-13 14:51:00,1
2019-08-13 18:07:00,1
2019-08-13 18:57:00,1
2019-08-15 20:54:00,1
2019-08-16 11:43:00,1
2019-08-17 21:24:00,1
2019-08-18 05:10:00,1
2019-08-19 16:38:00,1
2019-08-19 22:36:00,1
2019-08-20 08:14:00,1
2019-08-20 11:28:00,1
2019-08-21 02:02:00,1
2019-08-21 15:26:00,1
2019-08-22 00:42:00,1
2019-08-23 00:43:00,1
2019-08-23 14:25:00,1
2019-08-23 14:29:00,1
2019-08-24 12:41:00,1
2019-08-25 08:13:00,1
2019-08-26 02:28:00,1
2019-08-26 17:02:00,1
2019-08-27 21:59:00,1
2019-08-27 23:23:00,1
2019-08-28 11:02:00,1
2019-08-28 14:10:00,1
2019-08-30 04:22:00,1
2019-08-30 04:35:00,1
2019-08-30 13:09:00,1
2019-08-31 11:43:00,1
2019-08-31 13:10:00,1
2019-08-31 15:53:00,1
2019-09-01 04:27:00,1
2019-09-01 07:02:00,1
2019-09-01 07:49:00,1
2019-09-01 14:09:00,1
2019-09-01 19:14:00,1
2019-09-01 20:13:00,1
2019-09-01 22:12:00,1
2019-09-02 09:11:00,1
2019-09-02 13:08:00,1
2019-09-03 08:56:00,1
2019-09-03 15:40:00,1
2019-09-05 22:53:00,1
2019-09-07 16:53:00,1
2019-09-07 17:49:00,1
2019-09-08 04:55:00,1
2019-09-08 06:18:00,1
2019-09-08 09:36:00,1
2019-09-08 15:08:00,1
2019-09-10 05:11:00,1
2019-09-10 07:19:00,1
2019-09-11 12:09:00,1
2019-09-11 12:43:00,1
2019-09-11 21:45:00,1
2019-09-12 06:28:00,1
2019-09-12 06:46:00,1
2019-09-12 07:47:00,1
2019-09-13 09:54:00,1
2019-09-13 17:00:00,1
2019-09-13 21:11:00,1
2019-09-13 22:45:00,1
2019-09-15 05:48:00,1
2019-09-16 12:45:00,1
2019-09-16 19:39:00,1
2019-09-17 02:21:00,1
2019-09-17 10:16:00,1
2019-09-17 14:19:00,1
2019-09-18 10:53:00,1
2019-09-18 10:58:00,1
2019-09-18 13:24:00,1
2019-09-18 13:30:00,1
2019-09-18 13:33:00,1
2019-09-18 18:29:00,1
2019-09-18 18:55:00,1
2019-09-18 21:15:00,1
2019-09-19 00:23:00,1
2019-09-19 02:40:00,1
2019-09-19 08:26:00,1
2019-09-19 12:10:00,1
2019-09-19 14:58:00,1
2019-09-20 00:28:00,1
2019-09-20 01:06:00,1
2019-09-20 04:57:00,1
2019-09-20 08:48:00,1
2019-09-20 16:53:00,1
2019-09-21 12:24:00,1
2019-09-21 13:18:00,1
2019-09-23 04:15:00,1
2019-09-23 05:11:00,1
2019-09-23 07:09:00,1
2019-09-23 15:09:00,1
2019-09-23 18:21:00,1
2019-09-24 21:55:00,1
2019-09-25 06:10:00,1
2019-09-25 07:13:00,1
2019-09-26 04:18:00,1
2019-09-26 05:21:00,1
2019-09-26 18:48:00,1
2019-09-27 14:20:00,1
2019-09-27 15:02:00,1
2019-09-28 08:54:00,1
2019-09-28 14:43:00,1
2019-09-29 03:54:00,1
2019-09-29 18:41:00,1
2019-09-29 21:41:00,1
2019-09-29 21:58:00,1
2019-09-29 22:44:00,1
2019-09-29 23:49:00,1
2019-09-30 10:26:00,1
2019-09-30 16:01:00,1
2019-10-01 18:46:00,1
2019-10-02 03:33:00,1
2019-10-02 06:12:00,1
2019-10-02 08:58:00,1
2019-10-02 16:47:00,1
2019-10-03 01:48:00,1
2019-10-03 10:44:00,1
2019-10-03 12:45:00,1
2019-10-03 14:28:00,1
2019-10-03 18:04:00,1
2019-10-03 18:18:00,1
2019-10-03 20:49:00,1
2019-10-04 00:25:00,1
2019-10-04 04:20:00,1
2019-10-04 10:54:00,1
2019-10-04 16:30:00,1
2019-10-04 16:35:00,1
2019-10-05 18:21:00,1
2019-10-05 18:27:00,1
2019-10-06 01:15:00,1
2019-10-06 12:18:00,1
2019-10-07 06:29:00,1
2019-10-08 01:29:00,1
2019-10-08 02:49:00,1
2019-10-08 05:16:00,1
2019-10-08 19:44:00,1
2019-10-09 10:56:00,1
2019-10-09 16:24:00,1
2019-10-10 05:02:00,1
2019-10-10 07:59:00,1
2019-10-11 02:12:00,1
2019-10-11 08:44:00,1
2019-10-11 10:53:00,1
2019-10-11 16:12:00,1
2019-10-12 16:44:00,1
2019-10-13 01:50:00,1
2019-10-13 12:11:00,1
2019-10-14 00:24:00,1
2019-10-14 02:42:00,1
2019-10-14 02:48:00,1
2019-10-15 00:12:00,1
2019-10-15 09:22:00,1
2019-10-15 16:03:00,1
2019-10-16 22:05:00,1
2019-10-16 23:06:00,1
2019-10-17 12:02:00,1
2019-10-17 16:46:00,1
2019-10-18 20:03:00,1
2019-10-19 01:55:00,1
2019-10-20 01:09:00,1
2019-10-20 05:21:00,1
2019-10-20 15:20:00,1
2019-10-21 02:32:00,1
2019-10-21 07:20:00,1
2019-10-21 13:11:00,1
2019-10-22 04:38:00,1
2019-10-22 11:57:00,1
2019-10-22 19:11:00,1
2019-10-22 20:08:00,1
2019-10-23 00:10:00,1
2019-10-23 09:00:00,1
2019-10-23 09:39:00,1
2019-10-23 20:04:00,1
2019-10-24 00:53:00,1
2019-10-24 07:32:00,1
2019-10-24 11:26:00,1
2019-10-24 12:57:00,1
2019-10-24 13:58:00,1
2019-10-24 19:08:00,1
2019-10-25 07:04:00,1
2019-10-25 13:09:00,1
2019-10-25 15:54:00,1
2019-10-25 20:37:00,1
2019-10-26 04:31:00,1
2019-10-27 13:06:00,1
2019-10-27 20:52:00,1
2019-10-29 16:34:00,1
2019-10-30 01:10:00,1
2019-10-30 01:11:00,1
2019-10-30 09:58:00,1
2019-10-31 00:21:00,1
2019-11-01 07:06:00,1
2019-11-01 23:05:00,1
2019-11-02 02:53:00,1
2019-11-02 07:46:00,1
2019-11-02 21:20:00,1
2019-11-03 04:35:00,1
2019-11-03 05:51:00,1
2019-11-04 01:27:00,1
2019-11-04 12:50:00,1
2019-11-04 16:23:00,1
2019-11-05 03:31:00,1
2019-11-05 15:09:00,1
2019-11-05 20:06:00,1
2019-11-06 02:43:00,1
2019-11-06 05:50:00,1
2019-11-07 06:17:00,1
2019-11-08 17:04:00,1
2019-11-08 20:07:00,1
2019-11-09 08:14:00,1
2019-11-09 13:19:00,1
2019-11-09 15:39:00,1
2019-11-09 15:45:00,1
2019-11-10 11:21:00,1
2019-11-10 13:34:00,1
2019-11-13 04:45:00,1
2019-11-13 07:05:00,1
2019-11-13 10:15:00,1
2019-11-13 19:04:00,1
2019-11-14 02:18:00,1
2019-11-14 07:20:00,1
2019-11-14 10:31:00,1
2019-11-14 13:53:00,1
2019-11-14 15:07:00,1
2019-11-14 17:25:00,1
2019-11-14 18:26:00,1
2019-11-14 19:08:00,1
2019-11-15 01:31:00,1
2019-11-15 01:57:00,1
2019-11-16 03:58:00,1
2019-11-16 04:30:00,1
2019-11-16 05:44:00,1
2019-11-16 11:42:00,1
2019-11-16 18:33:00,1
2019-11-17 01:17:00,1
2019-11-17 03:33:00,1
2019-11-17 09:12:00,1
2019-11-17 13:53:00,1
2019-11-17 15:10:00,1
2019-11-18 05:17:00,1
2019-11-18 18:42:00,1
2019-11-18 20:42:00,1
2019-11-19 00:39:00,1
2019-11-19 09:27:00,1
2019-11-19 17:12:00,1
2019-11-19 18:21:00,1
2019-11-22 07:52:00,1
2019-11-22 13:08:00,1
2019-11-22 23:57:00,1
2019-11-22 23:59:00,1
2019-11-23 05:43:00,1
2019-11-23 14:35:00,1
2019-11-23 16:15:00,1
2019-11-24 13:44:00,1
2019-11-26 02:59:00,1
2019-11-26 10:15:00,1
2019-11-27 05:18:00,1
2019-11-27 08:59:00,1
2019-11-27 12:07:00,1
2019-11-28 00:36:00,1
2019-11-28 09:30:00,1
2019-11-28 12:54:00,1
2019-11-28 23:46:00,1
2019-11-29 09:49:00,1
2019-11-30 00:10:00,1
2019-11-30 04:20:00,1
2019-11-30 22:40:00,1
2019-11-30 23:33:00,1
2019-12-01 05:38:00,1
2019-12-01 10:51:00,1
2019-12-01 13:51:00,1
2019-12-01 18:05:00,1
2019-12-02 09:13:00,1
2019-12-04 07:48:00,1
2019-12-04 08:36:00,1
2019-12-04 10:44:00,1
2019-12-04 11:23:00,1
2019-12-04 14:10:00,1
2019-12-04 20:28:00,1
2019-12-04 23:18:00,1
2019-12-05 00:08:00,1
2019-12-05 00:26:00,1
2019-12-05 00:59:00,1
2019-12-05 01:16:00,1
2019-12-05 02:10:00,1
2019-12-05 08:35:00,1
2019-12-05 10:06:00,1
2019-12-05 11:02:00,1
2019-12-05 13:22:00,1
2019-12-05 20:13:00,1
2019-12-05 21:09:00,1
2019-12-06 19:42:00,1
2019-12-06 20:44:00,1
2019-12-06 20:48:00,1
2019-12-07 06:17:00,1
2019-12-07 20:52:00,1
2019-12-08 17:07:00,1
2019-12-08 17:27:00,1
2019-12-08 23:40:00,1
2019-12-09 01:52:00,1
2019-12-09 02:46:00,1
2019-12-09 06:17:00,1
2019-12-09 10:50:00,1
2019-12-09 11:39:00,1
2019-12-09 17:45:00,1
2019-12-09 19:52:00,1
2019-12-09 20:41:00,1
2019-12-10 04:40:00,1
2019-12-10 04:46:00,1
2019-12-11 01:59:00,1
2019-12-11 07:53:00,1
2019-12-11 11:19:00,1
2019-12-11 11:40:00,1
2019-12-11 23:41:00,1
2019-12-12 00:26:00,1
2019-12-12 05:18:00,1
2019-12-12 13:01:00,1
2019-12-13 09:27:00,1
2019-12-13 10:24:00,1
2019-12-13 11:42:00,1
2019-12-13 12:49:00,1
2019-12-13 19:11:00,3
2019-12-13 19:39:00,1
2019-12-13 20:48:00,1
2019-12-14 06:36:00,1
2019-12-14 13:39:00,1
2019-12-15 04:51:00,1
2019-12-15 06:45:00,1
2019-12-15 09:18:00,1
2019-12-15 17:48:00,1
2019-12-16 17:49:00,1
2019-12-16 22:27:00,1
2019-12-17 17:41:00,1
2019-12-18 09:18:00,1
2019-12-18 10:09:00,1
2019-12-18 11:04:00,1
2019-12-19 19:20:00,1
2019-12-20 08:59:00,1
2019-12-20 17:20:00,1
2019-12-20 22:10:00,1
2019-12-21 04:55:00,1
2019-12-21 17:17:00,1
2019-12-21 19:21:00,1
2019-12-22 01:48:00,1
2019-12-22 04:14:00,2
2019-12-22 10:11:00,1
2019-12-22 14:56:00,1
2019-12-23 08:02:00,1
2019-12-23 09:58:00,1
2019-12-24 03:56:00,1
2019-12-25 01:11:00,1
2019-12-25 02:22:00,1
2019-12-25 04:15:00,1
2019-12-26 03:10:00,1
2019-12-26 06:12:00,1
2019-12-26 07:50:00,1
2019-12-26 11:55:00,1
2019-12-26 13:49:00,1
2019-12-26 15:19:00,1
2019-12-26 16:20:00,1
2019-12-27 05:16:00,1
2019-12-27 05:20:00,1
2019-12-27 08:01:00,1
2019-12-27 11:07:00,1
2019-12-27 11:48:00,1
2019-12-27 17:27:00,1
2019-12-27 18:35:00,1
2019-12-28 07:13:00,1
2019-12-28 07:33:00,1
2019-12-28 23:29:00,1
2019-12-30 05:23:00,1
2019-12-30 06:13:00,1
2019-12-30 16:04:00,1
