327477,"SELECT TOP # ra, dec, u, err_u, g, err_g, r, err_r, i, err_i, z, err_z, objID from STAR where ra BETWEEN # and # AND dec BETWEEN # and #"
2019-07-21 05:05:00,107
2019-07-21 05:06:00,24
2019-07-21 05:51:00,23
2019-07-21 05:52:00,43
2019-07-21 05:53:00,54
2019-07-21 05:54:00,56
2019-07-21 05:55:00,44
2019-07-21 05:56:00,61
2019-07-21 06:00:00,23
2019-07-21 06:01:00,233
2019-07-21 06:02:00,238
2019-07-21 06:03:00,254
2019-07-21 06:04:00,247
2019-07-21 06:05:00,228
2019-07-21 06:06:00,241
2019-07-21 06:07:00,231
2019-07-21 06:08:00,236
2019-07-21 06:09:00,231
2019-07-21 06:10:00,213
2019-07-21 06:11:00,205
2019-07-21 06:12:00,225
2019-07-21 06:13:00,186
2019-07-21 06:14:00,156
2019-07-21 06:15:00,137
2019-07-21 06:16:00,165
2019-07-21 06:17:00,171
2019-07-21 06:18:00,217
2019-07-21 06:19:00,184
2019-07-21 06:20:00,219
2019-07-21 06:21:00,203
2019-07-21 06:22:00,232
2019-07-21 06:23:00,220
2019-07-21 06:24:00,254
2019-07-21 06:25:00,229
2019-07-21 06:26:00,232
2019-07-21 06:27:00,253
2019-07-21 06:28:00,260
2019-07-21 06:29:00,249
2019-07-21 06:30:00,256
2019-07-21 06:31:00,243
2019-07-21 06:32:00,203
2019-07-21 06:33:00,180
2019-07-21 06:34:00,213
2019-07-21 06:35:00,137
2019-07-21 06:36:00,177
2019-07-21 06:37:00,191
2019-07-21 06:38:00,226
2019-07-21 06:39:00,229
2019-07-21 06:40:00,239
2019-07-21 06:41:00,182
2019-07-21 06:42:00,213
2019-07-21 06:43:00,249
2019-07-21 06:44:00,179
2019-07-21 06:45:00,186
2019-07-21 06:46:00,229
2019-07-21 06:47:00,242
2019-07-21 06:48:00,192
2019-07-21 06:49:00,261
2019-07-21 06:50:00,252
2019-07-21 06:51:00,257
2019-07-21 06:52:00,262
2019-07-21 06:53:00,231
2019-07-21 06:54:00,258
2019-07-21 06:55:00,158
2019-07-21 06:56:00,147
2019-07-21 06:57:00,141
2019-07-21 06:58:00,203
2019-07-21 06:59:00,144
2019-07-21 07:00:00,163
2019-07-21 07:01:00,169
2019-07-21 07:02:00,138
2019-07-21 07:03:00,160
2019-07-21 07:04:00,153
2019-07-21 07:05:00,163
2019-07-21 07:06:00,143
2019-07-21 07:07:00,166
2019-07-21 07:08:00,205
2019-07-21 07:09:00,233
2019-07-21 07:10:00,225
2019-07-21 07:11:00,231
2019-07-21 07:12:00,192
2019-07-21 07:13:00,196
2019-07-21 07:14:00,246
2019-07-21 07:15:00,241
2019-07-21 07:16:00,260
2019-07-21 07:17:00,257
2019-07-21 07:18:00,245
2019-07-21 07:19:00,257
2019-07-21 07:20:00,254
2019-07-21 07:21:00,240
2019-07-21 07:22:00,249
2019-07-21 07:23:00,251
2019-07-21 07:24:00,256
2019-07-21 07:25:00,258
2019-07-21 07:26:00,260
2019-07-21 07:27:00,243
2019-07-21 07:28:00,251
2019-07-21 07:29:00,255
2019-07-21 07:30:00,280
2019-07-21 07:31:00,252
2019-07-21 07:32:00,259
2019-07-21 07:33:00,251
2019-07-21 07:34:00,246
2019-07-21 07:35:00,243
2019-07-21 07:36:00,253
2019-07-21 07:37:00,239
2019-07-21 07:38:00,242
2019-07-21 07:39:00,250
2019-07-21 07:40:00,256
2019-07-21 07:41:00,262
2019-07-21 07:42:00,252
2019-07-21 07:43:00,261
2019-07-21 07:44:00,260
2019-07-21 07:45:00,245
2019-07-21 07:46:00,267
2019-07-21 07:47:00,245
2019-07-21 07:48:00,254
2019-07-21 07:49:00,274
2019-07-21 07:50:00,261
2019-07-21 07:51:00,272
2019-07-21 07:52:00,260
2019-07-21 07:53:00,247
2019-07-21 07:54:00,243
2019-07-21 07:55:00,239
2019-07-21 07:56:00,246
2019-07-21 07:57:00,230
2019-07-21 07:58:00,253
2019-07-21 07:59:00,257
2019-07-21 08:00:00,253
2019-07-21 08:01:00,251
2019-07-21 08:02:00,248
2019-07-21 08:03:00,249
2019-07-21 08:04:00,244
2019-07-21 08:05:00,252
2019-07-21 08:06:00,247
2019-07-21 08:07:00,248
2019-07-21 08:08:00,150
2019-07-21 08:09:00,160
2019-07-21 08:10:00,148
2019-07-21 08:11:00,149
2019-07-21 08:12:00,156
2019-07-21 08:13:00,213
2019-07-21 08:14:00,151
2019-07-21 08:15:00,182
2019-07-21 08:16:00,163
2019-07-21 08:17:00,139
2019-07-21 08:18:00,142
2019-07-21 08:19:00,153
2019-07-21 08:20:00,147
2019-07-21 08:21:00,156
2019-07-21 08:22:00,193
2019-07-21 08:23:00,201
2019-07-21 08:24:00,162
2019-07-21 08:25:00,199
2019-07-21 08:26:00,213
2019-07-21 08:27:00,216
2019-07-21 08:28:00,209
2019-07-21 08:29:00,247
2019-07-21 08:30:00,252
2019-07-21 08:31:00,260
2019-07-21 08:32:00,241
2019-07-21 08:33:00,246
2019-07-21 08:34:00,245
2019-07-21 08:35:00,250
2019-07-21 08:36:00,277
2019-07-21 08:37:00,178
2019-07-21 08:38:00,153
2019-07-21 08:39:00,167
2019-07-21 08:40:00,236
2019-07-21 08:41:00,249
2019-07-21 08:42:00,254
2019-07-21 08:43:00,243
2019-07-21 08:44:00,247
2019-07-21 08:45:00,248
2019-07-21 08:46:00,252
2019-07-21 08:47:00,249
2019-07-21 08:48:00,253
2019-07-21 08:49:00,259
2019-07-21 08:50:00,250
2019-07-21 08:51:00,262
2019-07-21 08:52:00,258
2019-07-21 08:53:00,280
2019-07-21 08:54:00,252
2019-07-21 08:55:00,246
2019-07-21 08:56:00,251
2019-07-21 08:57:00,247
2019-07-21 08:58:00,242
2019-07-21 08:59:00,233
2019-07-21 09:00:00,259
2019-07-21 09:01:00,239
2019-07-21 09:02:00,263
2019-07-21 09:03:00,262
2019-07-21 09:04:00,262
2019-07-21 09:05:00,252
2019-07-21 09:06:00,252
2019-07-21 09:07:00,260
2019-07-21 09:08:00,253
2019-07-21 09:09:00,192
2019-07-21 09:10:00,244
2019-07-21 09:11:00,267
2019-07-21 09:12:00,255
2019-07-21 09:13:00,246
2019-07-21 09:14:00,265
2019-07-21 09:15:00,239
2019-07-21 09:16:00,256
2019-07-21 09:17:00,160
2019-07-21 09:18:00,205
2019-07-21 09:19:00,245
2019-07-21 09:20:00,250
2019-07-21 09:21:00,263
2019-07-21 09:22:00,161
2019-07-21 09:23:00,161
2019-07-21 09:24:00,193
2019-07-21 09:25:00,155
2019-07-21 09:26:00,206
2019-07-21 09:27:00,159
2019-07-21 09:28:00,188
2019-07-21 09:29:00,143
2019-07-21 09:30:00,176
2019-07-21 09:31:00,272
2019-07-21 09:32:00,264
2019-07-21 09:33:00,246
2019-07-21 09:34:00,261
2019-07-21 09:35:00,261
2019-07-21 09:36:00,257
2019-07-21 09:37:00,264
2019-07-21 09:38:00,245
2019-07-21 09:39:00,259
2019-07-21 09:40:00,267
2019-07-21 09:41:00,232
2019-07-21 09:42:00,240
2019-07-21 09:43:00,250
2019-07-21 09:44:00,264
2019-07-21 09:45:00,259
2019-07-21 09:46:00,245
2019-07-21 09:47:00,141
2019-07-21 09:48:00,140
2019-07-21 09:49:00,152
2019-07-21 09:50:00,179
2019-07-21 09:51:00,147
2019-07-21 09:52:00,157
2019-07-21 09:53:00,159
2019-07-21 09:54:00,181
2019-07-21 09:55:00,174
2019-07-21 09:56:00,167
2019-07-21 09:57:00,149
2019-07-21 09:58:00,163
2019-07-21 09:59:00,179
2019-07-21 10:00:00,165
2019-07-21 10:01:00,149
2019-07-21 10:02:00,181
2019-07-21 10:03:00,190
2019-07-21 10:04:00,165
2019-07-21 10:05:00,222
2019-07-21 10:06:00,242
2019-07-21 10:07:00,249
2019-07-21 10:08:00,247
2019-07-21 10:09:00,225
2019-07-21 10:10:00,243
2019-07-21 10:11:00,257
2019-07-21 10:12:00,256
2019-07-21 10:13:00,244
2019-07-21 10:14:00,240
2019-07-21 10:15:00,236
2019-07-21 10:16:00,246
2019-07-21 10:17:00,244
2019-07-21 10:18:00,245
2019-07-21 10:19:00,240
2019-07-21 10:20:00,242
2019-07-21 10:21:00,228
2019-07-21 10:22:00,245
2019-07-21 10:23:00,252
2019-07-21 10:24:00,137
2019-07-21 10:25:00,150
2019-07-21 10:26:00,89
2019-07-21 10:27:00,236
2019-07-21 10:28:00,241
2019-07-21 10:29:00,182
2019-07-21 10:30:00,149
2019-07-21 10:31:00,186
2019-07-21 10:32:00,157
2019-07-21 10:33:00,201
2019-07-21 10:34:00,244
2019-07-21 10:35:00,237
2019-07-21 10:36:00,237
2019-07-21 10:37:00,232
2019-07-21 10:38:00,246
2019-07-21 10:39:00,229
2019-07-21 10:40:00,255
2019-07-21 10:41:00,237
2019-07-21 10:42:00,253
2019-07-21 10:43:00,241
2019-07-21 10:44:00,247
2019-07-21 10:45:00,235
2019-07-21 10:46:00,236
2019-07-21 10:47:00,250
2019-07-21 10:48:00,274
2019-07-21 10:49:00,262
2019-07-21 10:50:00,256
2019-07-21 10:51:00,258
2019-07-21 10:52:00,268
2019-07-21 10:53:00,268
2019-07-21 10:54:00,236
2019-07-21 10:55:00,230
2019-07-21 10:56:00,235
2019-07-21 10:57:00,252
2019-07-21 10:58:00,232
2019-07-21 10:59:00,259
2019-07-21 11:00:00,245
2019-07-21 11:01:00,235
2019-07-21 11:02:00,247
2019-07-21 11:03:00,232
2019-07-21 11:04:00,240
2019-07-21 11:05:00,248
2019-07-21 11:06:00,269
2019-07-21 11:07:00,256
2019-07-21 11:08:00,251
2019-07-21 11:09:00,242
2019-07-21 11:10:00,236
2019-07-21 11:11:00,246
2019-07-21 11:12:00,234
2019-07-21 11:13:00,238
2019-07-21 11:14:00,228
2019-07-21 11:15:00,235
2019-07-21 11:16:00,237
2019-07-21 11:17:00,235
2019-07-21 11:18:00,244
2019-07-21 11:19:00,145
2019-07-21 11:20:00,151
2019-07-21 11:21:00,195
2019-07-21 11:22:00,154
2019-07-21 11:23:00,213
2019-07-21 11:24:00,214
2019-07-21 11:25:00,250
2019-07-21 11:26:00,242
2019-07-21 11:27:00,227
2019-07-21 11:28:00,261
2019-07-21 11:29:00,260
2019-07-21 11:30:00,263
2019-07-21 11:31:00,230
2019-07-21 11:32:00,239
2019-07-21 11:33:00,236
2019-07-21 11:34:00,238
2019-07-21 11:35:00,259
2019-07-21 11:36:00,234
2019-07-21 11:37:00,240
2019-07-21 11:38:00,243
2019-07-21 11:39:00,251
2019-07-21 11:40:00,183
2019-07-21 11:41:00,156
2019-07-21 11:42:00,168
2019-07-21 11:43:00,162
2019-07-21 11:44:00,239
2019-07-21 11:45:00,231
2019-07-21 11:46:00,253
2019-07-21 11:47:00,235
2019-07-21 11:48:00,206
2019-07-21 11:49:00,241
2019-07-21 11:50:00,236
2019-07-21 11:51:00,244
2019-07-21 11:52:00,244
2019-07-21 11:53:00,246
2019-07-21 11:54:00,247
2019-07-21 11:55:00,232
2019-07-21 11:56:00,249
2019-07-21 11:57:00,248
2019-07-21 11:58:00,243
2019-07-21 11:59:00,247
2019-07-21 12:00:00,252
2019-07-21 12:01:00,240
2019-07-21 12:02:00,238
2019-07-21 12:03:00,256
2019-07-21 12:04:00,234
2019-07-21 12:05:00,144
2019-07-21 12:06:00,155
2019-07-21 12:07:00,230
2019-07-21 12:08:00,248
2019-07-21 12:09:00,221
2019-07-21 12:10:00,262
2019-07-21 12:11:00,256
2019-07-21 12:12:00,239
2019-07-21 12:13:00,236
2019-07-21 12:14:00,266
2019-07-21 12:15:00,253
2019-07-21 12:16:00,239
2019-07-21 12:17:00,249
2019-07-21 12:18:00,233
2019-07-21 12:19:00,234
2019-07-21 12:20:00,235
2019-07-21 12:21:00,5
2019-07-21 12:22:00,46
2019-07-21 12:23:00,240
2019-07-21 12:24:00,245
2019-07-21 12:25:00,235
2019-07-21 12:26:00,231
2019-07-21 12:27:00,231
2019-07-21 12:28:00,248
2019-07-21 12:29:00,240
2019-07-21 12:30:00,149
2019-07-21 12:31:00,181
2019-07-21 12:32:00,103
2019-07-21 12:33:00,17
2019-07-21 12:34:00,241
2019-07-21 12:35:00,164
2019-07-21 12:36:00,175
2019-07-21 12:37:00,146
2019-07-21 12:38:00,192
2019-07-21 12:39:00,209
2019-07-21 12:40:00,243
2019-07-21 12:41:00,235
2019-07-21 12:42:00,247
2019-07-21 12:43:00,236
2019-07-21 12:44:00,238
2019-07-21 12:45:00,247
2019-07-21 12:46:00,241
2019-07-21 12:47:00,244
2019-07-21 12:48:00,225
2019-07-21 12:49:00,228
2019-07-21 12:50:00,238
2019-07-21 12:51:00,237
2019-07-21 12:52:00,246
2019-07-21 12:53:00,237
2019-07-21 12:54:00,218
2019-07-21 12:55:00,232
2019-07-21 12:56:00,197
2019-07-21 12:57:00,171
2019-07-21 12:58:00,146
2019-07-21 12:59:00,153
2019-07-21 13:00:00,205
2019-07-21 13:01:00,154
2019-07-21 13:02:00,179
2019-07-21 13:03:00,212
2019-07-21 13:04:00,206
2019-07-21 13:05:00,236
2019-07-21 13:06:00,239
2019-07-21 13:07:00,299
2019-07-21 13:08:00,248
2019-07-21 13:09:00,240
2019-07-21 13:10:00,229
2019-07-21 13:11:00,249
2019-07-21 13:12:00,253
2019-07-21 13:13:00,226
2019-07-21 13:14:00,240
2019-07-21 13:15:00,238
2019-07-21 13:16:00,241
2019-07-21 13:17:00,244
2019-07-21 13:18:00,243
2019-07-21 13:19:00,237
2019-07-21 13:20:00,246
2019-07-21 13:21:00,238
2019-07-21 13:22:00,252
2019-07-21 13:23:00,273
2019-07-21 13:24:00,176
2019-07-21 13:25:00,151
2019-07-21 13:26:00,157
2019-07-21 13:27:00,152
2019-07-21 13:28:00,170
2019-07-21 13:29:00,248
2019-07-21 13:30:00,234
2019-07-21 13:31:00,247
2019-07-21 13:32:00,240
2019-07-21 13:33:00,245
2019-07-21 13:34:00,250
2019-07-21 13:35:00,237
2019-07-21 13:36:00,231
2019-07-21 13:37:00,247
2019-07-21 13:38:00,272
2019-07-21 13:39:00,257
2019-07-21 13:40:00,232
2019-07-21 13:41:00,244
2019-07-21 13:42:00,150
2019-07-21 13:43:00,237
2019-07-21 13:44:00,144
2019-07-21 13:45:00,213
2019-07-21 13:46:00,241
2019-07-21 13:47:00,253
2019-07-21 13:48:00,242
2019-07-21 13:49:00,248
2019-07-21 13:50:00,214
2019-07-21 13:51:00,262
2019-07-21 13:52:00,252
2019-07-21 13:53:00,222
2019-07-21 13:54:00,240
2019-07-21 13:55:00,261
2019-07-21 13:56:00,232
2019-07-21 13:57:00,241
2019-07-21 13:58:00,234
2019-07-21 13:59:00,244
2019-07-21 14:00:00,264
2019-07-21 14:01:00,234
2019-07-21 14:02:00,236
2019-07-21 14:03:00,240
2019-07-21 14:04:00,240
2019-07-21 14:05:00,245
2019-07-21 14:06:00,234
2019-07-21 14:07:00,250
2019-07-21 14:08:00,228
2019-07-21 14:09:00,250
2019-07-21 14:10:00,250
2019-07-21 14:11:00,241
2019-07-21 14:12:00,233
2019-07-21 14:13:00,246
2019-07-21 14:14:00,248
2019-07-21 14:15:00,262
2019-07-21 14:16:00,252
2019-07-21 14:17:00,256
2019-07-21 14:18:00,241
2019-07-21 14:19:00,239
2019-07-21 14:20:00,239
2019-07-21 14:21:00,238
2019-07-21 14:22:00,239
2019-07-21 14:23:00,247
2019-07-21 14:24:00,246
2019-07-21 14:25:00,229
2019-07-21 14:26:00,259
2019-07-21 14:27:00,239
2019-07-21 14:28:00,232
2019-07-21 14:29:00,174
2019-07-21 14:30:00,212
2019-07-21 14:31:00,179
2019-07-21 14:32:00,237
2019-07-21 14:33:00,229
2019-07-21 14:34:00,249
2019-07-21 14:35:00,243
2019-07-21 14:36:00,259
2019-07-21 14:37:00,242
2019-07-21 14:38:00,248
2019-07-21 14:39:00,237
2019-07-21 14:40:00,245
2019-07-21 14:41:00,238
2019-07-21 14:42:00,210
2019-07-21 14:43:00,224
2019-07-21 14:44:00,237
2019-07-21 14:45:00,272
2019-07-21 14:46:00,239
2019-07-21 14:47:00,251
2019-07-21 14:48:00,249
2019-07-21 14:49:00,246
2019-07-21 14:50:00,276
2019-07-21 14:51:00,256
2019-07-21 14:52:00,234
2019-07-21 14:53:00,153
2019-07-21 14:54:00,142
2019-07-21 14:55:00,161
2019-07-21 14:56:00,159
2019-07-21 14:57:00,179
2019-07-21 14:58:00,204
2019-07-21 14:59:00,194
2019-07-21 15:00:00,189
2019-07-21 15:01:00,238
2019-07-21 15:02:00,275
2019-07-21 15:03:00,262
2019-07-21 15:04:00,249
2019-07-21 15:05:00,243
2019-07-21 15:06:00,198
2019-07-21 15:07:00,250
2019-07-21 15:08:00,257
2019-07-21 15:09:00,238
2019-07-21 15:10:00,225
2019-07-21 15:11:00,181
2019-07-21 15:12:00,163
2019-07-21 15:13:00,188
2019-07-21 15:14:00,136
2019-07-21 15:15:00,194
2019-07-21 15:16:00,213
2019-07-21 15:17:00,243
2019-07-21 15:18:00,250
2019-07-21 15:19:00,258
2019-07-21 15:20:00,246
2019-07-21 15:21:00,212
2019-07-21 15:22:00,169
2019-07-21 15:23:00,142
2019-07-21 15:24:00,149
2019-07-21 15:25:00,247
2019-07-21 15:26:00,173
2019-07-21 15:27:00,221
2019-07-21 15:28:00,71
2019-07-21 15:29:00,177
2019-07-21 15:30:00,156
2019-07-21 15:31:00,143
2019-07-21 15:32:00,151
2019-07-21 15:33:00,247
2019-07-21 15:34:00,256
2019-07-21 15:35:00,253
2019-07-21 15:36:00,237
2019-07-21 15:37:00,242
2019-07-21 15:38:00,238
2019-07-21 15:39:00,255
2019-07-21 15:40:00,228
2019-07-21 15:41:00,240
2019-07-21 15:42:00,243
2019-07-21 15:43:00,238
2019-07-21 15:44:00,242
2019-07-21 15:45:00,242
2019-07-21 15:46:00,253
2019-07-21 15:47:00,245
2019-07-21 15:48:00,253
2019-07-21 15:49:00,228
2019-07-21 15:50:00,243
2019-07-21 15:51:00,239
2019-07-21 15:52:00,252
2019-07-21 15:53:00,248
2019-07-21 15:54:00,240
2019-07-21 15:55:00,238
2019-07-21 15:56:00,229
2019-07-21 15:57:00,253
2019-07-21 15:58:00,237
2019-07-21 15:59:00,248
2019-07-21 16:00:00,243
2019-07-21 16:01:00,241
2019-07-21 16:02:00,228
2019-07-21 16:03:00,254
2019-07-21 16:04:00,264
2019-07-21 16:05:00,240
2019-07-21 16:06:00,223
2019-07-21 16:07:00,275
2019-07-21 16:08:00,240
2019-07-21 16:09:00,250
2019-07-21 16:10:00,239
2019-07-21 16:11:00,231
2019-07-21 16:12:00,243
2019-07-21 16:13:00,262
2019-07-21 16:14:00,269
2019-07-21 16:15:00,260
2019-07-21 16:16:00,262
2019-07-21 16:17:00,246
2019-07-21 16:18:00,243
2019-07-21 16:19:00,267
2019-07-21 16:20:00,247
2019-07-21 16:21:00,203
2019-07-21 16:22:00,202
2019-07-21 16:23:00,257
2019-07-21 16:24:00,233
2019-07-21 16:25:00,264
2019-07-21 16:26:00,243
2019-07-21 16:27:00,248
2019-07-21 16:28:00,248
2019-07-21 16:29:00,234
2019-07-21 16:30:00,247
2019-07-21 16:31:00,244
2019-07-21 16:32:00,251
2019-07-21 16:33:00,254
2019-07-21 16:34:00,241
2019-07-21 16:35:00,136
2019-07-21 16:36:00,240
2019-07-21 16:37:00,245
2019-07-21 16:38:00,248
2019-07-21 16:39:00,255
2019-07-21 16:40:00,236
2019-07-21 16:41:00,235
2019-07-21 16:42:00,237
2019-07-21 16:43:00,245
2019-07-21 16:44:00,235
2019-07-21 16:45:00,162
2019-07-21 16:46:00,179
2019-07-21 16:47:00,135
2019-07-21 16:48:00,232
2019-07-21 16:49:00,258
2019-07-21 16:50:00,268
2019-07-21 16:51:00,250
2019-07-21 16:52:00,244
2019-07-21 16:53:00,239
2019-07-21 16:54:00,235
2019-07-21 16:55:00,228
2019-07-21 16:56:00,238
2019-07-21 16:57:00,238
2019-07-21 16:58:00,237
2019-07-21 16:59:00,238
2019-07-21 17:00:00,249
2019-07-21 17:01:00,246
2019-07-21 17:02:00,243
2019-07-21 17:03:00,254
2019-07-21 17:04:00,252
2019-07-21 17:05:00,238
2019-07-21 17:06:00,217
2019-07-21 17:07:00,245
2019-07-21 17:08:00,196
2019-07-21 17:09:00,136
