919,"SELECT top # run, rerun, camcol, field, mjd_r as primary_mjd FROM Field WHERE mjd_r > #"
2019-04-05 20:42:00,1
2019-04-06 15:38:00,1
2019-04-06 21:34:00,1
2019-04-07 03:55:00,1
2019-04-07 12:58:00,1
2019-04-07 14:48:00,1
2019-04-07 16:47:00,1
2019-04-07 20:05:00,1
2019-04-08 15:41:00,1
2019-04-08 18:53:00,1
2019-04-08 23:54:00,1
2019-04-09 03:50:00,1
2019-04-09 07:37:00,1
2019-04-09 12:31:00,1
2019-04-09 21:23:00,1
2019-04-09 21:24:00,1
2019-04-09 21:29:00,1
2019-04-10 00:39:00,1
2019-04-10 15:28:00,2
2019-04-10 16:37:00,1
2019-04-13 14:48:00,1
2019-04-14 11:21:00,1
2019-04-14 12:45:00,1
2019-04-14 17:52:00,1
2019-04-15 12:57:00,1
2019-04-15 13:08:00,1
2019-04-15 21:26:00,1
2019-04-15 22:48:00,1
2019-04-16 06:57:00,1
2019-04-16 17:27:00,1
2019-04-16 18:49:00,1
2019-04-17 14:25:00,1
2019-04-18 05:58:00,1
2019-04-18 09:48:00,1
2019-04-18 10:00:00,1
2019-04-18 14:52:00,1
2019-04-18 21:59:00,1
2019-04-18 22:06:00,1
2019-04-19 00:37:00,1
2019-04-19 01:46:00,1
2019-04-19 10:06:00,1
2019-04-19 15:35:00,1
2019-04-19 19:10:00,1
2019-04-20 20:33:00,1
2019-04-22 10:14:00,1
2019-04-22 14:37:00,1
2019-04-22 19:59:00,1
2019-04-22 23:23:00,1
2019-04-24 00:33:00,1
2019-04-24 11:42:00,1
2019-04-26 01:07:00,1
2019-04-27 07:33:00,1
2019-04-27 21:44:00,1
2019-04-28 01:46:00,1
2019-04-28 03:34:00,1
2019-04-28 08:50:00,1
2019-04-28 10:02:00,1
2019-04-28 13:35:00,1
2019-04-28 13:43:00,1
2019-04-29 00:04:00,1
2019-04-29 06:13:00,1
2019-04-29 09:06:00,1
2019-04-29 20:44:00,1
2019-04-30 10:44:00,1
2019-04-30 18:46:00,1
2019-04-30 22:34:00,1
2019-04-30 23:44:00,1
2019-05-01 11:24:00,1
2019-05-01 15:14:00,1
2019-05-01 18:01:00,1
2019-05-02 11:30:00,1
2019-05-02 21:09:00,1
2019-05-03 04:45:00,1
2019-05-03 14:49:00,1
2019-05-03 17:30:00,1
2019-05-04 00:13:00,1
2019-05-05 11:13:00,1
2019-05-06 07:07:00,1
2019-05-06 08:46:00,1
2019-05-06 09:49:00,1
2019-05-06 15:41:00,1
2019-05-08 12:20:00,1
2019-05-10 16:06:00,1
2019-05-10 16:32:00,1
2019-05-11 01:20:00,1
2019-05-11 05:57:00,1
2019-05-11 07:40:00,1
2019-05-11 23:45:00,1
2019-05-12 02:44:00,1
2019-05-13 03:24:00,1
2019-05-13 08:48:00,1
2019-05-13 23:15:00,1
2019-05-14 08:19:00,1
2019-05-14 08:22:00,1
2019-05-14 20:20:00,1
2019-05-15 23:07:00,1
2019-05-16 00:02:00,1
2019-05-16 00:49:00,1
2019-05-16 11:54:00,1
2019-05-17 04:32:00,1
2019-05-17 04:48:00,1
2019-05-17 05:04:00,1
2019-05-18 20:37:00,1
2019-05-18 21:27:00,1
2019-05-18 22:05:00,1
2019-05-19 11:03:00,1
2019-05-20 17:19:00,1
2019-05-20 19:24:00,1
2019-05-20 22:00:00,1
2019-05-21 03:23:00,1
2019-05-21 03:28:00,1
2019-05-21 09:34:00,1
2019-05-21 11:02:00,1
2019-05-23 04:24:00,1
2019-05-23 07:14:00,1
2019-05-23 10:05:00,1
2019-05-23 12:23:00,1
2019-05-23 12:54:00,1
2019-05-23 13:37:00,1
2019-05-23 17:03:00,1
2019-05-24 02:18:00,1
2019-05-24 08:59:00,1
2019-05-24 13:36:00,1
2019-05-24 17:38:00,1
2019-05-24 19:54:00,1
2019-05-24 20:44:00,1
2019-05-24 21:11:00,1
2019-05-24 23:59:00,1
2019-05-25 03:19:00,1
2019-05-26 01:51:00,1
2019-05-27 12:26:00,1
2019-05-28 21:24:00,1
2019-05-29 04:39:00,1
2019-05-29 04:42:00,1
2019-05-29 12:48:00,1
2019-05-30 03:33:00,1
2019-05-30 16:05:00,1
2019-05-30 21:59:00,1
2019-05-31 02:03:00,1
2019-05-31 10:31:00,1
2019-05-31 16:38:00,1
2019-05-31 22:12:00,1
2019-06-01 21:14:00,1
2019-06-02 07:17:00,1
2019-06-03 01:51:00,1
2019-06-03 19:06:00,1
2019-06-04 09:02:00,1
2019-06-05 18:32:00,1
2019-06-06 07:25:00,1
2019-06-07 15:08:00,1
2019-06-08 03:33:00,1
2019-06-10 21:09:00,1
2019-06-10 21:26:00,1
2019-06-11 00:47:00,1
2019-06-11 01:53:00,1
2019-06-11 02:05:00,1
2019-06-11 11:30:00,1
2019-06-11 15:49:00,1
2019-06-12 16:35:00,1
2019-06-13 05:16:00,1
2019-06-14 06:45:00,1
2019-06-14 23:10:00,1
2019-06-15 09:32:00,1
2019-06-15 11:39:00,1
2019-06-15 15:05:00,1
2019-06-16 17:42:00,1
2019-06-17 09:57:00,1
2019-06-17 11:35:00,1
2019-06-17 16:49:00,1
2019-06-18 09:01:00,1
2019-06-18 11:56:00,1
2019-06-18 13:20:00,1
2019-06-18 14:54:00,1
2019-06-19 00:11:00,1
2019-06-19 01:03:00,1
2019-06-19 13:11:00,1
2019-06-19 20:23:00,1
2019-06-20 00:15:00,1
2019-06-20 04:00:00,1
2019-06-20 07:39:00,1
2019-06-20 23:42:00,1
2019-06-21 00:56:00,1
2019-06-21 06:46:00,1
2019-06-21 22:22:00,1
2019-06-22 04:27:00,1
2019-06-22 19:31:00,1
2019-06-22 21:12:00,1
2019-06-23 15:18:00,1
2019-06-23 15:53:00,1
2019-06-23 17:55:00,1
2019-06-23 22:42:00,1
2019-06-23 22:52:00,1
2019-06-24 12:42:00,1
2019-06-25 08:54:00,1
2019-06-25 12:37:00,1
2019-06-25 19:18:00,1
2019-06-26 00:31:00,1
2019-06-26 22:44:00,1
2019-06-27 02:46:00,1
2019-06-27 08:39:00,1
2019-06-27 20:28:00,1
2019-06-28 03:36:00,1
2019-06-28 13:04:00,1
2019-06-28 21:06:00,1
2019-06-29 00:54:00,1
2019-06-29 05:38:00,1
2019-06-29 15:10:00,1
2019-06-29 21:37:00,1
2019-06-30 11:47:00,1
2019-06-30 20:14:00,1
2019-07-01 08:50:00,1
2019-07-01 21:30:00,1
2019-07-02 01:35:00,1
2019-07-02 15:18:00,1
2019-07-02 15:22:00,1
2019-07-02 18:48:00,1
2019-07-02 19:49:00,1
2019-07-03 10:02:00,1
2019-07-03 14:26:00,1
2019-07-05 12:01:00,1
2019-07-05 12:56:00,1
2019-07-05 17:58:00,1
2019-07-05 22:01:00,1
2019-07-07 00:27:00,1
2019-07-07 11:22:00,1
2019-07-08 05:35:00,1
2019-07-08 12:38:00,1
2019-07-08 17:45:00,1
2019-07-10 03:48:00,1
2019-07-10 05:29:00,1
2019-07-11 01:52:00,1
2019-07-12 03:26:00,1
2019-07-12 10:52:00,1
2019-07-12 17:17:00,1
2019-07-12 19:18:00,1
2019-07-13 04:59:00,1
2019-07-14 02:13:00,1
2019-07-14 08:19:00,1
2019-07-14 08:28:00,1
2019-07-14 18:16:00,1
2019-07-16 08:36:00,1
2019-07-16 13:39:00,1
2019-07-17 05:19:00,1
2019-07-17 19:50:00,1
2019-07-18 10:29:00,1
2019-07-18 23:57:00,1
2019-07-19 04:44:00,1
2019-07-19 23:00:00,1
2019-07-20 00:26:00,1
2019-07-20 00:41:00,1
2019-07-20 04:32:00,1
2019-07-20 04:37:00,1
2019-07-20 05:34:00,1
2019-07-21 06:58:00,1
2019-07-21 18:55:00,1
2019-07-22 01:50:00,1
2019-07-22 05:36:00,1
2019-07-22 16:56:00,1
2019-07-23 15:22:00,1
2019-07-23 18:56:00,1
2019-07-24 01:43:00,1
2019-07-24 02:16:00,1
2019-07-24 07:11:00,1
2019-07-24 08:20:00,1
2019-07-25 05:16:00,1
2019-07-25 06:42:00,1
2019-07-25 19:54:00,1
2019-07-25 23:10:00,1
2019-07-27 08:01:00,1
2019-07-28 02:20:00,1
2019-07-28 07:06:00,1
2019-07-28 08:40:00,1
2019-07-28 18:54:00,1
2019-07-28 20:33:00,1
2019-07-29 10:54:00,1
2019-07-30 02:17:00,1
2019-07-30 04:57:00,1
2019-08-02 10:44:00,2
2019-08-04 02:20:00,1
2019-08-04 21:41:00,1
2019-08-04 22:01:00,1
2019-08-05 04:09:00,1
2019-08-05 04:41:00,1
2019-08-05 15:05:00,1
2019-08-05 20:28:00,1
2019-08-06 05:14:00,1
2019-08-06 16:34:00,1
2019-08-07 18:13:00,1
2019-08-07 21:29:00,1
2019-08-08 07:30:00,1
2019-08-08 19:17:00,1
2019-08-09 08:30:00,1
2019-08-09 14:55:00,1
2019-08-09 17:51:00,1
2019-08-10 10:38:00,1
2019-08-11 00:31:00,1
2019-08-11 22:30:00,1
2019-08-12 15:39:00,1
2019-08-12 16:58:00,1
2019-08-13 15:40:00,1
2019-08-13 19:04:00,1
2019-08-13 19:05:00,1
2019-08-14 01:29:00,1
2019-08-14 02:20:00,1
2019-08-14 22:54:00,1
2019-08-15 03:58:00,1
2019-08-16 07:10:00,1
2019-08-16 13:27:00,1
2019-08-16 20:14:00,1
2019-08-16 23:54:00,1
2019-08-17 04:13:00,1
2019-08-17 09:20:00,1
2019-08-17 21:55:00,1
2019-08-18 13:01:00,1
2019-08-19 08:09:00,1
2019-08-19 12:16:00,1
2019-08-20 23:10:00,1
2019-08-21 04:51:00,1
2019-08-22 07:44:00,1
2019-08-23 01:46:00,1
2019-08-23 08:05:00,1
2019-08-23 11:22:00,1
2019-08-23 14:27:00,1
2019-08-25 07:16:00,1
2019-08-27 22:45:00,1
2019-08-28 00:10:00,1
2019-08-28 04:26:00,1
2019-08-30 05:15:00,1
2019-08-30 11:00:00,1
2019-08-31 08:44:00,1
2019-08-31 13:56:00,1
2019-08-31 16:33:00,1
2019-08-31 17:49:00,1
2019-08-31 19:58:00,1
2019-09-01 03:48:00,1
2019-09-01 04:28:00,1
2019-09-01 07:50:00,1
2019-09-01 07:51:00,1
2019-09-01 16:59:00,1
2019-09-02 10:05:00,1
2019-09-02 17:21:00,1
2019-09-02 18:15:00,1
2019-09-03 16:34:00,1
2019-09-04 14:32:00,1
2019-09-04 16:33:00,1
2019-09-05 22:39:00,1
2019-09-05 22:55:00,1
2019-09-06 01:03:00,1
2019-09-06 22:03:00,1
2019-09-07 10:43:00,1
2019-09-07 17:37:00,1
2019-09-07 17:50:00,1
2019-09-07 22:01:00,1
2019-09-08 07:08:00,1
2019-09-08 10:21:00,1
2019-09-08 15:52:00,1
2019-09-10 08:02:00,1
2019-09-11 12:56:00,1
2019-09-11 22:27:00,1
2019-09-12 07:27:00,1
2019-09-12 08:24:00,1
2019-09-12 09:08:00,1
2019-09-13 00:40:00,1
2019-09-13 05:14:00,1
2019-09-14 17:56:00,1
2019-09-15 00:04:00,1
2019-09-15 06:06:00,1
2019-09-15 07:06:00,1
2019-09-15 08:05:00,1
2019-09-16 12:46:00,1
2019-09-17 03:03:00,1
2019-09-17 10:27:00,1
2019-09-17 15:11:00,1
2019-09-18 10:18:00,1
2019-09-18 11:39:00,1
2019-09-18 14:09:00,1
2019-09-18 14:20:00,1
2019-09-18 19:17:00,1
2019-09-18 22:04:00,1
2019-09-19 01:06:00,1
2019-09-19 09:12:00,1
2019-09-19 15:47:00,1
2019-09-20 00:38:00,1
2019-09-20 01:53:00,1
2019-09-20 08:55:00,1
2019-09-21 13:08:00,1
2019-09-23 04:16:00,1
2019-09-23 05:55:00,1
2019-09-23 19:07:00,1
2019-09-23 20:00:00,1
2019-09-25 06:11:00,1
2019-09-25 07:30:00,1
2019-09-25 18:38:00,1
2019-09-26 05:03:00,1
2019-09-26 06:03:00,1
2019-09-26 16:40:00,1
2019-09-26 18:48:00,1
2019-09-27 05:50:00,1
2019-09-27 11:18:00,1
2019-09-27 14:21:00,1
2019-09-28 00:02:00,1
2019-09-28 04:54:00,1
2019-09-28 13:50:00,1
2019-09-29 18:57:00,1
2019-09-29 22:26:00,1
2019-09-29 23:26:00,1
2019-09-30 01:51:00,1
2019-09-30 08:00:00,1
2019-09-30 10:27:00,1
2019-09-30 18:53:00,2
2019-10-02 06:58:00,1
2019-10-02 09:11:00,1
2019-10-02 09:38:00,1
2019-10-02 15:46:00,1
2019-10-03 15:15:00,1
2019-10-03 18:51:00,1
2019-10-03 21:32:00,1
2019-10-03 22:30:00,1
2019-10-04 00:24:00,1
2019-10-04 01:31:00,1
2019-10-04 10:45:00,1
2019-10-04 12:04:00,1
2019-10-04 12:14:00,1
2019-10-04 16:32:00,1
2019-10-05 00:35:00,1
2019-10-06 16:35:00,1
2019-10-07 07:11:00,1
2019-10-07 18:46:00,1
2019-10-08 01:30:00,1
2019-10-08 03:35:00,1
2019-10-08 19:47:00,1
2019-10-09 11:26:00,1
2019-10-09 11:37:00,1
2019-10-09 17:09:00,1
2019-10-10 05:46:00,1
2019-10-10 08:44:00,1
2019-10-11 02:54:00,1
2019-10-11 18:58:00,1
2019-10-11 22:13:00,1
2019-10-12 12:56:00,1
2019-10-13 01:56:00,1
2019-10-13 12:51:00,1
2019-10-14 01:10:00,1
2019-10-14 03:31:00,1
2019-10-15 01:18:00,1
2019-10-15 07:12:00,1
2019-10-15 09:04:00,1
2019-10-16 23:12:00,1
2019-10-17 00:34:00,1
2019-10-17 05:16:00,1
2019-10-17 11:34:00,1
2019-10-17 12:50:00,1
2019-10-17 17:44:00,1
2019-10-18 06:53:00,1
2019-10-18 08:15:00,1
2019-10-18 09:25:00,1
2019-10-18 20:21:00,1
2019-10-19 10:05:00,1
2019-10-19 14:19:00,1
2019-10-19 17:43:00,1
2019-10-20 05:16:00,1
2019-10-20 13:52:00,1
2019-10-21 00:27:00,1
2019-10-21 02:34:00,1
2019-10-21 08:07:00,1
2019-10-21 14:43:00,1
2019-10-22 04:03:00,1
2019-10-22 05:39:00,1
2019-10-22 05:51:00,1
2019-10-22 07:41:00,1
2019-10-22 10:14:00,1
2019-10-22 11:53:00,1
2019-10-22 18:50:00,1
2019-10-22 19:52:00,1
2019-10-22 20:31:00,1
2019-10-22 21:03:00,1
2019-10-22 21:14:00,1
2019-10-22 21:34:00,1
2019-10-22 23:59:00,1
2019-10-23 00:10:00,1
2019-10-23 04:06:00,1
2019-10-23 14:59:00,1
2019-10-23 20:45:00,1
2019-10-24 09:53:00,1
2019-10-24 11:26:00,1
2019-10-24 13:37:00,1
2019-10-24 15:15:00,1
2019-10-24 21:30:00,1
2019-10-24 21:40:00,1
2019-10-25 00:14:00,1
2019-10-25 00:38:00,1
2019-10-25 00:48:00,1
2019-10-25 03:57:00,1
2019-10-26 05:14:00,1
2019-10-26 15:53:00,1
2019-10-26 18:08:00,1
2019-10-26 19:37:00,1
2019-10-27 10:12:00,1
2019-10-28 17:17:00,1
2019-10-29 01:08:00,1
2019-10-29 12:40:00,1
2019-10-29 16:30:00,1
2019-10-30 00:23:00,1
2019-10-30 09:59:00,1
2019-10-30 20:55:00,1
2019-10-30 23:49:00,1
2019-10-31 04:15:00,1
2019-11-01 05:23:00,1
2019-11-01 05:34:00,1
2019-11-01 07:49:00,1
2019-11-02 00:06:00,1
2019-11-02 01:14:00,1
2019-11-02 03:28:00,1
2019-11-02 04:51:00,1
2019-11-02 07:12:00,1
2019-11-02 08:38:00,1
2019-11-02 14:12:00,1
2019-11-02 20:56:00,1
2019-11-02 21:08:00,1
2019-11-04 13:40:00,1
2019-11-04 16:32:00,1
2019-11-05 04:19:00,1
2019-11-06 04:19:00,1
2019-11-07 03:01:00,1
2019-11-07 06:18:00,1
2019-11-07 08:01:00,1
2019-11-08 17:50:00,1
2019-11-08 20:51:00,1
2019-11-09 08:18:00,1
2019-11-09 10:37:00,1
2019-11-09 16:31:00,1
2019-11-10 11:23:00,1
2019-11-10 13:34:00,1
2019-11-13 05:26:00,1
2019-11-13 17:22:00,1
2019-11-13 19:11:00,1
2019-11-13 20:04:00,1
2019-11-14 04:47:00,1
2019-11-14 07:17:00,1
2019-11-14 18:38:00,1
2019-11-14 19:31:00,1
2019-11-15 02:23:00,1
2019-11-15 02:42:00,1
2019-11-15 03:56:00,1
2019-11-16 04:46:00,1
2019-11-16 05:17:00,1
2019-11-16 12:51:00,1
2019-11-16 13:28:00,1
2019-11-18 15:37:00,1
2019-11-18 16:13:00,1
2019-11-18 16:39:00,1
2019-11-18 17:21:00,1
2019-11-18 21:34:00,1
2019-11-19 02:03:00,1
2019-11-19 06:26:00,1
2019-11-19 17:52:00,1
2019-11-19 19:18:00,1
2019-11-20 04:53:00,1
2019-11-20 12:40:00,1
2019-11-21 20:15:00,1
2019-11-22 04:04:00,1
2019-11-22 08:42:00,1
2019-11-22 13:57:00,1
2019-11-22 18:44:00,1
2019-11-23 00:38:00,1
2019-11-23 05:44:00,1
2019-11-23 15:19:00,1
2019-11-24 15:25:00,1
2019-11-26 00:22:00,1
2019-11-26 11:08:00,1
2019-11-27 03:20:00,1
2019-11-27 06:06:00,1
2019-11-27 12:31:00,1
2019-11-29 00:44:00,1
2019-11-30 01:05:00,1
2019-12-01 00:20:00,1
2019-12-01 06:25:00,1
2019-12-01 13:53:00,1
2019-12-01 16:17:00,1
2019-12-01 17:40:00,1
2019-12-01 18:48:00,1
2019-12-02 07:14:00,1
2019-12-03 01:16:00,1
2019-12-03 03:45:00,1
2019-12-03 08:01:00,1
2019-12-03 08:36:00,1
2019-12-04 05:09:00,1
2019-12-04 07:48:00,1
2019-12-04 09:16:00,1
2019-12-04 11:20:00,2
2019-12-04 23:18:00,1
2019-12-05 00:06:00,1
2019-12-05 00:52:00,1
2019-12-05 01:10:00,1
2019-12-05 01:56:00,1
2019-12-05 02:55:00,1
2019-12-05 09:51:00,1
2019-12-05 10:52:00,1
2019-12-05 11:03:00,1
2019-12-05 11:17:00,1
2019-12-05 13:57:00,1
2019-12-05 19:04:00,1
2019-12-05 19:17:00,1
2019-12-05 20:31:00,1
2019-12-06 19:43:00,1
2019-12-06 22:18:00,1
2019-12-07 14:21:00,1
2019-12-07 21:09:00,1
2019-12-07 21:16:00,1
2019-12-07 22:59:00,1
2019-12-08 03:02:00,1
2019-12-08 07:59:00,1
2019-12-08 16:59:00,1
2019-12-09 06:38:00,1
2019-12-09 19:44:00,1
2019-12-09 20:09:00,1
2019-12-11 08:31:00,1
2019-12-11 12:02:00,1
2019-12-12 00:28:00,1
2019-12-12 01:10:00,1
2019-12-12 06:03:00,1
2019-12-12 06:13:00,1
2019-12-12 11:03:00,1
2019-12-12 13:45:00,1
2019-12-13 10:15:00,1
2019-12-13 11:08:00,1
2019-12-13 12:21:00,1
2019-12-13 13:36:00,1
2019-12-13 13:53:00,1
2019-12-14 10:25:00,1
2019-12-15 20:21:00,1
2019-12-16 22:38:00,1
2019-12-17 00:18:00,1
2019-12-17 23:54:00,1
2019-12-18 01:05:00,1
2019-12-18 01:33:00,1
2019-12-18 09:18:00,1
2019-12-18 10:51:00,1
2019-12-18 13:42:00,1
2019-12-19 16:48:00,1
2019-12-19 20:01:00,1
2019-12-20 07:17:00,1
2019-12-20 09:04:00,1
2019-12-20 17:22:00,1
2019-12-21 04:56:00,1
2019-12-21 17:17:00,1
2019-12-22 05:07:00,1
2019-12-22 05:09:00,6
2019-12-22 10:53:00,1
2019-12-22 15:06:00,1
2019-12-23 03:30:00,1
2019-12-23 08:47:00,1
2019-12-24 00:00:00,1
2019-12-25 01:52:00,1
2019-12-25 03:08:00,1
2019-12-25 05:00:00,1
2019-12-26 02:59:00,1
2019-12-26 03:12:00,1
2019-12-26 15:21:00,1
2019-12-26 16:25:00,1
2019-12-27 06:05:00,1
2019-12-27 12:34:00,1
2019-12-27 17:27:00,1
2019-12-28 23:40:00,1
2019-12-29 06:55:00,1
2019-12-29 20:33:00,1
2019-12-30 05:23:00,1
2019-12-30 05:56:00,1
2019-12-30 06:55:00,1
2019-12-30 14:45:00,1
2019-12-31 00:07:00,1
