1127,"SELECT prim.bestObjId, prim.mjd AS PrimMJD, prim.plate AS PrimPlate, other.mjd AS OtherMJD, other.plate AS OtherPlate, prim.z AS PrimZ, other.z AS OtherZ, plate.programname FROM SpecObjAll prim JOIN SpecObjAll other ON prim.bestObjId = other.bestObjId JOIN platex AS plate ON other.plate = plate.plate AND other.mjd = plate.mjd WHERE other.bestObjId > # AND prim.sciencePrimary = # AND other.sciencePrimary = # AND prim.z > # ORDER BY prim.bestObjId"
2019-01-20 18:31:00,1
2019-01-20 22:25:00,1
2019-01-21 06:07:00,1
2019-01-22 03:44:00,1
2019-01-22 05:22:00,1
2019-01-22 08:15:00,1
2019-01-22 08:30:00,1
2019-01-22 13:10:00,1
2019-01-22 21:03:00,1
2019-01-23 01:46:00,1
2019-01-23 14:31:00,1
2019-01-23 23:30:00,1
2019-01-24 01:11:00,1
2019-01-24 04:44:00,1
2019-01-24 12:44:00,1
2019-01-24 21:35:00,1
2019-01-25 05:50:00,1
2019-01-25 11:28:00,1
2019-01-25 14:17:00,1
2019-01-25 16:00:00,1
2019-01-26 06:38:00,1
2019-01-26 10:36:00,1
2019-01-26 10:55:00,1
2019-01-26 20:13:00,1
2019-01-26 20:56:00,3
2019-01-27 00:00:00,1
2019-01-27 06:54:00,1
2019-01-27 09:46:00,1
2019-01-27 21:41:00,1
2019-01-27 22:17:00,1
2019-01-28 03:54:00,1
2019-01-28 14:01:00,1
2019-01-28 14:35:00,1
2019-01-29 00:43:00,1
2019-01-29 05:32:00,1
2019-01-29 06:14:00,1
2019-01-29 21:03:00,1
2019-01-30 06:55:00,1
2019-01-30 09:33:00,1
2019-01-30 15:53:00,1
2019-01-30 15:54:00,2
2019-01-30 21:13:00,1
2019-01-31 21:44:00,1
2019-02-01 02:25:00,1
2019-02-01 03:38:00,1
2019-02-01 04:56:00,1
2019-02-01 07:30:00,1
2019-02-01 18:23:00,3
2019-02-01 19:57:00,1
2019-02-01 21:17:00,1
2019-02-02 07:47:00,1
2019-02-02 08:31:00,1
2019-02-02 14:40:00,1
2019-02-02 19:50:00,1
2019-02-02 20:57:00,1
2019-02-02 23:56:00,1
2019-02-04 01:09:00,1
2019-02-04 13:42:00,1
2019-02-04 14:14:00,1
2019-02-04 14:44:00,1
2019-02-04 18:51:00,1
2019-02-06 08:13:00,1
2019-02-06 23:22:00,1
2019-02-07 11:54:00,1
2019-02-07 20:34:00,1
2019-02-07 21:40:00,1
2019-02-08 01:33:00,1
2019-02-08 04:26:00,1
2019-02-08 17:00:00,1
2019-02-08 18:15:00,1
2019-02-08 22:21:00,1
2019-02-09 00:12:00,1
2019-02-09 17:37:00,1
2019-02-10 01:53:00,1
2019-02-10 04:02:00,1
2019-02-10 05:24:00,1
2019-02-10 05:56:00,1
2019-02-10 09:46:00,1
2019-02-10 20:15:00,1
2019-02-10 22:50:00,1
2019-02-11 11:21:00,1
2019-02-11 21:35:00,1
2019-02-11 22:37:00,1
2019-02-11 23:08:00,1
2019-02-12 03:50:00,1
2019-02-12 05:14:00,1
2019-02-12 15:19:00,1
2019-02-12 18:50:00,1
2019-02-12 19:05:00,1
2019-02-13 08:53:00,1
2019-02-13 12:28:00,1
2019-02-14 12:17:00,1
2019-02-14 12:18:00,1
2019-02-14 18:54:00,1
2019-02-16 08:01:00,1
2019-02-16 13:13:00,1
2019-02-16 18:42:00,1
2019-02-17 08:55:00,1
2019-02-17 20:16:00,1
2019-02-18 03:09:00,1
2019-02-18 04:53:00,1
2019-02-18 06:54:00,1
2019-02-18 23:24:00,1
2019-02-19 02:37:00,1
2019-02-19 19:17:00,1
2019-02-19 23:21:00,1
2019-02-20 01:21:00,1
2019-02-20 01:59:00,1
2019-02-20 03:04:00,1
2019-02-20 22:34:00,1
2019-02-20 23:24:00,1
2019-02-20 23:25:00,2
2019-02-21 02:09:00,1
2019-02-21 04:59:00,1
2019-02-21 13:07:00,1
2019-02-21 20:39:00,1
2019-02-21 21:22:00,1
2019-02-22 07:50:00,1
2019-02-22 13:47:00,1
2019-02-22 22:44:00,1
2019-02-23 04:38:00,1
2019-02-23 21:47:00,1
2019-02-23 22:21:00,1
2019-02-24 00:19:00,1
2019-02-24 00:20:00,1
2019-02-24 00:22:00,1
2019-02-24 05:45:00,1
2019-02-25 03:30:00,1
2019-02-25 14:32:00,1
2019-02-25 18:07:00,1
2019-02-26 01:27:00,1
2019-02-26 05:24:00,1
2019-02-26 10:36:00,1
2019-02-27 19:56:00,1
2019-02-27 20:23:00,1
2019-02-27 22:36:00,1
2019-02-28 01:49:00,1
2019-02-28 03:37:00,1
2019-02-28 08:01:00,1
2019-02-28 09:41:00,1
2019-02-28 10:51:00,1
2019-02-28 11:48:00,1
2019-02-28 18:16:00,1
2019-03-01 01:31:00,1
2019-03-01 01:56:00,1
2019-03-01 02:25:00,1
2019-03-01 02:48:00,1
2019-03-01 02:49:00,2
2019-03-01 03:43:00,1
2019-03-01 05:59:00,1
2019-03-01 10:07:00,1
2019-03-01 13:04:00,1
2019-03-01 17:37:00,1
2019-03-01 18:35:00,1
2019-03-01 21:16:00,1
2019-03-01 22:37:00,1
2019-03-02 02:13:00,1
2019-03-02 07:41:00,1
2019-03-02 16:27:00,1
2019-03-02 22:43:00,1
2019-03-02 23:46:00,1
2019-03-03 00:30:00,1
2019-03-03 02:21:00,1
2019-03-03 17:20:00,1
2019-03-04 00:16:00,1
2019-03-04 23:02:00,1
2019-03-05 07:37:00,1
2019-03-05 08:59:00,1
2019-03-05 22:53:00,1
2019-03-06 07:54:00,1
2019-03-06 14:04:00,1
2019-03-06 20:41:00,1
2019-03-06 21:59:00,2
2019-03-06 22:00:00,1
2019-03-07 04:10:00,1
2019-03-07 07:49:00,1
2019-03-07 11:08:00,1
2019-03-07 13:14:00,2
2019-03-08 09:59:00,1
2019-03-08 10:33:00,1
2019-03-08 11:20:00,1
2019-03-08 14:34:00,1
2019-03-08 18:25:00,1
2019-03-08 20:45:00,1
2019-03-08 22:35:00,1
2019-03-08 22:38:00,1
2019-03-09 02:05:00,1
2019-03-09 08:15:00,1
2019-03-10 01:51:00,1
2019-03-10 05:44:00,1
2019-03-10 13:10:00,1
2019-03-10 15:04:00,1
2019-03-10 18:14:00,1
2019-03-11 01:38:00,1
2019-03-11 02:17:00,1
2019-03-11 07:56:00,1
2019-03-11 12:34:00,1
2019-03-11 15:10:00,1
2019-03-11 16:47:00,1
2019-03-11 18:53:00,1
2019-03-12 02:02:00,1
2019-03-12 06:44:00,1
2019-03-13 03:02:00,1
2019-03-13 06:12:00,1
2019-03-13 09:02:00,1
2019-03-13 09:26:00,1
2019-03-13 12:50:00,1
2019-03-14 04:00:00,1
2019-03-14 06:30:00,1
2019-03-14 10:26:00,1
2019-03-14 13:12:00,1
2019-03-14 15:07:00,1
2019-03-15 01:10:00,1
2019-03-15 01:30:00,1
2019-03-15 03:25:00,1
2019-03-15 04:21:00,1
2019-03-15 17:52:00,1
2019-03-15 19:34:00,2
2019-03-15 20:07:00,1
2019-03-16 01:03:00,1
2019-03-16 02:46:00,1
2019-03-16 12:12:00,1
2019-03-17 06:32:00,1
2019-03-17 16:25:00,1
2019-03-17 22:05:00,1
2019-03-18 02:47:00,1
2019-03-18 19:22:00,1
2019-03-19 12:11:00,1
2019-03-19 14:02:00,3
2019-03-19 17:44:00,1
2019-03-19 21:57:00,1
2019-03-20 00:23:00,1
2019-03-20 13:11:00,1
2019-03-20 16:45:00,1
2019-03-20 21:45:00,1
2019-03-20 23:39:00,1
2019-03-21 01:25:00,1
2019-03-21 02:06:00,1
2019-03-21 08:59:00,1
2019-03-21 14:34:00,1
2019-03-21 16:53:00,1
2019-03-21 18:45:00,1
2019-03-21 19:56:00,1
2019-03-24 12:40:00,1
2019-03-24 19:01:00,1
2019-03-25 01:31:00,1
2019-03-25 05:13:00,1
2019-03-25 05:20:00,1
2019-03-25 09:31:00,1
2019-03-25 10:02:00,1
2019-03-26 09:05:00,1
2019-03-26 10:00:00,1
2019-03-26 10:01:00,1
2019-03-26 10:02:00,1
2019-03-26 10:06:00,1
2019-03-26 19:56:00,1
2019-03-26 20:32:00,1
2019-03-26 21:00:00,1
2019-03-26 21:09:00,1
2019-03-26 21:11:00,3
2019-03-26 21:22:00,1
2019-03-27 12:55:00,1
2019-03-27 17:05:00,1
2019-03-27 19:16:00,1
2019-03-28 06:20:00,1
2019-03-28 16:18:00,1
2019-03-28 17:56:00,1
2019-03-28 20:01:00,1
2019-03-28 22:18:00,1
2019-03-28 23:54:00,1
2019-03-29 02:16:00,1
2019-03-30 00:03:00,1
2019-03-30 04:46:00,1
2019-03-30 09:08:00,1
2019-03-30 14:27:00,1
2019-03-31 12:56:00,1
2019-03-31 17:40:00,1
2019-03-31 20:13:00,1
2019-04-01 06:25:00,1
2019-04-01 16:01:00,1
2019-04-01 18:27:00,1
2019-04-01 19:27:00,1
2019-04-01 20:32:00,1
2019-04-01 22:22:00,1
2019-04-02 10:08:00,1
2019-04-03 21:44:00,1
2019-04-03 22:31:00,1
2019-04-04 01:33:00,1
2019-04-04 12:54:00,1
2019-04-05 01:09:00,1
2019-04-05 01:54:00,1
2019-04-05 02:31:00,1
2019-04-05 03:53:00,1
2019-04-05 08:00:00,1
2019-04-06 16:45:00,1
2019-04-07 01:30:00,1
2019-04-07 13:06:00,2
2019-04-07 14:43:00,1
2019-04-07 16:05:00,1
2019-04-07 22:16:00,1
2019-04-08 09:05:00,1
2019-04-08 15:40:00,1
2019-04-08 18:52:00,1
2019-04-09 01:35:00,1
2019-04-09 02:20:00,1
2019-04-09 02:21:00,1
2019-04-09 02:23:00,2
2019-04-09 02:31:00,1
2019-04-09 02:32:00,1
2019-04-09 02:33:00,1
2019-04-09 12:30:00,1
2019-04-09 21:22:00,2
2019-04-09 21:27:00,1
2019-04-10 00:39:00,1
2019-04-10 13:57:00,3
2019-04-10 13:58:00,1
2019-04-10 13:59:00,1
2019-04-11 03:38:00,1
2019-04-11 05:32:00,1
2019-04-11 10:53:00,1
2019-04-11 16:20:00,1
2019-04-13 13:07:00,1
2019-04-13 15:03:00,1
2019-04-13 19:27:00,1
2019-04-14 11:59:00,1
2019-04-15 12:26:00,1
2019-04-15 22:06:00,1
2019-04-16 07:07:00,1
2019-04-16 18:48:00,1
2019-04-17 14:58:00,1
2019-04-18 05:55:00,1
2019-04-18 09:03:00,1
2019-04-18 09:16:00,1
2019-04-18 14:11:00,1
2019-04-18 21:23:00,1
2019-04-18 21:58:00,1
2019-04-19 00:44:00,1
2019-04-19 01:45:00,1
2019-04-19 10:05:00,1
2019-04-19 19:10:00,1
2019-04-19 21:27:00,1
2019-04-20 12:46:00,1
2019-04-20 20:42:00,1
2019-04-21 22:45:00,1
2019-04-22 08:56:00,1
2019-04-22 08:57:00,2
2019-04-22 09:22:00,1
2019-04-22 13:54:00,1
2019-04-22 20:23:00,1
2019-04-22 22:35:00,1
2019-04-23 23:47:00,1
2019-04-24 18:47:00,1
2019-04-24 21:11:00,1
2019-04-25 03:12:00,1
2019-04-26 11:37:00,1
2019-04-26 14:39:00,1
2019-04-26 22:44:00,1
2019-04-27 06:53:00,1
2019-04-28 02:53:00,1
2019-04-28 06:01:00,1
2019-04-28 09:21:00,1
2019-04-29 06:43:00,1
2019-04-29 08:59:00,2
2019-04-29 09:45:00,1
2019-04-29 12:38:00,1
2019-04-29 19:51:00,1
2019-04-30 09:59:00,1
2019-04-30 12:03:00,1
2019-04-30 13:46:00,3
2019-05-01 15:11:00,1
2019-05-01 19:05:00,1
2019-05-02 09:57:00,1
2019-05-02 11:26:00,1
2019-05-02 17:53:00,1
2019-05-03 04:44:00,1
2019-05-03 14:49:00,1
2019-05-03 17:11:00,1
2019-05-03 17:29:00,1
2019-05-04 00:08:00,1
2019-05-04 00:09:00,1
2019-05-04 07:55:00,1
2019-05-05 02:13:00,1
2019-05-05 02:19:00,1
2019-05-05 19:46:00,1
2019-05-06 06:32:00,2
2019-05-06 07:13:00,1
2019-05-06 08:05:00,1
2019-05-06 09:09:00,1
2019-05-06 10:25:00,1
2019-05-06 14:58:00,1
2019-05-10 05:17:00,1
2019-05-10 06:21:00,1
2019-05-10 07:51:00,1
2019-05-10 11:05:00,1
2019-05-10 16:26:00,1
2019-05-10 21:31:00,1
2019-05-11 05:05:00,1
2019-05-11 05:19:00,1
2019-05-11 06:59:00,1
2019-05-13 02:42:00,1
2019-05-13 08:39:00,1
2019-05-13 22:33:00,1
2019-05-14 07:39:00,1
2019-05-14 15:36:00,1
2019-05-14 19:42:00,1
2019-05-15 22:26:00,1
2019-05-16 00:00:00,1
2019-05-16 00:47:00,1
2019-05-16 04:15:00,1
2019-05-16 15:46:00,1
2019-05-17 04:03:00,1
2019-05-17 04:22:00,1
2019-05-17 04:42:00,1
2019-05-17 07:50:00,1
2019-05-17 15:27:00,1
2019-05-17 18:59:00,1
2019-05-18 20:37:00,1
2019-05-18 21:26:00,1
2019-05-18 22:04:00,1
2019-05-19 10:24:00,1
2019-05-20 00:13:00,1
2019-05-20 17:31:00,1
2019-05-20 18:41:00,1
2019-05-21 02:29:00,1
2019-05-21 02:42:00,1
2019-05-21 02:46:00,1
2019-05-21 03:29:00,1
2019-05-21 10:20:00,1
2019-05-22 16:02:00,1
2019-05-23 04:23:00,1
2019-05-23 06:32:00,1
2019-05-23 10:03:00,1
2019-05-23 12:32:00,1
2019-05-23 13:36:00,1
2019-05-23 16:59:00,1
2019-05-24 02:17:00,1
2019-05-24 08:58:00,1
2019-05-24 13:35:00,1
2019-05-24 15:30:00,1
2019-05-24 17:32:00,1
2019-05-24 19:12:00,1
2019-05-24 20:03:00,1
2019-05-24 20:28:00,1
2019-05-24 23:58:00,1
2019-05-25 02:37:00,1
2019-05-26 17:11:00,1
2019-05-27 12:14:00,1
2019-05-27 22:20:00,1
2019-05-28 20:43:00,1
2019-05-29 04:01:00,1
2019-05-29 12:10:00,1
2019-05-30 02:50:00,1
2019-05-30 16:12:00,1
2019-05-30 21:18:00,1
2019-05-31 01:23:00,1
2019-05-31 10:15:00,1
2019-05-31 15:56:00,1
2019-05-31 15:58:00,1
2019-05-31 18:12:00,1
2019-05-31 18:13:00,1
2019-05-31 19:17:00,1
2019-05-31 20:29:00,1
2019-06-01 13:48:00,1
2019-06-03 03:40:00,1
2019-06-03 08:45:00,1
2019-06-03 10:26:00,1
2019-06-03 16:47:00,1
2019-06-04 08:20:00,1
2019-06-04 14:57:00,1
2019-06-04 19:49:00,1
2019-06-05 09:29:00,1
2019-06-05 17:50:00,1
2019-06-06 07:34:00,1
2019-06-06 15:42:00,1
2019-06-06 20:55:00,1
2019-06-07 14:24:00,1
2019-06-07 20:27:00,1
2019-06-08 11:52:00,1
2019-06-08 14:58:00,1
2019-06-08 19:53:00,1
2019-06-09 07:59:00,1
2019-06-10 10:04:00,1
2019-06-10 21:08:00,1
2019-06-10 21:25:00,1
2019-06-10 21:41:00,1
2019-06-11 00:09:00,1
2019-06-11 01:13:00,1
2019-06-11 02:11:00,1
2019-06-11 15:06:00,1
2019-06-11 16:36:00,1
2019-06-11 22:07:00,1
2019-06-12 16:04:00,1
2019-06-14 00:51:00,1
2019-06-14 06:03:00,1
2019-06-14 06:04:00,1
2019-06-14 07:10:00,1
2019-06-14 07:22:00,1
2019-06-14 15:41:00,1
2019-06-14 23:04:00,1
2019-06-15 09:30:00,1
2019-06-15 11:44:00,1
2019-06-15 15:18:00,1
2019-06-15 17:11:00,1
2019-06-15 22:00:00,1
2019-06-15 23:10:00,1
2019-06-16 16:59:00,1
2019-06-16 21:51:00,1
2019-06-17 09:55:00,1
2019-06-17 13:25:00,1
2019-06-17 16:29:00,1
2019-06-18 11:54:00,1
2019-06-18 13:18:00,1
2019-06-18 14:52:00,1
2019-06-18 19:02:00,1
2019-06-18 19:53:00,1
2019-06-19 11:54:00,1
2019-06-19 12:10:00,1
2019-06-20 00:14:00,1
2019-06-20 03:59:00,1
2019-06-20 10:38:00,1
2019-06-20 15:23:00,1
2019-06-20 23:33:00,1
2019-06-21 01:16:00,1
2019-06-21 04:04:00,1
2019-06-21 06:38:00,1
2019-06-22 08:41:00,1
2019-06-22 18:42:00,1
2019-06-23 04:41:00,1
2019-06-23 13:49:00,1
2019-06-23 16:01:00,1
2019-06-23 17:13:00,1
2019-06-23 23:02:00,1
2019-06-23 23:24:00,1
2019-06-24 00:47:00,1
2019-06-24 12:03:00,1
2019-06-24 21:52:00,1
2019-06-25 09:03:00,1
2019-06-25 10:15:00,1
2019-06-25 12:36:00,1
2019-06-25 16:01:00,1
2019-06-25 23:58:00,1
2019-06-27 00:31:00,1
2019-06-27 02:02:00,1
2019-06-27 08:35:00,1
2019-06-27 20:00:00,1
2019-06-28 03:47:00,1
2019-06-28 04:26:00,1
2019-06-28 05:19:00,1
2019-06-28 06:24:00,1
2019-06-28 12:12:00,1
2019-06-28 12:25:00,1
2019-06-29 05:37:00,1
2019-06-29 07:14:00,1
2019-06-29 08:38:00,1
2019-06-29 12:50:00,1
2019-06-29 14:28:00,1
2019-06-29 15:46:00,1
2019-06-30 02:15:00,1
2019-06-30 07:39:00,1
2019-06-30 20:11:00,1
2019-06-30 21:44:00,1
2019-07-01 04:24:00,1
2019-07-01 08:09:00,1
2019-07-01 13:03:00,1
2019-07-01 21:29:00,1
2019-07-02 01:34:00,1
2019-07-02 15:13:00,1
2019-07-02 15:21:00,1
2019-07-02 18:05:00,1
2019-07-02 19:47:00,1
2019-07-03 09:19:00,1
2019-07-03 14:25:00,1
2019-07-03 17:44:00,1
2019-07-04 10:40:00,1
2019-07-05 13:13:00,1
2019-07-05 21:54:00,1
2019-07-05 22:22:00,1
2019-07-06 07:59:00,1
2019-07-06 23:46:00,1
2019-07-07 10:41:00,1
2019-07-08 04:53:00,1
2019-07-08 13:03:00,1
2019-07-08 17:07:00,1
2019-07-09 04:02:00,1
2019-07-10 22:55:00,1
2019-07-11 09:36:00,1
2019-07-12 02:44:00,1
2019-07-12 08:33:00,1
2019-07-12 09:05:00,1
2019-07-12 10:14:00,1
2019-07-12 17:57:00,1
2019-07-12 19:17:00,1
2019-07-12 21:11:00,1
2019-07-13 03:36:00,1
2019-07-13 04:18:00,1
2019-07-13 17:00:00,1
2019-07-14 01:33:00,1
2019-07-14 07:49:00,1
2019-07-14 08:18:00,1
2019-07-14 17:36:00,1
2019-07-15 02:14:00,1
2019-07-15 11:57:00,1
2019-07-16 02:27:00,1
2019-07-17 09:04:00,1
2019-07-17 16:06:00,2
2019-07-17 19:26:00,1
2019-07-18 09:49:00,1
2019-07-18 20:44:00,1
2019-07-18 23:54:00,1
2019-07-19 22:18:00,1
2019-07-19 23:41:00,1
2019-07-20 00:01:00,1
2019-07-20 00:25:00,1
2019-07-20 01:22:00,1
2019-07-20 03:57:00,1
2019-07-20 04:24:00,1
2019-07-20 05:33:00,1
2019-07-20 23:08:00,1
2019-07-21 06:56:00,1
2019-07-21 08:40:00,1
2019-07-21 13:13:00,1
2019-07-21 18:13:00,1
2019-07-22 05:34:00,1
2019-07-22 16:45:00,1
2019-07-22 22:26:00,1
2019-07-23 15:13:00,1
2019-07-24 02:14:00,1
2019-07-24 08:18:00,1
2019-07-25 05:15:00,1
2019-07-25 10:06:00,1
2019-07-25 12:23:00,1
2019-07-25 13:54:00,1
2019-07-25 23:09:00,1
2019-07-26 12:44:00,1
2019-07-27 03:55:00,1
2019-07-27 22:48:00,1
2019-07-28 07:58:00,1
2019-07-28 19:53:00,1
2019-07-29 11:28:00,1
2019-07-29 13:10:00,1
2019-07-29 19:32:00,1
2019-07-29 20:31:00,1
2019-07-30 02:14:00,1
2019-07-30 11:53:00,1
2019-07-30 17:44:00,1
2019-08-03 18:53:00,1
2019-08-04 07:42:00,1
2019-08-04 12:28:00,1
2019-08-04 18:31:00,1
2019-08-04 21:00:00,1
2019-08-04 21:20:00,1
2019-08-05 02:00:00,1
2019-08-05 03:28:00,2
2019-08-05 03:29:00,1
2019-08-05 14:26:00,1
2019-08-05 20:35:00,1
2019-08-06 02:39:00,1
2019-08-06 10:26:00,1
2019-08-07 17:44:00,1
2019-08-08 18:33:00,1
2019-08-09 14:53:00,1
2019-08-09 17:48:00,1
2019-08-10 20:18:00,1
2019-08-10 23:51:00,1
2019-08-12 14:58:00,1
2019-08-12 16:16:00,1
2019-08-12 18:30:00,1
2019-08-13 14:59:00,1
2019-08-14 22:53:00,1
2019-08-15 03:56:00,1
2019-08-16 07:09:00,1
2019-08-16 11:11:00,2
2019-08-16 12:48:00,1
2019-08-16 20:50:00,1
2019-08-16 21:39:00,1
2019-08-16 23:51:00,1
2019-08-17 09:19:00,1
2019-08-18 19:34:00,1
2019-08-20 23:09:00,1
2019-08-20 23:21:00,1
2019-08-21 04:50:00,1
2019-08-22 00:11:00,1
2019-08-22 07:42:00,1
2019-08-22 09:08:00,1
2019-08-23 01:45:00,1
2019-08-23 08:03:00,1
2019-08-23 14:26:00,1
2019-08-27 22:04:00,1
2019-08-27 23:28:00,1
2019-08-29 04:22:00,1
2019-08-30 04:36:00,1
2019-08-30 11:16:00,1
2019-08-30 12:08:00,1
2019-08-30 13:10:00,1
2019-08-30 21:57:00,1
2019-08-31 08:43:00,1
2019-08-31 13:15:00,1
2019-08-31 15:59:00,1
2019-09-01 04:36:00,1
2019-09-01 07:06:00,1
2019-09-01 08:01:00,1
2019-09-01 14:12:00,1
2019-09-02 09:23:00,1
2019-09-02 13:12:00,1
2019-09-03 15:52:00,1
2019-09-04 01:48:00,1
2019-09-05 22:38:00,1
2019-09-05 23:09:00,1
2019-09-06 22:01:00,1
2019-09-07 10:41:00,1
2019-09-07 16:57:00,1
2019-09-07 17:57:00,1
2019-09-08 06:26:00,1
2019-09-08 09:41:00,1
2019-09-08 15:12:00,1
2019-09-10 07:21:00,1
2019-09-11 12:16:00,1
2019-09-11 22:24:00,1
2019-09-12 06:49:00,1
2019-09-12 08:27:00,1
2019-09-13 00:39:00,1
2019-09-13 05:13:00,1
2019-09-13 17:01:00,1
2019-09-14 17:56:00,1
2019-09-15 00:02:00,1
2019-09-15 05:56:00,1
2019-09-15 07:05:00,1
2019-09-15 08:05:00,1
2019-09-15 18:40:00,1
2019-09-16 12:55:00,1
2019-09-16 20:07:00,1
2019-09-17 02:23:00,1
2019-09-17 10:20:00,1
2019-09-17 14:27:00,1
2019-09-18 11:34:00,1
2019-09-18 13:28:00,1
2019-09-18 13:37:00,1
2019-09-18 18:35:00,1
2019-09-18 21:23:00,1
2019-09-19 00:27:00,1
2019-09-19 08:29:00,1
2019-09-19 15:07:00,1
2019-09-20 00:31:00,1
2019-09-20 01:13:00,1
2019-09-20 08:51:00,1
2019-09-21 12:26:00,1
2019-09-22 02:44:00,1
2019-09-23 04:23:00,1
2019-09-23 05:14:00,1
2019-09-23 18:28:00,1
2019-09-23 19:37:00,1
2019-09-24 20:43:00,1
2019-09-25 06:22:00,1
2019-09-25 07:20:00,1
2019-09-26 04:22:00,1
2019-09-26 05:24:00,1
2019-09-26 07:37:00,1
2019-09-26 18:32:00,1
2019-09-26 18:54:00,1
2019-09-27 14:27:00,1
2019-09-27 22:31:00,1
2019-09-28 00:01:00,1
2019-09-28 04:52:00,1
2019-09-28 14:45:00,1
2019-09-29 03:57:00,1
2019-09-29 18:48:00,1
2019-09-29 21:45:00,1
2019-09-29 22:27:00,1
2019-09-29 22:47:00,1
2019-09-30 01:50:00,1
2019-09-30 07:58:00,1
2019-09-30 10:35:00,1
2019-10-02 06:16:00,1
2019-10-02 09:00:00,1
2019-10-03 14:33:00,1
2019-10-03 18:08:00,1
2019-10-03 20:52:00,1
2019-10-04 11:34:00,1
2019-10-04 16:42:00,1
2019-10-05 14:47:00,1
2019-10-07 06:32:00,1
2019-10-08 01:38:00,1
2019-10-08 02:52:00,1
2019-10-08 19:45:00,1
2019-10-09 10:58:00,1
2019-10-09 16:29:00,1
2019-10-10 05:05:00,1
2019-10-10 08:03:00,1
2019-10-11 02:13:00,1
2019-10-11 17:10:00,1
2019-10-12 20:10:00,1
2019-10-13 01:18:00,1
2019-10-13 01:55:00,1
2019-10-13 12:12:00,1
2019-10-13 16:02:00,1
2019-10-14 00:31:00,1
2019-10-14 02:52:00,1
2019-10-16 14:24:00,1
2019-10-16 18:43:00,1
2019-10-16 19:36:00,1
2019-10-16 21:07:00,1
2019-10-16 22:20:00,1
2019-10-16 23:08:00,1
2019-10-17 12:06:00,1
2019-10-17 16:55:00,1
2019-10-19 10:02:00,1
2019-10-19 14:11:00,1
2019-10-19 17:41:00,1
2019-10-21 00:26:00,1
2019-10-21 02:33:00,1
2019-10-21 07:24:00,1
2019-10-22 04:01:00,1
2019-10-22 04:59:00,1
2019-10-22 05:34:00,1
2019-10-22 10:12:00,1
2019-10-22 19:14:00,1
2019-10-22 20:30:00,1
2019-10-22 21:02:00,1
2019-10-22 21:12:00,1
2019-10-22 21:33:00,1
2019-10-22 23:20:00,1
2019-10-23 00:18:00,1
2019-10-23 14:58:00,1
2019-10-23 20:43:00,1
2019-10-24 09:51:00,1
2019-10-24 11:32:00,1
2019-10-24 12:59:00,1
2019-10-24 14:36:00,1
2019-10-24 16:38:00,1
2019-10-24 21:29:00,1
