1138,"SELECT TOP # run, camCol, rerun, field, objID, ra, dec FROM Galaxy WHERE (flags & (dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) )) > # and (flags & (dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) )) ! = dbo.fPhotoFlags (#) and ( (flags & dbo.fPhotoFlags (#) = #) and petroR5#_i > #)"
2019-10-31 20:26:00,1
2019-11-01 09:14:00,1
2019-11-01 09:16:00,1
2019-11-01 09:19:00,1
2019-11-01 09:24:00,1
2019-11-02 00:17:00,1
2019-11-02 06:41:00,1
2019-11-02 06:43:00,1
2019-11-02 06:46:00,1
2019-11-02 06:51:00,1
2019-11-02 07:00:00,1
2019-11-02 07:17:00,1
2019-11-02 10:08:00,1
2019-11-02 10:10:00,1
2019-11-02 10:13:00,1
2019-11-02 10:18:00,1
2019-11-02 10:44:00,1
2019-11-02 21:36:00,1
2019-11-02 22:22:00,1
2019-11-02 23:01:00,1
2019-11-03 00:41:00,1
2019-11-04 13:58:00,1
2019-11-04 16:44:00,1
2019-11-05 05:49:00,1
2019-11-05 05:51:00,1
2019-11-07 06:22:00,1
2019-11-07 10:45:00,1
2019-11-08 11:40:00,1
2019-11-08 19:14:00,1
2019-11-08 19:16:00,1
2019-11-08 21:14:00,1
2019-11-09 09:36:00,1
2019-11-09 09:38:00,1
2019-11-09 09:41:00,1
2019-11-09 09:46:00,1
2019-11-09 09:55:00,1
2019-11-09 10:12:00,1
2019-11-09 16:41:00,1
2019-11-10 11:26:00,1
2019-11-10 13:38:00,1
2019-11-13 05:34:00,1
2019-11-13 19:17:00,1
2019-11-14 19:58:00,1
2019-11-14 20:00:00,1
2019-11-14 20:03:00,1
2019-11-14 20:08:00,1
2019-11-14 20:17:00,1
2019-11-14 20:34:00,1
2019-11-15 02:53:00,1
2019-11-15 03:55:00,1
2019-11-15 03:57:00,1
2019-11-15 04:00:00,1
2019-11-15 04:14:00,1
2019-11-16 06:18:00,1
2019-11-16 06:20:00,1
2019-11-16 06:23:00,1
2019-11-16 06:28:00,1
2019-11-16 06:37:00,1
2019-11-16 06:38:00,1
2019-11-16 06:39:00,1
2019-11-16 06:42:00,1
2019-11-16 06:47:00,1
2019-11-16 06:55:00,1
2019-11-16 06:56:00,1
2019-11-16 07:13:00,1
2019-11-16 08:02:00,1
2019-11-16 13:04:00,1
2019-11-18 23:05:00,1
2019-11-18 23:07:00,1
2019-11-18 23:10:00,1
2019-11-18 23:16:00,1
2019-11-18 23:25:00,1
2019-11-18 23:42:00,1
2019-11-19 18:15:00,1
2019-11-19 19:23:00,1
2019-11-22 08:56:00,1
2019-11-22 15:27:00,1
2019-11-22 15:29:00,1
2019-11-22 15:32:00,1
2019-11-22 15:38:00,1
2019-11-22 15:47:00,1
2019-11-23 05:46:00,1
2019-11-23 16:53:00,1
2019-11-23 16:55:00,1
2019-11-23 16:58:00,1
2019-11-24 18:58:00,1
2019-11-24 19:00:00,1
2019-11-24 19:03:00,1
2019-11-24 19:09:00,1
2019-11-27 09:51:00,1
2019-11-27 09:53:00,1
2019-11-27 09:56:00,1
2019-11-27 10:01:00,1
2019-11-27 12:50:00,1
2019-11-28 06:53:00,1
2019-11-28 08:01:00,1
2019-11-29 02:39:00,1
2019-11-29 02:41:00,1
2019-11-29 02:44:00,1
2019-11-30 01:26:00,1
2019-11-30 02:45:00,1
2019-11-30 02:47:00,1
2019-12-01 00:28:00,1
2019-12-01 08:03:00,1
2019-12-01 08:05:00,1
2019-12-01 08:08:00,1
2019-12-01 08:13:00,1
2019-12-01 08:22:00,1
2019-12-01 08:39:00,1
2019-12-01 20:19:00,1
2019-12-01 20:21:00,1
2019-12-04 07:52:00,1
2019-12-04 09:23:00,1
2019-12-04 10:58:00,1
2019-12-04 11:51:00,1
2019-12-04 13:44:00,1
2019-12-04 23:22:00,1
2019-12-05 00:15:00,1
2019-12-05 01:06:00,1
2019-12-05 01:50:00,1
2019-12-05 03:01:00,1
2019-12-05 05:11:00,1
2019-12-05 10:30:00,1
2019-12-05 10:31:00,1
2019-12-05 11:00:00,1
2019-12-05 11:02:00,1
2019-12-05 11:06:00,1
2019-12-05 15:04:00,1
2019-12-05 15:05:00,1
2019-12-05 20:55:00,1
2019-12-05 20:56:00,1
2019-12-05 20:58:00,1
2019-12-06 10:57:00,1
2019-12-06 13:14:00,1
2019-12-06 19:47:00,1
2019-12-06 19:55:00,1
2019-12-06 21:38:00,1
2019-12-06 22:37:00,1
2019-12-07 21:25:00,1
2019-12-07 21:26:00,1
2019-12-07 21:28:00,1
2019-12-09 07:09:00,1
2019-12-09 07:10:00,1
2019-12-09 07:11:00,1
2019-12-09 21:36:00,1
2019-12-09 21:38:00,1
2019-12-09 21:41:00,1
2019-12-10 04:32:00,1
2019-12-11 10:41:00,1
2019-12-12 00:46:00,1
2019-12-12 02:29:00,1
2019-12-12 06:47:00,1
2019-12-12 15:04:00,1
2019-12-13 10:28:00,1
2019-12-13 12:29:00,1
2019-12-13 13:31:00,1
2019-12-13 13:32:00,2
2019-12-13 13:48:00,1
2019-12-14 13:42:00,1
2019-12-15 19:20:00,1
2019-12-16 06:07:00,1
2019-12-16 22:50:00,1
2019-12-17 16:36:00,1
2019-12-18 09:21:00,1
2019-12-18 10:56:00,1
2019-12-18 13:55:00,1
2019-12-19 20:09:00,1
2019-12-20 09:10:00,1
2019-12-20 17:23:00,1
2019-12-21 05:03:00,1
2019-12-21 05:24:00,1
2019-12-21 22:30:00,1
2019-12-22 06:41:00,4
2019-12-22 06:42:00,3
2019-12-22 06:43:00,2
2019-12-22 06:44:00,4
2019-12-22 06:45:00,3
2019-12-22 06:46:00,3
2019-12-22 06:47:00,3
2019-12-22 06:48:00,1
2019-12-22 14:08:00,1
2019-12-22 15:18:00,1
2019-12-23 08:53:00,1
2019-12-25 02:15:00,1
2019-12-25 05:07:00,1
2019-12-25 05:47:00,1
2019-12-26 03:14:00,1
2019-12-26 15:23:00,1
2019-12-26 17:45:00,1
2019-12-26 17:47:00,1
2019-12-26 17:50:00,1
2019-12-26 17:55:00,1
2019-12-26 18:04:00,1
2019-12-26 18:21:00,1
2019-12-27 07:26:00,1
2019-12-27 13:16:00,1
2019-12-27 17:35:00,1
2019-12-28 23:53:00,1
2019-12-30 05:27:00,1
2019-12-30 05:29:00,1
2019-12-30 07:00:00,1
2019-12-30 16:18:00,1
