1317,"SELECT TOP # objID, ra, dec, sqrt (power (rowv, #) + power (colv, #) ) as velocity FROM PhotoObj WHERE (power (rowv, #) + power (colv, #) ) > # AND rowv ! = # and colv ! = #"
2019-03-09 16:24:00,1
2019-03-10 00:17:00,1
2019-03-10 02:32:00,1
2019-03-10 02:34:00,1
2019-03-10 02:37:00,1
2019-03-10 07:46:00,1
2019-03-11 02:56:00,1
2019-03-11 02:58:00,1
2019-03-11 03:01:00,1
2019-03-11 03:06:00,1
2019-03-11 04:59:00,1
2019-03-11 05:39:00,1
2019-03-11 08:38:00,1
2019-03-11 14:12:00,1
2019-03-11 16:56:00,1
2019-03-13 02:35:00,1
2019-03-13 03:45:00,1
2019-03-13 03:47:00,1
2019-03-13 03:50:00,1
2019-03-13 03:55:00,1
2019-03-13 04:04:00,1
2019-03-13 09:15:00,1
2019-03-14 05:02:00,1
2019-03-14 09:01:00,1
2019-03-14 13:02:00,1
2019-03-14 13:07:00,1
2019-03-14 13:23:00,1
2019-03-15 01:32:00,1
2019-03-15 04:04:00,1
2019-03-15 17:25:00,1
2019-03-15 18:54:00,1
2019-03-15 18:57:00,1
2019-03-17 14:30:00,1
2019-03-17 14:31:00,1
2019-03-17 21:54:00,1
2019-03-18 14:16:00,1
2019-03-19 09:55:00,1
2019-03-19 14:48:00,1
2019-03-19 14:49:00,3
2019-03-19 14:51:00,1
2019-03-19 14:53:00,1
2019-03-19 14:54:00,1
2019-03-19 14:56:00,1
2019-03-19 14:58:00,1
2019-03-19 14:59:00,1
2019-03-19 15:01:00,1
2019-03-19 16:16:00,1
2019-03-19 16:17:00,1
2019-03-19 16:19:00,4
2019-03-19 16:20:00,1
2019-03-19 16:22:00,1
2019-03-19 16:24:00,3
2019-03-19 18:31:00,1
2019-03-19 18:33:00,1
2019-03-19 23:16:00,1
2019-03-20 03:17:00,1
2019-03-20 13:54:00,1
2019-03-20 13:56:00,1
2019-03-20 13:59:00,1
2019-03-21 16:43:00,1
2019-03-22 21:53:00,1
2019-03-23 04:47:00,1
2019-03-24 11:33:00,1
2019-03-25 02:14:00,1
2019-03-25 02:16:00,1
2019-03-25 05:03:00,1
2019-03-25 10:13:00,1
2019-03-25 10:15:00,1
2019-03-25 10:18:00,1
2019-03-25 11:05:00,1
2019-03-25 11:07:00,1
2019-03-25 11:10:00,1
2019-03-26 09:52:00,1
2019-03-26 09:54:00,1
2019-03-26 09:57:00,1
2019-03-26 10:02:00,1
2019-03-26 10:55:00,1
2019-03-26 10:57:00,1
2019-03-26 11:00:00,1
2019-03-26 20:58:00,1
2019-03-27 19:28:00,1
2019-03-28 18:38:00,1
2019-03-28 23:05:00,1
2019-03-28 23:07:00,1
2019-03-28 23:10:00,1
2019-03-28 23:15:00,1
2019-03-28 23:46:00,1
2019-03-29 05:38:00,1
2019-03-29 09:10:00,1
2019-03-29 21:56:00,1
2019-03-29 23:56:00,1
2019-03-30 09:52:00,1
2019-03-30 14:18:00,1
2019-03-31 05:26:00,1
2019-03-31 13:39:00,1
2019-03-31 13:41:00,1
2019-03-31 13:45:00,1
2019-03-31 20:54:00,1
2019-03-31 20:56:00,1
2019-03-31 20:59:00,1
2019-03-31 21:04:00,1
2019-03-31 21:13:00,1
2019-04-01 20:09:00,1
2019-04-01 20:25:00,1
2019-04-02 10:49:00,1
2019-04-02 10:51:00,1
2019-04-02 10:54:00,1
2019-04-02 10:59:00,1
2019-04-04 13:36:00,1
2019-04-04 13:38:00,1
2019-04-04 20:37:00,1
2019-04-05 00:33:00,1
2019-04-06 10:44:00,1
2019-04-06 15:30:00,1
2019-04-07 12:20:00,1
2019-04-07 14:49:00,1
2019-04-07 16:48:00,1
2019-04-07 16:50:00,1
2019-04-07 16:53:00,1
2019-04-07 16:58:00,1
2019-04-09 03:12:00,1
2019-04-10 01:19:00,1
2019-04-10 02:15:00,1
2019-04-10 02:16:00,1
2019-04-11 06:17:00,1
2019-04-12 05:36:00,1
2019-04-12 11:38:00,1
2019-04-12 22:10:00,1
2019-04-13 06:06:00,1
2019-04-13 14:50:00,1
2019-04-14 12:46:00,1
2019-04-14 12:48:00,1
2019-04-14 12:51:00,1
2019-04-14 22:37:00,1
2019-04-15 04:50:00,1
2019-04-15 13:10:00,1
2019-04-15 13:12:00,1
2019-04-15 13:15:00,1
2019-04-15 22:49:00,1
2019-04-15 22:51:00,1
2019-04-15 22:54:00,1
2019-04-15 22:59:00,1
2019-04-16 05:21:00,1
2019-04-16 06:57:00,1
2019-04-18 09:49:00,1
2019-04-18 09:51:00,1
2019-04-18 09:55:00,1
2019-04-18 10:00:00,1
2019-04-18 10:01:00,1
2019-04-18 10:58:00,1
2019-04-18 14:40:00,1
2019-04-18 14:53:00,1
2019-04-18 14:55:00,1
2019-04-18 21:52:00,1
2019-04-18 22:07:00,1
2019-04-18 22:10:00,1
2019-04-18 22:13:00,1
2019-04-18 22:18:00,1
2019-04-19 00:38:00,1
2019-04-20 20:35:00,1
2019-04-20 22:42:00,1
2019-04-21 10:15:00,1
2019-04-21 15:38:00,1
2019-04-22 06:42:00,1
2019-04-22 10:18:00,1
2019-04-22 10:20:00,1
2019-04-22 14:37:00,1
2019-04-22 14:39:00,1
2019-04-22 14:42:00,1
2019-04-22 14:47:00,1
2019-04-22 15:41:00,1
2019-04-22 23:24:00,1
2019-04-22 23:26:00,1
2019-04-23 10:23:00,1
2019-04-24 00:36:00,1
2019-04-24 00:39:00,1
2019-04-24 10:52:00,1
2019-04-24 11:45:00,1
2019-04-24 18:14:00,1
2019-04-24 22:34:00,1
2019-04-25 09:52:00,1
2019-04-25 13:49:00,1
2019-04-27 07:34:00,1
2019-04-27 07:36:00,1
2019-04-27 07:39:00,1
2019-04-28 03:35:00,1
2019-04-28 03:37:00,1
2019-04-28 03:40:00,1
2019-04-28 03:45:00,1
2019-04-28 08:51:00,1
2019-04-28 08:53:00,1
2019-04-28 08:56:00,1
2019-04-28 13:32:00,1
2019-04-29 11:27:00,1
2019-04-29 13:00:00,1
2019-04-30 10:44:00,1
2019-04-30 10:46:00,1
2019-04-30 10:50:00,1
2019-04-30 10:55:00,1
2019-04-30 11:21:00,1
2019-04-30 18:00:00,1
2019-05-01 08:28:00,1
2019-05-02 21:09:00,1
2019-05-02 21:12:00,1
2019-05-02 21:15:00,1
2019-05-03 03:46:00,1
2019-05-03 14:45:00,1
2019-05-03 20:01:00,1
2019-05-04 00:14:00,1
2019-05-04 15:50:00,1
2019-05-05 00:22:00,1
2019-05-05 17:32:00,1
2019-05-06 07:07:00,1
2019-05-06 08:47:00,1
2019-05-06 09:50:00,1
2019-05-06 09:52:00,1
2019-05-06 09:55:00,1
2019-05-06 13:08:00,1
2019-05-06 15:43:00,1
2019-05-06 15:45:00,1
2019-05-06 15:48:00,1
2019-05-07 09:41:00,1
2019-05-08 23:56:00,1
2019-05-10 18:26:00,1
2019-05-11 05:58:00,1
2019-05-11 06:00:00,1
2019-05-11 06:03:00,1
2019-05-11 06:08:00,1
2019-05-11 07:40:00,1
2019-05-12 08:00:00,1
2019-05-12 17:43:00,1
2019-05-13 03:25:00,1
2019-05-13 03:27:00,1
2019-05-13 03:30:00,1
2019-05-13 08:48:00,1
2019-05-13 21:34:00,1
2019-05-13 23:16:00,1
2019-05-13 23:18:00,1
2019-05-13 23:21:00,1
2019-05-14 08:23:00,1
2019-05-14 08:25:00,1
2019-05-14 20:21:00,1
2019-05-14 22:01:00,1
2019-05-15 23:07:00,1
2019-05-16 08:48:00,1
2019-05-17 04:33:00,1
2019-05-17 04:49:00,1
2019-05-17 04:51:00,1
2019-05-17 05:04:00,1
2019-05-19 11:08:00,1
2019-05-19 11:13:00,1
2019-05-20 17:20:00,2
2019-05-20 19:26:00,1
2019-05-21 01:10:00,1
2019-05-21 03:24:00,1
2019-05-21 03:26:00,1
2019-05-21 03:28:00,1
2019-05-21 03:29:00,1
2019-05-21 03:30:00,1
2019-05-21 03:34:00,1
2019-05-21 03:43:00,1
2019-05-21 04:00:00,1
2019-05-21 06:40:00,1
2019-05-21 06:46:00,1
2019-05-21 09:35:00,1
2019-05-21 09:37:00,1
2019-05-21 11:04:00,1
2019-05-22 18:53:00,1
2019-05-22 19:16:00,1
2019-05-22 19:51:00,1
2019-05-23 04:25:00,1
2019-05-23 07:15:00,1
2019-05-23 07:18:00,1
2019-05-23 07:21:00,1
2019-05-23 07:26:00,1
2019-05-23 07:35:00,1
2019-05-23 12:24:00,1
2019-05-23 17:04:00,1
2019-05-23 19:06:00,1
2019-05-24 10:45:00,1
2019-05-24 17:40:00,1
2019-05-24 19:55:00,1
2019-05-24 20:45:00,1
2019-05-24 20:47:00,1
2019-05-24 20:50:00,1
2019-05-24 20:55:00,1
2019-05-24 21:12:00,1
2019-05-24 21:14:00,1
2019-05-24 21:17:00,1
2019-05-24 23:59:00,1
2019-05-25 03:19:00,1
2019-05-25 03:21:00,1
2019-05-27 12:27:00,1
2019-05-28 21:25:00,1
2019-05-28 21:27:00,1
2019-05-28 21:30:00,1
2019-05-28 21:35:00,1
2019-05-28 21:44:00,1
2019-05-29 04:43:00,1
2019-05-29 12:49:00,1
2019-05-29 12:51:00,1
2019-05-29 12:54:00,1
2019-05-29 12:59:00,1
2019-05-30 03:33:00,1
2019-05-30 03:35:00,1
2019-05-30 03:38:00,1
2019-05-30 03:43:00,1
2019-05-30 03:52:00,1
2019-05-30 04:09:00,1
2019-05-30 16:06:00,1
2019-05-30 22:00:00,1
2019-05-30 22:02:00,1
2019-05-30 22:05:00,1
2019-05-31 02:04:00,1
2019-05-31 02:06:00,1
2019-05-31 02:09:00,1
2019-05-31 16:39:00,1
2019-05-31 16:41:00,1
2019-05-31 16:44:00,1
2019-05-31 16:49:00,1
2019-05-31 16:58:00,1
2019-05-31 17:10:00,1
2019-05-31 17:15:00,1
2019-05-31 18:20:00,2
2019-05-31 19:22:00,1
2019-05-31 19:23:00,1
2019-06-02 07:02:00,1
2019-06-03 04:54:00,1
2019-06-04 00:14:00,1
2019-06-04 09:06:00,1
2019-06-04 09:09:00,1
2019-06-05 18:33:00,1
2019-06-06 07:27:00,1
2019-06-07 02:10:00,1
2019-06-07 15:10:00,1
2019-06-07 15:12:00,1
2019-06-07 15:15:00,1
2019-06-11 00:48:00,1
2019-06-11 00:50:00,1
2019-06-11 00:53:00,1
2019-06-11 01:54:00,1
2019-06-11 02:06:00,1
2019-06-11 15:50:00,1
2019-06-11 15:53:00,1
2019-06-11 15:56:00,1
2019-06-11 16:50:00,1
2019-06-12 16:48:00,1
2019-06-14 03:23:00,1
2019-06-14 04:37:00,1
2019-06-14 06:46:00,1
2019-06-14 06:48:00,1
2019-06-14 06:52:00,1
2019-06-14 06:57:00,1
2019-06-14 23:11:00,1
2019-06-15 01:44:00,1
2019-06-15 05:25:00,1
2019-06-15 11:39:00,1
2019-06-15 15:06:00,1
2019-06-16 17:43:00,1
2019-06-17 11:28:00,1
2019-06-18 01:16:00,1
2019-06-18 11:23:00,1
2019-06-19 13:19:00,1
2019-06-19 13:22:00,1
2019-06-19 23:43:00,1
2019-06-20 16:19:00,1
2019-06-21 06:47:00,1
2019-06-23 02:14:00,1
2019-06-23 15:54:00,1
2019-06-23 17:56:00,1
2019-06-24 03:16:00,1
2019-06-24 12:43:00,1
2019-06-24 12:45:00,1
2019-06-25 01:37:00,1
2019-06-25 03:18:00,1
2019-06-25 08:55:00,1
2019-06-25 16:24:00,1
2019-06-25 19:28:00,1
2019-06-27 02:09:00,1
2019-06-27 02:47:00,1
2019-06-27 02:49:00,1
2019-06-27 02:52:00,1
2019-06-27 02:57:00,1
2019-06-27 04:16:00,1
2019-06-27 08:41:00,1
2019-06-27 14:29:00,1
2019-06-27 20:06:00,2
2019-06-28 03:37:00,1
2019-06-28 09:13:00,1
2019-06-28 13:05:00,1
2019-06-28 13:07:00,1
2019-06-29 12:12:00,1
2019-06-29 15:11:00,1
2019-06-29 15:13:00,1
2019-06-29 15:16:00,1
2019-06-29 23:22:00,1
2019-07-01 08:51:00,1
2019-07-01 08:53:00,1
2019-07-01 08:56:00,1
2019-07-02 15:19:00,1
2019-07-02 18:48:00,1
2019-07-02 18:50:00,1
2019-07-02 18:54:00,1
2019-07-03 10:02:00,1
2019-07-03 10:08:00,1
2019-07-03 11:03:00,1
2019-07-05 12:23:00,1
2019-07-05 14:28:00,1
2019-07-06 08:18:00,1
2019-07-06 17:54:00,1
2019-07-06 19:21:00,1
2019-07-07 00:28:00,1
2019-07-07 00:31:00,1
2019-07-07 11:23:00,1
2019-07-07 11:25:00,1
2019-07-07 11:28:00,1
2019-07-07 11:33:00,1
2019-07-08 05:36:00,1
2019-07-08 12:47:00,1
2019-07-08 17:46:00,1
2019-07-08 17:48:00,1
2019-07-08 17:51:00,1
2019-07-09 16:20:00,1
2019-07-11 07:57:00,1
2019-07-11 13:37:00,1
2019-07-12 03:28:00,1
2019-07-12 10:53:00,1
2019-07-12 10:55:00,1
2019-07-12 10:58:00,1
2019-07-12 21:04:00,1
2019-07-13 04:59:00,1
2019-07-13 23:17:00,1
2019-07-14 02:14:00,1
2019-07-14 02:16:00,1
2019-07-14 02:19:00,1
2019-07-14 08:29:00,1
2019-07-14 08:31:00,1
2019-07-14 08:34:00,1
2019-07-14 14:52:00,1
2019-07-14 16:09:00,1
2019-07-14 18:17:00,1
2019-07-14 18:19:00,1
2019-07-14 18:22:00,1
2019-07-14 18:27:00,1
2019-07-15 00:05:00,1
2019-07-15 06:23:00,1
2019-07-15 06:56:00,1
2019-07-17 23:37:00,1
2019-07-17 23:39:00,1
2019-07-18 10:30:00,1
2019-07-18 10:32:00,1
2019-07-18 10:35:00,1
2019-07-18 10:40:00,1
2019-07-18 23:57:00,1
2019-07-19 19:54:00,1
2019-07-19 23:01:00,1
2019-07-19 23:04:00,1
2019-07-19 23:07:00,1
2019-07-19 23:12:00,1
2019-07-20 00:42:00,1
2019-07-20 04:32:00,1
2019-07-20 04:38:00,1
2019-07-20 04:40:00,1
2019-07-20 04:43:00,1
2019-07-20 04:48:00,1
2019-07-20 04:57:00,1
2019-07-20 05:14:00,1
2019-07-21 18:57:00,1
2019-07-21 18:59:00,1
2019-07-21 19:03:00,1
2019-07-23 15:26:00,1
2019-07-25 15:13:00,1
2019-07-25 17:32:00,1
2019-07-25 23:53:00,1
2019-07-27 22:08:00,1
2019-07-27 23:43:00,1
2019-07-28 08:40:00,1
2019-07-28 20:34:00,1
2019-07-28 20:36:00,1
2019-07-28 20:39:00,1
2019-07-28 20:45:00,1
2019-07-29 01:42:00,1
2019-07-29 02:01:00,1
2019-07-29 21:16:00,1
2019-07-30 02:18:00,1
2019-07-30 18:37:00,1
2019-07-31 17:20:00,1
2019-08-02 15:24:00,1
2019-08-02 19:55:00,1
2019-08-03 02:01:00,1
2019-08-03 08:35:00,1
2019-08-03 17:56:00,1
2019-08-04 04:50:00,1
2019-08-04 11:30:00,1
2019-08-04 21:42:00,1
2019-08-04 22:02:00,1
2019-08-04 22:08:00,1
2019-08-05 04:10:00,1
2019-08-05 04:12:00,1
2019-08-05 04:15:00,1
2019-08-05 06:13:00,1
2019-08-05 15:07:00,1
2019-08-05 15:10:00,1
2019-08-05 15:15:00,1
2019-08-05 18:57:00,1
2019-08-05 20:29:00,1
2019-08-06 21:20:00,1
2019-08-08 19:18:00,1
2019-08-08 19:20:00,1
2019-08-08 19:23:00,1
2019-08-08 19:28:00,1
2019-08-09 07:45:00,1
2019-08-09 14:56:00,1
2019-08-09 17:52:00,1
2019-08-11 00:32:00,1
2019-08-11 00:34:00,1
2019-08-11 00:37:00,1
2019-08-11 00:42:00,1
2019-08-11 00:51:00,1
2019-08-11 01:08:00,1
2019-08-12 15:40:00,1
2019-08-12 15:42:00,1
2019-08-12 15:45:00,1
2019-08-12 16:59:00,1
2019-08-12 17:01:00,1
2019-08-12 17:04:00,1
2019-08-13 15:41:00,1
2019-08-13 15:43:00,1
2019-08-13 19:05:00,1
2019-08-15 08:19:00,1
2019-08-15 20:48:00,1
2019-08-15 20:51:00,1
2019-08-16 13:28:00,1
2019-08-16 13:30:00,1
2019-08-16 13:33:00,1
2019-08-16 13:38:00,1
2019-08-19 07:43:00,1
2019-08-19 07:45:00,1
2019-08-22 15:23:00,1
2019-08-23 13:23:00,1
2019-08-23 14:28:00,1
2019-08-23 22:48:00,1
2019-08-24 15:20:00,1
2019-08-24 18:07:00,1
2019-08-25 03:56:00,1
2019-08-25 07:03:00,1
2019-08-25 17:57:00,1
2019-08-27 22:46:00,1
2019-08-27 22:48:00,1
2019-08-27 22:51:00,1
2019-08-28 00:11:00,1
2019-08-28 00:13:00,1
2019-08-28 00:16:00,1
2019-08-30 05:16:00,1
2019-08-30 05:18:00,1
2019-08-30 05:21:00,1
2019-08-30 05:26:00,1
2019-08-31 13:57:00,1
2019-08-31 13:59:00,1
2019-08-31 14:02:00,1
2019-08-31 17:51:00,1
2019-09-01 04:28:00,1
2019-09-01 07:51:00,1
2019-09-01 07:52:00,1
2019-09-01 07:53:00,1
2019-09-01 07:56:00,1
2019-09-01 08:01:00,1
2019-09-01 08:10:00,1
2019-09-01 08:28:00,1
2019-09-01 17:00:00,1
2019-09-01 17:02:00,1
2019-09-01 17:05:00,1
2019-09-02 10:06:00,1
2019-09-02 10:08:00,1
2019-09-02 10:11:00,1
2019-09-02 10:16:00,1
2019-09-02 18:16:00,1
2019-09-03 16:36:00,1
2019-09-03 16:38:00,1
2019-09-03 16:41:00,1
2019-09-05 22:42:00,1
2019-09-05 22:56:00,1
2019-09-06 08:22:00,1
2019-09-06 17:40:00,1
2019-09-07 05:09:00,1
2019-09-07 17:38:00,1
2019-09-07 17:50:00,1
2019-09-08 07:09:00,1
2019-09-08 07:11:00,1
2019-09-08 07:14:00,1
2019-09-08 07:19:00,1
2019-09-08 10:22:00,1
2019-09-08 10:24:00,1
2019-09-08 10:27:00,1
2019-09-08 15:53:00,1
2019-09-08 15:55:00,1
2019-09-10 05:21:00,1
2019-09-10 08:03:00,1
2019-09-10 08:08:00,1
2019-09-10 08:13:00,1
2019-09-10 08:22:00,1
2019-09-11 12:57:00,1
2019-09-11 12:59:00,1
2019-09-11 22:27:00,1
2019-09-12 07:28:00,1
2019-09-12 07:30:00,1
2019-09-12 07:33:00,1
2019-09-12 07:38:00,1
2019-09-12 09:09:00,1
2019-09-13 01:18:00,1
2019-09-15 06:10:00,1
2019-09-15 17:09:00,1
2019-09-16 12:47:00,1
2019-09-17 03:06:00,1
2019-09-17 10:29:00,1
2019-09-17 15:13:00,1
2019-09-17 15:15:00,1
2019-09-17 15:18:00,1
2019-09-17 15:23:00,1
2019-09-18 07:44:00,1
2019-09-18 11:39:00,1
2019-09-18 14:11:00,1
2019-09-18 14:22:00,1
2019-09-18 19:17:00,1
2019-09-18 19:19:00,1
2019-09-18 22:08:00,1
2019-09-18 22:11:00,1
2019-09-18 22:16:00,1
2019-09-19 01:08:00,1
2019-09-19 09:14:00,1
2019-09-19 09:16:00,1
2019-09-19 09:19:00,1
2019-09-19 15:50:00,1
2019-09-19 15:52:00,1
2019-09-19 15:55:00,1
2019-09-19 16:00:00,1
2019-09-20 00:38:00,1
2019-09-20 00:40:00,1
2019-09-20 00:43:00,1
2019-09-20 00:48:00,1
2019-09-20 01:54:00,1
2019-09-20 01:56:00,1
2019-09-20 01:59:00,1
2019-09-20 02:04:00,1
2019-09-20 08:55:00,1
2019-09-21 13:09:00,1
2019-09-21 13:11:00,1
2019-09-21 13:14:00,1
2019-09-22 12:00:00,1
2019-09-23 04:16:00,1
2019-09-23 05:56:00,1
2019-09-23 19:08:00,1
2019-09-23 19:10:00,1
2019-09-23 19:13:00,1
2019-09-25 06:12:00,1
2019-09-25 07:30:00,1
2019-09-25 17:14:00,1
2019-09-25 18:19:00,1
2019-09-25 18:34:00,1
2019-09-25 21:42:00,1
2019-09-26 05:04:00,1
2019-09-26 06:06:00,1
2019-09-26 06:09:00,1
2019-09-26 06:14:00,1
