982,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj FROM ..PhotoObj AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID WHERE (p.type = # OR p.type = #)"
2019-06-17 13:55:00,1
2019-06-17 13:59:00,1
2019-06-17 14:07:00,1
2019-06-17 14:12:00,1
2019-06-17 14:14:00,1
2019-06-17 14:17:00,1
2019-06-17 14:29:00,1
2019-06-17 14:33:00,2
2019-06-17 21:40:00,1
2019-06-18 13:24:00,1
2019-06-18 14:32:00,1
2019-06-18 14:38:00,1
2019-06-19 13:27:00,1
2019-06-20 02:46:00,1
2019-06-20 02:53:00,1
2019-06-21 00:10:00,1
2019-06-21 03:27:00,1
2019-06-21 17:04:00,1
2019-06-21 17:05:00,1
2019-06-24 11:25:00,1
2019-06-25 00:33:00,1
2019-06-25 00:42:00,1
2019-06-25 12:27:00,1
2019-06-26 21:49:00,2
2019-06-26 21:51:00,1
2019-06-28 17:44:00,1
2019-06-30 12:33:00,1
2019-06-30 16:18:00,1
2019-07-01 09:02:00,1
2019-07-01 09:09:00,1
2019-07-01 16:38:00,2
2019-07-02 14:29:00,1
2019-07-02 15:16:00,1
2019-07-02 20:46:00,1
2019-07-03 12:21:00,1
2019-07-03 15:29:00,1
2019-07-03 15:30:00,1
2019-07-03 16:23:00,1
2019-07-03 16:41:00,1
2019-07-04 21:36:00,1
2019-07-05 05:02:00,1
2019-07-05 05:03:00,2
2019-07-05 13:13:00,1
2019-07-05 16:41:00,1
2019-07-05 18:01:00,1
2019-07-05 19:58:00,1
2019-07-05 20:06:00,1
2019-07-05 20:08:00,1
2019-07-05 20:19:00,2
2019-07-05 20:21:00,1
2019-07-08 16:26:00,1
2019-07-08 16:27:00,1
2019-07-09 17:11:00,1
2019-07-09 19:31:00,1
2019-07-10 14:50:00,1
2019-07-10 18:48:00,1
2019-07-11 04:42:00,2
2019-07-11 07:25:00,1
2019-07-11 19:48:00,2
2019-07-14 16:56:00,1
2019-07-14 21:02:00,2
2019-07-18 05:32:00,1
2019-07-22 02:14:00,1
2019-07-22 02:16:00,1
2019-07-22 02:31:00,1
2019-07-22 02:33:00,2
2019-07-22 14:01:00,1
2019-07-22 20:33:00,1
2019-07-23 12:47:00,1
2019-07-23 14:09:00,1
2019-07-24 20:11:00,1
2019-07-25 08:42:00,1
2019-07-30 15:02:00,1
2019-07-30 15:03:00,1
2019-08-01 01:43:00,4
2019-08-01 15:21:00,1
2019-08-01 15:29:00,1
2019-08-02 08:40:00,1
2019-08-02 08:44:00,1
2019-08-05 18:05:00,3
2019-08-06 01:01:00,1
2019-08-06 03:08:00,4
2019-08-06 03:10:00,1
2019-08-06 08:34:00,1
2019-08-06 15:47:00,1
2019-08-07 15:53:00,1
2019-08-08 01:40:00,1
2019-08-09 12:36:00,1
2019-08-09 13:02:00,1
2019-08-11 21:24:00,1
2019-08-12 08:11:00,1
2019-08-12 15:44:00,1
2019-08-12 20:05:00,1
2019-08-13 10:25:00,2
2019-08-14 04:29:00,1
2019-08-14 16:47:00,1
2019-08-15 05:27:00,1
2019-08-15 05:43:00,1
2019-08-15 06:28:00,1
2019-08-15 07:29:00,1
2019-08-15 07:30:00,2
2019-08-16 01:56:00,1
2019-08-16 18:53:00,1
2019-08-16 18:59:00,1
2019-08-16 21:17:00,1
2019-08-17 16:15:00,1
2019-08-17 16:17:00,1
2019-08-18 18:12:00,1
2019-08-18 18:13:00,1
2019-08-18 21:37:00,1
2019-08-18 21:41:00,1
2019-08-19 04:59:00,1
2019-08-20 19:42:00,2
2019-08-20 19:53:00,1
2019-08-21 05:00:00,1
2019-08-21 10:53:00,1
2019-08-21 20:56:00,1
2019-08-22 04:58:00,1
2019-08-22 16:08:00,1
2019-08-23 00:37:00,1
2019-08-23 14:42:00,1
2019-08-23 22:52:00,1
2019-08-24 20:16:00,1
2019-08-25 10:15:00,1
2019-08-25 10:16:00,1
2019-08-25 10:19:00,1
2019-08-26 05:00:00,1
2019-08-26 10:23:00,1
2019-08-27 11:23:00,1
2019-08-27 13:11:00,1
2019-08-27 13:12:00,1
2019-08-27 18:22:00,1
2019-08-29 14:11:00,1
2019-08-29 14:13:00,1
2019-08-29 20:22:00,1
2019-08-29 20:23:00,1
2019-08-31 11:10:00,1
2019-08-31 11:11:00,1
2019-08-31 16:35:00,1
2019-08-31 16:48:00,1
2019-09-02 06:30:00,1
2019-09-02 06:31:00,1
2019-09-02 15:17:00,1
2019-09-03 18:54:00,1
2019-09-04 01:09:00,1
2019-09-04 01:12:00,1
2019-09-04 01:13:00,1
2019-09-04 01:46:00,1
2019-09-04 10:07:00,1
2019-09-04 16:03:00,1
2019-09-04 23:01:00,1
2019-09-05 20:23:00,1
2019-09-05 22:33:00,1
2019-09-06 14:26:00,1
2019-09-06 18:51:00,1
2019-09-07 01:26:00,1
2019-09-07 22:16:00,1
2019-09-08 02:54:00,1
2019-09-08 02:59:00,2
2019-09-08 09:45:00,1
2019-09-10 03:24:00,1
2019-09-10 21:18:00,1
2019-09-11 17:29:00,1
2019-09-11 17:33:00,2
2019-09-11 18:08:00,1
2019-09-11 18:37:00,1
2019-09-11 18:38:00,2
2019-09-11 18:39:00,3
2019-09-11 18:40:00,1
2019-09-11 18:42:00,1
2019-09-12 14:22:00,1
2019-09-13 08:29:00,1
2019-09-13 14:40:00,1
2019-09-13 17:38:00,1
2019-09-14 07:27:00,1
2019-09-15 17:35:00,1
2019-09-16 06:24:00,1
2019-09-16 12:06:00,1
2019-09-16 12:08:00,1
2019-09-17 02:38:00,2
2019-09-17 03:30:00,1
2019-09-17 04:41:00,1
2019-09-17 07:16:00,1
2019-09-18 12:49:00,1
2019-09-18 13:02:00,1
2019-09-19 17:11:00,1
2019-09-20 04:08:00,1
2019-09-20 04:09:00,1
2019-09-20 04:11:00,2
2019-09-20 04:12:00,4
2019-09-21 00:41:00,1
2019-09-21 04:30:00,1
2019-09-21 11:06:00,1
2019-09-21 11:29:00,1
2019-09-22 18:50:00,1
2019-09-22 20:10:00,1
2019-09-22 22:28:00,1
2019-09-23 08:44:00,1
2019-09-23 09:00:00,1
2019-09-23 15:22:00,1
2019-09-23 15:23:00,1
2019-09-23 17:05:00,1
2019-09-23 17:07:00,1
2019-09-23 18:19:00,1
2019-09-23 18:20:00,1
2019-09-23 18:21:00,2
2019-09-23 18:22:00,2
2019-09-23 18:23:00,1
2019-09-23 21:11:00,1
2019-09-23 21:18:00,2
2019-09-23 21:22:00,1
2019-09-24 06:39:00,1
2019-09-24 08:53:00,1
2019-09-24 08:55:00,1
2019-09-24 21:58:00,1
2019-09-24 21:59:00,1
2019-09-24 22:00:00,1
2019-09-25 07:14:00,1
2019-09-25 07:15:00,1
2019-09-25 09:40:00,1
2019-09-25 13:13:00,1
2019-09-25 13:17:00,1
2019-09-25 15:40:00,1
2019-09-26 23:32:00,1
2019-09-29 20:23:00,1
2019-09-30 08:04:00,1
2019-09-30 18:16:00,1
2019-09-30 20:51:00,1
2019-10-02 14:26:00,1
2019-10-03 15:39:00,1
2019-10-03 16:55:00,1
2019-10-04 10:41:00,1
2019-10-04 13:22:00,1
2019-10-05 05:50:00,1
2019-10-05 05:55:00,1
2019-10-05 11:12:00,1
2019-10-05 12:02:00,1
2019-10-06 08:57:00,1
2019-10-06 11:25:00,1
2019-10-06 11:32:00,1
2019-10-06 21:59:00,1
2019-10-07 01:32:00,1
2019-10-07 08:49:00,1
2019-10-07 23:31:00,1
2019-10-08 07:54:00,1
2019-10-08 10:51:00,1
2019-10-08 11:50:00,1
2019-10-09 01:53:00,1
2019-10-09 11:31:00,1
2019-10-10 18:27:00,1
2019-10-11 11:50:00,1
2019-10-11 11:51:00,1
2019-10-11 17:39:00,1
2019-10-11 18:13:00,1
2019-10-12 11:57:00,1
2019-10-13 07:51:00,1
2019-10-14 08:50:00,1
2019-10-14 08:52:00,1
2019-10-16 12:56:00,1
2019-10-16 14:14:00,1
2019-10-16 15:22:00,1
2019-10-16 15:23:00,2
2019-10-17 00:52:00,1
2019-10-17 08:13:00,1
2019-10-17 09:42:00,1
2019-10-17 09:44:00,1
2019-10-17 09:45:00,1
2019-10-17 09:47:00,1
2019-10-18 14:03:00,1
2019-10-19 04:31:00,1
2019-10-19 04:32:00,2
2019-10-21 10:33:00,1
2019-10-23 08:30:00,2
2019-10-23 08:31:00,1
2019-10-23 08:32:00,2
2019-10-23 11:08:00,1
2019-10-23 11:09:00,1
2019-10-23 17:09:00,1
2019-10-23 17:10:00,1
2019-10-23 21:09:00,1
2019-10-27 23:04:00,1
2019-10-28 07:45:00,1
2019-10-28 18:35:00,2
2019-10-29 00:46:00,1
2019-10-29 07:05:00,1
2019-10-29 14:45:00,1
2019-10-30 10:47:00,1
2019-10-30 14:08:00,1
2019-10-30 14:37:00,1
2019-10-30 19:06:00,1
2019-10-30 23:31:00,2
2019-10-31 09:11:00,1
2019-10-31 09:12:00,1
2019-11-02 18:07:00,1
2019-11-02 18:10:00,1
2019-11-03 11:28:00,1
2019-11-04 02:47:00,1
2019-11-04 17:16:00,1
2019-11-05 03:23:00,1
2019-11-05 19:33:00,1
2019-11-06 04:39:00,1
2019-11-06 07:05:00,1
2019-11-06 07:06:00,1
2019-11-06 07:07:00,1
2019-11-06 07:27:00,1
2019-11-06 07:28:00,1
2019-11-06 14:47:00,1
2019-11-06 14:51:00,1
2019-11-06 14:57:00,1
2019-11-06 19:51:00,2
2019-11-06 19:52:00,1
2019-11-07 13:47:00,1
2019-11-07 22:16:00,1
2019-11-08 08:30:00,1
2019-11-08 08:34:00,1
2019-11-08 08:35:00,1
2019-11-09 10:34:00,1
2019-11-10 13:21:00,1
2019-11-10 21:08:00,1
2019-11-11 13:39:00,1
2019-11-11 14:58:00,1
2019-11-12 03:54:00,1
2019-11-12 19:07:00,1
2019-11-12 21:22:00,1
2019-11-13 11:43:00,1
2019-11-13 12:30:00,1
2019-11-13 16:21:00,2
2019-11-17 22:10:00,1
2019-11-17 23:19:00,1
2019-11-18 22:06:00,1
2019-11-18 22:11:00,1
2019-11-19 18:51:00,3
2019-11-19 18:52:00,1
2019-11-19 22:06:00,1
2019-11-19 22:28:00,1
2019-11-19 22:30:00,2
2019-11-20 02:11:00,1
2019-11-20 02:12:00,1
2019-11-20 08:01:00,1
2019-11-20 11:04:00,1
2019-11-20 11:05:00,2
2019-11-21 13:58:00,1
2019-11-21 13:59:00,1
2019-11-21 16:13:00,1
2019-11-21 17:53:00,3
2019-11-21 17:54:00,2
2019-11-21 21:09:00,1
2019-11-22 13:01:00,1
2019-11-22 13:02:00,1
2019-11-23 09:00:00,1
2019-11-23 09:01:00,1
2019-11-24 07:02:00,1
2019-11-24 21:18:00,1
2019-11-25 02:03:00,1
2019-11-25 02:47:00,1
2019-11-25 12:47:00,1
2019-11-25 20:51:00,1
2019-11-25 21:13:00,1
2019-11-26 07:53:00,1
2019-11-26 21:38:00,2
2019-11-27 16:39:00,1
2019-11-27 16:40:00,1
2019-11-27 16:41:00,1
2019-11-27 16:45:00,1
2019-11-28 07:51:00,1
2019-11-28 08:46:00,1
2019-11-28 23:19:00,2
2019-11-29 08:41:00,2
2019-11-29 11:33:00,1
2019-12-02 18:02:00,1
2019-12-03 00:20:00,1
2019-12-04 09:57:00,1
2019-12-05 15:19:00,1
2019-12-05 22:24:00,1
2019-12-06 04:55:00,1
2019-12-06 13:34:00,1
2019-12-07 12:22:00,1
2019-12-07 14:56:00,1
2019-12-09 02:45:00,1
2019-12-09 03:20:00,1
2019-12-09 05:29:00,1
2019-12-09 05:30:00,1
2019-12-09 09:35:00,1
2019-12-09 12:49:00,3
2019-12-09 14:59:00,1
2019-12-09 15:28:00,1
2019-12-09 19:38:00,1
2019-12-10 03:23:00,1
2019-12-10 04:33:00,1
2019-12-11 05:30:00,3
2019-12-11 05:59:00,1
2019-12-11 06:05:00,1
2019-12-11 06:09:00,1
2019-12-11 12:33:00,1
2019-12-12 06:37:00,1
2019-12-12 15:49:00,1
2019-12-13 01:02:00,1
2019-12-13 01:03:00,2
2019-12-13 05:07:00,2
2019-12-13 14:15:00,1
2019-12-13 18:41:00,2
2019-12-13 18:42:00,1
2019-12-13 19:02:00,1
2019-12-14 11:00:00,1
2019-12-14 16:20:00,1
2019-12-15 08:10:00,1
2019-12-16 16:25:00,1
2019-12-18 04:09:00,2
2019-12-18 04:10:00,1
2019-12-18 06:27:00,1
2019-12-18 06:29:00,1
2019-12-18 18:50:00,1
2019-12-19 02:15:00,2
2019-12-19 02:16:00,1
2019-12-19 02:17:00,2
2019-12-19 10:55:00,1
2019-12-20 16:39:00,1
2019-12-26 11:07:00,1
2019-12-26 12:30:00,1
2019-12-27 06:46:00,2
2019-12-27 17:10:00,1
2019-12-27 17:12:00,1
2019-12-28 00:40:00,1
2019-12-29 07:35:00,1
2019-12-29 07:39:00,1
2019-12-29 21:54:00,1
2019-12-30 05:31:00,1
