541,"SELECT mangaID, manga_tileid, ifudesignsize FROM mangatarget WHERE (manga_target1 & (power (#, #) ) ! = #) AND manga_tileid > # AND IFUDESIGNSIZE > #"
2019-04-17 04:16:00,1
2019-04-18 17:18:00,1
2019-04-19 00:27:00,1
2019-04-19 06:20:00,1
2019-04-19 10:39:00,2
2019-04-21 02:05:00,1
2019-04-21 08:20:00,1
2019-04-21 08:39:00,1
2019-04-21 08:40:00,1
2019-04-21 15:01:00,1
2019-04-22 12:45:00,1
2019-04-23 06:57:00,1
2019-04-24 07:06:00,1
2019-04-26 00:01:00,1
2019-04-26 07:21:00,1
2019-04-26 11:37:00,1
2019-04-26 13:23:00,1
2019-04-26 20:18:00,1
2019-04-27 00:13:00,1
2019-04-27 03:59:00,1
2019-04-27 11:57:00,1
2019-04-28 11:03:00,1
2019-04-28 12:04:00,1
2019-04-29 02:53:00,1
2019-04-30 02:18:00,1
2019-05-01 06:20:00,1
2019-05-01 14:44:00,1
2019-05-01 14:48:00,1
2019-05-01 19:49:00,1
2019-05-02 10:32:00,1
2019-05-02 21:03:00,1
2019-05-02 23:28:00,1
2019-05-03 15:01:00,1
2019-05-04 01:06:00,1
2019-05-05 07:38:00,1
2019-05-06 20:10:00,1
2019-05-07 02:30:00,1
2019-05-08 23:40:00,1
2019-05-11 12:23:00,1
2019-05-11 13:28:00,1
2019-05-11 14:17:00,1
2019-05-13 03:31:00,1
2019-05-13 09:10:00,1
2019-05-13 10:54:00,1
2019-05-14 01:44:00,1
2019-05-15 02:14:00,1
2019-05-17 10:48:00,1
2019-05-17 11:11:00,1
2019-05-19 09:51:00,1
2019-05-21 06:17:00,1
2019-05-21 09:47:00,1
2019-05-21 13:09:00,1
2019-05-21 20:03:00,1
2019-05-23 02:34:00,1
2019-05-23 04:24:00,1
2019-05-23 09:57:00,1
2019-05-24 00:27:00,1
2019-05-24 03:47:00,2
2019-05-24 23:01:00,1
2019-05-25 00:05:00,1
2019-05-25 00:24:00,1
2019-05-25 04:31:00,1
2019-05-26 08:42:00,1
2019-05-27 06:34:00,1
2019-05-27 12:48:00,1
2019-05-29 03:47:00,1
2019-05-30 02:57:00,1
2019-05-30 03:11:00,1
2019-05-31 00:11:00,1
2019-05-31 04:14:00,1
2019-06-01 01:54:00,1
2019-06-02 13:52:00,1
2019-06-03 10:42:00,1
2019-06-04 15:28:00,1
2019-06-05 02:42:00,1
2019-06-06 03:49:00,1
2019-06-06 05:53:00,1
2019-06-06 05:54:00,1
2019-06-06 23:52:00,1
2019-06-08 16:10:00,1
2019-06-09 22:57:00,1
2019-06-11 16:32:00,1
2019-06-12 05:19:00,1
2019-06-12 10:27:00,1
2019-06-13 07:29:00,1
2019-06-14 09:09:00,1
2019-06-14 09:19:00,1
2019-06-15 00:15:00,1
2019-06-15 13:33:00,1
2019-06-16 16:40:00,1
2019-06-18 03:57:00,1
2019-06-20 06:00:00,1
2019-06-21 07:09:00,1
2019-06-22 00:26:00,1
2019-06-22 03:40:00,1
2019-06-23 04:53:00,1
2019-06-23 19:32:00,1
2019-06-24 00:06:00,1
2019-06-25 02:22:00,1
2019-06-25 04:45:00,1
2019-06-25 12:32:00,1
2019-06-25 16:01:00,1
2019-06-26 00:16:00,1
2019-06-26 04:11:00,1
2019-06-26 15:39:00,1
2019-06-27 11:25:00,1
2019-06-27 14:47:00,1
2019-06-29 17:30:00,1
2019-07-01 11:03:00,1
2019-07-02 16:10:00,1
2019-07-04 05:09:00,1
2019-07-06 07:55:00,1
2019-07-07 02:47:00,1
2019-07-07 09:46:00,1
2019-07-07 22:47:00,1
2019-07-09 23:50:00,1
2019-07-10 13:55:00,1
2019-07-13 01:04:00,1
2019-07-14 18:31:00,1
2019-07-14 20:33:00,1
2019-07-15 15:33:00,1
2019-07-18 12:45:00,1
2019-07-19 00:41:00,1
2019-07-20 01:23:00,1
2019-07-20 03:46:00,1
2019-07-20 04:52:00,1
2019-07-20 22:58:00,1
2019-07-22 02:46:00,1
2019-07-23 15:48:00,1
2019-07-26 17:06:00,1
2019-07-27 06:15:00,1
2019-07-27 15:38:00,1
2019-07-28 21:23:00,1
2019-07-28 22:54:00,1
2019-07-29 21:37:00,1
2019-07-30 05:42:00,1
2019-07-30 11:45:00,1
2019-07-31 03:20:00,1
2019-07-31 17:44:00,1
2019-08-05 00:16:00,1
2019-08-07 09:36:00,1
2019-08-09 08:44:00,1
2019-08-09 18:00:00,1
2019-08-11 10:49:00,1
2019-08-12 21:29:00,1
2019-08-12 21:34:00,2
2019-08-13 15:40:00,1
2019-08-13 17:51:00,1
2019-08-13 19:21:00,2
2019-08-14 12:35:00,1
2019-08-16 14:41:00,1
2019-08-16 15:57:00,1
2019-08-18 16:27:00,1
2019-08-20 19:44:00,1
2019-08-21 02:32:00,1
2019-08-21 06:54:00,1
2019-08-21 21:29:00,1
2019-08-23 14:34:00,1
2019-08-23 18:15:00,1
2019-08-25 00:57:00,1
2019-08-25 10:05:00,1
2019-08-28 04:41:00,1
2019-08-30 01:59:00,1
2019-08-31 19:35:00,1
2019-08-31 21:47:00,1
2019-09-02 12:59:00,1
2019-09-03 20:24:00,1
2019-09-04 22:05:00,1
2019-09-06 10:18:00,1
2019-09-08 09:37:00,1
2019-09-08 12:30:00,1
2019-09-08 18:15:00,1
2019-09-09 00:26:00,1
2019-09-11 19:47:00,1
2019-09-11 23:14:00,1
2019-09-15 06:37:00,1
2019-09-17 14:08:00,1
2019-09-17 18:10:00,1
2019-09-18 12:34:00,1
2019-09-19 00:37:00,1
2019-09-19 03:30:00,1
2019-09-19 18:26:00,1
2019-09-19 19:21:00,1
2019-09-20 07:07:00,1
2019-09-20 11:35:00,1
2019-09-23 07:28:00,1
2019-09-23 11:49:00,1
2019-09-24 00:55:00,1
2019-09-24 08:11:00,1
2019-09-25 07:49:00,1
2019-09-29 19:23:00,1
2019-09-30 08:06:00,1
2019-10-03 14:55:00,1
2019-10-03 17:40:00,1
2019-10-04 14:24:00,1
2019-10-05 21:35:00,1
2019-10-08 19:54:00,1
2019-10-10 06:12:00,1
2019-10-10 08:02:00,1
2019-10-10 14:56:00,1
2019-10-11 05:09:00,1
2019-10-11 11:31:00,1
2019-10-12 13:24:00,1
2019-10-14 01:37:00,1
2019-10-14 05:44:00,1
2019-10-14 07:16:00,1
2019-10-15 09:38:00,1
2019-10-17 05:31:00,1
2019-10-17 05:53:00,1
2019-10-17 20:22:00,1
2019-10-21 02:41:00,1
2019-10-21 11:53:00,1
2019-10-22 08:11:00,1
2019-10-23 21:44:00,1
2019-10-25 03:18:00,1
2019-10-27 06:53:00,1
2019-10-27 07:02:00,1
2019-10-28 11:29:00,1
2019-10-29 16:26:00,1
2019-10-30 00:05:00,1
2019-11-01 10:11:00,1
2019-11-02 08:10:00,1
2019-11-02 11:35:00,1
2019-11-02 20:55:00,1
2019-11-04 16:53:00,1
2019-11-05 06:43:00,1
2019-11-07 20:22:00,1
2019-11-08 20:00:00,1
2019-11-09 10:55:00,1
2019-11-10 11:30:00,1
2019-11-11 17:08:00,4
2019-11-11 17:09:00,8
2019-11-11 17:10:00,8
2019-11-11 17:11:00,2
2019-11-12 19:00:00,1
2019-11-14 08:37:00,1
2019-11-14 18:27:00,1
2019-11-14 20:16:00,1
2019-11-15 00:29:00,1
2019-11-15 05:01:00,1
2019-11-16 07:40:00,1
2019-11-16 07:56:00,1
2019-11-19 00:37:00,1
2019-11-19 06:50:00,1
2019-11-22 16:41:00,1
2019-11-23 18:20:00,1
2019-11-24 21:36:00,1
2019-11-27 10:44:00,1
2019-11-27 10:50:00,1
2019-11-28 13:34:00,1
2019-11-29 03:55:00,1
2019-11-30 03:43:00,1
2019-12-01 11:56:00,1
2019-12-01 21:08:00,1
2019-12-04 11:20:00,1
2019-12-05 16:13:00,1
2019-12-05 21:20:00,1
2019-12-07 13:42:00,1
2019-12-07 14:24:00,1
2019-12-07 21:40:00,1
2019-12-07 22:57:00,1
2019-12-08 07:45:00,1
2019-12-08 16:57:00,1
2019-12-09 01:52:00,1
2019-12-09 07:30:00,1
2019-12-09 10:49:00,1
2019-12-09 19:58:00,1
2019-12-09 22:28:00,1
2019-12-10 19:48:00,2
2019-12-11 11:41:00,1
2019-12-12 02:39:00,1
2019-12-12 15:15:00,1
2019-12-13 12:39:00,1
2019-12-13 14:06:00,1
2019-12-14 10:26:00,1
2019-12-15 09:18:00,1
2019-12-15 16:03:00,1
2019-12-16 23:02:00,1
2019-12-20 09:12:00,1
2019-12-20 17:26:00,1
2019-12-22 07:15:00,2
2019-12-22 15:30:00,1
2019-12-24 03:42:00,1
2019-12-25 06:00:00,1
2019-12-25 14:32:00,1
2019-12-26 03:17:00,1
2019-12-26 15:25:00,1
2019-12-27 00:18:00,1
2019-12-27 07:39:00,1
2019-12-29 00:04:00,1
