402,select count (*)
2019-07-28 10:15:00,4
2019-07-28 10:16:00,4
2019-07-28 10:17:00,4
2019-07-28 10:18:00,1
2019-07-28 10:19:00,1
2019-07-28 10:20:00,1
2019-07-28 10:21:00,1
2019-07-28 10:22:00,3
2019-07-28 12:53:00,1
2019-07-30 05:36:00,1
2019-07-30 05:59:00,1
2019-07-30 06:03:00,1
2019-07-30 07:04:00,1
2019-07-30 08:22:00,1
2019-07-30 08:26:00,2
2019-07-30 08:31:00,1
2019-07-30 08:35:00,1
2019-07-30 08:36:00,1
2019-07-30 08:48:00,2
2019-07-30 08:49:00,1
2019-07-30 14:10:00,1
2019-07-30 14:11:00,1
2019-07-30 14:12:00,1
2019-08-01 14:34:00,1
2019-08-01 14:35:00,1
2019-08-01 15:14:00,1
2019-08-03 00:51:00,1
2019-08-13 12:01:00,2
2019-08-13 12:02:00,2
2019-08-13 12:05:00,3
2019-08-14 12:19:00,1
2019-08-14 12:23:00,1
2019-08-14 12:24:00,1
2019-08-14 12:25:00,1
2019-08-14 12:26:00,1
2019-08-14 23:19:00,1
2019-08-26 12:46:00,1
2019-08-26 13:02:00,1
2019-09-04 20:33:00,1
2019-09-13 11:11:00,1
2019-09-13 11:12:00,1
2019-09-13 11:19:00,4
2019-09-13 11:23:00,1
2019-09-23 19:42:00,1
2019-09-23 19:44:00,1
2019-09-23 19:47:00,1
2019-09-24 19:18:00,1
2019-09-24 19:32:00,1
2019-10-04 10:59:00,1
2019-10-14 08:11:00,2
2019-10-14 11:42:00,1
2019-10-14 11:43:00,1
2019-10-14 11:46:00,1
2019-10-14 12:09:00,1
2019-10-14 12:22:00,1
2019-10-14 12:24:00,2
2019-10-16 03:29:00,2
2019-10-16 03:30:00,2
2019-10-20 05:33:00,1
2019-10-20 05:35:00,1
2019-10-20 05:55:00,1
2019-10-20 09:38:00,1
2019-10-20 09:44:00,1
2019-10-20 09:46:00,1
2019-10-20 09:47:00,1
2019-10-20 09:48:00,1
2019-10-21 10:59:00,1
2019-10-22 11:37:00,1
2019-10-26 07:59:00,2
2019-10-26 10:40:00,1
2019-10-26 12:36:00,1
2019-11-10 13:35:00,1
2019-11-20 11:47:00,1
2019-11-20 11:48:00,1
2019-11-20 11:51:00,1
2019-11-20 12:23:00,1
2019-11-20 12:24:00,1
2019-11-20 12:35:00,3
2019-11-20 12:36:00,1
2019-11-20 12:38:00,1
2019-11-20 12:39:00,1
2019-11-20 12:40:00,1
2019-11-20 12:41:00,1
2019-11-20 12:42:00,1
2019-11-20 12:43:00,1
2019-11-20 12:53:00,1
2019-11-20 12:55:00,1
2019-11-20 12:57:00,1
2019-11-20 13:09:00,1
2019-11-20 13:10:00,1
2019-11-20 13:15:00,3
2019-11-21 02:02:00,1
2019-11-21 02:04:00,1
2019-11-27 04:55:00,1
2019-11-27 05:24:00,1
2019-11-27 05:26:00,1
2019-11-27 05:27:00,1
2019-11-27 05:28:00,2
2019-11-27 05:30:00,1
2019-11-27 06:13:00,2
2019-11-27 06:14:00,5
2019-11-27 06:15:00,2
2019-11-27 06:16:00,3
2019-11-27 06:17:00,2
2019-11-27 06:18:00,2
2019-11-27 06:20:00,3
2019-11-27 06:21:00,5
2019-11-27 06:23:00,2
2019-11-27 10:30:00,1
2019-11-27 10:32:00,1
2019-11-27 11:02:00,3
2019-11-27 11:04:00,1
2019-11-27 11:10:00,1
2019-11-29 08:13:00,1
2019-11-29 08:14:00,1
2019-11-29 08:15:00,1
2019-12-04 07:00:00,1
2019-12-04 07:02:00,2
2019-12-04 08:15:00,3
2019-12-04 08:35:00,1
2019-12-04 13:13:00,1
2019-12-04 13:29:00,1
2019-12-04 13:33:00,1
2019-12-04 15:30:00,2
2019-12-04 15:59:00,1
2019-12-06 01:46:00,2
2019-12-06 02:04:00,1
2019-12-06 07:46:00,1
2019-12-08 08:16:00,1
2019-12-08 08:17:00,2
2019-12-08 08:21:00,2
2019-12-09 00:39:00,2
2019-12-09 00:47:00,2
2019-12-09 00:53:00,3
2019-12-09 00:59:00,2
2019-12-09 01:00:00,2
2019-12-09 01:07:00,2
2019-12-09 05:44:00,1
2019-12-09 05:45:00,1
2019-12-10 09:19:00,1
2019-12-10 09:21:00,3
2019-12-10 09:28:00,4
2019-12-10 09:31:00,3
2019-12-10 09:34:00,2
2019-12-10 09:35:00,2
2019-12-10 09:36:00,4
2019-12-10 09:37:00,2
2019-12-10 09:38:00,2
2019-12-10 09:40:00,2
2019-12-10 09:42:00,2
2019-12-10 09:44:00,2
2019-12-10 09:45:00,2
2019-12-10 10:05:00,2
2019-12-10 10:09:00,2
2019-12-10 10:11:00,1
2019-12-11 01:24:00,2
2019-12-20 02:38:00,1
2019-12-20 02:39:00,1
2019-12-20 02:40:00,1
2019-12-20 02:44:00,1
2019-12-22 12:50:00,1
2019-12-22 12:53:00,2
2019-12-22 12:54:00,2
2019-12-22 12:58:00,1
2019-12-22 13:00:00,1
2019-12-22 13:01:00,1
2019-12-22 13:03:00,1
2019-12-22 13:04:00,1
2019-12-22 13:20:00,1
2019-12-22 13:21:00,1
2019-12-22 13:24:00,1
2019-12-22 13:27:00,1
2019-12-22 13:51:00,2
2019-12-22 13:52:00,1
2019-12-22 15:38:00,1
2019-12-24 01:25:00,1
2019-12-24 01:26:00,1
2019-12-24 01:34:00,1
2019-12-24 01:41:00,1
2019-12-24 01:51:00,1
2019-12-25 12:08:00,1
