1283,"SELECT TOP # specObjID, z FROM SpecObj WHERE class = # AND zWarning = #"
2019-09-29 23:42:00,1
2019-09-30 01:48:00,1
2019-09-30 07:55:00,1
2019-09-30 08:04:00,1
2019-09-30 11:14:00,1
2019-10-01 12:24:00,1
2019-10-02 06:55:00,1
2019-10-02 09:53:00,1
2019-10-03 12:52:00,2
2019-10-03 15:12:00,1
2019-10-03 18:48:00,1
2019-10-03 21:43:00,1
2019-10-03 22:36:00,1
2019-10-03 23:53:00,1
2019-10-04 00:10:00,1
2019-10-04 03:36:00,1
2019-10-04 12:12:00,1
2019-10-04 17:22:00,1
2019-10-04 17:24:00,1
2019-10-05 16:19:00,1
2019-10-07 07:23:00,1
2019-10-08 02:17:00,1
2019-10-08 03:33:00,1
2019-10-08 19:46:00,1
2019-10-09 11:52:00,1
2019-10-09 17:07:00,1
2019-10-10 05:44:00,1
2019-10-10 08:42:00,1
2019-10-10 09:15:00,1
2019-10-10 20:00:00,1
2019-10-11 02:51:00,1
2019-10-11 17:06:00,1
2019-10-12 16:27:00,1
2019-10-13 01:47:00,1
2019-10-13 13:01:00,1
2019-10-13 13:42:00,1
2019-10-14 01:09:00,1
2019-10-14 03:30:00,1
2019-10-16 23:10:00,1
2019-10-17 05:10:00,1
2019-10-17 12:46:00,1
2019-10-17 17:40:00,1
2019-10-18 06:25:00,1
2019-10-18 08:14:00,1
2019-10-18 14:59:00,1
2019-10-18 17:42:00,1
2019-10-19 02:29:00,1
2019-10-19 09:59:00,1
2019-10-19 17:38:00,1
2019-10-20 05:06:00,1
2019-10-21 00:24:00,1
2019-10-21 02:33:00,1
2019-10-21 02:42:00,1
2019-10-21 08:03:00,1
2019-10-21 14:27:00,1
2019-10-21 21:54:00,1
2019-10-22 00:07:00,1
2019-10-22 03:56:00,1
2019-10-22 05:38:00,1
2019-10-22 05:42:00,1
2019-10-22 10:09:00,1
2019-10-22 14:00:00,1
2019-10-22 14:38:00,1
2019-10-22 20:02:00,1
2019-10-22 20:26:00,1
2019-10-22 21:01:00,1
2019-10-22 21:12:00,1
2019-10-22 21:33:00,1
2019-10-22 23:58:00,1
2019-10-23 00:55:00,1
2019-10-23 14:56:00,1
2019-10-23 20:44:00,1
2019-10-24 06:18:00,1
2019-10-24 09:48:00,1
2019-10-24 12:10:00,1
2019-10-24 13:53:00,1
2019-10-24 15:14:00,1
2019-10-24 16:36:00,1
2019-10-24 21:28:00,1
2019-10-24 21:38:00,1
2019-10-25 00:13:00,1
2019-10-25 00:36:00,1
2019-10-25 00:46:00,1
2019-10-26 05:12:00,1
2019-10-26 18:04:00,1
2019-10-26 19:35:00,1
2019-10-27 10:09:00,1
2019-10-28 08:59:00,1
2019-10-29 16:24:00,1
2019-10-30 10:45:00,1
2019-10-30 15:03:00,1
2019-10-30 20:53:00,1
2019-10-30 23:46:00,1
2019-10-31 04:11:00,1
2019-11-01 05:30:00,1
2019-11-01 07:47:00,1
2019-11-01 23:48:00,1
2019-11-02 01:10:00,1
2019-11-02 03:38:00,1
2019-11-02 07:09:00,1
2019-11-02 08:37:00,1
2019-11-02 14:32:00,1
2019-11-02 18:39:00,1
2019-11-02 21:30:00,1
2019-11-04 07:58:00,1
2019-11-04 13:36:00,1
2019-11-04 16:29:00,1
2019-11-05 04:16:00,1
2019-11-05 05:04:00,2
2019-11-06 14:24:00,1
2019-11-06 22:02:00,1
2019-11-07 07:04:00,1
2019-11-07 08:04:00,1
2019-11-08 17:49:00,1
2019-11-08 20:48:00,1
2019-11-09 08:17:00,1
2019-11-09 16:28:00,1
2019-11-10 11:22:00,1
2019-11-10 14:19:00,1
2019-11-13 05:36:00,1
2019-11-13 19:10:00,1
2019-11-13 20:11:00,1
2019-11-14 08:03:00,1
2019-11-14 11:17:00,1
2019-11-14 16:52:00,1
2019-11-14 17:22:00,1
2019-11-14 18:33:00,1
2019-11-14 19:00:00,1
2019-11-14 19:57:00,1
2019-11-14 19:59:00,1
2019-11-14 20:00:00,1
2019-11-15 02:20:00,1
2019-11-15 02:39:00,1
2019-11-16 00:00:00,1
2019-11-16 04:44:00,1
2019-11-16 05:16:00,1
2019-11-16 08:58:00,1
2019-11-16 10:19:00,1
2019-11-16 12:42:00,1
2019-11-16 13:37:00,1
2019-11-16 17:06:00,1
2019-11-18 08:10:00,1
2019-11-18 12:02:00,1
2019-11-18 12:37:00,1
2019-11-18 13:59:00,1
2019-11-18 14:05:00,1
2019-11-18 21:32:00,1
2019-11-19 02:01:00,1
2019-11-19 18:16:00,1
2019-11-19 19:17:00,1
2019-11-20 04:49:00,1
2019-11-20 12:35:00,1
2019-11-21 13:51:00,1
2019-11-21 20:12:00,1
2019-11-22 08:39:00,1
2019-11-22 11:21:00,1
2019-11-22 12:15:00,1
2019-11-22 12:16:00,1
2019-11-22 13:55:00,1
2019-11-22 18:42:00,1
2019-11-23 00:33:00,1
2019-11-23 06:27:00,1
2019-11-23 15:17:00,1
2019-11-24 15:24:00,1
2019-11-27 06:05:00,1
2019-11-27 09:44:00,1
2019-11-29 00:42:00,1
2019-11-30 01:04:00,1
2019-11-30 08:23:00,1
2019-12-01 00:17:00,1
2019-12-01 06:23:00,1
2019-12-01 13:52:00,1
2019-12-01 18:46:00,1
2019-12-03 01:11:00,1
2019-12-03 03:51:00,1
2019-12-03 03:54:00,1
2019-12-03 04:12:00,1
2019-12-03 07:42:00,1
2019-12-03 07:43:00,1
2019-12-03 08:30:00,1
2019-12-03 10:51:00,1
2019-12-03 14:53:00,1
2019-12-04 08:32:00,1
2019-12-04 09:24:00,1
2019-12-04 11:17:00,1
2019-12-04 11:25:00,1
2019-12-04 12:58:00,1
2019-12-04 12:59:00,1
2019-12-05 00:03:00,1
2019-12-05 00:05:00,1
2019-12-05 00:51:00,1
2019-12-05 01:51:00,1
2019-12-05 02:54:00,1
2019-12-05 05:12:00,1
2019-12-05 06:13:00,1
2019-12-05 09:49:00,1
2019-12-05 10:48:00,1
2019-12-05 10:49:00,1
2019-12-05 11:14:00,1
2019-12-05 11:46:00,1
2019-12-05 13:56:00,1
2019-12-05 18:40:00,1
2019-12-05 19:02:00,1
2019-12-05 19:13:00,1
2019-12-05 20:27:00,1
2019-12-06 07:39:00,1
2019-12-06 10:09:00,1
2019-12-06 16:43:00,1
2019-12-06 19:58:00,1
2019-12-06 20:31:00,1
2019-12-06 22:43:00,1
2019-12-07 08:32:00,1
2019-12-07 10:35:00,1
2019-12-07 13:39:00,1
2019-12-07 18:14:00,1
2019-12-07 19:35:00,1
2019-12-07 21:07:00,1
2019-12-08 03:49:00,1
2019-12-08 13:43:00,1
2019-12-08 15:25:00,1
2019-12-09 03:02:00,1
2019-12-09 06:35:00,1
2019-12-09 12:10:00,1
2019-12-09 17:58:00,1
2019-12-09 20:06:00,1
2019-12-10 16:23:00,1
2019-12-11 01:29:00,1
2019-12-11 08:03:00,1
2019-12-11 08:32:00,1
2019-12-11 10:56:00,1
2019-12-12 00:25:00,1
2019-12-12 01:07:00,1
2019-12-12 06:01:00,1
2019-12-12 06:10:00,1
2019-12-12 13:43:00,1
2019-12-12 23:38:00,1
2019-12-13 06:31:00,1
2019-12-13 10:12:00,1
2019-12-13 11:06:00,1
2019-12-13 12:19:00,1
2019-12-13 13:33:00,1
2019-12-13 20:59:00,1
2019-12-14 10:29:00,1
2019-12-15 01:02:00,1
2019-12-15 02:26:00,1
2019-12-15 09:18:00,1
2019-12-15 10:21:00,1
2019-12-16 01:37:00,1
2019-12-16 22:34:00,1
2019-12-17 00:18:00,1
2019-12-18 01:02:00,1
2019-12-18 01:31:00,1
2019-12-18 10:02:00,1
2019-12-18 10:50:00,1
2019-12-18 13:59:00,1
2019-12-19 12:37:00,1
2019-12-19 16:45:00,1
2019-12-19 20:10:00,1
2019-12-20 09:03:00,1
2019-12-20 17:21:00,1
2019-12-21 05:46:00,1
2019-12-21 18:52:00,1
2019-12-22 04:38:00,1
2019-12-22 04:40:00,6
2019-12-22 04:42:00,1
2019-12-22 10:52:00,1
2019-12-22 15:02:00,1
2019-12-23 08:45:00,1
2019-12-24 03:35:00,1
2019-12-25 02:16:00,1
2019-12-25 03:06:00,1
2019-12-25 04:57:00,1
2019-12-25 08:37:00,1
2019-12-26 03:12:00,1
2019-12-26 12:50:00,1
2019-12-26 15:21:00,1
2019-12-26 16:24:00,1
2019-12-27 06:02:00,1
2019-12-27 12:31:00,1
2019-12-27 18:19:00,1
2019-12-28 06:04:00,1
2019-12-28 23:36:00,1
2019-12-29 03:09:00,1
2019-12-29 04:00:00,1
2019-12-29 06:54:00,1
2019-12-30 06:09:00,1
2019-12-30 06:54:00,1
2019-12-30 09:16:00,1
2019-12-30 11:13:00,1
2019-12-30 16:09:00,1
2019-12-30 17:51:00,1
2019-12-31 00:04:00,1
2019-12-31 18:25:00,1
