989,"SELECT TOP # run, camCol, rerun, field, objID, u, g, r, i, z, ra, dec FROM Star WHERE u - g < # and g - r < # and r - i > # and i - z > #"
2019-02-08 05:13:00,1
2019-02-08 07:46:00,1
2019-02-08 16:55:00,1
2019-02-08 18:09:00,1
2019-02-08 22:14:00,1
2019-02-09 14:27:00,1
2019-02-09 15:44:00,1
2019-02-09 17:31:00,1
2019-02-10 05:48:00,1
2019-02-10 09:41:00,1
2019-02-10 18:43:00,1
2019-02-11 05:10:00,1
2019-02-11 11:11:00,1
2019-02-11 19:27:00,1
2019-02-11 22:19:00,1
2019-02-11 22:32:00,1
2019-02-12 17:22:00,1
2019-02-12 19:44:00,1
2019-02-12 19:53:00,1
2019-02-13 07:54:00,1
2019-02-13 14:29:00,1
2019-02-14 10:59:00,1
2019-02-14 12:09:00,1
2019-02-14 12:47:00,1
2019-02-14 14:25:00,1
2019-02-14 16:33:00,1
2019-02-16 20:27:00,1
2019-02-17 20:29:00,1
2019-02-17 23:05:00,1
2019-02-18 00:56:00,1
2019-02-18 03:04:00,1
2019-02-18 07:32:00,1
2019-02-18 08:01:00,1
2019-02-19 00:09:00,1
2019-02-19 10:31:00,1
2019-02-20 01:42:00,1
2019-02-20 03:55:00,1
2019-02-20 05:07:00,1
2019-02-20 06:42:00,1
2019-02-21 02:06:00,1
2019-02-21 18:00:00,1
2019-02-22 21:09:00,1
2019-02-23 09:02:00,1
2019-02-24 11:50:00,1
2019-02-26 00:20:00,1
2019-02-26 02:52:00,1
2019-02-27 19:47:00,1
2019-02-27 22:22:00,1
2019-02-28 03:29:00,1
2019-02-28 06:56:00,1
2019-02-28 08:53:00,1
2019-02-28 15:21:00,1
2019-03-01 05:25:00,1
2019-03-01 06:13:00,1
2019-03-01 07:14:00,1
2019-03-01 10:21:00,1
2019-03-01 12:55:00,1
2019-03-01 13:46:00,1
2019-03-01 22:05:00,1
2019-03-01 22:29:00,1
2019-03-02 02:05:00,1
2019-03-02 22:35:00,1
2019-03-03 04:23:00,1
2019-03-03 13:15:00,1
2019-03-04 00:29:00,1
2019-03-04 02:07:00,1
2019-03-04 02:37:00,1
2019-03-04 19:36:00,1
2019-03-04 22:53:00,1
2019-03-05 07:26:00,1
2019-03-05 08:52:00,1
2019-03-05 15:32:00,1
2019-03-06 03:46:00,1
2019-03-06 09:17:00,1
2019-03-06 14:32:00,1
2019-03-06 16:22:00,1
2019-03-07 09:56:00,1
2019-03-07 14:03:00,1
2019-03-07 23:13:00,1
2019-03-08 11:14:00,1
2019-03-08 14:29:00,1
2019-03-08 21:10:00,1
2019-03-08 21:52:00,1
2019-03-09 00:45:00,1
2019-03-09 12:03:00,1
2019-03-10 02:40:00,1
2019-03-10 18:10:00,1
2019-03-10 22:28:00,1
2019-03-11 03:09:00,1
2019-03-11 08:40:00,1
2019-03-11 17:05:00,1
2019-03-12 08:44:00,1
2019-03-12 16:23:00,1
2019-03-12 23:37:00,1
2019-03-13 07:43:00,1
2019-03-14 14:23:00,1
2019-03-14 22:56:00,1
2019-03-15 01:33:00,1
2019-03-15 19:09:00,1
2019-03-17 06:06:00,1
2019-03-17 21:57:00,1
2019-03-17 23:33:00,1
2019-03-18 09:27:00,1
2019-03-19 15:50:00,1
2019-03-19 15:55:00,2
2019-03-19 15:57:00,5
2019-03-19 15:59:00,2
2019-03-19 16:01:00,9
2019-03-19 16:05:00,1
2019-03-19 16:08:00,1
2019-03-20 05:00:00,1
2019-03-20 15:16:00,1
2019-03-21 16:46:00,1
2019-03-21 18:48:00,1
2019-03-22 03:29:00,1
2019-03-22 11:30:00,1
2019-03-23 22:53:00,1
2019-03-24 18:33:00,1
2019-03-24 21:10:00,1
2019-03-25 02:20:00,1
2019-03-25 05:07:00,1
2019-03-25 05:25:00,1
2019-03-25 08:35:00,1
2019-03-25 10:20:00,1
2019-03-25 12:26:00,1
2019-03-26 11:06:00,1
2019-03-26 11:22:00,1
2019-03-26 13:39:00,1
2019-03-26 15:35:00,1
2019-03-26 20:25:00,1
2019-03-26 20:55:00,1
2019-03-27 19:38:00,1
2019-03-28 09:37:00,1
2019-03-28 13:20:00,1
2019-03-28 16:13:00,1
2019-03-28 18:41:00,1
2019-03-28 19:54:00,1
2019-03-28 23:17:00,1
2019-03-28 23:48:00,1
2019-03-29 23:58:00,1
2019-03-30 05:44:00,1
2019-03-30 09:55:00,1
2019-03-30 15:15:00,1
2019-03-31 17:45:00,1
2019-03-31 21:15:00,1
2019-04-01 06:21:00,1
2019-04-01 10:03:00,1
2019-04-01 10:04:00,1
2019-04-01 13:26:00,1
2019-04-01 18:23:00,1
2019-04-01 20:11:00,1
2019-04-01 20:27:00,1
2019-04-01 22:16:00,1
2019-04-02 12:15:00,1
2019-04-02 17:35:00,1
2019-04-02 20:57:00,1
2019-04-03 08:11:00,1
2019-04-03 14:46:00,1
2019-04-04 04:00:00,1
2019-04-04 13:27:00,1
2019-04-04 13:41:00,1
2019-04-04 14:30:00,2
2019-04-04 23:46:00,1
2019-04-05 05:42:00,1
2019-04-05 11:26:00,1
2019-04-05 15:14:00,1
2019-04-05 17:38:00,1
2019-04-06 06:42:00,1
2019-04-06 12:08:00,1
2019-04-06 21:30:00,1
2019-04-07 09:32:00,1
2019-04-07 14:58:00,1
2019-04-07 17:02:00,1
2019-04-07 20:34:00,1
2019-04-08 02:27:00,1
2019-04-08 15:31:00,1
2019-04-08 18:46:00,1
2019-04-09 02:10:00,1
2019-04-09 12:24:00,1
2019-04-09 21:13:00,1
2019-04-09 21:19:00,1
2019-04-09 21:20:00,1
2019-04-10 00:35:00,1
2019-04-10 22:50:00,2
2019-04-12 15:50:00,1
2019-04-13 14:53:00,1
2019-04-14 12:57:00,1
2019-04-14 13:49:00,1
2019-04-15 01:12:00,1
2019-04-15 06:28:00,1
2019-04-15 14:32:00,1
2019-04-16 00:18:00,1
2019-04-16 00:20:00,1
2019-04-16 07:00:00,1
2019-04-16 10:08:00,1
2019-04-16 18:41:00,1
2019-04-17 07:19:00,1
2019-04-18 05:35:00,1
2019-04-18 10:06:00,1
2019-04-18 16:12:00,1
2019-04-18 21:54:00,1
2019-04-18 23:34:00,1
2019-04-19 00:39:00,1
2019-04-19 01:36:00,1
2019-04-19 04:44:00,1
2019-04-19 09:57:00,1
2019-04-19 18:23:00,1
2019-04-19 19:05:00,1
2019-04-20 20:36:00,1
2019-04-21 06:34:00,1
2019-04-21 12:58:00,1
2019-04-21 19:31:00,1
2019-04-22 11:45:00,1
2019-04-22 14:53:00,1
2019-04-22 18:30:00,1
2019-04-22 23:31:00,1
2019-04-23 13:13:00,1
2019-04-24 02:00:00,1
2019-04-24 05:44:00,1
2019-04-25 12:43:00,1
2019-04-25 15:40:00,1
2019-04-26 14:47:00,1
2019-04-27 04:04:00,1
2019-04-27 08:55:00,1
2019-04-28 03:49:00,1
2019-04-28 10:13:00,1
2019-04-28 11:18:00,1
2019-04-28 13:23:00,1
2019-04-28 15:00:00,1
2019-04-28 20:17:00,1
2019-04-29 05:49:00,1
2019-04-30 02:07:00,1
2019-04-30 09:38:00,1
2019-04-30 11:32:00,1
2019-05-01 09:19:00,1
2019-05-01 14:46:00,1
2019-05-02 10:57:00,1
2019-05-02 22:31:00,1
2019-05-03 04:40:00,1
2019-05-03 11:26:00,1
2019-05-03 14:46:00,1
2019-05-03 17:25:00,1
2019-05-04 00:17:00,1
2019-05-04 18:54:00,1
2019-05-06 04:52:00,1
2019-05-06 07:09:00,1
2019-05-06 08:49:00,1
2019-05-06 09:58:00,1
2019-05-06 17:04:00,1
2019-05-07 22:22:00,1
2019-05-10 01:34:00,1
2019-05-10 07:08:00,1
2019-05-10 11:55:00,1
2019-05-10 16:23:00,1
2019-05-11 06:09:00,1
2019-05-11 07:42:00,1
2019-05-11 18:03:00,1
2019-05-12 06:18:00,1
2019-05-13 05:26:00,1
2019-05-13 06:05:00,1
2019-05-13 08:58:00,1
2019-05-13 09:51:00,1
2019-05-14 00:39:00,1
2019-05-14 08:28:00,1
2019-05-14 22:04:00,1
2019-05-15 23:10:00,1
2019-05-15 23:55:00,1
2019-05-16 00:40:00,1
2019-05-16 00:43:00,1
2019-05-16 00:57:00,1
2019-05-16 03:30:00,1
2019-05-17 04:35:00,1
2019-05-17 04:55:00,1
2019-05-17 05:07:00,1
2019-05-18 20:32:00,1
2019-05-18 21:20:00,1
2019-05-18 21:57:00,1
2019-05-19 11:15:00,1
2019-05-19 21:38:00,1
2019-05-20 17:23:00,1
2019-05-20 19:29:00,1
2019-05-21 05:16:00,1
2019-05-21 06:50:00,1
2019-05-21 10:54:00,1
2019-05-21 12:20:00,1
2019-05-23 04:23:00,1
2019-05-23 08:53:00,1
2019-05-23 09:58:00,1
2019-05-23 12:26:00,1
2019-05-23 13:29:00,1
2019-05-23 18:19:00,1
2019-05-24 02:12:00,1
2019-05-24 08:54:00,1
2019-05-24 13:29:00,1
2019-05-24 19:58:00,1
2019-05-24 21:19:00,1
2019-05-24 22:12:00,1
2019-05-24 22:57:00,1
2019-05-25 00:00:00,1
2019-05-25 03:25:00,1
2019-05-25 08:54:00,1
2019-05-26 02:56:00,1
2019-05-27 12:36:00,1
2019-05-27 15:16:00,1
2019-05-28 04:10:00,1
2019-05-29 02:57:00,1
2019-05-29 04:45:00,1
2019-05-29 13:01:00,1
2019-05-29 13:09:00,1
2019-05-29 18:54:00,1
2019-05-29 20:52:00,1
2019-05-29 22:15:00,1
2019-05-30 04:13:00,1
2019-05-30 16:07:00,1
2019-05-30 23:22:00,1
2019-05-31 03:24:00,1
2019-05-31 07:40:00,1
2019-05-31 17:54:00,1
2019-06-01 00:24:00,1
2019-06-01 13:00:00,1
2019-06-02 06:15:00,1
2019-06-03 03:02:00,1
2019-06-03 12:55:00,1
2019-06-04 14:04:00,1
2019-06-05 18:36:00,1
2019-06-06 07:28:00,1
2019-06-07 00:59:00,1
2019-06-07 15:18:00,1
2019-06-08 00:30:00,1
2019-06-08 07:24:00,1
2019-06-10 03:24:00,1
2019-06-10 19:07:00,1
2019-06-10 21:02:00,1
2019-06-10 21:19:00,1
2019-06-11 00:55:00,1
2019-06-11 01:56:00,1
2019-06-11 02:07:00,1
2019-06-11 16:44:00,1
2019-06-11 17:14:00,1
2019-06-14 08:15:00,1
2019-06-14 23:17:00,1
2019-06-15 09:21:00,1
2019-06-15 11:40:00,1
2019-06-15 15:11:00,1
2019-06-15 16:49:00,1
2019-06-15 21:55:00,1
2019-06-16 17:48:00,1
2019-06-17 09:22:00,1
2019-06-17 09:50:00,1
2019-06-18 11:41:00,1
2019-06-18 13:07:00,1
2019-06-18 14:40:00,1
2019-06-19 13:35:00,1
2019-06-19 23:55:00,1
2019-06-20 00:08:00,1
2019-06-20 03:49:00,1
2019-06-21 00:48:00,1
2019-06-21 06:08:00,1
2019-06-21 06:56:00,1
2019-06-22 01:49:00,1
2019-06-22 08:35:00,1
2019-06-22 20:17:00,1
2019-06-23 05:08:00,1
2019-06-23 11:44:00,1
2019-06-23 15:55:00,1
2019-06-23 17:58:00,1
2019-06-23 22:53:00,1
2019-06-24 06:30:00,1
2019-06-24 12:47:00,1
2019-06-24 23:17:00,1
2019-06-25 01:02:00,1
2019-06-25 08:57:00,1
2019-06-25 11:19:00,1
2019-06-25 12:26:00,1
2019-06-25 16:07:00,1
2019-06-25 23:38:00,1
2019-06-27 03:01:00,1
2019-06-27 10:01:00,1
2019-06-27 20:32:00,1
2019-06-28 03:39:00,1
2019-06-28 13:09:00,1
2019-06-29 05:33:00,1
2019-06-29 06:03:00,1
2019-06-29 16:35:00,1
2019-06-30 14:29:00,1
2019-07-01 03:04:00,1
2019-07-01 10:13:00,1
2019-07-01 17:59:00,1
2019-07-01 21:24:00,1
2019-07-02 01:27:00,1
2019-07-02 15:14:00,1
2019-07-02 15:22:00,1
2019-07-02 15:46:00,1
2019-07-02 18:58:00,1
2019-07-02 19:40:00,1
2019-07-03 10:12:00,1
2019-07-03 14:20:00,1
2019-07-05 12:06:00,1
2019-07-05 22:17:00,1
2019-07-06 02:34:00,1
2019-07-06 04:52:00,1
2019-07-06 08:11:00,1
2019-07-07 01:48:00,1
2019-07-07 04:33:00,1
2019-07-07 21:53:00,1
2019-07-08 05:40:00,1
2019-07-08 12:53:00,1
2019-07-08 17:53:00,1
2019-07-09 01:28:00,1
2019-07-12 03:30:00,1
2019-07-12 11:00:00,1
2019-07-12 19:09:00,1
2019-07-12 21:05:00,1
2019-07-13 05:01:00,1
2019-07-13 05:39:00,1
2019-07-13 06:19:00,1
2019-07-14 02:22:00,1
2019-07-14 08:31:00,1
2019-07-14 09:30:00,1
2019-07-14 09:50:00,1
2019-07-14 17:52:00,1
2019-07-14 19:44:00,1
2019-07-15 02:50:00,1
2019-07-15 14:11:00,1
2019-07-16 23:43:00,1
2019-07-18 07:52:00,1
2019-07-18 11:56:00,1
2019-07-18 23:59:00,1
2019-07-20 00:17:00,1
2019-07-20 00:29:00,1
2019-07-20 01:59:00,1
2019-07-20 04:42:00,1
2019-07-20 04:46:00,1
2019-07-20 05:17:00,1
2019-07-20 05:25:00,1
2019-07-21 06:51:00,1
2019-07-21 08:25:00,1
2019-07-21 11:03:00,1
2019-07-22 01:48:00,1
2019-07-22 05:25:00,1
2019-07-22 17:07:00,1
2019-07-23 15:35:00,1
2019-07-24 02:06:00,1
2019-07-24 08:07:00,1
2019-07-25 05:08:00,1
2019-07-25 21:36:00,1
2019-07-25 23:02:00,1
2019-07-27 17:33:00,1
2019-07-28 08:43:00,1
2019-07-28 22:01:00,1
2019-07-29 09:11:00,1
2019-07-29 16:04:00,1
2019-07-30 00:46:00,1
2019-07-30 03:35:00,1
2019-07-30 09:33:00,1
2019-07-30 10:48:00,1
2019-07-31 11:50:00,1
2019-07-31 12:43:00,1
2019-08-01 06:38:00,1
2019-08-03 13:08:00,1
2019-08-04 21:44:00,1
2019-08-04 23:24:00,1
2019-08-05 04:19:00,1
2019-08-05 15:18:00,1
2019-08-05 20:31:00,1
2019-08-06 02:36:00,1
2019-08-06 21:22:00,1
2019-08-07 15:47:00,1
2019-08-07 23:03:00,1
2019-08-08 00:21:00,1
2019-08-08 20:44:00,1
2019-08-09 05:59:00,1
2019-08-09 14:57:00,1
2019-08-09 17:55:00,1
2019-08-09 20:08:00,1
2019-08-11 01:10:00,1
2019-08-12 07:21:00,1
2019-08-12 17:01:00,1
2019-08-12 17:07:00,1
2019-08-12 17:22:00,1
2019-08-12 17:43:00,1
2019-08-12 17:44:00,1
2019-08-13 17:00:00,1
2019-08-13 19:08:00,1
2019-08-13 20:05:00,1
2019-08-14 22:44:00,1
2019-08-15 03:45:00,1
2019-08-16 07:03:00,1
2019-08-16 14:54:00,1
2019-08-16 20:37:00,1
2019-08-16 20:50:00,1
2019-08-16 23:26:00,1
2019-08-17 09:11:00,1
2019-08-17 20:03:00,1
2019-08-18 02:53:00,1
2019-08-19 08:39:00,1
2019-08-19 16:46:00,1
2019-08-20 23:01:00,1
2019-08-21 01:22:00,1
2019-08-21 04:39:00,1
2019-08-22 07:35:00,1
2019-08-22 18:39:00,1
2019-08-22 22:31:00,1
2019-08-23 01:39:00,1
2019-08-23 07:55:00,1
2019-08-23 11:13:00,1
2019-08-23 14:29:00,1
2019-08-23 22:58:00,1
2019-08-25 08:00:00,1
2019-08-27 22:56:00,1
2019-08-28 00:19:00,1
2019-08-28 11:32:00,1
2019-08-28 20:55:00,1
2019-08-30 05:27:00,1
2019-08-30 11:09:00,1
2019-08-31 00:35:00,1
2019-08-31 05:46:00,1
2019-08-31 18:37:00,1
2019-08-31 19:59:00,1
2019-08-31 20:51:00,1
2019-09-01 04:31:00,1
2019-09-01 07:54:00,1
2019-09-01 08:33:00,1
2019-09-01 11:06:00,1
2019-09-01 14:51:00,1
2019-09-01 17:07:00,1
2019-09-02 11:33:00,1
2019-09-02 18:18:00,1
2019-09-03 19:19:00,1
2019-09-05 08:27:00,1
2019-09-05 15:19:00,1
2019-09-05 22:29:00,1
2019-09-05 22:42:00,1
2019-09-05 23:00:00,1
2019-09-06 00:08:00,1
2019-09-06 00:16:00,1
2019-09-06 12:56:00,1
2019-09-06 21:53:00,1
2019-09-07 10:30:00,1
2019-09-07 17:40:00,1
2019-09-07 17:52:00,1
2019-09-08 08:37:00,1
2019-09-08 11:43:00,1
2019-09-08 17:10:00,1
2019-09-10 08:25:00,1
2019-09-10 08:42:00,1
2019-09-11 14:16:00,1
2019-09-11 22:29:00,1
2019-09-12 07:40:00,1
2019-09-12 09:11:00,1
2019-09-13 00:28:00,1
2019-09-13 05:04:00,1
2019-09-14 03:25:00,1
2019-09-14 17:54:00,1
2019-09-14 23:55:00,1
2019-09-15 06:19:00,1
2019-09-15 06:56:00,1
2019-09-15 08:02:00,1
2019-09-16 12:50:00,1
2019-09-16 18:02:00,1
2019-09-17 02:41:00,1
2019-09-17 03:09:00,1
2019-09-17 10:28:00,1
2019-09-17 11:46:00,1
2019-09-17 16:40:00,1
2019-09-18 11:43:00,1
2019-09-18 14:13:00,1
2019-09-18 14:23:00,1
2019-09-18 19:22:00,1
2019-09-18 23:34:00,1
2019-09-19 02:24:00,1
2019-09-19 10:36:00,1
2019-09-19 17:15:00,1
2019-09-20 00:52:00,1
2019-09-20 06:06:00,1
2019-09-20 10:12:00,1
2019-09-21 13:17:00,1
2019-09-23 04:18:00,1
2019-09-23 05:58:00,1
2019-09-23 20:29:00,1
2019-09-25 06:15:00,1
2019-09-25 07:39:00,1
2019-09-25 09:31:00,1
2019-09-25 10:06:00,1
2019-09-26 05:07:00,1
2019-09-26 06:15:00,1
2019-09-26 18:50:00,1
2019-09-27 14:22:00,1
2019-09-27 23:54:00,1
2019-09-28 04:43:00,1
2019-09-28 21:09:00,1
2019-09-29 08:35:00,1
2019-09-29 19:07:00,1
2019-09-29 22:29:00,1
2019-09-29 23:39:00,1
2019-09-30 01:44:00,1
2019-09-30 07:48:00,1
2019-09-30 10:30:00,1
2019-10-01 20:28:00,1
2019-10-02 07:15:00,1
2019-10-02 09:51:00,1
2019-10-03 09:20:00,1
2019-10-03 16:39:00,1
2019-10-03 20:12:00,1
2019-10-03 21:38:00,1
2019-10-04 02:36:00,1
2019-10-04 03:39:00,1
2019-10-04 08:19:00,1
2019-10-04 13:36:00,1
2019-10-04 16:35:00,1
2019-10-04 22:19:00,1
2019-10-05 12:17:00,1
2019-10-05 18:26:00,1
2019-10-07 07:17:00,1
2019-10-08 01:33:00,1
2019-10-08 03:40:00,1
2019-10-08 14:01:00,1
2019-10-08 19:48:00,1
2019-10-08 21:10:00,1
2019-10-09 04:43:00,1
2019-10-09 11:49:00,1
2019-10-09 17:22:00,1
2019-10-10 07:09:00,1
2019-10-10 13:08:00,1
2019-10-10 13:52:00,1
2019-10-11 04:20:00,1
2019-10-12 09:15:00,1
2019-10-13 01:41:00,1
2019-10-13 12:58:00,1
2019-10-14 02:10:00,1
2019-10-14 02:51:00,1
2019-10-14 04:59:00,1
2019-10-15 14:44:00,1
2019-10-17 00:31:00,1
2019-10-17 05:10:00,1
2019-10-17 13:02:00,1
2019-10-17 19:15:00,1
2019-10-18 00:05:00,1
2019-10-18 14:32:00,1
2019-10-19 09:48:00,1
2019-10-19 20:08:00,1
2019-10-21 00:17:00,1
2019-10-21 02:36:00,1
2019-10-21 10:59:00,1
2019-10-21 13:13:00,1
2019-10-22 03:48:00,1
2019-10-22 04:57:00,1
2019-10-22 06:02:00,1
2019-10-22 07:07:00,1
2019-10-22 10:02:00,1
2019-10-22 15:00:00,1
2019-10-22 19:59:00,1
2019-10-22 20:22:00,1
2019-10-22 20:58:00,1
2019-10-22 21:09:00,1
2019-10-22 21:30:00,1
2019-10-22 23:51:00,1
2019-10-23 00:02:00,1
2019-10-23 00:12:00,1
2019-10-23 07:30:00,1
2019-10-23 09:47:00,1
2019-10-23 09:59:00,1
2019-10-23 14:48:00,1
2019-10-23 20:59:00,1
2019-10-23 23:13:00,1
2019-10-24 03:27:00,1
2019-10-24 06:33:00,1
2019-10-24 09:42:00,1
2019-10-24 11:28:00,1
2019-10-24 13:12:00,1
2019-10-24 13:50:00,1
2019-10-24 15:20:00,1
2019-10-24 16:30:00,1
2019-10-24 21:26:00,1
2019-10-24 21:37:00,1
2019-10-25 00:12:00,1
2019-10-25 00:35:00,1
2019-10-25 00:43:00,1
2019-10-25 10:27:00,1
2019-10-26 05:54:00,1
2019-10-26 15:06:00,1
2019-10-26 16:41:00,1
2019-10-26 18:02:00,1
2019-10-26 19:34:00,1
2019-10-27 10:08:00,1
2019-10-29 16:30:00,1
2019-10-29 18:32:00,1
2019-10-29 21:00:00,1
2019-10-30 10:01:00,1
2019-10-30 20:51:00,1
2019-10-30 22:20:00,1
2019-10-30 23:41:00,1
2019-10-31 04:05:00,1
2019-11-01 05:25:00,1
2019-11-01 09:11:00,1
2019-11-02 00:15:00,1
2019-11-02 01:00:00,1
2019-11-02 06:20:00,1
2019-11-02 07:03:00,1
2019-11-02 10:00:00,1
2019-11-02 10:20:00,1
2019-11-02 21:33:00,1
2019-11-04 03:30:00,1
2019-11-04 08:30:00,1
2019-11-04 13:56:00,1
2019-11-04 16:42:00,1
2019-11-05 05:45:00,1
2019-11-06 03:17:00,1
2019-11-07 02:00:00,1
2019-11-07 06:21:00,1
2019-11-08 19:12:00,1
2019-11-08 21:12:00,1
2019-11-09 09:34:00,1
2019-11-09 16:39:00,1
2019-11-09 17:28:00,1
2019-11-10 11:25:00,1
2019-11-10 13:36:00,1
2019-11-13 05:33:00,1
2019-11-13 19:15:00,1
2019-11-13 20:28:00,1
2019-11-14 02:11:00,1
2019-11-14 07:14:00,1
2019-11-14 11:26:00,1
2019-11-14 12:25:00,1
2019-11-14 17:49:00,1
2019-11-14 19:54:00,1
2019-11-14 19:55:00,1
2019-11-15 02:51:00,1
2019-11-15 03:52:00,1
2019-11-15 15:51:00,1
2019-11-16 06:15:00,1
2019-11-16 06:35:00,1
2019-11-16 13:00:00,1
2019-11-17 10:13:00,1
2019-11-17 22:23:00,1
2019-11-18 01:57:00,1
2019-11-18 06:56:00,1
2019-11-18 18:45:00,1
2019-11-18 23:00:00,1
2019-11-19 18:14:00,1
2019-11-19 19:21:00,1
2019-11-20 04:41:00,1
2019-11-20 12:27:00,1
2019-11-21 10:06:00,1
2019-11-21 20:05:00,1
2019-11-21 21:25:00,1
2019-11-22 08:53:00,1
2019-11-22 15:24:00,1
2019-11-22 18:38:00,1
2019-11-23 00:28:00,1
2019-11-23 00:45:00,1
2019-11-23 05:45:00,1
2019-11-23 16:50:00,1
2019-11-24 17:46:00,1
2019-11-26 02:59:00,1
2019-11-27 09:48:00,1
2019-11-27 12:48:00,1
2019-11-29 02:21:00,1
2019-11-29 15:27:00,1
2019-11-30 02:35:00,1
2019-11-30 22:40:00,1
2019-12-01 00:26:00,1
2019-12-01 08:00:00,1
2019-12-01 13:54:00,1
2019-12-01 20:16:00,1
2019-12-03 01:05:00,1
2019-12-03 02:39:00,1
2019-12-03 07:46:00,1
2019-12-03 08:22:00,1
2019-12-03 08:25:00,1
2019-12-04 07:50:00,1
2019-12-04 09:21:00,1
2019-12-04 10:56:00,1
2019-12-04 11:10:00,1
2019-12-04 23:21:00,1
2019-12-05 00:14:00,1
2019-12-05 01:04:00,1
2019-12-05 01:48:00,1
2019-12-05 02:10:00,1
2019-12-05 02:59:00,1
2019-12-05 05:09:00,1
2019-12-05 10:29:00,1
2019-12-05 10:58:00,1
2019-12-05 11:05:00,1
2019-12-05 11:07:00,1
2019-12-05 15:03:00,1
2019-12-05 19:08:00,1
2019-12-05 20:14:00,1
2019-12-05 20:53:00,1
2019-12-06 08:59:00,1
2019-12-06 10:41:00,1
2019-12-06 11:14:00,1
2019-12-06 14:26:00,1
2019-12-06 19:11:00,1
2019-12-06 19:45:00,1
2019-12-06 22:44:00,1
2019-12-07 08:40:00,1
2019-12-07 13:33:00,1
2019-12-07 13:49:00,1
2019-12-07 14:08:00,1
2019-12-07 17:27:00,1
2019-12-07 21:23:00,1
2019-12-07 22:54:00,1
2019-12-07 22:56:00,1
2019-12-07 22:57:00,1
2019-12-07 22:59:00,1
2019-12-08 03:12:00,1
2019-12-08 08:02:00,1
2019-12-08 08:06:00,2
2019-12-08 15:15:00,1
2019-12-08 16:53:00,2
2019-12-08 22:20:00,1
2019-12-08 23:41:00,1
2019-12-09 02:03:00,2
2019-12-09 07:06:00,1
2019-12-09 07:57:00,1
2019-12-09 10:52:00,1
2019-12-09 10:54:00,1
2019-12-09 20:02:00,2
2019-12-09 21:32:00,1
2019-12-10 18:19:00,1
2019-12-11 10:42:00,1
2019-12-11 12:50:00,1
2019-12-11 19:16:00,1
2019-12-12 00:43:00,1
2019-12-12 01:50:00,1
2019-12-12 06:44:00,1
2019-12-12 14:25:00,1
2019-12-13 07:04:00,1
2019-12-13 10:25:00,1
2019-12-13 11:50:00,1
2019-12-13 12:56:00,1
2019-12-13 13:46:00,1
2019-12-14 13:40:00,1
2019-12-14 16:44:00,1
2019-12-15 04:51:00,1
