288928,"select p.ra, p.dec, p.type, p.insidemask, p.flags_g, p.flags_i, p.flags_r, p.cModelMag_u, p.cModelMagErr_u, p.cModelMag_g, p.cModelMagErr_g, p.cModelMag_r, p.cModelMagErr_r, p.cModelMag_i, p.cModelMagErr_i, p.cModelMag_z, p.cModelMagErr_z from Galaxy p join dbo.fGetNearbyObjEq (#, #, #) r on p.ObjID = r.ObjID"
2019-01-13 11:35:00,37
2019-01-13 11:36:00,37
2019-01-13 11:37:00,37
2019-01-13 11:38:00,44
2019-01-13 11:39:00,46
2019-01-13 11:40:00,45
2019-01-13 11:41:00,45
2019-01-13 11:42:00,42
2019-01-13 11:43:00,41
2019-01-13 11:44:00,49
2019-01-13 11:45:00,47
2019-01-13 11:46:00,46
2019-01-13 11:47:00,40
2019-01-13 11:48:00,38
2019-01-13 11:49:00,41
2019-01-13 11:50:00,46
2019-01-13 11:51:00,44
2019-01-13 11:52:00,39
2019-01-13 11:53:00,38
2019-01-13 11:54:00,40
2019-01-13 11:55:00,41
2019-01-13 11:56:00,41
2019-01-13 11:57:00,46
2019-01-13 11:58:00,47
2019-01-13 11:59:00,45
2019-01-13 12:00:00,46
2019-01-13 12:01:00,47
2019-01-13 12:02:00,45
2019-01-13 12:03:00,45
2019-01-13 12:04:00,46
2019-01-13 12:05:00,41
2019-01-13 12:06:00,36
2019-01-13 12:07:00,37
2019-01-13 12:08:00,38
2019-01-13 12:09:00,43
2019-01-13 12:10:00,45
2019-01-13 12:11:00,45
2019-01-13 12:12:00,49
2019-01-13 12:13:00,45
2019-01-13 12:14:00,42
2019-01-13 12:15:00,35
2019-01-13 12:16:00,32
2019-01-13 12:17:00,32
2019-01-13 12:18:00,35
2019-01-13 12:19:00,47
2019-01-13 12:20:00,46
2019-01-13 12:21:00,48
2019-01-13 12:22:00,42
2019-01-13 12:23:00,40
2019-01-13 12:24:00,47
2019-01-13 12:25:00,46
2019-01-13 12:26:00,48
2019-01-13 12:27:00,52
2019-01-13 12:28:00,53
2019-01-13 12:29:00,44
2019-01-13 12:30:00,33
2019-01-13 12:31:00,36
2019-01-13 12:32:00,34
2019-01-13 12:33:00,39
2019-01-13 12:34:00,49
2019-01-13 12:35:00,47
2019-01-13 12:36:00,37
2019-01-13 12:37:00,32
2019-01-13 12:38:00,34
2019-01-13 12:39:00,31
2019-01-13 12:40:00,31
2019-01-13 12:41:00,28
2019-01-13 12:42:00,31
2019-01-13 12:43:00,32
2019-01-13 12:44:00,29
2019-01-13 12:45:00,26
2019-01-13 12:46:00,28
2019-01-13 12:47:00,28
2019-01-13 12:48:00,29
2019-01-13 12:49:00,46
2019-01-13 12:50:00,44
2019-01-13 12:51:00,44
2019-01-13 12:52:00,35
2019-01-13 12:53:00,34
2019-01-13 12:54:00,36
2019-01-13 12:55:00,40
2019-01-13 12:56:00,37
2019-01-13 12:57:00,37
2019-01-13 12:58:00,38
2019-01-13 12:59:00,36
2019-01-13 13:00:00,37
2019-01-13 13:01:00,35
2019-01-13 13:02:00,48
2019-01-13 13:03:00,50
2019-01-13 13:04:00,49
2019-01-13 13:05:00,48
2019-01-13 13:06:00,46
2019-01-13 13:07:00,46
2019-01-13 13:08:00,41
2019-01-13 13:09:00,46
2019-01-13 13:10:00,46
2019-01-13 13:11:00,48
2019-01-13 13:12:00,36
2019-01-13 13:13:00,29
2019-01-13 13:14:00,31
2019-01-13 13:15:00,30
2019-01-13 13:16:00,31
2019-01-13 13:17:00,26
2019-01-13 13:18:00,27
2019-01-13 13:19:00,27
2019-01-13 13:20:00,26
2019-01-13 13:21:00,35
2019-01-13 13:22:00,37
2019-01-13 13:23:00,34
2019-01-13 13:24:00,42
2019-01-13 13:25:00,47
2019-01-13 13:26:00,49
2019-01-13 13:27:00,48
2019-01-13 13:28:00,48
2019-01-13 13:29:00,45
2019-01-13 13:30:00,48
2019-01-13 13:31:00,47
2019-01-13 13:32:00,45
2019-01-13 13:33:00,40
2019-01-13 13:34:00,39
2019-01-13 13:35:00,40
2019-01-13 13:36:00,41
2019-01-13 13:37:00,42
2019-01-13 13:38:00,35
2019-01-13 13:39:00,21
2019-01-13 13:40:00,21
2019-01-13 13:41:00,23
2019-01-13 13:42:00,23
2019-01-13 13:43:00,22
2019-01-13 13:44:00,45
2019-01-13 13:45:00,48
2019-01-13 13:46:00,48
2019-01-13 13:47:00,47
2019-01-13 13:48:00,44
2019-01-13 13:49:00,45
2019-01-13 13:50:00,42
2019-01-13 13:51:00,41
2019-01-13 13:52:00,40
2019-01-13 13:53:00,33
2019-01-13 13:54:00,38
2019-01-13 13:55:00,35
2019-01-13 13:56:00,27
2019-01-13 13:57:00,25
2019-01-13 13:58:00,27
2019-01-13 13:59:00,28
2019-01-13 14:00:00,25
2019-01-13 14:01:00,37
2019-01-13 14:02:00,48
2019-01-13 14:03:00,49
2019-01-13 14:04:00,39
2019-01-13 14:05:00,31
2019-01-13 14:06:00,33
2019-01-13 14:07:00,36
2019-01-13 14:08:00,43
2019-01-13 14:09:00,44
2019-01-13 14:10:00,45
2019-01-13 14:11:00,38
2019-01-13 14:12:00,39
2019-01-13 14:13:00,41
2019-01-13 14:14:00,43
2019-01-13 14:15:00,45
2019-01-13 14:16:00,44
2019-01-13 14:17:00,47
2019-01-13 14:18:00,45
2019-01-13 14:19:00,47
2019-01-13 14:20:00,41
2019-01-13 14:21:00,38
2019-01-13 14:22:00,38
2019-01-13 14:23:00,49
2019-01-13 14:24:00,46
2019-01-13 14:25:00,42
2019-01-13 14:26:00,30
2019-01-13 14:27:00,28
2019-01-13 14:28:00,31
2019-01-13 14:29:00,49
2019-01-13 14:30:00,49
2019-01-13 14:31:00,47
2019-01-13 14:32:00,45
2019-01-13 14:33:00,47
2019-01-13 14:34:00,49
2019-01-13 14:35:00,47
2019-01-13 14:36:00,49
2019-01-13 14:37:00,45
2019-01-13 14:38:00,47
2019-01-13 14:39:00,46
2019-01-13 14:40:00,47
2019-01-13 14:41:00,47
2019-01-13 14:42:00,46
2019-01-13 14:43:00,49
2019-01-13 14:44:00,49
2019-01-13 14:45:00,35
2019-01-13 14:46:00,34
2019-01-13 14:47:00,36
2019-01-13 14:48:00,38
2019-01-13 14:49:00,36
2019-01-13 14:50:00,37
2019-01-13 14:51:00,35
2019-01-13 14:52:00,33
2019-01-13 14:53:00,34
2019-01-13 14:54:00,33
2019-01-13 14:55:00,48
2019-01-13 14:56:00,46
2019-01-13 14:57:00,47
2019-01-13 14:58:00,46
2019-01-13 14:59:00,45
2019-01-13 15:00:00,25
2019-01-13 15:01:00,18
2019-01-13 15:02:00,19
2019-01-13 15:03:00,17
2019-01-13 15:04:00,18
2019-01-13 15:05:00,18
2019-01-13 15:06:00,35
2019-01-13 15:07:00,39
2019-01-13 15:08:00,38
2019-01-13 15:09:00,38
2019-01-13 15:10:00,37
2019-01-13 15:11:00,38
2019-01-13 15:12:00,37
2019-01-13 15:13:00,20
2019-01-13 15:14:00,16
2019-01-13 15:15:00,19
2019-01-13 15:16:00,19
2019-01-13 15:17:00,20
2019-01-13 15:18:00,17
2019-01-13 15:19:00,16
2019-01-13 15:20:00,31
2019-01-13 15:21:00,38
2019-01-13 15:22:00,36
2019-01-13 15:23:00,37
2019-01-13 15:24:00,43
2019-01-13 15:25:00,44
2019-01-13 15:26:00,46
2019-01-13 15:27:00,47
2019-01-13 15:28:00,46
2019-01-13 15:29:00,46
2019-01-13 15:30:00,45
2019-01-13 15:31:00,48
2019-01-13 15:32:00,47
2019-01-13 15:33:00,43
2019-01-13 15:34:00,43
2019-01-13 15:35:00,42
2019-01-13 15:36:00,39
2019-01-13 15:37:00,42
2019-01-13 15:38:00,46
2019-01-13 15:39:00,45
2019-01-13 15:40:00,45
2019-01-13 15:41:00,45
2019-01-13 15:42:00,47
2019-01-13 15:43:00,39
2019-01-13 15:44:00,36
2019-01-13 15:45:00,35
2019-01-13 15:46:00,36
2019-01-13 15:47:00,34
2019-01-13 15:48:00,35
2019-01-13 15:49:00,34
2019-01-13 15:50:00,42
2019-01-13 15:51:00,42
2019-01-13 15:52:00,41
2019-01-13 15:53:00,48
2019-01-13 15:54:00,48
2019-01-13 15:55:00,31
2019-01-13 15:56:00,19
2019-01-13 15:57:00,16
2019-01-13 15:58:00,19
2019-01-13 15:59:00,18
2019-01-13 16:00:00,17
2019-01-13 16:01:00,37
2019-01-13 16:02:00,48
2019-01-13 16:03:00,47
2019-01-13 16:04:00,43
2019-01-13 16:05:00,44
2019-01-13 16:06:00,42
2019-01-13 16:07:00,39
2019-01-13 16:08:00,37
2019-01-13 16:09:00,36
2019-01-13 16:10:00,38
2019-01-13 16:11:00,47
2019-01-13 16:12:00,43
2019-01-13 16:13:00,41
2019-01-13 16:14:00,29
2019-01-13 16:15:00,27
2019-01-13 16:16:00,31
2019-01-13 16:17:00,30
2019-01-13 16:18:00,40
2019-01-13 16:19:00,44
2019-01-13 16:20:00,45
2019-01-13 16:21:00,35
2019-01-13 16:22:00,36
2019-01-13 16:23:00,35
2019-01-13 16:24:00,45
2019-01-13 16:25:00,48
2019-01-13 16:26:00,45
2019-01-13 16:27:00,36
2019-01-13 16:28:00,34
2019-01-13 16:29:00,37
2019-01-13 16:30:00,42
2019-01-13 16:31:00,48
2019-01-13 16:32:00,47
2019-01-13 16:33:00,45
2019-01-13 16:34:00,48
2019-01-13 16:35:00,37
2019-01-13 16:36:00,37
2019-01-13 16:37:00,35
2019-01-13 16:38:00,33
2019-01-13 16:39:00,22
2019-01-13 16:40:00,21
2019-01-13 16:41:00,18
2019-01-13 16:42:00,20
2019-01-13 16:43:00,20
2019-01-13 16:44:00,23
2019-01-13 16:45:00,37
2019-01-13 16:46:00,35
2019-01-13 16:47:00,35
2019-01-13 16:48:00,34
2019-01-13 16:49:00,33
2019-01-13 16:50:00,34
2019-01-13 16:51:00,32
2019-01-13 16:52:00,41
2019-01-13 16:53:00,42
2019-01-13 16:54:00,43
2019-01-13 16:55:00,43
2019-01-13 16:56:00,40
2019-01-13 16:57:00,40
2019-01-13 16:58:00,40
2019-01-13 16:59:00,41
2019-01-13 17:00:00,36
2019-01-13 17:01:00,38
2019-01-13 17:02:00,35
2019-01-13 17:03:00,29
2019-01-13 17:04:00,29
2019-01-13 17:05:00,29
2019-01-13 17:06:00,34
2019-01-13 17:07:00,47
2019-01-13 17:08:00,48
2019-01-13 17:09:00,41
2019-01-13 17:10:00,25
2019-01-13 17:11:00,27
2019-01-13 17:12:00,28
2019-01-13 17:13:00,27
2019-01-13 17:14:00,45
2019-01-13 17:15:00,48
2019-01-13 17:16:00,47
2019-01-13 17:17:00,42
2019-01-13 17:18:00,43
2019-01-13 17:19:00,41
2019-01-13 17:20:00,39
2019-01-13 17:21:00,39
2019-01-13 17:22:00,37
2019-01-13 17:23:00,43
2019-01-13 17:24:00,44
2019-01-13 17:25:00,43
2019-01-13 17:26:00,41
2019-01-13 17:27:00,40
2019-01-13 17:28:00,38
2019-01-13 17:29:00,38
2019-01-13 17:30:00,32
2019-01-13 17:31:00,32
2019-01-13 17:32:00,32
2019-01-13 17:33:00,45
2019-01-13 17:34:00,44
2019-01-13 17:35:00,45
2019-01-13 17:36:00,38
2019-01-13 17:37:00,40
2019-01-13 17:38:00,40
2019-01-13 17:39:00,16
2019-01-13 17:40:00,16
2019-01-13 17:41:00,16
2019-01-13 17:42:00,13
2019-01-13 17:43:00,16
2019-01-13 17:44:00,14
2019-01-13 17:45:00,16
2019-01-13 17:46:00,28
2019-01-13 17:47:00,40
2019-01-13 17:48:00,39
2019-01-13 17:49:00,48
2019-01-13 17:50:00,49
2019-01-13 17:51:00,46
2019-01-13 17:52:00,36
2019-01-13 17:53:00,35
2019-01-13 17:54:00,35
2019-01-13 17:55:00,38
2019-01-13 17:56:00,36
2019-01-13 17:57:00,39
2019-01-13 17:58:00,41
2019-01-13 17:59:00,39
2019-01-13 18:00:00,39
2019-01-13 18:01:00,35
2019-01-13 18:02:00,35
2019-01-13 18:03:00,35
2019-01-13 18:04:00,40
2019-01-13 18:05:00,43
2019-01-13 18:06:00,41
2019-01-13 18:07:00,46
2019-01-13 18:08:00,45
2019-01-13 18:09:00,48
2019-01-13 18:10:00,37
2019-01-13 18:11:00,37
2019-01-13 18:12:00,37
2019-01-13 18:13:00,38
2019-01-13 18:14:00,37
2019-01-13 18:15:00,38
2019-01-13 18:16:00,36
2019-01-13 18:17:00,31
2019-01-13 18:18:00,27
2019-01-13 18:19:00,29
2019-01-13 18:20:00,27
2019-01-13 18:21:00,55
2019-01-13 18:22:00,54
2019-01-13 18:23:00,36
2019-01-13 18:24:00,34
2019-01-13 18:25:00,36
2019-01-13 18:26:00,40
2019-01-13 18:27:00,48
2019-01-13 18:28:00,47
2019-01-13 18:29:00,48
2019-01-13 18:30:00,45
2019-01-13 18:31:00,49
2019-01-13 18:32:00,51
2019-01-13 18:33:00,52
2019-01-13 18:34:00,46
2019-01-13 18:35:00,46
2019-01-13 18:36:00,45
2019-01-13 18:37:00,41
2019-01-13 18:38:00,40
2019-01-13 18:39:00,38
2019-01-13 18:40:00,40
2019-01-13 18:41:00,40
2019-01-13 18:42:00,35
2019-01-13 18:43:00,23
2019-01-13 18:44:00,47
2019-01-13 18:45:00,45
2019-01-13 18:46:00,19
2019-01-13 18:47:00,6
2019-01-13 18:48:00,2
2019-01-13 18:49:00,12
2019-01-13 18:50:00,16
2019-01-13 18:51:00,16
2019-01-13 18:52:00,17
2019-01-13 18:53:00,17
2019-01-13 18:54:00,18
2019-01-13 18:55:00,35
2019-01-13 18:56:00,34
2019-01-13 18:57:00,36
2019-01-13 18:58:00,38
2019-01-13 18:59:00,39
2019-01-13 19:00:00,37
2019-01-13 19:01:00,37
2019-01-13 19:02:00,35
2019-01-13 19:03:00,31
2019-01-13 19:04:00,33
2019-01-13 19:05:00,32
2019-01-13 19:06:00,25
2019-01-13 19:07:00,21
2019-01-13 19:08:00,17
2019-01-13 19:09:00,21
2019-01-13 19:10:00,20
2019-01-13 19:11:00,19
2019-01-13 19:12:00,29
2019-01-13 19:13:00,47
2019-01-13 19:14:00,47
2019-01-13 19:15:00,32
2019-01-13 19:16:00,25
2019-01-13 19:17:00,18
2019-01-13 19:18:00,3
2019-01-13 19:19:00,4
2019-01-13 19:20:00,4
2019-01-13 19:21:00,3
2019-01-13 19:22:00,4
2019-01-13 19:23:00,4
2019-01-13 19:24:00,3
2019-01-13 19:25:00,4
2019-01-13 19:26:00,3
2019-01-13 19:27:00,4
2019-01-13 19:28:00,4
2019-01-13 19:29:00,4
2019-01-13 19:30:00,7
2019-01-13 19:31:00,8
2019-01-13 19:32:00,6
2019-01-13 19:33:00,7
2019-01-13 19:34:00,5
2019-01-13 19:35:00,8
2019-01-13 19:36:00,8
2019-01-13 19:37:00,8
2019-01-13 19:38:00,5
2019-01-13 19:39:00,6
2019-01-13 19:40:00,8
2019-01-13 19:41:00,6
2019-01-13 19:42:00,6
2019-01-13 19:43:00,8
2019-01-13 19:44:00,6
2019-01-13 19:45:00,6
2019-01-13 19:46:00,6
2019-01-13 19:47:00,7
2019-01-13 19:48:00,10
2019-01-13 19:49:00,15
2019-01-13 19:50:00,15
2019-01-13 19:51:00,13
2019-01-13 19:52:00,13
2019-01-13 19:53:00,13
2019-01-13 19:54:00,13
2019-01-13 19:55:00,14
2019-01-13 19:56:00,14
2019-01-13 19:57:00,16
2019-01-13 19:58:00,14
2019-01-13 19:59:00,15
2019-01-13 20:00:00,15
2019-01-13 20:01:00,15
2019-01-13 20:02:00,15
2019-01-13 20:03:00,15
2019-01-13 20:04:00,10
2019-01-13 20:05:00,10
2019-01-13 20:06:00,6
2019-01-13 20:07:00,11
2019-01-13 20:08:00,12
2019-01-13 20:09:00,13
2019-01-13 20:10:00,16
2019-01-13 20:11:00,17
2019-01-13 20:12:00,12
2019-01-13 20:13:00,11
2019-01-13 20:14:00,12
2019-01-13 20:15:00,12
2019-01-13 20:16:00,28
2019-01-13 20:17:00,36
2019-01-13 20:18:00,37
2019-01-13 20:19:00,38
2019-01-13 20:20:00,24
2019-01-13 20:21:00,22
2019-01-13 20:22:00,21
2019-01-13 20:23:00,21
2019-01-13 20:24:00,20
2019-01-13 20:25:00,28
2019-01-13 20:26:00,42
2019-01-13 20:27:00,40
2019-01-13 20:28:00,42
2019-01-13 20:29:00,44
2019-01-13 20:30:00,43
2019-01-13 20:31:00,34
2019-01-13 20:32:00,36
2019-01-13 20:33:00,33
2019-01-13 20:34:00,39
2019-01-13 20:35:00,40
2019-01-13 20:36:00,42
2019-01-13 20:37:00,44
2019-01-13 20:38:00,47
2019-01-13 20:39:00,44
2019-01-13 20:40:00,46
2019-01-13 20:41:00,46
2019-01-13 20:42:00,45
2019-01-13 20:43:00,41
2019-01-13 20:44:00,40
2019-01-13 20:45:00,39
2019-01-13 20:46:00,38
2019-01-13 20:47:00,36
2019-01-13 20:48:00,34
2019-01-13 20:49:00,36
2019-01-13 20:50:00,44
2019-01-13 20:51:00,51
2019-01-13 20:52:00,37
2019-01-13 20:53:00,39
2019-01-13 20:54:00,40
2019-01-13 20:55:00,43
2019-01-13 20:56:00,43
2019-01-13 20:57:00,40
2019-01-13 20:58:00,38
2019-01-13 20:59:00,36
2019-01-13 21:00:00,37
2019-01-13 21:01:00,46
2019-01-13 21:02:00,45
2019-01-13 21:03:00,46
2019-01-13 21:04:00,46
2019-01-13 21:05:00,46
2019-01-13 21:06:00,46
2019-01-13 21:07:00,43
2019-01-13 21:08:00,45
2019-01-13 21:09:00,45
2019-01-13 21:10:00,46
2019-01-13 21:11:00,44
2019-01-13 21:12:00,48
2019-01-13 21:13:00,46
2019-01-13 21:14:00,46
2019-01-13 21:15:00,45
2019-01-13 21:16:00,43
2019-01-13 21:17:00,40
2019-01-13 21:18:00,34
2019-01-13 21:19:00,35
2019-01-13 21:20:00,33
2019-01-13 21:21:00,38
2019-01-13 21:22:00,36
2019-01-13 21:23:00,37
2019-01-13 21:24:00,40
2019-01-13 21:25:00,46
2019-01-13 21:26:00,45
2019-01-13 21:27:00,45
2019-01-13 21:28:00,44
2019-01-13 21:29:00,45
2019-01-13 21:30:00,42
2019-01-13 21:31:00,43
2019-01-13 21:32:00,44
2019-01-13 21:33:00,44
2019-01-13 21:34:00,45
2019-01-13 21:35:00,45
2019-01-13 21:36:00,39
2019-01-13 21:37:00,37
2019-01-13 21:38:00,41
2019-01-13 21:39:00,44
2019-01-13 21:40:00,44
2019-01-13 21:41:00,37
2019-01-13 21:42:00,35
2019-01-13 21:43:00,33
2019-01-13 21:44:00,35
2019-01-13 21:45:00,38
2019-01-13 21:46:00,38
2019-01-13 21:47:00,39
2019-01-13 21:48:00,41
2019-01-13 21:49:00,44
2019-01-13 21:50:00,44
2019-01-13 21:51:00,45
2019-01-13 21:52:00,42
2019-01-13 21:53:00,43
2019-01-13 21:54:00,43
2019-01-13 21:55:00,44
2019-01-13 21:56:00,45
2019-01-13 21:57:00,46
2019-01-13 21:58:00,44
2019-01-13 21:59:00,45
2019-01-13 22:00:00,45
2019-01-13 22:01:00,46
2019-01-13 22:02:00,46
2019-01-13 22:03:00,44
2019-01-13 22:04:00,44
2019-01-13 22:05:00,42
2019-01-13 22:06:00,34
2019-01-13 22:07:00,32
2019-01-13 22:08:00,33
2019-01-13 22:09:00,44
2019-01-13 22:10:00,44
2019-01-13 22:11:00,45
2019-01-13 22:12:00,47
2019-01-13 22:13:00,47
2019-01-13 22:14:00,33
2019-01-13 22:15:00,12
2019-01-13 22:16:00,13
2019-01-13 22:17:00,13
2019-01-13 22:18:00,13
2019-01-13 22:19:00,12
2019-01-13 22:20:00,13
2019-01-13 22:21:00,12
2019-01-13 22:22:00,34
2019-01-13 22:23:00,36
2019-01-13 22:24:00,36
2019-01-13 22:25:00,44
2019-01-13 22:26:00,47
2019-01-13 22:27:00,47
2019-01-13 22:28:00,32
2019-01-13 22:29:00,26
2019-01-13 22:30:00,25
2019-01-13 22:31:00,26
2019-01-13 22:32:00,29
2019-01-13 22:33:00,44
2019-01-13 22:34:00,47
2019-01-13 22:35:00,46
2019-01-13 22:36:00,45
2019-01-13 22:37:00,46
2019-01-13 22:38:00,44
2019-01-13 22:39:00,44
2019-01-13 22:40:00,44
2019-01-13 22:41:00,44
2019-01-13 22:42:00,45
2019-01-13 22:43:00,44
2019-01-13 22:44:00,47
2019-01-13 22:45:00,46
2019-01-13 22:46:00,46
2019-01-13 22:47:00,36
2019-01-13 22:48:00,36
2019-01-13 22:49:00,36
2019-01-13 22:50:00,36
2019-01-13 22:51:00,45
2019-01-13 22:52:00,45
2019-01-13 22:53:00,43
2019-01-13 22:54:00,35
2019-01-13 22:55:00,36
2019-01-13 22:56:00,37
2019-01-13 22:57:00,43
2019-01-13 22:58:00,44
2019-01-13 22:59:00,44
2019-01-13 23:00:00,46
2019-01-13 23:01:00,45
2019-01-13 23:02:00,44
2019-01-13 23:03:00,38
2019-01-13 23:04:00,40
2019-01-13 23:05:00,46
2019-01-13 23:06:00,27
2019-01-13 23:07:00,45
2019-01-13 23:08:00,44
2019-01-13 23:09:00,44
2019-01-13 23:10:00,43
2019-01-13 23:11:00,37
2019-01-13 23:12:00,39
2019-01-13 23:13:00,39
2019-01-13 23:14:00,23
2019-01-13 23:15:00,23
2019-01-13 23:16:00,22
2019-01-13 23:17:00,22
2019-01-13 23:18:00,21
2019-01-13 23:19:00,43
2019-01-13 23:20:00,51
2019-01-13 23:21:00,45
2019-01-13 23:22:00,37
2019-01-13 23:23:00,36
2019-01-13 23:24:00,39
2019-01-13 23:25:00,41
2019-01-13 23:26:00,42
2019-01-13 23:27:00,43
2019-01-13 23:28:00,47
2019-01-13 23:29:00,46
2019-01-13 23:30:00,39
2019-01-13 23:31:00,38
2019-01-13 23:32:00,37
2019-01-13 23:33:00,38
2019-01-13 23:34:00,46
2019-01-13 23:35:00,45
2019-01-13 23:36:00,44
2019-01-13 23:37:00,33
2019-01-13 23:38:00,32
2019-01-13 23:39:00,31
2019-01-13 23:40:00,33
2019-01-13 23:41:00,31
2019-01-13 23:42:00,30
2019-01-13 23:43:00,29
2019-01-13 23:44:00,40
2019-01-13 23:45:00,47
2019-01-13 23:46:00,46
2019-01-13 23:47:00,48
2019-01-13 23:48:00,48
2019-01-13 23:49:00,48
2019-01-13 23:50:00,45
2019-01-13 23:51:00,45
2019-01-13 23:52:00,47
2019-01-13 23:53:00,46
2019-01-13 23:54:00,45
2019-01-13 23:55:00,44
2019-01-13 23:56:00,45
2019-01-13 23:57:00,44
2019-01-13 23:58:00,34
2019-01-13 23:59:00,18
2019-01-14 00:00:00,17
2019-01-14 00:01:00,17
2019-01-14 00:02:00,17
2019-01-14 00:03:00,16
2019-01-14 00:04:00,27
2019-01-14 00:05:00,38
2019-01-14 00:06:00,28
2019-01-14 00:07:00,38
2019-01-14 00:08:00,41
2019-01-14 00:09:00,42
2019-01-14 00:10:00,42
2019-01-14 00:11:00,44
2019-01-14 00:12:00,46
2019-01-14 00:13:00,45
2019-01-14 00:14:00,47
2019-01-14 00:15:00,46
2019-01-14 00:16:00,45
2019-01-14 00:17:00,46
2019-01-14 00:18:00,46
2019-01-14 00:19:00,47
2019-01-14 00:20:00,46
2019-01-14 00:21:00,46
2019-01-14 00:22:00,43
2019-01-14 00:23:00,42
2019-01-14 00:24:00,43
2019-01-14 00:25:00,34
2019-01-14 00:26:00,7
2019-01-14 00:45:00,25
2019-01-14 00:46:00,52
2019-01-14 00:47:00,53
2019-01-14 00:48:00,56
2019-01-14 00:49:00,60
2019-01-14 00:50:00,55
2019-01-14 00:51:00,66
2019-01-14 00:52:00,61
2019-01-14 00:53:00,68
2019-01-14 00:54:00,70
2019-01-14 00:55:00,67
2019-01-14 00:56:00,70
2019-01-14 00:57:00,67
2019-01-14 00:58:00,75
2019-01-14 00:59:00,64
2019-01-14 01:00:00,76
2019-01-14 01:01:00,70
2019-01-14 01:02:00,75
2019-01-14 01:03:00,72
2019-01-14 01:04:00,72
2019-01-14 01:05:00,67
2019-01-14 01:06:00,72
2019-01-14 01:07:00,79
2019-01-14 01:08:00,78
2019-01-14 01:09:00,82
2019-01-14 01:10:00,82
2019-01-14 01:11:00,79
2019-01-14 01:12:00,83
2019-01-14 01:13:00,74
2019-01-14 01:14:00,79
2019-01-14 01:15:00,73
2019-01-14 01:16:00,74
2019-01-14 01:17:00,81
2019-01-14 01:18:00,75
2019-01-14 01:19:00,80
2019-01-14 01:20:00,81
2019-01-14 01:21:00,83
2019-01-14 01:22:00,81
2019-01-14 01:23:00,84
2019-01-14 01:24:00,85
2019-01-14 01:25:00,78
2019-01-14 01:26:00,81
2019-01-14 01:27:00,80
2019-01-14 01:28:00,87
2019-01-14 01:29:00,86
2019-01-14 01:30:00,83
2019-01-14 01:31:00,87
2019-01-14 01:32:00,65
2019-01-14 01:33:00,89
2019-01-14 01:34:00,84
2019-01-14 01:35:00,84
2019-01-14 01:36:00,85
2019-01-14 01:37:00,84
2019-01-14 01:38:00,86
2019-01-14 01:39:00,87
2019-01-14 01:40:00,85
2019-01-14 01:41:00,88
2019-01-14 01:42:00,82
2019-01-14 01:43:00,91
2019-01-14 01:44:00,91
2019-01-14 01:45:00,87
2019-01-14 01:46:00,86
2019-01-14 01:47:00,90
2019-01-14 01:48:00,93
2019-01-14 01:49:00,91
2019-01-14 01:50:00,88
2019-01-14 01:51:00,88
2019-01-14 01:52:00,89
2019-01-14 01:53:00,87
2019-01-14 01:54:00,94
2019-01-14 01:55:00,92
2019-01-14 01:56:00,90
2019-01-14 01:57:00,93
2019-01-14 01:58:00,95
2019-01-14 01:59:00,91
2019-01-14 02:00:00,90
2019-01-14 02:01:00,95
2019-01-14 02:02:00,93
2019-01-14 02:03:00,91
2019-01-14 02:04:00,90
2019-01-14 02:05:00,92
2019-01-14 02:06:00,92
2019-01-14 02:07:00,86
2019-01-14 02:08:00,87
2019-01-14 02:09:00,85
2019-01-14 02:10:00,91
2019-01-14 02:11:00,86
2019-01-14 02:12:00,91
2019-01-14 02:13:00,92
2019-01-14 02:14:00,93
2019-01-14 02:15:00,93
2019-01-14 02:16:00,93
2019-01-14 02:17:00,94
2019-01-14 02:18:00,93
2019-01-14 02:19:00,91
2019-01-14 02:20:00,93
2019-01-14 02:21:00,92
2019-01-14 02:22:00,89
2019-01-14 02:23:00,95
2019-01-14 02:24:00,89
2019-01-14 02:25:00,94
2019-01-14 02:26:00,88
2019-01-14 02:27:00,95
2019-01-14 02:28:00,93
2019-01-14 02:29:00,92
2019-01-14 02:30:00,93
2019-01-14 02:31:00,95
2019-01-14 02:32:00,91
2019-01-14 02:33:00,93
2019-01-14 02:34:00,94
2019-01-14 02:35:00,92
2019-01-14 02:36:00,92
2019-01-14 02:37:00,97
2019-01-14 02:38:00,94
2019-01-14 02:39:00,93
2019-01-14 02:40:00,90
2019-01-14 02:41:00,95
2019-01-14 02:42:00,85
2019-01-14 02:43:00,95
2019-01-14 02:44:00,94
2019-01-14 02:45:00,92
2019-01-14 02:46:00,93
2019-01-14 02:47:00,92
2019-01-14 02:48:00,90
2019-01-14 02:49:00,91
2019-01-14 02:50:00,91
2019-01-14 02:51:00,96
2019-01-14 02:52:00,94
2019-01-14 02:53:00,94
2019-01-14 02:54:00,97
2019-01-14 02:55:00,94
2019-01-14 02:56:00,98
2019-01-14 02:57:00,97
2019-01-14 02:58:00,87
2019-01-14 02:59:00,94
2019-01-14 03:00:00,92
2019-01-14 03:01:00,98
2019-01-14 03:02:00,97
2019-01-14 03:03:00,98
2019-01-14 03:04:00,93
2019-01-14 03:05:00,94
2019-01-14 03:06:00,95
2019-01-14 03:07:00,94
2019-01-14 03:08:00,93
2019-01-14 03:09:00,94
2019-01-14 03:10:00,90
2019-01-14 03:11:00,91
