478,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # p.ra, p.dec, p.run, p.rerun, p.camCol, p.field, p.obj FROM ..PhotoObj AS p JOIN #x AS x ON x.objID = p.objID JOIN #upload AS u ON u.up_id = x.up_id WHERE (p.type = # OR p.type = #) ORDER BY x.up_id"
2019-03-28 00:19:00,1
2019-03-28 02:55:00,1
2019-04-03 16:53:00,1
2019-04-03 16:58:00,3
2019-04-03 16:59:00,3
2019-04-03 17:00:00,1
2019-04-04 12:56:00,1
2019-04-07 05:04:00,1
2019-04-07 05:06:00,1
2019-04-07 05:08:00,1
2019-04-07 05:16:00,1
2019-04-07 05:17:00,1
2019-04-07 05:19:00,2
2019-04-07 05:20:00,1
2019-04-07 05:21:00,1
2019-04-08 00:54:00,1
2019-04-08 00:55:00,2
2019-04-08 00:56:00,4
2019-04-08 00:57:00,1
2019-04-08 01:00:00,1
2019-04-08 01:13:00,1
2019-04-09 18:35:00,1
2019-04-10 05:55:00,1
2019-04-10 05:56:00,1
2019-04-10 08:19:00,1
2019-04-11 08:15:00,3
2019-04-13 03:58:00,2
2019-04-13 12:55:00,2
2019-04-16 07:15:00,1
2019-04-16 18:17:00,1
2019-04-16 18:18:00,1
2019-04-17 06:54:00,1
2019-04-18 10:33:00,1
2019-04-18 10:37:00,1
2019-04-18 10:51:00,1
2019-04-19 21:09:00,1
2019-04-19 21:10:00,1
2019-04-19 21:11:00,1
2019-04-22 16:18:00,1
2019-04-22 16:19:00,1
2019-04-22 16:25:00,1
2019-04-24 03:35:00,3
2019-04-24 03:37:00,1
2019-04-24 14:14:00,1
2019-04-24 14:16:00,1
2019-04-24 14:17:00,1
2019-04-24 14:21:00,1
2019-04-24 14:26:00,1
2019-04-24 14:27:00,1
2019-04-24 14:38:00,1
2019-04-24 14:40:00,1
2019-04-24 14:41:00,1
2019-04-24 14:42:00,1
2019-04-24 14:45:00,1
2019-04-24 14:46:00,1
2019-04-24 14:47:00,1
2019-04-24 14:48:00,1
2019-04-24 17:05:00,1
2019-04-26 01:31:00,1
2019-04-26 07:02:00,1
2019-04-26 07:06:00,2
2019-04-26 07:09:00,1
2019-04-26 07:31:00,1
2019-04-26 07:57:00,1
2019-04-26 08:29:00,2
2019-04-26 08:32:00,1
2019-04-26 08:33:00,1
2019-04-26 09:54:00,1
2019-04-26 09:55:00,2
2019-04-26 09:56:00,2
2019-04-26 09:57:00,2
2019-04-26 09:58:00,2
2019-04-26 09:59:00,1
2019-04-26 10:00:00,2
2019-04-26 10:09:00,1
2019-04-26 10:10:00,2
2019-04-26 10:11:00,4
2019-04-26 10:12:00,1
2019-05-01 14:18:00,1
2019-05-07 13:31:00,1
2019-05-07 19:08:00,1
2019-05-08 21:05:00,1
2019-05-08 21:06:00,2
2019-05-08 21:11:00,1
2019-05-08 21:26:00,1
2019-05-09 11:53:00,1
2019-05-12 18:22:00,1
2019-05-13 14:27:00,1
2019-05-13 14:29:00,1
2019-05-13 14:30:00,2
2019-05-13 14:31:00,1
2019-05-14 15:14:00,1
2019-05-17 08:40:00,1
2019-05-17 08:41:00,1
2019-05-17 11:50:00,2
2019-05-20 13:28:00,1
2019-05-20 13:48:00,1
2019-05-21 12:23:00,1
2019-05-21 12:24:00,1
2019-05-22 10:57:00,2
2019-05-22 21:52:00,1
2019-05-22 21:53:00,2
2019-05-22 21:54:00,2
2019-05-22 21:55:00,1
2019-05-22 21:56:00,1
2019-05-22 21:58:00,1
2019-05-22 22:00:00,1
2019-05-22 22:04:00,1
2019-05-22 22:05:00,1
2019-05-23 01:28:00,1
2019-05-23 01:29:00,1
2019-05-23 01:30:00,1
2019-05-23 21:31:00,4
2019-05-27 04:31:00,2
2019-05-28 00:32:00,1
2019-05-30 06:38:00,1
2019-05-30 23:03:00,1
2019-06-05 18:41:00,1
2019-06-06 05:11:00,1
2019-06-06 05:14:00,1
2019-06-06 21:14:00,1
2019-06-07 17:41:00,1
2019-06-11 15:21:00,1
2019-06-18 17:01:00,1
2019-06-19 12:33:00,1
2019-06-23 07:19:00,1
2019-06-24 14:11:00,1
2019-06-25 00:32:00,1
2019-06-25 00:34:00,2
2019-06-25 00:42:00,2
2019-06-25 09:12:00,1
2019-06-25 12:47:00,1
2019-06-25 12:49:00,2
2019-06-25 13:05:00,1
2019-06-26 12:29:00,1
2019-06-26 12:30:00,1
2019-06-26 23:48:00,1
2019-06-27 20:41:00,1
2019-06-28 13:28:00,1
2019-06-28 13:37:00,1
2019-06-28 17:43:00,1
2019-07-02 13:27:00,1
2019-07-03 13:14:00,1
2019-07-03 13:15:00,1
2019-07-09 02:36:00,1
2019-07-11 08:23:00,1
2019-07-15 19:38:00,1
2019-07-15 19:40:00,1
2019-07-16 12:34:00,1
2019-07-23 14:55:00,1
2019-07-29 12:21:00,1
2019-07-29 12:28:00,1
2019-07-29 12:29:00,1
2019-07-29 12:32:00,1
2019-07-29 12:33:00,2
2019-07-29 13:56:00,1
2019-07-29 13:57:00,2
2019-07-29 13:58:00,1
2019-07-31 12:40:00,1
2019-07-31 20:25:00,1
2019-08-05 04:22:00,1
2019-08-07 14:39:00,1
2019-08-07 14:40:00,1
2019-08-16 18:52:00,1
2019-08-21 06:43:00,1
2019-08-21 06:45:00,1
2019-08-21 06:46:00,1
2019-08-21 20:59:00,1
2019-08-21 21:00:00,1
2019-08-21 21:01:00,1
2019-08-21 21:02:00,1
2019-08-21 21:04:00,1
2019-08-21 21:05:00,2
2019-08-21 21:06:00,1
2019-08-21 21:09:00,2
2019-08-22 03:32:00,2
2019-08-22 03:33:00,1
2019-08-22 03:35:00,1
2019-08-22 03:36:00,1
2019-08-22 07:10:00,1
2019-08-22 07:33:00,1
2019-08-22 14:35:00,1
2019-08-22 16:10:00,1
2019-08-22 20:26:00,2
2019-08-23 10:29:00,1
2019-08-23 10:30:00,1
2019-08-23 10:31:00,1
2019-08-23 10:33:00,1
2019-08-23 10:38:00,1
2019-08-25 10:22:00,1
2019-08-26 10:59:00,1
2019-09-02 15:17:00,2
2019-09-02 15:18:00,1
2019-09-04 10:00:00,1
2019-09-06 14:21:00,1
2019-09-06 14:23:00,1
2019-09-06 14:25:00,1
2019-09-06 14:26:00,3
2019-09-15 17:36:00,1
2019-09-19 21:32:00,1
2019-09-24 12:50:00,1
2019-09-24 12:53:00,1
2019-09-24 14:21:00,1
2019-09-25 13:05:00,1
2019-09-30 07:15:00,1
2019-10-02 22:09:00,1
2019-10-02 22:23:00,2
2019-10-04 13:33:00,1
2019-10-07 01:32:00,1
2019-10-07 01:34:00,1
2019-10-07 01:47:00,1
2019-10-07 08:50:00,1
2019-10-09 11:36:00,1
2019-10-13 19:01:00,1
2019-10-13 19:03:00,1
2019-10-13 19:13:00,1
2019-10-14 06:55:00,1
2019-10-15 10:15:00,1
2019-10-15 10:16:00,1
2019-10-15 10:51:00,1
2019-10-16 23:30:00,1
2019-10-16 23:31:00,2
2019-10-21 18:25:00,1
2019-10-21 18:26:00,1
2019-10-26 22:20:00,3
2019-10-26 22:21:00,1
2019-10-28 05:13:00,2
2019-10-28 05:15:00,1
2019-10-28 05:29:00,1
2019-10-28 05:30:00,1
2019-10-28 09:10:00,1
2019-10-28 09:11:00,3
2019-10-29 00:32:00,1
2019-11-04 04:12:00,1
2019-11-04 11:43:00,1
2019-11-04 11:48:00,1
2019-11-04 12:43:00,1
2019-11-04 12:45:00,1
2019-11-04 12:53:00,1
2019-11-04 12:54:00,2
2019-11-04 13:57:00,1
2019-11-06 12:48:00,1
2019-11-06 15:03:00,1
2019-11-07 03:27:00,1
2019-11-07 03:28:00,4
2019-11-07 16:39:00,1
2019-11-11 11:22:00,1
2019-11-11 13:39:00,1
2019-11-11 13:41:00,1
2019-11-11 17:22:00,1
2019-11-12 03:43:00,1
2019-11-13 12:25:00,1
2019-11-14 12:36:00,1
2019-11-14 13:17:00,1
2019-11-14 13:19:00,1
2019-11-14 13:20:00,1
2019-11-14 13:22:00,2
2019-11-15 06:00:00,3
2019-11-15 16:48:00,1
2019-11-16 17:47:00,1
2019-11-16 17:48:00,1
2019-11-17 23:20:00,1
2019-11-20 02:13:00,1
2019-11-20 02:15:00,3
2019-11-20 11:03:00,1
2019-11-20 23:19:00,1
2019-11-21 10:46:00,1
2019-11-21 12:41:00,1
2019-11-24 07:07:00,1
2019-11-24 14:05:00,1
2019-12-01 13:50:00,2
2019-12-05 15:20:00,1
2019-12-06 04:52:00,1
2019-12-06 04:53:00,1
2019-12-11 05:45:00,1
2019-12-12 15:48:00,1
2019-12-12 23:16:00,1
2019-12-12 23:17:00,1
2019-12-13 05:23:00,1
2019-12-13 14:13:00,1
2019-12-13 18:42:00,2
2019-12-13 18:43:00,1
2019-12-13 19:09:00,1
2019-12-14 11:03:00,1
2019-12-17 04:30:00,1
2019-12-17 04:32:00,2
2019-12-17 04:33:00,1
2019-12-17 04:55:00,1
2019-12-17 05:33:00,1
2019-12-18 06:51:00,1
2019-12-26 00:21:00,1
2019-12-26 00:22:00,1
