1537,select * from zooConfidence where objid = #
2019-06-11 21:59:00,1
2019-06-12 07:02:00,1
2019-06-12 07:36:00,1
2019-06-12 12:55:00,1
2019-06-12 16:41:00,1
2019-06-13 08:33:00,1
2019-06-13 10:41:00,1
2019-06-13 13:33:00,1
2019-06-13 13:35:00,1
2019-06-13 15:19:00,1
2019-06-13 18:20:00,1
2019-06-14 01:27:00,1
2019-06-14 05:58:00,1
2019-06-14 15:28:00,1
2019-06-14 17:33:00,1
2019-06-14 20:27:00,1
2019-06-15 06:16:00,1
2019-06-15 16:02:00,1
2019-06-15 17:48:00,1
2019-06-15 22:07:00,1
2019-06-16 00:00:00,1
2019-06-16 05:27:00,1
2019-06-16 11:43:00,1
2019-06-16 23:36:00,1
2019-06-16 23:59:00,1
2019-06-17 02:49:00,1
2019-06-17 03:05:00,1
2019-06-17 11:57:00,1
2019-06-17 12:23:00,1
2019-06-18 13:05:00,1
2019-06-18 13:22:00,1
2019-06-19 06:07:00,1
2019-06-19 14:24:00,1
2019-06-19 15:32:00,1
2019-06-19 20:44:00,1
2019-06-20 03:01:00,1
2019-06-20 04:23:00,1
2019-06-20 04:33:00,1
2019-06-20 13:22:00,2
2019-06-20 13:24:00,1
2019-06-20 13:31:00,1
2019-06-20 13:33:00,1
2019-06-20 13:34:00,1
2019-06-20 13:41:00,1
2019-06-20 13:55:00,1
2019-06-20 14:39:00,1
2019-06-21 00:51:00,1
2019-06-21 10:26:00,1
2019-06-22 10:33:00,1
2019-06-22 21:53:00,1
2019-06-23 19:01:00,1
2019-06-23 20:04:00,1
2019-06-24 22:49:00,1
2019-06-26 18:36:00,1
2019-06-27 08:59:00,1
2019-06-27 12:19:00,1
2019-06-27 13:06:00,1
2019-06-27 14:14:00,1
2019-06-28 11:59:00,1
2019-06-28 16:20:00,1
2019-06-29 09:03:00,1
2019-06-29 14:03:00,1
2019-06-29 18:00:00,1
2019-06-29 18:11:00,1
2019-06-30 02:15:00,1
2019-06-30 13:03:00,1
2019-07-01 08:04:00,1
2019-07-01 08:59:00,1
2019-07-01 12:20:00,1
2019-07-01 13:56:00,1
2019-07-01 16:15:00,1
2019-07-02 12:57:00,1
2019-07-02 17:53:00,1
2019-07-02 22:52:00,1
2019-07-03 10:58:00,1
2019-07-04 13:54:00,1
2019-07-04 15:22:00,1
2019-07-04 16:12:00,1
2019-07-05 00:44:00,1
2019-07-05 00:45:00,1
2019-07-05 00:46:00,1
2019-07-05 00:48:00,1
2019-07-05 00:51:00,1
2019-07-05 00:53:00,1
2019-07-05 00:54:00,1
2019-07-05 00:59:00,1
2019-07-05 01:08:00,1
2019-07-05 01:12:00,1
2019-07-05 01:35:00,1
2019-07-05 02:34:00,1
2019-07-05 02:51:00,1
2019-07-05 03:40:00,1
2019-07-05 04:06:00,1
2019-07-05 05:58:00,1
2019-07-05 10:54:00,1
2019-07-06 06:21:00,1
2019-07-06 09:02:00,4
2019-07-06 10:38:00,1
2019-07-06 10:39:00,1
2019-07-06 10:41:00,1
2019-07-07 06:07:00,1
2019-07-08 04:27:00,1
2019-07-08 06:11:00,1
2019-07-08 10:33:00,1
2019-07-08 12:05:00,1
2019-07-08 13:57:00,1
2019-07-08 16:48:00,2
2019-07-09 10:34:00,1
2019-07-09 16:44:00,3
2019-07-10 04:41:00,1
2019-07-10 05:01:00,1
2019-07-10 06:49:00,1
2019-07-10 07:22:00,1
2019-07-10 18:12:00,1
2019-07-10 19:56:00,1
2019-07-10 23:05:00,1
2019-07-10 23:48:00,1
2019-07-10 23:49:00,1
2019-07-11 01:45:00,1
2019-07-11 02:52:00,1
2019-07-11 02:53:00,3
2019-07-11 02:54:00,2
2019-07-11 02:55:00,4
2019-07-11 02:56:00,4
2019-07-11 02:57:00,7
2019-07-11 02:58:00,5
2019-07-11 02:59:00,5
2019-07-11 03:00:00,4
2019-07-11 03:52:00,1
2019-07-11 08:16:00,21
2019-07-11 08:49:00,1
2019-07-11 10:13:00,1
2019-07-11 10:30:00,1
2019-07-11 12:13:00,1
2019-07-11 12:45:00,1
2019-07-11 13:18:00,1
2019-07-11 16:31:00,1
2019-07-11 19:54:00,1
2019-07-11 20:02:00,1
2019-07-11 20:50:00,1
2019-07-11 22:16:00,1
2019-07-11 23:03:00,1
2019-07-13 05:09:00,18
2019-07-13 19:53:00,1
2019-07-16 11:56:00,1
2019-07-16 13:32:00,1
2019-07-16 13:54:00,1
2019-07-16 14:15:00,1
2019-07-16 14:55:00,1
2019-07-16 18:05:00,1
2019-07-16 18:56:00,1
2019-07-16 19:34:00,1
2019-07-16 21:30:00,1
2019-07-16 23:22:00,1
2019-07-16 23:47:00,1
2019-07-17 01:01:00,1
2019-07-17 03:00:00,1
2019-07-17 03:54:00,1
2019-07-17 04:14:00,1
2019-07-17 05:02:00,1
2019-07-17 05:27:00,1
2019-07-17 07:42:00,1
2019-07-17 10:27:00,1
2019-07-17 16:08:00,1
2019-07-17 18:29:00,1
2019-07-17 18:34:00,1
2019-07-17 18:38:00,1
2019-07-17 21:08:00,1
2019-07-17 21:18:00,1
2019-07-17 22:44:00,1
2019-07-18 00:34:00,1
2019-07-18 01:18:00,1
2019-07-18 03:33:00,1
2019-07-18 04:22:00,1
2019-07-18 04:41:00,1
2019-07-18 07:00:00,1
2019-07-18 07:35:00,1
2019-07-18 11:26:00,1
2019-07-18 12:21:00,1
2019-07-18 12:59:00,1
2019-07-18 14:05:00,1
2019-07-18 15:56:00,1
2019-07-18 18:25:00,1
2019-07-18 19:21:00,1
2019-07-18 22:23:00,1
2019-07-18 23:05:00,1
2019-07-18 23:56:00,1
2019-07-19 01:01:00,1
2019-07-19 02:18:00,1
2019-07-19 05:33:00,1
2019-07-19 10:19:00,1
2019-07-19 10:21:00,1
2019-07-19 10:24:00,1
2019-07-19 11:39:00,1
2019-07-19 12:01:00,1
2019-07-19 12:54:00,1
2019-07-19 12:56:00,1
2019-07-19 12:57:00,1
2019-07-19 12:59:00,1
2019-07-19 13:03:00,1
2019-07-19 13:21:00,1
2019-07-19 13:33:00,1
2019-07-19 13:40:00,1
2019-07-19 14:06:00,1
2019-07-19 15:45:00,1
2019-07-19 15:54:00,1
2019-07-19 16:12:00,1
2019-07-19 17:25:00,1
2019-07-19 17:32:00,1
2019-07-19 18:03:00,1
2019-07-19 21:59:00,1
2019-07-19 22:00:00,1
2019-07-19 22:06:00,1
2019-07-19 22:35:00,1
2019-07-20 00:45:00,1
2019-07-20 03:54:00,1
2019-07-20 04:28:00,1
2019-07-20 04:37:00,1
2019-07-20 06:18:00,1
2019-07-20 09:13:00,1
2019-07-20 09:17:00,1
2019-07-20 10:46:00,1
2019-07-20 11:34:00,1
2019-07-20 13:39:00,1
2019-07-20 14:04:00,1
2019-07-20 14:54:00,1
2019-07-20 16:40:00,1
2019-07-20 20:03:00,1
2019-07-20 22:00:00,1
2019-07-20 23:55:00,1
2019-07-21 01:37:00,1
2019-07-21 08:21:00,1
2019-07-21 08:25:00,1
2019-07-21 08:55:00,1
2019-07-21 09:39:00,1
2019-07-21 10:39:00,1
2019-07-21 11:18:00,1
2019-07-21 12:09:00,1
2019-07-21 12:20:00,1
2019-07-21 17:45:00,1
2019-07-21 23:44:00,1
2019-07-22 01:04:00,1
2019-07-22 02:29:00,1
2019-07-22 10:11:00,1
2019-07-22 11:41:00,1
2019-07-22 12:00:00,1
2019-07-22 16:07:00,1
2019-07-23 12:21:00,1
2019-07-23 13:31:00,1
2019-07-23 15:26:00,1
2019-07-23 15:34:00,1
2019-07-23 17:57:00,1
2019-07-23 19:59:00,1
2019-07-23 20:07:00,1
2019-07-23 20:30:00,1
2019-07-23 21:53:00,1
2019-07-24 01:07:00,1
2019-07-24 02:13:00,2
2019-07-24 05:00:00,1
2019-07-24 05:17:00,1
2019-07-24 05:18:00,1
2019-07-24 06:15:00,1
2019-07-24 07:14:00,1
2019-07-24 08:12:00,1
2019-07-24 12:17:00,1
2019-07-24 12:31:00,1
2019-07-24 15:35:00,1
2019-07-25 01:43:00,1
2019-07-25 02:56:00,1
2019-07-25 03:09:00,1
2019-07-25 03:57:00,1
2019-07-25 04:56:00,1
2019-07-25 10:04:00,1
2019-07-25 11:34:00,1
2019-07-25 17:41:00,1
2019-07-25 22:45:00,1
2019-07-26 05:59:00,1
2019-07-26 06:59:00,1
2019-07-26 07:17:00,1
2019-07-26 09:43:00,1
2019-07-26 10:33:00,1
2019-07-26 15:17:00,1
2019-07-27 03:43:00,1
2019-07-27 07:50:00,1
2019-07-27 16:09:00,1
2019-07-28 09:17:00,1
2019-07-28 10:11:00,1
2019-07-29 00:52:00,1
2019-07-29 17:46:00,1
2019-07-29 23:02:00,1
2019-07-30 04:02:00,1
2019-07-30 17:05:00,1
2019-07-31 03:44:00,1
2019-07-31 06:38:00,1
2019-07-31 09:45:00,1
2019-07-31 16:26:00,1
2019-08-02 17:14:00,1
2019-08-02 20:53:00,1
2019-08-02 23:33:00,1
2019-08-03 22:11:00,1
2019-08-04 11:57:00,1
2019-08-04 15:57:00,1
2019-08-04 20:36:00,1
2019-08-04 21:54:00,1
2019-08-05 13:54:00,1
2019-08-06 14:59:00,1
2019-08-07 22:49:00,1
2019-08-09 09:35:00,1
2019-08-09 12:53:00,1
2019-08-09 14:46:00,1
2019-08-09 15:18:00,1
2019-08-09 15:49:00,1
2019-08-09 21:50:00,1
2019-08-10 12:12:00,1
2019-08-10 12:59:00,1
2019-08-10 13:01:00,1
2019-08-10 13:11:00,1
2019-08-10 13:16:00,1
2019-08-10 13:18:00,1
2019-08-10 13:30:00,1
2019-08-10 13:49:00,1
2019-08-10 14:05:00,1
2019-08-10 15:07:00,1
2019-08-10 17:36:00,1
2019-08-10 18:13:00,1
2019-08-10 19:48:00,1
2019-08-10 20:36:00,1
2019-08-11 13:02:00,1
2019-08-11 14:04:00,1
2019-08-12 13:57:00,1
2019-08-12 19:20:00,1
2019-08-13 12:46:00,1
2019-08-14 17:11:00,1
2019-08-14 22:09:00,1
2019-08-15 00:53:00,1
2019-08-17 11:54:00,1
2019-08-19 04:48:00,1
2019-08-19 04:49:00,2
2019-08-19 04:50:00,2
2019-08-19 05:09:00,2
2019-08-19 05:10:00,1
2019-08-19 13:28:00,1
2019-08-19 20:17:00,1
2019-08-20 05:35:00,1
2019-08-20 11:49:00,1
2019-08-22 03:12:00,3
2019-08-22 16:33:00,1
2019-08-23 01:26:00,1
2019-08-23 20:20:00,1
2019-08-28 04:53:00,2
2019-08-28 20:46:00,1
2019-08-29 15:54:00,16
2019-08-29 21:28:00,1
2019-08-30 06:48:00,1
2019-09-05 00:30:00,1
2019-09-06 22:58:00,1
2019-09-07 12:24:00,1
2019-09-09 06:56:00,1
2019-09-09 10:29:00,1
2019-09-11 19:30:00,1
2019-09-13 01:15:00,1
2019-09-15 23:21:00,1
2019-09-17 16:35:00,1
2019-09-19 12:03:00,1
2019-09-19 21:35:00,1
2019-09-20 12:04:00,1
2019-09-21 20:42:00,1
2019-09-21 23:50:00,1
2019-09-22 01:14:00,1
2019-09-22 02:23:00,1
2019-09-22 02:24:00,1
2019-09-22 03:29:00,1
2019-09-22 08:05:00,1
2019-09-22 09:15:00,1
2019-09-22 13:16:00,1
2019-09-22 13:24:00,1
2019-09-22 23:55:00,1
2019-09-23 06:04:00,1
2019-09-23 07:48:00,1
2019-09-23 11:53:00,1
2019-09-23 18:18:00,1
2019-09-23 21:31:00,1
2019-09-23 22:19:00,1
2019-09-24 02:52:00,1
2019-09-24 05:02:00,1
2019-09-24 06:13:00,1
2019-09-24 10:02:00,1
2019-09-24 10:53:00,1
2019-09-24 10:58:00,4
2019-09-24 11:50:00,1
2019-09-24 23:25:00,1
2019-09-25 00:47:00,1
2019-09-25 04:59:00,1
2019-09-25 05:12:00,1
2019-09-25 09:44:00,1
2019-09-25 14:40:00,1
2019-09-25 16:10:00,1
2019-09-25 22:31:00,1
2019-09-25 22:44:00,1
2019-09-26 06:44:00,1
2019-09-26 07:56:00,1
2019-09-26 09:16:00,1
2019-09-26 09:20:00,1
2019-09-26 09:41:00,1
2019-09-26 10:06:00,1
2019-09-26 13:14:00,1
2019-09-26 13:22:00,1
2019-09-26 14:55:00,4
2019-09-26 16:33:00,1
2019-09-26 18:00:00,1
2019-09-26 22:51:00,1
2019-09-26 23:56:00,1
2019-09-27 02:31:00,1
2019-09-27 06:05:00,1
2019-09-27 06:10:00,1
2019-09-27 06:41:00,1
2019-09-27 06:55:00,1
2019-09-27 07:50:00,1
2019-09-27 09:18:00,1
2019-09-27 11:07:00,1
2019-09-27 13:12:00,3
2019-09-27 13:53:00,1
2019-09-27 14:53:00,1
2019-09-27 16:44:00,1
2019-09-27 16:47:00,1
2019-09-27 23:50:00,1
2019-09-28 01:49:00,1
2019-09-28 12:14:00,1
2019-09-28 17:19:00,1
2019-09-28 21:07:00,1
2019-09-28 22:37:00,1
2019-09-28 22:39:00,1
2019-09-29 01:58:00,1
2019-09-29 05:23:00,5
2019-09-29 05:24:00,8
2019-09-29 06:24:00,1
2019-09-29 07:26:00,1
2019-09-29 09:13:00,3
2019-09-29 09:14:00,29
2019-09-29 09:15:00,12
2019-09-29 10:30:00,1
2019-09-29 14:28:00,1
2019-09-29 15:18:00,1
2019-09-29 15:24:00,1
2019-09-29 15:29:00,1
2019-09-29 20:25:00,1
2019-09-29 21:01:00,1
2019-09-29 21:32:00,1
2019-09-30 01:47:00,1
2019-09-30 06:22:00,1
2019-09-30 07:34:00,1
2019-09-30 14:10:00,1
2019-09-30 16:36:00,1
2019-09-30 16:49:00,1
2019-09-30 18:50:00,1
2019-09-30 20:11:00,1
2019-09-30 20:14:00,1
2019-09-30 20:49:00,1
2019-09-30 23:59:00,1
2019-10-01 04:05:00,1
2019-10-01 05:06:00,18
2019-10-01 05:25:00,1
2019-10-01 06:01:00,1
2019-10-01 08:44:00,1
2019-10-01 10:19:00,1
2019-10-01 14:05:00,1
2019-10-01 14:16:00,1
2019-10-01 15:13:00,1
2019-10-01 18:12:00,1
2019-10-01 20:46:00,1
2019-10-01 21:02:00,1
2019-10-02 07:39:00,1
2019-10-02 14:57:00,1
2019-10-02 16:42:00,1
2019-10-02 21:02:00,1
2019-10-03 05:37:00,1
2019-10-03 07:14:00,1
2019-10-03 15:58:00,1
2019-10-04 05:01:00,1
2019-10-04 08:02:00,1
2019-10-04 08:41:00,1
2019-10-04 09:45:00,1
2019-10-04 14:02:00,1
2019-10-04 15:44:00,1
2019-10-04 17:02:00,1
2019-10-04 22:14:00,1
2019-10-05 11:01:00,1
2019-10-05 23:36:00,1
2019-10-06 01:29:00,1
2019-10-06 15:08:00,1
2019-10-06 16:18:00,1
2019-10-06 17:18:00,1
2019-10-06 17:57:00,1
2019-10-06 18:08:00,1
2019-10-06 23:57:00,1
2019-10-07 01:29:00,1
2019-10-07 01:44:00,1
2019-10-07 07:34:00,1
2019-10-07 10:57:00,1
2019-10-07 12:56:00,1
2019-10-07 17:43:00,1
2019-10-08 15:17:00,1
2019-10-09 21:22:00,1
2019-10-10 02:45:00,1
2019-10-10 11:59:00,1
2019-10-10 18:44:00,1
2019-10-11 03:43:00,1
2019-10-12 10:18:00,2
2019-10-12 12:12:00,3
2019-10-12 12:13:00,5
2019-10-12 12:14:00,6
2019-10-12 12:15:00,6
2019-10-12 12:16:00,6
2019-10-12 18:25:00,1
2019-10-13 07:18:00,1
2019-10-13 18:18:00,1
2019-10-13 23:58:00,1
2019-10-14 07:15:00,1
2019-10-16 20:38:00,1
2019-10-17 05:59:00,1
2019-10-18 08:36:00,1
2019-10-18 22:43:00,1
2019-10-19 14:12:00,1
2019-10-20 07:30:00,1
2019-10-21 00:27:00,1
2019-10-21 06:17:00,1
2019-10-21 12:31:00,1
2019-10-22 14:22:00,1
2019-10-24 23:14:00,1
2019-10-25 07:38:00,1
2019-10-25 16:46:00,1
2019-10-25 18:04:00,1
2019-10-26 21:07:00,1
2019-10-27 08:34:00,2
2019-10-27 10:43:00,1
2019-10-27 10:57:00,1
2019-10-28 06:31:00,1
2019-10-28 06:39:00,1
2019-10-28 07:25:00,1
2019-10-28 07:27:00,1
2019-10-28 08:48:00,1
2019-10-28 10:17:00,1
2019-10-28 10:26:00,1
2019-10-28 10:35:00,1
2019-10-28 10:58:00,1
2019-10-28 11:33:00,1
2019-10-28 12:13:00,1
2019-10-28 12:17:00,1
2019-10-28 13:20:00,1
2019-10-28 13:29:00,1
2019-10-28 15:52:00,1
2019-10-28 18:17:00,1
2019-10-28 18:49:00,1
2019-10-28 22:50:00,1
2019-10-29 00:44:00,1
2019-10-29 01:06:00,1
2019-10-29 09:21:00,2
2019-10-29 19:43:00,1
2019-10-30 03:00:00,1
2019-10-30 12:59:00,8
2019-10-30 13:00:00,18
2019-10-30 19:21:00,2
2019-11-01 16:05:00,1
2019-11-01 16:30:00,1
2019-11-01 20:55:00,1
2019-11-01 21:08:00,1
2019-11-01 21:53:00,1
2019-11-01 22:43:00,1
2019-11-02 14:39:00,1
2019-11-03 23:08:00,1
2019-11-05 20:25:00,1
2019-11-07 07:28:00,3
2019-11-07 07:29:00,2
2019-11-10 08:19:00,1
2019-11-10 08:20:00,1
2019-11-10 08:21:00,2
2019-11-10 08:22:00,1
2019-11-16 01:57:00,1
2019-11-16 16:10:00,1
2019-11-16 16:13:00,1
2019-11-16 21:55:00,1
2019-11-17 12:25:00,1
2019-11-17 16:08:00,1
2019-11-17 21:03:00,1
2019-11-18 16:01:00,1
2019-11-19 22:52:00,1
2019-11-20 02:30:00,1
2019-11-21 09:55:00,1
2019-11-21 12:47:00,1
2019-11-21 19:51:00,2
2019-11-22 09:57:00,1
2019-11-22 12:40:00,1
2019-11-23 04:20:00,1
2019-11-23 06:05:00,2
2019-11-23 06:12:00,2
2019-11-23 09:58:00,1
2019-11-23 12:47:00,1
2019-11-23 20:54:00,1
2019-11-26 09:39:00,1
2019-11-26 17:19:00,1
2019-11-27 18:13:00,1
2019-11-27 21:42:00,1
2019-11-27 22:01:00,1
2019-11-28 00:19:00,1
2019-11-28 00:39:00,1
2019-11-28 01:10:00,1
2019-11-28 02:03:00,1
2019-11-28 02:28:00,1
2019-11-28 02:32:00,1
2019-11-28 02:38:00,1
2019-11-28 02:41:00,1
2019-11-28 07:51:00,1
2019-11-28 08:14:00,1
2019-11-28 08:55:00,1
2019-11-28 09:05:00,1
2019-11-28 10:15:00,1
2019-11-28 10:22:00,1
2019-11-28 10:40:00,1
2019-11-28 10:55:00,1
2019-11-28 11:21:00,1
2019-11-28 11:44:00,1
2019-11-28 11:47:00,1
2019-11-28 11:55:00,1
2019-11-28 12:18:00,1
2019-11-28 12:48:00,1
2019-11-28 13:26:00,1
2019-11-28 13:33:00,1
2019-11-28 17:02:00,1
2019-11-28 20:33:00,1
2019-11-28 22:51:00,1
2019-11-30 22:05:00,1
2019-11-30 22:06:00,1
2019-12-01 00:23:00,3
2019-12-02 20:25:00,1
2019-12-03 04:34:00,1
2019-12-03 05:20:00,1
2019-12-03 05:47:00,1
2019-12-03 07:02:00,1
2019-12-03 07:18:00,1
2019-12-03 11:07:00,1
2019-12-03 11:20:00,1
2019-12-03 12:03:00,1
2019-12-03 14:54:00,1
2019-12-03 15:57:00,1
2019-12-03 16:51:00,1
2019-12-03 17:31:00,1
2019-12-03 20:18:00,1
2019-12-03 22:45:00,1
2019-12-03 23:01:00,1
2019-12-03 23:52:00,1
2019-12-04 01:46:00,1
2019-12-04 07:14:00,1
2019-12-04 07:26:00,1
2019-12-04 08:15:00,1
2019-12-04 15:14:00,1
2019-12-04 15:40:00,1
2019-12-04 17:50:00,1
2019-12-04 18:36:00,1
2019-12-04 19:07:00,1
2019-12-04 21:18:00,1
2019-12-04 23:41:00,1
2019-12-04 23:55:00,1
2019-12-05 03:00:00,1
2019-12-05 03:56:00,1
2019-12-05 07:22:00,1
2019-12-05 07:28:00,1
2019-12-05 08:59:00,1
2019-12-05 10:20:00,1
2019-12-05 17:38:00,1
2019-12-05 18:56:00,1
2019-12-05 23:33:00,1
2019-12-06 06:10:00,1
2019-12-06 07:08:00,1
2019-12-06 11:19:00,1
2019-12-06 11:54:00,1
2019-12-06 12:39:00,1
2019-12-06 14:02:00,1
2019-12-06 15:05:00,1
2019-12-06 15:16:00,1
2019-12-06 16:11:00,1
2019-12-06 19:00:00,1
2019-12-06 19:55:00,1
2019-12-06 22:27:00,1
2019-12-06 22:39:00,1
2019-12-06 23:57:00,1
2019-12-07 01:02:00,1
2019-12-07 01:33:00,1
2019-12-07 05:11:00,1
2019-12-07 07:52:00,1
2019-12-07 10:01:00,1
2019-12-07 16:35:00,1
2019-12-07 18:26:00,1
2019-12-07 19:44:00,1
2019-12-07 20:47:00,1
2019-12-08 01:59:00,1
2019-12-08 02:58:00,1
2019-12-08 10:26:00,1
2019-12-08 12:10:00,1
2019-12-08 14:29:00,1
2019-12-08 19:25:00,1
2019-12-08 19:41:00,1
2019-12-09 01:35:00,1
2019-12-09 02:37:00,1
2019-12-09 02:42:00,1
2019-12-09 06:28:00,1
2019-12-09 08:51:00,1
2019-12-09 13:56:00,1
