935,"select top # p.ra, p.dec, p.deVRad_r, q.z from galaxy p, dbo.fgetNearByObjEq (#, #, #) n, galSpecInfo q where p.objid = n.objid and p.specObjID = q.specObjID and p.specObjID< ># and q.z> # and abs (#* (#-q.z) )< #"
2019-03-08 00:55:00,1
2019-03-08 12:43:00,1
2019-03-08 14:07:00,1
2019-03-08 17:38:00,1
2019-03-08 18:22:00,1
2019-03-08 18:26:00,1
2019-03-08 18:29:00,1
2019-03-08 18:34:00,1
2019-03-08 22:20:00,1
2019-03-08 22:22:00,1
2019-03-08 22:24:00,1
2019-03-08 22:30:00,1
2019-03-08 22:33:00,1
2019-03-10 16:57:00,1
2019-03-10 19:37:00,1
2019-03-10 19:45:00,1
2019-03-10 19:49:00,1
2019-03-11 13:22:00,1
2019-03-11 13:42:00,1
2019-03-11 15:19:00,1
2019-03-11 15:41:00,1
2019-03-11 15:42:00,1
2019-03-11 18:10:00,1
2019-03-11 18:11:00,1
2019-03-11 18:13:00,1
2019-03-11 18:48:00,1
2019-03-12 00:52:00,1
2019-03-12 00:54:00,1
2019-03-12 01:33:00,1
2019-03-12 02:31:00,1
2019-03-12 09:36:00,1
2019-03-12 10:40:00,1
2019-03-12 10:43:00,1
2019-03-12 10:47:00,1
2019-03-12 10:55:00,1
2019-03-12 10:56:00,1
2019-03-12 11:02:00,1
2019-03-12 11:03:00,1
2019-03-12 11:04:00,1
2019-03-12 11:07:00,1
2019-03-12 11:08:00,1
2019-03-12 11:25:00,1
2019-03-12 11:26:00,1
2019-03-12 11:43:00,1
2019-03-12 20:02:00,1
2019-03-12 20:22:00,1
2019-03-12 20:25:00,1
2019-03-12 21:26:00,1
2019-03-13 00:14:00,1
2019-03-13 00:16:00,1
2019-03-13 00:19:00,1
2019-03-13 00:20:00,2
2019-03-13 00:21:00,1
2019-03-13 00:22:00,1
2019-03-13 00:24:00,1
2019-03-13 00:25:00,2
2019-03-13 00:27:00,1
2019-03-13 09:38:00,1
2019-03-13 09:42:00,1
2019-03-13 09:45:00,1
2019-03-14 01:12:00,1
2019-03-14 01:14:00,1
2019-03-14 02:08:00,1
2019-03-14 02:09:00,2
2019-03-14 18:49:00,1
2019-03-16 14:50:00,2
2019-03-16 14:52:00,2
2019-03-16 14:54:00,2
2019-03-16 14:55:00,2
2019-03-16 15:22:00,1
2019-03-16 15:23:00,1
2019-03-16 15:24:00,2
2019-03-16 15:25:00,2
2019-03-16 15:33:00,1
2019-03-16 15:34:00,1
2019-03-16 15:36:00,1
2019-03-16 15:37:00,2
2019-03-16 16:25:00,1
2019-03-16 16:59:00,1
2019-03-16 17:09:00,1
2019-03-16 18:28:00,2
2019-03-16 18:31:00,2
2019-03-16 18:32:00,2
2019-03-16 18:33:00,2
2019-03-16 18:34:00,1
2019-03-16 18:38:00,2
2019-03-16 18:41:00,1
2019-03-16 18:42:00,1
2019-03-16 18:44:00,1
2019-03-16 18:45:00,1
2019-03-16 18:46:00,2
2019-03-16 18:47:00,1
2019-03-16 18:49:00,1
2019-03-16 18:50:00,2
2019-03-16 18:51:00,1
2019-03-16 18:52:00,2
2019-03-16 18:53:00,1
2019-03-16 18:55:00,2
2019-03-16 18:57:00,1
2019-03-16 19:01:00,1
2019-03-16 19:06:00,1
2019-03-16 19:46:00,1
2019-03-16 19:50:00,1
2019-03-16 19:56:00,1
2019-03-16 20:33:00,1
2019-03-16 20:35:00,1
2019-03-16 20:47:00,1
2019-03-16 20:48:00,1
2019-03-17 00:17:00,1
2019-03-17 00:22:00,1
2019-03-17 01:39:00,1
2019-03-17 01:40:00,1
2019-03-17 01:58:00,1
2019-03-17 01:59:00,1
2019-03-17 02:09:00,1
2019-03-17 02:10:00,1
2019-03-17 02:26:00,2
2019-03-17 03:26:00,1
2019-03-17 03:27:00,2
2019-03-17 03:30:00,1
2019-03-17 03:37:00,1
2019-03-17 03:56:00,5
2019-03-17 03:57:00,2
2019-03-17 03:58:00,1
2019-03-17 03:59:00,2
2019-03-17 04:01:00,1
2019-03-17 04:03:00,1
2019-03-17 04:04:00,1
2019-03-17 04:06:00,1
2019-03-17 04:46:00,2
2019-03-17 04:47:00,3
2019-03-17 04:48:00,1
2019-03-17 04:49:00,1
2019-03-17 04:56:00,1
2019-03-17 07:31:00,1
2019-03-17 07:33:00,1
2019-03-17 15:11:00,1
2019-03-17 15:12:00,1
2019-03-17 18:50:00,1
2019-03-17 19:08:00,1
2019-03-17 19:21:00,1
2019-03-17 19:25:00,1
2019-03-17 19:43:00,1
2019-03-17 19:56:00,1
2019-03-17 21:38:00,1
2019-03-18 08:46:00,1
2019-03-18 09:50:00,1
2019-03-18 09:51:00,1
2019-03-18 10:11:00,1
2019-03-18 17:01:00,1
2019-03-18 17:02:00,1
2019-03-18 17:04:00,1
2019-03-18 17:10:00,2
2019-03-18 17:15:00,1
2019-03-18 17:22:00,1
2019-03-18 23:20:00,1
2019-03-18 23:27:00,1
2019-03-18 23:32:00,1
2019-03-20 01:44:00,1
2019-03-21 12:05:00,1
2019-03-21 12:08:00,1
2019-03-21 12:09:00,1
2019-03-21 18:44:00,1
2019-03-21 18:45:00,1
2019-03-22 22:13:00,1
2019-03-22 22:19:00,1
2019-03-24 10:04:00,1
2019-03-24 10:06:00,1
2019-03-24 10:07:00,1
2019-03-24 18:41:00,1
2019-03-24 20:25:00,1
2019-03-24 20:30:00,1
2019-03-24 20:32:00,1
2019-03-24 21:04:00,1
2019-03-24 21:50:00,1
2019-03-25 11:42:00,1
2019-03-25 11:43:00,1
2019-03-25 11:46:00,1
2019-03-25 20:07:00,1
2019-03-29 11:12:00,1
2019-04-02 20:05:00,1
2019-04-02 20:07:00,1
2019-04-12 14:28:00,1
2019-04-20 01:06:00,1
2019-04-21 02:11:00,1
2019-04-24 17:05:00,1
2019-04-26 10:02:00,1
2019-04-26 10:27:00,1
2019-04-26 10:29:00,1
2019-04-26 11:45:00,1
2019-04-29 01:37:00,1
2019-04-29 14:23:00,1
2019-05-14 21:36:00,1
2019-05-14 21:49:00,1
2019-05-14 21:57:00,1
2019-05-19 17:54:00,1
2019-05-19 18:06:00,1
2019-05-19 18:07:00,1
2019-05-19 18:18:00,1
2019-05-19 18:27:00,1
2019-05-19 18:29:00,1
2019-05-19 18:30:00,1
2019-05-19 18:59:00,1
2019-06-30 18:00:00,1
2019-07-02 17:58:00,1
2019-07-02 19:13:00,1
2019-07-02 19:16:00,1
2019-07-02 19:22:00,1
2019-07-08 11:55:00,1
2019-07-08 22:15:00,1
2019-07-08 22:45:00,1
2019-07-08 22:46:00,1
2019-07-10 16:02:00,1
2019-07-10 16:05:00,1
2019-07-10 16:11:00,1
2019-07-10 16:17:00,1
2019-07-12 17:40:00,1
2019-07-12 17:41:00,1
2019-07-12 17:42:00,1
2019-07-12 17:43:00,1
2019-07-12 17:46:00,1
2019-07-12 17:47:00,1
2019-07-12 17:49:00,1
2019-07-12 18:10:00,1
2019-07-12 18:31:00,1
2019-07-12 20:36:00,1
2019-07-13 09:53:00,1
2019-07-13 10:31:00,1
2019-07-13 15:16:00,1
2019-07-13 15:56:00,1
2019-07-13 16:07:00,1
2019-07-14 17:46:00,1
2019-07-15 17:53:00,1
2019-07-15 17:56:00,1
2019-07-15 17:59:00,1
2019-07-15 18:02:00,1
2019-07-15 21:27:00,1
2019-07-15 21:37:00,1
2019-07-16 08:04:00,1
2019-07-17 20:08:00,1
2019-07-17 20:31:00,1
2019-07-17 20:36:00,1
2019-07-20 00:30:00,1
2019-07-20 07:28:00,1
2019-07-21 17:48:00,1
2019-07-21 23:43:00,1
2019-07-21 23:44:00,1
2019-07-21 23:46:00,1
2019-07-22 03:43:00,2
2019-07-22 04:57:00,2
2019-07-22 05:07:00,1
2019-07-22 05:08:00,1
2019-07-22 05:39:00,1
2019-07-22 05:40:00,1
2019-07-22 05:53:00,1
2019-07-22 05:57:00,2
2019-07-22 06:06:00,2
2019-07-22 06:07:00,1
2019-07-24 17:52:00,1
2019-07-24 17:54:00,1
2019-07-24 17:56:00,1
2019-07-24 18:00:00,1
2019-07-24 18:03:00,1
2019-07-25 15:15:00,1
2019-07-25 15:23:00,1
2019-07-25 15:24:00,1
2019-07-25 16:38:00,1
2019-07-25 16:40:00,1
2019-07-25 16:41:00,1
2019-07-25 20:36:00,1
2019-08-23 13:32:00,1
2019-08-23 14:14:00,1
2019-08-23 14:16:00,1
2019-08-23 14:17:00,1
2019-08-23 17:13:00,1
2019-08-23 18:14:00,2
2019-08-23 18:15:00,1
2019-08-23 20:15:00,1
2019-08-23 20:16:00,1
2019-08-25 14:15:00,1
2019-08-26 20:22:00,2
2019-08-26 20:26:00,3
2019-08-26 20:27:00,2
2019-08-26 20:29:00,2
2019-08-27 15:52:00,2
2019-08-27 16:18:00,1
2019-08-27 16:22:00,1
2019-08-27 16:23:00,1
2019-08-27 22:27:00,2
2019-08-27 22:28:00,1
2019-09-01 04:57:00,1
2019-09-01 05:06:00,3
2019-09-01 05:14:00,1
2019-09-01 05:44:00,1
2019-09-01 05:54:00,1
2019-09-01 05:55:00,1
2019-09-02 01:37:00,1
2019-09-02 01:42:00,1
2019-09-02 01:46:00,1
2019-09-14 10:43:00,1
2019-09-16 18:51:00,1
2019-09-16 18:53:00,1
2019-09-16 19:19:00,1
2019-09-16 19:20:00,2
2019-09-16 19:22:00,3
2019-09-16 19:23:00,2
2019-09-16 19:24:00,1
2019-09-16 19:25:00,1
2019-09-16 19:26:00,1
2019-09-16 19:29:00,1
2019-09-16 19:30:00,2
2019-09-17 02:57:00,1
2019-09-17 02:59:00,1
2019-09-17 03:01:00,1
2019-09-17 03:03:00,1
2019-09-17 11:24:00,1
2019-09-17 11:27:00,2
2019-09-17 17:22:00,1
2019-09-17 17:29:00,1
2019-09-19 11:05:00,1
2019-09-19 11:42:00,1
2019-09-19 11:46:00,1
2019-09-19 11:50:00,1
2019-09-19 12:21:00,1
2019-09-19 21:54:00,1
2019-09-19 21:55:00,1
2019-09-19 22:59:00,1
2019-09-20 15:33:00,1
2019-09-20 15:36:00,1
2019-09-20 15:40:00,1
2019-09-20 15:43:00,1
2019-09-21 11:20:00,1
2019-09-21 12:47:00,4
2019-09-22 10:24:00,1
2019-09-22 10:25:00,1
2019-09-22 10:30:00,1
2019-09-22 10:32:00,1
2019-09-22 11:25:00,1
2019-09-22 11:30:00,1
2019-09-22 13:17:00,1
2019-09-22 13:19:00,1
2019-09-22 13:22:00,1
2019-09-22 13:23:00,1
2019-09-22 13:25:00,1
2019-09-22 13:27:00,1
2019-09-22 13:28:00,1
2019-09-22 13:29:00,1
2019-09-22 15:08:00,1
2019-09-22 16:31:00,1
2019-09-22 16:32:00,1
2019-09-22 16:43:00,1
2019-09-22 16:44:00,1
2019-09-22 18:05:00,1
2019-09-23 17:48:00,1
2019-09-23 17:51:00,1
2019-09-23 18:01:00,1
2019-09-23 23:26:00,1
2019-09-24 11:59:00,1
2019-09-24 12:29:00,1
2019-09-24 12:32:00,1
2019-09-24 12:38:00,1
2019-09-24 14:52:00,1
2019-09-24 15:02:00,1
2019-09-24 15:07:00,1
2019-09-24 15:52:00,1
2019-09-24 15:54:00,1
2019-09-24 15:55:00,1
2019-09-24 15:58:00,1
2019-09-24 15:59:00,1
2019-09-24 16:01:00,1
2019-09-24 16:10:00,1
2019-09-24 16:11:00,1
2019-09-24 16:28:00,1
2019-09-24 16:36:00,1
2019-09-24 16:37:00,1
2019-09-24 17:55:00,1
2019-09-24 21:55:00,1
2019-09-24 21:59:00,1
2019-09-24 22:01:00,2
2019-09-24 23:06:00,1
2019-09-25 07:20:00,2
2019-09-25 07:22:00,1
2019-09-25 08:04:00,1
2019-09-25 16:00:00,1
2019-09-25 16:01:00,4
2019-09-25 16:04:00,2
2019-09-25 17:37:00,1
2019-09-25 17:40:00,1
2019-09-25 20:01:00,1
2019-09-25 21:25:00,2
2019-09-25 21:26:00,1
2019-09-25 22:14:00,1
2019-09-25 22:16:00,1
2019-09-25 22:19:00,2
2019-09-25 22:25:00,1
2019-09-25 22:26:00,1
2019-09-25 22:27:00,1
2019-09-25 22:28:00,1
2019-09-26 00:17:00,2
2019-09-26 00:28:00,1
2019-09-26 18:39:00,2
2019-09-27 09:38:00,2
2019-09-27 09:41:00,1
2019-09-27 09:44:00,1
2019-09-27 16:11:00,1
2019-09-28 14:44:00,1
2019-09-28 15:50:00,1
2019-09-28 15:57:00,1
2019-09-28 16:01:00,1
2019-09-28 16:44:00,1
2019-09-28 16:57:00,1
2019-09-28 17:38:00,1
2019-09-28 18:18:00,2
2019-09-29 11:30:00,1
2019-09-29 15:14:00,1
2019-09-29 15:18:00,2
2019-09-29 15:20:00,1
2019-09-29 15:23:00,1
2019-09-29 15:34:00,1
2019-09-29 15:40:00,1
2019-09-29 15:47:00,1
2019-09-29 16:20:00,1
2019-09-29 19:33:00,1
2019-09-29 19:39:00,1
2019-09-29 20:00:00,1
2019-09-29 20:02:00,1
2019-09-29 20:03:00,1
2019-09-30 06:53:00,1
2019-09-30 08:43:00,1
2019-09-30 08:47:00,1
2019-09-30 08:56:00,1
2019-09-30 09:15:00,1
2019-09-30 09:21:00,1
2019-09-30 09:28:00,1
2019-09-30 09:37:00,1
2019-09-30 09:38:00,1
2019-09-30 15:03:00,1
2019-09-30 15:39:00,1
2019-09-30 15:48:00,1
2019-09-30 15:52:00,1
2019-09-30 15:56:00,1
2019-10-01 08:30:00,1
2019-10-03 04:14:00,1
2019-10-03 04:15:00,3
2019-10-03 04:16:00,3
2019-10-03 04:17:00,1
2019-10-03 04:20:00,2
2019-10-03 04:21:00,3
2019-10-03 04:22:00,2
2019-10-03 04:23:00,1
2019-10-03 04:24:00,3
2019-10-03 04:27:00,2
2019-10-03 04:29:00,1
2019-10-03 04:30:00,2
2019-10-03 04:31:00,2
2019-10-03 04:33:00,2
2019-10-03 04:35:00,1
2019-10-03 04:36:00,4
2019-10-03 04:38:00,1
2019-10-03 04:40:00,1
2019-10-04 03:33:00,1
2019-10-04 03:38:00,2
2019-10-04 03:42:00,1
2019-10-04 03:44:00,1
2019-10-04 03:48:00,1
2019-10-04 03:55:00,1
2019-10-04 03:57:00,2
2019-10-04 04:01:00,1
2019-10-04 04:03:00,2
2019-10-05 10:04:00,1
2019-10-05 10:10:00,1
2019-10-05 14:29:00,1
2019-10-06 14:40:00,1
2019-10-06 15:11:00,1
2019-10-06 15:19:00,1
2019-10-06 15:24:00,1
2019-10-06 19:36:00,3
2019-10-06 19:37:00,5
2019-10-06 19:38:00,4
2019-10-08 07:22:00,1
2019-10-08 17:42:00,1
2019-10-08 17:43:00,1
2019-10-08 18:08:00,1
2019-10-09 01:22:00,2
2019-10-09 01:23:00,1
2019-10-09 01:29:00,1
2019-10-09 09:51:00,1
2019-10-09 10:04:00,1
2019-10-09 10:22:00,1
2019-10-09 21:01:00,1
2019-10-09 21:03:00,1
2019-10-09 21:42:00,1
2019-10-09 23:24:00,1
2019-10-09 23:27:00,2
2019-10-09 23:31:00,1
2019-10-09 23:34:00,1
2019-10-09 23:35:00,1
2019-10-10 00:33:00,1
2019-10-11 13:44:00,1
2019-10-11 14:31:00,1
2019-10-11 14:34:00,1
2019-10-11 16:57:00,1
2019-10-11 18:18:00,1
2019-10-13 01:26:00,1
2019-10-14 19:39:00,1
2019-10-14 19:40:00,1
2019-10-14 19:43:00,1
2019-10-14 20:05:00,1
2019-10-16 19:31:00,1
2019-10-28 12:49:00,1
2019-10-30 13:36:00,1
2019-10-30 13:49:00,1
2019-10-30 13:58:00,1
2019-11-02 12:47:00,1
2019-11-02 12:50:00,2
2019-11-02 12:51:00,1
2019-11-02 12:57:00,1
2019-11-02 12:59:00,1
2019-11-02 18:32:00,1
2019-11-02 18:34:00,1
2019-11-02 18:36:00,2
2019-11-02 18:40:00,1
2019-11-02 18:43:00,2
2019-11-02 18:46:00,1
2019-11-02 18:49:00,2
2019-11-02 18:50:00,1
2019-11-02 18:51:00,1
2019-11-02 18:52:00,1
2019-11-02 20:23:00,1
2019-11-02 20:27:00,1
2019-11-02 20:37:00,1
2019-11-02 20:42:00,1
2019-11-03 00:00:00,1
2019-11-03 00:01:00,1
2019-11-03 00:06:00,1
2019-11-03 10:43:00,1
2019-11-03 10:47:00,1
2019-11-03 11:02:00,1
2019-11-03 11:13:00,1
2019-11-03 19:29:00,1
2019-11-03 19:32:00,1
2019-11-08 13:23:00,1
2019-11-14 22:22:00,1
2019-11-14 22:23:00,1
2019-11-17 23:50:00,1
2019-11-17 23:51:00,2
2019-11-18 00:38:00,1
2019-11-18 00:39:00,2
2019-11-18 00:53:00,1
2019-11-18 01:05:00,1
2019-11-18 01:08:00,1
2019-11-18 01:09:00,2
2019-11-18 01:10:00,1
2019-11-18 01:12:00,1
2019-11-18 01:13:00,2
2019-11-18 01:15:00,1
2019-11-18 01:26:00,1
2019-11-18 01:32:00,1
2019-11-18 01:36:00,1
2019-11-18 03:05:00,1
2019-11-18 03:26:00,1
2019-11-19 04:19:00,1
2019-11-19 05:09:00,1
2019-12-27 23:17:00,1
2019-12-28 00:26:00,1
2019-12-28 00:40:00,1
