226,"SELECT TOP # photoobj.run, photoobj.camcol, photoobj.field, photoobj.obj, photoobj.psfmag_u, photoobj.psfmag_g, photoobj.psfmag_r, photoobj.psfmag_i, photoobj.psfmag_z, photoobj.ra as photoobj_ra, photoobj.dec as photoobj_dec, star.apstar_id, star.ra as star_ra, star.dec as star_dec, aspcap.teff, aspcap.metals, aspcap.logg FROM apogeeStar AS star CROSS APPLY dbo.fGetNearestObjEq (star.ra, star.dec, #) AS near JOIN photoobj ON near.objid = photoobj.objid JOIN aspcapStar as aspcap ON star.apstar_id = aspcap.apstar_id WHERE star.glat > #. and aspcap.teff > #"
2019-12-08 05:04:00,1
2019-12-08 20:17:00,1
2019-12-09 04:47:00,1
2019-12-12 00:55:00,1
2019-12-12 10:57:00,1
2019-12-13 10:37:00,1
2019-12-13 10:40:00,1
2019-12-13 13:56:00,1
2019-12-18 01:31:00,1
2019-12-18 10:58:00,1
2019-12-22 14:10:00,1
2019-12-23 08:59:00,1
2019-12-25 05:13:00,1
2019-12-26 10:06:00,1
2019-12-27 13:22:00,1
2019-12-30 07:03:00,1
