371,"SELECT TOP # star.apogee_id, star.ra, star.dec, star.glon, star.glat, star.vhelio_avg, star.vscatter, obj.j, obj.h, obj.k, obj.ak_targ, obj.ak_targ_method, obj.ak_wise, aspcap.teff, aspcap.logg, aspcap.param_m_h FROM apogeeStar star JOIN aspcapStar aspcap on aspcap.apstar_id = star.apstar_id JOIN apogeeObject obj on aspcap.target_id = obj.target_id WHERE (aspcap.aspxcapflag & dbo.fApogeeAspcapFlag (#) ) = # and aspcap.teff > # and (star.vhelio_avg > #) and (star.starflag & dbo.fApogeeStarFlag (#) ) = # and star.nvisits > # order by aspcap.apogee_id"
2019-05-30 23:31:00,1
2019-05-31 03:26:00,1
2019-05-31 03:33:00,1
2019-05-31 23:09:00,1
2019-06-03 01:29:00,1
2019-06-04 14:48:00,1
2019-06-07 16:52:00,1
2019-06-10 05:50:00,1
2019-06-11 16:50:00,1
2019-06-11 17:29:00,1
2019-06-13 15:49:00,1
2019-06-14 08:27:00,1
2019-06-15 00:08:00,1
2019-06-15 18:44:00,1
2019-06-15 20:42:00,1
2019-06-17 10:54:00,1
2019-06-19 01:24:00,1
2019-06-21 07:02:00,1
2019-06-22 03:34:00,1
2019-06-22 19:32:00,1
2019-06-23 19:22:00,1
2019-06-25 10:58:00,1
2019-06-25 14:59:00,1
2019-06-25 16:24:00,1
2019-06-25 18:09:00,1
2019-06-25 18:22:00,1
2019-06-25 18:23:00,1
2019-06-27 01:59:00,2
2019-06-27 10:44:00,1
2019-06-29 16:50:00,1
2019-07-01 10:23:00,1
2019-07-02 16:06:00,1
2019-07-04 19:22:00,1
2019-07-06 02:06:00,1
2019-07-06 08:18:00,1
2019-07-07 02:06:00,1
2019-07-07 14:31:00,1
2019-07-07 22:06:00,1
2019-07-07 22:36:00,1
2019-07-09 02:13:00,1
2019-07-10 21:59:00,1
2019-07-14 09:58:00,1
2019-07-14 19:53:00,1
2019-07-15 21:40:00,1
2019-07-16 18:07:00,1
2019-07-17 05:11:00,1
2019-07-18 12:06:00,1
2019-07-19 00:40:00,1
2019-07-20 00:41:00,1
2019-07-20 03:06:00,1
2019-07-20 04:48:00,1
2019-07-21 09:36:00,1
2019-07-22 02:03:00,1
2019-07-22 09:43:00,1
2019-07-23 15:43:00,1
2019-07-24 20:32:00,1
2019-07-26 05:21:00,1
2019-07-27 04:49:00,1
2019-07-27 15:00:00,1
2019-07-27 19:40:00,1
2019-07-28 02:44:00,1
2019-07-28 14:50:00,1
2019-07-28 20:01:00,1
2019-07-28 22:14:00,1
2019-07-30 04:16:00,1
2019-07-31 11:05:00,1
2019-07-31 19:47:00,1
2019-08-01 12:33:00,1
2019-08-04 23:34:00,1
2019-08-08 20:58:00,1
2019-08-09 17:58:00,1
2019-08-09 18:41:00,1
2019-08-12 20:47:00,1
2019-08-13 17:10:00,1
2019-08-13 19:16:00,1
2019-08-16 08:35:00,1
2019-08-16 15:19:00,1
2019-08-18 00:13:00,1
2019-08-18 08:49:00,1
2019-08-18 13:43:00,1
2019-08-21 11:41:00,1
2019-08-23 12:44:00,1
2019-08-23 14:32:00,1
2019-08-23 15:09:00,1
2019-08-23 16:19:00,1
2019-08-23 19:53:00,1
2019-08-25 04:52:00,1
2019-08-25 22:47:00,1
2019-08-29 11:07:00,1
2019-08-29 23:23:00,1
2019-08-30 13:11:00,1
2019-08-31 18:53:00,1
2019-08-31 21:04:00,1
2019-09-02 12:18:00,1
2019-09-02 18:44:00,1
2019-09-03 05:07:00,1
2019-09-03 19:41:00,1
2019-09-05 17:18:00,1
2019-09-06 03:39:00,1
2019-09-07 14:46:00,1
2019-09-08 07:35:00,1
2019-09-08 08:56:00,1
2019-09-08 11:49:00,1
2019-09-08 17:36:00,1
2019-09-10 23:09:00,1
2019-09-11 19:07:00,1
2019-09-11 23:12:00,1
2019-09-15 06:31:00,1
2019-09-17 13:08:00,1
2019-09-17 17:27:00,1
2019-09-18 12:29:00,1
2019-09-18 23:54:00,1
2019-09-19 02:49:00,1
2019-09-19 17:45:00,1
2019-09-19 18:37:00,1
2019-09-20 03:10:00,1
2019-09-20 06:25:00,1
2019-09-20 10:54:00,1
2019-09-24 00:15:00,1
2019-09-25 07:45:00,1
2019-09-25 12:25:00,1
2019-09-25 20:49:00,1
2019-09-26 00:16:00,1
2019-09-29 19:15:00,1
2019-09-30 03:47:00,1
2019-09-30 21:39:00,1
2019-10-01 11:07:00,1
2019-10-03 16:56:00,1
2019-10-04 13:44:00,1
2019-10-05 08:38:00,1
2019-10-06 08:49:00,1
2019-10-08 19:52:00,1
2019-10-10 07:20:00,1
2019-10-10 14:16:00,1
2019-10-11 04:29:00,1
2019-10-11 10:01:00,1
2019-10-14 03:20:00,1
2019-10-14 05:04:00,1
2019-10-15 02:29:00,1
2019-10-15 04:49:00,1
2019-10-16 12:15:00,1
2019-10-17 01:15:00,1
2019-10-17 13:48:00,1
2019-10-17 19:38:00,1
2019-10-19 09:40:00,1
2019-10-21 02:39:00,1
2019-10-21 11:53:00,1
2019-10-22 07:32:00,1
2019-10-23 21:41:00,1
2019-10-24 05:52:00,1
2019-10-24 10:06:00,1
2019-10-28 20:26:00,1
2019-10-29 16:22:00,1
2019-11-01 09:29:00,1
2019-11-02 03:33:00,1
2019-11-02 10:53:00,1
2019-11-02 20:57:00,1
2019-11-03 10:19:00,1
2019-11-04 16:48:00,1
2019-11-05 06:00:00,1
2019-11-08 19:20:00,1
2019-11-09 10:15:00,1
2019-11-10 11:28:00,1
2019-11-10 15:30:00,1
2019-11-12 18:52:00,5
2019-11-12 19:09:00,1
2019-11-12 19:11:00,1
2019-11-14 07:03:00,1
2019-11-14 18:26:00,1
2019-11-14 20:04:00,1
2019-11-14 20:39:00,1
2019-11-15 01:13:00,1
2019-11-15 03:38:00,1
2019-11-15 04:20:00,1
2019-11-16 07:00:00,1
2019-11-16 07:16:00,1
2019-11-17 02:55:00,1
2019-11-18 23:47:00,1
2019-11-22 15:57:00,1
2019-11-23 17:02:00,1
2019-11-24 07:22:00,1
2019-11-24 20:08:00,1
2019-11-25 23:18:00,1
2019-11-27 10:07:00,1
2019-11-27 10:18:00,1
2019-11-28 12:17:00,1
2019-11-29 03:02:00,1
2019-11-30 02:58:00,1
2019-12-01 08:42:00,1
2019-12-01 20:26:00,1
2019-12-04 11:26:00,1
2019-12-05 15:39:00,1
2019-12-05 19:02:00,1
2019-12-05 21:12:00,1
2019-12-06 11:17:00,1
2019-12-06 16:07:00,1
2019-12-06 23:59:00,1
2019-12-07 14:09:00,1
2019-12-07 21:38:00,1
2019-12-09 02:37:00,1
2019-12-09 07:21:00,1
2019-12-09 16:57:00,1
2019-12-09 21:47:00,1
2019-12-10 13:10:00,1
2019-12-11 10:40:00,1
2019-12-12 02:33:00,1
2019-12-12 15:09:00,1
2019-12-13 12:33:00,1
2019-12-13 13:34:00,1
2019-12-14 10:30:00,1
2019-12-15 00:04:00,1
2019-12-15 13:59:00,1
2019-12-15 21:47:00,1
2019-12-16 22:57:00,1
2019-12-20 09:10:00,1
2019-12-20 17:25:00,1
2019-12-20 23:21:00,1
2019-12-22 06:55:00,2
2019-12-22 15:24:00,1
2019-12-24 01:16:00,1
2019-12-24 03:05:00,1
2019-12-24 04:01:00,1
2019-12-25 05:53:00,1
2019-12-26 03:15:00,1
2019-12-26 14:54:00,1
2019-12-26 15:24:00,1
2019-12-26 18:25:00,1
2019-12-27 07:32:00,1
2019-12-28 23:57:00,1
2019-12-30 02:52:00,1
