790,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-10-06 08:14:00,2
2019-10-06 08:15:00,2
2019-10-06 08:16:00,2
2019-10-06 08:17:00,2
2019-10-06 08:18:00,2
2019-10-06 08:19:00,2
2019-10-06 08:20:00,1
2019-10-06 08:21:00,3
2019-10-06 08:22:00,2
2019-10-06 08:23:00,2
2019-10-06 08:24:00,2
2019-10-06 08:25:00,3
2019-10-06 08:26:00,1
2019-10-06 08:27:00,2
2019-10-06 08:28:00,2
2019-10-06 08:29:00,2
2019-10-06 08:30:00,2
2019-10-06 08:31:00,2
2019-10-06 08:32:00,3
2019-10-06 08:33:00,2
2019-10-06 08:34:00,2
2019-10-06 08:35:00,2
2019-10-06 08:36:00,2
2019-10-06 08:37:00,3
2019-10-06 08:38:00,3
2019-10-06 08:39:00,1
2019-10-06 08:40:00,3
2019-10-06 08:41:00,2
2019-10-06 08:42:00,2
2019-10-06 08:43:00,2
2019-10-06 08:44:00,2
2019-10-06 08:45:00,1
2019-10-06 08:46:00,2
2019-10-06 08:47:00,1
2019-10-06 16:12:00,1
2019-10-06 16:13:00,1
2019-10-06 16:14:00,3
2019-10-06 16:15:00,1
2019-10-06 16:16:00,2
2019-10-06 16:17:00,3
2019-10-06 16:18:00,2
2019-10-06 16:19:00,2
2019-10-06 16:20:00,2
2019-10-06 16:21:00,1
2019-10-06 16:22:00,2
2019-10-06 16:23:00,2
2019-10-06 16:24:00,2
2019-10-06 16:25:00,2
2019-10-06 16:26:00,2
2019-10-06 16:27:00,2
2019-10-06 17:42:00,1
2019-10-06 17:43:00,2
2019-10-06 17:44:00,2
2019-10-06 17:45:00,2
2019-10-06 17:46:00,2
2019-10-06 17:47:00,2
2019-10-06 17:48:00,3
2019-10-06 17:49:00,2
2019-10-06 17:50:00,1
2019-10-06 17:51:00,2
2019-10-06 17:52:00,2
2019-10-06 17:53:00,1
2019-10-06 17:54:00,2
2019-10-06 17:55:00,2
2019-10-06 17:56:00,2
2019-10-06 17:57:00,2
2019-10-06 17:58:00,2
2019-10-06 17:59:00,1
2019-10-06 18:00:00,3
2019-10-06 18:01:00,1
2019-10-06 18:02:00,3
2019-10-06 18:03:00,2
2019-10-06 18:04:00,2
2019-10-06 18:05:00,2
2019-10-06 18:06:00,1
2019-10-06 18:07:00,2
2019-10-06 18:08:00,3
2019-10-06 18:09:00,1
2019-10-06 18:10:00,2
2019-10-06 18:11:00,3
2019-10-06 18:12:00,2
2019-10-06 18:13:00,2
2019-10-06 18:14:00,2
2019-10-06 18:15:00,3
2019-10-06 18:16:00,2
2019-10-06 18:17:00,2
2019-10-06 18:18:00,2
2019-10-06 18:19:00,2
2019-10-06 18:20:00,2
2019-10-06 18:21:00,3
2019-10-06 18:22:00,2
2019-10-06 18:23:00,2
2019-10-06 18:24:00,2
2019-10-06 18:25:00,2
2019-10-06 18:26:00,1
2019-10-06 18:27:00,2
2019-10-06 18:28:00,2
2019-10-06 18:29:00,2
2019-10-06 18:30:00,2
2019-10-06 18:31:00,2
2019-10-06 18:32:00,2
2019-10-06 18:33:00,1
2019-10-06 18:34:00,2
2019-10-06 18:35:00,1
2019-10-06 18:36:00,2
2019-10-06 18:37:00,2
2019-10-06 18:38:00,2
2019-10-06 18:39:00,2
2019-10-06 18:40:00,2
2019-10-06 18:41:00,2
2019-10-06 18:42:00,3
2019-10-06 18:43:00,2
2019-10-06 18:44:00,2
2019-10-06 18:45:00,2
2019-10-06 18:46:00,2
2019-10-06 18:47:00,2
2019-10-06 18:48:00,2
2019-10-06 18:49:00,2
2019-10-06 18:50:00,2
2019-10-06 18:51:00,2
2019-10-06 18:52:00,2
2019-10-06 18:53:00,1
2019-10-06 20:44:00,1
2019-10-06 20:45:00,1
2019-10-06 20:46:00,1
2019-10-06 20:47:00,1
2019-10-06 20:48:00,2
2019-10-06 20:49:00,2
2019-10-06 20:50:00,3
2019-10-06 20:51:00,1
2019-10-06 20:52:00,3
2019-10-06 20:53:00,2
2019-10-06 20:54:00,3
2019-10-06 20:55:00,1
2019-10-06 20:56:00,3
2019-10-06 20:57:00,2
2019-10-06 20:58:00,2
2019-10-06 20:59:00,2
2019-10-06 21:00:00,2
2019-10-06 21:01:00,2
2019-10-06 21:02:00,2
2019-10-06 21:03:00,2
2019-10-06 21:04:00,1
2019-10-06 21:05:00,3
2019-10-06 21:06:00,1
2019-10-06 21:07:00,2
2019-10-06 21:08:00,2
2019-10-06 21:09:00,2
2019-10-06 21:10:00,1
2019-10-06 21:11:00,2
2019-10-06 21:12:00,2
2019-10-06 21:13:00,2
2019-10-06 21:14:00,2
2019-10-06 21:15:00,1
2019-10-06 21:16:00,3
2019-10-06 21:17:00,2
2019-10-06 21:18:00,2
2019-10-06 21:19:00,2
2019-10-06 21:20:00,2
2019-10-06 21:21:00,2
2019-10-06 21:22:00,2
2019-10-06 21:23:00,2
2019-10-06 21:24:00,2
2019-10-06 21:25:00,2
2019-10-06 21:26:00,3
2019-10-06 21:27:00,2
2019-10-06 21:28:00,2
2019-10-06 21:29:00,1
2019-10-06 21:30:00,2
2019-10-06 21:31:00,2
2019-10-06 21:32:00,2
2019-10-06 21:33:00,2
2019-10-06 21:34:00,2
2019-10-06 21:35:00,2
2019-10-06 21:36:00,2
2019-10-06 21:38:00,2
2019-10-06 21:39:00,2
2019-10-06 21:40:00,2
2019-10-06 21:41:00,2
2019-10-06 21:42:00,2
2019-10-06 21:43:00,2
2019-10-06 21:44:00,2
2019-10-06 21:45:00,2
2019-10-06 21:46:00,2
2019-10-06 21:47:00,3
2019-10-06 21:48:00,2
2019-10-06 21:49:00,1
2019-10-06 21:50:00,2
2019-10-06 21:51:00,2
2019-10-06 21:52:00,2
2019-10-06 21:53:00,2
2019-10-06 21:54:00,2
2019-10-06 21:55:00,3
2019-10-06 21:56:00,2
2019-10-06 21:57:00,2
2019-10-06 21:58:00,2
2019-10-06 21:59:00,2
2019-10-06 22:00:00,2
2019-10-06 22:01:00,2
2019-10-06 22:02:00,3
2019-10-06 22:03:00,2
2019-10-06 22:04:00,2
2019-10-06 22:05:00,2
2019-10-06 22:06:00,2
2019-10-06 22:07:00,2
2019-10-06 22:08:00,2
2019-10-06 22:09:00,3
2019-10-06 22:10:00,2
2019-10-06 22:11:00,3
2019-10-06 22:12:00,1
2019-10-06 22:13:00,2
2019-10-06 22:14:00,3
2019-10-06 22:15:00,2
2019-10-06 22:16:00,2
2019-10-06 22:17:00,2
2019-10-06 22:18:00,2
2019-10-06 22:19:00,2
2019-10-06 22:20:00,3
2019-10-06 22:21:00,2
2019-10-06 22:22:00,2
2019-10-06 22:23:00,2
2019-10-06 22:24:00,2
2019-10-06 22:25:00,1
2019-10-06 22:26:00,2
2019-10-06 22:27:00,2
2019-10-06 22:28:00,2
2019-10-06 22:29:00,2
2019-10-06 22:30:00,2
2019-10-06 22:31:00,3
2019-10-06 22:32:00,1
2019-10-06 22:33:00,2
2019-10-06 22:34:00,2
2019-10-06 22:35:00,2
2019-10-06 22:36:00,2
2019-10-06 22:37:00,2
2019-10-06 22:38:00,1
2019-10-06 22:39:00,3
2019-10-06 22:40:00,2
2019-10-06 22:41:00,2
2019-10-06 22:42:00,2
2019-10-06 22:43:00,2
2019-10-06 22:44:00,2
2019-10-06 22:45:00,2
2019-10-06 22:46:00,3
2019-10-06 22:47:00,2
2019-10-06 22:48:00,2
2019-10-06 22:49:00,3
2019-10-06 22:50:00,2
2019-10-06 22:51:00,3
2019-10-06 22:52:00,2
2019-10-06 22:53:00,2
2019-10-06 22:54:00,2
2019-10-06 22:55:00,2
2019-10-06 22:56:00,3
2019-10-06 22:57:00,1
2019-10-06 22:58:00,3
2019-10-06 22:59:00,2
2019-10-06 23:00:00,2
2019-10-06 23:01:00,2
2019-10-06 23:02:00,2
2019-10-06 23:03:00,2
2019-10-06 23:04:00,1
2019-10-06 23:05:00,1
2019-10-06 23:06:00,2
2019-10-06 23:07:00,2
2019-10-06 23:08:00,2
2019-10-06 23:09:00,2
2019-10-06 23:10:00,3
2019-10-06 23:11:00,2
2019-10-06 23:12:00,2
2019-10-06 23:13:00,3
2019-10-06 23:14:00,2
2019-10-06 23:15:00,2
2019-10-06 23:16:00,2
2019-10-06 23:17:00,2
2019-10-06 23:18:00,3
2019-10-06 23:19:00,2
2019-10-06 23:20:00,2
2019-10-06 23:21:00,3
2019-10-06 23:22:00,2
2019-10-06 23:23:00,2
2019-10-06 23:24:00,2
2019-10-06 23:25:00,2
2019-10-06 23:26:00,2
2019-10-06 23:27:00,2
2019-10-06 23:28:00,2
2019-10-06 23:29:00,2
2019-10-06 23:30:00,2
2019-10-06 23:31:00,3
2019-10-06 23:32:00,2
2019-10-06 23:33:00,2
2019-10-06 23:34:00,2
2019-10-06 23:36:00,1
2019-10-06 23:37:00,2
2019-10-06 23:38:00,2
2019-10-06 23:39:00,2
2019-10-06 23:40:00,2
2019-10-06 23:41:00,2
2019-10-06 23:42:00,2
2019-10-06 23:43:00,2
2019-10-06 23:44:00,2
2019-10-06 23:45:00,3
2019-10-06 23:46:00,1
2019-10-06 23:47:00,2
2019-10-06 23:49:00,2
2019-10-06 23:50:00,3
2019-10-06 23:51:00,2
2019-10-06 23:52:00,2
2019-10-06 23:53:00,2
2019-10-06 23:54:00,1
2019-10-06 23:55:00,1
2019-10-06 23:56:00,2
2019-10-06 23:57:00,2
2019-10-06 23:58:00,2
2019-10-06 23:59:00,2
