42486,select fieldid from field where cccol_u between # and # and skyframes_r between # and #
2019-02-26 12:54:00,352
2019-02-26 12:55:00,291
2019-02-26 12:56:00,42
2019-02-26 12:59:00,57
2019-02-26 13:00:00,273
2019-02-26 13:01:00,180
2019-02-26 13:02:00,240
2019-02-26 13:03:00,289
2019-02-26 13:04:00,118
2019-02-26 13:05:00,84
2019-02-26 13:06:00,405
2019-02-26 13:07:00,32
2019-02-26 13:08:00,17
2019-02-26 13:09:00,26
2019-02-26 13:10:00,1
2019-02-26 13:13:00,1
2019-02-26 13:15:00,15
2019-02-26 13:17:00,124
2019-02-26 13:18:00,329
2019-02-26 13:19:00,333
2019-02-26 13:20:00,279
2019-02-26 13:21:00,325
2019-02-26 13:22:00,126
2019-02-26 13:23:00,98
2019-02-26 13:24:00,70
2019-02-26 13:25:00,187
2019-02-26 13:26:00,208
2019-02-26 13:27:00,359
2019-02-26 13:28:00,284
2019-02-26 13:29:00,257
2019-02-26 13:30:00,356
2019-02-26 13:31:00,357
2019-02-26 13:32:00,281
2019-02-26 13:33:00,225
2019-02-26 13:34:00,147
2019-02-26 13:35:00,178
2019-02-26 13:38:00,291
2019-02-26 13:39:00,277
2019-02-26 13:40:00,314
2019-02-26 13:41:00,264
2019-02-26 13:42:00,48
2019-02-26 13:43:00,26
2019-02-26 13:44:00,116
2019-02-26 13:45:00,120
2019-02-26 13:46:00,57
