24345,"SELECT top # ra,dec,u,g,r,i,z,GNOE.distance*# FROM PhotoObj as PT JOIN dbo.fGetNearbyObjEq(#,#,#) as GNOE on PT.objID = GNOE.objID ORDER BY GNOE.distance"
2019-10-11 19:10:00,45
2019-10-11 19:11:00,45
2019-10-11 19:12:00,44
2019-10-11 19:13:00,44
2019-10-11 19:14:00,46
2019-10-11 19:15:00,43
2019-10-11 19:16:00,44
2019-10-11 19:17:00,45
2019-10-11 19:18:00,43
2019-10-11 19:19:00,45
2019-10-11 19:20:00,45
2019-10-11 19:21:00,45
2019-10-11 19:22:00,45
2019-10-11 19:23:00,45
2019-10-11 19:24:00,44
2019-10-11 19:25:00,45
2019-10-11 19:26:00,44
2019-10-11 19:27:00,45
2019-10-11 19:28:00,44
2019-10-11 19:29:00,34
2019-10-11 19:30:00,23
2019-10-11 19:31:00,44
2019-10-11 19:32:00,45
2019-10-11 19:33:00,44
2019-10-11 19:34:00,44
2019-10-11 19:35:00,45
2019-10-11 19:36:00,44
2019-10-11 19:37:00,44
2019-10-11 19:38:00,45
2019-10-11 19:39:00,44
2019-10-11 19:40:00,45
2019-10-11 19:41:00,44
2019-10-11 19:42:00,40
2019-10-11 19:43:00,43
2019-10-11 19:44:00,44
2019-10-11 19:45:00,44
2019-10-11 19:46:00,44
2019-10-11 19:47:00,44
2019-10-11 19:48:00,45
2019-10-11 19:49:00,37
2019-10-11 19:50:00,36
2019-10-11 19:51:00,44
2019-10-11 19:52:00,44
2019-10-11 19:53:00,35
2019-10-11 19:54:00,41
2019-10-11 19:55:00,33
2019-10-11 19:56:00,31
2019-10-11 19:57:00,42
2019-10-11 19:58:00,43
2019-10-11 19:59:00,42
2019-10-11 20:00:00,43
2019-10-11 20:01:00,34
2019-10-11 20:02:00,7
2019-10-11 20:03:00,7
2019-10-11 20:04:00,7
2019-10-11 20:05:00,44
2019-10-11 20:06:00,44
2019-10-11 20:07:00,41
2019-10-11 20:08:00,43
2019-10-11 20:09:00,44
2019-10-11 20:10:00,44
2019-10-11 20:11:00,45
2019-10-11 20:12:00,44
2019-10-11 20:13:00,44
2019-10-11 20:14:00,44
2019-10-11 20:15:00,44
2019-10-11 20:16:00,44
2019-10-11 20:17:00,43
2019-10-11 20:18:00,44
2019-10-11 20:19:00,43
2019-10-11 20:20:00,44
2019-10-11 20:21:00,43
2019-10-11 20:22:00,44
2019-10-11 20:23:00,43
2019-10-11 20:24:00,44
2019-10-11 20:25:00,44
2019-10-11 20:26:00,43
2019-10-11 20:27:00,44
2019-10-11 20:28:00,44
2019-10-11 20:29:00,43
2019-10-11 20:30:00,43
2019-10-11 20:31:00,44
2019-10-11 20:32:00,43
2019-10-11 20:33:00,44
2019-10-11 20:34:00,44
2019-10-11 20:35:00,43
2019-10-11 20:36:00,44
2019-10-11 20:37:00,43
2019-10-11 20:38:00,44
2019-10-11 20:39:00,43
2019-10-11 20:40:00,44
2019-10-11 20:41:00,43
2019-10-11 20:42:00,44
2019-10-11 20:43:00,44
2019-10-11 20:44:00,44
2019-10-11 20:45:00,43
2019-10-11 20:46:00,44
2019-10-11 20:47:00,44
2019-10-11 20:48:00,44
2019-10-11 20:49:00,43
2019-10-11 20:50:00,44
2019-10-11 20:51:00,43
2019-10-11 20:52:00,44
2019-10-11 20:53:00,43
2019-10-11 20:54:00,44
2019-10-11 20:55:00,43
2019-10-11 20:56:00,44
2019-10-11 20:57:00,44
2019-10-11 20:58:00,44
2019-10-11 20:59:00,43
2019-10-11 21:00:00,44
2019-10-11 21:01:00,43
2019-10-11 21:02:00,44
2019-10-11 21:03:00,43
2019-10-11 21:04:00,44
2019-10-11 21:05:00,44
2019-10-11 21:06:00,43
2019-10-11 21:07:00,44
2019-10-11 21:08:00,44
2019-10-11 21:09:00,43
2019-10-11 21:10:00,43
2019-10-11 21:11:00,44
2019-10-11 21:12:00,44
2019-10-11 21:13:00,43
2019-10-11 21:14:00,44
2019-10-11 21:15:00,43
2019-10-11 21:16:00,44
2019-10-11 21:17:00,44
2019-10-11 21:18:00,44
2019-10-11 21:19:00,44
2019-10-11 21:20:00,43
2019-10-11 21:21:00,44
2019-10-11 21:22:00,44
2019-10-11 21:23:00,44
2019-10-11 21:24:00,43
2019-10-11 21:25:00,44
2019-10-11 21:26:00,44
2019-10-11 21:27:00,44
2019-10-11 21:28:00,44
2019-10-11 21:29:00,44
2019-10-11 21:30:00,44
2019-10-11 21:31:00,44
2019-10-11 21:32:00,44
2019-10-11 21:33:00,44
2019-10-11 21:34:00,44
2019-10-11 21:35:00,45
2019-10-11 21:36:00,44
2019-10-11 21:37:00,44
2019-10-11 21:38:00,43
2019-10-11 21:39:00,43
2019-10-11 21:40:00,44
2019-10-11 21:41:00,44
2019-10-11 21:42:00,44
2019-10-11 21:43:00,43
2019-10-11 21:44:00,44
2019-10-11 21:45:00,45
2019-10-11 21:46:00,44
2019-10-11 21:47:00,44
2019-10-11 21:48:00,44
2019-10-11 21:49:00,44
2019-10-11 21:50:00,44
2019-10-11 21:51:00,44
2019-10-11 21:52:00,44
2019-10-11 21:53:00,44
2019-10-11 21:54:00,39
2019-10-11 21:55:00,44
2019-10-11 21:56:00,44
2019-10-11 21:57:00,45
2019-10-11 21:58:00,44
2019-10-11 21:59:00,40
2019-10-11 22:00:00,44
2019-10-11 22:01:00,44
2019-10-11 22:02:00,44
2019-10-11 22:03:00,44
2019-10-11 22:04:00,43
2019-10-11 22:05:00,45
2019-10-11 22:06:00,44
2019-10-11 22:07:00,44
2019-10-11 22:08:00,43
2019-10-11 22:09:00,43
2019-10-11 22:10:00,44
2019-10-11 22:11:00,43
2019-10-11 22:12:00,43
2019-10-11 22:13:00,44
2019-10-11 22:14:00,43
2019-10-11 22:15:00,44
2019-10-11 22:16:00,44
2019-10-11 22:17:00,44
2019-10-11 22:18:00,44
2019-10-11 22:19:00,43
2019-10-11 22:20:00,44
2019-10-11 22:21:00,43
2019-10-11 22:22:00,44
2019-10-11 22:23:00,44
2019-10-11 22:24:00,44
2019-10-11 22:25:00,44
2019-10-11 22:26:00,44
2019-10-11 22:27:00,44
2019-10-11 22:28:00,44
2019-10-11 22:29:00,43
2019-10-11 22:30:00,45
2019-10-11 22:31:00,44
2019-10-11 22:32:00,44
2019-10-11 22:33:00,43
2019-10-11 22:34:00,44
2019-10-11 22:35:00,44
2019-10-11 22:36:00,44
2019-10-11 22:37:00,43
2019-10-11 22:38:00,44
2019-10-11 22:39:00,44
2019-10-11 22:40:00,44
2019-10-11 22:41:00,44
2019-10-11 22:42:00,43
2019-10-11 22:43:00,44
2019-10-11 22:44:00,44
2019-10-11 22:45:00,44
2019-10-11 22:46:00,44
2019-10-11 22:47:00,43
2019-10-11 22:48:00,44
2019-10-11 22:49:00,44
2019-10-11 22:50:00,43
2019-10-11 22:51:00,44
2019-10-11 22:52:00,44
2019-10-11 22:53:00,43
2019-10-11 22:54:00,43
2019-10-11 22:55:00,27
2019-10-11 22:56:00,1
2019-10-11 22:57:00,11
2019-10-11 22:58:00,44
2019-10-11 22:59:00,43
2019-10-11 23:00:00,44
2019-10-11 23:01:00,43
2019-10-11 23:02:00,44
2019-10-11 23:03:00,44
2019-10-11 23:04:00,43
2019-10-11 23:05:00,44
2019-10-11 23:06:00,43
2019-10-11 23:07:00,44
2019-10-11 23:08:00,43
2019-10-11 23:09:00,43
2019-10-11 23:10:00,44
2019-10-11 23:11:00,44
2019-10-11 23:12:00,43
2019-10-11 23:13:00,43
2019-10-11 23:14:00,42
2019-10-11 23:15:00,43
2019-10-11 23:16:00,43
2019-10-11 23:17:00,44
2019-10-11 23:18:00,43
2019-10-11 23:19:00,43
2019-10-11 23:20:00,43
2019-10-11 23:21:00,43
2019-10-11 23:22:00,43
2019-10-11 23:23:00,42
2019-10-11 23:24:00,41
2019-10-11 23:25:00,43
2019-10-11 23:26:00,44
2019-10-11 23:27:00,42
2019-10-11 23:28:00,43
2019-10-11 23:29:00,45
2019-10-11 23:30:00,44
2019-10-11 23:31:00,44
2019-10-11 23:32:00,44
2019-10-11 23:33:00,44
2019-10-11 23:34:00,44
2019-10-11 23:35:00,44
2019-10-11 23:36:00,44
2019-10-11 23:37:00,43
2019-10-11 23:38:00,44
2019-10-11 23:39:00,43
2019-10-11 23:40:00,43
2019-10-11 23:41:00,43
2019-10-11 23:42:00,44
2019-10-11 23:43:00,42
2019-10-11 23:44:00,43
2019-10-11 23:45:00,43
2019-10-11 23:46:00,44
2019-10-11 23:47:00,43
2019-10-11 23:48:00,43
2019-10-11 23:49:00,44
2019-10-11 23:50:00,43
2019-10-11 23:51:00,43
2019-10-11 23:52:00,44
2019-10-11 23:53:00,43
2019-10-11 23:54:00,44
2019-10-11 23:55:00,43
2019-10-11 23:56:00,44
2019-10-11 23:57:00,43
2019-10-11 23:58:00,43
2019-10-11 23:59:00,44
