6241,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-28 14:19:00,12
2019-01-28 14:20:00,49
2019-01-28 14:21:00,43
2019-01-28 14:22:00,52
2019-01-28 14:23:00,48
2019-01-28 14:24:00,52
2019-01-28 14:25:00,45
2019-01-28 14:26:00,44
2019-01-28 14:27:00,3
2019-01-28 14:52:00,17
2019-01-28 14:53:00,49
2019-01-28 14:54:00,39
2019-01-28 14:55:00,51
2019-01-28 14:56:00,49
2019-01-28 14:57:00,53
2019-01-28 14:58:00,36
2019-01-28 14:59:00,17
2019-01-28 15:00:00,25
2019-01-28 15:01:00,17
2019-01-28 15:02:00,6
2019-01-28 15:03:00,10
2019-01-28 15:04:00,11
2019-01-28 15:05:00,3
2019-01-28 15:06:00,5
2019-01-28 15:07:00,13
2019-01-28 15:11:00,30
2019-01-28 15:12:00,6
2019-01-28 15:13:00,6
2019-01-28 15:14:00,15
2019-01-28 15:15:00,9
2019-01-28 15:16:00,3
2019-01-28 15:19:00,13
2019-01-28 15:20:00,14
2019-01-28 15:29:00,37
2019-01-28 15:30:00,44
2019-01-28 15:31:00,42
2019-01-28 15:32:00,50
2019-01-28 15:33:00,42
2019-01-28 15:34:00,43
2019-01-28 15:35:00,45
2019-01-28 15:36:00,43
2019-01-28 15:37:00,29
2019-01-28 15:38:00,43
2019-01-28 15:39:00,34
2019-01-28 15:40:00,18
2019-01-28 15:47:00,40
2019-01-28 15:48:00,42
2019-01-28 15:49:00,47
2019-01-28 15:50:00,51
2019-01-28 15:51:00,48
2019-01-28 15:52:00,44
2019-01-28 15:53:00,43
2019-01-28 15:54:00,38
2019-01-28 15:55:00,30
2019-01-28 15:56:00,49
2019-01-28 15:57:00,32
2019-01-28 15:58:00,33
2019-01-28 16:03:00,1
2019-01-28 16:10:00,2
2019-01-28 16:11:00,1
2019-01-28 16:20:00,2
2019-01-28 16:36:00,32
2019-01-28 16:37:00,49
2019-01-28 16:38:00,42
2019-01-28 16:39:00,45
2019-01-28 16:40:00,51
2019-01-28 16:41:00,44
2019-01-28 16:42:00,47
2019-01-28 16:43:00,40
2019-01-28 16:44:00,33
2019-01-28 16:45:00,51
2019-01-28 16:46:00,33
2019-01-28 16:47:00,34
2019-01-28 16:48:00,9
2019-01-28 16:49:00,6
2019-01-28 16:50:00,12
2019-01-28 16:51:00,8
2019-01-28 16:52:00,8
2019-01-28 16:53:00,12
2019-01-28 16:54:00,9
2019-01-28 16:56:00,15
2019-01-28 16:57:00,6
2019-01-28 16:58:00,9
2019-01-28 17:03:00,20
2019-01-28 17:04:00,16
2019-01-28 17:05:00,9
2019-01-28 17:06:00,3
2019-01-28 17:10:00,18
2019-01-28 17:11:00,15
2019-01-28 17:16:00,26
2019-01-28 17:17:00,1
2019-01-28 17:21:00,30
2019-01-28 17:22:00,3
2019-01-28 17:23:00,12
2019-01-28 17:24:00,12
2019-01-28 17:25:00,9
2019-01-28 17:26:00,9
2019-01-28 17:28:00,9
2019-01-28 17:29:00,9
2019-01-28 17:30:00,9
2019-01-28 17:31:00,9
2019-01-28 17:35:00,3
2019-01-28 17:36:00,27
2019-01-28 17:37:00,12
2019-01-28 17:38:00,9
2019-01-28 17:40:00,15
2019-01-28 17:41:00,12
2019-01-28 17:42:00,7
2019-01-28 17:43:00,5
2019-01-28 17:47:00,30
2019-01-28 17:48:00,12
2019-01-28 17:49:00,3
2019-01-28 17:50:00,9
2019-01-28 17:51:00,9
2019-01-28 17:52:00,9
2019-01-28 17:53:00,9
2019-01-28 17:54:00,12
2019-01-28 17:55:00,4
2019-01-28 17:56:00,14
2019-01-28 17:57:00,9
2019-01-28 18:01:00,30
2019-01-28 18:02:00,9
2019-01-28 18:03:00,7
2019-01-28 18:04:00,14
2019-01-28 18:06:00,15
2019-01-28 18:07:00,6
2019-01-28 18:08:00,9
2019-01-28 18:12:00,8
2019-01-28 18:13:00,22
2019-01-28 18:15:00,15
2019-01-28 18:19:00,8
2019-01-28 18:20:00,25
2019-01-28 18:21:00,9
2019-01-28 18:22:00,6
2019-01-28 18:27:00,30
2019-01-28 18:28:00,6
2019-01-28 18:29:00,12
2019-01-28 18:30:00,6
2019-01-28 18:31:00,9
2019-01-28 18:32:00,3
2019-01-28 18:34:00,15
2019-01-28 18:35:00,10
2019-01-28 18:36:00,8
2019-01-28 18:37:00,6
2019-01-28 18:38:00,6
2019-01-28 18:39:00,12
2019-01-28 18:40:00,3
2019-01-28 18:41:00,12
2019-01-28 18:44:00,12
2019-01-28 18:50:00,30
2019-01-28 18:55:00,30
2019-01-28 18:56:00,9
2019-01-28 18:57:00,12
2019-01-28 18:58:00,9
2019-01-28 18:59:00,8
2019-01-28 19:00:00,7
2019-01-28 19:01:00,9
2019-01-28 19:07:00,30
2019-01-28 19:08:00,3
2019-01-28 19:09:00,12
2019-01-28 19:12:00,21
2019-01-28 19:13:00,9
2019-01-28 19:14:00,9
2019-01-28 19:15:00,9
2019-01-28 19:17:00,15
2019-01-28 19:18:00,12
2019-01-28 19:22:00,30
2019-01-28 19:23:00,9
2019-01-28 19:24:00,10
2019-01-28 19:25:00,2
2019-01-28 19:26:00,12
2019-01-28 19:30:00,33
