10293,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field, s.z, s.plate, s.mjd, s.fiberID, s.specobjid, s.run2d, s.instrument FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-08-09 10:30:00,15
2019-08-09 10:31:00,15
2019-08-09 10:32:00,15
2019-08-09 10:33:00,15
2019-08-09 10:34:00,16
2019-08-09 10:35:00,17
2019-08-09 10:36:00,15
2019-08-09 10:37:00,15
2019-08-09 10:38:00,16
2019-08-09 10:39:00,15
2019-08-09 10:40:00,14
2019-08-09 10:41:00,16
2019-08-09 10:42:00,15
2019-08-09 10:43:00,17
2019-08-09 10:44:00,16
2019-08-09 10:45:00,16
2019-08-09 10:46:00,16
2019-08-09 10:47:00,16
2019-08-09 10:48:00,17
2019-08-09 10:49:00,17
2019-08-09 10:50:00,16
2019-08-09 10:51:00,15
2019-08-09 10:52:00,16
2019-08-09 10:53:00,16
2019-08-09 10:54:00,16
2019-08-09 10:55:00,17
2019-08-09 10:56:00,15
2019-08-09 10:57:00,15
2019-08-09 10:58:00,16
2019-08-09 10:59:00,14
2019-08-09 11:00:00,15
2019-08-09 11:01:00,17
2019-08-09 11:02:00,2
