13931,"SELECT gse.lgm_tot_p5#, gse.lgm_tot_p8#                FROM galSpecExtra AS gse                JOIN SpecObjAll AS s ON s.specObjID = gse.specObjID                WHERE s.mjd = # AND s.plate = # AND s.fiberID = #"
2019-10-12 12:26:00,60
2019-10-12 12:27:00,62
2019-10-12 12:28:00,62
2019-10-12 12:29:00,63
2019-10-12 12:30:00,62
2019-10-12 12:31:00,62
2019-10-12 12:32:00,60
2019-10-12 12:33:00,61
2019-10-12 12:34:00,59
2019-10-12 12:35:00,61
2019-10-12 12:36:00,58
2019-10-12 12:37:00,58
2019-10-12 12:38:00,62
2019-10-12 12:39:00,62
2019-10-12 12:40:00,61
2019-10-12 12:41:00,61
2019-10-12 12:42:00,56
2019-10-12 12:43:00,62
2019-10-12 12:44:00,63
2019-10-12 12:45:00,62
2019-10-12 12:46:00,63
2019-10-12 12:47:00,58
2019-10-12 12:48:00,60
2019-10-12 12:49:00,62
2019-10-12 12:50:00,61
2019-10-12 12:51:00,59
2019-10-12 12:52:00,62
2019-10-12 12:53:00,63
2019-10-12 12:54:00,61
2019-10-12 12:55:00,61
2019-10-12 12:56:00,61
2019-10-12 12:57:00,61
2019-10-12 12:58:00,60
2019-10-12 12:59:00,104
2019-10-12 13:00:00,105
2019-10-12 13:01:00,119
2019-10-12 13:02:00,113
2019-10-12 13:03:00,114
2019-10-12 13:04:00,114
2019-10-12 13:05:00,119
2019-10-12 13:06:00,109
2019-10-12 13:07:00,110
2019-10-12 13:08:00,116
2019-10-12 13:09:00,119
2019-10-12 13:10:00,120
2019-10-12 13:11:00,116
2019-10-12 13:12:00,111
2019-10-12 13:13:00,112
2019-10-12 13:14:00,113
2019-10-12 13:15:00,110
2019-10-12 13:16:00,122
2019-10-12 13:17:00,121
2019-10-12 13:18:00,121
2019-10-12 13:19:00,117
2019-10-12 13:20:00,119
2019-10-12 13:21:00,115
2019-10-12 13:22:00,115
2019-10-12 13:23:00,119
2019-10-12 13:24:00,117
2019-10-12 13:25:00,114
2019-10-12 13:26:00,113
2019-10-12 13:27:00,112
2019-10-12 13:28:00,116
2019-10-12 13:29:00,115
2019-10-12 13:30:00,121
2019-10-12 13:31:00,116
2019-10-12 13:32:00,112
2019-10-12 13:33:00,115
2019-10-12 13:34:00,117
2019-10-12 13:35:00,109
2019-10-12 13:36:00,109
2019-10-12 13:37:00,117
2019-10-12 13:38:00,117
2019-10-12 13:39:00,111
2019-10-12 13:40:00,116
2019-10-12 13:41:00,114
2019-10-12 13:42:00,116
2019-10-12 13:43:00,117
2019-10-12 13:44:00,112
2019-10-12 13:45:00,116
2019-10-12 13:46:00,116
2019-10-12 13:47:00,106
2019-10-12 13:48:00,101
2019-10-12 13:49:00,96
2019-10-12 13:50:00,104
2019-10-12 13:51:00,105
2019-10-12 13:52:00,96
2019-10-12 13:53:00,114
2019-10-12 13:54:00,10
