11773,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field, s.z, s.plate, s.mjd, s.fiberID, s.specobjid, s.run2d, s.instrument FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-07-31 21:11:00,13
2019-07-31 21:12:00,16
2019-07-31 21:13:00,25
2019-07-31 21:14:00,19
2019-07-31 21:15:00,16
2019-07-31 21:16:00,16
2019-07-31 21:17:00,14
2019-07-31 21:18:00,26
2019-07-31 21:19:00,13
2019-07-31 21:20:00,3
2019-07-31 21:21:00,3
2019-07-31 21:22:00,2
2019-07-31 21:23:00,3
2019-07-31 21:24:00,2
2019-07-31 23:04:00,15
2019-07-31 23:05:00,56
2019-07-31 23:06:00,111
2019-07-31 23:07:00,104
2019-07-31 23:08:00,109
2019-07-31 23:09:00,110
2019-07-31 23:10:00,91
2019-07-31 23:11:00,108
2019-07-31 23:12:00,100
2019-07-31 23:13:00,112
2019-07-31 23:14:00,97
2019-07-31 23:15:00,123
2019-07-31 23:16:00,128
2019-07-31 23:17:00,115
2019-07-31 23:18:00,94
2019-07-31 23:19:00,103
2019-07-31 23:20:00,110
2019-07-31 23:21:00,109
2019-07-31 23:22:00,101
2019-07-31 23:23:00,74
2019-07-31 23:24:00,67
2019-07-31 23:25:00,79
2019-07-31 23:26:00,85
2019-07-31 23:27:00,19
2019-07-31 23:28:00,1
