4233,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field, s.z, s.plate, s.mjd, s.fiberID, s.specobjid, s.run2d, s.instrument FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-09-30 03:40:00,4
2019-09-30 03:42:00,1
2019-09-30 03:43:00,5
2019-09-30 03:44:00,3
2019-09-30 03:45:00,3
2019-09-30 03:46:00,7
2019-09-30 03:49:00,7
2019-09-30 03:50:00,1
2019-09-30 03:51:00,4
2019-09-30 03:52:00,4
2019-09-30 03:54:00,4
2019-09-30 03:58:00,3
2019-09-30 03:59:00,4
2019-09-30 04:00:00,2
2019-09-30 04:02:00,5
2019-09-30 04:06:00,3
2019-09-30 04:07:00,1
2019-09-30 04:08:00,4
2019-09-30 04:09:00,2
2019-09-30 04:12:00,3
2019-09-30 04:13:00,5
2019-09-30 04:16:00,2
2019-09-30 04:17:00,9
2019-09-30 04:20:00,1
2019-09-30 04:21:00,1
2019-09-30 04:24:00,1
2019-09-30 04:25:00,4
2019-09-30 04:27:00,1
2019-09-30 04:28:00,4
2019-09-30 04:30:00,2
2019-09-30 04:32:00,2
2019-09-30 04:33:00,1
2019-09-30 04:34:00,3
2019-09-30 04:36:00,4
2019-09-30 04:37:00,1
2019-09-30 04:38:00,4
2019-09-30 04:39:00,1
2019-09-30 04:41:00,5
2019-09-30 04:42:00,2
2019-09-30 04:43:00,1
2019-09-30 04:44:00,1
2019-09-30 04:47:00,1
2019-09-30 04:49:00,2
2019-09-30 04:50:00,5
2019-09-30 04:51:00,1
2019-09-30 04:52:00,4
2019-09-30 04:53:00,2
2019-09-30 04:54:00,2
2019-09-30 04:56:00,1
2019-09-30 04:58:00,4
2019-09-30 04:59:00,5
2019-09-30 05:00:00,1
2019-09-30 05:01:00,3
2019-09-30 05:02:00,3
2019-09-30 05:04:00,1
2019-09-30 05:05:00,1
2019-09-30 05:07:00,5
2019-09-30 05:08:00,3
2019-09-30 05:09:00,1
2019-09-30 05:10:00,1
2019-09-30 05:12:00,1
2019-09-30 05:13:00,2
2019-09-30 05:14:00,3
2019-09-30 05:15:00,7
2019-09-30 05:17:00,3
2019-09-30 05:18:00,1
2019-09-30 05:20:00,1
2019-09-30 05:21:00,1
2019-09-30 05:22:00,4
2019-09-30 05:23:00,4
2019-09-30 05:24:00,2
2019-09-30 05:25:00,5
2019-09-30 05:27:00,3
2019-09-30 05:29:00,1
2019-09-30 05:30:00,2
2019-09-30 05:31:00,3
2019-09-30 05:33:00,1
2019-09-30 05:36:00,1
2019-09-30 05:37:00,3
2019-09-30 05:38:00,2
2019-09-30 05:39:00,6
2019-09-30 05:40:00,2
2019-09-30 05:44:00,2
2019-09-30 05:46:00,6
2019-09-30 05:47:00,4
2019-09-30 05:48:00,3
2019-09-30 05:49:00,2
2019-09-30 05:51:00,2
2019-09-30 05:54:00,2
2019-09-30 05:55:00,4
2019-09-30 05:56:00,1
2019-09-30 05:59:00,1
2019-09-30 06:02:00,3
2019-09-30 06:03:00,2
2019-09-30 06:04:00,4
2019-09-30 06:06:00,2
2019-09-30 06:09:00,1
2019-09-30 06:10:00,3
2019-09-30 06:11:00,2
2019-09-30 06:12:00,2
2019-09-30 06:14:00,4
2019-09-30 06:16:00,1
2019-09-30 06:18:00,6
2019-09-30 06:19:00,4
2019-09-30 06:20:00,2
2019-09-30 06:21:00,1
2019-09-30 06:25:00,1
2019-09-30 06:26:00,3
2019-09-30 06:27:00,1
2019-09-30 06:30:00,1
2019-09-30 06:32:00,2
2019-09-30 06:34:00,5
2019-09-30 06:35:00,4
2019-09-30 06:37:00,1
2019-09-30 06:39:00,1
2019-09-30 06:40:00,5
2019-09-30 06:41:00,2
2019-09-30 06:42:00,5
2019-09-30 06:43:00,4
2019-09-30 06:44:00,4
2019-09-30 06:45:00,1
2019-09-30 06:48:00,3
2019-09-30 06:49:00,1
2019-09-30 06:50:00,3
2019-09-30 06:51:00,6
2019-09-30 06:52:00,2
2019-09-30 06:53:00,1
2019-09-30 06:55:00,1
2019-09-30 06:56:00,1
2019-09-30 06:58:00,1
2019-09-30 06:59:00,1
2019-09-30 07:00:00,7
2019-09-30 07:03:00,5
2019-09-30 07:04:00,2
2019-09-30 07:05:00,2
2019-09-30 07:07:00,6
2019-09-30 07:08:00,1
2019-09-30 07:11:00,1
2019-09-30 07:12:00,1
2019-09-30 07:13:00,1
2019-09-30 07:14:00,2
2019-09-30 07:15:00,5
2019-09-30 07:16:00,2
2019-09-30 07:18:00,2
2019-09-30 07:19:00,2
2019-09-30 07:20:00,3
2019-09-30 07:21:00,2
2019-09-30 07:25:00,1
2019-09-30 07:26:00,3
2019-09-30 07:27:00,1
2019-09-30 07:28:00,1
2019-09-30 07:29:00,2
2019-09-30 07:32:00,1
2019-09-30 07:33:00,3
2019-09-30 07:34:00,1
2019-09-30 07:35:00,2
2019-09-30 07:36:00,3
2019-09-30 07:39:00,1
2019-09-30 07:40:00,5
2019-09-30 07:42:00,2
2019-09-30 07:43:00,5
2019-09-30 07:45:00,3
2019-09-30 07:46:00,3
2019-09-30 07:48:00,4
2019-09-30 07:49:00,2
2019-09-30 07:50:00,2
2019-09-30 07:51:00,2
2019-09-30 07:53:00,1
2019-09-30 07:54:00,2
2019-09-30 07:55:00,4
2019-09-30 07:56:00,10
2019-09-30 07:57:00,2
2019-09-30 08:01:00,1
2019-09-30 08:04:00,3
2019-09-30 08:05:00,6
2019-09-30 08:09:00,4
2019-09-30 08:10:00,3
2019-09-30 08:11:00,1
2019-09-30 08:12:00,3
2019-09-30 08:13:00,9
2019-09-30 08:14:00,5
2019-09-30 08:18:00,2
2019-09-30 08:19:00,3
2019-09-30 08:20:00,3
2019-09-30 08:21:00,2
2019-09-30 08:26:00,4
2019-09-30 08:27:00,3
2019-09-30 08:28:00,3
2019-09-30 08:29:00,3
2019-09-30 08:32:00,1
2019-09-30 08:34:00,1
2019-09-30 08:35:00,2
2019-09-30 08:36:00,5
2019-09-30 08:37:00,4
2019-09-30 08:38:00,1
2019-09-30 08:39:00,2
2019-09-30 08:42:00,1
2019-09-30 08:43:00,4
2019-09-30 08:44:00,5
2019-09-30 08:45:00,5
2019-09-30 08:49:00,1
2019-09-30 08:50:00,3
2019-09-30 08:51:00,1
2019-09-30 08:52:00,1
2019-09-30 08:53:00,2
2019-09-30 08:58:00,2
2019-09-30 08:59:00,4
2019-09-30 09:00:00,4
2019-09-30 09:01:00,1
2019-09-30 09:04:00,1
2019-09-30 09:05:00,1
2019-09-30 09:07:00,3
2019-09-30 09:08:00,3
2019-09-30 09:11:00,3
2019-09-30 09:13:00,4
2019-09-30 09:16:00,4
2019-09-30 09:17:00,2
2019-09-30 09:18:00,3
2019-09-30 09:20:00,1
2019-09-30 09:21:00,1
2019-09-30 09:23:00,2
2019-09-30 09:25:00,1
2019-09-30 09:26:00,3
2019-09-30 09:30:00,1
2019-09-30 09:31:00,2
2019-09-30 09:32:00,3
2019-09-30 09:33:00,1
2019-09-30 09:34:00,4
2019-09-30 09:35:00,2
2019-09-30 09:36:00,3
2019-09-30 09:37:00,1
2019-09-30 09:38:00,2
2019-09-30 09:39:00,4
2019-09-30 09:40:00,2
2019-09-30 09:43:00,1
2019-09-30 09:44:00,4
2019-09-30 09:46:00,4
2019-09-30 09:48:00,3
2019-09-30 09:52:00,5
2019-09-30 09:55:00,2
2019-09-30 09:57:00,2
2019-09-30 09:58:00,1
2019-09-30 09:59:00,1
2019-09-30 10:00:00,4
2019-09-30 10:01:00,1
2019-09-30 10:02:00,2
2019-09-30 10:03:00,4
2019-09-30 10:04:00,2
2019-09-30 10:06:00,2
2019-09-30 10:07:00,1
2019-09-30 10:08:00,3
2019-09-30 10:09:00,1
2019-09-30 10:11:00,5
2019-09-30 10:13:00,3
2019-09-30 10:15:00,4
2019-09-30 10:17:00,1
2019-09-30 10:19:00,4
2019-09-30 10:21:00,4
2019-09-30 10:22:00,1
2019-09-30 10:23:00,2
2019-09-30 10:24:00,11
2019-09-30 10:25:00,4
2019-09-30 10:26:00,2
2019-09-30 10:27:00,5
2019-09-30 10:29:00,2
2019-09-30 10:33:00,1
2019-09-30 10:34:00,1
2019-09-30 10:35:00,7
2019-09-30 10:36:00,3
2019-09-30 10:37:00,3
2019-09-30 10:39:00,5
2019-09-30 10:40:00,3
2019-09-30 10:41:00,1
2019-09-30 10:42:00,2
2019-09-30 10:43:00,4
2019-09-30 10:44:00,2
2019-09-30 10:45:00,2
2019-09-30 10:46:00,3
2019-09-30 10:47:00,2
2019-09-30 10:48:00,6
2019-09-30 10:49:00,3
2019-09-30 10:50:00,4
2019-09-30 10:51:00,2
2019-09-30 10:53:00,4
2019-09-30 10:54:00,5
2019-09-30 10:55:00,7
2019-09-30 10:56:00,2
2019-09-30 10:58:00,7
2019-09-30 10:59:00,3
2019-09-30 11:01:00,1
2019-09-30 11:02:00,6
2019-09-30 11:03:00,4
2019-09-30 11:04:00,1
2019-09-30 11:06:00,1
2019-09-30 11:07:00,2
2019-09-30 11:08:00,3
2019-09-30 11:09:00,2
2019-09-30 11:10:00,4
2019-09-30 11:11:00,8
2019-09-30 11:13:00,2
2019-09-30 11:14:00,3
2019-09-30 11:15:00,4
2019-09-30 11:16:00,4
2019-09-30 11:17:00,1
2019-09-30 11:18:00,3
2019-09-30 11:19:00,3
2019-09-30 11:21:00,2
2019-09-30 11:22:00,4
2019-09-30 11:24:00,7
2019-09-30 11:25:00,2
2019-09-30 11:26:00,4
2019-09-30 11:27:00,2
2019-09-30 11:28:00,2
2019-09-30 11:30:00,7
2019-09-30 11:31:00,1
2019-09-30 11:32:00,3
2019-09-30 11:33:00,3
2019-09-30 11:34:00,6
2019-09-30 11:35:00,3
2019-09-30 11:36:00,2
2019-09-30 11:37:00,2
2019-09-30 11:38:00,2
2019-09-30 11:39:00,5
2019-09-30 11:40:00,4
2019-09-30 11:41:00,2
2019-09-30 11:42:00,4
2019-09-30 11:43:00,10
2019-09-30 11:44:00,2
2019-09-30 11:45:00,2
2019-09-30 11:46:00,6
2019-09-30 11:47:00,7
2019-09-30 11:48:00,3
2019-09-30 11:49:00,3
2019-09-30 11:50:00,1
2019-09-30 11:52:00,2
2019-09-30 11:53:00,5
2019-09-30 11:54:00,4
2019-09-30 11:55:00,6
2019-09-30 11:56:00,2
2019-09-30 11:57:00,2
2019-09-30 11:59:00,2
2019-09-30 12:00:00,3
2019-09-30 12:01:00,5
2019-09-30 12:02:00,1
2019-09-30 12:03:00,3
2019-09-30 12:04:00,7
2019-09-30 12:05:00,3
2019-09-30 12:06:00,1
2019-09-30 12:07:00,1
2019-09-30 12:08:00,3
2019-09-30 12:09:00,1
2019-09-30 12:10:00,4
2019-09-30 12:11:00,2
2019-09-30 12:12:00,5
2019-09-30 12:13:00,3
2019-09-30 12:14:00,3
2019-09-30 12:16:00,2
2019-09-30 12:18:00,2
2019-09-30 12:19:00,6
2019-09-30 12:20:00,1
2019-09-30 12:21:00,6
2019-09-30 12:22:00,3
2019-09-30 12:27:00,8
2019-09-30 12:28:00,2
2019-09-30 12:30:00,3
2019-09-30 12:31:00,10
2019-09-30 12:35:00,6
2019-09-30 12:36:00,3
2019-09-30 12:37:00,3
2019-09-30 12:38:00,1
2019-09-30 12:39:00,9
2019-09-30 12:43:00,5
2019-09-30 12:44:00,9
2019-09-30 12:45:00,1
2019-09-30 12:47:00,2
2019-09-30 12:48:00,11
2019-09-30 12:51:00,6
2019-09-30 12:52:00,2
2019-09-30 12:53:00,8
2019-09-30 12:55:00,2
2019-09-30 12:57:00,2
2019-09-30 12:58:00,3
2019-09-30 12:59:00,2
2019-09-30 13:00:00,4
2019-09-30 13:01:00,6
2019-09-30 13:02:00,1
2019-09-30 13:03:00,1
2019-09-30 13:04:00,3
2019-09-30 13:06:00,6
2019-09-30 13:08:00,6
2019-09-30 13:10:00,9
2019-09-30 13:12:00,1
2019-09-30 13:13:00,3
2019-09-30 13:14:00,4
2019-09-30 13:15:00,4
2019-09-30 13:16:00,4
2019-09-30 13:17:00,6
2019-09-30 13:19:00,3
2019-09-30 13:21:00,2
2019-09-30 13:22:00,1
2019-09-30 13:23:00,1
2019-09-30 13:24:00,7
2019-09-30 13:26:00,2
2019-09-30 13:27:00,3
2019-09-30 13:28:00,1
2019-09-30 13:29:00,1
2019-09-30 13:30:00,2
2019-09-30 13:32:00,4
2019-09-30 13:33:00,7
2019-09-30 13:34:00,3
2019-09-30 13:35:00,4
2019-09-30 13:36:00,4
2019-09-30 13:37:00,1
2019-09-30 13:38:00,5
2019-09-30 13:39:00,5
2019-09-30 13:40:00,4
2019-09-30 13:41:00,2
2019-09-30 13:43:00,1
2019-09-30 13:44:00,2
2019-09-30 13:45:00,2
2019-09-30 13:46:00,1
2019-09-30 13:47:00,3
2019-09-30 13:48:00,7
2019-09-30 13:51:00,2
2019-09-30 13:52:00,6
2019-09-30 13:54:00,4
2019-09-30 13:55:00,1
2019-09-30 13:56:00,2
2019-09-30 13:57:00,4
2019-09-30 13:59:00,6
2019-09-30 14:00:00,2
2019-09-30 14:02:00,2
2019-09-30 14:03:00,3
2019-09-30 14:04:00,6
2019-09-30 14:05:00,1
2019-09-30 14:07:00,1
2019-09-30 14:08:00,7
2019-09-30 14:09:00,2
2019-09-30 14:10:00,4
2019-09-30 14:11:00,4
2019-09-30 14:12:00,8
2019-09-30 14:15:00,2
2019-09-30 14:16:00,3
2019-09-30 14:17:00,2
2019-09-30 14:18:00,2
2019-09-30 14:19:00,3
2019-09-30 14:20:00,3
2019-09-30 14:21:00,4
2019-09-30 14:23:00,1
2019-09-30 14:25:00,7
2019-09-30 14:26:00,2
2019-09-30 14:28:00,5
2019-09-30 14:29:00,2
2019-09-30 14:30:00,4
2019-09-30 14:31:00,1
2019-09-30 14:33:00,8
2019-09-30 14:34:00,4
2019-09-30 14:35:00,1
2019-09-30 14:36:00,5
2019-09-30 14:37:00,11
2019-09-30 14:38:00,1
2019-09-30 14:40:00,5
2019-09-30 14:41:00,8
2019-09-30 14:42:00,1
2019-09-30 14:43:00,2
2019-09-30 14:44:00,1
2019-09-30 14:45:00,3
2019-09-30 14:46:00,6
2019-09-30 14:48:00,3
2019-09-30 14:49:00,3
2019-09-30 14:50:00,5
2019-09-30 14:51:00,3
2019-09-30 14:52:00,1
2019-09-30 14:53:00,5
2019-09-30 14:54:00,3
2019-09-30 14:55:00,6
2019-09-30 14:56:00,3
2019-09-30 14:58:00,8
2019-09-30 14:59:00,6
2019-09-30 15:00:00,5
2019-09-30 15:01:00,2
2019-09-30 15:02:00,4
2019-09-30 15:03:00,2
2019-09-30 15:05:00,6
2019-09-30 15:06:00,11
2019-09-30 15:07:00,2
2019-09-30 15:08:00,14
2019-09-30 15:09:00,5
2019-09-30 15:10:00,1
2019-09-30 15:11:00,5
2019-09-30 15:13:00,1
2019-09-30 15:14:00,4
2019-09-30 15:15:00,1
2019-09-30 15:16:00,6
2019-09-30 15:17:00,8
2019-09-30 15:18:00,6
2019-09-30 15:19:00,3
2019-09-30 15:22:00,2
2019-09-30 15:24:00,8
2019-09-30 15:25:00,1
2019-09-30 15:26:00,6
2019-09-30 15:27:00,10
2019-09-30 15:28:00,3
2019-09-30 15:29:00,5
2019-09-30 15:30:00,5
2019-09-30 15:33:00,6
2019-09-30 15:34:00,1
2019-09-30 15:35:00,5
2019-09-30 15:36:00,5
2019-09-30 15:37:00,4
2019-09-30 15:38:00,6
2019-09-30 15:39:00,5
2019-09-30 15:42:00,2
2019-09-30 15:43:00,3
2019-09-30 15:44:00,7
2019-09-30 15:45:00,12
2019-09-30 15:46:00,3
2019-09-30 15:50:00,1
2019-09-30 15:51:00,2
2019-09-30 15:52:00,3
2019-09-30 15:53:00,6
2019-09-30 15:54:00,7
2019-09-30 15:55:00,4
2019-09-30 15:59:00,7
2019-09-30 16:00:00,14
2019-09-30 16:01:00,2
2019-09-30 16:02:00,3
2019-09-30 16:03:00,5
2019-09-30 16:07:00,2
2019-09-30 16:08:00,3
2019-09-30 16:09:00,2
2019-09-30 16:10:00,4
2019-09-30 16:11:00,10
2019-09-30 16:12:00,3
2019-09-30 16:15:00,2
2019-09-30 16:16:00,5
2019-09-30 16:17:00,3
2019-09-30 16:18:00,4
2019-09-30 16:19:00,1
2019-09-30 16:20:00,7
2019-09-30 16:22:00,3
2019-09-30 16:23:00,4
2019-09-30 16:24:00,1
2019-09-30 16:26:00,8
2019-09-30 16:27:00,1
2019-09-30 16:28:00,1
2019-09-30 16:29:00,4
2019-09-30 16:31:00,7
2019-09-30 16:32:00,1
2019-09-30 16:33:00,2
2019-09-30 16:34:00,2
2019-09-30 16:35:00,8
2019-09-30 16:37:00,2
2019-09-30 16:38:00,1
2019-09-30 16:39:00,4
2019-09-30 16:40:00,3
2019-09-30 16:41:00,3
2019-09-30 16:42:00,7
2019-09-30 16:43:00,4
2019-09-30 16:45:00,1
2019-09-30 16:46:00,5
2019-09-30 16:47:00,3
2019-09-30 16:48:00,4
2019-09-30 16:49:00,4
2019-09-30 16:50:00,5
2019-09-30 16:51:00,2
2019-09-30 16:53:00,2
2019-09-30 16:54:00,2
2019-09-30 16:55:00,1
2019-09-30 16:56:00,1
2019-09-30 16:57:00,5
2019-09-30 16:58:00,2
2019-09-30 16:59:00,6
2019-09-30 17:00:00,1
2019-09-30 17:01:00,2
2019-09-30 17:05:00,3
2019-09-30 17:06:00,3
2019-09-30 17:07:00,4
2019-09-30 17:08:00,9
2019-09-30 17:09:00,1
2019-09-30 17:13:00,1
2019-09-30 17:14:00,6
2019-09-30 17:16:00,7
2019-09-30 17:17:00,10
2019-09-30 17:20:00,1
2019-09-30 17:21:00,3
2019-09-30 17:22:00,2
2019-09-30 17:23:00,1
2019-09-30 17:24:00,9
2019-09-30 17:25:00,7
2019-09-30 17:26:00,2
2019-09-30 17:28:00,2
2019-09-30 17:31:00,5
2019-09-30 17:32:00,4
2019-09-30 17:33:00,6
2019-09-30 17:34:00,4
2019-09-30 17:35:00,4
2019-09-30 17:39:00,5
2019-09-30 17:40:00,12
2019-09-30 17:41:00,3
2019-09-30 17:42:00,4
2019-09-30 17:43:00,2
2019-09-30 17:47:00,1
2019-09-30 17:48:00,6
2019-09-30 17:49:00,6
2019-09-30 17:50:00,5
2019-09-30 17:51:00,5
2019-09-30 17:56:00,8
2019-09-30 17:57:00,2
2019-09-30 17:58:00,1
2019-09-30 17:59:00,11
2019-09-30 18:00:00,1
2019-09-30 18:04:00,7
2019-09-30 18:05:00,2
2019-09-30 18:07:00,7
2019-09-30 18:08:00,12
2019-09-30 18:09:00,3
2019-09-30 18:12:00,3
2019-09-30 18:13:00,4
2019-09-30 18:16:00,3
2019-09-30 18:17:00,2
2019-09-30 18:18:00,11
2019-09-30 18:20:00,5
2019-09-30 18:22:00,2
2019-09-30 18:24:00,2
2019-09-30 18:26:00,3
2019-09-30 18:27:00,14
2019-09-30 18:28:00,4
2019-09-30 18:29:00,4
2019-09-30 18:30:00,1
2019-09-30 18:31:00,6
2019-09-30 18:32:00,7
2019-09-30 18:33:00,3
2019-09-30 18:34:00,1
2019-09-30 18:35:00,5
2019-09-30 18:36:00,6
2019-09-30 18:37:00,5
2019-09-30 18:38:00,9
2019-09-30 18:39:00,5
2019-09-30 18:40:00,3
2019-09-30 18:41:00,7
2019-09-30 18:42:00,2
2019-09-30 18:43:00,4
2019-09-30 18:44:00,4
2019-09-30 18:45:00,5
2019-09-30 18:46:00,1
2019-09-30 18:47:00,3
2019-09-30 18:48:00,1
2019-09-30 18:49:00,4
2019-09-30 18:50:00,4
2019-09-30 18:52:00,2
2019-09-30 18:53:00,8
2019-09-30 18:54:00,7
2019-09-30 18:55:00,4
2019-09-30 18:56:00,6
2019-09-30 18:57:00,1
2019-09-30 18:58:00,5
2019-09-30 19:00:00,3
2019-09-30 19:01:00,7
2019-09-30 19:02:00,2
2019-09-30 19:03:00,8
2019-09-30 19:04:00,4
2019-09-30 19:05:00,6
2019-09-30 19:06:00,19
2019-09-30 19:07:00,18
2019-09-30 19:08:00,17
2019-09-30 19:09:00,14
2019-09-30 19:10:00,6
2019-09-30 19:12:00,10
2019-09-30 19:13:00,3
2019-09-30 19:14:00,4
2019-09-30 19:16:00,3
2019-09-30 19:18:00,3
2019-09-30 19:20:00,3
2019-09-30 19:21:00,7
2019-09-30 19:22:00,5
2019-09-30 19:23:00,4
2019-09-30 19:25:00,5
2019-09-30 19:28:00,5
2019-09-30 19:29:00,5
2019-09-30 19:30:00,6
2019-09-30 19:31:00,1
2019-09-30 19:33:00,5
2019-09-30 19:34:00,3
2019-09-30 19:36:00,2
2019-09-30 19:37:00,3
2019-09-30 19:38:00,6
2019-09-30 19:39:00,4
2019-09-30 19:40:00,1
2019-09-30 19:41:00,6
2019-09-30 19:42:00,5
2019-09-30 19:43:00,1
2019-09-30 19:44:00,1
2019-09-30 19:45:00,1
2019-09-30 19:47:00,8
2019-09-30 19:49:00,5
2019-09-30 19:50:00,2
2019-09-30 19:51:00,2
2019-09-30 19:53:00,1
2019-09-30 19:54:00,3
2019-09-30 19:55:00,6
2019-09-30 19:56:00,1
2019-09-30 19:58:00,5
2019-09-30 19:59:00,4
2019-09-30 20:01:00,3
2019-09-30 20:02:00,7
2019-09-30 20:03:00,4
2019-09-30 20:04:00,9
2019-09-30 20:05:00,1
2019-09-30 20:06:00,2
2019-09-30 20:07:00,5
2019-09-30 20:10:00,15
2019-09-30 20:11:00,1
2019-09-30 20:12:00,7
2019-09-30 20:13:00,1
2019-09-30 20:14:00,1
2019-09-30 20:15:00,1
2019-09-30 20:18:00,12
2019-09-30 20:19:00,1
2019-09-30 20:20:00,3
2019-09-30 20:21:00,8
2019-09-30 20:22:00,3
2019-09-30 20:25:00,2
2019-09-30 20:26:00,3
2019-09-30 20:27:00,4
2019-09-30 20:28:00,1
2019-09-30 20:30:00,7
2019-09-30 20:31:00,4
2019-09-30 20:33:00,2
2019-09-30 20:35:00,9
2019-09-30 20:36:00,2
2019-09-30 20:38:00,9
2019-09-30 20:39:00,3
2019-09-30 20:40:00,2
2019-09-30 20:41:00,5
2019-09-30 20:43:00,1
2019-09-30 20:44:00,5
2019-09-30 20:45:00,11
2019-09-30 20:46:00,6
2019-09-30 20:47:00,5
2019-09-30 20:48:00,1
2019-09-30 20:49:00,3
2019-09-30 20:50:00,1
2019-09-30 20:51:00,3
2019-09-30 20:52:00,4
2019-09-30 20:53:00,2
2019-09-30 20:54:00,5
2019-09-30 20:55:00,4
2019-09-30 20:56:00,11
2019-09-30 20:57:00,2
2019-09-30 20:58:00,1
2019-09-30 20:59:00,1
2019-09-30 21:01:00,8
2019-09-30 21:02:00,12
2019-09-30 21:03:00,3
2019-09-30 21:05:00,7
2019-09-30 21:06:00,2
2019-09-30 21:07:00,3
2019-09-30 21:08:00,3
2019-09-30 21:10:00,5
2019-09-30 21:11:00,4
2019-09-30 21:12:00,2
2019-09-30 21:13:00,1
2019-09-30 21:14:00,9
2019-09-30 21:15:00,5
2019-09-30 21:16:00,1
2019-09-30 21:18:00,4
2019-09-30 21:19:00,8
2019-09-30 21:20:00,3
2019-09-30 21:21:00,2
2019-09-30 21:22:00,5
2019-09-30 21:23:00,4
2019-09-30 21:25:00,4
2019-09-30 21:26:00,1
2019-09-30 21:27:00,1
2019-09-30 21:28:00,4
