6338,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-04 18:47:00,20
2019-02-04 18:48:00,10
2019-02-04 18:49:00,10
2019-02-04 18:50:00,10
2019-02-04 18:51:00,10
2019-02-04 18:52:00,10
2019-02-04 18:53:00,10
2019-02-04 18:54:00,10
2019-02-04 18:55:00,10
2019-02-04 18:56:00,10
2019-02-04 18:57:00,10
2019-02-04 18:58:00,10
2019-02-04 18:59:00,8
2019-02-04 19:00:00,12
2019-02-04 19:01:00,6
2019-02-04 19:02:00,4
2019-02-04 19:03:00,15
2019-02-04 19:04:00,10
2019-02-04 19:05:00,5
2019-02-04 19:07:00,25
2019-02-04 19:08:00,7
2019-02-04 19:09:00,8
2019-02-04 19:10:00,10
2019-02-04 19:11:00,13
2019-02-04 19:12:00,12
2019-02-04 19:13:00,5
2019-02-04 19:14:00,10
2019-02-04 19:15:00,10
2019-02-04 19:16:00,15
2019-02-04 19:17:00,10
2019-02-04 19:18:00,10
2019-02-04 19:19:00,10
2019-02-04 19:20:00,10
2019-02-04 19:21:00,10
2019-02-04 19:22:00,5
2019-02-04 19:24:00,25
2019-02-04 19:25:00,5
2019-02-04 19:26:00,15
2019-02-04 19:27:00,10
2019-02-04 19:28:00,15
2019-02-04 19:29:00,5
2019-02-04 19:30:00,12
2019-02-04 19:31:00,10
2019-02-04 19:32:00,5
2019-02-04 19:33:00,15
2019-02-04 19:35:00,15
2019-02-04 19:36:00,10
2019-02-04 19:37:00,10
2019-02-04 19:38:00,15
2019-02-04 19:40:00,15
2019-02-04 19:41:00,15
2019-02-04 19:42:00,10
2019-02-04 19:43:00,10
2019-02-04 19:44:00,15
2019-02-04 19:45:00,10
2019-02-04 19:46:00,7
2019-02-04 19:47:00,13
2019-02-04 19:48:00,10
2019-02-04 19:50:00,20
2019-02-04 19:51:00,5
2019-02-04 19:52:00,10
2019-02-04 19:53:00,10
2019-02-04 19:54:00,10
2019-02-04 19:55:00,10
2019-02-04 19:56:00,5
2019-02-04 19:57:00,10
2019-02-04 19:58:00,10
2019-02-04 19:59:00,10
2019-02-04 20:00:00,5
2019-02-04 20:01:00,15
2019-02-04 20:02:00,5
2019-02-04 20:03:00,10
2019-02-04 20:04:00,10
2019-02-04 20:05:00,10
2019-02-04 20:06:00,10
2019-02-04 20:07:00,10
2019-02-04 20:08:00,5
2019-02-04 20:09:00,10
2019-02-04 20:10:00,15
2019-02-04 20:11:00,10
2019-02-04 20:12:00,15
2019-02-04 20:13:00,10
2019-02-04 20:14:00,10
2019-02-04 20:15:00,5
2019-02-04 20:16:00,15
2019-02-04 20:17:00,5
2019-02-04 20:18:00,15
2019-02-04 20:19:00,5
2019-02-04 20:20:00,15
2019-02-04 20:21:00,11
2019-02-04 20:22:00,14
2019-02-04 20:23:00,10
2019-02-04 20:24:00,10
2019-02-04 20:25:00,5
2019-02-04 20:26:00,10
2019-02-04 20:27:00,7
2019-02-04 20:28:00,8
2019-02-04 20:29:00,10
2019-02-04 20:30:00,10
2019-02-04 20:31:00,15
2019-02-04 20:32:00,7
2019-02-04 20:33:00,13
2019-02-04 20:34:00,10
2019-02-04 20:35:00,10
2019-02-04 20:36:00,11
2019-02-04 20:37:00,9
2019-02-04 20:38:00,10
2019-02-04 20:39:00,1
2019-02-04 20:40:00,19
2019-02-04 20:43:00,20
2019-02-04 20:44:00,10
2019-02-04 20:45:00,5
2019-02-04 20:47:00,20
2019-02-04 20:49:00,10
2019-02-04 20:50:00,10
2019-02-04 20:51:00,10
2019-02-04 20:52:00,10
2019-02-04 20:53:00,15
2019-02-04 20:54:00,5
2019-02-04 20:55:00,10
2019-02-04 20:56:00,5
2019-02-04 20:57:00,10
2019-02-04 20:58:00,10
2019-02-04 21:00:00,15
2019-02-04 21:01:00,12
2019-02-04 21:02:00,13
2019-02-04 21:03:00,10
2019-02-04 21:04:00,14
2019-02-04 21:06:00,15
2019-02-04 21:07:00,5
2019-02-04 21:08:00,10
2019-02-04 21:09:00,5
2019-02-04 21:10:00,5
2019-02-04 21:12:00,15
2019-02-04 21:13:00,15
2019-02-04 21:14:00,5
2019-02-04 21:15:00,15
2019-02-04 21:16:00,10
2019-02-04 21:17:00,11
2019-02-04 21:18:00,9
2019-02-04 21:19:00,10
2019-02-04 21:20:00,10
2019-02-04 21:21:00,10
2019-02-04 21:22:00,10
2019-02-04 21:23:00,10
2019-02-04 21:24:00,10
2019-02-04 21:25:00,5
2019-02-04 21:26:00,10
2019-02-04 21:27:00,10
2019-02-04 21:28:00,10
2019-02-04 21:29:00,5
2019-02-04 21:30:00,15
2019-02-04 21:31:00,10
2019-02-04 21:32:00,5
2019-02-04 21:33:00,10
2019-02-04 21:34:00,14
2019-02-04 21:35:00,12
2019-02-04 21:36:00,3
2019-02-04 21:37:00,15
2019-02-04 21:38:00,10
2019-02-04 21:39:00,10
2019-02-04 21:40:00,10
2019-02-04 21:41:00,5
2019-02-04 21:42:00,15
2019-02-04 21:43:00,10
2019-02-04 21:44:00,10
2019-02-04 21:45:00,10
2019-02-04 21:46:00,9
2019-02-04 21:47:00,10
2019-02-04 21:48:00,5
2019-02-04 21:49:00,15
2019-02-04 21:50:00,5
2019-02-04 21:51:00,10
2019-02-04 21:52:00,15
2019-02-04 21:53:00,10
2019-02-04 21:54:00,10
2019-02-04 21:55:00,5
2019-02-04 21:56:00,12
2019-02-04 21:57:00,8
2019-02-04 21:59:00,13
2019-02-04 22:00:00,12
2019-02-04 22:01:00,10
2019-02-04 22:02:00,10
2019-02-04 22:03:00,5
2019-02-04 22:04:00,10
2019-02-04 22:05:00,10
2019-02-04 22:06:00,2
2019-02-04 22:07:00,13
2019-02-04 22:10:00,20
2019-02-04 22:11:00,5
2019-02-04 22:18:00,50
2019-02-04 22:19:00,10
2019-02-04 22:20:00,10
2019-02-04 22:21:00,10
2019-02-04 22:29:00,40
2019-02-04 22:35:00,7
2019-02-04 22:36:00,43
2019-02-04 22:43:00,44
2019-02-04 22:44:00,6
2019-02-04 22:45:00,15
2019-02-04 22:52:00,26
2019-02-04 22:53:00,19
2019-02-04 23:00:00,50
2019-02-04 23:01:00,5
2019-02-04 23:02:00,15
2019-02-04 23:04:00,20
2019-02-04 23:06:00,20
2019-02-04 23:08:00,20
2019-02-04 23:10:00,20
2019-02-04 23:11:00,15
2019-02-04 23:12:00,10
2019-02-04 23:13:00,12
2019-02-04 23:14:00,3
2019-02-04 23:17:00,22
2019-02-04 23:18:00,11
2019-02-04 23:19:00,7
2019-02-04 23:20:00,10
2019-02-04 23:21:00,10
2019-02-04 23:22:00,10
2019-02-04 23:23:00,10
2019-02-04 23:24:00,15
2019-02-04 23:25:00,10
2019-02-04 23:26:00,10
2019-02-04 23:27:00,10
2019-02-04 23:28:00,10
2019-02-04 23:29:00,10
2019-02-04 23:30:00,15
2019-02-04 23:31:00,10
2019-02-04 23:32:00,5
2019-02-04 23:33:00,10
2019-02-04 23:34:00,10
2019-02-04 23:35:00,10
2019-02-04 23:36:00,10
2019-02-04 23:37:00,10
2019-02-04 23:38:00,10
2019-02-04 23:39:00,10
2019-02-04 23:40:00,10
2019-02-04 23:47:00,24
2019-02-04 23:48:00,26
2019-02-04 23:49:00,10
2019-02-04 23:50:00,9
2019-02-04 23:51:00,11
2019-02-04 23:52:00,5
2019-02-04 23:53:00,11
2019-02-04 23:54:00,9
2019-02-04 23:55:00,15
2019-02-04 23:56:00,10
2019-02-04 23:58:00,20
2019-02-04 23:59:00,10
