1023,"SELECT aa_g,kk_g,airmass_g,gain_g FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-01-30 22:38:00,1
2019-01-30 22:39:00,1
2019-01-30 22:40:00,1
2019-01-30 22:41:00,1
2019-01-30 22:42:00,1
2019-01-30 22:44:00,1
2019-01-30 22:45:00,1
2019-01-30 22:46:00,1
2019-01-30 22:47:00,1
2019-01-30 22:48:00,1
2019-01-30 22:49:00,1
2019-01-30 22:50:00,1
2019-01-30 22:51:00,1
2019-01-30 22:53:00,2
2019-01-30 22:54:00,1
2019-01-30 22:55:00,1
2019-01-30 22:56:00,1
2019-01-30 22:57:00,1
2019-01-30 22:58:00,1
2019-01-30 22:59:00,1
2019-01-30 23:00:00,1
2019-01-30 23:01:00,1
2019-01-30 23:02:00,1
2019-01-30 23:03:00,1
2019-01-30 23:04:00,1
2019-01-30 23:05:00,1
2019-01-30 23:06:00,1
2019-01-30 23:07:00,1
2019-01-30 23:08:00,2
2019-01-30 23:09:00,1
2019-01-30 23:10:00,1
2019-01-30 23:11:00,1
2019-01-30 23:12:00,1
2019-01-30 23:13:00,1
2019-01-30 23:14:00,1
2019-01-30 23:15:00,1
2019-01-30 23:16:00,2
2019-01-30 23:17:00,1
2019-01-30 23:18:00,1
2019-01-30 23:19:00,1
2019-01-30 23:20:00,1
2019-01-30 23:21:00,1
2019-01-30 23:22:00,1
2019-01-30 23:23:00,1
2019-01-30 23:24:00,1
2019-01-30 23:25:00,1
2019-01-30 23:26:00,1
2019-01-30 23:27:00,1
2019-01-30 23:28:00,1
2019-01-30 23:29:00,1
2019-01-30 23:30:00,1
2019-01-30 23:31:00,1
2019-01-30 23:32:00,1
2019-01-30 23:33:00,2
2019-01-30 23:34:00,1
2019-01-30 23:35:00,1
2019-01-30 23:36:00,2
2019-01-30 23:37:00,1
2019-01-30 23:38:00,1
2019-01-30 23:39:00,1
2019-01-30 23:40:00,1
2019-01-30 23:41:00,1
2019-01-30 23:42:00,1
2019-01-30 23:43:00,1
2019-01-30 23:44:00,2
2019-01-30 23:45:00,1
2019-01-30 23:46:00,1
2019-01-30 23:47:00,1
2019-01-30 23:48:00,1
2019-01-30 23:49:00,1
2019-01-30 23:50:00,1
2019-01-30 23:51:00,2
2019-01-30 23:52:00,1
2019-01-30 23:53:00,1
2019-01-30 23:54:00,1
2019-01-30 23:55:00,1
2019-01-30 23:56:00,1
2019-01-30 23:57:00,1
2019-01-30 23:58:00,1
2019-01-30 23:59:00,1
